surface_option_id	surface	execution_domain	finite_recipe_option_count_for_surface_domain	record_roles	exact_event_recipe	reading_variant_count	surface_default_reading_de	event_count	physical_pages	owners_de	source_event_ids	lookup_policy
G517-S0443	cthes	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+E+S	1	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · WÄHLEN	1	f1r	F1R_TEXT_BLOCK_A	G404-E0028	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0444	cthey	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	CTH+E+Y	1	KOORDINATE/KATALOGEINTRAG BEI Fischrad mit Stern tragenden Figuren: [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · [E:STEUERUNG=GRAD I] · POSTEN	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2356	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0445	cthey	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+T+E+Y	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	5	f17r|f1r|f4r|f72r|f89r	F1R_TEXT_BLOCK_C | Gefäß-/Pflanzenteilgruppe F | Tierkreis-Ringgruppe A | abgebildete Ganzpflanze auf f4r | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G404-E0093|P1003-E0043|P1008-E0086|P1008-E1375|G515-E0064	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0446	cthiar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+LOCAL_CHAR_I+AR	1	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · AUSGANG	1	f1r	F1R_TEXT_BLOCK_A	G404-E0035	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0447	ctho	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+O	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f10r|f56r	stachelköpfiges Kraut in mehreren Reifestufen | zweiknolliges blauköpfiges Heilkraut	P912-E0033|P912-E0423	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0448	cthoary	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+O+AR+Y	1	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG · POSTEN	1	f1r	F1R_TEXT_BLOCK_A	G404-E0027	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0449	cthol	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+T+OL	6	EREIGNISKONTEXT_WAEHLT_AUS_6_LESARTEN	8	f18r|f1r|f4r|f56r|f82r|f88r	F1R_TEXT_BLOCK_D | abgebildete Ganzpflanze auf f4r | große abgebildete Blütenpflanze | mehrere getrennte Bad- und Leitungsstationen | sechzehn Drogenposten und drei Gefäßansätze | stachelköpfiges Kraut in mehreren Reifestufen	G404-E0187|P1008-E0034|P1008-E0072|P912-E0403|P912-E1147|P912-E2467|G515-E0013|G515-E0040	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0450	ctholdar	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+OL+D_ADDR+AR	1	ABLAUF BEI F1R_TEXT_BLOCK_D: NEHMEN · EINSTELLEN · FORTSETZEN · [D_ADDR:STEUERUNG=HIER] · AUSGANG	1	f1r	F1R_TEXT_BLOCK_D	G404-E0189	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0451	cthols	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+OL+S	1	ABLAUF BEI F1R_TEXT_BLOCK_C: NEHMEN · EINSTELLEN · FORTSETZEN · WÄHLEN	1	f1r	F1R_TEXT_BLOCK_C	G404-E0151	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0452	cthom	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	CH+T+O+M_LOCAL	1	ANWEISUNG BEI abgebildete Ganzpflanze auf f4r: NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [M_LOCAL:STEUERUNG=HIER]	1	f4r	abgebildete Ganzpflanze auf f4r	G515-E0042	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0453	cthoor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+O+OR	1	ABLAUF BEI zweiknolliges blauköpfiges Heilkraut: NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · EINHEIT	1	f10r	zweiknolliges blauköpfiges Heilkraut	P912-E0010	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0454	cthor	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+OR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f10r|f18r	große abgebildete Blütenpflanze | zweiknolliges blauköpfiges Heilkraut	P912-E0081|P1008-E0027	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0455	cthres	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+R+E+S	1	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · MARKIEREN · [E:STEUERUNG=GRAD I] · WÄHLEN	1	f1r	F1R_TEXT_BLOCK_A	G404-E0007	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0456	cthy	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD|RUNNING_RECIPE_CARD	CH+T+Y	9	EREIGNISKONTEXT_WAEHLT_AUS_9_LESARTEN	17	f10r|f11r|f17r|f18r|f1r|f20v|f4r|f56r	F1R_TEXT_BLOCK_C | F1R_TEXT_BLOCK_D | abgebildete Ganzpflanze auf f20v | abgebildete Ganzpflanze auf f4r | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | blühender dreikroniger Sodenstock | große abgebildete Blütenpflanze | stachelköpfiges Kraut in mehreren Reifestufen | zweiknolliges blauköpfiges Heilkraut	G404-E0105|G404-E0134|G404-E0202|P912-E0043|P912-E0045|P912-E0112|P912-E0131|P912-E0145|P912-E0150|P1003-E0037|P1008-E0047|P1008-E0075|P912-E0420|G515-E0031|G515-E0046|G515-E0118|G515-E0135	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0457	cthyd	PROSE_STREAM	1	RUNNING_RECIPE_CARD	CH+T+Y+D_ADDR	1	ABLAUF BEI zweiknolliges blauköpfiges Heilkraut: NEHMEN · EINSTELLEN · POSTEN · [D_ADDR:STEUERUNG=HIER]	1	f10r	zweiknolliges blauköpfiges Heilkraut	P912-E0087	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0458	d	LOCAL_RECORD	2	LOCAL_CLASS_OR_NAME_CARD|MARGINAL_SIGN_CARD	D_ADDR	3	EREIGNISKONTEXT_WAEHLT_AUS_3_LESARTEN	7	f20v|f66r|f69v	abgebildete Ganzpflanze auf f20v | drei getrennte heterogene Himmelsraeder | sichtbare Folge einzelner Randzeichen von f66r	P912-E2137|G515-E0130|G515-E0139|G515-E0274|G515-E0279|G515-E0286|G515-E0299	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0459	d	LOCAL_RECORD	2	SECTION_MARKER	SECTION_MARKER	1	ABSCHNITTSMARKE d	1	f76r	Merkzeichen für unbebilderter Textabschnitt A2	P1008-E0533	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0460	d	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR	8	EREIGNISKONTEXT_WAEHLT_AUS_8_LESARTEN	11	f11r|f13r|f17r|f1r|f56r|f72r|f77r|f82r	F1R_TEXT_BLOCK_C | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Tierkreis-Ringgruppe D | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | blühender dreikroniger Sodenstock | große Wurzelkrone mit Blatt und Blütenstand | mehrere getrennte Bad- und Leitungsstationen | stachelköpfiges Kraut in mehreren Reifestufen	G404-E0096|G404-E0123|P912-E0132|P912-E0137|P912-E0202|P912-E0208|P1003-E0054|P912-E0430|P1008-E0224|P1003-E0365|P912-E1349	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0461	da	LOCAL_RECORD	1	LOCAL_CLASS_OR_NAME_CARD	DA	1	LOKALE KENNUNG BEI abgebildete Ganzpflanze auf f31r: [DA:STEUERUNG=ZWEITE STUFE]	1	f31r	abgebildete Ganzpflanze auf f31r	G515-E0174	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0462	dackhy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+CH+K+Y	1	ABLAUF BEI großes Bad-/Stationsblatt mit dreieckiger Insel: [DA:STEUERUNG=ZWEITE STUFE] · NEHMEN · GEBEN · POSTEN	1	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	P912-E0464	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0463	dadaiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+D_ADDR+AIIN	1	ABLAUF BEI zwei getrennte Himmelsräder und Tabelle: [DA:STEUERUNG=ZWEITE STUFE] · [D_ADDR:STEUERUNG=HIER] · WERT	1	f67r2	zwei getrennte Himmelsräder und Tabelle	P912-E1875	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0464	dag	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+LOCAL_CHAR_G	1	ABLAUF BEI Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: [DA:STEUERUNG=ZWEITE STUFE] · [LOCAL_CHAR_G:STEUERUNG=VARIANTE]	1	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P1003-E0396	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0465	daid	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AIN+D_ADDR	1	ABLAUF BEI F24V_WHOLE_PLANT: ANTEIL · [D_ADDR:STEUERUNG=HIER]	1	f24v	F24V_WHOLE_PLANT	G404-E0256	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0466	daii	LOCAL_RECORD	1	LOCAL_CLASS_OR_NAME_CARD	DA+IIN	1	LOKALE KENNUNG BEI Fischrad mit Stern tragenden Figuren: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE]	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2294	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0467	daiial	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	DA+IIN+AL	1	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · ZIELORT	1	f69v	drei getrennte heterogene Himmelsraeder	P912-E2059	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0468	daiidy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+IIN+DY	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · [DY:STEUERUNG=SCHLUSS]	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0945	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0469	daiiin	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+IIN	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	5	f17r|f1r|f77r|f83r|f89r	F1R_TEXT_BLOCK_C | Gefäß-/Pflanzenteilgruppe F | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Variantenatlas lokaler Becken und Anwendungen | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	G404-E0159|P1003-E0075|P1003-E0339|P912-E1729|P1008-E1352	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0470	daiin	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD|LATE_ADDITION_CARD|STAR_BEARING_RING_POSITION	AIIN	5	EREIGNISKONTEXT_WAEHLT_AUS_5_LESARTEN	6	f66r|f67r2|f70v|f72r	Fischrad mit Stern tragenden Figuren | Widderrad mit Stern tragenden Figuren | lokale Kennung für Tierkreis-Ringgruppe G | separater spaeter unterer Nachtrag mit kleiner Zeichnung | zwei lokale Himmelsraeder	P912-E1882|P912-E2164|P912-E2197|P912-E2304|P1008-E0362|G515-E0594	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0471	daiin	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	AIIN	36	EREIGNISKONTEXT_WAEHLT_AUS_36_LESARTEN	120	f10r|f11r|f13r|f18r|f1r|f20v|f31r|f4r|f55v|f56r|f66r|f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	F1R_TEXT_BLOCK_A | F1R_TEXT_BLOCK_B | F1R_TEXT_BLOCK_C | F1R_TEXT_BLOCK_D | F81R_LOWER_POOL | F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe A | Gefäß-/Pflanzenteilgruppe B | Gefäß-/Pflanzenteilgruppe C | Gefäß-/Pflanzenteilgruppe D | Gefäß-/Pflanzenteilgruppe E | Gefäß-/Pflanzenteilgruppe F | Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen | Tierkreis-Ringgruppe D | Tierkreis-Ringgruppe E | Variantenatlas lokaler Becken und Anwendungen | abgebildete Ganzpflanze auf f20v | abgebildete Ganzpflanze auf f31r | abgebildete Ganzpflanze auf f4r | blühender dreikroniger Sodenstock | erste Gefaess-/Zutatengruppe | erste lokale Figuren-/Sternringgruppe | gemeinsames zweireihiges Badfeld | große Wurzelkrone mit Blatt und Blütenstand | große abgebildete Blütenpflanze | große aromatische Doldenpflanze | mehrere getrennte Bad- und Leitungsstationen | sechzehn Drogenposten und drei Gefäßansätze | sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer | sichtbarer Prosablock 5 auf f66r ohne Gegenstandsbesitzer | stachelköpfiges Kraut in mehreren Reifestufen | unbebilderter Textabschnitt B | zwei getrennte Himmelsräder und Tabelle | zweiknolliges blauköpfiges Heilkraut | zweite Gefaess-/Zutatengruppe	G404-E0036|G404-E0065|G404-E0087|G404-E0107|G404-E0185|G404-E0188|G404-E0193|P912-E0017|P912-E0022|P912-E0058|P912-E0069|P912-E0090|P912-E0105|P912-E0109|P912-E0118|P912-E0124|P912-E0130|P912-E0135|P912-E0147|P912-E0169|P912-E0196|P912-E0218|P1008-E0014|P1008-E0073|P912-E0264|P912-E0268|P912-E0326|P912-E0333|P912-E0370|P912-E0375|P912-E0402|P912-E0439|P912-E1793|P912-E1838|P912-E1854|P1003-E0563|P1008-E0198|P1008-E0213|P1008-E0262|P1008-E0885|P1003-E0170|P1003-E0224|P1003-E0283|P1003-E0347|P1003-E0392|P1003-E0399|G404-E0437|P912-E0882|P912-E0898|P912-E0901|P912-E0907|P912-E0923|P912-E0925|P912-E0934|P912-E0942|P912-E0986|P912-E1115|P912-E1119|P912-E1226|P912-E1275|P912-E1279|P912-E1298|P912-E1426|P912-E1436|P912-E1711|P912-E1741|P912-E2382|P912-E2430|P1003-E0434|P1003-E0529|P1003-E0534|P1003-E0537|P1008-E1068|P1008-E1074|P1008-E1076|P1008-E1089|P1008-E1108|P1008-E1120|P1008-E1122|P1008-E1173|P1008-E1202|P1008-E1206|P1008-E1216|P1008-E1217|P1008-E1224|P1008-E1250|P1008-E1260|P1008-E1290|P1008-E1315|P1008-E1319|P1008-E1324|P1008-E1340|P1008-E1346|P1008-E1371|P1008-E1376|P1008-E1393|P1008-E1400|P1008-E1404|G404-E0540|G404-E0663|G515-E0024|G515-E0029|G515-E0041|G515-E0048|G515-E0063|G515-E0098|G515-E0119|G515-E0129|G515-E0143|G515-E0159|G515-E0168|G515-E0185|G515-E0246|G515-E0399|G515-E0413|G515-E0462|G515-E0463|G515-E0529|G515-E0543|G515-E0579	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0472	daiinody	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AIIN+Y	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe D: [D_ADDR:STEUERUNG=HIER] · WERT · POSTEN	1	f89r	Gefäß-/Pflanzenteilgruppe D	P1008-E1218	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0473	daiiny	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AIIN+Y	1	ABLAUF BEI große aromatische Doldenpflanze: [D_ADDR:STEUERUNG=HIER] · WERT · POSTEN	1	f55v	große aromatische Doldenpflanze	P912-E0271	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0474	daiir	LOCAL_RECORD	1	ORDERED_INSTRUCTION_CARD	DA+IIN+R	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f70v	Fischrad mit Stern tragenden Figuren | Widderrad mit Stern tragenden Figuren	P912-E2157|P912-E2313	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0475	daiir	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	DA+IIN+R	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f31r|f66r	abgebildete Ganzpflanze auf f31r | sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0211|G515-E0408	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0476	daim	LOCAL_RECORD	1	LOCAL_CLASS_OR_NAME_CARD	DA+IIN+M_LOCAL	1	LOKALE KENNUNG BEI Fischrad mit Stern tragenden Figuren: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · [M_LOCAL:LOKALSTRUKTUR=HIER]	1	f70v	Fischrad mit Stern tragenden Figuren	P912-E2360	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0477	daim	PROSE_STREAM	1	RUNNING_RECIPE_CARD	A_ADDR+LOCAL_CHAR_I+M_LOCAL	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	2	f89r	Gefäß-/Pflanzenteilgruppe C | Gefäß-/Pflanzenteilgruppe D	P1008-E1140|P1008-E1198	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0478	daimd	PROSE_STREAM	1	RUNNING_RECIPE_CARD	DA+IIN+M_LOCAL+D_ADDR	1	ABLAUF BEI zweite Gefaess-/Zutatengruppe: [DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · [M_LOCAL:STEUERUNG=HIER] · [D_ADDR:STEUERUNG=HIER]	1	f88v	zweite Gefaess-/Zutatengruppe	P1003-E0533	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0479	dain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AIN	20	EREIGNISKONTEXT_WAEHLT_AUS_20_LESARTEN	40	f10r|f11r|f18r|f1r|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	F1R_TEXT_BLOCK_B | F1R_TEXT_BLOCK_C | F1R_TEXT_BLOCK_D | F81R_UPPER_POOL | F95V_WHOLE_PLANT | Gefäß-/Pflanzenteilgruppe C | Variantenatlas lokaler Becken und Anwendungen | blühender dreikroniger Sodenstock | gemeinsames zweireihiges Badfeld | große abgebildete Blütenpflanze | großes Bad-/Stationsblatt mit dreieckiger Insel | unbebilderter Textabschnitt A0 | unbebilderter Textabschnitt A3 | unbebilderter Textabschnitt A6 | unbebilderter Textabschnitt A8 | unbebilderter Textabschnitt B | unbebilderter Textabschnitt C | zwei getrennte Himmelsräder und Tabelle | zweiknolliges blauköpfiges Heilkraut | zweite Gefaess-/Zutatengruppe	G404-E0062|G404-E0069|G404-E0097|G404-E0143|G404-E0156|G404-E0172|P912-E0060|P912-E0116|P1008-E0017|P912-E1868|P912-E0447|P912-E0661|P912-E0664|P912-E0691|P912-E0698|P912-E0704|P912-E0710|P912-E0843|P1008-E0485|P1008-E0571|P1008-E0582|P1008-E0694|P1008-E0774|P1008-E0861|P1008-E0879|P1008-E0882|P1008-E0929|P1008-E0939|G404-E0363|P912-E0867|P912-E0896|P912-E1491|P912-E1635|P912-E1743|P1003-E0518|P1003-E0546|P1008-E1169|G404-E0545|G404-E0558|G404-E0600	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0480	dainaldy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AIN+AL+DY	1	ABLAUF BEI Gefäß-/Pflanzenteilgruppe B: [D_ADDR:STEUERUNG=HIER] · ANTEIL · ZIELORT · [DY:STEUERUNG=SCHLUSS]	1	f89r	Gefäß-/Pflanzenteilgruppe B	P1008-E1128	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0481	dainy	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AIN+Y	1	KOORDINATE/KATALOGEINTRAG BEI Eine Einheit gehört zu diesem Platz.: ANTEIL · POSTEN	1	f75r	Eine Einheit gehört zu diesem Platz.	P912-E0857	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0482	dair	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AIR	2	EREIGNISKONTEXT_WAEHLT_AUS_2_LESARTEN	4	f69v|f70v	Fischrad mit Stern tragenden Figuren | drei getrennte heterogene Himmelsraeder	P912-E2004|P912-E2084|P912-E2105|P912-E2302	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
G517-S0483	dair	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD|RUNNING_RECIPE_CARD	D_ADDR+AIR	8	EREIGNISKONTEXT_WAEHLT_AUS_8_LESARTEN	11	f10r|f11r|f17r|f18r|f66r|f88v|f89r	Gefäß-/Pflanzenteilgruppe D | Gefäß-/Pflanzenteilgruppe F | abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen | blühender dreikroniger Sodenstock | große abgebildete Blütenpflanze | sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer | zweiknolliges blauköpfiges Heilkraut | zweite Gefaess-/Zutatengruppe	P912-E0061|P912-E0143|P1003-E0042|P1008-E0039|P1003-E0541|P1008-E1186|P1008-E1321|P1008-E1391|P1008-E1406|G515-E0459|G515-E0467	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0484	dairal	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AIR+AL	1	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer: [D_ADDR:STEUERUNG=HIER] · BAHN · ZIELORT	1	f66r	sichtbarer Prosablock 4 auf f66r ohne Gegenstandsbesitzer	G515-E0469	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0485	dairam	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AIR+A_ADDR+AM_ADDR	1	ABLAUF BEI gemeinsames zweireihiges Badfeld: [D_ADDR:STEUERUNG=HIER] · BAHN · [A_ADDR:STEUERUNG=HIER] · [AM_ADDR:STEUERUNG=HIER]	1	f81v	gemeinsames zweireihiges Badfeld	P912-E0953	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0486	dairchey	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AIR+CH+E+Y	1	ABLAUF BEI mehrere getrennte Bad- und Leitungsstationen: [D_ADDR:STEUERUNG=HIER] · BAHN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	1	f82r	mehrere getrennte Bad- und Leitungsstationen	P912-E1183	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0487	dairodain	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+AIR+O+D_ADDR+AIN	1	ABLAUF BEI zweite Gefaess-/Zutatengruppe: [D_ADDR:STEUERUNG=HIER] · BAHN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · ANTEIL	1	f88v	zweite Gefaess-/Zutatengruppe	P1003-E0516	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0488	dairody	PROSE_STREAM	1	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AIR+O+DY	1	KOORDINATE/KATALOGEINTRAG BEI sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer: [D_ADDR:STEUERUNG=HIER] · BAHN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	1	f66r	sichtbarer Prosablock 3 auf f66r ohne Gegenstandsbesitzer	G515-E0425	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0489	dairydy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	AIR+Y+DY	1	ABLAUF BEI Variantenatlas lokaler Becken und Anwendungen: BAHN · POSTEN · [DY:STEUERUNG=SCHLUSS]	1	f83r	Variantenatlas lokaler Becken und Anwendungen	P912-E1693	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0490	dairykodas	PROSE_STREAM	1	ORDERED_INSTRUCTION_CARD	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	1	ANWEISUNG BEI sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer: [D_ADDR:STEUERUNG=HIER] · BAHN · POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [A_ADDR:STEUERUNG=HIER] · WÄHLEN	1	f66r	sichtbarer Prosablock 2 auf f66r ohne Gegenstandsbesitzer	G515-E0364	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0491	daiy	PROSE_STREAM	1	RUNNING_RECIPE_CARD	D_ADDR+A_ADDR+LOCAL_CHAR_I+Y	1	ABLAUF BEI F1R_TEXT_BLOCK_C: [D_ADDR:STEUERUNG=HIER] · [A_ADDR:STEUERUNG=HIER] · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · POSTEN	1	f1r	F1R_TEXT_BLOCK_C	G404-E0135	INVARIANT_PROSE_SURFACE_RECIPE
G517-S0492	dal	LOCAL_RECORD	1	COORDINATE_OR_CATALOGUE_CARD	AL	4	EREIGNISKONTEXT_WAEHLT_AUS_4_LESARTEN	8	f67r2|f69v|f70v	Fischrad mit Stern tragenden Figuren | Widderrad mit Stern tragenden Figuren | drei getrennte heterogene Himmelsraeder | zwei lokale Himmelsraeder	P912-E1886|P912-E2047|P912-E2076|P912-E2108|P912-E2170|P912-E2215|P912-E2219|P912-E2342	EVENT_CARD_WINS__SURFACE_CAN_HAVE_FINITE_LOCAL_OPTIONS
