replay_ordinal	source_event_id	physical_page	statement_id	card_ordinal_in_statement	surface	content_role	recipe	incoming_action	incoming_argument	raw_gdt451_decision	raw_gdt451_route	blocked_factor_rules	gdt517_final_decision	gdt517_final_route	finite_override	outgoing_action	outgoing_argument	state_policy
91	G515-E0091	f20v	G515-S007	18	chy	COORDINATE_OR_CATALOGUE_CARD	Y	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
92	G515-E0092	f20v	G515-S007	19	tolshy	ORDERED_INSTRUCTION_CARD	T+OL+SH+Y	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
93	G515-E0093	f20v	G515-S007	20	qotchy	ITINERARY_OR_ADDRESS_CARD	OT+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
94	G515-E0094	f20v	G515-S007	21	sho	ORDERED_INSTRUCTION_CARD	SH+O	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
95	G515-E0095	f20v	G515-S007	22	or	COORDINATE_OR_CATALOGUE_CARD	OR	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
96	G515-E0096	f20v	G515-S007	23	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
97	G515-E0097	f20v	G515-S007	24	shol	ORDERED_INSTRUCTION_CARD	SH+OL	SH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
98	G515-E0098	f20v	G515-S007	25	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	SH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
99	G515-E0099	f20v	G515-S008	1	tshol	ORDERED_INSTRUCTION_CARD	T+SH+OL	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	NONE	ACCEPTED_CARD_ADVANCES_STATE
100	G515-E0100	f20v	G515-S008	2	folchol	ITINERARY_OR_ADDRESS_CARD	LOCAL_CHAR_F+OL+OL	SH	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	NONE	ACCEPTED_CARD_ADVANCES_STATE
101	G515-E0101	f20v	G515-S008	3	otor	ITINERARY_OR_ADDRESS_CARD	OT+OR	SH	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
102	G515-E0102	f20v	G515-S008	4	shol	ORDERED_INSTRUCTION_CARD	SH+OL	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
103	G515-E0103	f20v	G515-S008	5	shor	ORDERED_INSTRUCTION_CARD	SH+OR	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
104	G515-E0104	f20v	G515-S008	6	fshodchy	ORDERED_INSTRUCTION_CARD	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
105	G515-E0105	f20v	G515-S008	7	otchy	ORDERED_INSTRUCTION_CARD	OT+CH+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
106	G515-E0106	f20v	G515-S008	8	chcphy	ORDERED_INSTRUCTION_CARD	CH+CH+P+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
107	G515-E0107	f20v	G515-S008	9	dy	COORDINATE_OR_CATALOGUE_CARD	Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
108	G515-E0108	f20v	G515-S008	10	doiiin	LOCAL_CLASS_OR_NAME_CARD	D_ADDR+O+IIN	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
109	G515-E0109	f20v	G515-S008	11	chockhy	ORDERED_INSTRUCTION_CARD	HO+CH+K+Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
110	G515-E0110	f20v	G515-S008	12	dan	COORDINATE_OR_CATALOGUE_CARD	AIN	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIN	ACCEPTED_CARD_ADVANCES_STATE
111	G515-E0111	f20v	G515-S008	13	cheoy	ORDERED_INSTRUCTION_CARD	CH+E+O+Y	K	AIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
112	G515-E0112	f20v	G515-S008	14	shos	ORDERED_INSTRUCTION_CARD	SH+O+S	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
113	G515-E0113	f20v	G515-S008	15	cheos	ORDERED_INSTRUCTION_CARD	CH+E+O+S	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
114	G515-E0114	f20v	G515-S008	16	char	COORDINATE_OR_CATALOGUE_CARD	AR	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
115	G515-E0115	f20v	G515-S008	17	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
116	G515-E0116	f20v	G515-S008	18	shocthy	ORDERED_INSTRUCTION_CARD	SH+O+CH+T+Y	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
117	G515-E0117	f20v	G515-S008	19	sho	ORDERED_INSTRUCTION_CARD	SH+O	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
118	G515-E0118	f20v	G515-S008	20	cthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
119	G515-E0119	f20v	G515-S008	21	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	AIIN	ACCEPTED_CARD_ADVANCES_STATE
120	G515-E0120	f20v	G515-S008	22	sheoy	ORDERED_INSTRUCTION_CARD	SH+E+O+Y	T	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
121	G515-E0121	f20v	G515-S008	23	tey	ORDERED_INSTRUCTION_CARD	T+E+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
122	G515-E0122	f20v	G515-S008	24	s	ORDERED_INSTRUCTION_CARD	S	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
123	G515-E0123	f20v	G515-S008	25	soaiin	ORDERED_INSTRUCTION_CARD	S+O+AIIN	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
124	G515-E0124	f20v	G515-S008	26	shain	ORDERED_INSTRUCTION_CARD	SH+AIN	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIN	ACCEPTED_CARD_ADVANCES_STATE
125	G515-E0125	f20v	G515-S008	27	choraly	ORDERED_INSTRUCTION_CARD	CH+OR+AL+Y	SH	AIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
126	G515-E0126	f20v	G515-S008	28	sho	ORDERED_INSTRUCTION_CARD	SH+O	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
127	G515-E0127	f20v	G515-S008	29	ar	COORDINATE_OR_CATALOGUE_CARD	AR	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
128	G515-E0128	f20v	G515-S008	30	chy	COORDINATE_OR_CATALOGUE_CARD	Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
129	G515-E0129	f20v	G515-S008	31	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
130	G515-E0130	f20v	G515-S008	32	d	LOCAL_CLASS_OR_NAME_CARD	D_ADDR	SH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
131	G515-E0131	f20v	G515-S008	33	s	ORDERED_INSTRUCTION_CARD	S	SH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
132	G515-E0132	f20v	G515-S008	34	ykchy	ORDERED_INSTRUCTION_CARD	Y+K+Y	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
133	G515-E0133	f20v	G515-S008	35	keody	ORDERED_INSTRUCTION_CARD	K+E+O+D_ADDR+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
134	G515-E0134	f20v	G515-S008	36	cho	LOCAL_CLASS_OR_NAME_CARD	HO	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
135	G515-E0135	f20v	G515-S008	37	cthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
136	G515-E0136	f20v	G515-S008	38	chol	ITINERARY_OR_ADDRESS_CARD	OL	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
137	G515-E0137	f20v	G515-S008	39	shd	ORDERED_INSTRUCTION_CARD	SH+D_ADDR	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
138	G515-E0138	f20v	G515-S008	40	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
139	G515-E0139	f20v	G515-S008	41	d	LOCAL_CLASS_OR_NAME_CARD	D_ADDR	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
140	G515-E0140	f20v	G515-S008	42	shokaiin	ORDERED_INSTRUCTION_CARD	SH+OK+AIIN	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
141	G515-E0141	f20v	G515-S008	43	chocthy	ORDERED_INSTRUCTION_CARD	CH+O+CH+T+Y	OK	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
142	G515-E0142	f20v	G515-S008	44	chol	ITINERARY_OR_ADDRESS_CARD	OL	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
143	G515-E0143	f20v	G515-S008	45	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	AIIN	ACCEPTED_CARD_ADVANCES_STATE
144	G515-E0144	f20v	G515-S008	46	chy	COORDINATE_OR_CATALOGUE_CARD	Y	T	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
145	G515-E0145	f20v	G515-S008	47	chor	ORDERED_INSTRUCTION_CARD	CH+OR	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	OR	ACCEPTED_CARD_ADVANCES_STATE
146	G515-E0146	f20v	G515-S008	48	ety	ORDERED_INSTRUCTION_CARD	E+T+Y	CH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
147	G515-E0147	f20v	G515-S008	49	okoiin	ORDERED_INSTRUCTION_CARD	OK+O+IIN	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
148	G515-E0148	f20v	G515-S008	50	chey	COORDINATE_OR_CATALOGUE_CARD	Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
149	G515-E0149	f20v	G515-S008	51	ol	ITINERARY_OR_ADDRESS_CARD	OL	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
150	G515-E0150	f20v	G515-S008	52	chory	ORDERED_INSTRUCTION_CARD	CH+OR+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
151	G515-E0151	f31r	G515-S009	1	keedey	ORDERED_INSTRUCTION_CARD	K+EE+D_ADDR+E+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
152	G515-E0152	f31r	G515-S009	2	qofchedy	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CHD	Y	ACCEPTED_CARD_ADVANCES_STATE
153	G515-E0153	f31r	G515-S009	3	shee	ORDERED_INSTRUCTION_CARD	SH+EE	CHD	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
154	G515-E0154	f31r	G515-S009	4	s	ORDERED_INSTRUCTION_CARD	S	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
155	G515-E0155	f31r	G515-S009	5	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
156	G515-E0156	f31r	G515-S009	6	qokee	ORDERED_INSTRUCTION_CARD	OK+EE	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
157	G515-E0157	f31r	G515-S009	7	chepakeo	ORDERED_INSTRUCTION_CARD	CH+E+P+A_ADDR+K+E+O	OK	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIIN	ACCEPTED_CARD_ADVANCES_STATE
158	G515-E0158	f31r	G515-S009	8	dcheey	ORDERED_INSTRUCTION_CARD	D_ADDR+CH+EE+Y	K	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
159	G515-E0159	f31r	G515-S009	9	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
160	G515-E0160	f31r	G515-S009	10	okeedy	ORDERED_INSTRUCTION_CARD	OK+EE+DY	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
161	G515-E0161	f31r	G515-S010	1	qokees	ORDERED_INSTRUCTION_CARD	OK+EE+S	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
162	G515-E0162	f31r	G515-S010	2	s	ORDERED_INSTRUCTION_CARD	S	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
163	G515-E0163	f31r	G515-S010	3	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
164	G515-E0164	f31r	G515-S010	4	shekeey	ORDERED_INSTRUCTION_CARD	SH+E+K+EE+Y	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
165	G515-E0165	f31r	G515-S010	5	qef	LOCAL_CLASS_OR_NAME_CARD	E+LOCAL_CHAR_F	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
166	G515-E0166	f31r	G515-S010	6	qokeey	ORDERED_INSTRUCTION_CARD	OK+EE+Y	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
167	G515-E0167	f31r	G515-S010	7	chey	COORDINATE_OR_CATALOGUE_CARD	Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
168	G515-E0168	f31r	G515-S010	8	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
169	G515-E0169	f31r	G515-S010	9	qokeey	ORDERED_INSTRUCTION_CARD	OK+EE+Y	OK	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
170	G515-E0170	f31r	G515-S010	10	sair	ORDERED_INSTRUCTION_CARD	S+AIR	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
171	G515-E0171	f31r	G515-S010	11	chekey	ORDERED_INSTRUCTION_CARD	CH+K+E+Y	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
172	G515-E0172	f31r	G515-S010	12	s	ORDERED_INSTRUCTION_CARD	S	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
173	G515-E0173	f31r	G515-S010	13	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
174	G515-E0174	f31r	G515-S010	14	da	LOCAL_CLASS_OR_NAME_CARD	DA	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
175	G515-E0175	f31r	G515-S010	15	qotar	ITINERARY_OR_ADDRESS_CARD	OT+AR	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	AIIN	ACCEPTED_CARD_ADVANCES_STATE
176	G515-E0176	f31r	G515-S010	16	chy	COORDINATE_OR_CATALOGUE_CARD	Y	S	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
177	G515-E0177	f31r	G515-S010	17	dar	COORDINATE_OR_CATALOGUE_CARD	D_ADDR+AR	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
178	G515-E0178	f31r	G515-S010	18	lo	COORDINATE_OR_CATALOGUE_CARD	L+O	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
179	G515-E0179	f31r	G515-S010	19	r	ORDERED_INSTRUCTION_CARD	R	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
180	G515-E0180	f31r	G515-S010	20	ar	COORDINATE_OR_CATALOGUE_CARD	AR	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	R	Y	ACCEPTED_CARD_ADVANCES_STATE
181	G515-E0181	f31r	G515-S010	21	cheey	ORDERED_INSTRUCTION_CARD	SH+EE+Y	R	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
182	G515-E0182	f31r	G515-S010	22	keeol	ORDERED_INSTRUCTION_CARD	K+EE+O+L	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
