occurrence_id	page	locus	token_ordinal	surface	reading_id	family	v99r3_meaning_de	v99r4_meaning_de	inherited_v48_gloss_de	token_retained	ordinal_retained	strongest_rival_de	source_evidence	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	historical_confirmation	component_relation_credit
G731-P0239	f114r	f114r.45	7	chocthy	chocthy#GLOBAL	PLANT_WHOLE	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	trockene Pflanzenzubereitung	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_PREPARATION	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_PREPARATION mit Staerke REVISED_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 17 exakte ZL3b-Vorkommen auf 15 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0240	f114r	f114r.6	6	ykeedy	ykeedy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	Eintrag/Bezug: heiß am Gradende, abgeschlossen	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	54	W2_PROVISIONAL_WORKING	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 26 exakte ZL3b-Vorkommen auf 24 Seiten und 26 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0241	f114v	f114v.12	4	chedal	chedal#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I in der Gradmitte	trockener abgewogener Rohstoffposten I in der Gradmitte	trockene abgemessene Rohstoffmenge I in der Gradmitte	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 15 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0242	f114v	f114v.16	8	chdal	chdal#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I am Gradanfang	trockener abgewogener Rohstoffposten I am Gradanfang	trockene abgemessene Rohstoffmenge I am Gradanfang	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0243	f114v	f114v.17	3	oaiir	oaiir#GLOBAL	LEARNED_TECHNICAL_WHOLE	Zubereitung, Teil-/Sortierklasse III	Zubereitungsanteil III	Zubereitung, Teil-/Sortierklasse III	1	1	Sortierklasse III	GDT638:ROUND_12|GDT693:R_INDEXED_SHARE	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT638:ROUND_12 mit Staerke EXACT_WHOLE_SURFACE_PROMOTION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0244	f114v	f114v.2	5	chedal	chedal#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I in der Gradmitte	trockener abgewogener Rohstoffposten I in der Gradmitte	trockene abgemessene Rohstoffmenge I in der Gradmitte	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 15 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0245	f114v	f114v.23	1	pshedy	pshedy#GLOBAL	POWDER_WHOLE	angefeuchtetes Pulver/Paste	Pulverpaste	angefeuchtetes Pulver/Paste	1	1	angefeuchtetes Pulver	V13:SCOPED_CONCRETE_HEAD_FORM	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0246	f114v	f114v.33	3	oaiin	oaiin#GLOBAL	QUANTITY_WHOLE	Ansatzmenge III	drei Ansatzportionen	Ansatzmenge III	1	1	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	68	W3_SOLID_WORKING_THEORY	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 19 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0247	f114v	f114v.34	3	oaiin	oaiin#GLOBAL	QUANTITY_WHOLE	Ansatzmenge III	drei Ansatzportionen	Ansatzmenge III	1	1	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	68	W3_SOLID_WORKING_THEORY	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 19 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0248	f114v	f114v.34	7	octhy	octhy#GLOBAL	PLANT_WHOLE	CTH-Zubereitung/Ansatz, Grundform	Pflanzenzubereitung, Grundform	CTH-Zubereitung/Ansatz, Grundform	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:CTH_PREPARATION_BASE	45	W2_PROVISIONAL_WORKING	V48-Quelle V13:CTH_PREPARATION_BASE mit Staerke NEW_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 9 exakte ZL3b-Vorkommen auf 9 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0249	f115r	f115r.14	6	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0250	f115r	f115r.19	5	polchedy	polchedy#GLOBAL	POWDER_WHOLE	getrockneter Pulverstoff/-ansatz	getrockneter Pulveransatz	getrockneter Pulverstoff/-ansatz	1	1	getrockneter Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	56	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 6 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0251	f115r	f115r.21	2	oaiin	oaiin#GLOBAL	QUANTITY_WHOLE	Ansatzmenge III	drei Ansatzportionen	Ansatzmenge III	1	1	absolutes Maß statt Portion	V13:TARGET_SURFACE_DEFAULT	68	W3_SOLID_WORKING_THEORY	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 19 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0252	f115r	f115r.21	7	rodaiin	rodaiin#GLOBAL	ROOT_WHOLE	drei Portionen Wurzel-/Wurzeldrogezubereitung	drei Portionen Wurzeldrogezubereitung	Wurzel/Wurzeldrogezubereitung, Dosis III	1	1	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	43	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0253	f115r	f115r.28	4	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0254	f115r	f115r.32	10	laiin	laiin#GLOBAL	WOOD_WHOLE	Drogenholz, Typ/Charge III	Holzdroge, Charge III	Drogenholz, Typ/Charge III	1	1	Holzmaterial statt Holzdroge	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 12 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0255	f115r	f115r.38	6	sol	sol#GLOBAL	SEED_WHOLE	Samenmaterial/Saatgut	Samenmaterial	Samenmaterial/Saatgut	1	1	Saatgut	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 57 exakte ZL3b-Vorkommen auf 37 Seiten und 57 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0256	f115r	f115r.42	5	lchdy	lchdy#GLOBAL	WOOD_WHOLE	Drogenholz, getrocknete Kurz-/Kompaktform	getrocknete Holzdroge, Kompaktform	Drogenholz, getrocknete Kurz-/Kompaktform	1	1	getrocknetes Holzmaterial	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 18 exakte ZL3b-Vorkommen auf 14 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0257	f115v	f115v.10	1	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0258	f115v	f115v.13	11	kol	kol#GLOBAL	LEARNED_TECHNICAL_WHOLE	heiß; nominal heißes Gut/Material	heißes Material	heiß; nominal heißes Gut/Material	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	V13:HOT_OL_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:HOT_OL_FORM mit Staerke NEW_PRIMARY_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 30 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0259	f115v	f115v.15	1	saiin	saiin#GLOBAL	SEED_WHOLE	Samen/Saatgut, Typ/Charge III	Samencharge III	Samen/Saatgut, Typ/Charge III	1	1	Samendroge, Charge III	V13:SCOPED_CONCRETE_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_CONCRETE_HEAD_FORM mit Staerke NEW_V12_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 109 exakte ZL3b-Vorkommen auf 64 Seiten und 108 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0260	f115v	f115v.15	9	rcheey	rcheey#GLOBAL	ROOT_WHOLE	Wurzel/Wurzeldroge, trocken gebunden, Form II	trocken gebundene Wurzeldroge, Form II	Wurzel/Wurzeldroge, trocken gebunden, Form II	1	1	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0261	f115v	f115v.20	1	ysheey	ysheey#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrags-/Bezugsform: feucht am Gradende	Eintragsform: feucht am Gradende	Eintrag: feucht am Gradende	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT660:EXACT_WHOLE	49	W2_PROVISIONAL_WORKING	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0262	f115v	f115v.22	1	soiin	soiin#GLOBAL	SEED_WHOLE	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samen/Saatgutzubereitung, Form III	1	1	Samendrogenzubereitung	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 15 exakte ZL3b-Vorkommen auf 14 Seiten und 15 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0263	f115v	f115v.24	1	pcheo	pcheo#GLOBAL	POWDER_WHOLE	trockene Pulverzubereitung/Trockenansatz	trockene Pulverzubereitung	trockene Pulverzubereitung/Trockenansatz	1	1	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0264	f115v	f115v.24	9	pchdy	pchdy#GLOBAL	POWDER_WHOLE	Pulver, getrocknete Kurz-/Kompaktform	getrocknetes Pulver, Kompaktform	Pulver, getrocknete Kurz-/Kompaktform	1	1	Pulveransatz statt Pulverstoff	V13:SCOPED_RESIDUAL_HEAD_FORM	61	W3_SOLID_WORKING_THEORY	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 10 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0265	f115v	f115v.25	5	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0266	f115v	f115v.25	7	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0267	f115v	f115v.31	8	rodaiin	rodaiin#GLOBAL	ROOT_WHOLE	drei Portionen Wurzel-/Wurzeldrogezubereitung	drei Portionen Wurzeldrogezubereitung	Wurzel/Wurzeldrogezubereitung, Dosis III	1	1	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM|GDT728	43	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0268	f115v	f115v.33	3	chcthy	chcthy#GLOBAL	PLANT_WHOLE	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:DRY_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0269	f115v	f115v.33	4	chdal	chdal#GLOBAL	LEARNED_TECHNICAL_WHOLE	trockene abgemessene Rohstoffmenge I am Gradanfang	trockener abgewogener Rohstoffposten I am Gradanfang	trockene abgemessene Rohstoffmenge I am Gradanfang	1	1	abgeteilte Rohstoffportion I	GDT655:DAL_MEASURED_INPUT_QUANTITY	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0270	f115v	f115v.39	3	ykeedy	ykeedy#GLOBAL	LEARNED_TECHNICAL_WHOLE	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	Eintrag/Bezug: heiß am Gradende, abgeschlossen	1	1	alternative Form-, Klassen- oder Bezugslesung bleibt offen	GDT661:EXACT_WHOLE	54	W2_PROVISIONAL_WORKING	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 26 exakte ZL3b-Vorkommen auf 24 Seiten und 26 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0271	f115v	f115v.42	6	rcheey	rcheey#GLOBAL	ROOT_WHOLE	Wurzel/Wurzeldroge, trocken gebunden, Form II	trocken gebundene Wurzeldroge, Form II	Wurzel/Wurzeldroge, trocken gebunden, Form II	1	1	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0272	f115v	f115v.7	4	roiin	roiin#GLOBAL	ROOT_WHOLE	Wurzel/Wurzeldrogezubereitung, Form III	Wurzeldrogezubereitung, Form III	Wurzel/Wurzeldrogezubereitung, Form III	1	1	Wurzelmaterial statt Wurzeldroge	V13:SCOPED_RESIDUAL_HEAD_FORM	51	W2_PROVISIONAL_WORKING	V48-Quelle V13:SCOPED_RESIDUAL_HEAD_FORM mit Staerke NEW_V13_ATTESTED_CONCRETE_DEFAULT und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0
G731-P0273	f116r	f116r.1	7	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0274	f116r	f116r.13	2	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0275	f116r	f116r.14	3	ain	ain#GLOBAL	OPEN_VALUE_WHOLE	Menge-/Klassenwert II	Wertstufe II	Menge-/Klassenwert II	1	1	Mengen- oder Klassenachse lokal	V13:VALUE_MINIM_SERIES	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
G731-P0276	f116r	f116r.16	7	shcthy	shcthy#GLOBAL	PLANT_WHOLE	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	feuchtes Pflanzenmaterial	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	1	1	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	V13:MOIST_CTH_MATERIAL	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:MOIST_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 29 exakte ZL3b-Vorkommen auf 17 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	KNOWN_CONTEXT_LICENSED	H0_NONE	0
