recovery_id	event_id	physical_page	stopped_target_recipe	stop_blocked_factor_rules	actual_next_recipe	recovery_blocked_factor_rules	immediate_recovery_status	cascade_boundary_event_id	cascade_boundary_recipe	cascade_boundary_decision	cascade_resolution_status
G452-R01983	G407-E1058	f68r1	CH+K+R+Y+K+OL+Y	PAIR:K>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01984	G407-E1058	f68r1	CH+K+S+Y+K+OL+Y	PAIR:K>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01985	G407-E1058	f68r1	CH+K+T+Y+K+OL+Y	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01986	G407-E1058	f68r1	CH+SH+CH+Y+K+OL+Y	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01987	G407-E1058	f68r1	CHD+K+CH+Y+K+OL+Y	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01988	G407-E1058	f68r1	K+K+CH+Y+K+OL+Y	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01989	G407-E1058	f68r1	OK+K+CH+Y+K+OL+Y	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01990	G407-E1058	f68r1	P+K+CH+Y+K+OL+Y	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01991	G407-E1058	f68r1	R+K+CH+Y+K+OL+Y	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01992	G407-E1058	f68r1	T+K+CH+Y+K+OL+Y	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02137	G407-E3475	f83r	CH+CHD+EE+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02138	G407-E1438	f75r	CH+CHD+EE+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02139	G407-E3475	f83r	CH+SH+EE+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02140	G407-E1438	f75r	CH+SH+EE+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02141	G407-E3475	f83r	CHD+K+EE+DY	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02142	G407-E1438	f75r	CHD+K+EE+DY	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02143	G407-E3475	f83r	K+K+EE+DY	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02144	G407-E1438	f75r	K+K+EE+DY	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02145	G407-E3475	f83r	OK+K+EE+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02146	G407-E1438	f75r	OK+K+EE+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02147	G407-E3475	f83r	P+K+EE+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02148	G407-E1438	f75r	P+K+EE+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02149	G407-E3475	f83r	R+K+EE+DY	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02150	G407-E1438	f75r	R+K+EE+DY	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02151	G407-E3475	f83r	T+K+EE+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02152	G407-E1438	f75r	T+K+EE+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02225	G407-E0457	f17r	CH+CHD+O+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02226	G407-E0457	f17r	CH+SH+O+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02227	G407-E0457	f17r	CHD+K+O+DY	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02228	G407-E0457	f17r	K+K+O+DY	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02229	G407-E0457	f17r	OK+K+O+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02230	G407-E0457	f17r	P+K+O+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02231	G407-E0457	f17r	R+K+O+DY	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02232	G407-E0457	f17r	T+K+O+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02253	G407-E1415	f72r	CH+CHD+OL	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02258	G407-E1415	f72r	CH+SH+OL	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02263	G407-E1415	f72r	CHD+K+OL	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02268	G407-E1415	f72r	K+K+OL	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02273	G407-E1415	f72r	OK+K+OL	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02278	G407-E1415	f72r	P+K+OL	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02283	G407-E1415	f72r	R+K+OL	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02288	G407-E1415	f72r	T+K+OL	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02314	G407-E1218	f72r	CH+CHD+Y	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02337	G407-E4292	f89r	CH+CHD+Y	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02343	G407-E1218	f72r	CH+SH+Y	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02366	G407-E4292	f89r	CH+SH+Y	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02372	G407-E1218	f72r	CHD+K+Y	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02395	G407-E4292	f89r	CHD+K+Y	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02401	G407-E1218	f72r	K+K+Y	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02424	G407-E4292	f89r	K+K+Y	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02430	G407-E1218	f72r	OK+K+Y	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02453	G407-E4292	f89r	OK+K+Y	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02459	G407-E1218	f72r	P+K+Y	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02482	G407-E4292	f89r	P+K+Y	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02488	G407-E1218	f72r	R+K+Y	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02511	G407-E4292	f89r	R+K+Y	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02517	G407-E1218	f72r	T+K+Y	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02540	G407-E4292	f89r	T+K+Y	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02638	G407-E0483	f17r	CH+CHD+AL+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02639	G407-E0483	f17r	CH+SH+AL+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02640	G407-E0483	f17r	CHD+P+AL+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02641	G407-E0483	f17r	K+P+AL+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02642	G407-E0483	f17r	OK+P+AL+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02643	G407-E0483	f17r	P+P+AL+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02644	G407-E0483	f17r	R+P+AL+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02645	G407-E0483	f17r	S+P+AL+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02646	G407-E0483	f17r	SH+P+AL+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02647	G407-E0483	f17r	T+P+AL+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02684	G407-E3002	f81v	CH+CHD+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02685	G407-E3002	f81v	CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02686	G407-E3002	f81v	CHD+P+E+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02687	G407-E3002	f81v	K+P+E+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02688	G407-E3002	f81v	OK+P+E+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02689	G407-E3002	f81v	P+P+E+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02690	G407-E3002	f81v	R+P+E+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02691	G407-E3002	f81v	S+P+E+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02692	G407-E3002	f81v	SH+P+E+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02693	G407-E3002	f81v	T+P+E+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02694	G407-E4017	f88v	CH+CHD+E+O+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02695	G407-E4017	f88v	CH+SH+E+O+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02696	G407-E4017	f88v	CHD+P+E+O+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02697	G407-E4017	f88v	K+P+E+O+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02698	G407-E4017	f88v	OK+P+E+O+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02699	G407-E4017	f88v	P+P+E+O+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02700	G407-E4017	f88v	R+P+E+O+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02701	G407-E4017	f88v	S+P+E+O+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02702	G407-E4017	f88v	SH+P+E+O+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02703	G407-E4017	f88v	T+P+E+O+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02834	G407-E2209	f76r	CH+CH+SH+EE+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02835	G407-E2209	f76r	CH+CHD+SH+EE+DY	PAIR:CH>CHD|PAIR:CHD>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02836	G407-E2209	f76r	CH+P+K+EE+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02837	G407-E2209	f76r	CH+P+OK+EE+DY	PAIR:P>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02838	G407-E2209	f76r	CH+P+P+EE+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02839	G407-E2209	f76r	CH+P+R+EE+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02840	G407-E2209	f76r	CH+P+S+EE+DY	PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02841	G407-E2209	f76r	CH+P+T+EE+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02842	G407-E2209	f76r	CH+SH+SH+EE+DY	PAIR:CH>SH|PAIR:SH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02843	G407-E2209	f76r	CHD+P+SH+EE+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02844	G407-E2209	f76r	K+P+SH+EE+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02845	G407-E2209	f76r	OK+P+SH+EE+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02846	G407-E2209	f76r	P+P+SH+EE+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02847	G407-E2209	f76r	R+P+SH+EE+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02848	G407-E2209	f76r	S+P+SH+EE+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02849	G407-E2209	f76r	SH+P+SH+EE+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02850	G407-E2209	f76r	T+P+SH+EE+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02888	G407-E1716	f75r	CH+CHD+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02889	G407-E1716	f75r	CH+SH+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02890	G407-E1716	f75r	K+S+DY	PAIR:K>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02891	G407-E1716	f75r	P+S+DY	PAIR:P>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02892	G407-E1716	f75r	R+S+DY	PAIR:R>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02893	G407-E1716	f75r	S+S+DY	PAIR:S>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02894	G407-E1716	f75r	SH+S+DY	PAIR:SH>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02895	G407-E1716	f75r	T+S+DY	PAIR:T>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02941	G407-E3795	f83r	CH+CHD+AL	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02947	G407-E3795	f83r	CH+SH+AL	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02953	G407-E3795	f83r	CHD+T+AL	PAIR:CHD>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02959	G407-E3795	f83r	K+T+AL	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02965	G407-E3795	f83r	OK+T+AL	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02971	G407-E3795	f83r	P+T+AL	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02977	G407-E3795	f83r	S+T+AL	PAIR:S>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R02983	G407-E3795	f83r	T+T+AL	PAIR:T>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03544	G407-E0604	f18r	CHD+CH+AIIN	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03546	G407-E0604	f18r	K+K+AIIN	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03548	G407-E0604	f18r	K+P+AIIN	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03550	G407-E0604	f18r	K+R+AIIN	PAIR:K>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03552	G407-E0604	f18r	K+S+AIIN	PAIR:K>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03554	G407-E0604	f18r	K+T+AIIN	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03663	G407-E4554	f95v	CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03664	G407-E4554	f95v	CHD+SH+E+DY	PAIR:CHD>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03665	G407-E4554	f95v	K+K+E+DY	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03666	G407-E4554	f95v	K+P+E+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03667	G407-E4554	f95v	K+R+E+DY	PAIR:K>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03668	G407-E4554	f95v	K+S+E+DY	PAIR:K>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03669	G407-E4554	f95v	K+T+E+DY	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03670	G407-E4554	f95v	SH+SH+E+DY	PAIR:SH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03727	G407-E3576	f83r	L+CH+CH+CHD+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03728	G407-E3576	f83r	L+CH+CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03729	G407-E3576	f83r	L+CH+CHD+P+E+DY	PAIR:CH>CHD|PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03730	G407-E3576	f83r	L+CH+K+P+E+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03731	G407-E3576	f83r	L+CH+OK+P+E+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03732	G407-E3576	f83r	L+CH+P+P+E+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03733	G407-E3576	f83r	L+CH+R+P+E+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03734	G407-E3576	f83r	L+CH+S+P+E+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03735	G407-E3576	f83r	L+CH+SH+P+E+DY	PAIR:CH>SH|PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03736	G407-E3576	f83r	L+CH+T+P+E+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03737	G407-E3576	f83r	L+CHD+CH+P+E+DY	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R03738	G407-E3194	f82r	L+CH+CHD+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
