statement_id	record_unit_id	visible_owner	visible_sequence	layered_card_reading	fluent_owner_expansion_de	event_count	common_portable_count	local_common_axis_count	prose_extension_count	whole_or_local_count
B3-S030	B3	Hauptpaar am sichtbaren ungerichteten Bogen	qoky saiin schedair otchedy	[KERN:einsetzen] [KERN:Sollwert] [PROSA:Weiterlauf] [ACHSE:OT+DY+CHED~CHD→Folgetransfer; Schluss]	Einsetzen, auf Sollmaß bringen, im Lauf weiterführen und zur nächsten Station übertragen; Schluss.	4	2	1	1	0
B3-S031	B3	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	[ACHSE:OK+DY+EE→lange einwirken; Schluss]	Länger einwirken lassen; Schluss.	1	0	1	0	0
B3-S032	B3	Hauptpaar am sichtbaren ungerichteten Bogen	chedain chedy qotedaiin otaiin otedy	[ACHSE:CHED~CHD+AIN→Anteilstransfer] [KERN:überführen] [ACHSE:OT+AIIN+E→Kurzsoll] [ACHSE:OT+AIIN→Folgemaß] [ACHSE:OT+E→Kurzfolge; Schluss]	Einen Anteil übertragen, weiterführen, den kurzen Sollwert und das Folgemaß einstellen, dann kurz weiterführen; Schluss.	5	1	4	0	0
B3-S033	B3	Hauptpaar am sichtbaren ungerichteten Bogen	ldy	[ACHSE:DY+L→abziehen; Schluss]	Abziehen; Schluss.	1	0	1	0	0
B3-S034	B3	Hauptpaar am sichtbaren ungerichteten Bogen	soiiin checthy chety otaiin olsaly shedy	[PROSA:Arbeitsstufe] [ACHSE:Y+CTH→bereit] [PROSA:Teil] [ACHSE:OT+AIIN→Folgemaß] [ACHSE:AL+Y→Zwischenziel] [ACHSE:DY+E+SHED→kurz absetzen; Schluss]	Die Arbeitsstufe auf bereit stellen, einen Teil und das Folgemaß nehmen und am Zwischenziel kurz absetzen; Schluss.	6	0	4	2	0
B4-S001	B4	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	[ACHSE:OK+DY+EE→lange einwirken; Schluss]	Am Hauptpaar länger einwirken lassen; Schluss.	1	0	1	0	0
B4-S002	B4	Hauptpaar am sichtbaren ungerichteten Bogen	qolchey qokeey qokedy	[ACHSE:OL+Y→Weiterposten] [ACHSE:OK+Y+EE→lange einwirken] [ACHSE:OK+DY+E→kurz einwirken; Schluss]	Den Weiterposten zuerst länger, dann kurz einwirken lassen; Schluss.	3	0	3	0	0
B4-S003	B4	Hauptpaar am sichtbaren ungerichteten Bogen	chedy otal otchey qokeey qoky tol shedy	[KERN:überführen] [ACHSE:OT+AL→danach dorthin] [KERN:das nächste] [ACHSE:OK+Y+EE→lange einwirken] [KERN:einsetzen] [KERN:weiter] [ACHSE:DY+E+SHED→kurz absetzen; Schluss]	Überführen, danach den nächsten Posten dorthin bringen, länger einwirken lassen, einsetzen, weiterführen und kurz absetzen lassen; Schluss.	7	4	3	0	0
B4-S004	B4	Hauptpaar am sichtbaren ungerichteten Bogen	qokylddy	[GANZKARTE:befestigen; Schluss]	Den Posten befestigen; Schluss.	1	0	0	0	1
B4-S005	B4	Hauptpaar am sichtbaren ungerichteten Bogen	dain chedy qokeedy	[GANZKARTE:Einlage] [KERN:überführen] [ACHSE:OK+DY+EE→lange einwirken; Schluss]	Die Einlage überführen und länger einwirken lassen; Schluss.	3	1	1	0	1
B4-S006	B4	Hauptpaar am sichtbaren ungerichteten Bogen	shckhedy	[PROSA:durchlassen; Schluss]	Einmal durchlassen; Schluss.	1	0	0	1	0
B4-S007	B4	Hauptpaar am sichtbaren ungerichteten Bogen	shckhedy	[PROSA:durchlassen; Schluss]	Ein zweites Mal durchlassen; Schluss.	1	0	0	1	0
B4-S008	B4	Hauptpaar am sichtbaren ungerichteten Bogen	saiin cheeky sheey qokedy	[KERN:Sollwert] [ACHSE:Y+EE+CHK→länger bearbeiten] [ACHSE:Y+EE→Langhalt] [ACHSE:OK+DY+E→kurz einwirken; Schluss]	Auf Sollmaß bringen, länger bearbeiten, länger halten und kurz einwirken lassen; Schluss.	4	1	3	0	0
B4-S009	B4	Hauptpaar am sichtbaren ungerichteten Bogen	shedy	[ACHSE:DY+E+SHED→kurz absetzen; Schluss]	Kurz absetzen lassen; Schluss.	1	0	1	0	0
B4-S010	B4	Hauptpaar am sichtbaren ungerichteten Bogen	oldy	[KERN:fertig]	Fertigstellen; Schluss.	1	1	0	0	0
B4-S011	B4	linke offene Fransen-/Unterlaufstation	saiin cheky okeeol okain chdy sol lkedy	[KERN:Sollwert] [ACHSE:Y+E+CHK→kurz wärmen] [ACHSE:OK+OL+EE→Langfortsetzung] [PROSA:Anteil zugeben] [KERN:überführen] [KERN:weiter] [GANZKARTE:Kurzabzug; Schluss]	An der linken Unterlaufstation das Sollmaß kurz wärmen, länger weiterführen, einen Anteil zugeben, überführen, fortsetzen und kurz abziehen; Schluss.	7	3	2	1	1
B4-S012	B4	linke offene Fransen-/Unterlaufstation	lchedy	[ACHSE:CHED~CHD+L→abführen; Schluss]	Abführen; Schluss.	1	0	1	0	0
B4-S013	B4	linke offene Fransen-/Unterlaufstation	qokol shedy	[ACHSE:OK+OL→Weiter einsetzen] [ACHSE:DY+E+SHED→kurz absetzen; Schluss]	Weiter einsetzen und kurz absetzen lassen; Schluss.	2	0	2	0	0
B4-S014	B4	linke offene Fransen-/Unterlaufstation	or chey qockhey dairydy	[KERN:Ansatz] [KERN:dies] [ACHSE:OK+Y+E+CKH→Kurzdurchgang] [ACHSE:Y+DY+AIR→Laufschluss]	Diesen Ansatz durch den kurzen Gang führen und den Lauf schließen.	4	2	2	0	0
B4-S015	B4	linke offene Fransen-/Unterlaufstation	qokain shey kain chckhal solkey lchedy	[PROSA:Anteil zugeben] [KERN:Freigabewert] [PROSA:Portion] [ACHSE:AL+CKH→Zielpassage] [ACHSE:Y+E+SOLK→Kurzsammlung] [ACHSE:CHED~CHD+L→abführen; Schluss]	Eine Portion zum Klarlauf geben, die Portion durch die Zielpassage führen, kurz auffangen und abführen; Schluss.	6	1	3	2	0
B4-S016	B4	rechte S-Lauf-/Mehrarmknotenstation	qolkain dal skar shedy	[ACHSE:OL+AIN→weiterer Anteil] [KERN:dorthin] [ACHSE:AR→Quellausguss] [ACHSE:DY+E+SHED→kurz absetzen; Schluss]	Einen weiteren Anteil dorthin bringen, aus der Quelle ausgießen und kurz absetzen lassen; Schluss.	4	1	3	0	0
B5-S001	B5	linker offener Fransen-Endposten	otchdy	[ACHSE:OT+DY+CHED~CHD→Nachtransfer; Schluss]	Den Nachtransfer am linken Endposten ausführen; Schluss.	1	0	1	0	0
B5-S002	B5	linker offener Fransen-Endposten	qokchdy	[ACHSE:CHED~CHD→einführen; Schluss]	In den linken Endposten einführen; Schluss.	1	0	1	0	0
B5-S003	B5	linker offener Fransen-Endposten	shedal dal cheol lol chdal aiin sol daiiin chedy	[ACHSE:AL+SHED→am Ziel absetzen] [KERN:dorthin] [KERN:weiter] [ACHSE:OL+L→Weiterabzug] [ACHSE:AL+CHED~CHD→Zieltransfer] [KERN:Sollwert] [KERN:weiter] [PROSA:Endstufe] [KERN:überführen]	Am Ziel absetzen, dorthin bringen, weiterführen und weiter abziehen; den Zieltransfer auf Sollmaß bringen, bis zur Endstufe fortsetzen und überführen.	9	5	3	1	0
B6-S001	B6	rechter S-Lauf-/Mehrarm-Endposten	solkeey qekey raly ol daiin ol dain chey ldalor	[ACHSE:Y+EE+SOLK→Langsammlung] [GANZKARTE:kurz bearbeiten] [ACHSE:AL+Y→Endposten] [KERN:weiter] [KERN:Sollwert] [KERN:weiter] [GANZKARTE:Einlage] [KERN:dies] [ACHSE:AL→Endziel]	Am rechten Endposten länger auffangen, kurz bearbeiten, zum Endposten weiterführen, auf Sollmaß bringen, die Einlage als aktuellen Posten zum Endziel führen.	9	4	3	0	2
