unit_id	page	visible_owner	surface_sequence	card_by_card_reading_de	fluent_working_reading_de	content_phrase_ids	content_source_classes	silent_phrase_count	teaching_instruction_de
B2-S008	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	sotaiin qokar shedy	Folgemaß; daraus ansetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Für dieselbe Dauer wie zuvor. Über der örtlich bezeichneten Stelle. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	STELLE	VISIBLE_OWNER_ADDRESS	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S009	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	solshedy	weiter absetzen; Schluss	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Halte es warm und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S010	f82r	der mittleren linken Vorrichtung mit Zwischenknoten	qokeey qoky ls cheey	länger ansetzen; aktuellen Posten ansetzen; Durchlassöffnung; klarer Auszug	[[LOKALER BESITZER: mittlere linke Geräte-/Inline-Knotenstation]] Die Charge für den vorgesehenen Gebrauch temperieren. Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen. Die erste Öffnung. Den örtlichen Prüfzustand der Charge feststellen.	FLUESSIGKEIT|OEFFNUNG|STELLE|TEIL	CARD_LEXICON|OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_ADDRESS	4	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S011	f82r	der mittleren rechten Station	okain char okain qokeedy	eine Portion zugeben; aus dem Ansatz; eine Portion zugeben; länger ansetzen; Schluss	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Gib einen abgemessenen Anteil in das Gefäß. Daraus, aus demselben Ansatz. Gib einen abgemessenen Anteil in das Gefäß. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	ANSATZ|GEFAESS|TEIL	CARD_LEXICON|PROCESS_STATE|VISIBLE_OWNER_OR_NOMENCLATOR	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S012	f82r	dem unteren grünen Mehrfigurenbecken	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	abziehen; klarer Auszug; kurz bereithalten; länger ansetzen; Klarlauf abfuehren; Sollmaß; dieser Posten; vollständig ansetzen; Schluss	[[LOKALER BESITZER: ungelöste mittlere rechte Linie-/Liegepodeststation]] Ziehe die klare Flüssigkeit ab. [[STATIONSWECHSEL: ungelöste mittlere rechte Linie-/Liegepodeststation -> unteres grünes Mehrfigurenfeld; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Den örtlichen Prüfzustand der Charge feststellen. Unter derselben Einstellung. Die Charge für den vorgesehenen Gebrauch temperieren. Der benetzte Körperbereich. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Benetze den bezeichneten Körperbereich vollständig und beende den Schritt.	FLUESSIGKEIT|STELLE|PORTION	CARD_LEXICON|OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_ADDRESS	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S013	f82r	dem unteren grünen Mehrfigurenbecken	lchedy	abführen; Schluss	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT	OWNER_PROCESS_MEDIUM	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S014	f82r	dem unteren grünen Mehrfigurenbecken	lar	von dort abfuehren	[[LOKALER BESITZER: unteres grünes Mehrfigurenfeld]] Schließe den unteren Ablauf.	ABLAUF	VISIBLE_OWNER_PROCESS	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S015	f82r	den Randstationen des unteren Beckens	tshey qokeedy	Klarlauf zugeben; länger ansetzen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Beginne die Spülung. Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	TEIL	CARD_LEXICON	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S016	f82r	den Randstationen des unteren Beckens	cheal lchedar ches aiin oteey qokaiin okey pchedy	dorthin; von dort abführen; teilen; Sollmaß; langer Folgeposten; auf Sollmaß einstellen; kurz ansetzen; einführen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Den aktiven Posten an der örtlich bezeichneten Station führen. Kühles Wasser. Zu gleichen Anteilen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der vorbereitete Bade- oder Waschzusatz. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Warmes Wasser. Ziehe es ab und beende den Schritt.	WASSER|TEIL	CARD_LEXICON|MASTER_EXEMPLAR_MATERIAL	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S017	f82r	den Randstationen des unteren Beckens	rsheal daldy	kurz am Ziel ruhen; Nebenoeffnung; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Gieße das erwärmte Wasser ein. Wiederhole es an der zweiten Öffnung und beende den Schritt.	WASSER|OEFFNUNG	MASTER_EXEMPLAR_MATERIAL|VISIBLE_OWNER_ADDRESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S018	f82r	den Randstationen des unteren Beckens	qokeedy	länger ansetzen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	TEIL	CARD_LEXICON	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S019	f82r	den Randstationen des unteren Beckens	rshedy	Waschgang abschließen	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Verwende den Anteil als örtliche Waschung und beende den Schritt.	TEIL	CARD_LEXICON	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S020	f82r	den Randstationen des unteren Beckens	qoteedy	lange Folge; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	TUCH|STELLE	LEARNED_TOOL_OR_EXEMPLAR|VISIBLE_OWNER_ADDRESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S021	f82r	den Randstationen des unteren Beckens	qokeedy	länger ansetzen; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt.	TEIL	CARD_LEXICON	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B2-S022	f82r	den Randstationen des unteren Beckens	lochedy	Rest abfuehren; Schluss	[[LOKALER BESITZER: lokale Randstationen des unteren Feldes]] Mische zu gleichen Teilen und beende den Schritt.	TEIL	CARD_LEXICON	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S001	f83r	der oberen offenen Fächerstation	olkeedy	länger sammeln; Schluss	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	FLUESSIGKEIT	OWNER_PROCESS_MEDIUM	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S002	f83r	der oberen offenen Fächerstation	qotal chkeedy	danach dorthin; länger wärmen; Schluss	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Zum unteren Ablauf hin. Benetze den bezeichneten Bereich vollständig und beende den Schritt.	ABLAUF	VISIBLE_OWNER_PROCESS	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S003	f83r	der oberen offenen Fächerstation	chey daiin chey lchedy	dieser Posten; Sollmaß; dieser Posten; abführen; Schluss	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Diese aktive Portion. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT|PORTION	CARD_LEXICON|OWNER_PROCESS_MEDIUM	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S004	f83r	der oberen offenen Fächerstation	qokaiin qotal dar	auf Sollmaß einstellen; danach dorthin; aus dem Ansatz	[[LOKALER BESITZER: obere offene Fächer-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Zum unteren Ablauf hin. Daraus, aus demselben Ansatz.	ANSATZ|ABLAUF	PROCESS_STATE|VISIBLE_OWNER_PROCESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S005	f83r	der mittleren runden Gefäßstation	schedy	Posten überführen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	GEFAESS	VISIBLE_OWNER_OR_NOMENCLATOR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S006	f83r	der mittleren runden Gefäßstation	chedchy qokal olchedy	diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Gieße das erwärmte Wasser ein. Den aktiven Posten an der örtlich bezeichneten Station führen. Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	WASSER|GEFAESS|STELLE	MASTER_EXEMPLAR_MATERIAL|VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_OR_NOMENCLATOR	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S007	f83r	der mittleren runden Gefäßstation	qokaiin chedy qokeedy	auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Rühre, bis alles gleichmäßig vermischt ist. Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	BECKEN|GEFAESS	VISIBLE_OWNER_NOUN|VISIBLE_OWNER_OR_NOMENCLATOR	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S008	f83r	der mittleren runden Gefäßstation	lchedy	abführen; Schluss	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT|GEFAESS	OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_OR_NOMENCLATOR	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S009	f83r	der mittleren runden Gefäßstation	qoky	aktuellen Posten ansetzen	[[LOKALER BESITZER: mittlere runde Gefäß-Randstation]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	BECKEN|GEFAESS	VISIBLE_OWNER_NOUN|VISIBLE_OWNER_OR_NOMENCLATOR	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S010	f83r	der unteren korbförmigen Gefäßstation	pchedal otedy	Einlass; kurze Folge; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Fülle danach das Gefäß. Lasse es bis zur Klarheit ziehen und beende den Schritt.	GEFAESS	VISIBLE_OWNER_OR_NOMENCLATOR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S011	f83r	der unteren korbförmigen Gefäßstation	shecthedchy qoky chedy chary	bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Wende es an der markierten Stelle an. Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Rühre, bis alles gleichmäßig vermischt ist. Und lasse es abkühlen.	BECKEN|GEFAESS|STELLE	VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_NOUN|VISIBLE_OWNER_OR_NOMENCLATOR	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S012	f83r	der unteren korbförmigen Gefäßstation	sor shedy	Ansatz; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	GEFAESS	VISIBLE_OWNER_OR_NOMENCLATOR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S013	f83r	der unteren korbförmigen Gefäßstation	qokaiin chkain shcthey qokedy	auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ein abgemessener Anteil. Unter derselben Einstellung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	GEFAESS|STELLE|TEIL	CARD_LEXICON|VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_OR_NOMENCLATOR	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S014	f83r	der unteren korbförmigen Gefäßstation	okair sheedy	Wasser einlassen; länger absetzen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Öffne danach den oberen Lauf. Wasche einmal und beende den Schritt.	GEFAESS	VISIBLE_OWNER_OR_NOMENCLATOR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S015	f83r	der unteren korbförmigen Gefäßstation	lchedy	abführen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT|GEFAESS	OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_OR_NOMENCLATOR	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S016	f83r	der Lücke zwischen Randstation und Hauptbogen	lo qokchedy	abfuehren; angesetzten Inhalt überführen; Schluss	[[LOKALER BESITZER: untere korbartige Gefäß-Randstation]] Schließe den unteren Ablauf. [[STATIONSWECHSEL: untere korbartige Gefäß-Randstation -> ungelöster Zwischenposten zwischen Randstapel und Hauptpaar; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse es abkühlen und beende den Schritt.	GEFAESS|ABLAUF	VISIBLE_OWNER_OR_NOMENCLATOR|VISIBLE_OWNER_PROCESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S017	f83r	der Lücke zwischen Randstation und Hauptbogen	qokeedy	länger ansetzen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	BECKEN	VISIBLE_OWNER_NOUN	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S018	f83r	der Lücke zwischen Randstation und Hauptbogen	shedy	kurz absetzen lassen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S019	f83r	der Lücke zwischen Randstation und Hauptbogen	qokshedy	Absetzgang ansetzen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S020	f83r	der Lücke zwischen Randstation und Hauptbogen	dal lchedy	dorthin; abführen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten an der örtlich bezeichneten Station führen. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT	OWNER_PROCESS_MEDIUM	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S021	f83r	der Lücke zwischen Randstation und Hauptbogen	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	auf Sollmaß einstellen; bereit; dorthin; dieser Posten; Sollmaß; dort absetzen; kurz bereit halten; dieser Posten; dorthin; bereit; dorthin umsetzen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den örtlichen Prüfzustand der Charge feststellen. Den aktiven Posten an der örtlich bezeichneten Station führen. Diese aktive Portion. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Für einen Zeitabschnitt. Warmes Wasser. Diese aktive Portion. Den aktiven Posten an der örtlich bezeichneten Station führen. Den örtlichen Prüfzustand der Charge feststellen. Behalte den Rückstand und beende den Schritt.	WASSER|STELLE|PORTION	CARD_LEXICON|MASTER_EXEMPLAR_MATERIAL|VISIBLE_OWNER_ADDRESS	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S022	f83r	der Lücke zwischen Randstation und Hauptbogen	qotchedy	nächsten Posten überführen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Mische zu gleichen Teilen und beende den Schritt.	TEIL	CARD_LEXICON	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S023	f83r	der Lücke zwischen Randstation und Hauptbogen	lchedy	abführen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	FLUESSIGKEIT	OWNER_PROCESS_MEDIUM	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S024	f83r	der Lücke zwischen Randstation und Hauptbogen	tchedy	Posten überführen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	GEFAESS	VISIBLE_OWNER_OR_NOMENCLATOR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S025	f83r	der Lücke zwischen Randstation und Hauptbogen	qokchdy	Umsetzung ansetzen; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Erwärme es einmal und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S026	f83r	dem verbundenen Hauptbogenpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	von dort umsetzen; Absetzmaß; laufenden Posten umsetzen; eine Portion zugeben; bereit; Ansatz von dort zur Zielstelle; länger sammeln; Schluss	[[LOKALER BESITZER: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar]] Richte die bezeichnete Beckenstation ein. Nach dem Absetzen. Rühre, bis alles gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Bis der Strom klar wird. [[STATIONSWECHSEL: ungelöster Zwischenposten zwischen Randstapel und Hauptpaar -> Hauptpaar am sichtbaren ungerichteten Bogen; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Lasse die Flüssigkeit sich setzen und beende den Schritt.	FLUESSIGKEIT|BECKEN|GEFAESS|STELLE|TEIL	CARD_LEXICON|OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_NOUN|VISIBLE_OWNER_OR_NOMENCLATOR	5	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S027	f83r	dem verbundenen Hauptbogenpaar	qoteedy	lange Folge; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt.	TUCH|STELLE	LEARNED_TOOL_OR_EXEMPLAR|VISIBLE_OWNER_ADDRESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S028	f83r	dem verbundenen Hauptbogenpaar	qokeey qokedy	länger ansetzen; kurz ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	STELLE	VISIBLE_OWNER_ADDRESS	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S029	f83r	dem verbundenen Hauptbogenpaar	sol cheeety qokedy	fortsetzen; ganzen Teilposten; kurz ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Nach der ersten Spülung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	STELLE	VISIBLE_OWNER_ADDRESS	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S030	f83r	dem verbundenen Hauptbogenpaar	qoky saiin schedair otchedy	aktuellen Posten ansetzen; Sollmaß; Wasser weiterleiten; nächsten Posten überführen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Ziehe die klare Flüssigkeit ab. Mische zu gleichen Teilen und beende den Schritt.	FLUESSIGKEIT|BECKEN|TEIL	CARD_LEXICON|OWNER_PROCESS_MEDIUM|VISIBLE_OWNER_NOUN	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S031	f83r	dem verbundenen Hauptbogenpaar	qokeedy	länger ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	BECKEN	VISIBLE_OWNER_NOUN	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S032	f83r	dem verbundenen Hauptbogenpaar	chedain chedy qotedaiin otaiin otedy	Portion umsetzen; laufenden Posten umsetzen; kurzes Folgemass; Folgemaß; kurze Folge; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Beginne die Spülung. Rühre, bis alles gleichmäßig vermischt ist. Das breite Gefäß. Für dieselbe Dauer wie zuvor. Lasse es bis zur Klarheit ziehen und beende den Schritt.	GEFAESS	VISIBLE_OWNER_OR_NOMENCLATOR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S033	f83r	dem verbundenen Hauptbogenpaar	ldy	abziehen; Ende	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Ziehe es ab und beende den Schritt.	NONE	NONE	0	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B3-S034	f83r	dem verbundenen Hauptbogenpaar	soiiin checthy chety otaiin olsaly shedy	Sollstufe; bereit; Teil abtrennen; Folgemaß; untere Zielstelle; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Bis es klar ist. Den örtlichen Prüfzustand der Charge feststellen. Gleichmäßig bearbeiten. Für dieselbe Dauer wie zuvor. Das untere Becken. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	BECKEN|STELLE	VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_NOUN	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S001	f83r	dem verbundenen Hauptbogenpaar	qokeedy	länger ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	FLUESSIGKEIT|TUCH	LEARNED_TOOL_OR_EXEMPLAR|OWNER_PROCESS_MEDIUM	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S002	f83r	dem verbundenen Hauptbogenpaar	qolchey qokeey qokedy	diesen Posten weiterfuehren; länger ansetzen; kurz ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Fülle danach das Gefäß. Die Charge für den vorgesehenen Gebrauch temperieren. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	GEFAESS|STELLE	VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_OR_NOMENCLATOR	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S003	f83r	dem verbundenen Hauptbogenpaar	chedy otal otchey qokeey qoky tol shedy	laufenden Posten umsetzen; danach dorthin; nächster Teilposten; länger ansetzen; aktuellen Posten ansetzen; fortsetzen; kurz absetzen lassen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Rühre, bis alles gleichmäßig vermischt ist. Zum unteren Ablauf hin. Einen recordlokalen Anteil auswählen. Die Charge für den vorgesehenen Gebrauch temperieren. Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	ABLAUF|STELLE|TEIL	CARD_LEXICON|VISIBLE_OWNER_ADDRESS|VISIBLE_OWNER_PROCESS	3	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S004	f83r	dem verbundenen Hauptbogenpaar	qokylddy	aktuellen Posten befestigen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt.	TUCH|STELLE	LEARNED_TOOL_OR_EXEMPLAR|VISIBLE_OWNER_ADDRESS	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S005	f83r	dem verbundenen Hauptbogenpaar	dain chedy qokeedy	Tuch; laufenden Posten umsetzen; länger ansetzen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Durch ein Tuch. Rühre, bis alles gleichmäßig vermischt ist. Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	FLUESSIGKEIT|TUCH	LEARNED_TOOL_OR_EXEMPLAR|OWNER_PROCESS_MEDIUM	2	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
B4-S006	f83r	dem verbundenen Hauptbogenpaar	shckhedy	seihen; Schluss	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Seihe es einmal durch ein Tuch und beende den Schritt.	TUCH	LEARNED_TOOL_OR_EXEMPLAR	1	Erst Karten lesen; danach nur die hier markierten Besitzer-/Exemplarwendungen einsetzen.
