identity	house_surface	component_recipe	short_value_de	marks	orders	order_count	sections	apprentice_action	semantic_revision	old_short_value_de	second_lesson	third_lesson	fourth_lesson
PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	11	WH01,WH03,WH04,WH05	4	HOW,WHAT	READ_SHARED_CORE	NO	UMSETZEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC043	talam	TALAM	BEISEITESTELLEN	1	WH04	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	BEISEITESTELLEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC044	ykaiin	Y+K+AIIN	SOLLMASS ZUGEBEN	1	WH04	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	POSTEN · ZUGEBEN · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC045	cheoar	CH+E+O+AR	KURZ AUS DER QUELLE ENTNEHMEN	1	WH04	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG · QUELLE	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC046	cheeky	CHK+EE+Y	WARMHALTEN	2	WH04	1	HOW,WHAT	READ_TAUGHT_WHOLE_WORD	YES	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC047	oldy	OL+DY	FORTSETZEN UND SCHLIESSEN	2	WH04	1	HOW,WHAT	READ_TAUGHT_WHOLE_WORD	YES	WEITER · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	6	WH01,WH02,WH03,WH04	4	HOW,WHAT	READ_SHARED_CORE	NO	ANSETZEN · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC049	oltchy	OL+T+Y	POSTEN WEITERBEARBEITEN	1	WH04	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	WEITER · BEARBEITEN · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC050	orain	OR+AIN	ANSATZPORTION	1	WH04	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ANSATZ · EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	1	WH06	1	WHAT	COPY_LOCAL_MODEL	NO	ZUTAT · ENTNEHMEN · ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC052	cho	HO	PFLANZENZUTAT	2	WH06	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ZUTAT	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · POSTEN	1	WH06	1	WHAT	COPY_LOCAL_MODEL	NO	ZUTAT · ZIELSTELLE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC054	kchol	K+OL	ZUGEBEN · WEITER	1	WH06	1	WHAT	COPY_LOCAL_MODEL	NO	ZUGEBEN · WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC055	dal	AL	ZIELSTELLE	10	WH01,WH02,WH03,WH04,WH05,WH06	6	HOW,WHAT	READ_SHARED_CORE	NO	ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC056	choy	HO+Y	ZUTAT WEITERFUEHREN	1	WH06	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ZUTAT · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC057	cheeckhody	CH+EE+CKH+O+DY	LANG DURCHZIEHEN UND SCHLIESSEN	1	WH06	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ENTNEHMEN · DREI KURZE ARBEITSGAENGE · DURCHLASS · ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC065	otchey	OT+Y	FOLGEPOSTEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DANACH DIESEN POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC067	qokedy	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	8	WH01,WH03,WH04	3	HOW	READ_SHARED_CORE	NO	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC068	kair	K+AIR	ZUGEBEN · WASSER	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	ZUGEBEN · WASSER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC069	kain	K+AIN	ZUGEBEN · EIN ABGEGRENZTER TEIL	3	WH01,WH03,WH04	3	HOW	READ_SHARED_CORE	NO	ZUGEBEN · EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC070	olkain	OL+K+AIN	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	2	WH01,WH04	2	HOW	READ_SHARED_CORE	NO	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC071	rol	R+OL	ABKUEHLEN UND WEITERARBEITEN	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	ABKUEHLEN UND WEITERARBEITEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC072	dl	L	WEITERLEITEN	2	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	LEITEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC074	qokeedal	OK+EE+AL	ANSETZEN · DREI KURZE ARBEITSGAENGE · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	ANSETZEN · DREI KURZE ARBEITSGAENGE · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC075	chckhy	CKH+Y	DURCHLASS · POSTEN	4	WH01,WH02	2	HOW	READ_SHARED_CORE	NO	DURCHLASS · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	4	WH01,WH02,WH03	3	HOW	READ_SHARED_CORE	NO	UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC077	sshkchdy	SH+K+CHD+DY	NACHMISCHEN UND SCHLIESSEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	12	WH01,WH02,WH03,WH04	4	HOW	READ_SHARED_CORE	NO	STEHENLASSEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC079	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	WH01,WH02,WH03	3	HOW	READ_SHARED_CORE	NO	WEITER · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC080	qokain	OK+AIN	ANSETZEN · EIN ABGEGRENZTER TEIL	7	WH01,WH02,WH03,WH04	4	HOW	READ_SHARED_CORE	NO	ANSETZEN · EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC081	ral	R+AL	ZIELKUEHLEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	KUEHLEN · ZIELSTELLE	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	WH01,WH03,WH05	3	HOW	READ_SHARED_CORE	NO	ANSETZEN · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC083	cheky	CHK+E+Y	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	3	WH01,WH04	2	HOW	READ_SHARED_CORE	NO	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC084	lsho	LSH+O	SPUELEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	SPUELEN · ARBEITSGANG	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC085	okey	OK+E+Y	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH01,WH02	2	HOW	READ_SHARED_CORE	NO	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC086	lshedy	LSH+E+DY	KURZSPUELEN UND SCHLIESSEN	2	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	SPUELEN · EIN KURZER ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC087	qolky	SOLK+Y	SAMMELN · POSTEN	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	SAMMELN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · UMSETZEN · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC089	otar	OT+AR	DANACH · QUELLE	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	DANACH · QUELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC090	ytey	T+E+Y	KURZ BEARBEITEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	BEARBEITEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	WH01,WH03	2	HOW	READ_SHARED_CORE	NO	ANSETZEN · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC092	qokeey	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	7	WH01,WH02,WH03,WH04	4	HOW	READ_SHARED_CORE	NO	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC093	teol	E+OL	KURZ WEITERARBEITEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	EIN KURZER ARBEITSGANG · WEITER	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC094	dchdy	CHD+DY	UMSETZEN UND SCHLIESSEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC095	ly	L+Y	POSTEN LEITEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	LEITEN · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC096	dsheol	SH+E+OL	KURZ WEITERHALTEN	1	WH01	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · EIN KURZER ARBEITSGANG · WEITER	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC097	oiiin	O+IIN	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	2	WH01,WH03	2	HOW	READ_SHARED_CORE	NO	ARBEITSGANG · EINE EINGESTELLTE ARBEITSSTUFE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC098	olkeedy	SOLK+EE+DY	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	3	WH01,WH03	2	HOW	READ_SHARED_CORE	NO	SAMMELN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	3	WH01,WH04	2	HOW	READ_SHARED_CORE	NO	HALTEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC100	qokeedy	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	10	WH02,WH03,WH04	3	HOW	READ_SHARED_CORE	NO	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · DURCHLASS · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC102	lched	L+CHD	LEITEN · UMSETZEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · UMSETZEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · DURCHLASS · EIN KURZER ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	ANSETZEN · ZIELSTELLE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC105	solkaiin	SOLK+AIIN	SAMMELN · EIN KLEINER SCHOEPFBECHER	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	SAMMELN · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC106	octheol	O+CTH+E+OL	ARBEITSGANG · BEREITEN · EIN KURZER ARBEITSGANG · WEITER	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	ARBEITSGANG · BEREITEN · EIN KURZER ARBEITSGANG · WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC107	chkeey	CHK+EE+Y	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	WH02,WH03	2	HOW	READ_SHARED_CORE	NO	LEITEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC109	oteey	OT+EE+Y	NACHHALTEN	2	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DANACH · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC110	sheckhy	SH+E+CKH+Y	KURZ IM DURCHLASS HALTEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC111	dshedy	SH+E+DY	KURZ HALTEN UND SCHLIESSEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC112	otaiin	OT+AIIN	DANACH · EIN KLEINER SCHOEPFBECHER	3	WH02,WH03	2	HOW	READ_SHARED_CORE	NO	DANACH · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC113	qokar	OK+AR	AUS DER QUELLE ANSETZEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · QUELLE	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC114	solshedy	OL+SH+E+DY	KURZ WEITERHALTEN UND SCHLIESSEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	WEITER · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC115	ls	OL	WEITERARBEITEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	WEITERARBEITEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · POSTEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · ENTNEHMEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC117	qcthey	CTH+E+Y	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH02,WH03	2	HOW	READ_SHARED_CORE	NO	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC118	lcheey	L+EE+Y	DEN POSTEN LAENGER LEITEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	DEN POSTEN LAENGER LEITEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC119	qokeeedy	OK+EEE+DY	DEN GANZEN POSTEN ANSETZEN UND SCHLIESSEN	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	DEN GANZEN POSTEN ANSETZEN UND SCHLIESSEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	8	WH02,WH03,WH04	3	HOW	READ_SHARED_CORE	NO	LEITEN · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC121	lar	L+AR	AUS DER QUELLE LEITEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	LEITEN · QUELLE	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC122	tshey	SH+E+Y	KURZ HALTEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · UMSETZEN · QUELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC124	ches	CH+E+S	ENTNEHMEN · EIN KURZER ARBEITSGANG · PROBE	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	ENTNEHMEN · EIN KURZER ARBEITSGANG · PROBE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC125	pchedy	P+CHD+DY	EINBRINGEN · UMSETZEN · SCHLUSS	1	WH02	1	HOW	COPY_LOCAL_MODEL	NO	EINBRINGEN · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC126	rsheal	R+SH+E+AL	AN DER ZIELSTELLE KURZ KUEHL HALTEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	KUEHLEN · HALTEN · EIN KURZER ARBEITSGANG · ZIELSTELLE	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC127	daldy	AL+DY	AN DER ZIELSTELLE SCHLIESSEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ZIELSTELLE · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC128	rshedy	R+SHED+DY	KUEHL RUHEN LASSEN UND SCHLIESSEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	KUEHLEN · STEHENLASSEN · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC129	qoteedy	OT+EE+DY	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	2	WH02,WH03	2	HOW	READ_SHARED_CORE	NO	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC130	lochedy	L+O+CHD+DY	DURCHLEITEN UND SCHLIESSEN	1	WH02	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC131	qotal	OT+AL	DANACH · ZIELSTELLE	3	WH03,WH04	2	HOW	READ_SHARED_CORE	NO	DANACH · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC132	chkeedy	CHK+EE+DY	LANG ERWAERMEN UND SCHLIESSEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	WAERMEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC133	chedchy	CHD+Y	POSTEN UMSETZEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	UMSETZEN · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC134	pchedal	P+CHD+AL	AN DER ZIELSTELLE EINBRINGEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	EINBRINGEN · UMSETZEN · ZIELSTELLE	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC135	otedy	OT+E+DY	KURZEN FOLGESCHRITT SCHLIESSEN	2	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DANACH · EIN KURZER ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC136	shecthedchy	SH+E+CTH+CHD+Y	KURZ BEREITHALTEN UND UMSETZEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · UMSETZEN · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC137	chary	AR+Y	AUS DER QUELLE NEHMEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	QUELLE · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC138	okair	OK+AIR	WASSER ANSETZEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · WASSER	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC139	sheedy	SH+EE+DY	LAENGER HALTEN UND SCHLIESSEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC140	lo	L+O	IM ARBEITSGANG LEITEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	LEITEN · ARBEITSGANG	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC141	qokshedy	OK+SH+E+DY	KURZ ANSETZEN UND HALTEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC142	shedal	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	WH03,WH05	2	HOW	READ_SHARED_CORE	NO	STEHENLASSEN · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC143	shecthy	SH+E+CTH+Y	KURZ BEREITHALTEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · EIN KURZER ARBEITSGANG · BEREITEN · POSTEN	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC144	dalchdy	AL+CHD+DY	AN DER ZIELSTELLE UMSETZEN UND SCHLIESSEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ZIELSTELLE · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC145	qotchedy	OT+CHD+DY	DANACH UMSETZEN UND SCHLIESSEN	2	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DANACH · UMSETZEN · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC146	cheedar	EE+AR	DREI KURZE ARBEITSGAENGE · QUELLE	1	WH03	1	HOW	COPY_LOCAL_MODEL	NO	DREI KURZE ARBEITSGAENGE · QUELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC147	chldaiin	L+AIIN	LEITEN · EIN KLEINER SCHOEPFBECHER	1	WH03	1	HOW	COPY_LOCAL_MODEL	NO	LEITEN · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	WH03	1	HOW	COPY_LOCAL_MODEL	NO	ZIELSTELLE · KUEHLEN · ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC149	cheeety	EEE+T+Y	VOLLSTAENDIG DURCHARBEITEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	BIS DER GANZE POSTEN ERFASST IST · BEARBEITEN · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC150	schedair	CHD+AIR	WASSER UMSETZEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DAS WASSER UMSETZEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC151	chedain	CHD+AIN	EINE PORTION UMSETZEN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	UMSETZEN · EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC152	qotedaiin	OT+E+AIIN	DANACH KURZ NACH SOLLMASS	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	DANACH · EIN KURZER ARBEITSGANG · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	TWO_GAP_UNIT_CLOSURE
PROC153	olsaly	OL+AL+Y	AN DER ZIELSTELLE WEITERFUEHREN	1	WH03	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	WEITER · ZIELSTELLE · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC154	qolchey	OL+Y	POSTEN WEITERFUEHREN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	WEITER · POSTEN	NO_CHANGE	SINGLE_GAP_UNIT_CLOSURE	NO_CHANGE
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN UND FESTBINDEN	1	WH04	1	HOW	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS	LOCAL_ONLY_UNIT_CLOSURE	NO_CHANGE	NO_CHANGE
PROC156	dain	AIN	EIN ABGEGRENZTER TEIL	2	WH04,WH06	2	HOW	READ_SHARED_CORE	NO	EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	NO_CHANGE
