event_id	case_id	phase	statement_id	page	record	surface	card_no	semantic_component_parse	command_id	standard_command_de	silent_owner_de	case_expansion_de	meaning_invariant_across_occurrences
E116	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	daiin	PROC009	AIIN	CMD001	MASS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	YES
E117	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	qokeedal	PROC074	OK+EE+AL	CMD087	ANSETZEN · LANG · ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	YES
E118	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	daiin	PROC009	AIIN	CMD001	MASS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	YES
E119	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	chckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	YES
E120	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	schedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	YES
E121	C1	OPERATE_OR_APPLY	B1-S003	f81v	B1	qol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	YES
E122	C1	OPERATE_OR_APPLY	B1-S003	f81v	B1	sshkchdy	PROC077	SH+K+CHD+DY	CMD142	HALTEN · ZUFUEHREN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	YES
E123	C1	OPERATE_OR_APPLY	B1-S004	f81v	B1	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	YES
E124	C1	OPERATE_OR_APPLY	B1-S004	f81v	B1	ol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E125	C1	OPERATE_OR_APPLY	B1-S004	f81v	B1	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E126	C1	OPERATE_OR_APPLY	B1-S005	f81v	B1	qolchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter überführen und den Schritt schließen	YES
E127	C1	OPERATE_OR_APPLY	B1-S006	f81v	B1	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion einsetzen	YES
E128	C1	OPERATE_OR_APPLY	B1-S006	f81v	B1	shckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	YES
E129	C1	OPERATE_OR_APPLY	B1-S006	f81v	B1	dl	PROC072	L	CMD051	FUEHREN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	YES
E130	C1	OPERATE_OR_APPLY	B1-S006	f81v	B1	ral	PROC081	R+AL	CMD126	KUEHLEN · ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle abkühlen lassen	YES
E131	C1	OPERATE_OR_APPLY	B1-S007	f81v	B1	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	YES
E132	C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	chey	PROC019	Y	CMD158	DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	YES
E133	C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	ol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	YES
E134	C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	YES
E135	C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	ol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E136	C1	OPERATE_OR_APPLY	B1-S008	f81v	B1	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E137	C1	OPERATE_OR_APPLY	B1-S009	f81v	B1	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E138	C1	OPERATE_OR_APPLY	B1-S010	f81v	B1	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E139	C1	OPERATE_OR_APPLY	B1-S011	f81v	B1	chckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	YES
E140	C1	OPERATE_OR_APPLY	B1-S011	f81v	B1	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	YES
E141	C1	OPERATE_OR_APPLY	B1-S012	f81v	B1	lsho	PROC084	LSH+O	CMD070	WASCHEN · GANG	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang waschen	YES
E142	C1	OPERATE_OR_APPLY	B1-S012	f81v	B1	qokey	PROC085	OK+E+Y	CMD086	ANSETZEN · KURZ · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz wirken lassen	YES
E143	C1	OPERATE_OR_APPLY	B1-S012	f81v	B1	lshedy	PROC086	LSH+E+DY	CMD069	WASCHEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	YES
E144	C1	OPERATE_OR_APPLY	B1-S013	f81v	B1	lshedy	PROC086	LSH+E+DY	CMD069	WASCHEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	YES
E145	C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	YES
E146	C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	qolky	PROC087	SOLK+Y	CMD152	AUFFANGEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten auffangen	YES
E147	C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	lchedal	PROC088	L+CHD+AL	CMD057	FUEHREN · UMSETZEN · ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen	YES
E148	C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	qol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	YES
E149	C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	otar	PROC089	OT+AR	CMD111	DANACH · QUELLE	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	YES
E150	C1	OPERATE_OR_APPLY	B1-S015	f81v	B1	ytey	PROC090	T+E+Y	CMD154	EINTRAGEN · KURZ · DIES	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	YES
E151	C1	OPERATE_OR_APPLY	B1-S015	f81v	B1	okchedy	PROC091	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	YES
E152	C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	YES
E153	C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	okeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten länger wirken lassen	YES
E154	C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	qol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E155	C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	cheedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	YES
E156	C1	OPERATE_OR_APPLY	B1-S017	f81v	B1	sal	PROC055	AL	CMD004	ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	YES
E157	C1	OPERATE_OR_APPLY	B1-S017	f81v	B1	teol	PROC093	E+OL	CMD033	KURZ · FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	YES
E158	C1	OPERATE_OR_APPLY	B1-S017	f81v	B1	dchdy	PROC094	CHD+DY	CMD021	UMSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	YES
E159	C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	ly	PROC095	L+Y	CMD068	FUEHREN · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	YES
E160	C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	dsheol	PROC096	SH+E+OL	CMD138	HALTEN · KURZ · FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz halten	YES
E161	C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	oiiin	PROC097	O+IIN	CMD075	GANG · STUFE	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen	YES
E162	C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	olkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen	YES
E163	C1	OPERATE_OR_APPLY	B1-S019	f81v	B1	tedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten absetzen lassen und den Schritt schließen	YES
E164	C1	OPERATE_OR_APPLY	B1-S020	f81v	B1	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · DIES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz warm halten	YES
E165	C1	OPERATE_OR_APPLY	B1-S020	f81v	B1	shckhedy	PROC099	SH+CKH+E+DY	CMD132	HALTEN · DURCHLASS · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen	YES
E166	C1	OPERATE_OR_APPLY	B1-S021	f81v	B1	chal	PROC055	AL	CMD004	ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	an der bezeichneten Stelle weiterarbeiten	YES
E167	C2	OPERATE_OR_APPLY	B2-S001	f82r	B2	dchedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	oberes Beckenpaar mit Zylinder	den laufenden Posten überführen und den Schritt schließen	YES
E168	C2	OPERATE_OR_APPLY	B2-S002	f82r	B2	qolchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter überführen und den Schritt schließen	YES
E169	C2	OPERATE_OR_APPLY	B2-S003	f82r	B2	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	oberes Beckenpaar mit Zylinder	eine Portion einsetzen	YES
E170	C2	OPERATE_OR_APPLY	B2-S003	f82r	B2	dy	PROC019	Y	CMD158	DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E171	C2	OPERATE_OR_APPLY	B2-S003	f82r	B2	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	oberes Beckenpaar mit Zylinder	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E172	C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	oberes Beckenpaar mit Zylinder	den laufenden Posten an der bezeichneten Stelle anlegen	YES
E173	C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	lcheckhy	PROC101	L+CKH+Y	CMD061	FUEHREN · DURCHLASS · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass durchleiten	YES
E174	C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	lched	PROC102	L+CHD	CMD056	FUEHREN · UMSETZEN	oberes Beckenpaar mit Zylinder	den laufenden Posten führen und umsetzen	YES
E175	C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten länger wirken lassen	YES
E176	C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	lcheckhedy	PROC103	L+CKH+E+DY	CMD060	FUEHREN · DURCHLASS · KURZ; SCHLUSS	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass kurz durchleiten und den Schritt schließen	YES
E177	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	qokaly	PROC104	OK+AL+Y	CMD081	ANSETZEN · ZIEL · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten an der bezeichneten Stelle anlegen	YES
E178	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	solkaiin	PROC105	SOLK+AIIN	CMD148	AUFFANGEN · MASS	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß bis zum Maß auffangen	YES
E179	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	chckhy	PROC075	CKH+Y	CMD026	DURCHLASS · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	YES
E180	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	YES
E181	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	oberes Beckenpaar mit Zylinder	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	YES
E182	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	octheol	PROC106	O+CTH+E+OL	CMD072	GANG · BEREIT · KURZ · FORTSETZEN	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten	YES
E183	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	chkeey	PROC107	CHK+EE+Y	CMD025	WAERMEN · LANG · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten	YES
E184	C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	ldy	PROC108	L+DY	CMD062	FUEHREN; SCHLUSS	oberes Beckenpaar mit Zylinder	den laufenden Posten abführen und den Schritt schließen	YES
E185	C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	oteey	PROC109	OT+EE+Y	CMD118	DANACH · LANG · DIES	oberes Beckenpaar mit Zylinder	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	YES
E186	C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	oberes Beckenpaar mit Zylinder	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	YES
E187	C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	sheckhy	PROC110	SH+E+CKH+Y	CMD134	HALTEN · KURZ · DURCHLASS · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten durch den Durchlass kurz zurückhalten	YES
E188	C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	oberes Beckenpaar mit Zylinder	den laufenden Posten einsetzen	YES
E189	C2	OPERATE_OR_APPLY	B2-S007	f82r	B2	dshedy	PROC111	SH+E+DY	CMD137	HALTEN · KURZ; SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten kurz ruhen lassen und den Schritt schließen	YES
E190	C2	OPERATE_OR_APPLY	B2-S008	f82r	B2	sotaiin	PROC112	OT+AIIN	CMD109	DANACH · MASS	mittleres linkes Handgerät mit Inline-Knoten	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	YES
E191	C2	OPERATE_OR_APPLY	B2-S008	f82r	B2	qokar	PROC113	OK+AR	CMD082	ANSETZEN · QUELLE	mittleres linkes Handgerät mit Inline-Knoten	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	YES
E192	C2	OPERATE_OR_APPLY	B2-S008	f82r	B2	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten absetzen lassen und den Schritt schließen	YES
E193	C2	OPERATE_OR_APPLY	B2-S009	f82r	B2	solshedy	PROC114	OL+SH+E+DY	CMD103	FORTSETZEN · HALTEN · KURZ; SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten weiter kurz ruhen lassen und den Schritt schließen	YES
E194	C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten länger wirken lassen	YES
E195	C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	qoky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten einsetzen	YES
E196	C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	ls	PROC115	OL	CMD097	FORTSETZEN	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten weiter länger halten	YES
E197	C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	cheey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · DIES	mittleres linkes Handgerät mit Inline-Knoten	den laufenden Posten weiter länger halten	YES
E198	C2	OPERATE_OR_APPLY	B2-S011	f82r	B2	okain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	mittlere rechte unklare Station	eine Portion einsetzen	YES
E199	C2	OPERATE_OR_APPLY	B2-S011	f82r	B2	char	PROC003	AR	CMD008	QUELLE	mittlere rechte unklare Station	eine Portion von dort einsetzen	YES
E200	C2	OPERATE_OR_APPLY	B2-S011	f82r	B2	okain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	mittlere rechte unklare Station	eine Portion von dort einsetzen	YES
E201	C2	OPERATE_OR_APPLY	B2-S011	f82r	B2	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	mittlere rechte unklare Station	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E202	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	lchy	PROC116	L+CH+Y	CMD055	FUEHREN · ABZIEHEN · DIES	mittlere rechte unklare Station	den laufenden Posten führen und abnehmen	YES
E203	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	cheey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · DIES	unteres grünes Mehrfigurenbecken	den laufenden Posten länger halten	YES
E204	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	qcthey	PROC117	CTH+E+Y	CMD028	BEREIT · KURZ · DIES	unteres grünes Mehrfigurenbecken	den laufenden Posten zunächst kurz, dann länger bis bereit wirken lassen	YES
E205	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	qokeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · DIES	unteres grünes Mehrfigurenbecken	den laufenden Posten zunächst kurz, dann länger bis bereit wirken lassen	YES
E206	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	lcheey	PROC118	L+EE+Y	CMD063	FUEHREN · LANG · DIES	unteres grünes Mehrfigurenbecken	den laufenden Posten länger führen	YES
E207	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	daiin	PROC009	AIIN	CMD001	MASS	unteres grünes Mehrfigurenbecken	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	YES
E208	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	chey	PROC019	Y	CMD158	DIES	unteres grünes Mehrfigurenbecken	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	YES
E209	C2	OPERATE_OR_APPLY	B2-S012	f82r	B2	qokeeedy	PROC119	OK+EEE+DY	CMD091	ANSETZEN · VOLL; SCHLUSS	unteres grünes Mehrfigurenbecken	den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen	YES
E210	C2	OPERATE_OR_APPLY	B2-S013	f82r	B2	lchedy	PROC120	L+CHD+DY	CMD059	FUEHREN · UMSETZEN; SCHLUSS	unteres grünes Mehrfigurenbecken	den laufenden Posten abführen und überführen und den Schritt schließen	YES
E211	C2	OPERATE_OR_APPLY	B2-S014	f82r	B2	lar	PROC121	L+AR	CMD054	FUEHREN · QUELLE	unteres grünes Mehrfigurenbecken	den laufenden Posten von dort ableiten	YES
E212	C2	OPERATE_OR_APPLY	B2-S015	f82r	B2	tshey	PROC122	SH+E+Y	CMD139	HALTEN · KURZ · DIES	kleine Randstationen des unteren Beckens	den laufenden Posten kurz halten	YES
E213	C2	OPERATE_OR_APPLY	B2-S015	f82r	B2	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E214	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	cheal	PROC055	AL	CMD004	ZIEL	kleine Randstationen des unteren Beckens	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen	YES
E215	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	lchedar	PROC123	L+CHD+AR	CMD058	FUEHREN · UMSETZEN · QUELLE	kleine Randstationen des unteren Beckens	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen	YES
E216	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	ches	PROC124	CH+E+S	CMD014	ABZIEHEN · KURZ · TEILEN	kleine Randstationen des unteren Beckens	den laufenden Posten kurz abnehmen und abteilen	YES
E217	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	aiin	PROC009	AIIN	CMD001	MASS	kleine Randstationen des unteren Beckens	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	YES
E218	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	oteey	PROC109	OT+EE+Y	CMD118	DANACH · LANG · DIES	kleine Randstationen des unteren Beckens	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	YES
E219	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	kleine Randstationen des unteren Beckens	danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen	YES
E220	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	okey	PROC085	OK+E+Y	CMD086	ANSETZEN · KURZ · DIES	kleine Randstationen des unteren Beckens	den laufenden Posten kurz wirken lassen	YES
E221	C2	OPERATE_OR_APPLY	B2-S016	f82r	B2	pchedy	PROC125	P+CHD+DY	CMD124	HINEIN · UMSETZEN; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten einfüllen und überführen und den Schritt schließen	YES
E222	C2	OPERATE_OR_APPLY	B2-S017	f82r	B2	rsheal	PROC126	R+SH+E+AL	CMD129	KUEHLEN · HALTEN · KURZ · ZIEL	kleine Randstationen des unteren Beckens	den laufenden Posten an der bezeichneten Stelle kurz abkühlen lassen und ruhen lassen und den Schritt schließen	YES
E223	C2	OPERATE_OR_APPLY	B2-S017	f82r	B2	daldy	PROC127	AL+DY	CMD006	ZIEL; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten an der bezeichneten Stelle kurz abkühlen lassen und ruhen lassen und den Schritt schließen	YES
E224	C2	OPERATE_OR_APPLY	B2-S018	f82r	B2	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E225	C2	OPERATE_OR_APPLY	B2-S019	f82r	B2	rshedy	PROC128	R+SHED+DY	CMD130	KUEHLEN · ABSETZEN; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten auskühlen lassen und absetzen lassen und den Schritt schließen	YES
E226	C2	OPERATE_OR_APPLY	B2-S020	f82r	B2	qoteedy	PROC129	OT+EE+DY	CMD117	DANACH · LANG; SCHLUSS	kleine Randstationen des unteren Beckens	danach länger einwirken lassen und den Schritt schließen	YES
E227	C2	OPERATE_OR_APPLY	B2-S021	f82r	B2	qokeedy	PROC100	OK+EE+DY	CMD088	ANSETZEN · LANG; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten länger einwirken lassen und den Schritt schließen	YES
E228	C2	OPERATE_OR_APPLY	B2-S022	f82r	B2	lochedy	PROC130	L+O+CHD+DY	CMD066	FUEHREN · GANG · UMSETZEN; SCHLUSS	kleine Randstationen des unteren Beckens	den laufenden Posten im Arbeitsgang abführen und überführen und den Schritt schließen	YES
E229	C3	OPERATE_OR_APPLY	B3-S001	f83r	B3	olkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	obere offene Fächerstation am Rand	den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen	YES
E230	C3	OPERATE_OR_APPLY	B3-S002	f83r	B3	qotal	PROC131	OT+AL	CMD110	DANACH · ZIEL	obere offene Fächerstation am Rand	danach den laufenden Posten an der bezeichneten Stelle länger anwärmen und den Schritt schließen	YES
