command_id	semantic_component_parse	slot_signature	standard_command_de	command_class	card_ids	surfaces	card_types	events	action_components	grade_scope_assignments	owner_fill_rule_de	meaning_invariant
CMD102	OL+OR	SEQUENCE>OBJECT_MATERIAL	FORTSETZEN · ANSATZ	SEQUENCE_FORMULA	PROC022	cholor|olor	1	2	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD103	OL+SH+E+DY	SEQUENCE>ACTION>GRADE>CLOSE	FORTSETZEN · HALTEN · KURZ; SCHLUSS	ACTION_COMMAND	PROC114	solshedy	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD104	OL+T+Y	SEQUENCE>ACTION>OBJECT_MATERIAL	FORTSETZEN · EINTRAGEN · DIES	ACTION_COMMAND	PROC049	oltchy	1	1	T	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD105	OL+Y	SEQUENCE>OBJECT_MATERIAL	FORTSETZEN · DIES	SEQUENCE_FORMULA	PROC154	qolchey	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD106	OR	OBJECT_MATERIAL	ANSATZ	ARGUMENT_OR_OBJECT_FORMULA	PROC016	chor|or|shor|sor	1	7	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD107	OR+AIN	OBJECT_MATERIAL>QUANTITY_STAGE	ANSATZ · PORTION	ARGUMENT_OR_OBJECT_FORMULA	PROC050	orain	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD108	OS	SOURCE_PATH_TARGET	FACH	ARGUMENT_OR_OBJECT_FORMULA	PROC005	os	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD109	OT+AIIN	SEQUENCE>QUANTITY_STAGE	DANACH · MASS	SEQUENCE_FORMULA	PROC112	otaiin|sotaiin	1	3	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD110	OT+AL	SEQUENCE>SOURCE_PATH_TARGET	DANACH · ZIEL	SEQUENCE_FORMULA	PROC131	otal|qotal	1	3	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD111	OT+AR	SEQUENCE>SOURCE_PATH_TARGET	DANACH · QUELLE	SEQUENCE_FORMULA	PROC089	otar	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD112	OT+CH+OL	SEQUENCE>ACTION>SEQUENCE	DANACH · ABZIEHEN · FORTSETZEN	ACTION_COMMAND	PROC012	qotchol	1	1	CH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD113	OT+CH+OR	SEQUENCE>ACTION>OBJECT_MATERIAL	DANACH · ABZIEHEN · ANSATZ	ACTION_COMMAND	PROC020	otchor|qotchor	1	2	CH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD114	OT+CHD+DY	SEQUENCE>ACTION>CLOSE	DANACH · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC145|PROC166	otchedy|qotchedy|otchdy	2	3	CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD115	OT+E+AIIN	SEQUENCE>GRADE>QUANTITY_STAGE	DANACH · KURZ · MASS	STATE_OR_GRADE_FORMULA	PROC152	qotedaiin	1	1	NONE	E->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD116	OT+E+DY	SEQUENCE>GRADE>CLOSE	DANACH · KURZ; SCHLUSS	CLOSE_FORMULA	PROC135	otedy	1	2	NONE	E->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD117	OT+EE+DY	SEQUENCE>GRADE>CLOSE	DANACH · LANG; SCHLUSS	CLOSE_FORMULA	PROC129	qoteedy	1	2	NONE	EE->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD118	OT+EE+Y	SEQUENCE>GRADE>OBJECT_MATERIAL	DANACH · LANG · DIES	STATE_OR_GRADE_FORMULA	PROC109	oteey	1	2	NONE	EE->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD119	OT+O+AIN	SEQUENCE>OBJECT_MATERIAL>QUANTITY_STAGE	DANACH · GANG · PORTION	SEQUENCE_FORMULA	PROC064	sotodan	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD120	OT+OL	SEQUENCE>SEQUENCE	DANACH · FORTSETZEN	SEQUENCE_FORMULA	PROC021	otol	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD121	OT+Y	SEQUENCE>OBJECT_MATERIAL	DANACH · DIES	SEQUENCE_FORMULA	PROC036|PROC065	qotchy|otchey	2	3	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD122	OT+Y+T+CH+OL	SEQUENCE>OBJECT_MATERIAL>ACTION>ACTION>SEQUENCE	DANACH [DIES EINTRAGEN · ABZIEHEN] FORTSETZEN	ACTION_COMMAND	PROC007	otytchol	1	1	T|CH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD123	P+CHD+AL	ACTION>ACTION>SOURCE_PATH_TARGET	HINEIN · UMSETZEN · ZIEL	ACTION_COMMAND	PROC134	pchedal	1	1	P|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD124	P+CHD+DY	ACTION>ACTION>CLOSE	HINEIN · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC125	pchedy	1	1	P|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD125	P+Y	ACTION>OBJECT_MATERIAL	HINEIN · DIES	ACTION_COMMAND	PROC030	cphy	1	1	P	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD126	R+AL	ACTION>SOURCE_PATH_TARGET	KUEHLEN · ZIEL	ACTION_COMMAND	PROC081	ral	1	1	R	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD127	R+AL+Y	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	KUEHLEN · ZIEL · DIES	ACTION_COMMAND	PROC172	raly	1	1	R	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD128	R+OL	ACTION>SEQUENCE	KUEHLEN · FORTSETZEN	ACTION_COMMAND	PROC071	rol	1	1	R	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD129	R+SH+E+AL	ACTION>ACTION>GRADE>SOURCE_PATH_TARGET	KUEHLEN · HALTEN · KURZ · ZIEL	ACTION_COMMAND	PROC126	rsheal	1	1	R|SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD130	R+SHED+DY	ACTION>ACTION>CLOSE	KUEHLEN · ABSETZEN; SCHLUSS	ACTION_COMMAND	PROC128	rshedy	1	1	R|SHED	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD131	SH	ACTION	HALTEN	ACTION_COMMAND	PROC058	sh	1	1	SH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD132	SH+CKH+E+DY	ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	HALTEN · DURCHLASS · KURZ; SCHLUSS	ACTION_COMMAND	PROC099	shckhedy	1	3	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD133	SH+E+CKH+AL	ACTION>GRADE>SOURCE_PATH_TARGET>SOURCE_PATH_TARGET	HALTEN · KURZ · DURCHLASS · ZIEL	ACTION_COMMAND	PROC073	sheckhal	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD134	SH+E+CKH+Y	ACTION>GRADE>SOURCE_PATH_TARGET>OBJECT_MATERIAL	HALTEN · KURZ · DURCHLASS · DIES	ACTION_COMMAND	PROC110	sheckhy	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD135	SH+E+CTH+CHD+Y	ACTION>GRADE>STATE>ACTION>OBJECT_MATERIAL	HALTEN · KURZ · BIS BEREIT; UMSETZEN · DIES	ACTION_COMMAND	PROC136	shecthedchy	1	1	SH|CHD	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD136	SH+E+CTH+Y	ACTION>GRADE>STATE>OBJECT_MATERIAL	HALTEN · KURZ · BEREIT · DIES	ACTION_COMMAND	PROC143	shecthy	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD137	SH+E+DY	ACTION>GRADE>CLOSE	HALTEN · KURZ; SCHLUSS	ACTION_COMMAND	PROC111	dshedy	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD138	SH+E+OL	ACTION>GRADE>SEQUENCE	HALTEN · KURZ · FORTSETZEN	ACTION_COMMAND	PROC096	dsheol	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD139	SH+E+Y	ACTION>GRADE>OBJECT_MATERIAL	HALTEN · KURZ · DIES	ACTION_COMMAND	PROC122	tshey	1	1	SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD140	SH+EE+DY	ACTION>GRADE>CLOSE	HALTEN · LANG; SCHLUSS	ACTION_COMMAND	PROC139	sheedy	1	1	SH	EE->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD141	SH+EE+Y	ACTION>GRADE>OBJECT_MATERIAL	HALTEN · LANG · DIES	ACTION_COMMAND	PROC031|PROC157	cheey|shey|sheey	2	5	SH	EE->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD142	SH+K+CHD+DY	ACTION>ACTION>ACTION>CLOSE	HALTEN · ZUFUEHREN · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC077	sshkchdy	1	1	SH|K|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD143	SH+O+AL	ACTION>OBJECT_MATERIAL>SOURCE_PATH_TARGET	HALTEN · GANG · ZIEL	ACTION_COMMAND	PROC027	schoal	1	1	SH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD144	SH+O+Y+T+Y	ACTION>OBJECT_MATERIAL>OBJECT_MATERIAL>ACTION>OBJECT_MATERIAL	DIES HALTEN · IM GANG EINTRAGEN · DIES	ACTION_COMMAND	PROC033	shoyty	1	1	SH|T	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD145	SH+Y+AIIN	ACTION>OBJECT_MATERIAL>QUANTITY_STAGE	HALTEN · DIES · MASS	ACTION_COMMAND	PROC029	shfydaiin	1	1	SH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD146	SHED+AL	ACTION>SOURCE_PATH_TARGET	ABSETZEN · ZIEL	ACTION_COMMAND	PROC142	shedal	1	2	SHED	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD147	SHED+DY	ACTION>CLOSE	ABSETZEN; SCHLUSS	ACTION_COMMAND	PROC078	cheedy|shedy|tedy	1	12	SHED	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD148	SOLK+AIIN	ACTION>QUANTITY_STAGE	AUFFANGEN · MASS	ACTION_COMMAND	PROC105	solkaiin	1	1	SOLK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD149	SOLK+E+Y	ACTION>GRADE>OBJECT_MATERIAL	AUFFANGEN · KURZ · DIES	ACTION_COMMAND	PROC164	solkey	1	1	SOLK	E->SOLK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD150	SOLK+EE+DY	ACTION>GRADE>CLOSE	AUFFANGEN · LANG; SCHLUSS	ACTION_COMMAND	PROC098	olkeedy|solkeedy	1	3	SOLK	EE->SOLK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD151	SOLK+EE+Y	ACTION>GRADE>OBJECT_MATERIAL	AUFFANGEN · LANG · DIES	ACTION_COMMAND	PROC170	solkeey	1	1	SOLK	EE->SOLK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD152	SOLK+Y	ACTION>OBJECT_MATERIAL	AUFFANGEN · DIES	ACTION_COMMAND	PROC087	qolky	1	1	SOLK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD153	T+CH+O+DY	ACTION>ACTION>OBJECT_MATERIAL>CLOSE	EINTRAGEN · ABZIEHEN · GANG; SCHLUSS	ACTION_COMMAND	PROC032	tchody	1	1	T|CH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD154	T+E+Y	ACTION>GRADE>OBJECT_MATERIAL	EINTRAGEN · KURZ · DIES	ACTION_COMMAND	PROC090	ytey	1	1	T	E->T	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD155	T+SH+OL	ACTION>ACTION>SEQUENCE	EINTRAGEN · HALTEN · FORTSETZEN	ACTION_COMMAND	PROC026	tshol	1	1	T|SH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD156	T+Y	ACTION>OBJECT_MATERIAL	EINTRAGEN · DIES	ACTION_COMMAND	PROC004	chety|chty	1	2	T	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD157	TALAM	ACTION	VERWAHREN	ACTION_COMMAND	PROC043	talam	1	1	TALAM	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD158	Y	OBJECT_MATERIAL	DIES	ARGUMENT_OR_OBJECT_FORMULA	PROC019	chey|chy|dy|shy|sy|y	1	18	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD159	Y+CH+E+OR	OBJECT_MATERIAL>ACTION>GRADE>OBJECT_MATERIAL	DIES · ABZIEHEN · KURZ · ANSATZ	ACTION_COMMAND	PROC015	ycheor	1	1	CH	E->CH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD160	Y+K+AIIN	OBJECT_MATERIAL>ACTION>QUANTITY_STAGE	DIES · ZUFUEHREN · MASS	ACTION_COMMAND	PROC044	ykaiin	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD161	Y+K+AIN	OBJECT_MATERIAL>ACTION>QUANTITY_STAGE	DIES · ZUFUEHREN · PORTION	ACTION_COMMAND	PROC039|PROC040	ykain|ykan	2	2	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
