statement_id	record_unit_id	free_fluent_german	source_event_ids	setting_routes	identity_routes	reconstructed_surfaces	reconstructed_tuple_ids	pair_placard_events	nomenclator_events	exact_statement
B2-S005	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Setze an der Zielstelle ein; dann sammle ihn bis zur Sollmenge; dann leite den Posten hindurch; dann stelle das Sollmaß ein; dann stelle das Sollmaß ein; dann setze den nächsten Durchgang an; dann wärme ihn lange; dann ziehe ihn ab.	E177|E178|E179|E181|E182|E183|E184	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → WHOLE_CARD_MNEMONIC	PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD	qokaly solkaiin chckhy qokaiin octheol chkeey ldy	4a7a6326ac95a8809302|2d2e37ccb2dacc53ee5a|2cc8bb3c2af19607888f|b5fcea1eaed06b2f2291|a8f891de626fc00028e9|f0db6d30cd34f4cb2a4d|04a3877f0fc81b7597c9	2	1	YES
B2-S006	B2	Bei PAARBECKEN_MIT_MITTELZYLINDER: Führe ihn länger im Folgegang weiter; dann setze an der Zielstelle ein; dann führe ihn kurz hindurch; dann setze den Posten ein.	E185|E186|E187|E188	CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → WHOLE_CARD_MNEMONIC	UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	oteey qokal sheckhy qoky	5d5e0b288cf36864ed9d|308e8ea2d5d190c498e8|c1913ec4ff84148da6d3|276a7c2d74d1143446f4	2	1	YES
B2-S007	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Setze den vorigen Posten ab und schließe.	E189	DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	dshedy	cbb42a4fe68068325d6b	0	0	YES
B2-S008	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Arbeite danach nach dem nächsten Maß; dann setze den Quellposten ein; dann lass ihn kurz absetzen.	E190|E191|E192	DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	otaiin qokar tedy	54d0e228ca346110af05|3ae9a121ba0045b913e8|bc4f1f5c006c74a4d26d	0	0	YES
B2-S009	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass danach den nächsten Posten absetzen.	E193	DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	solshedy	daa1347f456415fe8737	0	0	YES
B2-S010	B2	Bei ZWISCHENGERAET_MIT_KNOTEN: Lass ihn länger einwirken; dann setze den Posten ein; dann führe zum Auslass; dann nimm den Klarauszug.	E194|E195|E196|E197	DIRECT_COMPOSITION → WHOLE_CARD_MNEMONIC → DIRECT_COMPOSITION → DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	qokeey qoky ls shey	0275fbf14e07935b0a45|276a7c2d74d1143446f4|5eff216ba51fbfb21f22|b5df9126607030b95175	2	1	YES
B2-S011	B2	Bei AMBIGUER_RECHTER_POSTEN: Gib einen Anteil zu; dann nimm aus der bezeichneten Quelle; dann gib einen Anteil zu; dann lass ihn lange einwirken.	E198|E199|E200|E201	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	qokain dar qokain qokeedy	1645e612504fcef59ced|4d4559019a961b834aa1|1645e612504fcef59ced|7d25241b0e56c836372a	1	0	YES
B2-S012	B2	Bei AMBIGUER_RECHTER_POSTEN: Nimm das abzuführende Gut. Neuer lokaler Posten: Bei MEHRPLATZ_BADBECKEN: Nimm den Klarauszug; dann bereite ihn kurz vor; dann lass ihn länger einwirken; dann ziehe den klaren Anteil ab; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann setze ihn vollständig ein.	E202|E203|E204|E205|E206|E207|E208|E209	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	lchy shey qcthey qokeey lcheey aiin y qokeeedy	0ab57b7166de99db3a55|b5df9126607030b95175|6b89d6dd70635bc60fe0|0275fbf14e07935b0a45|5fca8fc3dee57e1d8c1f|2f1c5e56e8f0ff459065|b921a237be883a820352|d25110e0d8488927278f	2	0	YES
B2-S013	B2	Bei MEHRPLATZ_BADBECKEN: Führe ihn ab.	E210	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	lchedy	de7321bface5628e35d6	0	0	YES
B2-S014	B2	Bei MEHRPLATZ_BADBECKEN: Ziehe ihn aus der Quelle ab.	E211	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	lar	29e0eb222ef2fb99523a	0	0	YES
B2-S015	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Nimm danach den klaren Ablauf; dann lass ihn lange einwirken.	E212|E213	DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	tshey qokeedy	d4a31dbcf1ed6d9e5aa9|7d25241b0e56c836372a	1	0	YES
B2-S016	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Binde die bezeichnete Stelle; dann führe ihn von der Quelle ab; dann teile den Posten; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn länger im Folgegang weiter; dann stelle das Sollmaß ein; dann lass ihn kurz einwirken; dann führe ihn zu.	E214|E215|E216|E217|E218|E219|E220|E221	WHOLE_CARD_MNEMONIC → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD	al lchedar ches aiin oteey qokaiin qokey pchedy	dd0ecaf5e27d81befffc|0f15effeca7ab10bb026|db729b598e89e11452e0|2f1c5e56e8f0ff459065|5d5e0b288cf36864ed9d|b5fcea1eaed06b2f2291|08bd5ca0c2ad137a056d|65df3cd9e59060042d47	1	1	YES
B2-S017	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Halte den zugeführten Posten kurz am Ziel; dann schließe den Schritt am Ziel ab.	E222|E223	DIRECT_COMPOSITION → CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	rsheal daldy	98bdc4244c84cbef3321|78b3b3140714da19090d	0	0	YES
B2-S018	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.	E224	DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER	qokeedy	7d25241b0e56c836372a	1	0	YES
B2-S019	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Setze ab und schließe.	E225	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	rshedy	7f68f60279efe6b28cd7	0	0	YES
B2-S020	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe die lange Folgestufe aus.	E226	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	qoteedy	ff178343c18e287ce3b7	0	0	YES
B2-S021	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Lass ihn lange einwirken.	E227	DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER	qokeedy	7d25241b0e56c836372a	1	0	YES
B2-S022	B2	Bei RAND_ZUFUEHR_ABFUEHRSTATIONEN: Führe ihn ab.	E228	CONTRAST_COMPOSITION	PAIR_PLACARD_PLUS_OWNER	lochedy	f2af6326898fb5b490a4	1	0	YES
B3-S001	B3	Bei OFFENER_FAECHERZULAUF: Sammle ihn lange.	E229	DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER	solkeedy	3b70942557b3a40e8030	1	0	YES
B3-S002	B3	Bei OFFENER_FAECHERZULAUF: Führe ihn danach dorthin; dann wärme ihn lange.	E230|E231	DIRECT_COMPOSITION → CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	qotal chkeedy	90bcf0a9ec0ef56399e6|a84fbe3ad380df345b97	1	0	YES
B3-S003	B3	Bei OFFENER_FAECHERZULAUF: Halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann halte diesen Posten aktiv; dann führe ihn ab.	E232|E233|E234|E235	DIRECT_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	chey chaiin chey lchedy	b921a237be883a820352|2f1c5e56e8f0ff459065|b921a237be883a820352|de7321bface5628e35d6	0	0	YES
B3-S004	B3	Bei OFFENER_FAECHERZULAUF: Stelle das Sollmaß ein; dann führe ihn danach dorthin; dann nimm aus der bezeichneten Quelle.	E236|E237|E238	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	qokaiin qotal char	b5fcea1eaed06b2f2291|90bcf0a9ec0ef56399e6|4d4559019a961b834aa1	0	0	YES
B3-S005	B3	Bei RUNDE_ZWISCHENSTATION: Führe den Posten über.	E239	WHOLE_CARD_MNEMONIC	UNIQUE_VALUE_SLOT_CARD	tchedy	259b2b3b0bf859882e2c	0	1	YES
B3-S006	B3	Bei RUNDE_ZWISCHENSTATION: Führe den aktuellen Posten über; dann setze an der Zielstelle ein; dann führe ihn weiter.	E240|E241|E242	DIRECT_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD	chedchy qokal qolchedy	5e8441397e7c0faf042b|308e8ea2d5d190c498e8|28ffbc88b97772a75f1e	1	0	YES
B3-S007	B3	Bei RUNDE_ZWISCHENSTATION: Stelle das Sollmaß ein; dann setze den laufenden Posten um; dann lass ihn lange einwirken.	E243|E244|E245	CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	qokaiin chedy qokeedy	b5fcea1eaed06b2f2291|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	1	0	YES
B3-S008	B3	Bei RUNDE_ZWISCHENSTATION: Führe ihn ab.	E246	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	lchedy	de7321bface5628e35d6	0	0	YES
B3-S009	B3	Bei RUNDE_ZWISCHENSTATION: Setze den Posten ein.	E247	WHOLE_CARD_MNEMONIC	PAIR_PLACARD_PLUS_OWNER	choky	276a7c2d74d1143446f4	1	1	YES
B3-S010	B3	Bei KORB_SAMMELGEFAESS: Führe ihn dem Ziel zu; dann führe ihn kurz zum Folgeschritt weiter.	E248|E249	DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	pchedal otedy	ba540da978ea132f6da5|c45ebac60774620561e2	0	0	YES
B3-S011	B3	Bei KORB_SAMMELGEFAESS: Führe die vorbereitete Portion über; dann setze den Posten ein; dann setze den laufenden Posten um; dann nimm den Posten aus der Quelle.	E250|E251|E252|E253	DIRECT_COMPOSITION → WHOLE_CARD_MNEMONIC → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	shecthedchy choky chedy chary	348e81ba084c5acdb32b|276a7c2d74d1143446f4|6f7ff8287eddf4da9fdb|0bdc8b6db811b4e67a63	1	1	YES
B3-S012	B3	Bei KORB_SAMMELGEFAESS: Verwende den Ansatz; dann lass ihn kurz absetzen.	E254|E255	CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	chor cheedy	7a4bb8136330ee4e6e56|bc4f1f5c006c74a4d26d	0	0	YES
B3-S013	B3	Bei KORB_SAMMELGEFAESS: Stelle das Sollmaß ein; dann nimm eine Portion; dann bereite ihn kurz vor; dann lass ihn kurz einwirken.	E256|E257|E258|E259	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → PAIR_PLACARD_PLUS_OWNER	qokaiin chkain shcthey qokedy	b5fcea1eaed06b2f2291|9da1b6ac2c929daea697|6b89d6dd70635bc60fe0|7db18b2f0fb7ed0fcfd3	2	0	YES
B3-S014	B3	Bei KORB_SAMMELGEFAESS: Setze ihn in den Lauf ein; dann lass ihn lange absetzen.	E260|E261	CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	okair sheedy	7d2404c835b10a2c06af|03626ca94cb17800d767	0	0	YES
B3-S015	B3	Bei KORB_SAMMELGEFAESS: Führe ihn ab.	E262	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	lchedy	de7321bface5628e35d6	0	0	YES
B3-S016	B3	Bei KORB_SAMMELGEFAESS: Ziehe ihn ab. Neuer lokaler Posten: Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe den vorigen Posten über.	E263|E264	CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	lo qokchedy	2b7fa918d1b2f5c656e3|07913ef9b1fb773cd325	0	0	YES
B3-S017	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn lange einwirken.	E265	DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER	qokeedy	7d25241b0e56c836372a	1	0	YES
B3-S018	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn kurz absetzen.	E266	DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	cheedy	bc4f1f5c006c74a4d26d	0	0	YES
B3-S019	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Lass ihn nach dem Einsatz absetzen.	E267	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	qokshedy	db167f8e9b53eefb58f8	0	0	YES
B3-S020	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Binde die bezeichnete Stelle; dann führe ihn ab.	E268|E269	WHOLE_CARD_MNEMONIC → CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	cheal lchedy	dd0ecaf5e27d81befffc|de7321bface5628e35d6	0	1	YES
B3-S021	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Stelle das Sollmaß ein; dann halte den Posten bereit; dann binde die bezeichnete Stelle; dann halte diesen Posten aktiv; dann arbeite nach dem vorgeschriebenen Maß; dann lass ihn am Ziel absetzen; dann bereite ihn kurz vor; dann halte diesen Posten aktiv; dann binde die bezeichnete Stelle; dann halte den Posten bereit; dann führe ihn zum Ziel über.	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → WHOLE_CARD_MNEMONIC → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → WHOLE_CARD_MNEMONIC → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	qokaiin checthy cheal chey chaiin shedal shecthy chey cheal checthy dalchdy	b5fcea1eaed06b2f2291|e0b630cb1b5df5e7105b|dd0ecaf5e27d81befffc|b921a237be883a820352|2f1c5e56e8f0ff459065|abb23e5e6936b4147f76|cb57b696b815fdef9cb7|b921a237be883a820352|dd0ecaf5e27d81befffc|e0b630cb1b5df5e7105b|2bc2ed2630dbdaaa6b59	2	2	YES
B3-S022	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe danach den nächsten Posten über.	E281	DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	qotchedy	4de12cf322dfb76ded1e	0	0	YES
B3-S023	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe ihn ab.	E282	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	lchedy	de7321bface5628e35d6	0	0	YES
B3-S024	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe den Posten über.	E283	WHOLE_CARD_MNEMONIC	UNIQUE_VALUE_SLOT_CARD	tchedy	259b2b3b0bf859882e2c	0	1	YES
B3-S025	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Setze einen neuen Posten ein.	E284	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	qokchdy	87411f84689b4f93a303	0	0	YES
B3-S026	B3	Bei UNVERBUNDENER_UEBERGABEPOSTEN: Führe ihn von der Quelle über; dann lass ihn bis zum Sollstand absetzen; dann setze den laufenden Posten um; dann gib einen Anteil zu; dann halte den Posten bereit; dann stelle ihn am Zielgefäß bereit. Neuer lokaler Posten: Bei SICHTBAR_VERBUNDENES_PAAR: Sammle ihn lange.	E285|E286|E287|E288|E289|E290|E291	DIRECT_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	cheedar chldaiin chedy qokain checthy chealror solkeedy	342c3f0777337648f4b3|d72f71baff01cd0a0406|6f7ff8287eddf4da9fdb|1645e612504fcef59ced|e0b630cb1b5df5e7105b|d788d8d72d41b25a3c71|3b70942557b3a40e8030	1	0	YES
B3-S027	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Führe die lange Folgestufe aus.	E292	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	qoteedy	ff178343c18e287ce3b7	0	0	YES
B3-S028	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Lass ihn länger einwirken; dann lass ihn kurz einwirken.	E293|E294	DIRECT_COMPOSITION → DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR → PAIR_PLACARD_PLUS_OWNER	qokeey qokedy	0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	2	0	YES
B3-S029	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Führe den laufenden Gang fort; dann nimm den ganzen bezeichneten Teil; dann lass ihn kurz einwirken.	E295|E296|E297	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER	cheol cheeety qokedy	dcda95c81a5460feb191|9247e38d29c79a0d2fa5|7db18b2f0fb7ed0fcfd3	1	0	YES
B3-S030	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Setze den Posten ein; dann arbeite nach dem vorgeschriebenen Maß; dann führe ihn im Lauf weiter; dann führe danach den nächsten Posten über.	E298|E299|E300|E301	WHOLE_CARD_MNEMONIC → CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	choky chaiin schedair qotchedy	276a7c2d74d1143446f4|2f1c5e56e8f0ff459065|b154ff779abe5f196c80|4de12cf322dfb76ded1e	1	1	YES
B3-S031	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Lass ihn lange einwirken.	E302	DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR	qokeedy	7d25241b0e56c836372a	1	0	YES
B3-S032	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Führe einen Anteil über; dann setze den laufenden Posten um; dann halte die kurze Sollstufe ein; dann arbeite danach nach dem nächsten Maß; dann führe ihn kurz zum Folgeschritt weiter.	E303|E304|E305|E306|E307	DIRECT_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	chedain chedy qotedaiin sotaiin otedy	d784b2abcaf1a3703de2|6f7ff8287eddf4da9fdb|1779decef17481ec2853|54d0e228ca346110af05|c45ebac60774620561e2	0	0	YES
B3-S033	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Ziehe ihn ab.	E308	WHOLE_CARD_MNEMONIC	UNIQUE_VALUE_SLOT_CARD	ldy	04a3877f0fc81b7597c9	0	1	YES
B3-S034	B3	Bei SICHTBAR_VERBUNDENES_PAAR: Stelle die Arbeitsstufe ein; dann halte den Posten bereit; dann zerkleinere den Posten; dann arbeite danach nach dem nächsten Maß; dann führe zum Zwischenziel; dann lass ihn kurz absetzen.	E309|E310|E311|E312|E313|E314	DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	soiiin checthy chety sotaiin olsaly cheedy	2c82523794dcb7d2b343|e0b630cb1b5df5e7105b|80ebbbbf238eee9f0aef|54d0e228ca346110af05|7811a7daff25d476e28d|bc4f1f5c006c74a4d26d	0	0	YES
B4-S001	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn lange einwirken.	E315	DIRECT_COMPOSITION	PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR	qokeedy	7d25241b0e56c836372a	1	0	YES
B4-S002	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Nimm den nächsten Einsatzposten; dann lass ihn länger einwirken; dann lass ihn kurz einwirken.	E316|E317|E318	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR → PAIR_PLACARD_PLUS_OWNER	qolchey okeey qokedy	e2eb77ca9d9e1a8ba29a|0275fbf14e07935b0a45|7db18b2f0fb7ed0fcfd3	2	0	YES
B4-S003	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Setze den laufenden Posten um; dann führe ihn danach dorthin; dann nimm das nächste; dann lass ihn länger einwirken; dann setze den Posten ein; dann führe den laufenden Gang fort; dann lass ihn kurz absetzen.	E319|E320|E321|E322|E323|E324|E325	CONTRAST_COMPOSITION → DIRECT_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION → WHOLE_CARD_MNEMONIC → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER → PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR → PAIR_PLACARD_PLUS_OWNER → UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD	chdy otal otchey okeey oky sol shedy	6f7ff8287eddf4da9fdb|90bcf0a9ec0ef56399e6|faf321940aed922846a9|0275fbf14e07935b0a45|276a7c2d74d1143446f4|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	3	1	YES
B4-S004	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Befestige ihn.	E326	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	qokylddy	eb2e4bc143f623ee03ac	0	0	YES
B4-S005	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lege die Einlage ein; dann setze den laufenden Posten um; dann lass ihn lange einwirken.	E327|E328|E329	CONTRAST_COMPOSITION → CONTRAST_COMPOSITION → DIRECT_COMPOSITION	UNIQUE_VALUE_SLOT_CARD → UNIQUE_VALUE_SLOT_CARD → PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR	dain chdy qokeedy	53cd0637c6820ba5e91f|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	1	0	YES
B4-S006	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn hindurch.	E330	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	shckhedy	d68bc8de3bcee09db23c	0	0	YES
B4-S007	B4	Bei ANWENDUNGS_UND_DURCHLASS_PAAR: Lass ihn hindurch.	E331	CONTRAST_COMPOSITION	UNIQUE_VALUE_SLOT_CARD	shckhedy	d68bc8de3bcee09db23c	0	0	YES
