candidate_recipe	current_status	source_neighbor_count	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_gate_is_occurrence_prediction
CH+CH+T+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIIN|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+D_ADDR+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-AIN|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-AIIN|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-AIN|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-E|FOCUS:T<-OR|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+OR+K+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|FOCUS:K<-E|PAIR:CH>CH|PAIR:CH>T|CLOSE:K	NONE	NONE	NO
CH+CH+T+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:CH>CH|PAIR:CH>T	NONE	NONE	NO
CH+CH+T+Y+OK+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|FOCUS:OK<-E|PAIR:CH>CH|PAIR:CH>T|CLOSE:OK	NONE	NONE	NO
CH+CH+T+Y+P+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|FOCUS:P<-E|PAIR:CH>CH|PAIR:CH>T|CLOSE:P	NONE	NONE	NO
CH+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIN	NONE	NONE	NO
CH+E+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AIR	NONE	NONE	NO
CH+E+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AL	NONE	NONE	NO
CH+E+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+CH+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+E+CH+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+E+CH+K+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+E+CH+K+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+E+CH+K+E+DY	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-E|PAIR:CH>K|CLOSE:K	NONE	NONE	NO
CH+E+CH+K+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+E+CH+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+E+CH+OK+E+DY	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-E|CLOSE:OK	PAIR:CH>OK	NONE	NO
CH+E+CH+OK+E+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-E|FOCUS:OK<-Y	PAIR:CH>OK	NONE	NO
CH+E+CH+OK+O	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	PAIR:CH>OK	NONE	NO
CH+E+CH+OK+Y	ABSENT	1	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-Y	PAIR:CH>OK	NONE	NO
CH+E+CH+P+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-E|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
CH+E+CH+P+O	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|PAIR:CH>P	NONE	NONE	NO
CH+E+CH+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
CH+E+K	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+K+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-Y	NONE	NONE	NO
CH+E+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
CH+E+LOCAL_CHAR_F+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AIR	NONE	NONE	NO
CH+E+LOCAL_CHAR_F+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AL	NONE	NONE	NO
CH+E+LOCAL_CHAR_F+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
CH+E+O+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+E+O+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIN	NONE	NONE	NO
CH+E+O+AIR	ABSENT	3	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AIR	NONE	NONE	NO
CH+E+O+AIR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:S<-AIR	NONE	NONE	NO
CH+E+O+AIR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIR|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+AL	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AL	NONE	NONE	NO
CH+E+O+AL+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AL	NONE	NONE	NO
CH+E+O+AL+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AL|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+AR	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	NO
CH+E+O+AR+S	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	NO
CH+E+O+AR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AR|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+O+CH+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIIN|PAIR:CH>K	NONE	NONE	NO
CH+E+O+CH+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIN|PAIR:CH>K	NONE	NONE	NO
CH+E+O+CH+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR|PAIR:CH>K	NONE	NONE	NO
CH+E+O+CH+K+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NO
CH+E+O+CH+OK+Y	ABSENT	2	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-Y	PAIR:CH>OK	NONE	NO
CH+E+O+CH+P+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-AIIN|PAIR:CH>P	NONE	NONE	NO
CH+E+O+CH+P+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-AIN|PAIR:CH>P	NONE	NONE	NO
CH+E+O+CH+P+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-OR|PAIR:CH>P	NONE	NONE	NO
CH+E+O+CH+P+Y	OBSERVED	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NO
CH+E+O+D_ADDR+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+E+O+D_ADDR+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	NO
CH+E+O+D_ADDR+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+K+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIIN	NONE	NONE	NO
CH+E+O+K+AIIN+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIIN|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+K+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIN	NONE	NONE	NO
CH+E+O+K+AIN+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-AIN|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+K+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:K<-AIR	NONE	NONE	NO
CH+E+O+K+AR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:K<-AR	NONE	NONE	NO
CH+E+O+K+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:K<-L	NONE	NONE	NO
CH+E+O+K+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR	NONE	NONE	NO
CH+E+O+K+OR+CH+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR|FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+E+O+K+OR+CH+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR|FOCUS:CH<-E|FOCUS:CH<-AIN	NONE	NONE	NO
CH+E+O+K+OR+CH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR|FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	NO
CH+E+O+K+OR+S+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-OR|FOCUS:S<-E|FOCUS:S<-Y	NONE	NONE	NO
CH+E+O+K+Y+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-Y|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+L	OBSERVED	2	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
CH+E+O+L+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-L|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+E+O+L+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-L|FOCUS:CH<-AIN	NONE	NONE	NO
CH+E+O+L+CH	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:CH<-L	NONE	NONE	NO
CH+E+O+L+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-L|FOCUS:CH<-OR	NONE	NONE	NO
CH+E+O+OK	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+O+OK+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:OK<-AL	NONE	NONE	NO
CH+E+O+OK+AM_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+O+OK+OR+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-OR|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+OK+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-Y	NONE	NONE	NO
CH+E+O+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	NO
CH+E+O+P	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+O+P+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:P<-AL	NONE	NONE	NO
CH+E+O+P+AM_ADDR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+O+P+OR+CH+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-OR|FOCUS:CH<-E|FOCUS:CH<-Y	NONE	NONE	NO
CH+E+O+P+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-Y	NONE	NONE	NO
CH+E+O+R+OT	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+O+S+K+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:K<-Y|PAIR:S>K	NONE	NONE	NO
CH+E+O+S+P+Y	ABSENT	1	STOP__UNLICENSED_FACTOR	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:P<-Y	NONE	PAIR:S>P	NO
CH+E+O+T+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIIN	NONE	NONE	NO
CH+E+O+T+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-AIN	NONE	NONE	NO
CH+E+O+T+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E|FOCUS:T<-OR	NONE	NONE	NO
CH+E+OK	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+OK+OL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	NO
CH+E+OK+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:OK<-Y	NONE	NONE	NO
CH+E+OL+CH+E+AIIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-AIIN	NONE	NONE	NO
CH+E+OL+CH+E+AIN	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-AIN	NONE	NONE	NO
CH+E+OL+CH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	NO
CH+E+OL+S+E+Y	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:S<-E|FOCUS:S<-Y	NONE	NONE	NO
CH+E+OL+T+AIR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:T<-AIR	NONE	NONE	NO
CH+E+OL+T+AL	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-E|FOCUS:T<-AL	NONE	NONE	NO
CH+E+OL+T+L	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:CH<-E|FOCUS:T<-L	NONE	NONE	NO
CH+E+OR	ABSENT	1	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:CH<-OR	NONE	NONE	NO
