statement_id	page	record	card_ordinal_in_statement	surface	component_recipe	output_layer	formula_family
B2-S006	f82r	B2	1	oteey	OT+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S006	f82r	B2	2	qokal	OK+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S006	f82r	B2	3	sheckhy	SH+E+CKH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S006	f82r	B2	4	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S007	f82r	B2	1	dshedy	SH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S008	f82r	B2	1	sotaiin	OT+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S008	f82r	B2	2	qokar	OK+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S008	f82r	B2	3	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S009	f82r	B2	1	solshedy	OL+SH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S010	f82r	B2	1	qokeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S010	f82r	B2	2	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S010	f82r	B2	3	ls	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S010	f82r	B2	4	cheey	SH+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S011	f82r	B2	1	okain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S011	f82r	B2	2	char	AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S011	f82r	B2	3	okain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S011	f82r	B2	4	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	1	lchy	L+CH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	2	cheey	SH+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	3	qcthey	CTH+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	4	qokeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	5	lcheey	L+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	6	daiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	7	chey	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S012	f82r	B2	8	qokeeedy	OK+EEE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S013	f82r	B2	1	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S014	f82r	B2	1	lar	L+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S015	f82r	B2	1	tshey	SH+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S015	f82r	B2	2	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	1	cheal	AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	2	lchedar	L+CHD+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	3	ches	CH+E+S	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	4	aiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	5	oteey	OT+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	6	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	7	okey	OK+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S016	f82r	B2	8	pchedy	P+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S017	f82r	B2	1	rsheal	R+SH+E+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S017	f82r	B2	2	daldy	AL+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S018	f82r	B2	1	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S019	f82r	B2	1	rshedy	R+SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S020	f82r	B2	1	qoteedy	OT+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S021	f82r	B2	1	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S022	f82r	B2	1	lochedy	L+O+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S001	f83r	B3	1	olkeedy	SOLK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S002	f83r	B3	1	qotal	OT+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S002	f83r	B3	2	chkeedy	CHK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S003	f83r	B3	1	chey	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S003	f83r	B3	2	daiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S003	f83r	B3	3	chey	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S003	f83r	B3	4	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S004	f83r	B3	1	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S004	f83r	B3	2	qotal	OT+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S004	f83r	B3	3	dar	AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S005	f83r	B3	1	schedy	CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S006	f83r	B3	1	chedchy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S006	f83r	B3	2	qokal	OK+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S006	f83r	B3	3	olchedy	OL+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S007	f83r	B3	1	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S007	f83r	B3	2	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S007	f83r	B3	3	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S008	f83r	B3	1	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S009	f83r	B3	1	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S010	f83r	B3	1	pchedal	P+CHD+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S010	f83r	B3	2	otedy	OT+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S011	f83r	B3	1	shecthedchy	SH+E+CTH+CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S011	f83r	B3	2	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S011	f83r	B3	3	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S011	f83r	B3	4	chary	AR+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S012	f83r	B3	1	sor	OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S012	f83r	B3	2	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S013	f83r	B3	1	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S013	f83r	B3	2	chkain	K+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S013	f83r	B3	3	shcthey	CTH+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S013	f83r	B3	4	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S014	f83r	B3	1	okair	OK+AIR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S014	f83r	B3	2	sheedy	SH+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S015	f83r	B3	1	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S016	f83r	B3	1	lo	L+O	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S016	f83r	B3	2	qokchedy	OK+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S017	f83r	B3	1	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S018	f83r	B3	1	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S019	f83r	B3	1	qokshedy	OK+SH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S020	f83r	B3	1	dal	AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S020	f83r	B3	2	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S021	f83r	B3	1	qokaiin	OK+AIIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	2	shcthy	CTH+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	3	dal	AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	4	sy	Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	5	saiin	AIIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	6	shedal	SHED+AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	7	shecthy	SH+E+CTH+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	8	chey	Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	9	tal	AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	10	shcthy	CTH+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S021	f83r	B3	11	dalchdy	AL+CHD+DY	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B3-S022	f83r	B3	1	qotchedy	OT+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S023	f83r	B3	1	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S024	f83r	B3	1	tchedy	CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S025	f83r	B3	1	qokchdy	OK+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	1	cheedar	EE+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	2	chldaiin	L+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	3	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	4	qokain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	5	checthy	CTH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	6	chealror	AL+R+OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S026	f83r	B3	7	solkeedy	SOLK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S027	f83r	B3	1	qoteedy	OT+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S028	f83r	B3	1	qokeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S028	f83r	B3	2	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S029	f83r	B3	1	sol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S029	f83r	B3	2	cheeety	EEE+T+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S029	f83r	B3	3	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S030	f83r	B3	1	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S030	f83r	B3	2	saiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S030	f83r	B3	3	schedair	CHD+AIR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S030	f83r	B3	4	otchedy	OT+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S031	f83r	B3	1	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S032	f83r	B3	1	chedain	CHD+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S032	f83r	B3	2	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S032	f83r	B3	3	qotedaiin	OT+E+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S032	f83r	B3	4	otaiin	OT+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S032	f83r	B3	5	otedy	OT+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S033	f83r	B3	1	ldy	L+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S034	f83r	B3	1	soiiin	O+IIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S034	f83r	B3	2	checthy	CTH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S034	f83r	B3	3	chety	T+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S034	f83r	B3	4	otaiin	OT+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S034	f83r	B3	5	olsaly	OL+AL+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B3-S034	f83r	B3	6	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S001	f83r	B4	1	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S002	f83r	B4	1	qolchey	OL+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S002	f83r	B4	2	qokeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S002	f83r	B4	3	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	1	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	2	otal	OT+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	3	otchey	OT+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	4	qokeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	5	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	6	tol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S003	f83r	B4	7	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S004	f83r	B4	1	qokylddy	OK+Y+LD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S005	f83r	B4	1	dain	AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S005	f83r	B4	2	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S005	f83r	B4	3	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S006	f83r	B4	1	shckhedy	SH+CKH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S007	f83r	B4	1	shckhedy	SH+CKH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S008	f83r	B4	1	saiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S008	f83r	B4	2	cheeky	CHK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S008	f83r	B4	3	sheey	SH+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S008	f83r	B4	4	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S009	f83r	B4	1	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S010	f83r	B4	1	oldy	OL+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	1	saiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	2	cheky	CHK+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	3	okeeol	OK+EE+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	4	okain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	5	chdy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	6	sol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S011	f83r	B4	7	lkedy	L+K+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S012	f83r	B4	1	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S013	f83r	B4	1	qokol	OK+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S013	f83r	B4	2	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S014	f83r	B4	1	or	OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S014	f83r	B4	2	chey	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S014	f83r	B4	3	qockhey	O+CKH+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S014	f83r	B4	4	dairydy	AIR+Y+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S015	f83r	B4	1	qokain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S015	f83r	B4	2	shey	SH+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S015	f83r	B4	3	kain	K+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S015	f83r	B4	4	chckhal	CH+CKH+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S015	f83r	B4	5	solkey	SOLK+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S015	f83r	B4	6	lchedy	L+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S016	f83r	B4	1	qolkain	OL+K+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B4-S016	f83r	B4	2	dal	AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
