family_id	skeleton	e_lengths	distinct_lengths	surfaces_by_length	occurrences_by_length	types	occurrences	has_e_ee	has_e_ee_eee	has_e_through_eeee
G633-EB0249	qofsh<E>y	1|3	2	1:qofshey|3:qofsheeey	1:1|3:1	2	2	0	0	0
G633-EB0250	qok<E>	1|2|3	3	1:qoke|2:qokee|3:qokeee	1:1|2:1|3:1	3	3	1	1	0
G633-EB0251	qok<E>aiin	1|2	2	1:qokeaiin|2:qokeeaiin	1:1|2:2	2	3	1	0	0
G633-EB0252	qok<E>al	1|2	2	1:qokeal|2:qokeeal	1:4|2:2	2	6	1	0	0
G633-EB0253	qok<E>ar	1|2	2	1:qokear|2:qokeear	1:7|2:2	2	9	1	0	0
G633-EB0254	qok<E>chy	1|2|3	3	1:qokechy|2:qokeechy|3:qokeeechy	1:12|2:5|3:1	3	18	1	1	0
G633-EB0255	qok<E>d	1|2	2	1:qoked|2:qokeed	1:7|2:16	2	23	1	0	0
G633-EB0256	qok<E>daiin	1|2	2	1:qokedaiin|2:qokeedaiin	1:3|2:2	2	5	1	0	0
G633-EB0257	qok<E>dain	1|2	2	1:qokedain|2:qokeedain	1:4|2:2	2	6	1	0	0
G633-EB0258	qok<E>dal	1|2	2	1:qokedal|2:qokeedal	1:3|2:3	2	6	1	0	0
G633-EB0259	qok<E>dar	1|2	2	1:qokedar|2:qokeedar	1:8|2:6	2	14	1	0	0
G633-EB0260	qok<E>dy	1|2|3	3	1:qokedy|2:qokeedy|3:qokeeedy	1:249|2:292|3:4	3	545	1	1	0
G633-EB0261	qok<E>o	1|2	2	1:qokeo|2:qokeeo	1:8|2:17	2	25	1	0	0
G633-EB0262	qok<E>od	1|2	2	1:qokeod|2:qokeeod	1:5|2:2	2	7	1	0	0
G633-EB0263	qok<E>ody	1|2	2	1:qokeody|2:qokeeody	1:26|2:13	2	39	1	0	0
G633-EB0264	qok<E>ol	1|2	2	1:qokeol|2:qokeeol	1:39|2:7	2	46	1	0	0
G633-EB0265	qok<E>or	1|2	2	1:qokeor|2:qokeeor	1:18|2:8	2	26	1	0	0
G633-EB0266	qok<E>os	1|2|3	3	1:qokeos|2:qokeeos|3:qokeeeos	1:6|2:2|3:1	3	9	1	1	0
G633-EB0267	qok<E>oy	1|2	2	1:qokeoy|2:qokeeoy	1:2|2:1	2	3	1	0	0
G633-EB0268	qok<E>s	1|2|3	3	1:qokes|2:qokees|3:qokeees	1:1|2:7|3:3	3	11	1	1	0
G633-EB0269	qok<E>shy	1|2	2	1:qokeshy|2:qokeeshy	1:1|2:1	2	2	1	0	0
G633-EB0270	qok<E>y	1|2|3	3	1:qokey|2:qokeey|3:qokeeey	1:96|2:280|3:27	3	403	1	1	0
G633-EB0271	qokch<E>dy	1|2	2	1:qokchedy|2:qokcheedy	1:39|2:2	2	41	1	0	0
G633-EB0272	qokch<E>y	1|2	2	1:qokchey|2:qokcheey	1:25|2:2	2	27	1	0	0
G633-EB0273	qoksh<E>dy	1|2	2	1:qokshedy|2:qoksheedy	1:10|2:1	2	11	1	0	0
G633-EB0274	qolch<E>dy	1|2	2	1:qolchedy|2:qolcheedy	1:11|2:2	2	13	1	0	0
G633-EB0275	qolch<E>y	1|2	2	1:qolchey|2:qolcheey	1:9|2:2	2	11	1	0	0
G633-EB0276	qolk<E>dy	1|2	2	1:qolkedy|2:qolkeedy	1:1|2:7	2	8	1	0	0
G633-EB0277	qolk<E>y	1|2	2	1:qolkey|2:qolkeey	1:1|2:4	2	5	1	0	0
G633-EB0278	qolsh<E>dy	1|2	2	1:qolshedy|2:qolsheedy	1:2|2:2	2	4	1	0	0
G633-EB0279	qolsh<E>y	1|2	2	1:qolshey|2:qolsheey	1:2|2:1	2	3	1	0	0
G633-EB0280	qolt<E>dy	1|2	2	1:qoltedy|2:qolteedy	1:1|2:1	2	2	1	0	0
G633-EB0281	qopch<E>dy	1|2	2	1:qopchedy|2:qopcheedy	1:31|2:2	2	33	1	0	0
G633-EB0282	qopch<E>ody	1|2	2	1:qopcheody|2:qopcheeody	1:2|2:1	2	3	1	0	0
G633-EB0283	qopch<E>y	1|2	2	1:qopchey|2:qopcheey	1:9|2:4	2	13	1	0	0
G633-EB0284	qosh<E>dy	1|2	2	1:qoshedy|2:qosheedy	1:1|2:1	2	2	1	0	0
G633-EB0285	qot<E>d	1|2	2	1:qoted|2:qoteed	1:5|2:2	2	7	1	0	0
G633-EB0286	qot<E>daiin	1|2	2	1:qotedaiin|2:qoteedaiin	1:3|2:1	2	4	1	0	0
G633-EB0287	qot<E>dar	1|2	2	1:qotedar|2:qoteedar	1:3|2:3	2	6	1	0	0
G633-EB0288	qot<E>dy	1|2|3	3	1:qotedy|2:qoteedy|3:qoteeedy	1:78|2:74|3:3	3	155	1	1	0
G633-EB0289	qot<E>o	1|2|3	3	1:qoteo|2:qoteeo|3:qoteeeo	1:5|2:5|3:1	3	11	1	1	0
G633-EB0290	qot<E>ody	1|2	2	1:qoteody|2:qoteeody	1:10|2:3	2	13	1	0	0
G633-EB0291	qot<E>ol	1|2	2	1:qoteol|2:qoteeol	1:10|2:5	2	15	1	0	0
G633-EB0292	qot<E>or	1|2	2	1:qoteor|2:qoteeor	1:4|2:1	2	5	1	0	0
G633-EB0293	qot<E>os	1|2	2	1:qoteos|2:qoteeos	1:1|2:1	2	2	1	0	0
G633-EB0294	qot<E>s	1|2|3	3	1:qotes|2:qotees|3:qoteees	1:2|2:4|3:2	3	8	1	1	0
G633-EB0295	qot<E>sy	1|2	2	1:qotesy|2:qoteesy	1:1|2:1	2	2	1	0	0
G633-EB0296	qot<E>y	1|2|3	3	1:qotey|2:qoteey|3:qoteeey	1:24|2:40|3:3	3	67	1	1	0
G633-EB0297	qotch<E>aiin	1|2	2	1:qotcheaiin|2:qotcheeaiin	1:2|2:1	2	3	1	0	0
G633-EB0298	qotch<E>dy	1|2	2	1:qotchedy|2:qotcheedy	1:24|2:3	2	27	1	0	0
G633-EB0299	qotch<E>y	1|2	2	1:qotchey|2:qotcheey	1:18|2:1	2	19	1	0	0
G633-EB0300	qoyk<E>y	2|3	2	2:qoykeey|3:qoykeeey	2:1|3:1	2	2	0	0	0
G633-EB0301	rch<E>o	1|2	2	1:rcheo|2:rcheeo	1:1|2:1	2	2	1	0	0
G633-EB0302	rch<E>s	1|2	2	1:rches|2:rchees	1:2|2:1	2	3	1	0	0
G633-EB0303	rch<E>y	1|2	2	1:rchey|2:rcheey	1:8|2:5	2	13	1	0	0
G633-EB0304	rsh<E>dy	1|2	2	1:rshedy|2:rsheedy	1:5|2:3	2	8	1	0	0
G633-EB0305	sch<E>s	1|2	2	1:sches|2:schees	1:1|2:1	2	2	1	0	0
G633-EB0306	sch<E>y	1|2	2	1:schey|2:scheey	1:5|2:1	2	6	1	0	0
G633-EB0307	sh<E>	1|2	2	1:she|2:shee	1:22|2:11	2	33	1	0	0
G633-EB0308	sh<E>ain	1|2	2	1:sheain|2:sheeain	1:3|2:1	2	4	1	0	0
G633-EB0309	sh<E>al	1|2	2	1:sheal|2:sheeal	1:14|2:2	2	16	1	0	0
G633-EB0310	sh<E>ar	1|2	2	1:shear|2:sheear	1:22|2:3	2	25	1	0	0
G633-EB0311	sh<E>ckhy	1|2	2	1:sheckhy|2:sheeckhy	1:33|2:2	2	35	1	0	0
G633-EB0312	sh<E>d	1|2	2	1:shed|2:sheed	1:18|2:5	2	23	1	0	0
G633-EB0313	sh<E>dain	1|2	2	1:shedain|2:sheedain	1:12|2:1	2	13	1	0	0
G633-EB0314	sh<E>dal	1|2	2	1:shedal|2:sheedal	1:11|2:1	2	12	1	0	0
G633-EB0315	sh<E>dar	1|2	2	1:shedar|2:sheedar	1:8|2:1	2	9	1	0	0
G633-EB0316	sh<E>dy	1|2	2	1:shedy|2:sheedy	1:390|2:77	2	467	1	0	0
G633-EB0317	sh<E>k	1|2	2	1:shek|2:sheek	1:10|2:3	2	13	1	0	0
G633-EB0318	sh<E>kain	1|2	2	1:shekain|2:sheekain	1:3|2:1	2	4	1	0	0
G633-EB0319	sh<E>kar	1|2	2	1:shekar|2:sheekar	1:1|2:2	2	3	1	0	0
G633-EB0320	sh<E>kchy	1|2	2	1:shekchy|2:sheekchy	1:3|2:2	2	5	1	0	0
G633-EB0321	sh<E>kol	1|2	2	1:shekol|2:sheekol	1:1|2:1	2	2	1	0	0
G633-EB0322	sh<E>ky	1|2|3	3	1:sheky|2:sheeky|3:sheeeky	1:28|2:14|3:2	3	44	1	1	0
G633-EB0323	sh<E>o	1|2	2	1:sheo|2:sheeo	1:37|2:8	2	45	1	0	0
G633-EB0324	sh<E>od	1|2	2	1:sheod|2:sheeod	1:11|2:2	2	13	1	0	0
G633-EB0325	sh<E>odaiin	1|2	2	1:sheodaiin|2:sheeodaiin	1:4|2:1	2	5	1	0	0
G633-EB0326	sh<E>odar	1|2	2	1:sheodar|2:sheeodar	1:1|2:2	2	3	1	0	0
G633-EB0327	sh<E>ody	1|2	2	1:sheody|2:sheeody	1:34|2:3	2	37	1	0	0
G633-EB0328	sh<E>ol	1|2	2	1:sheol|2:sheeol	1:90|2:10	2	100	1	0	0
G633-EB0329	sh<E>oldy	1|2	2	1:sheoldy|2:sheeoldy	1:3|2:1	2	4	1	0	0
G633-EB0330	sh<E>oly	1|2	2	1:sheoly|2:sheeoly	1:1|2:1	2	2	1	0	0
G633-EB0331	sh<E>or	1|2	2	1:sheor|2:sheeor	1:40|2:2	2	42	1	0	0
G633-EB0332	sh<E>os	1|2	2	1:sheos|2:sheeos	1:9|2:1	2	10	1	0	0
G633-EB0333	sh<E>oy	1|2	2	1:sheoy|2:sheeoy	1:3|2:1	2	4	1	0	0
G633-EB0334	sh<E>s	1|2|3	3	1:shes|2:shees|3:sheees	1:5|2:6|3:1	3	12	1	1	0
G633-EB0335	sh<E>t	1|2	2	1:shet|2:sheet	1:3|2:4	2	7	1	0	0
G633-EB0336	sh<E>tchy	2|3	2	2:sheetchy|3:sheeetchy	2:1|3:1	2	2	0	0	0
G633-EB0337	sh<E>ty	1|2	2	1:shety|2:sheety	1:7|2:7	2	14	1	0	0
G633-EB0338	sh<E>y	1|2|3	3	1:shey|2:sheey|3:sheeey	1:232|2:127|3:5	3	364	1	1	0
G633-EB0339	shok<E>y	1|2|3	3	1:shokey|2:shokeey|3:shokeeey	1:3|2:2|3:1	3	6	1	1	0
G633-EB0340	sok<E>dy	1|2	2	1:sokedy|2:sokeedy	1:1|2:2	2	3	1	0	0
G633-EB0341	solk<E>dy	1|2	2	1:solkedy|2:solkeedy	1:2|2:3	2	5	1	0	0
G633-EB0342	solk<E>y	1|2	2	1:solkey|2:solkeey	1:1|2:3	2	4	1	0	0
G633-EB0343	ssh<E>y	1|2	2	1:sshey|2:ssheey	1:5|2:2	2	7	1	0	0
G633-EB0344	t<E>ar	1|2	2	1:tear|2:teear	1:1|2:1	2	2	1	0	0
G633-EB0345	t<E>d	1|2	2	1:ted|2:teed	1:1|2:1	2	2	1	0	0
G633-EB0346	t<E>dal	1|2	2	1:tedal|2:teedal	1:1|2:2	2	3	1	0	0
G633-EB0347	t<E>dar	1|2	2	1:tedar|2:teedar	1:1|2:3	2	4	1	0	0
G633-EB0348	t<E>dy	1|2|3	3	1:tedy|2:teedy|3:teeedy	1:31|2:13|3:4	3	48	1	1	0
G633-EB0349	t<E>o	1|2|3	3	1:teo|2:teeo|3:teeeo	1:2|2:1|3:1	3	4	1	1	0
G633-EB0350	t<E>oar	1|2	2	1:teoar|2:teeoar	1:1|2:1	2	2	1	0	0
G633-EB0351	t<E>odaiin	1|2	2	1:teodaiin|2:teeodaiin	1:1|2:1	2	2	1	0	0
G633-EB0352	t<E>odal	1|2	2	1:teodal|2:teeodal	1:2|2:1	2	3	1	0	0
G633-EB0353	t<E>ody	1|2	2	1:teody|2:teeody	1:7|2:4	2	11	1	0	0
G633-EB0354	t<E>ol	1|2	2	1:teol|2:teeol	1:13|2:3	2	16	1	0	0
G633-EB0355	t<E>or	1|2	2	1:teor|2:teeor	1:3|2:1	2	4	1	0	0
G633-EB0356	t<E>os	1|2	2	1:teos|2:teeos	1:1|2:1	2	2	1	0	0
G633-EB0357	t<E>y	1|2	2	1:tey|2:teey	1:9|2:17	2	26	1	0	0
G633-EB0358	tch<E>y	1|2	2	1:tchey|2:tcheey	1:18|2:6	2	24	1	0	0
G633-EB0359	tsh<E>d	1|2	2	1:tshed|2:tsheed	1:2|2:1	2	3	1	0	0
G633-EB0360	tsh<E>y	1|2	2	1:tshey|2:tsheey	1:8|2:1	2	9	1	0	0
G633-EB0361	y<E>y	1|2	2	1:yey|2:yeey	1:1|2:1	2	2	1	0	0
G633-EB0362	ych<E>ar	1|2	2	1:ychear|2:ycheear	1:3|2:1	2	4	1	0	0
G633-EB0363	ych<E>daiin	1|2	2	1:ychedaiin|2:ycheedaiin	1:2|2:1	2	3	1	0	0
G633-EB0364	ych<E>dy	1|2	2	1:ychedy|2:ycheedy	1:11|2:7	2	18	1	0	0
G633-EB0365	ych<E>o	1|2	2	1:ycheo|2:ycheeo	1:9|2:6	2	15	1	0	0
G633-EB0366	ych<E>odain	1|2	2	1:ycheodain|2:ycheeodain	1:1|2:1	2	2	1	0	0
G633-EB0367	ych<E>ody	1|2	2	1:ycheody|2:ycheeody	1:2|2:1	2	3	1	0	0
G633-EB0368	ych<E>ol	1|2	2	1:ycheol|2:ycheeol	1:11|2:1	2	12	1	0	0
G633-EB0369	ych<E>s	1|2	2	1:yches|2:ychees	1:2|2:2	2	4	1	0	0
G633-EB0370	ych<E>y	1|2	2	1:ychey|2:ycheey	1:13|2:18	2	31	1	0	0
G633-EB0371	yk<E>daiin	1|2	2	1:ykedaiin|2:ykeedaiin	1:1|2:1	2	2	1	0	0
G633-EB0372	yk<E>dar	1|2	2	1:ykedar|2:ykeedar	1:1|2:1	2	2	1	0	0
G633-EB0373	yk<E>dy	1|2|3	3	1:ykedy|2:ykeedy|3:ykeeedy	1:18|2:26|3:4	3	48	1	1	0
G633-EB0374	yk<E>o	1|2|3	3	1:ykeo|2:ykeeo|3:ykeeeo	1:2|2:4|3:1	3	7	1	1	0
G633-EB0375	yk<E>od	1|2	2	1:ykeod|2:ykeeod	1:1|2:2	2	3	1	0	0
G633-EB0376	yk<E>odain	1|2	2	1:ykeodain|2:ykeeodain	1:1|2:1	2	2	1	0	0
G633-EB0377	yk<E>ody	1|2|3	3	1:ykeody|2:ykeeody|3:ykeeeody	1:4|2:8|3:1	3	13	1	1	0
G633-EB0378	yk<E>ol	1|2	2	1:ykeol|2:ykeeol	1:11|2:7	2	18	1	0	0
G633-EB0379	yk<E>ols	1|2	2	1:ykeols|2:ykeeols	1:1|2:1	2	2	1	0	0
G633-EB0380	yk<E>or	1|2	2	1:ykeor|2:ykeeor	1:4|2:4	2	8	1	0	0
G633-EB0381	yk<E>os	2|3	2	2:ykeeos|3:ykeeeos	2:1|3:1	2	2	0	0	0
G633-EB0382	yk<E>shy	1|2	2	1:ykeshy|2:ykeeshy	1:1|2:2	2	3	1	0	0
G633-EB0383	yk<E>y	1|2|3	3	1:ykey|2:ykeey|3:ykeeey	1:5|2:49|3:5	3	59	1	1	0
G633-EB0384	ypch<E>dy	1|2	2	1:ypchedy|2:ypcheedy	1:12|2:1	2	13	1	0	0
G633-EB0385	ypch<E>y	1|2|3	3	1:ypchey|2:ypcheey|3:ypcheeey	1:4|2:1|3:1	3	6	1	1	0
G633-EB0386	ysh<E>	1|2	2	1:yshe|2:yshee	1:1|2:1	2	2	1	0	0
G633-EB0387	ysh<E>dy	1|2	2	1:yshedy|2:ysheedy	1:7|2:5	2	12	1	0	0
G633-EB0388	ysh<E>od	1|2	2	1:ysheod|2:ysheeod	1:2|2:1	2	3	1	0	0
G633-EB0389	ysh<E>ody	1|2	2	1:ysheody|2:ysheeody	1:1|2:2	2	3	1	0	0
G633-EB0390	ysh<E>y	1|2	2	1:yshey|2:ysheey	1:11|2:8	2	19	1	0	0
G633-EB0391	yt<E>dy	1|2|3	3	1:ytedy|2:yteedy|3:yteeedy	1:24|2:27|3:1	3	52	1	1	0
G633-EB0392	yt<E>ody	1|2|3	3	1:yteody|2:yteeody|3:yteeeody	1:7|2:6|3:1	3	14	1	1	0
G633-EB0393	yt<E>ol	1|2	2	1:yteol|2:yteeol	1:3|2:1	2	4	1	0	0
G633-EB0394	yt<E>or	1|2|3	3	1:yteor|2:yteeor|3:yteeeor	1:2|2:2|3:1	3	5	1	1	0
G633-EB0395	yt<E>y	1|2|3|4	4	1:ytey|2:yteey|3:yteeey|4:yteeeey	1:10|2:23|3:4|4:1	4	38	1	1	1
G633-EB0396	ytch<E>ar	1|2	2	1:ytchear|2:ytcheear	1:1|2:1	2	2	1	0	0
G633-EB0397	ytch<E>y	1|2	2	1:ytchey|2:ytcheey	1:9|2:1	2	10	1	0	0
