bridge_id	support_role	source_layer	surface	component_recipe	event_count	pages	registers	support_status
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	1	f82r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	1	f76r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	rshdy	R+SH+D_ADDR+Y	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	rsheedy	R+SH+EE+D_ADDR+Y	2	f82r|f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	shdy	SH+D_ADDR+Y	5	f76r|f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	sheckhdy	SH+E+CH+K+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	shecthedy	SH+E+CH+T+E+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	shedkedy	SH+E+K+E+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	sheody	SH+E+O+D_ADDR+Y	4	f67r2|f88v|f89r|f95v	CELESTIAL|HERBAL|PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	sheshdy	SH+E+O+D_ADDR+Y	1	f72r	CELESTIAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	shlches	D_ADDR+Y+L+CH+E+S	1	f76r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	sholdy	SH+OL+D_ADDR+Y	3	f18r|f1r|f89r	HERBAL|PHARMA|SOURCE_SECTION_T	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	socthody	S+O+CH+T+O+D_ADDR+Y	1	f11r	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	soldy	S+OL+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	solkeedy	OL+K+EE+D_ADDR+Y	2	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	talody	T+AL+O+D_ADDR+Y	1	f55v	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	ycheody	Y+CH+E+O+D_ADDR+Y	1	f67r2	CELESTIAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	ykeedy	Y+K+EE+D_ADDR+Y	2	f81r|f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	yokeody	Y+OK+E+O+D_ADDR+Y	1	f88r	PHARMA	MATCH
