side	context_surface	eligible_cross_folds	global_events	global_stems	global_folios	global_m	mean_beta_context	min_beta_context	max_beta_context	mean_beta_after_stem	direct_events	cache_rest_events	semantic_export_credit
LEFT	sain	16	10	5	9	0	-0.163507468701	-0.211562150285	-0.073482629782	-0.100509495911	3	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	kedy	16	8	6	8	2	0.0652294221046	-0.0186925869801	0.127450726799	0.0865758889119	0	8	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	olkain	16	9	6	6	2	0.0800128973193	-0.00580620665115	0.151292997191	0.0696518933905	1	8	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	oly	16	7	6	6	0	-0.110776991361	-0.133350902449	-0.0921320027488	-0.0629634981268	3	4	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okeey	16	8	7	8	0	-0.058186118921	-0.0824001875937	-0.0372473265492	-0.0458903862834	2	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qotedy	16	8	8	7	1	-0.0682400791759	-0.191582473137	0.0503443843991	-0.0300775766987	1	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	opchedy	16	7	7	7	1	0.012566589972	-0.112025184049	0.0536356691145	0.0252636910827	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	odaiin	15	7	5	7	0	-0.0897766183806	-0.116491692709	-0.0653162058609	-0.0844914530097	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okain	15	7	7	7	0	-0.0739768475607	-0.0961467794897	-0.0411929402413	-0.0700197809954	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	aiiin	15	8	7	5	2	-0.00482386176773	-0.186940879961	0.146753848414	-0.011564760965	0	8	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	keedy	15	8	8	7	2	0.0308440081979	-0.0757959051988	0.175636520539	0.0108696512309	1	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	olkeey	14	7	7	6	0	-0.165532872294	-0.225660891459	-0.0644175301736	-0.153159461865	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	kchor	14	7	6	7	0	-0.160662454858	-0.217819270338	-0.0653162058609	-0.146777841466	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ykar	14	7	6	6	0	-0.143517784147	-0.213318620918	-0.0567422790639	-0.126211936893	2	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	cheo	14	8	7	7	0	-0.102644049956	-0.141106956989	-0.0659845110467	-0.103669689848	0	8	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	kain	14	7	7	6	1	-0.0619073576036	-0.171275550808	0.0545578900059	-0.0917395613623	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qotar	14	8	5	7	1	-0.116449656922	-0.30235014499	0.011497166475	-0.0692089404214	1	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	olkeedy	14	7	7	6	1	-0.0860010294304	-0.191927520749	0.0469359783704	-0.0689255001262	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	tedy	14	7	6	6	0	-0.063044878835	-0.0905035776848	-0.0396526490069	-0.0542083679752	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	oteey	13	7	5	7	1	0.165838296979	0.142464280579	0.183096314827	0.185267031704	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	d	13	7	6	6	3	0.152983657203	0.0407382469999	0.246605628736	0.180972159242	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	ches	13	7	5	7	0	-0.0729843495022	-0.107807205217	-0.0464473495986	-0.0745642150821	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qoteedy	13	7	6	6	2	-0.0668041231957	-0.27827645645	0.142047739289	-0.0617087900948	2	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	qol	13	7	7	6	0	-0.0567187777881	-0.084051614831	-0.0359642518065	-0.0533365396845	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	raiin	13	7	7	7	2	-0.004758020303	-0.189835406357	0.168539996557	0.00871533240699	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ytaiin	12	7	5	5	4	0.442018793208	0.248968614178	0.53666521092	0.453934751422	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	chees	12	7	5	7	0	-0.148731093191	-0.189128226807	-0.0539743462154	-0.141258784572	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	checkhy	12	7	7	6	1	-0.0935795417277	-0.200102792627	0.0444679256953	-0.0894422476074	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qokor	12	7	7	7	1	0.089264125164	-0.0899356172989	0.171789595028	0.0822643338792	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	shdy	12	7	7	7	0	-0.0626454556671	-0.0841090021919	-0.0442262468688	-0.058390893943	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	lkeey	12	7	6	6	0	-0.067894188485	-0.0875146169031	-0.0428664138421	-0.0575129454471	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	shckhy	12	7	6	5	1	0.0331593403979	-0.0580346172071	0.0727571071142	0.0537261540751	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	cthor	12	7	4	7	1	0.0223964393294	-0.0619919641637	0.0556598030753	0.00592418619498	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okol	11	7	5	7	0	-0.100002944849	-0.130926072249	-0.0776462576983	-0.0946776438155	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	checthy	11	7	6	6	1	0.0747716928199	-0.0826131608743	0.150313702114	0.0892571923931	1	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okeol	11	7	6	6	0	-0.105095443955	-0.124728774577	-0.0764514325541	-0.0785622674856	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	oteedy	10	6	4	6	1	0.179937997735	0.169145400002	0.193963048373	0.1814929718	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	ody	10	7	5	4	1	0.131207545809	0.0887878944663	0.170580466972	0.133486757124	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	otedy	10	6	6	6	1	0.158116501715	0.129051136344	0.18848348585	0.127089843783	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	chedar	10	6	6	6	1	0.0373533407681	0.0269638971794	0.0485573959957	0.0316936452176	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qotain	10	7	7	7	2	-0.0130728746955	-0.0687364104638	0.132050484185	0.0126187978603	0	7	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	lshedy	9	6	5	6	2	0.277986046239	0.240428248301	0.392703643003	0.277000335867	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	tar	9	6	6	6	2	0.178035694672	0.0441046353474	0.288693931748	0.183277111747	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	sy	9	6	6	6	1	0.0911028274679	0.0591582447847	0.141959124963	0.0910737302802	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	cthy	9	6	5	5	1	0.0771627734083	0.00727374437473	0.164322192477	0.084402692119	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	olol	9	6	5	6	2	-0.00456085675523	-0.0622884641997	0.0623529332829	0.0462033164672	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	otchol	9	6	5	6	1	0.0143610715575	0.00524467435819	0.025804398928	0.0214800236713	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	olaiin	9	6	5	5	1	-0.0255964944193	-0.0992614617547	0.0520488556252	-0.0119507564937	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	cho	8	6	6	6	1	0.118103945564	0.0994023978868	0.1336367803	0.105414023462	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	chear	8	6	5	6	0	-0.0694289754963	-0.0781925790239	-0.0589221996722	-0.07703925995	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	sheody	8	6	6	6	0	-0.0624407254583	-0.0723565120145	-0.0494402519383	-0.0621190547823	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ckhy	8	6	5	5	1	-0.0128756603543	-0.106130352171	0.0441926373361	0.0342535338648	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	cheody	7	6	6	6	1	-0.0972718306259	-0.202334249558	-0.0643887556652	-0.121685927157	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	cho	7	6	6	6	1	0.0884717973816	-0.0671232661258	0.154933240738	0.0848341096309	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	shed	7	6	4	6	0	-0.0758364720184	-0.0875146169031	-0.0559914541439	-0.0624727040059	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	qodaiin	7	6	5	6	0	-0.0655560974229	-0.0830270634111	-0.0485244319228	-0.0620573696638	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	chal	7	6	6	6	0	-0.0504618916945	-0.0599526606896	-0.0329108325716	-0.060594870488	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	sal	7	6	5	6	0	-0.0390666049327	-0.0454208068838	-0.0321203236832	-0.0283247464138	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	otam	6	5	5	4	5	0.660995044384	0.640721583679	0.677719652443	0.600953207336	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	tchor	6	6	5	5	3	0.407870495548	0.356889754304	0.443669885067	0.403024083189	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qokair	6	5	5	3	2	0.258290355674	0.247962828543	0.269799043056	0.21836085573	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	checthy	6	5	5	4	0	-0.19022806414	-0.197488544037	-0.177516254525	-0.186126825944	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	otain	6	6	6	6	1	0.149432043519	0.126420465952	0.163772291261	0.145187246437	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	taiin	6	6	4	5	0	-0.085077553268	-0.0994484199549	-0.0695270447538	-0.116032339895	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	lkar	6	5	5	5	0	-0.101572700466	-0.109817208908	-0.0953664327976	-0.0690873406656	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	sain	6	6	3	5	0	-0.0966640528957	-0.120885623975	-0.0813628179972	-0.0676746830647	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qotal	6	6	5	6	0	-0.0698118237868	-0.0819688070389	-0.0566766908395	-0.0577703300897	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	sheckhy	6	5	4	5	0	-0.0503987599146	-0.0573973861918	-0.0464267251584	-0.0446221307017	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	qoky	6	6	5	6	0	-0.0613399710916	-0.0687533695765	-0.0501114482448	-0.0420581050944	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	lkain	6	5	5	4	1	0.0255857755812	0.0167992553109	0.0366902695788	0.0297054210709	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	sol	6	6	5	6	0	-0.0403998722505	-0.048580127724	-0.0291764027837	-0.0245028881259	1	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	otair	6	6	5	4	1	-0.0014957334942	-0.0940144325438	0.0317779804443	-0.0109885270499	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ykeey	4	5	5	4	3	0.480643344493	0.473088571033	0.491243316738	0.471858611241	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	shar	4	5	5	5	2	0.260609421672	0.248070650547	0.271972212929	0.280577627016	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	otey	4	6	6	6	0	-0.258457143607	-0.289955124903	-0.179428513902	-0.225389284089	2	4	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	shar	4	5	5	5	1	0.186211797451	0.170058778889	0.203278107097	0.195007440514	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	otchedy	4	5	3	5	1	0.163412378454	0.150349029868	0.175319596301	0.14241954521	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	qotar	4	5	5	5	0	-0.0927904073665	-0.0994583883634	-0.0896706762247	-0.10222375507	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ykaiin	4	6	4	3	1	0.114027530988	0.0971854137979	0.127931307416	0.068854360679	0	6	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	air	4	5	4	5	0	-0.0601559171069	-0.0694238512867	-0.0541012972895	-0.0594310740419	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	fchedy	4	5	5	5	0	-0.0536702872199	-0.0551545942963	-0.0520218965367	-0.0511670543437	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okair	3	5	4	5	1	0.198266627074	0.192980012154	0.208421283375	0.204212998796	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	chodaiin	3	5	5	5	2	0.102915276598	0.0973181512286	0.107780577364	0.144617113643	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	okchey	3	5	5	5	1	0.0417834400037	0.0335207429124	0.0476032376773	0.0753709688435	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okeeey	3	5	5	4	0	-0.0712535595371	-0.0747619325911	-0.0657753534065	-0.0733621424887	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	olor	3	5	3	4	0	-0.0578000872809	-0.0633352530471	-0.0499390758372	-0.0335971725988	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	chdar	2	5	5	5	3	0.247583516736	0.246189339599	0.248977693873	0.214492012269	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	sheor	2	5	4	5	0	-0.175735267939	-0.177885226929	-0.173585308949	-0.169026467583	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ched	2	5	3	5	1	-0.113351263488	-0.123688460233	-0.103014066742	-0.164001522472	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	chaiin	2	5	5	5	1	0.155356631815	0.152755040579	0.157958223051	0.16178844884	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	olchedy	2	5	5	5	0	-0.176317377364	-0.179305831968	-0.173328922761	-0.141262508644	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	aiir	2	5	3	5	1	-0.076488278659	-0.0791362540676	-0.0738403032504	-0.120695902423	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	qoty	2	5	5	5	0	-0.0876895753254	-0.0920920158683	-0.0832871347826	-0.0929084002268	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	tal	2	5	5	4	0	-0.0748690791689	-0.0767560610931	-0.0729820972447	-0.0806008988717	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	lkeey	2	5	5	4	0	-0.0549423237727	-0.0567032143027	-0.0531814332427	-0.0488521334605	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	cheky	2	5	5	5	0	-0.0557748383078	-0.0613942581807	-0.0501554184349	-0.0457300580117	2	3	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	lor	2	5	5	5	0	-0.0455204800692	-0.0472575767841	-0.0437833833543	-0.0437127638904	1	4	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	chl	2	5	5	5	0	-0.0418153583261	-0.046383390103	-0.0372473265492	-0.0424105481598	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	tol	2	5	5	4	0	-0.0455204800692	-0.0472575767841	-0.0437833833543	-0.0406450081745	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	lshey	2	5	5	5	0	-0.0326702126696	-0.0361640225554	-0.0291764027837	-0.0344417824128	2	3	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	lor	2	5	4	4	1	-0.0767038777239	-0.0807896280628	-0.0726181273851	-0.0204139026188	2	3	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	qokey	1	5	5	5	0	-0.0860523442902	-0.0860523442902	-0.0860523442902	-0.0852125922624	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
RIGHT	okchy	1	5	5	5	0	-0.104108507733	-0.104108507733	-0.104108507733	-0.0842390281746	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ches	1	5	4	5	0	-0.0783321093626	-0.0783321093626	-0.0783321093626	-0.0498871366128	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
LEFT	ykeol	1	5	5	5	1	0.0544570126353	0.0544570126353	0.0544570126353	0.0289892123058	0	5	ZERO__OPAQUE_COMPLETE_CONTEXT
