global_teaching_order	hierarchy_level	entry_id	entry_kind	surface_symbol_or_pattern	short_value_de	written_as_manuscript_card	scope	composition_license	what_supplies_concrete_content	must_not_be_read_as	source_path
65	L4_PROCESS_MACRO	MAC_M14	MULTI_CLAUSE_TEACHING_MOVE	SET>TRANSFER	ansetzen und umsetzen	NO_PATTERN_OVER_SEVERAL_CARDS	B3|B4	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
66	L4_PROCESS_MACRO	MAC_M15	MULTI_CLAUSE_TEACHING_MOVE	TRANSFER>CONTINUE	umsetzen und weiterführen	NO_PATTERN_OVER_SEVERAL_CARDS	B1|B4|B5	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
67	L4_PROCESS_MACRO	MAC_M16	MULTI_CLAUSE_TEACHING_MOVE	CONTINUE>LEAD_OUT	weiterführen und abführen	NO_PATTERN_OVER_SEVERAL_CARDS	B1|B4|B5	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
68	L4_PROCESS_MACRO	MAC_M17	MULTI_CLAUSE_TEACHING_MOVE	CONTINUE>TRANSFER	weiterführen und umsetzen	NO_PATTERN_OVER_SEVERAL_CARDS	B1|B5	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
69	L4_PROCESS_MACRO	MAC_M18	MULTI_CLAUSE_TEACHING_MOVE	WARM>CONTINUE	erwärmen und im selben Gang weiterführen	NO_PATTERN_OVER_SEVERAL_CARDS	B1|H4	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
70	L4_PROCESS_MACRO	MAC_M19	MULTI_CLAUSE_TEACHING_MOVE	SET>SET	zwei aufeinanderfolgende Setzungen ausführen	NO_PATTERN_OVER_SEVERAL_CARDS	B1|B2|B3|B4|H5	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
71	L4_PROCESS_MACRO	MAC_M20	MULTI_CLAUSE_TEACHING_MOVE	CONTINUE>CONTINUE	denselben Gang über zwei Teilposten fortführen	NO_PATTERN_OVER_SEVERAL_CARDS	B1|B6|H1|H2	exactly 2 clauses in the listed order	the sequence of independently read cards and memory state	the meaning of any one surface or card	experiments/yolo/sidequest_semantic_process_macros_thirty_eighth_edition/THIRTY_EIGHTH_20_PROCESS_MACROS.tsv
72	L5_VISIBLE_OWNER	OWNER_BASIN_STATION	PICTURE_OR_LOCAL_STATION	BASIN_STATION	die aktuelle Beckencharge	NO	BASIN_STATION	supplies target=die bezeichnete Öffnung oder Schale; source=das Quellbecken oder der Einlauf; run=der Flüssigkeitslauf	the visible plant, basin, cloth, diagram, or current workpiece	a hidden word silently contained in every card	experiments/yolo/sidequest_semantic_owner_atlas_forty_sixth_edition/FORTY_SIXTH_140_OWNER_EXPANSIONS.tsv
73	L5_VISIBLE_OWNER	OWNER_CELESTIAL_TABLE	PICTURE_OR_LOCAL_STATION	CELESTIAL_TABLE	der aktuelle Tabellenwert	NO	CELESTIAL_TABLE	supplies target=die bezeichnete Zielzelle; source=die bezeichnete Quellzelle; run=die sichtbare Bahn oder das Ringband	the visible plant, basin, cloth, diagram, or current workpiece	a hidden word silently contained in every card	experiments/yolo/sidequest_semantic_owner_atlas_forty_sixth_edition/FORTY_SIXTH_140_OWNER_EXPANSIONS.tsv
74	L5_VISIBLE_OWNER	OWNER_CLOTH_FILTER	PICTURE_OR_LOCAL_STATION	CLOTH_FILTER	der aktuelle Tuchposten	NO	CLOTH_FILTER	supplies target=das Empfangsgefäß; source=die obere Tuchseite; run=der Durchgang durch das Tuch	the visible plant, basin, cloth, diagram, or current workpiece	a hidden word silently contained in every card	experiments/yolo/sidequest_semantic_owner_atlas_forty_sixth_edition/FORTY_SIXTH_140_OWNER_EXPANSIONS.tsv
75	L5_VISIBLE_OWNER	OWNER_GENERIC_WORKPIECE	PICTURE_OR_LOCAL_STATION	GENERIC_WORKPIECE	das aktuelle Werkstück	NO	GENERIC_WORKPIECE	supplies target=die bezeichnete Arbeitsstelle; source=der Ausgangsvorrat; run=der örtliche Arbeitsweg	the visible plant, basin, cloth, diagram, or current workpiece	a hidden word silently contained in every card	experiments/yolo/sidequest_semantic_owner_atlas_forty_sixth_edition/FORTY_SIXTH_140_OWNER_EXPANSIONS.tsv
76	L5_VISIBLE_OWNER	OWNER_PLANT_BATCH	PICTURE_OR_LOCAL_STATION	PLANT_BATCH	der aktuelle Pflanzenposten	NO	PLANT_BATCH	supplies target=der bezeichnete Pflanzenteil oder das Gefäß; source=der Pflanzenvorrat; run=der Saft- oder Auszugsweg	the visible plant, basin, cloth, diagram, or current workpiece	a hidden word silently contained in every card	experiments/yolo/sidequest_semantic_owner_atlas_forty_sixth_edition/FORTY_SIXTH_140_OWNER_EXPANSIONS.tsv
77	L6_ASTRO_LOCAL_MODULE	F67_RIGHT_WHEEL_NS	DIAGRAM_NAMESPACE_NOT_WORD	RIGHT_CELESTIAL_WHEEL	Notiere eine einzelne Bedingungs- oder Vergleichsangabe für den Arbeitsfall.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f67r2	address the visible right-wheel sector, phase, band, or ring-text owner directly	the drawn panel, wheel, star locus, or local master key	Kein Sprung zwischen den beiden Rädern; keine angenommene Nullposition oder Drehrichtung.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
78	L6_ASTRO_LOCAL_MODULE	F67_LEFT_WHEEL_NS	DIAGRAM_NAMESPACE_NOT_WORD	LEFT_CELESTIAL_WHEEL	Notiere eine einzelne Bedingungs- oder Vergleichsangabe für den Arbeitsfall.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f67r2	address the visible left-wheel radial field, star station, band, or ring text directly	the drawn panel, wheel, star locus, or local master key	Kein Sprung zwischen den beiden Rädern; keine angenommene Nullposition oder Drehrichtung.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
79	L6_ASTRO_LOCAL_MODULE	F67_PAIRED_LEGEND_QUARANTINE_NS	DIAGRAM_NAMESPACE_NOT_WORD	UNRESOLVED_PAGE_LEGEND	Notiere eine einzelne Bedingungs- oder Vergleichsangabe für den Arbeitsfall.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f67r2	copy the legend to quarantine until the exemplar chooses left or right wheel	the drawn panel, wheel, star locus, or local master key	Kein Sprung zwischen den beiden Rädern; keine angenommene Nullposition oder Drehrichtung.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
80	L6_ASTRO_LOCAL_MODULE	F68_LEFT_PANEL_HEADER_NS	DIAGRAM_NAMESPACE_NOT_WORD	LEFT_PANEL_HEADER	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	copy only the left-panel header fragments; star-slot membership remains unresolved	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
81	L6_ASTRO_LOCAL_MODULE	F68_MIDDLE_PANEL_HEADER_NS	DIAGRAM_NAMESPACE_NOT_WORD	MIDDLE_PANEL_HEADER	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	copy only the middle-panel header fragments; no page-wide centre is inferred	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
82	L6_ASTRO_LOCAL_MODULE	F68_RIGHT_PANEL_HEADER_NS	DIAGRAM_NAMESPACE_NOT_WORD	RIGHT_PANEL_HEADER	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	copy only the right-panel header fragments; star-slot membership remains unresolved	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
83	L6_ASTRO_LOCAL_MODULE	F68_MULTIPANEL_HEADER_QUARANTINE_NS	DIAGRAM_NAMESPACE_NOT_WORD	UNRESOLVED_MULTIPANEL_HEADER	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	retain the header fragment without assigning it to left, middle, or right panel	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
84	L6_ASTRO_LOCAL_MODULE	F68_CENTRE_KEY_QUARANTINE_NS	DIAGRAM_NAMESPACE_NOT_WORD	UNRESOLVED_FACE_CENTRE_KEY	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	copy the key while leaving the choice among at least five visible face centres to the exemplar	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
85	L6_ASTRO_LOCAL_MODULE	F68_LOCAL_STAR_SLOT_NS	DIAGRAM_NAMESPACE_NOT_WORD	LOCAL_STAR_SLOT_POOL	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	address the drawn star locus directly; do not bind it to one common centre or panel	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
86	L6_ASTRO_LOCAL_MODULE	F68_CENTRAL_LEGEND_QUARANTINE_NS	DIAGRAM_NAMESPACE_NOT_WORD	UNRESOLVED_CENTRAL_LEGEND	Notiere Stationsklasse und Bedingungswert, ohne die 28 Sterne zu einer Folge zu zwingen.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f68r1	copy the central legend without making it owner of all star stations	the drawn panel, wheel, star locus, or local master key	Mehrere Zentren bleiben getrennt; kein seitenweites Zentrum und kein Schlüssel zu f69v.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
87	L6_ASTRO_LOCAL_MODULE	F69_LEFT_WHEEL_NS	DIAGRAM_NAMESPACE_NOT_WORD	LEFT_WHEEL_WITH_28_UNORDERED_SLOTS	Notiere bis zu drei getrennte Werte, wenn der Meister sie für denselben Auftrag zusammenstellt.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f69v	address ring text or one of the 28 editorial source slots directly	the drawn panel, wheel, star locus, or local master key	Die drei Werte werden nicht durch eine gezeichnete Kante verbunden; links ist keine Laufrichtung vorgegeben.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
88	L6_ASTRO_LOCAL_MODULE	F69_MIDDLE_WHEEL_NS	DIAGRAM_NAMESPACE_NOT_WORD	MIDDLE_WAVE_OR_CLOUD_WHEEL	Notiere bis zu drei getrennte Werte, wenn der Meister sie für denselben Auftrag zusammenstellt.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f69v	copy only the middle wheel's own ring text; no 28-slot inventory is licensed	the drawn panel, wheel, star locus, or local master key	Die drei Werte werden nicht durch eine gezeichnete Kante verbunden; links ist keine Laufrichtung vorgegeben.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
89	L6_ASTRO_LOCAL_MODULE	F69_RIGHT_WHEEL_NS	DIAGRAM_NAMESPACE_NOT_WORD	RIGHT_FACE_RAY_WHEEL	Notiere bis zu drei getrennte Werte, wenn der Meister sie für denselben Auftrag zusammenstellt.	NO_NAMESPACE_OVER_VISIBLE_GROUPS	f69v	copy only the right wheel's own ring text; no 28-slot inventory is licensed	the drawn panel, wheel, star locus, or local master key	Die drei Werte werden nicht durch eine gezeichnete Kante verbunden; links ist keine Laufrichtung vorgegeben.	experiments/yolo/sidequest_semantic_speakable_astro_thirty_sixth_edition/THIRTY_SIXTH_13_INSTRUMENT_MODULES.tsv
