occurrence_no	clause_id	instruction_id	record	page	action_component	frame_code	frame_conditioned_verb_de	trigger	narrowed_from_base	member_card_nos	source_position_ids	source_pass	component_values_changed
172	I054-C01	I054	B3	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC008	SRC_E247	PASS551	NO
173	I054-C02	I054	B3	f83r	CHD	TARGET_TRANSFER	umfüllen	CHD plus Ziel	YES	PROC134|PROC135	SRC_E248|SRC_E249	PASS551	NO
174	I054-C02	I054	B3	f83r	P	TARGET_FILL	einfüllen	P plus Ziel	YES	PROC134|PROC135	SRC_E248|SRC_E249	PASS553	NO
175	I055-C01	I055	B3	f83r	CHD	TRANSFER	umsetzen	CHD ohne engeren Rahmen	YES	PROC136	SRC_E250	PASS551	NO
176	I055-C01	I055	B3	f83r	SH	TIMED_HOLD	halten	SH plus Grad ohne Schluss	NO	PROC136	SRC_E250	PASS552	NO
177	I055-C02	I055	B3	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC008	SRC_E251	PASS551	NO
178	I055-C03	I055	B3	f83r	CHD	TRANSFER	umsetzen	CHD ohne engeren Rahmen	YES	PROC042	SRC_E252	PASS551	NO
179	I055-C04	I055	B3	f83r	SHED	COMMIT_SETTLE	absetzen lassen	SHED plus Schluss	YES	PROC137|PROC016|PROC078	SRC_E253|SRC_E254|SRC_E255	PASS552	NO
180	I056-C01	I056	B3	f83r	OK	MEASURED_CHARGE	einsetzen	OK plus Maß/Portion	YES	PROC038	SRC_E256	PASS551	NO
181	I056-C02	I056	B3	f83r	K	MEASURED_ADD	dosiert zugeben	K plus Maß/Portion	YES	PROC069	SRC_E257	PASS551	NO
182	I056-C03	I056	B3	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC117|PROC067	SRC_E258|SRC_E259	PASS551	NO
183	I057-C01	I057	B3	f83r	OK	FLOW_START	einleiten	OK plus Lauf/Durchlass	YES	PROC138	SRC_E260	PASS551	NO
184	I057-C02	I057	B3	f83r	SH	TIMED_REST	ruhen lassen	SH plus Grad und Schluss	YES	PROC139	SRC_E261	PASS552	NO
185	I058-C01	I058	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC120	SRC_E262	PASS551	NO
186	I058-C01	I058	B3	f83r	L	CLOSED_DRAIN	abführen	L plus Schluss	YES	PROC120	SRC_E262	PASS551	NO
187	I059-C01	I059	B3	f83r	L	GUIDE	führen	L ohne engeren Rahmen	YES	PROC140	SRC_E263	PASS551	NO
188	I059-C02	I059	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC091	SRC_E264	PASS551	NO
189	I059-C02	I059	B3	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC091	SRC_E264	PASS551	NO
190	I060-C01	I060	B3	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC100	SRC_E265	PASS551	NO
191	I061-C01	I061	B3	f83r	SHED	COMMIT_SETTLE	absetzen lassen	SHED plus Schluss	YES	PROC078	SRC_E266	PASS552	NO
192	I062-C01	I062	B3	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC141	SRC_E267	PASS551	NO
193	I062-C01	I062	B3	f83r	SH	TIMED_REST	ruhen lassen	SH plus Grad und Schluss	YES	PROC141	SRC_E267	PASS552	NO
194	I063-C01	I063	B3	f83r	CHD	TARGET_TRANSFER	umfüllen	CHD plus Ziel	YES	PROC055|PROC120	SRC_E268|SRC_E269	PASS551	NO
195	I063-C01	I063	B3	f83r	L	TARGET_GUIDE	hinleiten	L plus Ziel	YES	PROC055|PROC120	SRC_E268|SRC_E269	PASS551	NO
196	I064-C01	I064	B3	f83r	OK	MEASURED_CHARGE	einsetzen	OK plus Maß/Portion	YES	PROC038	SRC_E270	PASS551	NO
197	I064-C02	I064	B3	f83r	SHED	TARGET_DEPOSIT	ablagern	SHED plus Ziel	YES	PROC014|PROC055|PROC019|PROC009|PROC142	SRC_E271|SRC_E272|SRC_E273|SRC_E274|SRC_E275	PASS552	NO
198	I064-C03	I064	B3	f83r	SH	TIMED_HOLD	halten	SH plus Grad ohne Schluss	NO	PROC143	SRC_E276	PASS552	NO
199	I064-C04	I064	B3	f83r	CHD	TARGET_TRANSFER	umfüllen	CHD plus Ziel	YES	PROC019|PROC055|PROC014|PROC144	SRC_E277|SRC_E278|SRC_E279|SRC_E280	PASS551	NO
200	I065-C01	I065	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC145	SRC_E281	PASS551	NO
201	I066-C01	I066	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC120	SRC_E282	PASS551	NO
202	I066-C01	I066	B3	f83r	L	CLOSED_DRAIN	abführen	L plus Schluss	YES	PROC120	SRC_E282	PASS551	NO
203	I067-C01	I067	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC076	SRC_E283	PASS551	NO
204	I068-C01	I068	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC082	SRC_E284	PASS551	NO
205	I068-C01	I068	B3	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC082	SRC_E284	PASS551	NO
206	I069-C01	I069	B3	f83r	L	SOURCE_DRAIN	ableiten	L plus Quelle	YES	PROC146|PROC147	SRC_E285|SRC_E286	PASS551	NO
207	I069-C02	I069	B3	f83r	CHD	TRANSFER	umsetzen	CHD ohne engeren Rahmen	YES	PROC042	SRC_E287	PASS551	NO
208	I069-C03	I069	B3	f83r	OK	MEASURED_CHARGE	einsetzen	OK plus Maß/Portion	YES	PROC080	SRC_E288	PASS551	NO
209	I069-C04	I069	B3	f83r	R	TARGET_COOL	abkühlen lassen	R plus Ziel	YES	PROC014|PROC148	SRC_E289|SRC_E290	PASS552	NO
210	I069-C05	I069	B3	f83r	SOLK	COMMIT_COLLECT	auffangen und stehen lassen	SOLK plus Grad und Schluss	YES	PROC098	SRC_E291	PASS553	NO
211	I071-C01	I071	B3	f83r	OK	HOLD_ACTIVE	wirken lassen	OK plus Grad ohne Schluss	YES	PROC092	SRC_E293	PASS551	NO
212	I071-C02	I071	B3	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC067	SRC_E294	PASS551	NO
213	I072-C01	I072	B3	f83r	T	CONTINUE_ENTRY	eintragen	T in laufender Folge	NO	PROC013|PROC149	SRC_E295|SRC_E296	PASS553	NO
214	I072-C02	I072	B3	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC067	SRC_E297	PASS551	NO
215	I073-C01	I073	B3	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC008	SRC_E298	PASS551	NO
216	I073-C02	I073	B3	f83r	CHD	PATH_TRANSFER	durchleiten	CHD plus Lauf/Durchlass	YES	PROC009|PROC150	SRC_E299|SRC_E300	PASS551	NO
217	I073-C03	I073	B3	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC145	SRC_E301	PASS551	NO
218	I074-C01	I074	B3	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC100	SRC_E302	PASS551	NO
219	I075-C01	I075	B3	f83r	CHD	MEASURED_TRANSFER	abmessen und umsetzen	CHD plus Maß/Portion	YES	PROC151	SRC_E303	PASS551	NO
220	I075-C02	I075	B3	f83r	CHD	MEASURED_TRANSFER	abmessen und umsetzen	CHD plus Maß/Portion	YES	PROC042|PROC152|PROC112|PROC135	SRC_E304|SRC_E305|SRC_E306|SRC_E307	PASS551	NO
221	I076-C01	I076	B3	f83r	L	CLOSED_DRAIN	abführen	L plus Schluss	YES	PROC108	SRC_E308	PASS551	NO
222	I077-C01	I077	B3	f83r	T	PROCESS_ENTRY	eintragen	T plus Arbeitsstoff	NO	PROC097|PROC014|PROC004	SRC_E309|SRC_E310|SRC_E311	PASS553	NO
223	I077-C02	I077	B3	f83r	SHED	TARGET_DEPOSIT	ablagern	SHED plus Ziel	YES	PROC112|PROC153|PROC078	SRC_E312|SRC_E313|SRC_E314	PASS552	NO
224	I078-C01	I078	B4	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC100	SRC_E315	PASS551	NO
225	I079-C01	I079	B4	f83r	OK	HOLD_ACTIVE	wirken lassen	OK plus Grad ohne Schluss	YES	PROC154|PROC092	SRC_E316|SRC_E317	PASS551	NO
226	I079-C02	I079	B4	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC067	SRC_E318	PASS551	NO
227	I080-C01	I080	B4	f83r	CHD	TRANSFER	umsetzen	CHD ohne engeren Rahmen	YES	PROC042	SRC_E319	PASS551	NO
228	I080-C02	I080	B4	f83r	OK	TARGET_APPLY	anlegen	OK plus Zielstelle/Arbeitsfach	YES	PROC131|PROC065|PROC092	SRC_E320|SRC_E321|SRC_E322	PASS551	NO
229	I080-C03	I080	B4	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC008	SRC_E323	PASS551	NO
230	I080-C04	I080	B4	f83r	SHED	COMMIT_SETTLE	absetzen lassen	SHED plus Schluss	YES	PROC013|PROC078	SRC_E324|SRC_E325	PASS552	NO
231	I081-C01	I081	B4	f83r	LD	FASTEN	festbinden	gelernter Fachkern	YES	PROC155	SRC_E326	PASS553	NO
232	I081-C01	I081	B4	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC155	SRC_E326	PASS551	NO
233	I082-C01	I082	B4	f83r	CHD	MEASURED_TRANSFER	abmessen und umsetzen	CHD plus Maß/Portion	YES	PROC156|PROC042	SRC_E327|SRC_E328	PASS551	NO
234	I082-C02	I082	B4	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC100	SRC_E329	PASS551	NO
235	I083-C01	I083	B4	f83r	SH	PATH_HOLD	zurückhalten	SH plus Lauf/Durchlass	YES	PROC099	SRC_E330	PASS552	NO
236	I084-C01	I084	B4	f83r	SH	PATH_HOLD	zurückhalten	SH plus Lauf/Durchlass	YES	PROC099	SRC_E331	PASS552	NO
237	I085-C01	I085	B4	f83r	CHK	HOLD_WARM	warm halten	CHK plus Grad	YES	PROC009|PROC046	SRC_E332|SRC_E333	PASS552	NO
238	I085-C02	I085	B4	f83r	SH	TIMED_HOLD	halten	SH plus Grad ohne Schluss	NO	PROC157	SRC_E334	PASS552	NO
239	I085-C03	I085	B4	f83r	OK	TIMED_APPLICATION	einwirken lassen	OK plus Grad und Schluss	YES	PROC067	SRC_E335	PASS551	NO
240	I086-C01	I086	B4	f83r	SHED	COMMIT_SETTLE	absetzen lassen	SHED plus Schluss	YES	PROC078	SRC_E336	PASS552	NO
241	I088-C01	I088	B4	f83r	CHK	HOLD_WARM	warm halten	CHK plus Grad	YES	PROC009|PROC083	SRC_E338|SRC_E339	PASS552	NO
242	I088-C02	I088	B4	f83r	OK	HOLD_ACTIVE	wirken lassen	OK plus Grad ohne Schluss	YES	PROC158	SRC_E340	PASS551	NO
243	I088-C03	I088	B4	f83r	OK	MEASURED_CHARGE	einsetzen	OK plus Maß/Portion	YES	PROC080	SRC_E341	PASS551	NO
244	I088-C04	I088	B4	f83r	CHD	TRANSFER	umsetzen	CHD ohne engeren Rahmen	YES	PROC042	SRC_E342	PASS551	NO
245	I088-C05	I088	B4	f83r	K	COMMIT_ADD	zugeben	K plus Schluss	YES	PROC013|PROC159	SRC_E343|SRC_E344	PASS551	NO
246	I088-C05	I088	B4	f83r	L	CLOSED_DRAIN	abführen	L plus Schluss	YES	PROC013|PROC159	SRC_E343|SRC_E344	PASS551	NO
247	I089-C01	I089	B4	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC120	SRC_E345	PASS551	NO
248	I089-C01	I089	B4	f83r	L	CLOSED_DRAIN	abführen	L plus Schluss	YES	PROC120	SRC_E345	PASS551	NO
249	I090-C01	I090	B4	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC160	SRC_E346	PASS551	NO
250	I090-C02	I090	B4	f83r	SHED	COMMIT_SETTLE	absetzen lassen	SHED plus Schluss	YES	PROC078	SRC_E347	PASS552	NO
251	I092-C01	I092	B4	f83r	OK	MEASURED_CHARGE	einsetzen	OK plus Maß/Portion	YES	PROC080	SRC_E352	PASS551	NO
252	I092-C02	I092	B4	f83r	SH	TIMED_HOLD	halten	SH plus Grad ohne Schluss	NO	PROC031	SRC_E353	PASS552	NO
253	I092-C03	I092	B4	f83r	K	MEASURED_ADD	dosiert zugeben	K plus Maß/Portion	YES	PROC069	SRC_E354	PASS551	NO
254	I092-C04	I092	B4	f83r	CH	PATH_DRAW	ablaufen lassen	CH plus Lauf/Durchlass	YES	PROC163	SRC_E355	PASS552	NO
255	I092-C05	I092	B4	f83r	SOLK	COLLECT	auffangen	SOLK ohne engeren Rahmen	NO	PROC164	SRC_E356	PASS553	NO
256	I092-C06	I092	B4	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC120	SRC_E357	PASS551	NO
257	I092-C06	I092	B4	f83r	L	CLOSED_DRAIN	abführen	L plus Schluss	YES	PROC120	SRC_E357	PASS551	NO
258	I093-C01	I093	B4	f83r	K	MEASURED_ADD	dosiert zugeben	K plus Maß/Portion	YES	PROC070	SRC_E358	PASS551	NO
259	I093-C02	I093	B4	f83r	K	TARGET_FEED	zuführen	K plus Ziel	YES	PROC055|PROC165	SRC_E359|SRC_E360	PASS551	NO
260	I093-C03	I093	B4	f83r	SHED	COMMIT_SETTLE	absetzen lassen	SHED plus Schluss	YES	PROC078	SRC_E361	PASS552	NO
261	I094-C01	I094	B5	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC166	SRC_E362	PASS551	NO
262	I095-C01	I095	B5	f83r	CHD	COMMIT_TRANSFER	überführen	CHD plus Schluss	YES	PROC082	SRC_E363	PASS551	NO
263	I095-C01	I095	B5	f83r	OK	ACTIVATE	einsetzen	OK ohne engeren Adressrahmen	YES	PROC082	SRC_E363	PASS551	NO
264	I096-C01	I096	B5	f83r	SHED	TARGET_DEPOSIT	ablagern	SHED plus Ziel	YES	PROC142	SRC_E364	PASS552	NO
265	I096-C02	I096	B5	f83r	L	TARGET_GUIDE	hinleiten	L plus Ziel	YES	PROC055|PROC013|PROC167	SRC_E365|SRC_E366|SRC_E367	PASS551	NO
266	I096-C03	I096	B5	f83r	CHD	TARGET_TRANSFER	umfüllen	CHD plus Ziel	YES	PROC168	SRC_E368	PASS551	NO
267	I096-C04	I096	B5	f83r	CHD	MEASURED_TRANSFER	abmessen und umsetzen	CHD plus Maß/Portion	YES	PROC009|PROC013|PROC169|PROC042	SRC_E369|SRC_E370|SRC_E371|SRC_E372	PASS551	NO
268	I097-C01	I097	B6	f83r	SOLK	COLLECT	auffangen	SOLK ohne engeren Rahmen	NO	PROC170	SRC_E373	PASS553	NO
269	I097-C02	I097	B6	f83r	K	ADD	zugeben	K ohne engeren Rahmen	YES	PROC171	SRC_E374	PASS551	NO
270	I097-C03	I097	B6	f83r	R	TARGET_COOL	abkühlen lassen	R plus Ziel	YES	PROC172	SRC_E375	PASS552	NO
271	I097-C04	I097	B6	f83r	L	TARGET_GUIDE	hinleiten	L plus Ziel	YES	PROC013|PROC009|PROC013|PROC156|PROC019|PROC173	SRC_E376|SRC_E377|SRC_E378|SRC_E379|SRC_E380|SRC_E381	PASS551	NO
