construction_span_id	rule_id	family	page	physical_folio	locus	left_token_ordinal	right_token_ordinal	line_token_count	span_line_position	paragraph_first_span	paragraph_last_span	section	language	hand	left_surface	right_surface	exact_span_eva	fused_counterpart_surface	fused_counterpart_reader_exact_occurrences	value_label	immediate_left_context	immediate_right_context	written_line_eva	exact_pair_global_count	left_exact_right_contexts	pair_conditional_rate	right_surface_global_pair_baseline	descriptive_lift	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	rationale	claim_scope	reader_exact_left	reader_exact_right	exact_span_render_once	confirmed_plaintext	component_export_credit
G759-S0050	Q03	QUANTITY_VALUE	f113r	f113	f113r.15	3	4	5	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	chs	chaiiin	chol chs s aiin chaiiin	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0051	Q03	QUANTITY_VALUE	f113r	f113	f113r.43	6	7	14	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	al	cheeey	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0052	Q08	QUANTITY_VALUE	f113v	f113	f113v.30	3	4	13	MIDDLE	0	0	S	B	3	or	aiiin	or aiiin	oraiiin	1	IV	qoeey	okeeo	ysheey qoeey or aiiin okeeo l otain ar ol okaiiin aiin shody otcham	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0053	Q11	QUANTITY_VALUE	f113v	f113	f113v.40	5	6	12	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	oteey	otaiin	oraiin cheor alkain oteey ar aiin otaiin okeey lkeeedy qo oeeey aiin	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0054	Q07	QUANTITY_VALUE	f113v	f113	f113v.43	5	6	12	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	lkeees	otaiin	ycheo l keey lkeees or aiin otaiin chkain olar olchedy qok aiinos	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0055	Q02	QUANTITY_VALUE	f114r	f114	f114r.23	8	9	10	MIDDLE	0	0	S	B	3	s	ain	s ain	sain	53	II	al	ches	or cheo al taiin qokedaiin oeain al s ain ches	1	99	0.010101	0.003182	3.174576	zwei Drachmen	zwei gleiche Teile	zwei Unzen	C0_SINGLETON_PAIR	Ein getrenntes Paar und die produktive fusionierte s-Wert-Familie tragen eine Einheit-plus-Wert-Lesung; die konkrete Einheit bleibt austauschbar.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0056	Q07	QUANTITY_VALUE	f114r	f114	f114r.37	2	3	13	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	odar	otshedy	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0057	Q11	QUANTITY_VALUE	f114v	f114	f114v.28	5	6	7	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	chees	chetam	tchedy shdo qotched chees ar aiin chetam	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0058	Q03	QUANTITY_VALUE	f114v	f114	f114v.7	5	6	10	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	cheey	chedky	ytedshedy otaiin cheedar cheey s aiin chedky chedaiin shod chokchedy	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0059	Q11	QUANTITY_VALUE	f115r	f115	f115r.24	4	5	14	MIDDLE	0	0	S	B	@	ar	aiin	ar aiin	araiin	4	III	or	cheey	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0060	Q12	QUANTITY_VALUE	f115r	f115	f115r.26	5	6	12	MIDDLE	0	0	S	B	@	ar	aiiin	ar aiiin	araiiin	0	IV	s	chotchdy	ksheoary otchey qoteeo s ar aiiin chotchdy qodair sheol pchedy dal dalom	6	176	0.034091	0.002161	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0061	Q12	QUANTITY_VALUE	f116r	f116	f116r.2	8	9	14	MIDDLE	0	0	S	B	3	ar	aiiin	ar aiiin	araiiin	0	IV	lar	oky	shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam	6	176	0.034091	0.002161	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0062	Q03	QUANTITY_VALUE	f17v	f17	f17v.7	6	7	7	MIDDLE	0	0	H	A	1	s	aiin	s aiin	saiin	89	III	os	LINE_EDGE	sor chkeey poiis cheor os s aiin	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0063	Q03	QUANTITY_VALUE	f26r	f26	f26r.7	6	7	12	MIDDLE	0	0	H	B	2	s	aiin	s aiin	saiin	89	III	ypchseds	sha	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0064	Q03	QUANTITY_VALUE	f31r	f31	f31r.2	5	6	8	MIDDLE	0	0	H	B	2	s	aiin	s aiin	saiin	89	III	qokees	shekeey	dcheey daiin okeedy qokees s aiin shekeey qef	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0065	Q07	QUANTITY_VALUE	f33r	f33	f33r.5	2	3	13	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	pair	otaiin	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0066	Q07	QUANTITY_VALUE	f33r	f33	f33r.7	4	5	9	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	aiin	cheekaiin	dar chos aiin or aiin cheekaiin okain ar okeeey	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0067	Q07	QUANTITY_VALUE	f33v	f33	f33v.9	2	3	14	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	sar	chor	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0068	Q11	QUANTITY_VALUE	f33v	f33	f33v.9	10	11	14	MIDDLE	0	0	H	B	2	ar	aiin	ar aiin	araiin	4	III	chckhy	okain	sar or aiin chor or shkair shol or chckhy ar aiin okain dal dy	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0069	Q12	QUANTITY_VALUE	f34r	f34	f34r.13	9	10	11	MIDDLE	0	0	H	B	2	ar	aiiin	ar aiiin	araiiin	0	IV	chor	daly	ykeo lor ochey oly okaly kechdy qokchdy chor ar aiiin daly	6	176	0.034091	0.002161	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0070	Q03	QUANTITY_VALUE	f34v	f34	f34v.11	3	4	7	MIDDLE	0	0	H	B	2	s	aiin	s aiin	saiin	89	III	ody	okey	yshos ody s aiin okey okal shedy	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0071	Q11	QUANTITY_VALUE	f39r	f39	f39r.11	2	3	12	MIDDLE	0	0	H	B	2	ar	aiin	ar aiin	araiin	4	III	dshdy	y	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0072	Q07	QUANTITY_VALUE	f39v	f39	f39v.1	9	10	12	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	kar	dolky	pdair chdy fdykain or air sheykaiiin ofchy kar or aiin dolky oshdy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0073	Q07	QUANTITY_VALUE	f39v	f39	f39v.3	7	8	11	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	saiin	qokaiin	daiin chor okain okaii fchody saiin or aiin qokaiin ytodaiin okam	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0074	Q07	QUANTITY_VALUE	f39v	f39	f39v.5	6	7	14	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	otar	okaiin	ytedykor or sheky kain otar or aiin okaiin ckhol ol kor oto r ofchy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0075	Q10	QUANTITY_VALUE	f39v	f39	f39v.9	4	5	13	MIDDLE	0	0	H	B	2	ar	ain	ar ain	arain	0	II	dal	cheor	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	5	176	0.028409	0.003182	8.928495	zwei Anteile	zwei Portionen	Wertstufe II	C1_RECURRENT_PAIR	Fünf getrennte Vorkommen tragen die Anteil-plus-Wert-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0076	Q03	QUANTITY_VALUE	f3r	f3	f3r.20	5	6	9	MIDDLE	0	0	H	A	1	s	aiin	s aiin	saiin	89	III	chol	okol	ycheor chol odaiin chol s aiin okol or am	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0077	Q07	QUANTITY_VALUE	f40r	f40	f40r.4	1	2	10	FIRST	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	LINE_EDGE	chekody	or aiin chekody dar qokol okaiin okar oky okoldy ol	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0078	Q08	QUANTITY_VALUE	f40v	f40	f40v.15	3	4	10	MIDDLE	0	0	H	B	2	or	aiiin	or aiiin	oraiiin	1	IV	qody	o	qokchey qody or aiiin o kaiin o ckhy sheod faimy	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0079	Q07	QUANTITY_VALUE	f43v	f43	f43v.12	10	11	12	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	oteol	odain	yshee kedy dar chey qotedy etaiin chedy cthey oteol or aiin odain	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0080	Q03	QUANTITY_VALUE	f46r	f46	f46r.3	9	10	13	MIDDLE	0	0	H	B	2	s	aiin	s aiin	saiin	89	III	qokol	shee	daiin shor ykal chey daiin she dalshedy qokol s aiin shee ykar daiin	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0081	Q06	QUANTITY_VALUE	f48v	f48	f48v.6	8	9	15	MIDDLE	0	0	H	B	5	or	ain	or ain	orain	14	II	ol	otal	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am	1	181	0.005525	0.003182	1.736370	zwei Portionen	zwei Anteile	Wertstufe II	C1_BOUNDARY_SUPPORTED	Das getrennte Paar hat eine vollständig normalisierte orain-Grenzbrücke; die fusionierte Form ist wiederholt.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0082	Q03	QUANTITY_VALUE	f54v	f54	f54v.7	4	5	6	MIDDLE	0	0	H	A	1	s	aiin	s aiin	saiin	89	III	qoctheol	qotchy	daiin sheody qoctheol s aiin qotchy	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0083	Q07	QUANTITY_VALUE	f55r	f55	f55r.2	2	3	12	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	okair	chody	okair or aiin chody ykair y qokar okar ol ykar ar al	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0084	Q07	QUANTITY_VALUE	f55r	f55	f55r.5	2	3	10	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	y	okal	y or aiin okal chol kchoy pchtchdy oaiin okasor olkam	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0085	Q03	QUANTITY_VALUE	f55v	f55	f55v.10	3	4	12	MIDDLE	0	0	H	B	2	s	aiin	s aiin	saiin	89	III	ol	okaiin	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0086	Q07	QUANTITY_VALUE	f55v	f55	f55v.9	6	7	10	MIDDLE	0	0	H	B	2	or	aiin	or aiin	oraiin	21	III	or	okaiin	ykaky qokchy okal chey or or aiin okaiin ykain otaky	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0087	Q03	QUANTITY_VALUE	f58v	f58	f58v.27	2	3	11	MIDDLE	0	0	S	A	3	s	aiin	s aiin	saiin	89	III	qokar	al	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0088	Q07	QUANTITY_VALUE	f58v	f58	f58v.4	1	2	12	FIRST	0	0	S	A	3	or	aiin	or aiin	oraiin	21	III	LINE_EDGE	okair	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0089	Q11	QUANTITY_VALUE	f76r	f76	f76r.15	5	6	13	MIDDLE	0	0	T	B	2	ar	aiin	ar aiin	araiin	4	III	al	ar	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0090	Q10	QUANTITY_VALUE	f76r	f76	f76r.15	7	8	13	MIDDLE	0	0	T	B	2	ar	ain	ar ain	arain	0	II	aiin	chckheed	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	5	176	0.028409	0.003182	8.928495	zwei Anteile	zwei Portionen	Wertstufe II	C1_RECURRENT_PAIR	Fünf getrennte Vorkommen tragen die Anteil-plus-Wert-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0091	Q03	QUANTITY_VALUE	f78r	f78	f78r.37	3	4	7	MIDDLE	0	0	B	B	2	s	aiin	s aiin	saiin	89	III	ol	shee	osal ol s aiin shee aiin oly	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0092	Q04	QUANTITY_VALUE	f78v	f78	f78v.29	7	8	11	MIDDLE	0	0	B	B	2	s	aiiin	s aiiin	saiiin	1	IV	al	ol	lchedy otchey qol chedy lr al s aiiin ol shedy ary	1	99	0.010101	0.002161	4.673681	vier Drachmen	vier gleiche Teile	vier Unzen	C0_SINGLETON_PAIR	Ein getrenntes Paar hält die Wert-IV-Erweiterung offen; die konkrete Einheit ist nicht identifiziert.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0093	Q07	QUANTITY_VALUE	f79r	f79	f79r.13	7	8	9	MIDDLE	0	0	B	B	2	or	aiin	or aiin	oraiin	21	III	qotar	ol	pshorol shckhy qotshdy qokaldy opchedy qotar or aiin ol	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0094	Q07	QUANTITY_VALUE	f79v	f79	f79v.39	5	6	10	MIDDLE	0	0	B	B	2	or	aiin	or aiin	oraiin	21	III	or	yefaiin	qokeedy ykeey sheey or or aiin yefaiin chy dor yty	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0095	Q03	QUANTITY_VALUE	f85r1	f85	f85r1.13	8	9	12	MIDDLE	0	0	T	B	2	s	aiin	s aiin	saiin	89	III	ol	ol	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0096	Q07	QUANTITY_VALUE	f85r1	f85	f85r1.33	7	8	11	MIDDLE	0	0	T	B	2	or	aiin	or aiin	oraiin	21	III	otedy	otar	raraiiin shey osaiin otar ytar otedy or aiin otar olar olkeedy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0097	Q07	QUANTITY_VALUE	f85r2	f85	f85r2.2	3	4	5	MIDDLE	0	0	C	B	2	or	aiin	or aiin	oraiin	21	III	or	opchdy	sain or or aiin opchdy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0098	Q07	QUANTITY_VALUE	f85r2	f85	f85r2.20	1	2	8	FIRST	0	0	C	B	2	or	aiin	or aiin	oraiin	21	III	LINE_EDGE	ckheda	or aiin ckheda or ain olchey qokal shedy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0099	Q11	QUANTITY_VALUE	f86v3	f86	f86v3.14	1	2	7	FIRST	0	0	C	B	2	ar	aiin	ar aiin	araiin	4	III	LINE_EDGE	shodain	ar aiin shodain shor chalkar shekshol okchor	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
