group_serial	page	locus	visible_owner	namespace_id	visible_surface	exact_prose_card_id	exact_prose_value_de	is_herbal_bio_bridge_card	astro_local_reading_de	cross_register_rule
87	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	giin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
88	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	okol	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
89	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	ytor	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
90	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
91	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	F67_LEFT_WHEEL_NS	or	MC080	Ansatz	YES	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
92	f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	F67_LEFT_WHEEL_NS	ytoaiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
93	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	otoldos	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
94	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	F67_LEFT_WHEEL_NS	octhole	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
95	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	sor	MC080	Ansatz	YES	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
96	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	chedaiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
97	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	F67_LEFT_WHEEL_NS	dy	MC123	dies	YES	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
98	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	yteos	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
99	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	oiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
100	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	F67_LEFT_WHEEL_NS	og	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_40: Grundgrad.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
101	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	ytoeopchey	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
102	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	F67_LEFT_WHEEL_NS	chekody	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
103	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	sosho	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
104	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	chos	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
105	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	F67_LEFT_WHEEL_NS	ockhy	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
106	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
107	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
108	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	os	MC159	Aufnahmegefäß	NO	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
109	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	F67_LEFT_WHEEL_NS	qsg	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
110	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	ofydy	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
111	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	sheody	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
112	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
113	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	ycheody	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
114	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	es	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
115	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	F67_LEFT_WHEEL_NS	odaiiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
116	f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	yekees	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
117	f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	F67_LEFT_WHEEL_NS	oraly	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
118	f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	F67_LEFT_WHEEL_NS	yfain	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
119	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	todaiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
120	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	dain	MC059	Einlage	NO	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
121	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	F67_LEFT_WHEEL_NS	dy	MC123	dies	YES	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
122	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	os	MC159	Aufnahmegefäß	NO	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
123	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	choer	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
124	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
125	f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	choeea	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
126	f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	F67_LEFT_WHEEL_NS	sal	MC154	dorthin	YES	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
127	f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	F67_LEFT_WHEEL_NS	dadaiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
128	f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	qotoear	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
129	f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	dchdar	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
130	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	y	MC123	dies	YES	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
131	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	saldal	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
132	f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	ytodal	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
133	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	tol	MC153	weiter	YES	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
134	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
135	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	otar	MC121	Folgequelle	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
136	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	dy	MC123	dies	YES	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
137	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	cho	MC034	weitere Zutat	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
138	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	dal	MC154	dorthin	YES	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
139	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	g	NONE	NONE	NO	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
140	f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	F67_LEFT_WHEEL_NS	ytchodly	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
141	f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	F67_LEFT_WHEEL_NS	octhys	NONE	NONE	NO	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
142	f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	F67_LEFT_WHEEL_NS	ytokar	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
143	f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	F67_LEFT_WHEEL_NS	otolor	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
144	f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	F67_LEFT_WHEEL_NS	okodar	NONE	NONE	NO	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
145	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	s	NONE	NONE	NO	A1_RIGHT_PHASE_STATION_01: Nebenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
146	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	air	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
147	f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	F67_RIGHT_WHEEL_NS	soear	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
148	f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	F67_RIGHT_WHEEL_NS	cpheey	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
149	f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	F67_RIGHT_WHEEL_NS	okodar	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
150	f67r2	f67r2.68	A1_RIGHT_PHASE_STATION_05	F67_RIGHT_WHEEL_NS	oepchod	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
151	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	s	NONE	NONE	NO	A1_RIGHT_PHASE_STATION_06: Nebenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
152	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	ay	NONE	NONE	NO	A1_RIGHT_PHASE_STATION_06: aktueller Hauptwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
153	f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	F67_RIGHT_WHEEL_NS	osar	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
154	f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	F67_RIGHT_WHEEL_NS	oran	NONE	NONE	NO	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
155	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	dar	MC055	davon	YES	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
156	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	aldaiin	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
157	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydaiin	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
158	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	qkoy	NONE	NONE	NO	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
159	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydaiin	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
160	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	qofair	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
161	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ypair	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
162	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ykoaiin	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
163	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydoly	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
164	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ytalchos	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
165	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	oly	NONE	NONE	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
166	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	okey	MC007	kurz einwirken	NO	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
167	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	sshey	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
168	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	sy	MC123	dies	YES	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
169	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	shees	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
170	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	qeykeey	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
171	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ykchey	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
