original	context_index	variant	case	decision	full_world_solver	independent_meaning_capacity
L02_100	4	10	WRAP38	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	10	WRAP38	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	10	WRAP38	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	10	WRAP38	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	12	WRAP39	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	12	WRAP39	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	12	WRAP39	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	12	WRAP39	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	12	WRAP39	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	12	WRAP39	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	14	WRAP40	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	14	WRAP40	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	14	WRAP40	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	14	WRAP40	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	14	WRAP40	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	14	WRAP40	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	2	4	WRAP41	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	2	4	WRAP41	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	2	4	WRAP41	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	2	4	WRAP41	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	2	4	WRAP41	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	2	4	WRAP41	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	2	6	WRAP42	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	2	6	WRAP42	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	2	6	WRAP42	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	2	6	WRAP42	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	2	6	WRAP42	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	2	6	WRAP42	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	2	12	WRAP43	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	2	12	WRAP43	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	2	12	WRAP43	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	2	12	WRAP43	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	2	12	WRAP43	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	2	12	WRAP43	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	2	14	WRAP44	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	2	14	WRAP44	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	2	14	WRAP44	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	2	14	WRAP44	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	2	14	WRAP44	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	2	14	WRAP44	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	4	4	WRAP45	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	4	4	WRAP45	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	4	4	WRAP45	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	4	4	WRAP45	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	4	4	WRAP45	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	4	4	WRAP45	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	4	6	WRAP46	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	4	6	WRAP46	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	4	6	WRAP46	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	4	6	WRAP46	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	4	6	WRAP46	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	4	6	WRAP46	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	4	12	WRAP47	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	4	12	WRAP47	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	4	12	WRAP47	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	4	12	WRAP47	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	4	12	WRAP47	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	4	12	WRAP47	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_028	4	14	WRAP48	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_038	4	14	WRAP48	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_103	4	14	WRAP48	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_123	4	14	WRAP48	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_188	4	14	WRAP48	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_198	4	14	WRAP48	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_054	2	0	WRAP49	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_057	2	0	WRAP49	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_064	2	0	WRAP49	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_070	2	0	WRAP49	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_077	2	0	WRAP49	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_080	2	0	WRAP49	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_054	2	2	WRAP50	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_057	2	2	WRAP50	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_064	2	2	WRAP50	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_070	2	2	WRAP50	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_077	2	2	WRAP50	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_080	2	2	WRAP50	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_054	4	0	WRAP51	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_057	4	0	WRAP51	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_064	4	0	WRAP51	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_070	4	0	WRAP51	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_077	4	0	WRAP51	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_080	4	0	WRAP51	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_054	4	2	WRAP52	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_057	4	2	WRAP52	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_064	4	2	WRAP52	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_070	4	2	WRAP52	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_077	4	2	WRAP52	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_080	4	2	WRAP52	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
