complete_assignment_id	label_id	source_event_id	physical_page	locus	surface	content_class	gdt466_hybrid_status	assignment_mode	transferable	complete_template_id	surface_template_id	component_template_id	topology_id	surface_template	component_template	meaning_template_de	slot_topology	source_recipe	source_reading_de	cold_route	cold_recipe	template_familiarity_state	template_familiarity_rank	runtime_exact_label_rank	exact_package_dependency
G472-A045	G466-L045	P1008-E0359	f72r	f72r3.8	ypaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T052	G472-T052	G472-C052	G472-P20	{NAME_1}aiin	{NAME_1} · AIIN	{NAME_1} · WERT	{NAME_1} · SUFFIX	AIIN	[STERNSTELLENNAME:yp] · WERT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIIN	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A046	G466-L046	P1008-E0360	f72r	f72r3.8	alaly	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T001	G472-T001	G472-C001	G472-P07	alaly	AL · AL+Y	ZIELORT · ZIELORT · POSTEN	PREFIX · SUFFIX	AL+AL+Y	ZIELORT · ZIELORT · POSTEN	CALIBRATED_FULL_FUNCTION_FORMULA	AL+AL+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A047	G466-L047	P1008-E0363	f72r	f72r3.10	oeeodaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T075	G472-T075	G472-C052	G472-P20	{NAME_1}daiin	{NAME_1} · AIIN	{NAME_1} · WERT	{NAME_1} · SUFFIX	AIIN	[STERNSTELLENNAME:oeeo] · WERT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A048	G466-L048	P1008-E0364	f72r	f72r3.11	ofsholdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T009	G472-T009	G472-C009	G472-P03	ofshol{NAME_1}	O+LOCAL_CHAR_F · SH · OL · {NAME_1}	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · {NAME_1}	PREFIX · INTERNAL · INTERNAL · {NAME_1}	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	O+LOCAL_CHAR_F+SH+OL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A049	G466-L049	P1008-E0365	f72r	f72r3.12	opoeey	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T077	G472-T077	G472-C076	G472-P20	{NAME_1}eey	{NAME_1} · EE+Y	{NAME_1} · GRAD II · POSTEN	{NAME_1} · SUFFIX	EE+Y	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	EE+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A050	G466-L050	P1008-E0367	f72r	f72r3.13	ykolairol	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T081	G472-T081	G472-C079	G472-P14	{NAME_1}olairol	{NAME_1} · OL · AIR · OL	{NAME_1} · FORTSETZEN · BAHN · FORTSETZEN	{NAME_1} · INTERNAL · INTERNAL · SUFFIX	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL+AIR+OL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A051	G466-L051	P1008-E0409	f72r	f72r3.15	oralkam	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T030	G472-T030	G472-C030	G472-P06	oral{NAME_1}am	OR · AL · {NAME_1} · AM_ADDR	EINHEIT · ZIELORT · {NAME_1} · HIER	PREFIX · INTERNAL · {NAME_1} · SUFFIX	OR+AL+AM_ADDR	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR+AL+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A052	G466-L052	P1008-E0410	f72r	f72r3.16	ytairal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T055	G472-T055	G472-C055	G472-P16	{NAME_1}airal	{NAME_1} · AIR · AL	{NAME_1} · BAHN · ZIELORT	{NAME_1} · INTERNAL · SUFFIX	AIR+AL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIR+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A053	G466-L053	P1008-E0411	f72r	f72r3.17	oeeesaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T052	G472-T052	G472-C052	G472-P20	{NAME_1}aiin	{NAME_1} · AIIN	{NAME_1} · WERT	{NAME_1} · SUFFIX	AIIN	[STERNSTELLENNAME:oeees] · WERT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIIN	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A054	G466-L054	P1008-E0414	f72r	f72r3.19	fydy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T087	G472-T087	G472-C085	G472-P20	{NAME_1}ydy	{NAME_1} · Y+DY	{NAME_1} · POSTEN · SCHLUSS	{NAME_1} · SUFFIX	Y+DY	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	Y+DY	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A055	G466-L055	P1008-E0415	f72r	f72r3.20	of	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T007	G472-T007	G472-C007	G472-P01	of	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER	PREFIX	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER	CALIBRATED_FULL_FUNCTION_FORMULA	O+LOCAL_CHAR_F	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A056	G466-L056	P1008-E0417	f72r	f72r3.20	eeesaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T061	G472-T061	G472-C063	G472-P20	{NAME_1}aly	{NAME_1} · AL+Y	{NAME_1} · ZIELORT · POSTEN	{NAME_1} · SUFFIX	AL+Y	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+Y	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	0	NONE
G472-A057	G466-L057	P1008-E0418	f72r	f72r3.21	ykaraiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T066	G472-T066	G472-C066	G472-P16	{NAME_1}araiin	{NAME_1} · AR · AIIN	{NAME_1} · AUSGANG · WERT	{NAME_1} · INTERNAL · SUFFIX	AR+AIIN	[STERNSTELLENNAME:yk] · AUSGANG · WERT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR+AIIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A058	G466-L058	P1008-E0421	f72r	f72r3.23	orara	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T031	G472-T031	G472-C031	G472-P05	orar{NAME_1}	OR · AR · {NAME_1}	EINHEIT · AUSGANG · {NAME_1}	PREFIX · INTERNAL · {NAME_1}	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR+AR	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A059	G466-L059	P1008-E0423	f72r	f72r3.24	olay	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T025	G472-T025	G472-C025	G472-P08	ol{NAME_1}	OL · {NAME_1}	FORTSETZEN · {NAME_1}	PREFIX · {NAME_1}	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A060	G466-L060	P1008-E0424	f72r	f72r3.25	olfsheoral	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T029	G472-T029	G472-C029	G472-P11	ol{NAME_1}sh{NAME_2}al	OL · {NAME_1} · SH · {NAME_2} · AL	FORTSETZEN · {NAME_1} · HALTEN · {NAME_2} · ZIELORT	PREFIX · {NAME_1} · INTERNAL · {NAME_2} · SUFFIX	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL+SH+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A061	G466-L061	P1008-E0452	f72r	f72r3.27	opalal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T057	G472-T057	G472-C057	G472-P16	{NAME_1}alal	{NAME_1} · AL · AL	{NAME_1} · ZIELORT · ZIELORT	{NAME_1} · INTERNAL · SUFFIX	AL+AL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+AL	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A062	G466-L062	P1008-E0453	f72r	f72r3.28	yfary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T069	G472-T069	G472-C069	G472-P17	{NAME_1}ar{NAME_2}	{NAME_1} · AR · {NAME_2}	{NAME_1} · AUSGANG · {NAME_2}	{NAME_1} · INTERNAL · {NAME_2}	AR	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A063	G466-L063	P1008-E0454	f72r	f72r3.29	oraiiral	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T032	G472-T032	G472-C032	G472-P12	or{NAME_1}al	OR · {NAME_1} · AL	EINHEIT · {NAME_1} · ZIELORT	PREFIX · {NAME_1} · SUFFIX	OR+AL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A064	G466-L064	P1008-E0455	f72r	f72r3.30	ytoar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T065	G472-T065	G472-C065	G472-P20	{NAME_1}ar	{NAME_1} · AR	{NAME_1} · AUSGANG	{NAME_1} · SUFFIX	AR	[STERNSTELLENNAME:yto] · AUSGANG	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A065	G466-L065	P1008-E0457	f72r	f72r3.31	octho	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T074	G472-T074	G472-C073	G472-P17	{NAME_1}cth{NAME_2}	{NAME_1} · CH+T · {NAME_2}	{NAME_1} · NEHMEN · EINSTELLEN · {NAME_2}	{NAME_1} · INTERNAL · {NAME_2}	CH+T	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CH+T	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A066	G466-L066	P1008-E0459	f72r	f72r3.33	oletal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T026	G472-T026	G472-C026	G472-P12	ol{NAME_1}al	OL · {NAME_1} · AL	FORTSETZEN · {NAME_1} · ZIELORT	PREFIX · {NAME_1} · SUFFIX	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A067	G466-L067	P1003-E0081	f77r	f77r.1	darchdar	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T070	G472-T070	G472-C071	G472-P19	{NAME_1}ar{NAME_2}ar	{NAME_1} · AR · {NAME_2} · AR	{NAME_1} · AUSGANG · {NAME_2} · AUSGANG	{NAME_1} · INTERNAL · {NAME_2} · SUFFIX	AR+AR	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A068	G466-L068	P1003-E0082	f77r	f77r.2	olkchs	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T025	G472-T025	G472-C025	G472-P08	ol{NAME_1}	OL · {NAME_1}	FORTSETZEN · {NAME_1}	PREFIX · {NAME_1}	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A069	G466-L069	P1003-E0084	f77r	f77r.4	otork	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T042	G472-T042	G472-C036	G472-P08	ot{NAME_1}	OT · {NAME_1}	DANACH · {NAME_1}	PREFIX · {NAME_1}	OT	DANACH · [BADSTATIONSNAME:ork]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A070	G466-L070	P1003-E0087	f77r	f77r.7	soral	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T056	G472-T056	G472-C056	G472-P20	{NAME_1}al	{NAME_1} · AL	{NAME_1} · ZIELORT	{NAME_1} · SUFFIX	AL	[BADSTATIONSNAME:sor] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A071	G466-L071	P1003-E0088	f77r	f77r.8	dotedy	BATH_OR_OUTLET_STATION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T085	G472-T085	G472-C083	G472-P17	{NAME_1}ot{NAME_2}	{NAME_1} · OT · {NAME_2}	{NAME_1} · DANACH · {NAME_2}	{NAME_1} · INTERNAL · {NAME_2}	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A072	G466-L072	P1003-E0411	f77r	f77r.50	otolaiin	BATH_OR_OUTLET_STATION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T038	G472-T038	G472-C045	G472-P07	otolaiin	OT+OL · AIIN	DANACH · FORTSETZEN · WERT	PREFIX · SUFFIX	OT+OL+AIIN	DANACH · FORTSETZEN · WERT	CALIBRATED_FULL_FUNCTION_FORMULA	OT+OL+AIIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A073	G466-L073	P1003-E0413	f88v	f88v.1	okalyd	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T015	G472-T015	G472-C015	G472-P05	okal{NAME_1}	OK · AL · {NAME_1}	SETZEN · ZIELORT · {NAME_1}	PREFIX · INTERNAL · {NAME_1}	OK+AL	SETZEN · ZIELORT · [DROGENNAME:yd]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A074	G466-L074	P1003-E0414	f88v	f88v.2	cheocthy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T073	G472-T073	G472-C074	G472-P20	{NAME_1}cthy	{NAME_1} · CH+T+Y	{NAME_1} · NEHMEN · EINSTELLEN · POSTEN	{NAME_1} · SUFFIX	CH+T+Y	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CH+T+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A075	G466-L075	P1003-E0415	f88v	f88v.3	cpheor	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T083	G472-T083	G472-C081	G472-P20	{NAME_1}or	{NAME_1} · OR	{NAME_1} · EINHEIT	{NAME_1} · SUFFIX	OR	[DROGENNAME:cphe] · EINHEIT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A076	G466-L076	P1003-E0417	f88v	f88v.4	arody	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T005	G472-T005	G472-C005	G472-P08	ar{NAME_1}	AR · {NAME_1}	AUSGANG · {NAME_1}	PREFIX · {NAME_1}	AR	AUSGANG · [DROGENNAME:ody]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A077	G466-L077	P1003-E0418	f88v	f88v.5	otokol	DRUG_OR_INGREDIENT_OBJECT	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T037	G472-T037	G472-C035	G472-P04	otokol	OT · OK · OL	DANACH · SETZEN · FORTSETZEN	PREFIX · INTERNAL · SUFFIX	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	CALIBRATED_FULL_FUNCTION_FORMULA	OT+OK+OL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A078	G466-L078	P1003-E0458	f88v	f88v.11	otoram	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T044	G472-T044	G472-C039	G472-P12	ot{NAME_1}am	OT · {NAME_1} · AM_ADDR	DANACH · {NAME_1} · HIER	PREFIX · {NAME_1} · SUFFIX	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A079	G466-L079	P1003-E0459	f88v	f88v.12	otora	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T042	G472-T042	G472-C036	G472-P08	ot{NAME_1}	OT · {NAME_1}	DANACH · {NAME_1}	PREFIX · {NAME_1}	OT	DANACH · [DROGENNAME:ora]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A080	G466-L080	P1003-E0460	f88v	f88v.13	cheosdy	DRUG_OR_INGREDIENT_OBJECT	OWNER_FAMILY_STEM_ONLY	LEARNED_SLOT_TEMPLATE	YES	G472-T051	G472-T051	G472-C051	G472-P13	{NAME_1}	{NAME_1}	{NAME_1}	{NAME_1}	NONE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	STRICT_OWNER_FAMILY_PLUS_LEARNED_NAME	NONE	WHOLE_NAME_DEFAULT	7	0	NONE
G472-A081	G466-L081	P1003-E0554	f88v	f88v.27	daramdal	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T071	G472-T071	G472-C070	G472-P19	{NAME_1}ar{NAME_2}dal	{NAME_1} · AR · {NAME_2} · AL	{NAME_1} · AUSGANG · {NAME_2} · ZIELORT	{NAME_1} · INTERNAL · {NAME_2} · SUFFIX	AR+AL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A082	G466-L082	P1003-E0555	f88v	f88v.28	otydary	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T047	G472-T047	G472-C041	G472-P10	ot{NAME_1}dar{NAME_2}	OT · {NAME_1} · D_ADDR+AR · {NAME_2}	DANACH · {NAME_1} · HIER · AUSGANG · {NAME_2}	PREFIX · {NAME_1} · INTERNAL · {NAME_2}	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+D_ADDR+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A083	G466-L083	P1003-E0556	f88v	f88v.29	otdordy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T042	G472-T042	G472-C036	G472-P08	ot{NAME_1}	OT · {NAME_1}	DANACH · {NAME_1}	PREFIX · {NAME_1}	OT	DANACH · [DROGENNAME:dordy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	0	NONE
G472-A084	G466-L084	P1003-E0557	f88v	f88v.30	dararda	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T067	G472-T067	G472-C067	G472-P15	{NAME_1}arar{NAME_2}	{NAME_1} · AR · AR · {NAME_2}	{NAME_1} · AUSGANG · AUSGANG · {NAME_2}	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	AR+AR	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A085	G466-L085	P1008-E1039	f89r	f89r1.2	qkol	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T080	G472-T080	G472-C078	G472-P20	{NAME_1}ol	{NAME_1} · OL	{NAME_1} · FORTSETZEN	{NAME_1} · SUFFIX	OL	[DROGENNAME:qk] · FORTSETZEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A086	G466-L086	P1008-E1040	f89r	f89r1.3	oldam	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T028	G472-T028	G472-C028	G472-P12	ol{NAME_1}am	OL · {NAME_1} · AM_ADDR	FORTSETZEN · {NAME_1} · HIER	PREFIX · {NAME_1} · SUFFIX	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A087	G466-L087	P1008-E1041	f89r	f89r1.4	otoldy	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T041	G472-T041	G472-C048	G472-P08	otol{NAME_1}	OT+OL · {NAME_1}	DANACH · FORTSETZEN · {NAME_1}	PREFIX · {NAME_1}	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+OL	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A088	G466-L088	P1008-E1042	f89r	f89r1.5	ararchodaiin	DRUG_OR_INGREDIENT_OBJECT	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T004	G472-T004	G472-C004	G472-P06	arar{NAME_1}daiin	AR · AR · {NAME_1} · AIIN	AUSGANG · AUSGANG · {NAME_1} · WERT	PREFIX · INTERNAL · {NAME_1} · SUFFIX	AR+AR+AIIN	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR+AR+AIIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
