identity	surface_forms	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansions_de	primary_card_pattern	apprentice_action	functional_allographs	marks	orders	pages	sections	owners_or_handles_de
PROC009	daiin	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	ARGUMENT_OR_ADDRESS	READ_SHARED_CORE	OPERATIONAL_MEASURE->daiin	18	WH01 | WH02 | WH03 | WH04 | WH05 | WH06	f10r | f11r | f55v | f56r | f81v | f82r | f83r	HOW | WHAT	Bildprodukt A.G2 | Bildprodukt B.X4 | Bildprodukt C.W2 | Bildprodukt D.P1 | gemeinsame zweireihige Figuren-/Beckenstation | kleine Randstationen des unteren Beckens | linke Fransenstation im B5-Nachtrag | linke Hauptstation mit offenem Fransenlauf | obere offene Fächerstation am Rand | rechter S-Lauf im B6-Nachtrag | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4 | unteres grünes Mehrfigurenbecken | unverbundener Zwischenbereich
PROC010	etyd	E+T+Y	GRADE>OPERATION>REFERENT	KURZ · BEARBEITEN · POSTEN	DEN POSTEN KURZ WEITERBEARBEITEN	DEN POSTEN KURZ WEITERBEARBEITEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH01 | WH03	f10r	WHAT	Bildprodukt A.G2
PROC011	qokchy	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	ARTICLE_INITIAL_CURRENT_START->qokchy	2	WH01 | WH03	f10r	WHAT	Bildprodukt A.G2
PROC012	qotchol	OT+CH+OL	ORDER>OPERATION>ORDER	DANACH · ENTNEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · WEITER	DANACH · ENTNEHMEN · WEITER	ORDERED_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH01 | WH03	f10r	WHAT	Bildprodukt A.G2
PROC013	ol	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	ORDERED_INSTRUCTION	READ_SHARED_CORE	GENERAL_CONTINUATION->ol	18	WH01 | WH03 | WH04 | WH05 | WH06	f10r | f81v | f83r	HOW | WHAT	Bildprodukt A.G2 | gemeinsame zweireihige Figuren-/Beckenstation | linke Fransenstation im B5-Nachtrag | linke Hauptstation mit offenem Fransenlauf | rechter S-Lauf im B6-Nachtrag | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC014	checthy	CTH+Y	STATE>REFERENT	BEREIT · POSTEN	BEREITEN · POSTEN	BEREITEN · POSTEN	STATE_OR_GRADE	READ_SHARED_CORE	NONE	7	WH01 | WH02 | WH03	f10r | f11r | f83r	HOW | WHAT	Bildprodukt A.G2 | Bildprodukt B.X4 | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | unverbundener Zwischenbereich
PROC016	or	OR	MATERIAL	ANSATZ	ANSATZ	ANSATZ	ARGUMENT_OR_ADDRESS	READ_SHARED_CORE	NONE	3	WH03 | WH04	f55v | f83r	HOW | WHAT	Bildprodukt C.W2 | linke Hauptstation mit offenem Fransenlauf | untere Randfigur im korbartigen Gefäß
PROC019	chey	Y	REFERENT	POSTEN	POSTEN	POSTEN	REFERENT_OR_LABEL	READ_SHARED_CORE	MATERIAL_OR_QUALITY_REFERENT->chey	13	WH01 | WH02 | WH03 | WH04 | WH06	f11r | f55v | f81v | f82r | f83r	HOW | WHAT	Bildprodukt B.X4 | Bildprodukt C.W2 | gemeinsame zweireihige Figuren-/Beckenstation | linke Hauptstation mit offenem Fransenlauf | obere offene Fächerstation am Rand | oberes Beckenpaar mit Zylinder | rechter S-Lauf im B6-Nachtrag | unteres grünes Mehrfigurenbecken | unverbundener Zwischenbereich
PROC020	otchor	OT+CH+OR	ORDER>OPERATION>MATERIAL	DANACH · ENTNEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	DANACH VOM ANSATZ ENTNEHMEN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH06	f56r	WHAT	Bildprodukt D.P1
PROC022	olor	OL+OR	ORDER>MATERIAL	FORTSETZEN · ANSATZ	FORTSETZEN · ANSATZ	ANSATZ WEITERFUEHREN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC026	tshol	T+SH+OL	OPERATION>STATE>ORDER	BEARBEITEN · HALTEN · FORTSETZEN	BEARBEITEN · HALTEN · WEITER	BEARBEITEN · HALTEN · WEITER	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH02 | WH05	f11r	WHAT	Bildprodukt B.X1 | Bildprodukt B.X4
PROC027	schoal	SH+O+AL	STATE>PROCESS>ADDRESS	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	STATE_OR_GRADE	READ_SHARED_CORE	NONE	2	WH02 | WH05	f11r	WHAT	Bildprodukt B.X1 | Bildprodukt B.X4
PROC028	cfhy	CFH+Y	OPERATION>REFERENT	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH02 | WH05	f11r	WHAT	Bildprodukt B.X1 | Bildprodukt B.X4
PROC029	shfydaiin	SH+Y+AIIN	STATE>REFERENT>ARGUMENT	HALTEN · POSTEN · MASS	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	STATE_OR_GRADE	READ_SHARED_CORE	NONE	2	WH02 | WH05	f11r	WHAT	Bildprodukt B.X1 | Bildprodukt B.X4
PROC030	cphy	P+Y	OPERATION>REFERENT	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH02 | WH05	f11r	WHAT	Bildprodukt B.X1 | Bildprodukt B.X4
PROC031	cheey	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	STATE_OR_GRADE	READ_SHARED_CORE	GENERAL_LONG_HOLD->cheey	5	WH02 | WH04 | WH05	f11r | f82r | f83r	HOW | WHAT	Bildprodukt B.X1 | Bildprodukt B.X4 | linke Hauptstation mit offenem Fransenlauf | mittleres linkes Handgerät mit Inline-Knoten | unteres grünes Mehrfigurenbecken
PROC032	tchody	T+CH+O+DY	OPERATION>OPERATION>PROCESS>ENDPOINT	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLIESSEN	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH02 | WH05	f11r	WHAT	Bildprodukt B.X1 | Bildprodukt B.X4
PROC033	shoyty	SH+O+Y+T+Y	STATE>PROCESS>REFERENT>OPERATION>REFERENT	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	DURCHARBEITEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f11r	WHAT	Bildprodukt B.X4
PROC034	schol	RESUME_CARD	REFERENT	DAVON	DAVON	DAVON	REFERENT_OR_LABEL	READ_SHARED_CORE	NONE	2	WH02 | WH06	f11r | f56r	WHAT	Bildprodukt B.X4 | Bildprodukt D.P1
PROC035	kchy	K+Y	OPERATION>REFERENT	ZUGEBEN · POSTEN	ZUGEBEN · POSTEN	ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH02	f11r	WHAT	Bildprodukt B.X4
PROC036	qotchy	OT+Y	ORDER>REFERENT	DANACH · POSTEN	DANACH · POSTEN	FOLGEPOSTEN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	PRODUCTION_FOLLOW_REFERENT->qotchy	1	WH02	f11r	WHAT	Bildprodukt B.X4
PROC037	okchol	OK+OL	OPERATION>ORDER	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	WEITERANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	PRODUCTION_CONTINUATION_START->okchol	1	WH02	f11r	WHAT	Bildprodukt B.X4
PROC038	qokaiin	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	9	WH01 | WH02 | WH03 | WH04	f55v | f81v | f82r | f83r	HOW | WHAT	Bildprodukt C.W2 | gemeinsame zweireihige Figuren-/Beckenstation | kleine Randstationen des unteren Beckens | mittlere Randfigur im runden Gefäß | obere offene Fächerstation am Rand | oberes Beckenpaar mit Zylinder | untere Randfigur im korbartigen Gefäß | unverbundener Zwischenbereich
PROC039	ykain	Y+K+AIN	REFERENT>OPERATION>ARGUMENT	POSTEN · ZUGEBEN · PORTION	POSTEN · ZUGEBEN · PORTION	EINE PORTION ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC040	ykan	Y+K+AN	REFERENT>OPERATION>ARGUMENT	POSTEN · ZUGEBEN · NACHGABE	POSTEN · ZUGEBEN · NACHGABE	EINE NACHGABE ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC041	ody	O+DY	PROCESS>ENDPOINT	ARBEITSGANG · SCHLIESSEN	ARBEITSGANG SCHLIESSEN	ARBEITSGANG SCHLIESSEN	WHOLE_LEXICON	READ_FUSED_WHOLE_WORD	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC042	chedy	CHD+Y	OPERATION>REFERENT	UMSETZEN · POSTEN	UMSETZEN · POSTEN	UMSETZEN · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	DEFAULT_OPEN_TRANSFER->chedy	11	WH01 | WH03 | WH04 | WH05	f55v | f81v | f83r	HOW | WHAT	Bildprodukt C.W2 | gemeinsame zweireihige Figuren-/Beckenstation | linke Fransenstation im B5-Nachtrag | linke Hauptstation mit offenem Fransenlauf | mittlere Randfigur im runden Gefäß | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4 | untere Randfigur im korbartigen Gefäß | unverbundener Zwischenbereich
PROC043	talam	TALAM	WHOLE_ROOT	BEISEITESTELLEN	BEISEITESTELLEN	BEISEITESTELLEN	WHOLE_LEXICON	READ_LEARNED_WHOLE_ROOT	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC044	ykaiin	Y+K+AIIN	REFERENT>OPERATION>ARGUMENT	POSTEN · ZUGEBEN · MASS	POSTEN · ZUGEBEN · MASS	SOLLMASS ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC045	cheoar	CH+E+O+AR	OPERATION>GRADE>PROCESS>ADDRESS	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	KURZ AUS DER QUELLE ENTNEHMEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC046	cheeky	CHK+EE+Y	OPERATION>GRADE>REFERENT	WAERMEN · LANG · POSTEN	WAERMEN · LANG · POSTEN	WARMHALTEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	MATERIAL_LONG_WARM->cheeky	2	WH04	f55v | f83r	HOW | WHAT	Bildprodukt C.W2 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC047	oldy	OL+DY	ORDER>ENDPOINT	FORTSETZEN · SCHLIESSEN	FORTSETZEN · SCHLIESSEN	FORTSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	2	WH04	f55v | f83r	HOW | WHAT	Bildprodukt C.W2 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC048	qokal	OK+AL	OPERATION>ADDRESS	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	6	WH01 | WH02 | WH03 | WH04	f55v | f81v | f82r | f83r	HOW | WHAT	Bildprodukt C.W2 | gemeinsame zweireihige Figuren-/Beckenstation | mittlere Randfigur im runden Gefäß | oberes Beckenpaar mit Zylinder
PROC049	oltchy	OL+T+Y	ORDER>OPERATION>REFERENT	FORTSETZEN · BEARBEITEN · POSTEN	FORTSETZEN · BEARBEITEN · POSTEN	POSTEN WEITERBEARBEITEN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC050	orain	OR+AIN	MATERIAL>ARGUMENT	ANSATZ · PORTION	ANSATZ · PORTION	ANSATZPORTION	ARGUMENT_OR_ADDRESS	READ_ROOT_COMPOSITION	NONE	1	WH04	f55v	WHAT	Bildprodukt C.W2
PROC051	chochor	HO+CH+OR	MATERIAL>OPERATION>MATERIAL	TEIL · ENTNEHMEN · ANSATZ	TEIL · ENTNEHMEN · ANSATZ	PFLANZENZUTAT FUER DEN ANSATZ ENTNEHMEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH06	f56r	WHAT	Bildprodukt D.P1
PROC052	cho	HO	MATERIAL	TEIL	TEIL	TEIL	WHOLE_LEXICON	READ_FUSED_WHOLE_WORD	NONE	2	WH06	f56r	WHAT	Bildprodukt D.P1
PROC053	chodaly	HO+AL+Y	MATERIAL>ADDRESS>REFERENT	TEIL · ZIELSTELLE · POSTEN	TEIL · ZIELSTELLE · POSTEN	ZUTAT ZUR ZIELSTELLE BRINGEN	ARGUMENT_OR_ADDRESS	READ_ROOT_COMPOSITION	NONE	1	WH06	f56r	WHAT	Bildprodukt D.P1
PROC054	kchol	K+OL	OPERATION>ORDER	ZUGEBEN · FORTSETZEN	ZUGEBEN · FORTSETZEN	WEITER ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH06	f56r	WHAT	Bildprodukt D.P1
PROC055	dal	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	ARGUMENT_OR_ADDRESS	READ_SHARED_CORE	DEFAULT_TARGET->dal	10	WH01 | WH02 | WH03 | WH04 | WH05 | WH06	f56r | f81v | f82r | f83r	HOW | WHAT	Bildprodukt D.P1 | gemeinsame zweireihige Figuren-/Beckenstation | kleine Randstationen des unteren Beckens | linke Fransenstation im B5-Nachtrag | rechte Hauptstation mit S-Lauf und Mehrarmknoten | unverbundener Zwischenbereich
PROC056	choy	HO+Y	MATERIAL>REFERENT	TEIL · POSTEN	TEIL · POSTEN	ZUTAT WEITERFUEHREN	ARGUMENT_OR_ADDRESS	READ_ROOT_COMPOSITION	NONE	1	WH06	f56r	WHAT	Bildprodukt D.P1
PROC057	cheeckhody	CH+EE+CKH+O+DY	OPERATION>GRADE>PATH>PROCESS>ENDPOINT	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLIESSEN	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLIESSEN	LANG DURCHZIEHEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH06	f56r	WHAT	Bildprodukt D.P1
PROC065	otchey	OT+Y	ORDER>REFERENT	DANACH · POSTEN	DANACH · POSTEN	FOLGEPOSTEN	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	APPLICATION_FOLLOW_REFERENT->otchey	1	WH04	f83r	HOW	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
PROC067	qokedy	OK+E+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · KURZ · SCHLIESSEN	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	8	WH01 | WH03 | WH04	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4 | untere Randfigur im korbartigen Gefäß
PROC068	kair	K+AIR	OPERATION>PATH	ZUGEBEN · LAUF	ZUGEBEN · LAUF	WASSER ZUGEBEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC069	kain	K+AIN	OPERATION>ARGUMENT	ZUGEBEN · PORTION	ZUGEBEN · EIN ABGEGRENZTER TEIL	ZUGEBEN · EIN ABGEGRENZTER TEIL	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH01 | WH03 | WH04	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | linke Hauptstation mit offenem Fransenlauf | untere Randfigur im korbartigen Gefäß
PROC070	olkain	OL+K+AIN	ORDER>OPERATION>ARGUMENT	FORTSETZEN · ZUGEBEN · PORTION	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	ORDERED_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH01 | WH04	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | rechte Hauptstation mit S-Lauf und Mehrarmknoten
PROC071	rol	R+OL	STATE>ORDER	KUEHL · FORTSETZEN	KUEHL · FORTSETZEN	KUEHL WEITERARBEITEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC072	dl	L	PATH	LEITEN	LEITEN	WEITERLEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	2	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC073	sheckhal	SH+E+CKH+AL	STATE>GRADE>PATH>ADDRESS	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	KURZ AM ZIELDURCHLASS HALTEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC074	qokeedal	OK+EE+AL	OPERATION>GRADE>ADDRESS	ANSETZEN · LANG · ZIELSTELLE	ANSETZEN · LANG · ZIELSTELLE	LAENGER AN DER ZIELSTELLE ANSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC075	chckhy	CKH+Y	PATH>REFERENT	DURCHLASS · POSTEN	DURCHLASS · POSTEN	DURCHLASS · POSTEN	TRANSFER_OR_PATH	READ_SHARED_CORE	NONE	4	WH01 | WH02	f81v | f82r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | oberes Beckenpaar mit Zylinder
PROC076	schedy	CHD+DY	OPERATION>ENDPOINT	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	DEFAULT_TRANSFER_CLOSE->schedy	4	WH01 | WH02 | WH03	f81v | f82r | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | mittlere Randfigur im runden Gefäß | oberes Beckenpaar mit Zylinder | unverbundener Zwischenbereich
PROC077	sshkchdy	SH+K+CHD+DY	STATE>OPERATION>OPERATION>ENDPOINT	HALTEN · ZUGEBEN · UMSETZEN · SCHLIESSEN	HALTEN · ZUGEBEN · UMSETZEN · SCHLIESSEN	NACHMISCHEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC078	shedy	SHED+DY	STATE>ENDPOINT	RUHEN · SCHLIESSEN	STEHENLASSEN · SCHLUSS	STEHENLASSEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	12	WH01 | WH02 | WH03 | WH04	f81v | f82r | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | linke Hauptstation mit offenem Fransenlauf | mittleres linkes Handgerät mit Inline-Knoten | rechte Hauptstation mit S-Lauf und Mehrarmknoten | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4 | untere Randfigur im korbartigen Gefäß | unverbundener Zwischenbereich
PROC079	qolchedy	OL+CHD+DY	ORDER>OPERATION>ENDPOINT	FORTSETZEN · UMSETZEN · SCHLIESSEN	WEITER · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH01 | WH02 | WH03	f81v | f82r | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | mittlere Randfigur im runden Gefäß | oberes Beckenpaar mit Zylinder
PROC080	qokain	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	7	WH01 | WH02 | WH03 | WH04	f81v | f82r | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | linke Hauptstation mit offenem Fransenlauf | mittlere rechte unklare Station | oberes Beckenpaar mit Zylinder | unverbundener Zwischenbereich
PROC081	ral	R+AL	STATE>ADDRESS	KUEHL · ZIELSTELLE	KUEHL · ZIELSTELLE	ZIELKUEHLEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC082	qokchdy	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	STANDALONE_TRANSFER_CLOSE->qokchdy	3	WH01 | WH03 | WH05	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | linke Fransenstation im B5-Nachtrag | unverbundener Zwischenbereich
PROC083	cheky	CHK+E+Y	OPERATION>GRADE>REFERENT	WAERMEN · KURZ · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	WAERMEN · EIN KURZER ARBEITSGANG · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	3	WH01 | WH04	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | linke Hauptstation mit offenem Fransenlauf
PROC084	lsho	LSH+O	OPERATION>PROCESS	SPUELEN · ARBEITSGANG	SPUELEN · ARBEITSGANG	SPUELEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC085	okey	OK+E+Y	OPERATION>GRADE>REFERENT	ANSETZEN · KURZ · POSTEN	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	2	WH01 | WH02	f81v | f82r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | kleine Randstationen des unteren Beckens
PROC086	lshedy	LSH+E+DY	OPERATION>GRADE>ENDPOINT	SPUELEN · KURZ · SCHLIESSEN	SPUELEN · KURZ · SCHLIESSEN	KURZSPUELEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	2	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC087	qolky	SOLK+Y	OPERATION>REFERENT	SAMMELN · POSTEN	SAMMELN · POSTEN	POSTEN SAMMELN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC088	lchedal	L+CHD+AL	PATH>OPERATION>ADDRESS	LEITEN · UMSETZEN · ZIELSTELLE	LEITEN · UMSETZEN · ZIELSTELLE	ZUR ZIELSTELLE LEITEN UND UMSETZEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC089	otar	OT+AR	ORDER>ADDRESS	DANACH · QUELLE	DANACH · QUELLE	DANACH ZUR QUELLE	ORDERED_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC090	ytey	T+E+Y	OPERATION>GRADE>REFERENT	BEARBEITEN · KURZ · POSTEN	BEARBEITEN · KURZ · POSTEN	KURZ BEARBEITEN	OPERATION_INSTRUCTION	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC091	okchedy	OK+CHD+DY	OPERATION>OPERATION>ENDPOINT	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	CLOSING_INSTRUCTION	READ_SHARED_CORE	CHAIN_FINAL_TRANSFER_CLOSE->okchedy	2	WH01 | WH03	f81v | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | unverbundener Zwischenbereich
PROC092	qokeey	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	OPERATION_INSTRUCTION	READ_SHARED_CORE	NONE	7	WH01 | WH02 | WH03 | WH04	f81v | f82r | f83r	HOW	gemeinsame zweireihige Figuren-/Beckenstation | mittleres linkes Handgerät mit Inline-Knoten | oberes Beckenpaar mit Zylinder | sichtbares Figurenpaar mit gemeinsamem Bogen in B3 | sichtbares Figurenpaar mit gemeinsamem Bogen in B4 | unteres grünes Mehrfigurenbecken
PROC093	teol	E+OL	GRADE>ORDER	KURZ · FORTSETZEN	KURZ · FORTSETZEN	KURZ WEITERARBEITEN	STATE_OR_GRADE	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC094	dchdy	CHD+DY	OPERATION>ENDPOINT	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLIESSEN	UMSETZEN UND SCHLIESSEN	CLOSING_INSTRUCTION	READ_ROOT_COMPOSITION	DIRECT_TARGET_CLOSE->dchdy	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
PROC095	ly	L+Y	PATH>REFERENT	LEITEN · POSTEN	LEITEN · POSTEN	POSTEN LEITEN	TRANSFER_OR_PATH	READ_ROOT_COMPOSITION	NONE	1	WH01	f81v	HOW	gemeinsame zweireihige Figuren-/Beckenstation
