order_mark_id	order_id	page	unit	section	surface	identity	component_recipe	slot_signature	atomic_root_reading_de	dictionary_value_de	local_fluent_expansion_de	functional_allograph	microfunction_trigger_de	owner_or_handle_de	unit_fluent_instruction_de	renderer_skeleton	predicted_surface	reading_action
WH01-R108	WH01	f69v	f69v.2	WHEN	ykar	A3:G068	Y+K+AR	REFERENT>OPERATION>ADDRESS	POSTEN · ZUGEBEN · QUELLE	POSTEN · ZUGEBEN · QUELLE	POSTEN · ZUGEBEN · QUELLE	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-k-ar	ykar	READ_LOCAL_CONDITION_WORD
WH01-R109	WH01	f69v	f69v.2	WHEN	ol	A3:G069	OL	ORDER	FORTSETZEN	FORTSETZEN	FORTSETZEN	GENERAL_CONTINUATION	den allgemeinen Arbeitsgang fortsetzen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	ol/chol/qol/ls/sol	ol	READ_LOCAL_CONDITION_WORD
WH01-R110	WH01	f69v	f69v.2	WHEN	y	A3:G070	Y	REFERENT	POSTEN	POSTEN	POSTEN	BARE_CURRENT_REFERENT	den bloßen aktuellen Posten aufnehmen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy	y	READ_LOCAL_CONDITION_WORD
WH01-R111	WH01	f69v	f69v.2	WHEN	ykeeody	A3:G071	Y+K+EE+O+Y	REFERENT>OPERATION>GRADE>PROCESS>REFERENT	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN	POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-k-ee-o-y/chy/chey/dy/shy/sy	ykeeody	READ_LOCAL_CONDITION_WORD
WH01-R112	WH01	f69v	f69v.2	WHEN	chey	A3:G072	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy	chey	READ_LOCAL_CONDITION_WORD
WH01-R113	WH01	f69v	f69v.2	WHEN	dal	A3:G073	AL	ADDRESS	ZIELSTELLE	ZIELSTELLE	ZIELSTELLE	DEFAULT_TARGET	die gewöhnliche Zielstelle	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	al	dal	READ_LOCAL_CONDITION_WORD
WH01-R114	WH01	f69v	f69v.2	WHEN	ody	A3:G074	O+DY	PROCESS>ENDPOINT	ARBEITSGANG · SCHLIESSEN	ARBEITSGANG SCHLIESSEN	ARBEITSGANG SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	o-dy	ody	READ_LOCAL_CONDITION_WORD
WH01-R115	WH01	f69v	f69v.2	WHEN	airchy	A3:G075	AIR+Y	PATH>REFERENT	LAUF · POSTEN	LAUF · POSTEN	LAUF · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	air-y/chy/chey/dy/shy/sy	airchy	READ_LOCAL_CONDITION_WORD
WH01-R116	WH01	f69v	f69v.2	WHEN	choky	A3:G076	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	CONDITION_CURRENT_START	den aktuellen Bedingungsposten ansetzen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	qok/ok/chok-y/chy/chey/dy/shy/sy	choky	READ_LOCAL_CONDITION_WORD
WH01-R117	WH01	f69v	f69v.2	WHEN	ychey	A3:G077	Y+Y	REFERENT>REFERENT	POSTEN · POSTEN	POSTEN · POSTEN	POSTEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy-y/chy/chey/dy/shy/sy	ychey	READ_LOCAL_CONDITION_WORD
WH01-R118	WH01	f69v	f69v.2	WHEN	chey	A3:G078	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	C5@f69v.2; mittlerer Wetter-/Feuchtering	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	y/chy/chey/dy/shy/sy	chey	READ_LOCAL_CONDITION_WORD
WH02-R001	WH02	f11r	H3-S001	WHAT	tshol	PROC026	T+SH+OL	OPERATION>STATE>ORDER	BEARBEITEN · HALTEN · FORTSETZEN	BEARBEITEN · HALTEN · WEITER	BEARBEITEN · HALTEN · WEITER	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	t-sh-ol/chol/qol/ls/sol	tshol	READ_SHARED_CORE
WH02-R002	WH02	f11r	H3-S001	WHAT	schoal	PROC027	SH+O+AL	STATE>PROCESS>ADDRESS	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	sh-o-al	schoal	READ_SHARED_CORE
WH02-R003	WH02	f11r	H3-S001	WHAT	cfhy	PROC028	CFH+Y	OPERATION>REFERENT	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	cfh-y/chy/chey/dy/shy/sy	cfhy	READ_SHARED_CORE
WH02-R004	WH02	f11r	H3-S001	WHAT	shfydaiin	PROC029	SH+Y+AIIN	STATE>REFERENT>ARGUMENT	HALTEN · POSTEN · MASS	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	sh-y/chy/chey/dy/shy/sy-aiin	shfydaiin	READ_SHARED_CORE
WH02-R005	WH02	f11r	H3-S001	WHAT	cphy	PROC030	P+Y	OPERATION>REFERENT	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	p-y/chy/chey/dy/shy/sy	cphy	READ_SHARED_CORE
WH02-R006	WH02	f11r	H3-S001	WHAT	cheey	PROC031	SH+EE+Y	STATE>GRADE>REFERENT	HALTEN · LANG · POSTEN	LANG HALTEN	LANG HALTEN	GENERAL_LONG_HOLD	den Posten gewöhnlich lang halten	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	sh-ee-y/chy/chey/dy/shy/sy	cheey	READ_SHARED_CORE
WH02-R007	WH02	f11r	H3-S001	WHAT	tchody	PROC032	T+CH+O+DY	OPERATION>OPERATION>PROCESS>ENDPOINT	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLIESSEN	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den Posten bearbeiten und weiter halten, dann im Arbeitsgang an der Zielstelle halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einbringen, laenger halten, bearbeiten, im Arbeitsgang entnehmen und den Schritt schliessen.	t-ch-o-dy	tchody	READ_SHARED_CORE
WH02-R008	WH02	f11r	H3-S002	WHAT	shoyty	PROC033	SH+O+Y+T+Y	STATE>PROCESS>REFERENT>OPERATION>REFERENT	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	DURCHARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Den laufenden Posten im Arbeitsgang halten und bearbeiten.	sh-o-y/chy/chey/dy/shy/sy-t-y/chy/chey/dy/shy/sy	shoyty	READ_ROOT_COMPOSITION
WH02-R009	WH02	f11r	H3-S003	WHAT	schol	PROC034	RESUME_CARD	REFERENT	DAVON	DAVON	DAVON	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Davon, den aktuellen Posten beibehalten, ihm zugeben und ihn bis zum Sollmass weiterfuehren.	schol	schol	READ_SHARED_CORE
WH02-R010	WH02	f11r	H3-S003	WHAT	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Davon, den aktuellen Posten beibehalten, ihm zugeben und ihn bis zum Sollmass weiterfuehren.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH02-R011	WH02	f11r	H3-S003	WHAT	kchy	PROC035	K+Y	OPERATION>REFERENT	ZUGEBEN · POSTEN	ZUGEBEN · POSTEN	ZUGEBEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Davon, den aktuellen Posten beibehalten, ihm zugeben und ihn bis zum Sollmass weiterfuehren.	k-y/chy/chey/dy/shy/sy	kchy	READ_ROOT_COMPOSITION
WH02-R012	WH02	f11r	H3-S003	WHAT	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Davon, den aktuellen Posten beibehalten, ihm zugeben und ihn bis zum Sollmass weiterfuehren.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH02-R013	WH02	f11r	H3-S003	WHAT	daiin	PROC009	AIIN	ARGUMENT	MASS	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	OPERATIONAL_MEASURE	das Maß innerhalb einer Prosaoperation	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Davon, den aktuellen Posten beibehalten, ihm zugeben und ihn bis zum Sollmass weiterfuehren.	aiin	daiin	READ_SHARED_CORE
WH02-R014	WH02	f11r	H3-S004	WHAT	qotchy	PROC036	OT+Y	ORDER>REFERENT	DANACH · POSTEN	DANACH · POSTEN	FOLGEPOSTEN	PRODUCTION_FOLLOW_REFERENT	den Folgeposten einer Herstellungsfolge aufnehmen	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Danach den laufenden Posten; dann weiter ansetzen; dann ihn bereitet halten; dann ihn beibehalten.	qot/ot-y/chy/chey/dy/shy/sy	qotchy	READ_ROOT_COMPOSITION
WH02-R015	WH02	f11r	H3-S004	WHAT	okchol	PROC037	OK+OL	OPERATION>ORDER	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	WEITERANSETZEN	PRODUCTION_CONTINUATION_START	eine Herstellungsfolge weiter ansetzen	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Danach den laufenden Posten; dann weiter ansetzen; dann ihn bereitet halten; dann ihn beibehalten.	qok/ok/chok-ol/chol/qol/ls/sol	okchol	READ_ROOT_COMPOSITION
WH02-R016	WH02	f11r	H3-S004	WHAT	checthy	PROC014	CTH+Y	STATE>REFERENT	BEREIT · POSTEN	BEREITEN · POSTEN	BEREITEN · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Danach den laufenden Posten; dann weiter ansetzen; dann ihn bereitet halten; dann ihn beibehalten.	cth-y/chy/chey/dy/shy/sy	checthy	READ_SHARED_CORE
WH02-R017	WH02	f11r	H3-S004	WHAT	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	Bildprodukt B.X4	Bei der dicht bluehenden Kronenpflanze: Danach den laufenden Posten; dann weiter ansetzen; dann ihn bereitet halten; dann ihn beibehalten.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH02-R018	WH02	f82r	B2-S001	HOW	schedy	PROC076	CHD+DY	OPERATION>ENDPOINT	UMSETZEN · SCHLIESSEN	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	DEFAULT_TRANSFER_CLOSE	den gewöhnlichen Umsetzschritt schließen	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	chd/ched-dy	schedy	READ_SHARED_CORE
WH02-R019	WH02	f82r	B2-S002	HOW	qolchedy	PROC079	OL+CHD+DY	ORDER>OPERATION>ENDPOINT	FORTSETZEN · UMSETZEN · SCHLIESSEN	WEITER · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	ol/chol/qol/ls/sol-chd/ched-dy	qolchedy	READ_SHARED_CORE
WH02-R020	WH02	f82r	B2-S003	HOW	qokain	PROC080	OK+AIN	OPERATION>ARGUMENT	ANSETZEN · PORTION	ANSETZEN · EIN ABGEGRENZTER TEIL	ANSETZEN · EIN ABGEGRENZTER TEIL	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ain	qokain	READ_SHARED_CORE
WH02-R021	WH02	f82r	B2-S003	HOW	chey	PROC019	Y	REFERENT	POSTEN	POSTEN	POSTEN	MATERIAL_OR_QUALITY_REFERENT	den aktuellen Stoff- oder Qualitätsposten tragen	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	y/chy/chey/dy/shy/sy	chey	READ_SHARED_CORE
WH02-R022	WH02	f82r	B2-S003	HOW	qokeedy	PROC100	OK+EE+DY	OPERATION>GRADE>ENDPOINT	ANSETZEN · LANG · SCHLIESSEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	qok/ok/chok-ee-dy	qokeedy	READ_SHARED_CORE
WH02-R023	WH02	f82r	B2-S004	HOW	qokal	PROC048	OK+AL	OPERATION>ADDRESS	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	qok/ok/chok-al	qokal	READ_SHARED_CORE
WH02-R024	WH02	f82r	B2-S004	HOW	lcheckhy	PROC101	L+CKH+Y	PATH>PATH>REFERENT	LEITEN · DURCHLASS · POSTEN	LEITEN · DURCHLASS · POSTEN	DURCH DEN DURCHLASS LEITEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	l-ckh-y/chy/chey/dy/shy/sy	lcheckhy	READ_ROOT_COMPOSITION
WH02-R025	WH02	f82r	B2-S004	HOW	lched	PROC102	L+CHD	PATH>OPERATION	LEITEN · UMSETZEN	LEITEN · UMSETZEN	LEITEN UND UMSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	l-chd/ched	lched	READ_ROOT_COMPOSITION
WH02-R026	WH02	f82r	B2-S004	HOW	qokeey	PROC092	OK+EE+Y	OPERATION>GRADE>REFERENT	ANSETZEN · LANG · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	qok/ok/chok-ee-y/chy/chey/dy/shy/sy	qokeey	READ_SHARED_CORE
WH02-R027	WH02	f82r	B2-S004	HOW	lcheckhedy	PROC103	L+CKH+E+DY	PATH>PATH>GRADE>ENDPOINT	LEITEN · DURCHLASS · KURZ · SCHLIESSEN	LEITEN · DURCHLASS · KURZ · SCHLIESSEN	KURZ DURCHLEITEN UND SCHLIESSEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: An der Zielstelle ansetzen; den Posten durch den Durchlass leiten und umsetzen, laenger ansetzen, danach kurz durch den Durchlass leiten und schliessen.	l-ckh-e-dy	lcheckhedy	READ_ROOT_COMPOSITION
WH02-R028	WH02	f82r	B2-S005	HOW	qokaly	PROC104	OK+AL+Y	OPERATION>ADDRESS>REFERENT	ANSETZEN · ZIELSTELLE · POSTEN	ANSETZEN · ZIELSTELLE · POSTEN	POSTEN AN DER ZIELSTELLE ANSETZEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	qok/ok/chok-al-y/chy/chey/dy/shy/sy	qokaly	READ_ROOT_COMPOSITION
WH02-R029	WH02	f82r	B2-S005	HOW	solkaiin	PROC105	SOLK+AIIN	OPERATION>ARGUMENT	SAMMELN · MASS	SAMMELN · MASS	NACH SOLLMASS SAMMELN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	solk/qolk-aiin	solkaiin	READ_ROOT_COMPOSITION
WH02-R030	WH02	f82r	B2-S005	HOW	chckhy	PROC075	CKH+Y	PATH>REFERENT	DURCHLASS · POSTEN	DURCHLASS · POSTEN	DURCHLASS · POSTEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	ckh-y/chy/chey/dy/shy/sy	chckhy	READ_SHARED_CORE
WH02-R031	WH02	f82r	B2-S005	HOW	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH02-R032	WH02	f82r	B2-S005	HOW	qokaiin	PROC038	OK+AIIN	OPERATION>ARGUMENT	ANSETZEN · MASS	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	qok/ok/chok-aiin	qokaiin	READ_SHARED_CORE
WH02-R033	WH02	f82r	B2-S005	HOW	octheol	PROC106	O+CTH+E+OL	PROCESS>STATE>GRADE>ORDER	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	KURZ BIS BEREIT WEITERARBEITEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	o-cth-e-ol/chol/qol/ls/sol	octheol	READ_ROOT_COMPOSITION
WH02-R034	WH02	f82r	B2-S005	HOW	chkeey	PROC107	CHK+EE+Y	OPERATION>GRADE>REFERENT	WAERMEN · LANG · POSTEN	WAERMEN · LANG · POSTEN	LANG ERWAERMEN	APPARATUS_LONG_WARM	einen Geräte- oder Beckenposten lange warm halten	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	chk/chek-ee-y/chy/chey/dy/shy/sy	chkeey	READ_ROOT_COMPOSITION
WH02-R035	WH02	f82r	B2-S005	HOW	ldy	PROC108	L+DY	PATH>ENDPOINT	LEITEN · SCHLIESSEN	LEITEN · SCHLUSS	LEITEN · SCHLUSS	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass sammeln. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.	l-dy	ldy	READ_SHARED_CORE
WH02-R036	WH02	f82r	B2-S006	HOW	oteey	PROC109	OT+EE+Y	ORDER>GRADE>REFERENT	DANACH · LANG · POSTEN	DANACH LANG HALTEN	DANACH LANG HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	qot/ot-ee-y/chy/chey/dy/shy/sy	oteey	READ_FUSED_WHOLE_WORD
WH02-R037	WH02	f82r	B2-S006	HOW	qokal	PROC048	OK+AL	OPERATION>ADDRESS	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	qok/ok/chok-al	qokal	READ_SHARED_CORE
WH02-R038	WH02	f82r	B2-S006	HOW	sheckhy	PROC110	SH+E+CKH+Y	STATE>GRADE>PATH>REFERENT	HALTEN · KURZ · DURCHLASS · POSTEN	HALTEN · KURZ · DURCHLASS · POSTEN	KURZ IM DURCHLASS HALTEN	NOT_APPLICABLE	NOT_APPLICABLE	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	sh-e-ckh-y/chy/chey/dy/shy/sy	sheckhy	READ_ROOT_COMPOSITION
WH02-R039	WH02	f82r	B2-S006	HOW	qoky	PROC008	OK+Y	OPERATION>REFERENT	ANSETZEN · POSTEN	ANSETZEN · POSTEN	ANSETZEN · POSTEN	DEFAULT_CURRENT_START	den gewöhnlichen aktuellen Posten ansetzen	oberes Beckenpaar mit Zylinder	An den oberen Paarbecken mit Zylinder: Danach laenger den laufenden Posten; dann zur Zielstelle ansetzen; dann ihn kurz durch den Durchlass halten; dann ihn ansetzen.	qok/ok/chok-y/chy/chey/dy/shy/sy	qoky	READ_SHARED_CORE
