analogy_id	candidate_surface	known_neighbor_surface	levenshtein_distance	within_closest_layer	selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_consensus_axes	candidate_analogy_confidence_level	relation_scope	literal_identity_credit	component_export_credit
G745-A0066	dcheeoy	ycheey	2	0	2	ycheey#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	16	DRY|END_STAGE	DRY|END_STAGE	trockne hiervon bis zur Endstufe	trockne hiervon bis zur Endstufe	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0067	dsheedy	dshedy	1	1	1	dshedy#1	W2_PROVISIONAL_WORKING	54	1	1	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	bis zur Mittelstufe angefeuchtete Drogenportion	MOIST|MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0068	dsheedy	dsheey	1	1	1	dsheey#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	MOIST|MATERIAL|END_STAGE	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	abgemessene, vollständig angefeuchtete Droge	MOIST|MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0069	dsheedy	sheedy	1	1	1	sheedy#1	W2_PROVISIONAL_WORKING	54	1	1	MOIST|END_STAGE	MOIST|END_STAGE	feucht am Ende des Grades	feucht am Ende des Grades	MOIST|MATERIAL|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0070	kchekain	chekain	1	1	2	chekain#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	5	HOT|DRY|PROCESS|MIDDLE_STAGE|LEVEL_II	HOT|DRY|PROCESS|MIDDLE_STAGE|LEVEL_II	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0071	kchekain	cheain	2	0	2	cheain#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|MATERIAL|LEVEL_II	DRY|MATERIAL|LEVEL_II	Droge bis zur Trockenstufe II	Droge bis zur Trockenstufe II	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0072	kchekain	chedain	2	0	2	chedain#GLOBAL	W3_SOLID_WORKING_THEORY	76	17	12	DRY|AMOUNT|MATERIAL|MIDDLE_STAGE	DRY|AMOUNT|MATERIAL|MIDDLE_STAGE	zwei Portionen bis zur Mittelstufe getrockneter Droge	zwei Portionen bis zur Mittelstufe getrockneter Droge	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0073	kchekain	cheokain	2	0	2	cheokain#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|DRY|PREPARATION|PROCESS|MIDDLE_STAGE|LEVEL_II	HOT|DRY|PREPARATION|PROCESS|MIDDLE_STAGE|LEVEL_II	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0074	kchekain	chetain	2	0	2	chetain#1	W2_PROVISIONAL_WORKING	49	1	1	DRY|PROCESS|MIDDLE_STAGE|LEVEL_II	DRY|PROCESS|MIDDLE_STAGE|LEVEL_II	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0075	kchekain	chkain	2	0	2	chkain#GLOBAL	W3_SOLID_WORKING_THEORY	76	12	12	HOT|DRY|LEVEL_II	HOT|DRY|LEVEL_II	trocken-heiß, Stufe II	trocken-heiß, Stufe II	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0076	kchekain	chokain	2	0	2	chokain#GLOBAL	W3_SOLID_WORKING_THEORY	63	10	8	HOT|DRY|PREPARATION|PROCESS|LEVEL_II	HOT|DRY|PREPARATION|PROCESS|LEVEL_II	erhitze den Trockenansatz auf Stufe II	erhitze den Trockenansatz auf Stufe II	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0077	kchekain	shekain	2	0	2	shekain#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|MATERIAL|MIDDLE_STAGE|LEVEL_II	HOT|MATERIAL|MIDDLE_STAGE|LEVEL_II	bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge	bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge	HOT|DRY|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0078	odeeey	oteeey	1	1	2	oteeey#GLOBAL	W3_SOLID_WORKING_THEORY	63	7	6	COLD|PREPARATION|PROCESS	COLD|PREPARATION|PROCESS	Ansatz bis zur letzten Stufe abkühlen und abschließen	Ansatz bis zur letzten Stufe abkühlen und abschließen	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0079	odeeey	deey	2	0	2	deey#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	AMOUNT|PROCESS	AMOUNT|PROCESS	die letzte Portion abmessen	die letzte Portion abmessen	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0080	odeeey	oeees	2	0	2	oeees#GLOBAL	W3_SOLID_WORKING_THEORY	63	6	6	PREPARATION	PREPARATION	Ansatzcharge der letzten Stufe	Ansatzcharge der letzten Stufe	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0081	odeeey	okeedy	2	0	2	okeedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	94	46	HOT|PREPARATION|CLOSE|END_STAGE	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0082	odeeey	okeey	2	0	2	okeey#1	W2_PROVISIONAL_WORKING	43	2	2	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0083	odeeey	osheey	2	0	2	osheey#V84_1	W2_PROVISIONAL_WORKING	44	1	1	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichte Zubereitung	vollständig eingeweichte Zubereitung	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0084	odeeey	oteedy	2	0	2	oteedy#1	W2_PROVISIONAL_WORKING	54	1	1	COLD|PREPARATION|END_STAGE	COLD|PREPARATION|END_STAGE	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0085	odeeey	oteey	2	0	2	oteey#GLOBAL	W3_SOLID_WORKING_THEORY	71	100	42	COLD|PREPARATION|END_STAGE	COLD|PREPARATION|END_STAGE	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0086	odeeey	qeeey	2	0	2	qeeey#1	W2_PROVISIONAL_WORKING	41	1	1	PASS	PASS	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0087	oeedy	keedy	1	1	1	keedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	59	31	HOT|CLOSE|END_STAGE	HOT|CLOSE|END_STAGE	heiß am Ende des Grades, abgeschlossen	heiß am Ende des Grades, abgeschlossen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0088	oeedy	okedy	1	1	1	okedy#1	W2_PROVISIONAL_WORKING	54	1	1	HOT|PREPARATION|MIDDLE_STAGE	HOT|PREPARATION|MIDDLE_STAGE	heißer Ansatz, Mittelstufe erreicht	heißer Ansatz, Mittelstufe erreicht	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0089	oeedy	okeedy	1	1	1	okeedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	94	46	HOT|PREPARATION|CLOSE|END_STAGE	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0090	oeedy	otedy	1	1	1	otedy#1	W3_SOLID_WORKING_THEORY	66	2	2	COLD|PREPARATION|MIDDLE_STAGE	COLD|PREPARATION|MIDDLE_STAGE	kalter Ansatz, Mittelstufe erreicht	kalter Ansatz, Mittelstufe erreicht	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0091	oeedy	oteedy	1	1	1	oteedy#1	W2_PROVISIONAL_WORKING	54	1	1	COLD|PREPARATION|END_STAGE	COLD|PREPARATION|END_STAGE	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0092	oeedy	qoeedy	1	1	1	qoeedy#1	W2_PROVISIONAL_WORKING	54	1	1	AMOUNT	AMOUNT	nimm die Endportion hinzu	nimm die Endportion hinzu	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0093	oeedy	teedy	1	1	1	teedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	13	11	COLD|CLOSE|END_STAGE	COLD|CLOSE|END_STAGE	kalt am Ende des Grades, abgeschlossen	kalt am Ende des Grades, abgeschlossen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0094	okalor	otalor	1	1	2	otalor#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	COLD|AMOUNT|MATERIAL|PREPARATION	COLD|AMOUNT|MATERIAL|PREPARATION	kalte Ansatzportion aus Rohstoff I	kalte Ansatzportion aus Rohstoff I	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0095	okalor	dalor	2	0	2	dalor#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	6	AMOUNT|MATERIAL	AMOUNT|MATERIAL	eine abgemessene Portion Rohdroge I	eine abgemessene Portion Rohdroge I	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0096	okalor	kalol	2	0	2	kalol#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|MATERIAL	HOT|MATERIAL	heißer Rohstoff der ersten Klasse	heißer Rohstoff der ersten Klasse	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0097	okalor	okair	2	0	2	okair#GLOBAL	W3_SOLID_WORKING_THEORY	76	18	15	HOT|PART|MATERIAL|PREPARATION	HOT|PART|MATERIAL|PREPARATION	heiße Drogenfraktion II im Ansatz	heiße Drogenfraktion II im Ansatz	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0098	okalor	okal	2	0	2	okal#1	W2_PROVISIONAL_WORKING	50	4	3	HOT|MATERIAL|PREPARATION|BEGIN_STAGE	HOT|MATERIAL|PREPARATION|BEGIN_STAGE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0099	okalor	okaly	2	0	2	okaly#GLOBAL	W3_SOLID_WORKING_THEORY	76	16	12	HOT|MATERIAL|PREPARATION|PROCESS	HOT|MATERIAL|PREPARATION|PROCESS	Rohstoff-I-Ansatz leicht erhitzen und abschließen	Rohstoff-I-Ansatz leicht erhitzen und abschließen	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0100	okalor	okar	2	0	2	okar#1	W2_PROVISIONAL_WORKING	42	2	2	HOT|PART|PREPARATION	HOT|PART|PREPARATION	Anteil I des heißen Ansatzes	Anteil I des heißen Ansatzes	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0101	okalor	okarol	2	0	2	okarol#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|PART|MATERIAL|PREPARATION	HOT|PART|MATERIAL|PREPARATION	Ansatzstoff aus heißer Drogenfraktion I	Ansatzstoff aus heißer Drogenfraktion I	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0102	okalor	okchor	2	0	2	okchor#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	13	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	eine Portion heiß-trockene Droge im Ansatz	eine Portion heiß-trockene Droge im Ansatz	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0103	okalor	okeor	2	0	2	okeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	12	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0104	okalor	okor	2	0	2	okor#GLOBAL	W3_SOLID_WORKING_THEORY	66	24	20	HOT|AMOUNT|MATERIAL|PREPARATION	HOT|AMOUNT|MATERIAL|PREPARATION	heiße Drogenportion im Ansatz	heiße Drogenportion im Ansatz	HOT|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0105	okechol	okchol	1	1	2	okchol#GLOBAL	W3_SOLID_WORKING_THEORY	73	10	8	HOT|DRY|PREPARATION	HOT|DRY|PREPARATION	heißer Ansatz aus Trockengut	heißer Ansatz aus Trockengut	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0106	okechol	kchol	2	0	2	kchol#GLOBAL	W3_SOLID_WORKING_THEORY	76	24	20	HOT|DRY	HOT|DRY	erhitztes Trockengut	erhitztes Trockengut	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0107	okechol	okchal	2	0	2	okchal#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	HOT|DRY|MATERIAL|PREPARATION|BEGIN_STAGE	HOT|DRY|MATERIAL|PREPARATION|BEGIN_STAGE	Ansatz aus heiß-trockenem Rohstoff Klasse I am Gradanfang	Ansatz aus heiß-trockenem Rohstoff Klasse I am Gradanfang	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0108	okechol	okchor	2	0	2	okchor#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	13	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	eine Portion heiß-trockene Droge im Ansatz	eine Portion heiß-trockene Droge im Ansatz	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0109	okechol	okeeol	2	0	2	okeeol#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	HOT|MATERIAL|PREPARATION|END_STAGE	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	vollständig erhitzter Ansatzstoff	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0110	okechol	okeol	2	0	2	okeol#GLOBAL	W2_PROVISIONAL_WORKING	58	44	25	HOT|PREPARATION|MIDDLE_STAGE	HOT|PREPARATION|MIDDLE_STAGE	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0111	okechol	otchol	2	0	2	otchol#GLOBAL	W3_SOLID_WORKING_THEORY	66	27	25	COLD|DRY|MATERIAL|PREPARATION	COLD|DRY|MATERIAL|PREPARATION	kalt-trockener Zubereitungsstoff	kalt-trockener Zubereitungsstoff	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0112	okechol	qokchol	2	0	2	qokchol#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	11	HOT|DRY|MATERIAL	HOT|DRY|MATERIAL	heiß-trockenes Drogenmaterial	heiß-trockenes Drogenmaterial	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0113	okechol	ykchol	2	0	2	ykchol#GLOBAL	W3_SOLID_WORKING_THEORY	71	6	5	HOT|DRY|MATERIAL|PROCESS	HOT|DRY|MATERIAL|PROCESS	erhitze und trockne hiervon den Drogenstoff	erhitze und trockne hiervon den Drogenstoff	HOT|DRY|MATERIAL|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0114	okeeody	keeody	1	1	1	keeody#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	HOT|PREPARATION|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0115	okeeody	okeedy	1	1	1	okeedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	94	46	HOT|PREPARATION|CLOSE|END_STAGE	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	heißer Ansatz am Ende des Grades, abgeschlossen	HOT|PREPARATION|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0116	okeeody	qokeeody	1	1	1	qokeeody#GLOBAL	W3_SOLID_WORKING_THEORY	68	13	11	HOT|PREPARATION|END_STAGE	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	vollständig ausgekochter Ansatz	HOT|PREPARATION|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0117	olkeeor	olkeeo	1	1	2	olkeeo#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	HOT|MATERIAL	HOT|MATERIAL	stark erhitzter Drogenauszug	stark erhitzter Drogenauszug	HOT|AMOUNT|MATERIAL|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0118	olkeeor	okeeol	2	0	2	okeeol#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	HOT|MATERIAL|PREPARATION|END_STAGE	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	vollständig erhitzter Ansatzstoff	HOT|AMOUNT|MATERIAL|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0119	olkeeor	okeor	2	0	2	okeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	15	12	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	eine Portion Ansatz bis zur Mittelstufe erhitzen	eine Portion Ansatz bis zur Mittelstufe erhitzen	HOT|AMOUNT|MATERIAL|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0120	olkeeor	olkees	2	0	2	olkees#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|AMOUNT|MATERIAL|END_STAGE	HOT|AMOUNT|MATERIAL|END_STAGE	Charge vollständig erhitzten Drogenstoffs	Charge vollständig erhitzten Drogenstoffs	HOT|AMOUNT|MATERIAL|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0121	olkeeor	qokeeor	2	0	2	qokeeor#GLOBAL	W3_SOLID_WORKING_THEORY	71	8	8	HOT|AMOUNT|PROCESS|END_STAGE	HOT|AMOUNT|PROCESS|END_STAGE	erhitze eine Portion vollständig	erhitze eine Portion vollständig	HOT|AMOUNT|MATERIAL|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0122	olky	oky	1	1	1	oky#1	W2_PROVISIONAL_WORKING	43	2	2	HOT|PREPARATION|BEGIN_STAGE	HOT|PREPARATION|BEGIN_STAGE	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0123	olky	oldy	1	1	1	oldy#GLOBAL	W3_SOLID_WORKING_THEORY	76	25	18	CLOSE|END_STAGE	CLOSE|END_STAGE	fertiger, abgeseihter Auszug	fertiger, abgeseihter Auszug	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0124	olky	oly	1	1	1	oly#GLOBAL	W3_SOLID_WORKING_THEORY	68	53	30	PROCESS	PROCESS	abseihen	abseihen	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0125	olky	qolky	1	1	1	qolky#1	W2_PROVISIONAL_WORKING	40	1	1	HOT|MATERIAL	HOT|MATERIAL	leicht erhitzten Drogenstoff hinzugeben	leicht erhitzten Drogenstoff hinzugeben	NONE	A1_MIXED_NEIGHBORHOOD	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0126	otalsy	otaldy	1	1	1	otaldy#GLOBAL	W3_SOLID_WORKING_THEORY	71	5	5	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	kalten Rohstoff-I-Ansatz fertigstellen	MATERIAL|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0127	otalsy	otaly	1	1	1	otaly#GLOBAL	W3_SOLID_WORKING_THEORY	68	11	10	MATERIAL|PREPARATION	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	Rohstoff-I-Ansatz leicht kühlen und abschließen	MATERIAL|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0128	oteeol	okeeol	1	1	1	okeeol#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	HOT|MATERIAL|PREPARATION|END_STAGE	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	vollständig erhitzter Ansatzstoff	COLD|MATERIAL|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0129	oteeol	oteeo	1	1	1	oteeo#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	6	COLD|PREPARATION|PASS	COLD|PREPARATION|PASS	zweiter Kaltansatz	zweiter Kaltansatz	COLD|MATERIAL|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
