gdt745_role_id	candidate_surface	cache_occurrences	cache_pages	cache_loci	reader_exact_occurrences	reader_exact_pages	gdt744_seed_cells	gdt744_seed_pages	gdt744_seed_channels	external_occurrences	external_reader_exact_occurrences	boundary_complete_reader_exact_occurrences	exact_context_channel_counts	exact_context_role_counts	exact_line_position_counts	selected_working_role	working_role_confidence_level	role_dominance_fraction	competing_specific_roles	seed_specific_role_counts	external_specific_role_counts	seed_ambiguous_count	external_ambiguous_count	external_informative_exact_occurrences	external_support_pages	external_support_signatures	combined_support_pages	headword_position_lead	working_default_de	positive_evidence	counterevidence	literal_identity	confirmed_lexeme	plaintext_credit	component_export_credit	unseen_form_export	gdt744_all_field_memberships	gdt744_all_field_pages	gdt744_all_field_channel_counts	gdt744_cross_field_specific_role_conflict	analogy_min_edit_distance	analogy_radius	analogy_neighbor_wholes	analogy_closest_neighbor_wholes	analogy_neighbor_surfaces	analogy_nearest_glosses_de	analogy_consensus_axes	analogy_rival_axes	analogy_axis_support	analogy_functional_class	analogy_confidence_level	automatic_working_meaning_de	next_working_meaning_de	meaning_rationale_de	manual_default_applied	next_renderer_scope	next_literal_identity	next_confirmed_lexeme	next_component_export_credit
G745-R028	qochey	6	5	6	6	5	1	1	QUANTITY_OR_PART	5	5	6	OPEN:6	OPEN:6	MIDDLE:6	QUANTITY_REFERENT_OR_PART_NAME	R1_SEED_FIELD_ONLY	1.000	NONE	QUANTITY_REFERENT_OR_PART_NAME:1	NONE	0	0	0	0	0	1	0	Bezugsstoff oder Teilname einer Menge; konkrete Identität offen	GDT744 seed=QUANTITY_OR_PART; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=5; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	2	2	DESCRIPTIVE_MATERIA:1|QUANTITY_OR_PART:1	1	1	1	5	5	qochy|qockhey|qokchey|qolchey|qotchey	qochy=nimm leicht getrocknete Droge || qockhey=Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten || qokchey=heiß und trocken in der Mitte des Grades || qolchey=gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab || qotchey=kalt und trocken in der Mitte des Grades	DRY|MIDDLE_STAGE	HOT|COLD|MATERIAL|PREPARATION	HOT:1|COLD:1|DRY:4|MATERIAL:2|PREPARATION:1|MIDDLE_STAGE:4	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Mittelstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	trocken bis zur Mittelstufe; Zustands-, Zugabe- oder Mengenbezug offen	Fünf Distanz-1-Nachbarn sichern Trockenheit und Mitte; die zwei GDT744-Felder widersprechen sich deskriptiv gegen Menge/Teil.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R029	qoeechdy	1	1	1	1	1	1	1	PRESCRIPTIVE_RECIPE	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	INGREDIENT_OR_PROCESS_COMPLEMENT	R1_SEED_FIELD_ONLY	1.000	NONE	INGREDIENT_OR_PROCESS_COMPLEMENT:1	NONE	0	0	0	0	0	1	0	Zutat oder Ergänzung eines Verarbeitungsvorgangs; konkrete Identität offen	GDT744 seed=PRESCRIPTIVE_RECIPE; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	PRESCRIPTIVE_RECIPE:1	0	1	2	5	1	qokechdy|qoeedy|qokchdy|qokechedy|qotchdy	qokechdy=erhitze und trockne bis zum Abschluss	HOT|DRY	COLD|AMOUNT|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	HOT:3|COLD:1|DRY:4|AMOUNT:1|PROCESS:2|CLOSE:2|BEGIN_STAGE:2|MIDDLE_STAGE:1|END_STAGE:1	QUALITY_OR_STATE_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	trocken, heiß/erhitzt, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	erhitzen und trocknen bis zum Abschluss	qokechdy ist die direkte Vorgangsanalogie; der Radius-2-Kreis hält Hitze und Trockenheit, während Abschluss und Stufe variieren.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R030	qoeedaiin	4	4	4	2	2	1	1	DESCRIPTIVE_MATERIA	3	1	0	OPEN:2	OPEN:2	MIDDLE:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=2; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	4	1	oeedaiin|oteedaiin|qokeeaiin|qokeedain	oeedaiin=drei Portionen vollständig bereiteten Ansatzes	AMOUNT|PROCESS|END_STAGE	HOT|PART|PREPARATION	HOT:2|AMOUNT:3|PART:1|PREPARATION:2|PROCESS:3|END_STAGE:4	QUANTITY_OR_PART_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	End-/Vollstufe, Menge/Portion, Vorgang; konkrete Identität offen (Mehrfachanalogie)	drei Portionen eines vollständig bereiteten Ansatzes abmessen	oeedaiin ist der direkte Drei-Portionen-Nachbar; alle vier Analogien tragen Menge, die Mehrheit Endbereich und Prozess.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R031	qokeain	2	2	2	2	2	1	1	DESCRIPTIVE_MATERIA	1	1	1	OPEN:2	OPEN:2	MIDDLE:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	12	1	qokain|okain|qoain|qodain|qokaiin|qokair|qokan|qokeal|qokeeaiin|qokeedain|qolain|qotain	qokain=heiß, Grad II	HOT	COLD|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE|LEVEL_II|LEVEL_III	HOT:8|COLD:1|AMOUNT:1|PART:4|MATERIAL:2|PREPARATION:2|PROCESS:3|MIDDLE_STAGE:1|END_STAGE:2|LEVEL_II:4|LEVEL_III:1	QUALITY_OR_STATE_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	heiß/erhitzt, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	heiß, Stufe II	qokain ist der direkte Distanz-1-Ganzwortnachbar mit Grad II; der Radius-2-Kreis bestätigt nur die Heißachse.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R032	qokeechy	5	5	5	5	5	1	1	DESCRIPTIVE_QUALITY	4	4	2	OPEN:5	OPEN:5	MIDDLE:5	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	2	2	6	6	okeeshy|qokechdy|qokeedy|qokeeedy|qokeeody|qokeey	okeeshy=heißer, vollständig angefeuchteter Ansatz || qokechdy=erhitze und trockne bis zum Abschluss || qokeedy=heiß am Ende des Grades || qokeeedy=heißer Zustand, Bindungsstufe III || qokeeody=vollständig ausgekochter Ansatz || qokeey=heiß am Ende des Grades	HOT|END_STAGE	DRY|MOIST|PREPARATION|PROCESS|CLOSE|LEVEL_III	HOT:6|DRY:1|MOIST:1|PREPARATION:2|PROCESS:1|CLOSE:1|END_STAGE:4|LEVEL_III:1	QUALITY_OR_STATE_WHOLE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	heiß/erhitzt, End-/Vollstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	heißer End-/Vollzustand; Trocknung gegen Befeuchtung offen	Sechs Distanz-2-Nachbarn teilen Hitze und Endbereich, streuen aber über trocken, feucht, Ansatz und Vorgang.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R033	qototeeey	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	2	2	1	1	qotoeey	qotoeey=kühle den Ansatz vollständig	NONE	PREPARATION|END_STAGE	PREPARATION:1|END_STAGE:1	MIXED_OR_OPEN_WHOLE	A1_SINGLE_NEIGHBOR_LEAD	Ganzwort-Analogie zu „kühle den Ansatz vollständig“; genaue Funktion offen	Ansatz vollständig abkühlen; Einzelanalogie	Nur qotoeey liegt innerhalb Editdistanz zwei und trägt genau diesen Kühlvorgang; es gibt keinen Mehrfachkonsens.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R034	sheees	1	1	1	1	1	1	1	DESCRIPTIVE_QUALITY	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	2	2	12	12	chees|oeees|qoeees|shee|sheeal|sheed|sheedy|sheeky|sheeo|sheeod|sheety|shes	chees=vollständig getrocknete Kräutermischung || oeees=Ansatzcharge der letzten Stufe || qoeees=nimm eine Charge der letzten Stufe || shee=vollständig anfeuchten || sheeal=Rohstoffklasse I, feucht am Gradende || sheed=Einweichung vollständig abgeschlossen || sheedy=feucht am Ende des Grades || sheeky=vollständig einweichen, erhitzen und abschließen || sheeo=vollständig eingeweichter Ansatz || sheeod=vollständig eingeweichten Ansatz abschließen || sheety=vollständig angefeuchtet und gekühlt || shes=feuchtes Drogenmaterial, Mittelstufe	END_STAGE	HOT|DRY|MOIST|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|MIDDLE_STAGE	HOT:1|DRY:1|MOIST:7|AMOUNT:1|MATERIAL:2|PREPARATION:4|PROCESS:1|CLOSE:1|MIDDLE_STAGE:1|END_STAGE:9	STAGE_OR_RESULT_WHOLE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	End-/Vollstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	vollständiger Endzustand; feucht/eingeweicht gegen trocken offen	Zwölf Distanz-2-Nachbarn sichern nur den End-/Vollbereich; Trockenheit, Feuchte, Stoff und Ansatz bleiben gemischt.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R035	sheeol	10	8	10	9	7	1	1	DESCRIPTIVE_QUALITY	9	8	6	OPEN:9	OPEN:9	FIRST:1|MIDDLE:8	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=8; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	1	5	5	cheeol|sheeal|sheeo|sheeod|sheol	cheeol=vollständig getrockneter Drogenstoff || sheeal=Rohstoffklasse I, feucht am Gradende || sheeo=vollständig eingeweichter Ansatz || sheeod=vollständig eingeweichten Ansatz abschließen || sheol=feuchtes Material	MATERIAL|END_STAGE	DRY|MOIST|PREPARATION	DRY:1|MOIST:2|MATERIAL:3|PREPARATION:2|END_STAGE:4	MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	End-/Vollstufe, Stoff/Material; konkrete Identität offen (Mehrfachanalogie)	vollständig behandelter Stoff; feucht/eingeweicht gegen trocken offen	Fünf Distanz-1-Nachbarn teilen Stoffnähe und Endbereich, enthalten aber sowohl cheeol-trocken als auch shee*-feucht.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R036	shoda	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	13	1	shody|chod|shdal|shdy|shed|shedy|sho|shokal|shoko|shoky|shol|sholdy|shoral	shody=vollständig eingeweichter Ansatz	MOIST	HOT|DRY|MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	HOT:3|DRY:1|MOIST:9|MATERIAL:4|PREPARATION:6|PROCESS:1|BEGIN_STAGE:4|MIDDLE_STAGE:2|END_STAGE:2	QUALITY_OR_STATE_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	feucht/eingeweicht, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	eingeweichter oder feuchter Zustand; vollständig eingeweichter Ansatz als stärkste Analogie	shody ist der direkte Ganzwortnachbar; der größere Kreis bestätigt die Feucht-/Einweichachse, nicht durchgehend den Träger.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R037	tarairy	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	LAST:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	2	2	1	1	taraiin	taraiin=drei Teile der ersten gekühlten Drogenfraktion	NONE	PART|MATERIAL	PART:1|MATERIAL:1	MIXED_OR_OPEN_WHOLE	A1_SINGLE_NEIGHBOR_LEAD	Ganzwort-Analogie zu „drei Teile der ersten gekühlten Drogenfraktion“; genaue Funktion offen	gekühlte erste Fraktion oder deren Teile; Einzelanalogie	Nur taraiin liegt innerhalb Editdistanz zwei und bezeichnet drei Teile der ersten gekühlten Fraktion.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R038	ykeeey	5	5	5	5	5	1	1	PRESCRIPTIVE_RECIPE	4	4	4	OPEN:5	OPEN:5	FIRST:3|MIDDLE:2	INGREDIENT_OR_PROCESS_COMPLEMENT	R1_SEED_FIELD_ONLY	1.000	NONE	INGREDIENT_OR_PROCESS_COMPLEMENT:1	NONE	0	0	0	0	0	1	0	Zutat oder Ergänzung eines Verarbeitungsvorgangs; konkrete Identität offen	GDT744 seed=PRESCRIPTIVE_RECIPE; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	PRESCRIPTIVE_RECIPE:1	0	1	1	2	2	ykeedy|ykeey	ykeedy=Eintrag: heiß am Gradende, abgeschlossen || ykeey=erhitze hiervon bis zur Endstufe und schließe ab	HOT|END_STAGE	PROCESS|CLOSE	HOT:2|PROCESS:1|CLOSE:1|END_STAGE:2	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	heiß/erhitzt, End-/Vollstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	hieraus bis zur heißen Endstufe führen und abschließen	ykeey und ykeedy stimmen in heißem Endbereich überein und teilen Vorgangs- gegen Ergebnislesung transparent.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R039	ykeeody	8	6	8	7	5	1	1	QUANTITY_OR_PART	7	6	2	OPEN:7	OPEN:7	FIRST:2|MIDDLE:5	QUANTITY_REFERENT_OR_PART_NAME	R1_SEED_FIELD_ONLY	1.000	NONE	QUANTITY_REFERENT_OR_PART_NAME:1	NONE	0	0	0	0	0	1	0	Bezugsstoff oder Teilname einer Menge; konkrete Identität offen	GDT744 seed=QUANTITY_OR_PART; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=6; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	QUANTITY_OR_PART:1	0	1	1	2	2	keeody|ykeedy	keeody=vollständig ausgekochter Ansatz || ykeedy=Eintrag: heiß am Gradende, abgeschlossen	HOT|END_STAGE	PREPARATION|CLOSE	HOT:2|PREPARATION:1|CLOSE:1|END_STAGE:2	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	heiß/erhitzt, End-/Vollstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	heißer End-/Abschlusszustand; Eintrag oder Ansatz offen	keeody und ykeedy teilen Hitze und Endbereich, unterscheiden aber Zubereitung und Eintrags-/Abschlussfunktion.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R040	ykeodaiin	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	1	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	2	2	4	4	cheodaiin|kodaiin|sheodaiin|yodaiin	cheodaiin=drei Portionen Trockenansatz auf mittlerer Trockenstufe || kodaiin=drei Portionen erhitzter Zubereitung || sheodaiin=drei Portionen eingeweichter Ansatz || yodaiin=hiervon drei Portionen Ansatz abmessen	AMOUNT|PREPARATION	HOT|DRY|PROCESS|MIDDLE_STAGE	HOT:1|DRY:1|AMOUNT:4|PREPARATION:4|PROCESS:1|MIDDLE_STAGE:1	QUANTIFIED_MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	Ansatz/Zubereitung, Menge/Portion; konkrete Identität offen (Mehrfachanalogie)	hiervon drei Portionen einer Zubereitung abmessen	Vier Distanz-2-Nachbarn teilen Portionen einer Zubereitung; yodaiin liefert explizit den rückbezüglichen Abmessvorgang.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R041	ytapy	1	1	1	1	1	1	1	DESCRIPTIVE_QUALITY	0	0	1	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	2	2	9	9	otaly|ytair|ytal|ytam|ytar|ytchy|ytedy|yteey|ytey	otaly=Rohstoff-I-Ansatz leicht kühlen und abschließen || ytair=kühle hiervon die zweite Fraktion || ytal=Eintrag: kalter Rohstoff I am Gradanfang || ytam=nimm hiervon ein Maß und kühle es || ytar=nimm hiervon die erste gekühlte Drogenfraktion || ytchy=Eintrag: kalt-trockene Grundform || ytedy=hiervon bis zur Mittelstufe abkühlen und abschließen || yteey=kühle hiervon bis zur Endstufe ab || ytey=kühle hiervon bis zur Mittelstufe ab und schließe ab	NONE	COLD|DRY|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	COLD:3|DRY:1|AMOUNT:1|PART:2|MATERIAL:3|PREPARATION:1|PROCESS:1|BEGIN_STAGE:2|MIDDLE_STAGE:2|END_STAGE:1	MIXED_OR_OPEN_WHOLE	A1_MIXED_NEIGHBORHOOD	Ganzwort-Analogie zu „Rohstoff-I-Ansatz leicht kühlen und abschließen“; genaue Funktion offen	hieraus kühlen; Maß gegen erste oder zweite Fraktion offen	Neun Distanz-2-Nachbarn teilen den y/t-Kühlbereich, aber keine Achse erreicht die formale Konsensschwelle; Menge und Teil konkurrieren.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
