partial_candidate_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	partial_recipe	partial_component_count	removed_component_count	removal_position_sets	removed_token_sets	near_single_deletion	contiguous_in_target	contains_target_action_root	same_register_exact_cell_count	same_register_event_count	same_register_clause_form_count	same_register_page_count	same_register_pages	cross_register_exact_cell_count	cross_registers	cross_register_event_count	cross_register_page_count	cross_register_pages	guard
G501-C0076	G498-M191	@ACTION+AL+Y	SH	SH+AL+Y	SOURCE_SECTION_T	SH+AL	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0077	G498-M191	@ACTION+AL+Y	SH	SH+AL+Y	SOURCE_SECTION_T	SH+Y	2	1	2	AL	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0078	G498-M191	@ACTION+AL+Y	SH	SH+AL+Y	SOURCE_SECTION_T	AL+Y	2	1	1	SH	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|CELESTIAL|PHARMA	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0079	G498-M284	@ACTION+CHD+Y	SH	SH+CHD+Y	CELESTIAL	SH+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0080	G498-M284	@ACTION+CHD+Y	SH	SH+CHD+Y	CELESTIAL	SH+Y	2	1	2	CHD	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0081	G498-M284	@ACTION+CHD+Y	SH	SH+CHD+Y	CELESTIAL	CHD+Y	2	1	1	SH	YES	YES	NO	1	2	1	1	f72r	4	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	105	12	f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0082	G498-M285	@ACTION+CHD+Y	SH	SH+CHD+Y	PHARMA	SH+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0083	G498-M285	@ACTION+CHD+Y	SH	SH+CHD+Y	PHARMA	SH+Y	2	1	2	CHD	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0084	G498-M285	@ACTION+CHD+Y	SH	SH+CHD+Y	PHARMA	CHD+Y	2	1	1	SH	YES	YES	NO	1	1	1	1	f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	106	12	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0085	G498-M281	@ACTION+CHD+Y	SH	SH+CHD+Y	SOURCE_SECTION_T	SH+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0086	G498-M281	@ACTION+CHD+Y	SH	SH+CHD+Y	SOURCE_SECTION_T	SH+Y	2	1	2	CHD	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0087	G498-M281	@ACTION+CHD+Y	SH	SH+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	1	1	SH	YES	YES	NO	1	1	1	1	f1r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	106	12	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0088	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CHD+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0089	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CHD+E	2	2	2,4	CH+Y	NO	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0090	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CHD+Y	2	2	2,3	CH+E	NO	NO	YES	1	2	1	1	f72r	4	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	105	12	f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0091	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CH+E	2	2	1,4	CHD+Y	NO	YES	NO	1	1	1	1	f72r	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0092	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CH+Y	2	2	1,3	CHD+E	NO	NO	NO	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0093	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	E+Y	2	2	1,2	CHD+CH	NO	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	4	f18r|f75r|f82r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0094	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CHD+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0095	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CHD+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0096	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CHD+E+Y	3	1	2	CH	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0097	G498-M254	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	CELESTIAL	CH+E+Y	3	1	1	CHD	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	5	f10r|f24v|f56r|f81r|f88r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0098	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CHD+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0099	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CHD+E	2	2	2,4	CH+Y	NO	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0100	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CHD+Y	2	2	2,3	CH+E	NO	NO	YES	1	1	1	1	f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	106	12	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0101	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CH+E	2	2	1,4	CHD+Y	NO	YES	NO	0	0	0	0	NONE	1	CELESTIAL	1	1	f72r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0102	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CH+Y	2	2	1,3	CHD+E	NO	NO	NO	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0103	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	E+Y	2	2	1,2	CHD+CH	NO	YES	NO	1	1	1	1	f89r	2	BIOLOGICAL|HERBAL	4	3	f18r|f75r|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0104	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CHD+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0105	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CHD+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0106	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CHD+E+Y	3	1	2	CH	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0107	G498-M255	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	PHARMA	CH+E+Y	3	1	1	CHD	YES	YES	NO	1	1	1	1	f88r	2	BIOLOGICAL|HERBAL	4	4	f10r|f24v|f56r|f81r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0108	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	P+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0109	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	P+E	2	2	2,4	CH+Y	NO	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0110	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	P+Y	2	2	2,3	CH+E	NO	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0111	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	CH+E	2	2	1,4	P+Y	NO	YES	NO	1	1	1	1	f72r	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0112	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	CH+Y	2	2	1,3	P+E	NO	NO	NO	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0113	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	E+Y	2	2	1,2	P+CH	NO	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	4	f18r|f75r|f82r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0114	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	P+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0115	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	P+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0116	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	P+E+Y	3	1	2	CH	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0117	G498-M269	@ACTION+CH+E+Y	P	P+CH+E+Y	CELESTIAL	CH+E+Y	3	1	1	P	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	5	f10r|f24v|f56r|f81r|f88r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0118	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	P+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0119	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	P+E	2	2	2,4	CH+Y	NO	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0120	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	P+Y	2	2	2,3	CH+E	NO	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0121	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	CH+E	2	2	1,4	P+Y	NO	YES	NO	0	0	0	0	NONE	1	CELESTIAL	1	1	f72r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0122	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	CH+Y	2	2	1,3	P+E	NO	NO	NO	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0123	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	E+Y	2	2	1,2	P+CH	NO	YES	NO	1	1	1	1	f89r	2	BIOLOGICAL|HERBAL	4	3	f18r|f75r|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0124	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	P+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0125	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	P+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0126	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	P+E+Y	3	1	2	CH	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0127	G498-M270	@ACTION+CH+E+Y	P	P+CH+E+Y	PHARMA	CH+E+Y	3	1	1	P	YES	YES	NO	1	1	1	1	f88r	2	BIOLOGICAL|HERBAL	4	4	f10r|f24v|f56r|f81r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0128	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	SH+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0129	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	SH+E	2	2	2,4	CH+Y	NO	NO	YES	1	1	1	1	f71v	1	SOURCE_SECTION_T	1	1	f1r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0130	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	SH+Y	2	2	2,3	CH+E	NO	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0131	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	CH+E	2	2	1,4	SH+Y	NO	YES	NO	1	1	1	1	f72r	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0132	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	CH+Y	2	2	1,3	SH+E	NO	NO	NO	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0133	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	E+Y	2	2	1,2	SH+CH	NO	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	4	f18r|f75r|f82r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0134	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	SH+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0135	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	SH+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0136	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	SH+E+Y	3	1	2	CH	YES	NO	YES	1	4	1	2	f68r1|f72r	4	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	40	12	f1r|f11r|f13r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0137	G498-M239	@ACTION+CH+E+Y	SH	SH+CH+E+Y	CELESTIAL	CH+E+Y	3	1	1	SH	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|HERBAL|PHARMA	5	5	f10r|f24v|f56r|f81r|f88r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0138	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	SH+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0139	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	SH+E	2	2	2,4	CH+Y	NO	NO	YES	0	0	0	0	NONE	2	CELESTIAL|SOURCE_SECTION_T	2	2	f1r|f71v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0140	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	SH+Y	2	2	2,3	CH+E	NO	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0141	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	CH+E	2	2	1,4	SH+Y	NO	YES	NO	0	0	0	0	NONE	1	CELESTIAL	1	1	f72r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0142	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	CH+Y	2	2	1,3	SH+E	NO	NO	NO	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0143	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	E+Y	2	2	1,2	SH+CH	NO	YES	NO	1	1	1	1	f89r	2	BIOLOGICAL|HERBAL	4	3	f18r|f75r|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0144	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	SH+CH+E	3	1	4	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0145	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	SH+CH+Y	3	1	3	E	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0146	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	SH+E+Y	3	1	2	CH	YES	NO	YES	1	1	1	1	f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	43	13	f1r|f11r|f13r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0147	G498-M240	@ACTION+CH+E+Y	SH	SH+CH+E+Y	PHARMA	CH+E+Y	3	1	1	SH	YES	YES	NO	1	1	1	1	f88r	2	BIOLOGICAL|HERBAL	4	4	f10r|f24v|f56r|f81r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0148	G498-M299	@ACTION+CHD+Y	CHD	CHD+CHD+Y	CELESTIAL	CHD+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0149	G498-M299	@ACTION+CHD+Y	CHD	CHD+CHD+Y	CELESTIAL	CHD+Y	2	1	2|1	CHD|CHD	YES	YES	YES	1	2	1	1	f72r	4	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	105	12	f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0150	G498-M300	@ACTION+CHD+Y	CHD	CHD+CHD+Y	PHARMA	CHD+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0151	G498-M300	@ACTION+CHD+Y	CHD	CHD+CHD+Y	PHARMA	CHD+Y	2	1	2|1	CHD|CHD	YES	YES	YES	1	1	1	1	f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	106	12	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0152	G498-M296	@ACTION+CHD+Y	CHD	CHD+CHD+Y	SOURCE_SECTION_T	CHD+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0153	G498-M296	@ACTION+CHD+Y	CHD	CHD+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	1	2|1	CHD|CHD	YES	YES	YES	1	1	1	1	f1r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	106	12	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0154	G498-M234	@ACTION+CH+E+Y	CH	CH+CH+E+Y	CELESTIAL	CH+CH	2	2	3,4	E+Y	NO	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
