partial_witness_id	partial_candidate_id	target_matrix_cell_id	target_action_recipe	target_register	partial_recipe	partial_component_count	near_single_deletion	contains_target_action_root	witness_relation	witness_register	observed_event_count	observed_clause_form_count	observed_page_count	observed_pages	observed_event_ids	observed_surfaces	observed_clauses_de	guard
G501-W0049	G501-C0023	G498-M389	CHD+OR+Y	CELESTIAL	CHD+Y	2	YES	YES	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0050	G501-C0023	G498-M389	CHD+OR+Y	CELESTIAL	CHD+Y	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0051	G501-C0023	G498-M389	CHD+OR+Y	CELESTIAL	CHD+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0052	G501-C0024	G498-M389	CHD+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0053	G501-C0024	G498-M389	CHD+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0054	G501-C0025	G498-M390	CHD+OR+Y	PHARMA	CHD+OR	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f76r	G407-E2359	chedor	Bearbeite die Stationseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0055	G501-C0026	G498-M390	CHD+OR+Y	PHARMA	CHD+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0056	G501-C0026	G498-M390	CHD+OR+Y	PHARMA	CHD+Y	2	YES	YES	CROSS_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0057	G501-C0026	G498-M390	CHD+OR+Y	PHARMA	CHD+Y	2	YES	YES	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0058	G501-C0026	G498-M390	CHD+OR+Y	PHARMA	CHD+Y	2	YES	YES	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0059	G501-C0026	G498-M390	CHD+OR+Y	PHARMA	CHD+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0060	G501-C0027	G498-M390	CHD+OR+Y	PHARMA	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0061	G501-C0027	G498-M390	CHD+OR+Y	PHARMA	OR+Y	2	YES	NO	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0062	G501-C0028	G498-M197	K+AL+Y	HERBAL	K+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	3	1	2	f75r|f76r	G407-E1453|G407-E1960|G407-E2142	kal	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0063	G501-C0028	G498-M197	K+AL+Y	HERBAL	K+AL	2	YES	YES	CROSS_REGISTER	CELESTIAL	1	1	1	f71v	G407-E1136	kal	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0064	G501-C0028	G498-M197	K+AL+Y	HERBAL	K+AL	2	YES	YES	SAME_REGISTER	HERBAL	1	1	1	f55v	G407-E0775	kal	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0065	G501-C0029	G498-M197	K+AL+Y	HERBAL	K+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	2	1	2	f76r|f81v	G407-E2065|G407-E3029	ky	Führe den Stationsposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0066	G501-C0029	G498-M197	K+AL+Y	HERBAL	K+Y	2	YES	YES	SAME_REGISTER	HERBAL	3	1	2	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	kchy	Gib den Pflanzenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0067	G501-C0029	G498-M197	K+AL+Y	HERBAL	K+Y	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4330	ky	Gib den Drogenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0068	G501-C0029	G498-M197	K+AL+Y	HERBAL	K+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0122	kchy	Ordne den laufenden Eintrag zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0069	G501-C0030	G498-M197	K+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0070	G501-C0030	G498-M197	K+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0071	G501-C0030	G498-M197	K+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0072	G501-C0031	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	3	1	2	f75r|f76r	G407-E1453|G407-E1960|G407-E2142	kal	Führe den Stationsposten [wie zuvor] zu; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0073	G501-C0031	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+AL	2	YES	YES	CROSS_REGISTER	CELESTIAL	1	1	1	f71v	G407-E1136	kal	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0074	G501-C0031	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+AL	2	YES	YES	CROSS_REGISTER	HERBAL	1	1	1	f55v	G407-E0775	kal	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0075	G501-C0032	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	2	1	2	f76r|f81v	G407-E2065|G407-E3029	ky	Führe den Stationsposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0076	G501-C0032	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+Y	2	YES	YES	CROSS_REGISTER	HERBAL	3	1	2	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	kchy	Gib den Pflanzenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0077	G501-C0032	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+Y	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4330	ky	Gib den Drogenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0078	G501-C0032	G498-M196	K+AL+Y	SOURCE_SECTION_T	K+Y	2	YES	YES	SAME_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0122	kchy	Ordne den laufenden Eintrag zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0079	G501-C0033	G498-M196	K+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0080	G501-C0033	G498-M196	K+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0081	G501-C0033	G498-M196	K+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0082	G501-C0034	G498-M379	K+OR+Y	CELESTIAL	K+OR	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f76r	G407-E2335	qkor	Führe die Stationseinheit zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0083	G501-C0034	G498-M379	K+OR+Y	CELESTIAL	K+OR	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f88r	G407-E3908	kor	Gib die Ansatzeinheit zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0084	G501-C0034	G498-M379	K+OR+Y	CELESTIAL	K+OR	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	2	1	1	f1r	G407-E0009|G407-E0116	kor	Ordne die Eintragseinheit zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0085	G501-C0035	G498-M379	K+OR+Y	CELESTIAL	K+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	2	1	2	f76r|f81v	G407-E2065|G407-E3029	ky	Führe den Stationsposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0086	G501-C0035	G498-M379	K+OR+Y	CELESTIAL	K+Y	2	YES	YES	CROSS_REGISTER	HERBAL	3	1	2	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	kchy	Gib den Pflanzenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0087	G501-C0035	G498-M379	K+OR+Y	CELESTIAL	K+Y	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4330	ky	Gib den Drogenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0088	G501-C0035	G498-M379	K+OR+Y	CELESTIAL	K+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0122	kchy	Ordne den laufenden Eintrag zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0089	G501-C0036	G498-M379	K+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0090	G501-C0036	G498-M379	K+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0091	G501-C0037	G498-M380	K+OR+Y	PHARMA	K+OR	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f76r	G407-E2335	qkor	Führe die Stationseinheit zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0092	G501-C0037	G498-M380	K+OR+Y	PHARMA	K+OR	2	YES	YES	SAME_REGISTER	PHARMA	1	1	1	f88r	G407-E3908	kor	Gib die Ansatzeinheit zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0093	G501-C0037	G498-M380	K+OR+Y	PHARMA	K+OR	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	2	1	1	f1r	G407-E0009|G407-E0116	kor	Ordne die Eintragseinheit zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0094	G501-C0038	G498-M380	K+OR+Y	PHARMA	K+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	2	1	2	f76r|f81v	G407-E2065|G407-E3029	ky	Führe den Stationsposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0095	G501-C0038	G498-M380	K+OR+Y	PHARMA	K+Y	2	YES	YES	CROSS_REGISTER	HERBAL	3	1	2	f11r|f13r	G407-E0336|G407-E0395|G407-E0441	kchy	Gib den Pflanzenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0096	G501-C0038	G498-M380	K+OR+Y	PHARMA	K+Y	2	YES	YES	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4330	ky	Gib den Drogenposten zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0097	G501-C0038	G498-M380	K+OR+Y	PHARMA	K+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0122	kchy	Ordne den laufenden Eintrag zu.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0098	G501-C0039	G498-M380	K+OR+Y	PHARMA	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0099	G501-C0039	G498-M380	K+OR+Y	PHARMA	OR+Y	2	YES	NO	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0100	G501-C0040	G498-M364	OK+OR+Y	CELESTIAL	OK+OR	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f81r	G407-E2810	qokor	Setze die Stationseinheit im Stationsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0101	G501-C0040	G498-M364	OK+OR+Y	CELESTIAL	OK+OR	2	YES	YES	SAME_REGISTER	CELESTIAL	3	1	1	f72r	G407-E1183|G407-E1321|G407-E1368	cheokeor|chokshor|okor	Setze die Positionseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0102	G501-C0040	G498-M364	OK+OR+Y	CELESTIAL	OK+OR	2	YES	YES	CROSS_REGISTER	HERBAL	3	1	2	f17r|f56r	G407-E0466|G407-E0824|G407-E0867	chokor|okor	Setze die Arbeitseinheit im Arbeitsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0103	G501-C0040	G498-M364	OK+OR+Y	CELESTIAL	OK+OR	2	YES	YES	CROSS_REGISTER	PHARMA	2	1	2	f88r|f89r	G407-E3809|G407-E4068	okor|qokor	Setze die Ansatzeinheit als Ansatz an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0104	G501-C0041	G498-M364	OK+OR+Y	CELESTIAL	OK+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	33	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1468|G407-E1476|G407-E1485|G407-E1533|G407-E1562|G407-E1593|G407-E1785|G407-E2148|G407-E2233|G407-E2304|G407-E2308|G407-E2317|G407-E2320|G407-E2519|G407-E2728|G407-E2971|G407-E3023|G407-E3025|G407-E3026|G407-E3094|G407-E3135|G407-E3160|G407-E3206|G407-E3230|G407-E3418|G407-E3510|G407-E3514|G407-E3524|G407-E3638|G407-E3682|G407-E3705|G407-E3724|G407-E3735	okchy|oky|qokchy|qoky	Setze den Stationsposten im Stationsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0105	G501-C0041	G498-M364	OK+OR+Y	CELESTIAL	OK+Y	2	YES	YES	CROSS_REGISTER	HERBAL	17	1	7	f10r|f13r|f17r|f18r|f55v|f56r|f95v	G407-E0230|G407-E0254|G407-E0412|G407-E0418|G407-E0427|G407-E0431|G407-E0454|G407-E0455|G407-E0493|G407-E0594|G407-E0757|G407-E0771|G407-E0842|G407-E0846|G407-E0872|G407-E4464|G407-E4468	choky|okchey|okchy|okshy|oky|qokchy|qoky	Setze den Pflanzenposten im Arbeitsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0106	G501-C0041	G498-M364	OK+OR+Y	CELESTIAL	OK+Y	2	YES	YES	CROSS_REGISTER	PHARMA	7	1	3	f88r|f88v|f89r	G407-E3814|G407-E3980|G407-E4034|G407-E4058|G407-E4165|G407-E4217|G407-E4228	choky|okcheeg|oky|qokchy|qoky	Setze den Drogenposten als Ansatz an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0107	G501-C0041	G498-M364	OK+OR+Y	CELESTIAL	OK+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	2	1	1	f1r	G407-E0192|G407-E0194	okchey|oky	Trage den laufenden Eintrag ein.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0108	G501-C0042	G498-M364	OK+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0109	G501-C0042	G498-M364	OK+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0110	G501-C0043	G498-M365	OK+OR+Y	PHARMA	OK+OR	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f81r	G407-E2810	qokor	Setze die Stationseinheit im Stationsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0111	G501-C0043	G498-M365	OK+OR+Y	PHARMA	OK+OR	2	YES	YES	CROSS_REGISTER	CELESTIAL	3	1	1	f72r	G407-E1183|G407-E1321|G407-E1368	cheokeor|chokshor|okor	Setze die Positionseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0112	G501-C0043	G498-M365	OK+OR+Y	PHARMA	OK+OR	2	YES	YES	CROSS_REGISTER	HERBAL	3	1	2	f17r|f56r	G407-E0466|G407-E0824|G407-E0867	chokor|okor	Setze die Arbeitseinheit im Arbeitsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0113	G501-C0043	G498-M365	OK+OR+Y	PHARMA	OK+OR	2	YES	YES	SAME_REGISTER	PHARMA	2	1	2	f88r|f89r	G407-E3809|G407-E4068	okor|qokor	Setze die Ansatzeinheit als Ansatz an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0114	G501-C0044	G498-M365	OK+OR+Y	PHARMA	OK+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	33	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1468|G407-E1476|G407-E1485|G407-E1533|G407-E1562|G407-E1593|G407-E1785|G407-E2148|G407-E2233|G407-E2304|G407-E2308|G407-E2317|G407-E2320|G407-E2519|G407-E2728|G407-E2971|G407-E3023|G407-E3025|G407-E3026|G407-E3094|G407-E3135|G407-E3160|G407-E3206|G407-E3230|G407-E3418|G407-E3510|G407-E3514|G407-E3524|G407-E3638|G407-E3682|G407-E3705|G407-E3724|G407-E3735	okchy|oky|qokchy|qoky	Setze den Stationsposten im Stationsgang an.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
