master_card_id	master_form	registered_surfaces	semantic_atoms	current_spoken_default_de	teaching_layer	drawer	event_count	records	previous_default_de	period_revision	pre_formula_default_de	formula_revision
MC122	kchey	kchey	KCH+E+Y	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5	bearbeiten · kurz · Posten	UNCHANGED	bearbeiten · kurz · Posten	NONE
MC123	chey	chey|chy|dy|shy|sy|y	Y	dies	REVISED_SHARED_17	ACTIVE_CORE	18	B1|B2|B3|B4|B6|H2|H3|H4	dieser Posten	SHORTENED_ACTIVE_CARD	dies	NONE
MC124	lkedy	lkedy	L+E+CLOSE	abführen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	abführen · kurz; schließen	UNCHANGED	abführen · kurz; schließen	NONE
MC125	chochor	chochor	HO+OR	Zutat · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5	Zutat · Ansatz	UNCHANGED	Zutat · Ansatz	NONE
MC126	pchedal	pchedal	P+CHD+AL	zuführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	zuführen · übertragen · Zielstelle	UNCHANGED	zuführen · übertragen · Zielstelle	NONE
MC127	lched	lched	L+CHD	abführen · übertragen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen · übertragen	UNCHANGED	abführen · übertragen	NONE
MC128	cheedy	cheedy|shedy|tedy	SHED+E+CLOSE	kurz absetzen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	12	B1|B2|B3|B4	kurz absetzen; schließen	SHORTENED_ACTIVE_CARD	kurz absetzen; Schluss	NONE
MC129	cfhy	cfhy	CFH+Y	auswringen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H3	auswringen · Posten	UNCHANGED	auswringen · Posten	NONE
MC130	lsho	lsho	WASH	waschen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B1	waschen	UNCHANGED	waschen	NONE
MC131	choy	choy	HO+Y	Zutat · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5	Zutat · Posten	UNCHANGED	Zutat · Posten	NONE
MC132	sheckhy	sheckhy	CKH+E+Y	Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	Durchgang · kurz · Posten	UNCHANGED	Durchgang · kurz · Posten	NONE
MC133	lcheckhedy	lcheckhedy	L+CKHE+CLOSE	abführen · trennen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	abführen · trennen; schließen	UNCHANGED	abführen · trennen; schließen	NONE
MC134	qolky	qolky	OL	weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B1	weiter	UNCHANGED	weiter	NONE
MC135	otedy	otedy	OT+E+CLOSE	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B3	danach · kurz; schließen	UNCHANGED	danach · kurz; schließen	NONE
MC136	kchoar	kchoar	CHEO+AR	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H5	Auszug · Ausgang	UNCHANGED	Auszug · Ausgang	NONE
MC137	shecthy	shecthy	CTH+E+Y	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	bereitstellen · kurz · Posten	UNCHANGED	bereitstellen · kurz · Posten	NONE
MC138	dshedy	dshedy	SHED+E+CLOSE	absetzen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	absetzen · kurz; schließen	UNCHANGED	absetzen · kurz; schließen	NONE
MC139	dchdy	dchdy	CHD+CLOSE	übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	übertragen; schließen	UNCHANGED	übertragen; schließen	NONE
MC140	qokeeedy	qokeeedy	OK+EEE+CLOSE	einsetzen · vollständig; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	einsetzen · vollständig; schließen	UNCHANGED	einsetzen · vollständig; schließen	NONE
MC141	tshey	tshey	CHEEY	Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	Klarlauf	UNCHANGED	Klarlauf	NONE
MC142	dchol	dchol|schol	DCHOL	vom vorigen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	2	H3|H5	vom vorigen Posten	SHORTENED_ACTIVE_CARD	vom vorigen	NONE
MC143	shckhedy	shckhedy	CKHE+CLOSE	seihen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B4	seihen; schließen	SHORTENED_ACTIVE_CARD	seihen; Schluss	NONE
MC144	chldaiin	chldaiin	SHED+AIIN	absetzen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	absetzen · Sollmaß	UNCHANGED	absetzen · Sollmaß	NONE
MC145	chedain	chedain	CHD+AIN	übertragen · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	übertragen · Anteil	UNCHANGED	übertragen · Anteil	NONE
MC146	chealror	chealror	AL+OR	Zielstelle · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	B3	Zielstelle · Ansatz	UNCHANGED	Zielstelle · Ansatz	NONE
MC147	cheky	cheky	CHK+E+Y	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B4	kurz wärmen	UNCHANGED	kurz wärmen	NONE
MC148	ykan	ykan	Y+AIN	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4	Posten · Anteil	UNCHANGED	Posten · Anteil	NONE
MC149	solshedy	solshedy	OL+SHED+CLOSE	weiter · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	weiter · absetzen; schließen	UNCHANGED	weiter · absetzen; schließen	NONE
MC150	okeeol	okeeol	OK+EE+OL	einsetzen · länger · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	einsetzen · länger · weiter	UNCHANGED	einsetzen · länger · weiter	NONE
MC151	qokshedy	qokshedy	OK+SHED+CLOSE	einsetzen · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	einsetzen · absetzen; schließen	UNCHANGED	einsetzen · absetzen; schließen	NONE
MC152	ches	ches	PARTITION	teilen	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	B2	teilen	UNCHANGED	teilen	NONE
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL	weiter	REVISED_SHARED_17	ACTIVE_CORE	19	B1|B3|B4|B5|B6|H1|H2	weiter	UNCHANGED	weiter	NONE
MC154	al	al|chal|cheal|dal|sal|tal	AL	dorthin	REVISED_SHARED_17	ACTIVE_CORE	10	B1|B2|B3|B4|B5|H5	dorthin	UNCHANGED	dorthin	NONE
MC155	lchedy	lchedy	L+CHD+CLOSE	abführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8	B2|B3|B4	abführen; schließen	SHORTENED_ACTIVE_CARD	abführen; Schluss	NONE
MC156	cphy	cphy	CPH+Y	nachseihen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H3	nachseihen · Posten	UNCHANGED	nachseihen · Posten	NONE
MC157	cholor	cholor|olor	OL+OR	derselbe Ansatz	REVISED_SHARED_17	ACTIVE_CORE	2	B1|H2	damit weiter	UNCHANGED	damit weiter	CARRIED_PREPARATION_NOUN
MC158	cthoor	cthoor	CTH+OR	bereitstellen · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1	bereitstellen · Ansatz	UNCHANGED	bereitstellen · Ansatz	NONE
MC159	os	os	OS	Gefäß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1	Gefäß	UNCHANGED	Gefäß	NONE
MC160	talam	talam	AL+AM	Zielstelle · verwahren	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	H4	Zielstelle · verwahren	UNCHANGED	Zielstelle · verwahren	NONE
MC161	checthy	checthy|cthy|shcthy	CTH+Y	bereit	REVISED_SHARED_17	ACTIVE_CORE	7	B3|H1|H2|H3	diesen Posten bereitstellen	SHORTENED_ACTIVE_CARD	bereit	NONE
MC162	qolchey	qolchey	OL+Y	weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	B4	weiter · Posten	UNCHANGED	weiter · Posten	NONE
MC163	qotchol	qotchol	OT+OL	danach · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H1	danach · weiter	UNCHANGED	danach · weiter	NONE
MC164	qokylddy	qokylddy	OK+Y+LDDY	einsetzen · Posten · festbinden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	B4	einsetzen · Posten · festbinden	UNCHANGED	einsetzen · Posten · festbinden	NONE
MC165	qockhey	qockhey	OK+CKH+E+Y	einsetzen · Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B4	einsetzen · Durchgang · kurz · Posten	UNCHANGED	einsetzen · Durchgang · kurz · Posten	NONE
MC166	chkeey	chkeey	CHK+EE+Y	wärmen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	wärmen · länger · Posten	UNCHANGED	wärmen · länger · Posten	NONE
MC167	lochedy	lochedy	L+CHD+CLOSE	abführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen · übertragen; schließen	UNCHANGED	abführen · übertragen; schließen	NONE
MC168	lcheckhy	lcheckhy	L+CKH+Y	abführen · Durchgang · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	abführen · Durchgang · Posten	UNCHANGED	abführen · Durchgang · Posten	NONE
MC169	cthaiin	cthaiin	CTH+AIIN	bereitstellen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H2	bereitstellen · Sollmaß	UNCHANGED	bereitstellen · Sollmaß	NONE
MC170	ykaiin	ykaiin	Y+AIIN	Posten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4	Posten · Sollmaß	UNCHANGED	Posten · Sollmaß	NONE
MC171	otchey	otchey	OT+Y	das nächste	REVISED_SHARED_17	ACTIVE_CORE	2	B4|H5	der nächste Posten	SHORTENED_ACTIVE_CARD	das nächste	NONE
MC172	daiiin	daiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	B5	Arbeitsstufe	UNCHANGED	Arbeitsstufe	NONE
MC173	qoteedy	qoteedy	OT+EE+CLOSE	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2|B3	danach · länger; schließen	UNCHANGED	danach · länger; schließen	NONE
