target	held_collection	model	n	positives	bits	auc	average_precision	prevalence
HIGH_VALENCY_HEAD	w1	STRUCTURE_PLUS_ID	5992	500	2524.750247709	0.877199927	0.418361024	0.083444593
PARENTED_DEPENDENT	b4	PREVALENCE	6190	2612	6080.869883981	0.500000000	0.420457800	0.421970921
PARENTED_DEPENDENT	b4	NUISANCE	6190	2612	3440.481737145	0.908103225	0.865782654	0.421970921
PARENTED_DEPENDENT	b4	OPAQUE_ID	6190	2612	4337.535039987	0.846376519	0.827270540	0.421970921
PARENTED_DEPENDENT	b4	STRUCTURE	6190	2612	3272.172225050	0.916855452	0.884107842	0.421970921
PARENTED_DEPENDENT	b4	STRUCTURE_PLUS_ID	6190	2612	3414.210376779	0.918363840	0.899479423	0.421970921
PARENTED_DEPENDENT	b6	PREVALENCE	725	281	700.819349738	0.500000000	0.402011955	0.387586207
PARENTED_DEPENDENT	b6	NUISANCE	725	281	378.994549336	0.919199449	0.888773611	0.387586207
PARENTED_DEPENDENT	b6	OPAQUE_ID	725	281	611.236822687	0.689333462	0.654735311	0.387586207
PARENTED_DEPENDENT	b6	STRUCTURE	725	281	363.480187051	0.926589401	0.900671581	0.387586207
PARENTED_DEPENDENT	b6	STRUCTURE_PLUS_ID	725	281	448.700339704	0.905333269	0.863618624	0.387586207
PARENTED_DEPENDENT	br1	PREVALENCE	1208	589	1224.860309862	0.500000000	0.476102043	0.487582781
PARENTED_DEPENDENT	br1	NUISANCE	1208	589	622.245440148	0.937329775	0.930656061	0.487582781
PARENTED_DEPENDENT	br1	OPAQUE_ID	1208	589	880.513850696	0.806889089	0.835432007	0.487582781
PARENTED_DEPENDENT	br1	STRUCTURE	1208	589	645.307558741	0.935856892	0.938619663	0.487582781
PARENTED_DEPENDENT	br1	STRUCTURE_PLUS_ID	1208	589	641.959889943	0.917096143	0.919167561	0.487582781
PARENTED_DEPENDENT	bs1	PREVALENCE	6619	2649	6441.695032076	0.500000000	0.385027193	0.400211512
PARENTED_DEPENDENT	bs1	NUISANCE	6619	2649	3882.318872271	0.902725138	0.854430844	0.400211512
PARENTED_DEPENDENT	bs1	OPAQUE_ID	6619	2649	5119.157486709	0.805786890	0.771327424	0.400211512
PARENTED_DEPENDENT	bs1	STRUCTURE	6619	2649	3651.615745570	0.909354797	0.861876101	0.400211512
PARENTED_DEPENDENT	bs1	STRUCTURE_PLUS_ID	6619	2649	4240.614276198	0.904941934	0.865240706	0.400211512
PARENTED_DEPENDENT	gr1	PREVALENCE	6615	2881	6543.049732860	0.500000000	0.421549006	0.435525321
PARENTED_DEPENDENT	gr1	NUISANCE	6615	2881	3510.368463891	0.919522974	0.885190425	0.435525321
PARENTED_DEPENDENT	gr1	OPAQUE_ID	6615	2881	5051.480283983	0.779847353	0.780992338	0.435525321
PARENTED_DEPENDENT	gr1	STRUCTURE	6615	2881	3475.145021946	0.920990116	0.894510276	0.435525321
PARENTED_DEPENDENT	gr1	STRUCTURE_PLUS_ID	6615	2881	3944.306596159	0.908256205	0.890391502	0.435525321
PARENTED_DEPENDENT	w1	PREVALENCE	5992	2490	5868.846565501	0.500000000	0.416644073	0.415554072
PARENTED_DEPENDENT	w1	NUISANCE	5992	2490	3284.320472934	0.910726630	0.869173574	0.415554072
PARENTED_DEPENDENT	w1	OPAQUE_ID	5992	2490	4185.556482185	0.850418579	0.828119222	0.415554072
PARENTED_DEPENDENT	w1	STRUCTURE	5992	2490	3141.197780397	0.918421946	0.882734199	0.415554072
PARENTED_DEPENDENT	w1	STRUCTURE_PLUS_ID	5992	2490	3136.970518722	0.927242379	0.900352913	0.415554072
ANY_FUNCTIONAL_CLASS	b4	PREVALENCE	6190	514	2562.894985814	0.500000000	0.088670483	0.083037157
ANY_FUNCTIONAL_CLASS	b4	NUISANCE	6190	514	2291.748460200	0.691593452	0.299449432	0.083037157
ANY_FUNCTIONAL_CLASS	b4	OPAQUE_ID	6190	514	1788.226905813	0.798239156	0.535013693	0.083037157
ANY_FUNCTIONAL_CLASS	b4	STRUCTURE	6190	514	2156.695989306	0.710983580	0.352318022	0.083037157
ANY_FUNCTIONAL_CLASS	b4	STRUCTURE_PLUS_ID	6190	514	2185.460005282	0.837580172	0.561483342	0.083037157
ANY_FUNCTIONAL_CLASS	b6	PREVALENCE	725	50	262.740796095	0.500000000	0.071842112	0.068965517
ANY_FUNCTIONAL_CLASS	b6	NUISANCE	725	50	255.919679528	0.655140741	0.146297644	0.068965517
ANY_FUNCTIONAL_CLASS	b6	OPAQUE_ID	725	50	230.838225681	0.668266667	0.298260879	0.068965517
ANY_FUNCTIONAL_CLASS	b6	STRUCTURE	725	50	249.073560700	0.683051852	0.182020370	0.068965517
ANY_FUNCTIONAL_CLASS	b6	STRUCTURE_PLUS_ID	725	50	266.745094274	0.756029630	0.331918198	0.068965517
ANY_FUNCTIONAL_CLASS	br1	PREVALENCE	1208	129	605.059190443	0.500000000	0.088802110	0.106788079
ANY_FUNCTIONAL_CLASS	br1	NUISANCE	1208	129	510.209203180	0.701676114	0.426376117	0.106788079
ANY_FUNCTIONAL_CLASS	br1	OPAQUE_ID	1208	129	607.094359405	0.645943344	0.144708331	0.106788079
ANY_FUNCTIONAL_CLASS	br1	STRUCTURE	1208	129	564.236044255	0.713882363	0.219729639	0.106788079
ANY_FUNCTIONAL_CLASS	br1	STRUCTURE_PLUS_ID	1208	129	902.241700893	0.688830456	0.218278400	0.106788079
ANY_FUNCTIONAL_CLASS	bs1	PREVALENCE	6619	415	2254.868136430	0.500000000	0.058717668	0.062698293
ANY_FUNCTIONAL_CLASS	bs1	NUISANCE	6619	415	2201.964654224	0.655305943	0.146354458	0.062698293
ANY_FUNCTIONAL_CLASS	bs1	OPAQUE_ID	6619	415	1831.035030788	0.726381153	0.314642659	0.062698293
ANY_FUNCTIONAL_CLASS	bs1	STRUCTURE	6619	415	2076.214488573	0.689675142	0.164118868	0.062698293
ANY_FUNCTIONAL_CLASS	bs1	STRUCTURE_PLUS_ID	6619	415	2192.029095330	0.784287634	0.359136961	0.062698293
ANY_FUNCTIONAL_CLASS	gr1	PREVALENCE	6615	460	2412.213846735	0.500000000	0.068717467	0.069538927
ANY_FUNCTIONAL_CLASS	gr1	NUISANCE	6615	460	2107.007696485	0.721128810	0.269674597	0.069538927
ANY_FUNCTIONAL_CLASS	gr1	OPAQUE_ID	6615	460	1979.886072600	0.705837248	0.341493620	0.069538927
ANY_FUNCTIONAL_CLASS	gr1	STRUCTURE	6615	460	2060.494976332	0.725262953	0.299425508	0.069538927
ANY_FUNCTIONAL_CLASS	gr1	STRUCTURE_PLUS_ID	6615	460	2383.346105934	0.770513898	0.376980852	0.069538927
ANY_FUNCTIONAL_CLASS	w1	PREVALENCE	5992	470	2378.288571214	0.500000000	0.083099011	0.078437917
ANY_FUNCTIONAL_CLASS	w1	NUISANCE	5992	470	2077.575027310	0.708769564	0.308461325	0.078437917
ANY_FUNCTIONAL_CLASS	w1	OPAQUE_ID	5992	470	1644.462130911	0.802134210	0.537698401	0.078437917
ANY_FUNCTIONAL_CLASS	w1	STRUCTURE	5992	470	1989.455458966	0.726766435	0.365469723	0.078437917
ANY_FUNCTIONAL_CLASS	w1	STRUCTURE_PLUS_ID	5992	470	1915.489367552	0.840217081	0.571419918	0.078437917
