page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	ledger_scope	source_event_serial
f81v	f81v.18	1	f81v.18	2	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	132
f81v	f81v.18	1	f81v.18	3	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	133
f81v	f81v.18	1	f81v.18	4	cheky	d904bf7b044dd3922781	at gentle heat	HEAT_QUALIFIER	.25	Recurrent Biological qualifier.	GDT327_PROSE	134
f81v	f81v.18	1	f81v.18	5	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	135
f81v	f81v.18	1	f81v.18	6	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	136
f81v	f81v.18	1	f81v.18	7	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	137
f81v	f81v.18	1	f81v.18	8	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	138
f81v	f81v.18	1	f81v.18	9	chckhy	2cc8bb3c2af19607888f	through the joined channels	CHANNEL_CONFIGURATION	.26	CKHY-family concrete default; not the rejected leaf gloss.	GDT327_PROSE	139
f81v	f81v.18	1	f81v.18	10	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	140
f81v	f81v.21	1	f81v.21	1	lsho	be0974b366c981dc1eef	begin the rinsing	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	141
f81v	f81v.21	1	f81v.21	2	qokey	08bd5ca0c2ad137a056d	warm water	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	142
f81v	f81v.21	1	f81v.21	3	lshedy	2e7e89e0bd12b999c280	wash twice; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	143
f81v	f81v.21	1	f81v.21	4	lshedy	2e7e89e0bd12b999c280	wash twice; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	144
f81v	f81v.21	1	f81v.21	5	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	145
f81v	f81v.21	1	f81v.21	6	qolky	c205570c49d4d93c23d3	the affected place	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	146
f81v	f81v.21	1	f81v.21	7	lchedal	433713294b25b0a12f66	the lower basin	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	147
f81v	f81v.21	1	f81v.21	8	qol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	148
f81v	f81v.21	1	f81v.21	9	otar	b6b654722e55729cc947	then use the lower outlet	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	149
f81v	f81v.24	1	f81v.24	1	ytey	a7af89ab31ce5e247395	then fill the vessel	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	150
f81v	f81v.24	1	f81v.24	2	okchedy	07913ef9b1fb773cd325	let it cool; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	151
f81v	f81v.24	1	f81v.24	3	qokal	308e8ea2d5d190c498e8	combine the two portions	COMBINATION_ACTION	.29	Recurrent cross-page application instruction.	GDT327_PROSE	152
f81v	f81v.24	1	f81v.24	4	okeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction.	GDT327_PROSE	153
f81v	f81v.24	1	f81v.24	5	qol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	154
f81v	f81v.24	1	f81v.24	6	cheedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	155
f81v	f81v.24	1	f81v.24	7	sal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	156
f81v	f81v.24	1	f81v.24	8	teol	a06244ef1f2b37ca44c1	the first opening	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	157
f81v	f81v.24	1	f81v.24	9	dchdy	d225b7a7b95da7aee437	strain it clear; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	158
f81v	f81v.24	1	f81v.24	10	ly	b38d70daefd663d74625	then fill the vessel	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	159
f81v	f81v.27	1	f81v.27	1	dsheol	74c76d589d44120f647b	apply at the marked place	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	160
f81v	f81v.27	1	f81v.27	2	oiiin	2c82523794dcb7d2b343	until clear	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	161
f81v	f81v.27	1	f81v.27	3	olkeedy	3b70942557b3a40e8030	let it settle; close the rubric	SETTLING_CLOSE	.27	Recurrent committed result. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	162
f81v	f81v.27	1	f81v.27	4	tedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	163
f81v	f81v.27	1	f81v.27	5	cheky	d904bf7b044dd3922781	at gentle heat	HEAT_QUALIFIER	.25	Recurrent Biological qualifier.	GDT327_PROSE	164
f81v	f81v.27	1	f81v.27	6	shckhedy	d68bc8de3bcee09db23c	strain completely; close the rubric	STRAINING_CLOSE	.26	Repeated committed action. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	165
f81v	f81v.27	1	f81v.27	7	chal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	166
f82r	f82r.2	1	f82r.2	1	dchedy	259b2b3b0bf859882e2c	finish this application; close the rubric	APPLICATION_CLOSE	.28	Recurrent short committed cell. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	167
f82r	f82r.2	1	f82r.2	2	qolchedy	28ffbc88b97772a75f1e	retain the combined mixture; close the rubric	MIXTURE_CLOSE	.27	Three-page recurrent committed answer. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	168
f82r	f82r.2	1	f82r.2	3	qokain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation.	GDT327_PROSE	169
f82r	f82r.2	1	f82r.2	4	dy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	170
f82r	f82r.2	1	f82r.2	5	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	171
f82r	f82r.2	1	f82r.2	6	qokal	308e8ea2d5d190c498e8	combine the two portions	COMBINATION_ACTION	.29	Recurrent cross-page application instruction.	GDT327_PROSE	172
f82r	f82r.2	1	f82r.2	7	lcheckhy	f329f2051370174e9a38	the second opening	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	173
f82r	f82r.2	1	f82r.2	8	lched	ba8142680851f24c9ff2	and proceed to the next basin	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	174
f82r	f82r.3	1	f82r.3	1	qokeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	175
f82r	f82r.3	1	f82r.3	2	lcheckhedy	c1db6b0a28d5cbb5d3d2	strain it clear; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	176
f82r	f82r.3	1	f82r.3	3	qokaly	4a7a6326ac95a8809302	continue at the second conduit	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	177
f82r	f82r.3	1	f82r.3	4	solkaiin	2d2e37ccb2dacc53ee5a	through a cloth	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	178
f82r	f82r.3	1	f82r.3	5	chckhy	2cc8bb3c2af19607888f	through the joined channels	CHANNEL_CONFIGURATION	.26	CKHY-family concrete default; not the rejected leaf gloss.	GDT327_PROSE	179
f82r	f82r.3	1	f82r.3	6	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	180
f82r	f82r.4	1	f82r.4	1	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	181
f82r	f82r.4	1	f82r.4	2	octheol	a8f891de626fc00028e9	under the same setting	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	182
f82r	f82r.4	1	f82r.4	3	chkeey	f0db6d30cd34f4cb2a4d	the broad vessel	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	183
f82r	f82r.4	1	f82r.4	4	ldy	04a3877f0fc81b7597c9	draw it off; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	184
f82r	f82r.4	1	f82r.4	5	oteey	5d5e0b288cf36864ed9d	the prepared oil	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	185
f82r	f82r.4	1	f82r.4	6	qokal	308e8ea2d5d190c498e8	combine the two portions	COMBINATION_ACTION	.29	Recurrent cross-page application instruction.	GDT327_PROSE	186
f82r	f82r.4	1	f82r.4	7	sheckhy	c1913ec4ff84148da6d3	over the local place	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	187
f82r	f82r.4	1	f82r.4	8	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	188
f82r	f82r.7	1	f82r.7	1	dshedy	cbb42a4fe68068325d6b	add clean water; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	189
f82r	f82r.7	1	f82r.7	2	sotaiin	54d0e228ca346110af05	for the same duration	DURATION_REFERENCE	.25	Three Biological occurrences.	GDT327_PROSE	190
f82r	f82r.7	1	f82r.7	3	qokar	3ae9a121ba0045b913e8	over the local place	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	191
f82r	f82r.7	1	f82r.7	4	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	192
f82r	f82r.7	1	f82r.7	5	solshedy	daa1347f456415fe8737	keep it warm; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	193
f82r	f82r.7	1	f82r.7	6	qokeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction.	GDT327_PROSE	194
f82r	f82r.7	1	f82r.7	7	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	195
f82r	f82r.7	1	f82r.7	8	ls	5eff216ba51fbfb21f22	the first opening	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	196
f82r	f82r.7	1	f82r.7	9	cheey	b5df9126607030b95175	until it becomes clear	CLARITY_CONDITION	.25	Open condition shared across records.	GDT327_PROSE	197
f82r	f82r.19	1	f82r.19	1	okain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	198
f82r	f82r.19	1	f82r.19	2	char	4d4559019a961b834aa1	of the same	PROSE_REFERENCE	.29	Ordinary resumptive phrase; no privileged topic ownership.	GDT327_PROSE	199
f82r	f82r.19	1	f82r.19	3	okain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation.	GDT327_PROSE	200
f82r	f82r.19	1	f82r.19	4	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	201
f82r	f82r.19	1	f82r.19	5	lchy	0ab57b7166de99db3a55	draw off the clear liquid	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	202
f82r	f82r.23	1	f82r.23	1	cheey	b5df9126607030b95175	until it becomes clear	CLARITY_CONDITION	.25	Open condition shared across records. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	203
f82r	f82r.23	1	f82r.23	2	qcthey	6b89d6dd70635bc60fe0	under the same setting	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	204
f82r	f82r.23	1	f82r.23	3	qokeey	0275fbf14e07935b0a45	keep gently warmed	PROCESS_CONDITION	.29	Recurrent Biological process instruction.	GDT327_PROSE	205
f82r	f82r.23	1	f82r.23	4	lcheey	5fca8fc3dee57e1d8c1f	the immersed part	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	206
f82r	f82r.23	1	f82r.23	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	207
f82r	f82r.23	1	f82r.23	6	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	208
f82r	f82r.23	1	f82r.23	7	qokeeedy	d25110e0d8488927278f	immerse fully; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	209
f82r	f82r.23	1	f82r.23	8	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	210
f82r	f82r.23	1	f82r.23	9	lar	29e0eb222ef2fb99523a	close the lower outlet	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	211
f82r	f82r.26	1	f82r.26	1	tshey	d4a31dbcf1ed6d9e5aa9	begin the rinsing	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	212
f82r	f82r.26	1	f82r.26	2	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	213
f82r	f82r.26	1	f82r.26	3	cheal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	214
f82r	f82r.26	1	f82r.26	4	lchedar	0f15effeca7ab10bb026	cool water	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	215
f82r	f82r.26	1	f82r.26	5	ches	db729b598e89e11452e0	in equal portions	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	216
f82r	f82r.26	1	f82r.26	6	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	217
f82r	f82r.26	1	f82r.26	7	oteey	5d5e0b288cf36864ed9d	the prepared oil	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	218
f82r	f82r.26	1	f82r.26	8	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	219
f82r	f82r.26	1	f82r.26	9	okey	08bd5ca0c2ad137a056d	warm water	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	220
f82r	f82r.27	1	f82r.27	1	pchedy	65df3cd9e59060042d47	draw it off; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	221
f82r	f82r.27	1	f82r.27	2	rsheal	98bdc4244c84cbef3321	pour in the warmed water	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	222
f82r	f82r.27	1	f82r.27	3	daldy	78b3b3140714da19090d	repeat at the second opening; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	223
f82r	f82r.27	1	f82r.27	4	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	224
f82r	f82r.27	1	f82r.27	5	rshedy	7f68f60279efe6b28cd7	drink the stated portion; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	225
f82r	f82r.27	1	f82r.27	6	qoteedy	ff178343c18e287ce3b7	bind upon the place; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	226
f82r	f82r.27	1	f82r.27	7	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	227
f82r	f82r.27	1	f82r.27	8	lochedy	f2af6326898fb5b490a4	mix in equal shares; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	228
f83r	f83r.3	1	f83r.3	1	olkeedy	3b70942557b3a40e8030	let it settle; close the rubric	SETTLING_CLOSE	.27	Recurrent committed result. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	229
f83r	f83r.3	1	f83r.3	2	qotal	90bcf0a9ec0ef56399e6	toward the lower outlet	DIRECTION_REFERENCE	.24	f83r local routing phrase.	GDT327_PROSE	230
f83r	f83r.3	1	f83r.3	3	chkeedy	a84fbe3ad380df345b97	immerse fully; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	231
f83r	f83r.3	1	f83r.3	4	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	232
f83r	f83r.3	1	f83r.3	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	233
f83r	f83r.3	1	f83r.3	6	chey	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	234
f83r	f83r.3	1	f83r.3	7	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	235
f83r	f83r.3	1	f83r.3	8	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	236
f83r	f83r.3	1	f83r.3	9	qotal	90bcf0a9ec0ef56399e6	toward the lower outlet	DIRECTION_REFERENCE	.24	f83r local routing phrase.	GDT327_PROSE	237
f83r	f83r.3	1	f83r.3	10	dar	4d4559019a961b834aa1	of the same	PROSE_REFERENCE	.29	Ordinary resumptive phrase; no privileged topic ownership.	GDT327_PROSE	238
f83r	f83r.6	1	f83r.6	1	schedy	259b2b3b0bf859882e2c	finish this application; close the rubric	APPLICATION_CLOSE	.28	Recurrent short committed cell. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	239
f83r	f83r.6	1	f83r.6	2	chedchy	5e8441397e7c0faf042b	pour in the warmed water	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	240
f83r	f83r.6	1	f83r.6	3	qokal	308e8ea2d5d190c498e8	combine the two portions	COMBINATION_ACTION	.29	Recurrent cross-page application instruction.	GDT327_PROSE	241
f83r	f83r.6	1	f83r.6	4	olchedy	28ffbc88b97772a75f1e	retain the combined mixture; close the rubric	MIXTURE_CLOSE	.27	Three-page recurrent committed answer. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	242
f83r	f83r.6	1	f83r.6	5	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	243
f83r	f83r.6	1	f83r.6	6	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	244
f83r	f83r.6	1	f83r.6	7	qokeedy	7d25241b0e56c836372a	use the tempered warm medium; close the rubric	WARM_MEDIUM_CLOSE	.31	VAL-QE; one concrete default for all ten occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	245
f83r	f83r.6	1	f83r.6	8	lchedy	de7321bface5628e35d6	leave at the ordinary base setting; close the rubric	BASE_SETTING_CLOSE	.30	VAL-Q; base configuration, not a numeral. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	246
f83r	f83r.6	1	f83r.6	9	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	247
f83r	f83r.8	1	f83r.8	1	pchedal	ba540da978ea132f6da5	then fill the vessel	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	248
f83r	f83r.8	1	f83r.8	2	otedy	c45ebac60774620561e2	steep until clear; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	249
f83r	f83r.8	1	f83r.8	3	shecthedchy	348e81ba084c5acdb32b	apply at the marked place	APPLICATION_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	250
f83r	f83r.8	1	f83r.8	4	qoky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	251
f83r	f83r.8	1	f83r.8	5	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	252
f83r	f83r.8	1	f83r.8	6	chary	0bdc8b6db811b4e67a63	and let it cool	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	253
f83r	f83r.11	1	f83r.11	1	sor	7a4bb8136330ee4e6e56	the prepared liquid	WORKING_LIQUID	.28	Portable Herbal/Biological material phrase. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	254
f83r	f83r.11	1	f83r.11	2	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	255
f83r	f83r.11	1	f83r.11	3	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	256
