namespace	form_id	surface_variants	events	pages	primary_default_English	source_class	confidence	polysemy_rule	assignment_basis
GDT327_EXACT	e026af581c99322fbd46	talam	1	f55v	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	when it is prepared	PREPARATION_CONDITION	0.42	NONE	fixed recurrent-card default
GDT327_EXACT	e2eb77ca9d9e1a8ba29a	qolchey	1	f83r	bathe until the skin is warm	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	e8a6105b5c3a6220b440	qotchol	1	f10r	the broad lower leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	eb2e4bc143f623ee03ac	qokylddy	1	f83r	seal the inlet after filling	COMMITTED_APPARATUS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	ecce30bc8dcc400bf2c8	qockhey	1	f83r	the passage is clear	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	f0db6d30cd34f4cb2a4d	chkeey	1	f82r	the joining tube	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	f2af6326898fb5b490a4	lochedy	1	f82r	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	f329f2051370174e9a38	lcheckhy	1	f82r	leave it at rest	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	f3c23f42baf625639e1e	cthaiin	1	f10r	keep the remainder dry	STORAGE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	f7dc90b2c31fd341f0a4	ykaiin	1	f55v	boil the root in water	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	faf321940aed922846a9	otchey	2	f56r|f83r	according to the usual rule	REFERENCE	0.25	NONE	cross-register practical default
GDT327_EXACT	fcc1deda9e24ec268eb0	daiiin	1	f83r	leave it at rest	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	ff178343c18e287ce3b7	qoteedy	2	f82r|f83r	keep the mixture at gentle heat	COMMITTED_PROCESS	0.27	NONE	exact committed-card context default
ASTRO_LOCAL:f67r2	aiin	aiin	5	f67r2	the stated rule	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ain	ain	2	f67r2	avoid cutting or bleeding there || protect the arms	ZODIAC_MEDICAL_RULE	0.20	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	air	air	3	f67r2	the proper time	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	alaiin	alaiin	1	f67r2	use only a gentle warm application	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	aldaiin	aldaiin	1	f67r2	then find the zodiac division	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	aldy	aldy	1	f67r2	use only a gentle warm application	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	am	am	3	f67r2	the application	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	amy	amy	1	f67r2	use only a gentle warm application	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ar	ar	5	f67r2	for	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	aram	aram	1	f67r2	the corresponding lunar condition	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ay	ay	2	f67r2	Mercury || consult the governing planet	DIAGRAM_OPERATING_INSTRUCTION|PLANETARY_GOVERNOR	0.19	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chedaiin	chedaiin	1	f67r2	protect the thighs	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chekody	chekody	1	f67r2	protect the knees	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	cheos	cheos	1	f67r2	observe the Moon's condition	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chkchdar	chkchdar	1	f67r2	the zodiac division Scorpio	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chky	chky	1	f67r2	the zodiac division Aquarius	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	cho	cho	1	f67r2	the body region governed by Libra: kidneys	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chocfhy	chocfhy	1	f67r2	when the Moon is in Gemini	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	choeea	choeea	1	f67r2	when the Moon is in Pisces	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	choer	choer	1	f67r2	protect the feet	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chol	chol	1	f67r2	with	ASTRO_RECURRENT_INSTRUCTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chos	chos	2	f67r2	avoid a forceful evacuation || protect the knees	DIAGRAM_OPERATING_INSTRUCTION|ZODIAC_MEDICAL_RULE	0.19	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chy	chy	1	f67r2	the corresponding lunar condition	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	chykchs	chykchs	1	f67r2	its influence upon the lower legs	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	cpheey	cpheey	1	f67r2	Mars	PLANETARY_GOVERNOR|CONTEXT_DEFAULT	0.23	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dadaiin	dadaiin	1	f67r2	when the Moon is in Pisces	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	daiin	daiin	4	f67r2	according to the stated rule	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dain	dain	1	f67r2	protect the feet	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dal	dal	2	f67r2	the affected member	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dar	dar	1	f67r2	consult the governing planet	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dchdar	dchdar	1	f67r2	the body region governed by Taurus: neck	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dchetay	dchetay	1	f67r2	the zodiac division Virgo	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	doiin	doiin	1	f67r2	protect the head	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dokan	dokan	1	f67r2	when the Moon is in Libra	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dolchsody	dolchsody	1	f67r2	when the Moon is in Aries	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dosar	dosar	1	f67r2	when the Moon is in Libra	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	dy	dy	4	f67r2	then complete	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	eesydy	eesydy	1	f67r2	the corresponding lunar condition	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	es	es	1	f67r2	protect the lower legs	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ey	ey	1	f67r2	the zodiac division Gemini	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	g	g	1	f67r2	the body region governed by Libra: kidneys	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	giin	giin	1	f67r2	protect the genitals	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	kchey	kchey	1	f67r2	its influence upon the kidneys	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	kchy	kchy	1	f67r2	its influence upon the knees	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	lkshy	lkshy	1	f67r2	the zodiac division Capricorn	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oaiin	oaiin	1	f67r2	then find the zodiac division	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ochol	ochol	1	f67r2	when the Moon is in Virgo	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ockhy	ockhy	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	octhole	octhole	1	f67r2	protect the thighs	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	octhys	octhys	1	f67r2	the body region governed by Sagittarius: thighs	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	odaeiin	odaeiin	1	f67r2	when the Moon is in Taurus	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	odaiiin	odaiiin	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	odain	odain	1	f67r2	protect the governed member	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	odal	odal	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	odas	odas	1	f67r2	protect the kidneys	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oear	oear	1	f67r2	protect the kidneys	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oeeos	oeeos	1	f67r2	protect the governed member	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oekain	oekain	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oeoldan	oeoldan	1	f67r2	protect the kidneys	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oepchod	oepchod	1	f67r2	Venus	PLANETARY_GOVERNOR|CONTEXT_DEFAULT	0.23	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ofar	ofar	2	f67r2	protect the chest || when the Moon is in Libra	ZODIAC_MEDICAL_RULE	0.20	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ofydy	ofydy	1	f67r2	when the Moon is in Aquarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	og	og	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oiin	oiin	1	f67r2	protect the thighs	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okain	okain	1	f67r2	when the Moon is in Leo	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okal	okal	1	f67r2	when the Moon is in Gemini	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okar	okar	2	f67r2	the corresponding lunar condition	ZODIAC_SELECTOR	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okchy	okchy	1	f67r2	its influence upon the heart	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okeeody	okeeody	1	f67r2	then find the zodiac division	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okeo	okeo	1	f67r2	when the Moon is in Leo	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okey	okey	1	f67r2	avoid a forceful evacuation	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okodar	okodar	2	f67r2	Sun || the body region governed by Pisces: feet	PLANETARY_GOVERNOR|ZODIAC_BODY_LABEL	0.20	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okoes	okoes	1	f67r2	protect the neck	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	okol	okol	2	f67r2	avoid cutting or bleeding there || observe the Moon's condition	DIAGRAM_OPERATING_INSTRUCTION|ZODIAC_MEDICAL_RULE	0.19	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	olar	olar	1	f67r2	choose a gentle bath	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oldy	oldy	1	f67r2	avoid cutting or bleeding there	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	olol	olol	1	f67r2	protect the belly	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ols	ols	1	f67r2	its influence upon the neck	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oly	oly	1	f67r2	choose a gentle bath	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oparchy	oparchy	1	f67r2	when the Moon is in Cancer	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	opcholdy	opcholdy	1	f67r2	when the Moon is in Virgo	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	opodchol	opodchol	1	f67r2	when the Moon is in Aries	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	or	or	1	f67r2	likewise	ASTRO_RECURRENT_INSTRUCTION|CONTEXT_DEFAULT	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oraly	oraly	1	f67r2	protect the lower legs	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	oran	oran	1	f67r2	the combined planetary rule	PLANETARY_GOVERNOR|CONTEXT_DEFAULT	0.23	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	os	os	2	f67r2	avoid	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	osar	osar	1	f67r2	Moon	PLANETARY_GOVERNOR|CONTEXT_DEFAULT	0.23	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	otar	otar	1	f67r2	the body region governed by Virgo: belly	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	otchey	otchey	1	f67r2	when the Moon is in Taurus	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	otoldos	otoldos	1	f67r2	when the Moon is in Sagittarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	otolor	otolor	1	f67r2	the body region governed by Aquarius: lower legs	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qeykeey	qeykeey	1	f67r2	protect the governed member	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qkoy	qkoy	1	f67r2	protect the governed member	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qockhy	qockhy	1	f67r2	choose a gentle bath	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qofair	qofair	1	f67r2	avoid a forceful evacuation	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qokeeody	qokeeody	1	f67r2	then find the zodiac division	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qokeochy	qokeochy	1	f67r2	consult the governing planet	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qokoaiin	qokoaiin	1	f67r2	observe the Moon's condition	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qopchy	qopchy	1	f67r2	when the Moon is in Taurus	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qotoear	qotoear	1	f67r2	the body region governed by Aries: head	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	qsg	qsg	1	f67r2	use only a gentle warm application	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	r	r	1	f67r2	protect the heart	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	s	s	4	f67r2	under	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	saiin	saiin	1	f67r2	protect the belly	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sain	sain	1	f67r2	when the Moon is in Gemini	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sal	sal	1	f67r2	protect the feet	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	saldal	saldal	1	f67r2	the body region governed by Gemini: arms	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	salsain	salsain	1	f67r2	protect the chest	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	saral	saral	1	f67r2	protect the arms	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	shees	shees	1	f67r2	observe the Moon's condition	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	shekchy	shekchy	1	f67r2	the zodiac division Cancer	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sheody	sheody	1	f67r2	protect the lower legs	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	shs	shs	1	f67r2	its influence upon the arms	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sodar	sodar	1	f67r2	when the Moon is in Cancer	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	soear	soear	1	f67r2	Jupiter	PLANETARY_GOVERNOR|CONTEXT_DEFAULT	0.23	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	soeey	soeey	1	f67r2	when the Moon is in Aries	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sor	sor	1	f67r2	when the Moon is in Sagittarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	soraiir	soraiir	1	f67r2	protect the neck	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sosho	sosho	1	f67r2	when the Moon is in Capricorn	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sshey	sshey	1	f67r2	consult the governing planet	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sy	sy	1	f67r2	then find the zodiac division	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	sykos	sykos	1	f67r2	its influence upon the chest	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	todaiin	todaiin	1	f67r2	when the Moon is in Pisces	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	tol	tol	1	f67r2	the body region governed by Leo: heart	ZODIAC_BODY_LABEL|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	y	y	2	f67r2	the current division	ASTRO_RECURRENT_INSTRUCTION	0.22	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ycheody	ycheody	1	f67r2	when the Moon is in Aquarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ydaiin	ydaiin	2	f67r2	choose a gentle bath || observe the Moon's condition	DIAGRAM_OPERATING_INSTRUCTION	0.19	LOCUS_OWNED	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ydam	ydam	1	f67r2	when the Moon is in Cancer	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ydchos	ydchos	1	f67r2	when the Moon is in Gemini	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ydoly	ydoly	1	f67r2	observe the Moon's condition	DIAGRAM_OPERATING_INSTRUCTION|CONTEXT_DEFAULT	0.19	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	yekees	yekees	1	f67r2	when the Moon is in Aquarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	yfain	yfain	1	f67r2	when the Moon is in Aquarius	ZODIAC_MEDICAL_RULE|CONTEXT_DEFAULT	0.20	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykaly	ykaly	1	f67r2	its influence upon the thighs	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
ASTRO_LOCAL:f67r2	ykar	ykar	1	f67r2	the zodiac division Sagittarius	ZODIAC_SELECTOR|CONTEXT_DEFAULT	0.25	NONE	Astro page-local diagram namespace
