lexicon_key	domain	exact_tuple_or_surface_id	surface_realizations	occurrences	pages	default_English	source_class	confidence	sense_rule
PROSE:c205570c49d4d93c23d3	BIOLOGICAL	c205570c49d4d93c23d3	qolky	1	f81v	transfer to the next basin	TRANSFER	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:c45ebac60774620561e2	BIOLOGICAL	c45ebac60774620561e2	otedy	2	f83r	finish with the ordinary warm bath	COMMITTED_APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:c71c72da4e09e0833392	HERBAL	c71c72da4e09e0833392	kchoar	1	f56r	has a pale hollow stalk	STALK_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:cb57b696b815fdef9cb7	BIOLOGICAL	cb57b696b815fdef9cb7	shecthy	1	f83r	the course is complete	CLOSURE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:cbb42a4fe68068325d6b	BIOLOGICAL	cbb42a4fe68068325d6b	dshedy	1	f82r	hold the usual measure until ready	COMMITTED_DURATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d225b7a7b95da7aee437	BIOLOGICAL	d225b7a7b95da7aee437	dchdy	1	f81v	complete the local rinsing	COMMITTED_APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d25110e0d8488927278f	BIOLOGICAL	d25110e0d8488927278f	qokeeedy	1	f82r	retain the prepared liquor for the next washing	COMMITTED_STORAGE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d4a31dbcf1ed6d9e5aa9	BIOLOGICAL	d4a31dbcf1ed6d9e5aa9	tshey	1	f82r	let the liquor return through the side conduit	FLOW_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d665560c8ff80799a82c	HERBAL	d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	has a broad soft leaf	LEAF_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:d68bc8de3bcee09db23c	BIOLOGICAL	d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	end this course after one immersion	COMMITTED_DURATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d72f71baff01cd0a0406	BIOLOGICAL	d72f71baff01cd0a0406	chldaiin	1	f83r	seat the patient in the lower basin	PATIENT_PLACEMENT	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d784b2abcaf1a3703de2	BIOLOGICAL	d784b2abcaf1a3703de2	chedain	1	f83r	immerse the limbs	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d788d8d72d41b25a3c71	BIOLOGICAL	d788d8d72d41b25a3c71	chealror	1	f83r	pour the herbal liquor over the affected part	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d904bf7b044dd3922781	BIOLOGICAL	d904bf7b044dd3922781	cheky	3	f81v|f83r	rinse the local part	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:d929a14ec45749b2e805	HERBAL	d929a14ec45749b2e805	ykan	1	f55v	cut the fresh stalks	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:daa1347f456415fe8737	BIOLOGICAL	daa1347f456415fe8737	solshedy	1	f82r	seal the vessel after straining	COMMITTED_APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:daf32e6db9e04413ce7f	BIOLOGICAL	daf32e6db9e04413ce7f	okeeol	1	f83r	seat the patient in the lower basin	PATIENT_PLACEMENT	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:db167f8e9b53eefb58f8	BIOLOGICAL	db167f8e9b53eefb58f8	qokshedy	1	f83r	retain the prepared liquor for the next washing	COMMITTED_STORAGE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:db729b598e89e11452e0	BIOLOGICAL	db729b598e89e11452e0	ches	1	f82r	retain the same proportion	PROPORTION_REFERENCE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:dcda95c81a5460feb191	HERBAL_AND_BIO	dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	f10r|f81v|f83r	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT
PROSE:dd0ecaf5e27d81befffc	HERBAL_AND_BIO	dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	f56r|f81v|f82r|f83r	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT
PROSE:de7321bface5628e35d6	BIOLOGICAL	de7321bface5628e35d6	lchedy	8	f82r|f83r	pour the liquor over the local part	VAL_L_LOCAL_POUR	0.43	BIO_VALUE_DECK_DEFAULT
PROSE:deb377381ceaf55ea310	HERBAL	deb377381ceaf55ea310	cphy	1	f11r	belongs to the marsh-growing kind	PLANT_CLASS	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:dec401773c1f0347793d	HERBAL_AND_BIO	dec401773c1f0347793d	cholor|olor	2	f10r|f81v	repeat the preceding direction	REPETITION	0.30	CROSS_REGISTER_DEFAULT
PROSE:dedc383b600397a301ee	HERBAL	dedc383b600397a301ee	cthoor	1	f10r	strain the resulting liquor	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:df1098831679a8ad1b39	HERBAL	df1098831679a8ad1b39	os	1	f10r	strain the resulting liquor	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:e026af581c99322fbd46	HERBAL	e026af581c99322fbd46	talam	1	f55v	apply the warm liquor	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:e0b630cb1b5df5e7105b	HERBAL_AND_BIO	e0b630cb1b5df5e7105b	checthy|cthy|shcthy	7	f10r|f11r|f83r	prepared and ready for use	PREPARED_CONDITION	0.44	GLOBAL_CORE_DEFAULT
PROSE:e2eb77ca9d9e1a8ba29a	BIOLOGICAL	e2eb77ca9d9e1a8ba29a	qolchey	1	f83r	use the usual measure	MEASURE_REFERENCE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:e8a6105b5c3a6220b440	HERBAL	e8a6105b5c3a6220b440	qotchol	1	f10r	the seed is less strong	PART_COMPARISON	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:eb2e4bc143f623ee03ac	BIOLOGICAL	eb2e4bc143f623ee03ac	qokylddy	1	f83r	seal the vessel after straining	COMMITTED_APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:ecce30bc8dcc400bf2c8	BIOLOGICAL	ecce30bc8dcc400bf2c8	qockhey	1	f83r	close the lower outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:f0db6d30cd34f4cb2a4d	BIOLOGICAL	f0db6d30cd34f4cb2a4d	chkeey	1	f82r	open the upper outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:f2af6326898fb5b490a4	BIOLOGICAL	f2af6326898fb5b490a4	lochedy	1	f82r	seal the vessel after straining	COMMITTED_APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:f329f2051370174e9a38	BIOLOGICAL	f329f2051370174e9a38	lcheckhy	1	f82r	open the upper outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:f3c23f42baf625639e1e	HERBAL	f3c23f42baf625639e1e	cthaiin	1	f10r	bruise it well in a mortar	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:f7dc90b2c31fd341f0a4	HERBAL	f7dc90b2c31fd341f0a4	ykaiin	1	f55v	apply the warm liquor	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:faf321940aed922846a9	HERBAL_AND_BIO	faf321940aed922846a9	otchey	2	f56r|f83r	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT
PROSE:fcc1deda9e24ec268eb0	BIOLOGICAL	fcc1deda9e24ec268eb0	daiiin	1	f83r	the preparation is ready	RESULT	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:ff178343c18e287ce3b7	BIOLOGICAL	ff178343c18e287ce3b7	qoteedy	2	f82r|f83r	end this course after one immersion	COMMITTED_DURATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
f67r2:f67r2.1:1	ASTRO_LOCAL_NAMESPACE	ASTRO-52f7e22a07a43777	ykshy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.1:2	ASTRO_LOCAL_NAMESPACE	ASTRO-ff2ec8dfa8805d6a	s	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.1:3	ASTRO_LOCAL_NAMESPACE	ASTRO-fdd16b1f64aac4eb	aram	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.2:1	ASTRO_LOCAL_NAMESPACE	ASTRO-fd16b9aed01dd005	ykecho	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.2:2	ASTRO_LOCAL_NAMESPACE	ASTRO-24e155d05bbd23ac	ols	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.2:3	ASTRO_LOCAL_NAMESPACE	ASTRO-87fc3306761fa078	eesydy	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.3:1	ASTRO_LOCAL_NAMESPACE	ASTRO-7a32eabce9fb9731	ey	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.3:2	ASTRO_LOCAL_NAMESPACE	ASTRO-4725e8003bcd35f9	shs	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.3:3	ASTRO_LOCAL_NAMESPACE	ASTRO-c81809e4efed327b	okar	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.4:1	ASTRO_LOCAL_NAMESPACE	ASTRO-becab5b2cca58ad6	shekchy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.4:2	ASTRO_LOCAL_NAMESPACE	ASTRO-1d2259128a90ef4a	sykos	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.5:1	ASTRO_LOCAL_NAMESPACE	ASTRO-8ba84acc52ea19ec	ykeody	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.5:2	ASTRO_LOCAL_NAMESPACE	ASTRO-44609f4ed1229191	okchy	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.6:1	ASTRO_LOCAL_NAMESPACE	ASTRO-1a6a2a393561fb91	dchetay	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.7:1	ASTRO_LOCAL_NAMESPACE	ASTRO-bf29359e0087a950	ykchy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.7:2	ASTRO_LOCAL_NAMESPACE	ASTRO-fb67a6f484b4f2cb	kchey	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.7:3	ASTRO_LOCAL_NAMESPACE	ASTRO-8739688a13777333	ykchys	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.8:1	ASTRO_LOCAL_NAMESPACE	ASTRO-1543e8e021c16b14	chkchdar	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.9:1	ASTRO_LOCAL_NAMESPACE	ASTRO-91de536b01ca0de4	ykar	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.9:2	ASTRO_LOCAL_NAMESPACE	ASTRO-c0547af562262bde	ykaly	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.10:1	ASTRO_LOCAL_NAMESPACE	ASTRO-c85e971138a64954	lkshy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.10:2	ASTRO_LOCAL_NAMESPACE	ASTRO-9d59cc70f10da55e	kchy	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.10:3	ASTRO_LOCAL_NAMESPACE	ASTRO-d68b669c02b30f6f	okar	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.11:1	ASTRO_LOCAL_NAMESPACE	ASTRO-ef8d64d1c747e9a3	chky	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.11:2	ASTRO_LOCAL_NAMESPACE	ASTRO-acb36b39a6061261	chykchs	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.11:3	ASTRO_LOCAL_NAMESPACE	ASTRO-e189a5bb7c8a9056	chy	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.12:1	ASTRO_LOCAL_NAMESPACE	ASTRO-6edfde9df90d161a	ykees	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.12:2	ASTRO_LOCAL_NAMESPACE	ASTRO-804c6d56d7d0916d	ykchos	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.13:1	ASTRO_LOCAL_NAMESPACE	ASTRO-6ff127eafeff58e8	opodchol	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.13:2	ASTRO_LOCAL_NAMESPACE	ASTRO-267a8189dbd0ae38	s	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.13:3	ASTRO_LOCAL_NAMESPACE	ASTRO-3d6eaece2b923c49	ain	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.13:4	ASTRO_LOCAL_NAMESPACE	ASTRO-82d4e4b8e1d4aa94	aldy	1	f67r2	refers it to the ruling planet	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.14:1	ASTRO_LOCAL_NAMESPACE	ASTRO-f8cf631ef25fe7f9	soeey	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.14:2	ASTRO_LOCAL_NAMESPACE	ASTRO-bae624b6295aeabd	doiin	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.14:3	ASTRO_LOCAL_NAMESPACE	ASTRO-d684463d401ece1b	oldy	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.15:1	ASTRO_LOCAL_NAMESPACE	ASTRO-fb9fab9f9860be84	dolchsody	1	f67r2	planetary governor 1 at Conjectured by Robert Firth to be the names of the seven Ptolemaic planets Transcribed clo	PLANETARY_GOVERNOR_LABEL	0.31	SPATIAL_OWNER_DEFAULT; no phonetic reading
f67r2:f67r2.16:1	ASTRO_LOCAL_NAMESPACE	ASTRO-e3c8de92f289284d	odaeiin	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.16:2	ASTRO_LOCAL_NAMESPACE	ASTRO-ac6dc6b80f46592f	okoes	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.16:3	ASTRO_LOCAL_NAMESPACE	ASTRO-5aa935466ea91fc1	oekain	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.16:4	ASTRO_LOCAL_NAMESPACE	ASTRO-07d6ed7218c688f7	y	1	f67r2	refers it to the ruling planet	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.17:1	ASTRO_LOCAL_NAMESPACE	ASTRO-25f7273c5214dc46	otchey	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.17:2	ASTRO_LOCAL_NAMESPACE	ASTRO-6c49557535b6bb27	soraiir	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.17:3	ASTRO_LOCAL_NAMESPACE	ASTRO-871056426fbc6700	dy	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.18:1	ASTRO_LOCAL_NAMESPACE	ASTRO-0c80e8842d7c9696	qopchy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.18:2	ASTRO_LOCAL_NAMESPACE	ASTRO-dd2e1cbf5116d11d	daiin	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.18:3	ASTRO_LOCAL_NAMESPACE	ASTRO-7c417dbc0a91cf49	dal	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.19:1	ASTRO_LOCAL_NAMESPACE	ASTRO-98c5f1495b179692	ydchos	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.19:2	ASTRO_LOCAL_NAMESPACE	ASTRO-ef44a26c16c16b30	ain	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.19:3	ASTRO_LOCAL_NAMESPACE	ASTRO-efb22a22cb450d5d	ar	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.19:4	ASTRO_LOCAL_NAMESPACE	ASTRO-ee31eca7442a2c19	amy	1	f67r2	refers it to the ruling planet	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.20:1	ASTRO_LOCAL_NAMESPACE	ASTRO-4a17ff15d273d941	chocfhy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.20:2	ASTRO_LOCAL_NAMESPACE	ASTRO-38b02b4e4a88558e	saral	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.21:1	ASTRO_LOCAL_NAMESPACE	ASTRO-dd0f24f359e3ea70	sain	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.21:2	ASTRO_LOCAL_NAMESPACE	ASTRO-99c76d4c19d831a0	am	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.21:3	ASTRO_LOCAL_NAMESPACE	ASTRO-3dbb2ca7cb826046	ar	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.22:1	ASTRO_LOCAL_NAMESPACE	ASTRO-4fa3b61a4514b96f	okal	1	f67r2	planetary governor 2 at Moon at 11:30, red; the Sun? The first @o was retraced in dark ink	PLANETARY_GOVERNOR_LABEL	0.31	SPATIAL_OWNER_DEFAULT; no phonetic reading
f67r2:f67r2.23:1	ASTRO_LOCAL_NAMESPACE	ASTRO-5f3e984c4cac847b	oparchy	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.23:2	ASTRO_LOCAL_NAMESPACE	ASTRO-d5b9b3028a1fbc6c	salsain	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.24:1	ASTRO_LOCAL_NAMESPACE	ASTRO-d2c719de593b5d9d	sodar	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.24:2	ASTRO_LOCAL_NAMESPACE	ASTRO-ebb965706fcef226	ofar	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.24:3	ASTRO_LOCAL_NAMESPACE	ASTRO-3dbf46a8fff5ed8f	ar	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.25:1	ASTRO_LOCAL_NAMESPACE	ASTRO-da73c478b5a282ba	ydam	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.26:1	ASTRO_LOCAL_NAMESPACE	ASTRO-2399ff818660b8f4	yteoor	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.26:2	ASTRO_LOCAL_NAMESPACE	ASTRO-0dc0a4715c26683e	yto	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.26:3	ASTRO_LOCAL_NAMESPACE	ASTRO-a5dfc2bd1832f61f	ykor	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.27:1	ASTRO_LOCAL_NAMESPACE	ASTRO-c9a15d42c511cec1	okeo	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.27:2	ASTRO_LOCAL_NAMESPACE	ASTRO-ef2b9d67d0570d73	r	1	f67r2	marks that influence as favorable for washing	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.27:3	ASTRO_LOCAL_NAMESPACE	ASTRO-f7daec6a3db278a5	aiin	1	f67r2	assigns the current zodiacal division	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.27:4	ASTRO_LOCAL_NAMESPACE	ASTRO-c6f0a2ad183ea504	am	1	f67r2	refers it to the ruling planet	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
f67r2:f67r2.28:1	ASTRO_LOCAL_NAMESPACE	ASTRO-48fd8ebef9178091	okain	1	f67r2	planetary governor 3 at Moon at 01:30, red	PLANETARY_GOVERNOR_LABEL	0.31	SPATIAL_OWNER_DEFAULT; no phonetic reading
f67r2:f67r2.28:2	ASTRO_LOCAL_NAMESPACE	ASTRO-bf8d19a51db766bd	am	1	f67r2	under its appointed ruler	RULER_QUALIFIER	0.16	QUALIFIER_OF_PRECEDING_SPATIALLY_OWNED_LABEL
f67r2:f67r2.29:1	ASTRO_LOCAL_NAMESPACE	ASTRO-c63f486f1e445a91	ytody	1	f67r2	names the celestial influence at this drawn locus	LOCAL_CELESTIAL_RULE	0.12	UNCATALOGUED_DRAWN_LOCUS_CONTEXT_DEFAULT
