page	locus	surface_sequence	complete_default_reading	event_count	continuity_note
f83r	f83r.15	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy	in the stated or usual measure; for one interval; warm water; this portion; at the indicated place; when prepared and ready; retain the residue; close the rubric; mix in equal shares; close the rubric; leave at the ordinary base setting; close the rubric	9	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.16	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	finish this application; close the rubric; heat once; close the rubric; place the person at the basin; after settling; mix until even; then put it in; when prepared and ready; until the flow clears	8	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.20	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	let it settle; close the rubric; bind upon the place; close the rubric; keep gently warmed; rinse or pour over the local place; close the rubric; with it; likewise under the same heading; after the first rinse; rinse or pour over the local place; close the rubric; use the lesser portion; in the stated or usual measure	9	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.22	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	draw off the clear liquid; mix in equal shares; close the rubric; use the tempered warm medium; close the rubric; begin the rinsing; mix until even; the broad vessel; for the same duration; steep until clear; close the rubric; draw it off; close the rubric	9	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.24	soiiin checthy chety otaiin olsaly shedy	until clear; when prepared and ready; until evenly joined; for the same duration; the lower basin; set ready in the usual manner; close the rubric	6	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.25	qokeedy qolchey qokeey qokedy chedy otal	use the tempered warm medium; close the rubric; then fill the vessel; keep gently warmed; rinse or pour over the local place; close the rubric; mix until even; toward the lower outlet	6	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.26	otchey qokeey qoky tol shedy qokylddy	mark the following share; keep gently warmed; use the lesser portion; with it; likewise under the same heading; set ready in the usual manner; close the rubric; bind upon the place; close the rubric	6	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.27	dain chedy qokeedy shckhedy shckhedy	through a cloth; mix until even; use the tempered warm medium; close the rubric; strain completely; close the rubric; strain completely; close the rubric	5	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.28	saiin cheeky sheey qokedy shedy oldy	in the stated or usual measure; while still warm; the first opening; rinse or pour over the local place; close the rubric; set ready in the usual manner; close the rubric; boil gently; close the rubric	6	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.3	olkeedy qotal chkeedy chey daiin chey lchedy qokaiin qotal dar	let it settle; close the rubric; toward the lower outlet; immerse fully; close the rubric; this portion; in the stated or usual measure; this portion; leave at the ordinary base setting; close the rubric; take up the next entry; toward the lower outlet; of the same	10	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.35	saiin cheky okeeol okain chdy	in the stated or usual measure; at gentle heat; the broad vessel; then put it in; mix until even	5	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.37	sol lkedy lchedy qokol shedy	with it; likewise under the same heading; wash twice; close the rubric; leave at the ordinary base setting; close the rubric; let the mixture enter; set ready in the usual manner; close the rubric	5	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.38	or chey qockhey dairydy	the prepared liquid; this portion; over the local place; use immediately; close the rubric	4	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.39	qokain shey kain chckhal	then put it in; until it becomes clear; one measured share; for the stated duration	4	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.41	solkey lchedy qolkain dal	next open the upper channel; leave at the ordinary base setting; close the rubric; the lower basin; at the indicated place	4	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.44	skar shedy	pour in the warmed water; set ready in the usual manner; close the rubric	2	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.47	otchdy qokchdy shedal	draw it off; close the rubric; heat once; close the rubric; for one interval	3	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.48	dal cheol lol chdal aiin	at the indicated place; with it; likewise under the same heading; until warm; with the foregoing mixture; in the stated or usual measure	5	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.49	sol daiiin chedy	with it; likewise under the same heading; the second opening; mix until even	3	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.52	solkeey qekey raly ol	place the person at the basin; without boiling; the first opening; with it; likewise under the same heading	4	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.54	daiin ol dain chey ldalor	in the stated or usual measure; with it; likewise under the same heading; through a cloth; this portion; at the indicated place	5	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.6	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	finish this application; close the rubric; pour in the warmed water; combine the two portions; retain the combined mixture; close the rubric; take up the next entry; mix until even; use the tempered warm medium; close the rubric; leave at the ordinary base setting; close the rubric; use the lesser portion	9	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.8	pchedal otedy shecthedchy qoky chedy chary	then fill the vessel; steep until clear; close the rubric; apply at the marked place; use the lesser portion; mix until even; and let it cool	6	Physical end is reflow only unless the final group carries a local close.
