paragraph	locus	index	raw	role	D	H	status	N_H	N_D	row_status
f24r|f24r.1-f24r.20	f24r.4	4	eeor	OPEN	[ungelesen: eeor]	[ungelesen: eeor]	UNREAD	[ungelesen: eeor]	[ungelesen: eeor]	recorded
f24r|f24r.1-f24r.20	f24r.4	5	chees	OPEN	[ungelesen: chees]	[ungelesen: chees]	UNREAD	[ungelesen: chees]	[ungelesen: chees]	recorded
f24r|f24r.1-f24r.20	f24r.4	6	da	OPEN	[ungelesen: da]	[ungelesen: da]	UNREAD	[ungelesen: da]	[ungelesen: da]	recorded
f24r|f24r.1-f24r.20	f24r.5	1	qodar	OPEN	[ungelesen: qodar]	[ungelesen: qodar]	UNREAD	[ungelesen: qodar]	[ungelesen: qodar]	recorded
f24r|f24r.1-f24r.20	f24r.5	2	cho	REGION	Inneres	Inneres	ASSUMED	Inneres	Inneres	recorded
f24r|f24r.1-f24r.20	f24r.5	3	r	LINK	darauf	darauf	ASSUMED	darauf	darauf	recorded
f24r|f24r.1-f24r.20	f24r.5	4	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f24r.6:5]	nicht [Bereich bis f24r.6:5]	recorded
f24r|f24r.1-f24r.20	f24r.5	5	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f24r|f24r.1-f24r.20	f24r.5	6	cthe	OPEN	[ungelesen: cthe]	[ungelesen: cthe]	UNREAD	[ungelesen: cthe]	[ungelesen: cthe]	recorded
f24r|f24r.1-f24r.20	f24r.5	7	keom	OPEN	[ungelesen: keom]	[ungelesen: keom]	UNREAD	[ungelesen: keom]	[ungelesen: keom]	recorded
f24r|f24r.1-f24r.20	f24r.6	1	oeeeos	OPEN	[ungelesen: oeeeos]	[ungelesen: oeeeos]	UNREAD	[ungelesen: oeeeos]	[ungelesen: oeeeos]	recorded
f24r|f24r.1-f24r.20	f24r.6	2	cthor	MATERIAL	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	recorded
f24r|f24r.1-f24r.20	f24r.6	3	otal	MATERIAL	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.6	4	qocthol	OPEN	[ungelesen: qocthol]	[ungelesen: qocthol]	UNREAD	[ungelesen: qocthol]	[ungelesen: qocthol]	recorded
f24r|f24r.1-f24r.20	f24r.6	5	qoky	ACTION	erwärme mäßig	erwärme mäßig	ASSUMED	NICHT: erwärme mäßig	NICHT: erwärme mäßig	recorded
f24r|f24r.1-f24r.20	f24r.7	1	q@145;kar	OPEN	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	UNREAD	[ungelesen: q@145;kar]	[ungelesen: q@145;kar]	recorded
f24r|f24r.1-f24r.20	f24r.7	2	chtar	OPEN	[ungelesen: chtar]	[ungelesen: chtar]	UNREAD	[ungelesen: chtar]	[ungelesen: chtar]	recorded
f24r|f24r.1-f24r.20	f24r.7	3	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.7	4	cheor	MATERIAL	Auszug	Auszug	ASSUMED	Auszug	Auszug	recorded
f24r|f24r.1-f24r.20	f24r.7	5	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	recorded
f24r|f24r.1-f24r.20	f24r.7	6	qodol	OPEN	[ungelesen: qodol]	[ungelesen: qodol]	UNREAD	[ungelesen: qodol]	[ungelesen: qodol]	recorded
f24r|f24r.1-f24r.20	f24r.8	1	ychor	LINK	nimm	nimm	ASSUMED	nimm	nimm	recorded
f24r|f24r.1-f24r.20	f24r.8	2	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.8	3	om	OPEN	[ungelesen: om]	[ungelesen: om]	UNREAD	[ungelesen: om]	[ungelesen: om]	recorded
f24r|f24r.1-f24r.20	f24r.8	4	qoear	OPEN	[ungelesen: qoear]	[ungelesen: qoear]	UNREAD	[ungelesen: qoear]	[ungelesen: qoear]	recorded
f24r|f24r.1-f24r.20	f24r.8	5	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.8	6	qokeol	MATERIAL	erhitzte Flüssigkeit	erhitzte Flüssigkeit	ASSUMED	erhitzte Flüssigkeit	erhitzte Flüssigkeit	recorded
f24r|f24r.1-f24r.20	f24r.9	1	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.9	2	ckham	OPEN	[ungelesen: ckham]	[ungelesen: ckham]	UNREAD	[ungelesen: ckham]	[ungelesen: ckham]	recorded
f24r|f24r.1-f24r.20	f24r.9	3	qodai{ikh}y	OPEN	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	UNREAD	[ungelesen: qodai{ikh}y]	[ungelesen: qodai{ikh}y]	recorded
f24r|f24r.1-f24r.20	f24r.9	4	dol	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f24r|f24r.1-f24r.20	f24r.9	5	dal	AMOUNT	Maß	Maß	ASSUMED	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.10	1	q[?:e]or	OPEN	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	UNREAD	[ungelesen: q[?:e]or]	[ungelesen: q[?:e]or]	recorded
f24r|f24r.1-f24r.20	f24r.10	2	cfhar	OPEN	[ungelesen: cfhar]	[ungelesen: cfhar]	UNREAD	[ungelesen: cfhar]	[ungelesen: cfhar]	recorded
f24r|f24r.1-f24r.20	f24r.10	3	chor	MATERIAL	Blüten	Blüten	ASSUMED	Blüten	Blüten	recorded
f24r|f24r.1-f24r.20	f24r.10	4	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.10	5	am	OPEN	[ungelesen: am]	[ungelesen: am]	UNREAD	[ungelesen: am]	[ungelesen: am]	recorded
f24r|f24r.1-f24r.20	f24r.10	6	chotaiin	OPEN	[ungelesen: chotaiin]	[ungelesen: chotaiin]	UNREAD	[ungelesen: chotaiin]	[ungelesen: chotaiin]	recorded
f24r|f24r.1-f24r.20	f24r.10	7	dy	STATE	fertig	fertig	ASSUMED	fertig	fertig	recorded
f24r|f24r.1-f24r.20	f24r.11	1	sar	DISTRIBUTIVE	je Teil	je Teil	ASSUMED	je Teil	je Teil	recorded
f24r|f24r.1-f24r.20	f24r.11	2	cheoiees	OPEN	[ungelesen: cheoiees]	[ungelesen: cheoiees]	UNREAD	[ungelesen: cheoiees]	[ungelesen: cheoiees]	recorded
f24r|f24r.1-f24r.20	f24r.11	3	okeem	OPEN	[ungelesen: okeem]	[ungelesen: okeem]	UNREAD	[ungelesen: okeem]	[ungelesen: okeem]	recorded
f24r|f24r.1-f24r.20	f24r.11	4	cheor	MATERIAL	Auszug	Auszug	ASSUMED	Auszug	Auszug	recorded
f24r|f24r.1-f24r.20	f24r.11	5	qokain	MATERIAL_DOSE	erwärmte Dosis P	erwärmte Dosis P	ASSUMED	erwärmte Dosis P	erwärmte Dosis P	recorded
f24r|f24r.1-f24r.20	f24r.12	1	qokchy	MIX	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	ASSUMED	durcharbeiten [U] / zwei Materialien vermischen [D]	durcharbeiten [U] / zwei Materialien vermischen [D]	recorded
f24r|f24r.1-f24r.20	f24r.12	2	qotchy	ACTION	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f24r|f24r.1-f24r.20	f24r.12	3	tol	MATERIAL	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Material [nominale Qualität: Stoffkonstitution]	kühles Material [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.12	4	tod	MATERIAL	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	ASSUMED	kalter Rest [nominale Qualität: Stoffkonstitution]	kalter Rest [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.12	5	ckhy	ACTION	stampfe	stampfe	ASSUMED	stampfe	stampfe	recorded
f24r|f24r.1-f24r.20	f24r.13	1	oees	STATE	gemischt	gemischt	ASSUMED	gemischt	gemischt	recorded
f24r|f24r.1-f24r.20	f24r.13	2	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f24r|f24r.1-f24r.20	f24r.13	3	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.13	4	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f24r.14:2]	nicht [Bereich bis f24r.14:2]	recorded
f24r|f24r.1-f24r.20	f24r.13	5	chcth	OPEN	[ungelesen: chcth]	[ungelesen: chcth]	UNREAD	[ungelesen: chcth]	[ungelesen: chcth]	recorded
f24r|f24r.1-f24r.20	f24r.13	6	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.13	7	ar	AMOUNT	Teil	Teil	ASSUMED	Teil	Teil	recorded
f24r|f24r.1-f24r.20	f24r.14	1	qor	OPEN	[ungelesen: qor]	[ungelesen: qor]	UNREAD	[ungelesen: qor]	[ungelesen: qor]	recorded
f24r|f24r.1-f24r.20	f24r.14	2	cheey	ACTION	zerreibe fein	zerreibe fein	ASSUMED	NICHT: zerreibe fein	NICHT: zerreibe fein	recorded
f24r|f24r.1-f24r.20	f24r.14	3	qod	OPEN	[ungelesen: qod]	[ungelesen: qod]	UNREAD	[ungelesen: qod]	[ungelesen: qod]	recorded
f24r|f24r.1-f24r.20	f24r.14	4	char	MATERIAL	Blütenanteil	Blütenanteil	ASSUMED	Blütenanteil	Blütenanteil	recorded
f24r|f24r.1-f24r.20	f24r.14	5	cthal	MATERIAL	Kräuterstück	Kräuterstück	ASSUMED	Kräuterstück	Kräuterstück	recorded
f24r|f24r.1-f24r.20	f24r.15	1	ockhoees	OPEN	[ungelesen: ockhoees]	[ungelesen: ockhoees]	UNREAD	[ungelesen: ockhoees]	[ungelesen: ockhoees]	recorded
f24r|f24r.1-f24r.20	f24r.15	2	oeees	OPEN	[ungelesen: oeees]	[ungelesen: oeees]	UNREAD	[ungelesen: oeees]	[ungelesen: oeees]	recorded
f24r|f24r.1-f24r.20	f24r.15	3	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f24r|f24r.1-f24r.20	f24r.15	4	dal	AMOUNT	Maß	Maß	ASSUMED	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.15	5	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.16	1	sham	MATERIAL	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.16	2	okeal	OPEN	[ungelesen: okeal]	[ungelesen: okeal]	UNREAD	[ungelesen: okeal]	[ungelesen: okeal]	recorded
f24r|f24r.1-f24r.20	f24r.16	3	dal	AMOUNT	Maß	Maß	ASSUMED	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.16	4	dam	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f24r|f24r.1-f24r.20	f24r.16	5	dal	AMOUNT	Maß	Maß	ASSUMED	Maß	Maß	recorded
f24r|f24r.1-f24r.20	f24r.17	1	sshey	OPEN	[ungelesen: sshey]	[ungelesen: sshey]	UNREAD	[ungelesen: sshey]	[ungelesen: sshey]	recorded
f24r|f24r.1-f24r.20	f24r.17	2	otam	MATERIAL	Ansatzmasse	Ansatzmasse	ASSUMED	Ansatzmasse	Ansatzmasse	recorded
f24r|f24r.1-f24r.20	f24r.17	3	sham	MATERIAL	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchte Masse [nominale Qualität: Stoffkonstitution]	feuchte Masse [nominale Qualität: Stoffkonstitution]	recorded
f24r|f24r.1-f24r.20	f24r.17	4	cthoj	OPEN	[ungelesen: cthoj]	[ungelesen: cthoj]	UNREAD	[ungelesen: cthoj]	[ungelesen: cthoj]	recorded
f24r|f24r.1-f24r.20	f24r.17	5	oky	STATE	warm	warm	ASSUMED	warm	warm	recorded
f24r|f24r.1-f24r.20	f24r.18	1	ycheol	LINK	danach	danach	ASSUMED	danach	danach	recorded
f24r|f24r.1-f24r.20	f24r.18	2	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f24r|f24r.1-f24r.20	f24r.18	3	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.18	4	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f24r|f24r.1-f24r.20	f24r.18	5	s	DISTRIBUTIVE	jeweils	jeweils	ASSUMED	jeweils	jeweils	recorded
f24r|f24r.1-f24r.20	f24r.19	1	yol	OPEN	[ungelesen: yol]	[ungelesen: yol]	UNREAD	[ungelesen: yol]	[ungelesen: yol]	recorded
f24r|f24r.1-f24r.20	f24r.19	2	kol	OPEN	[ungelesen: kol]	[ungelesen: kol]	UNREAD	[ungelesen: kol]	[ungelesen: kol]	recorded
f24r|f24r.1-f24r.20	f24r.19	3	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f24r|f24r.1-f24r.20	f24r.19	4	shom	OPEN	[ungelesen: shom]	[ungelesen: shom]	UNREAD	[ungelesen: shom]	[ungelesen: shom]	recorded
f24r|f24r.1-f24r.20	f24r.19	5	otacphy	OPEN	[ungelesen: otacphy]	[ungelesen: otacphy]	UNREAD	[ungelesen: otacphy]	[ungelesen: otacphy]	recorded
f24r|f24r.1-f24r.20	f24r.20	1	sam	OPEN	[ungelesen: sam]	[ungelesen: sam]	UNREAD	[ungelesen: sam]	[ungelesen: sam]	recorded
f24r|f24r.1-f24r.20	f24r.20	2	chorly	OPEN	[ungelesen: chorly]	[ungelesen: chorly]	UNREAD	[ungelesen: chorly]	[ungelesen: chorly]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	1	poldaiin	OPEN	[ungelesen: poldaiin]	[ungelesen: poldaiin]	UNREAD	[ungelesen: poldaiin]	[ungelesen: poldaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	2	shea	OPEN	[ungelesen: shea]	[ungelesen: shea]	UNREAD	[ungelesen: shea]	[ungelesen: shea]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	3	teraiin	OPEN	[ungelesen: teraiin]	[ungelesen: teraiin]	UNREAD	[ungelesen: teraiin]	[ungelesen: teraiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	4	otcho	OPEN	[ungelesen: otcho]	[ungelesen: otcho]	UNREAD	[ungelesen: otcho]	[ungelesen: otcho]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	5	lkaiin	OPEN	[ungelesen: lkaiin]	[ungelesen: lkaiin]	UNREAD	[ungelesen: lkaiin]	[ungelesen: lkaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	6	os	DISTRIBUTIVE	zusammen	zusammen	ASSUMED	zusammen	zusammen	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	7	al	REFERENCE	davon	davon	ASSUMED	davon	davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	8	ody	MATERIAL	Endprodukt	Endprodukt	ASSUMED	Endprodukt	Endprodukt	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	9	qotar	AMOUNT	abgeteilter Anteil	abgeteilter Anteil	ASSUMED	abgeteilter Anteil	abgeteilter Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	10	ytedy	OPEN	[ungelesen: ytedy]	[ungelesen: ytedy]	UNREAD	[ungelesen: ytedy]	[ungelesen: ytedy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.18	11	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	1	ycheeytydaiin	OPEN	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	UNREAD	[ungelesen: ycheeytydaiin]	[ungelesen: ycheeytydaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	2	ykeeo	OPEN	[ungelesen: ykeeo]	[ungelesen: ykeeo]	UNREAD	[ungelesen: ykeeo]	[ungelesen: ykeeo]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	3	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f86v5.19:6]	nicht [Bereich bis f86v5.19:6]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	4	shckhy	OPEN	[ungelesen: shckhy]	[ungelesen: shckhy]	UNREAD	[ungelesen: shckhy]	[ungelesen: shckhy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	5	shoky	OPEN	[ungelesen: shoky]	[ungelesen: shoky]	UNREAD	[ungelesen: shoky]	[ungelesen: shoky]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	6	oty	STATE	kühl	kühl	ASSUMED	NICHT: kühl	NICHT: kühl	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	7	oty	STATE	kühl	kühl	ASSUMED	kühl	kühl	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	8	otain	OPEN	[ungelesen: otain]	[ungelesen: otain]	UNREAD	[ungelesen: otain]	[ungelesen: otain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.19	9	olkchdy	OPEN	[ungelesen: olkchdy]	[ungelesen: olkchdy]	UNREAD	[ungelesen: olkchdy]	[ungelesen: olkchdy]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	1	ychor	LINK	nimm	nimm	ASSUMED	nimm	nimm	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	2	ar	AMOUNT	Teil	Teil	ASSUMED	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	3	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	4	ytaly	OPEN	[ungelesen: ytaly]	[ungelesen: ytaly]	UNREAD	[ungelesen: ytaly]	[ungelesen: ytaly]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	5	otaiin	MATERIAL_DOSE	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	6	ykaiin	MATERIAL_DOSE	erwärmte Dosis Q	erwärmte Dosis Q	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	7	otal	MATERIAL	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	ASSUMED	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	kühles Ausgangsmaterial [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	8	ytar	AMOUNT	weiterer Teil	weiterer Teil	ASSUMED	weiterer Teil	weiterer Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	9	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.20	10	ytaiiil	OPEN	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	UNREAD	[ungelesen: ytaiiil]	[ungelesen: ytaiiil]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	1	oar	AMOUNT	Anteil davon	Anteil davon	ASSUMED	Anteil davon	Anteil davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	2	ar	AMOUNT	Teil	Teil	ASSUMED	Teil	Teil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	3	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	4	okaiin	MATERIAL_DOSE	Dosis des Grundansatzes	Dosis des Grundansatzes	ASSUMED	Dosis des Grundansatzes	Dosis des Grundansatzes	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	5	yteey	REPEAT_COOL	kühle erneut	kühle erneut	ASSUMED	kühle erneut	kühle erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	6	ytaiin	MATERIAL_DOSE	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	ASSUMED	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	7	qokees	OPEN	[ungelesen: qokees]	[ungelesen: qokees]	UNREAD	[ungelesen: qokees]	[ungelesen: qokees]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	8	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	9	yteey	REPEAT_COOL	kühle erneut	kühle erneut	ASSUMED	kühle erneut	kühle erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	10	qotey	OPEN	[ungelesen: qotey]	[ungelesen: qotey]	UNREAD	[ungelesen: qotey]	[ungelesen: qotey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.21	11	lkey	OPEN	[ungelesen: lkey]	[ungelesen: lkey]	UNREAD	[ungelesen: lkey]	[ungelesen: lkey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	1	ykaiin	MATERIAL_DOSE	erwärmte Dosis Q	erwärmte Dosis Q	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	2	ykeey	REPEAT_ACTION	erwärme erneut	erwärme erneut	ASSUMED	erwärme erneut	erwärme erneut	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	3	ykal	OPEN	[ungelesen: ykal]	[ungelesen: ykal]	UNREAD	[ungelesen: ykal]	[ungelesen: ykal]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	4	chod	OPEN	[ungelesen: chod]	[ungelesen: chod]	UNREAD	[ungelesen: chod]	[ungelesen: chod]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	5	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	6	oeey	OPEN	[ungelesen: oeey]	[ungelesen: oeey]	UNREAD	[ungelesen: oeey]	[ungelesen: oeey]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	7	teodkaiin	OPEN	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	UNREAD	[ungelesen: teodkaiin]	[ungelesen: teodkaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	8	otodaiin	OPEN	[ungelesen: otodaiin]	[ungelesen: otodaiin]	UNREAD	[ungelesen: otodaiin]	[ungelesen: otodaiin]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.22	9	okain	OPEN	[ungelesen: okain]	[ungelesen: okain]	UNREAD	[ungelesen: okain]	[ungelesen: okain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	1	ykaiin	MATERIAL_DOSE	erwärmte Dosis Q	erwärmte Dosis Q	ASSUMED	erwärmte Dosis Q	erwärmte Dosis Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	2	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	3	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	4	okol	MATERIAL	Grundansatz	Grundansatz	ASSUMED	Grundansatz	Grundansatz	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	5	chokar	OPEN	[ungelesen: chokar]	[ungelesen: chokar]	UNREAD	[ungelesen: chokar]	[ungelesen: chokar]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	6	sheol	MATERIAL	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	7	qokar	MATERIAL	erwärmter Anteil	erwärmter Anteil	ASSUMED	erwärmter Anteil	erwärmter Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	8	cheey	ACTION	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	9	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	10	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.23	11	ody	MATERIAL	Endprodukt	Endprodukt	ASSUMED	Endprodukt	Endprodukt	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	1	oar	AMOUNT	Anteil davon	Anteil davon	ASSUMED	Anteil davon	Anteil davon	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	2	aiin	NUMBER	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	3	ykain	OPEN	[ungelesen: ykain]	[ungelesen: ykain]	UNREAD	[ungelesen: ykain]	[ungelesen: ykain]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	4	okal	MATERIAL	Ausgangsmaterial	Ausgangsmaterial	ASSUMED	Ausgangsmaterial	Ausgangsmaterial	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	5	kchody	OPEN	[ungelesen: kchody]	[ungelesen: kchody]	UNREAD	[ungelesen: kchody]	[ungelesen: kchody]	recorded
f86v5|f86v5.18-f86v5.25	f86v5.24	6	chckhy	OPEN	[ungelesen: chckhy]	[ungelesen: chckhy]	UNREAD	[ungelesen: chckhy]	[ungelesen: chckhy]	recorded
