attachment_contact_id	window_id	dispatch_id	patch_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_semantic_value_de	neighbor_axis_tags	neighbor_scalar_host_types	formal_role_direction_match	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	intervening_surface	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_family	target_level	target_favored_axis	target_dimension	target_prior_state_mode	target_wanted_carrier_set	host_quality_set	host_carrier_set	host_scalar_class_set	host_boundary_set	host_axis_signature	single_host_covers_requested_carrier	middle_reader_exact	middle_known	middle_positive_host_eligible	middle_ineligibility_reasons	middle_quality_set	middle_carrier_set	middle_scalar_class_set	middle_boundary_set	middle_axis_signature	middle_barrier	axis_continuity	carrier_continuity	opposite_reader_exact	opposite_known	opposite_positive_host_eligible	opposite_ineligibility_reasons	opposite_quality_set	strict_axis_relay_candidate	strict_carrier_relay_candidate	relaxed_axis_relay_candidate	relaxed_carrier_relay_candidate	axis_role_retained	carrier_role_retained	predicted_axis_role_retained	predicted_carrier_role_retained	predicted_renderer_role_retained	grammar_rule_trace	axis_flag_matches_gdt740	carrier_flag_matches_gdt740	role_flags_match_gdt740	literal_plaintext_claimed	component_export_credit
G740-C0039	G739-N00486	G739-D0068	G738-P0068	f108v	f108v.37	8	lkain	H4	MIDDLE	AXIS+CARRIER	L	-2	2	6	okey	heißer Ansatz in der Mitte des Grades	HOT|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	shey	1	0	0	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	1	1	1	0	BELOW_W2_OR_NA	MOIST	NONE	QUALITY_DEGREE	NONE	QUALITY:MOIST	OPEN	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0040	G739-N00496	G739-D0069	G738-P0069	f111v	f111v.21	9	lkain	H4	MIDDLE	AXIS+CARRIER	R	1	1	10	cheokain	Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen	HOT|DRY|VALUE|PREPARATION|PROCESS	QUALITY_DEGREE	0	1	1	NONE	0	0	0	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY|HOT	PREPARATION	QUALITY_DEGREE	PROCESS	QUALITY:DRY|HOT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	OPAQUE_INITIAL_HEAD|RETIRED_LITERAL_PATIENT	HOT	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0041	G739-N00540	G739-D0075	G738-P0075	f111v	f111v.40	2	lkain	H4	MIDDLE	AXIS+CARRIER	R	2	2	4	chokain	erhitze den Trockenansatz auf Stufe II	HOT|DRY|VALUE|PREPARATION|PROCESS	QUALITY_DEGREE	0	1	1	chckhy	1	0	0	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY|HOT	PREPARATION	QUALITY_DEGREE	PROCESS	QUALITY:DRY|HOT	1	1	1	0	BELOW_W2_OR_NA	DRY	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:DRY	OPEN	PARTIAL	FULL_WANTED	NA	0	NA	NA	NA	0	0	1	1	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0042	G739-N00548	G739-D0076	G738-P0076	f112v	f112v.38	10	lkain	H4	MIDDLE	CARRIER	L	-1	1	9	chedar	abgemessene Trockenfraktion I, Mittelstufe	DRY|VALUE|PART	QUALITY_DEGREE|AMOUNT_DOSE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	PART|PREPARATION	DRY	PART	AMOUNT_DOSE|QUALITY_DEGREE	NONE	NONE	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	DRY	0	0	0	0	0	0	0	0	0	G05	1	1	1	0	0
G740-C0043	G739-N00549	G739-D0076	G738-P0076	f112v	f112v.38	10	lkain	H4	MIDDLE	CARRIER	R	1	1	11	cheo	trocken angesetzte Zubereitung	DRY|PREPARATION	NONE	0	1	1	NONE	0	0	0	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	PART|PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	DRY	0	0	0	0	0	0	0	0	0	G05	1	1	1	0	0
G740-C0044	G739-N00571	G739-D0079	G738-P0079	f116r	f116r.5	6	lkain	H4	MIDDLE	AXIS+CARRIER	R	2	2	8	otor	kalte Drogenportion im Ansatz	COLD|AMOUNT|MATERIAL|PREPARATION	AMOUNT_DOSE	0	1	0	oteedy	1	0	0	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL|PREPARATION	COLD	MATERIAL|PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	1	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	COLD	PREPARATION	QUALITY_DEGREE	CLOSE	NONE	CLOSE	NONE	PARTIAL	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0045	G739-N00578	G739-D0080	G738-P0080	f116r	f116r.27	7	lkain	H4	MIDDLE	AXIS+CARRIER	L	-2	2	5	orain	Drogenportion II	AMOUNT|MATERIAL	AMOUNT_DOSE	1	1	0	chckhy	1	0	0	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	1	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	DRY	PREPARATION	QUALITY_DEGREE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0046	G739-N00615	G739-D0084	G738-P0084	f76r	f76r.17	6	lkain	H4	MIDDLE	AXIS	L	-2	2	4	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	VALUE|PASS	PROCESS_PASS	1	1	1	chol	1	0	0	SCALAR	II	HOT	PROCESS_PASS	NOT_APPLICABLE	NONE	NONE	NONE	PROCESS_PASS	PASS	PROCESS_PASS	0	1	1	0	BELOW_W2_OR_NA	DRY	MATERIAL	NONE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0047	G739-N00626	G739-D0085	G738-P0085	f78r	f78r.32	6	lkain	H4	MIDDLE	CARRIER	L	-1	1	5	dalky	Rohdroge I abmessen und leicht erhitzen	HOT|AMOUNT|MATERIAL|PROCESS	AMOUNT_DOSE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	MATERIAL	HOT	MATERIAL	AMOUNT_DOSE	PROCESS	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	HOT	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0048	G739-N00648	G739-D0088	G738-P0088	f103r	f103r.5	6	lkar	H4	MIDDLE	CARRIER	L	-2	2	4	oteey	kalter Ansatz am Ende des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	qokey	1	0	0	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD	1	1	1	1	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	OPEN	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0049	G739-N00649	G739-D0088	G738-P0088	f103r	f103r.5	6	lkar	H4	MIDDLE	AXIS	L	-1	1	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	HOT|MOIST	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0050	G739-N00679	G739-D0092	G738-P0092	f104v	f104v.18	4	lkar	H4	MIDDLE	AXIS	R	1	1	5	ytaiin	Eintrag: kalt, Stufe III	COLD|VALUE	QUALITY_DEGREE	0	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	HOT	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0051	G739-N00683	G739-D0093	G738-P0093	f106r	f106r.35	3	lkar	H4	MIDDLE	CARRIER	L	-1	1	2	choky	heiß-trockene Zubereitung, Grundform	HOT|DRY|PREPARATION	NONE	1	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	OPEN_SCALAR	NOT_APPLICABLE	PREPARATION	DRY|HOT	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0052	G739-N00689	G739-D0094	G738-P0094	f107r	f107r.33	10	lkar	H4	MIDDLE	CARRIER	L	-2	2	8	chky	getrocknete Droge leicht erhitzen	HOT|DRY|MATERIAL|PROCESS	NONE	1	1	1	lcheel	1	1	0	SCALAR	I	HOT_OR_PART	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL	DRY|HOT	MATERIAL	NONE	PROCESS	NONE	1	1	0	0	OPAQUE_INITIAL_HEAD|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	NONE	NONE	NONE	NONE	UNKNOWN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0053	G739-N00782	G739-D0106	G738-P0106	f115r	f115r.15	11	lkar	H4	MIDDLE	AXIS+CARRIER	R	1	1	12	air	zweite Drogenfraktion	PART|MATERIAL	AMOUNT_DOSE	0	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL|PART	NONE	MATERIAL|PART	AMOUNT_DOSE	NONE	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0054	G739-N00788	G739-D0107	G738-P0107	f115v	f115v.42	9	lkar	H4	MIDDLE	AXIS	L	-1	1	8	qokchey	heiß und trocken in der Mitte des Grades	HOT|DRY|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	NONE	DRY|HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:DRY|HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	0	OPAQUE_INITIAL_HEAD|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0055	G739-N00823	G739-D0112	G738-P0112	f80r	f80r.33	3	lkar	H4	MIDDLE	AXIS	L	-1	1	2	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	COLD	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0056	G739-N00834	G739-D0113	G738-P0113	f86v3	f86v3.20	8	lkar	H4	MIDDLE	AXIS+CARRIER	R	1	1	9	ary	Drogenfraktion I, abgeschlossen	PART|MATERIAL|CLOSE	AMOUNT_DOSE	0	1	1	NONE	0	0	0	SCALAR	I	HOT_OR_PART	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL|PART	NONE	MATERIAL|PART	AMOUNT_DOSE	CLOSE	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	READER_VARIANT	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0057	G739-N00854	G739-D0116	G738-P0116	f86v6	f86v6.42	7	lkar	H4	MIDDLE	CARRIER	R	2	2	9	qotol	kaltes Material	COLD|MATERIAL	NONE	0	1	1	chdy	1	0	0	SCALAR	I	HOT_OR_PART	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL	COLD	MATERIAL	NONE	NONE	NONE	1	1	1	0	BELOW_W2_OR_NA	DRY	NONE	QUALITY_DEGREE	CLOSE	NONE	CLOSE	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0058	G739-N00888	G739-D0122	G738-P0122	f106r	f106r.13	1	pcheol	H1	FIRST	CARRIER	R	2	2	3	otey	kalter Ansatz in der Mitte des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	sheokaiin	1	0	0	STATE	NA	DRY	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	NONE	1	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	NONE	NONE	NONE	NONE	UNKNOWN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0059	G739-N00897	G739-D0123	G738-P0123	f113v	f113v.15	8	pcheol	H1	MIDDLE	AXIS+CARRIER	R	1	1	9	kcheor	eine Portion bis zur Mittelstufe heiß getrocknete Droge	HOT|DRY|AMOUNT|VALUE|MATERIAL	QUALITY_DEGREE|AMOUNT_DOSE	1	1	1	NONE	0	0	0	STATE	NA	DRY	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE	MATERIAL	DRY|HOT	MATERIAL	AMOUNT_DOSE|QUALITY_DEGREE	NONE	STATE:DRY	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	COLD|DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0060	G739-N00904	G739-D0124	G738-P0124	f113v	f113v.25	5	pcheol	H1	MIDDLE	CARRIER	L	-1	1	4	otey	kalter Ansatz in der Mitte des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	0	1	1	NONE	0	0	0	STATE	NA	DRY	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	RETIRED_LITERAL_PATIENT	DRY	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0061	G739-N00915	G739-D0126	G738-P0126	f52v	f52v.7	1	pcheol	H1	FIRST	CARRIER	R	2	2	3	cthor	eine Portion Pflanzendroge	AMOUNT|MATERIAL	AMOUNT_DOSE	1	1	1	sholoiin	1	0	0	STATE	NA	DRY	QUALITY_STATE_AXIS_OPEN	QUALITY_STATE	MATERIAL	NONE	MATERIAL	AMOUNT_DOSE	NONE	NONE	1	1	1	0	BELOW_W2_OR_NA	NONE	MATERIAL|PREPARATION	NONE	NONE	NONE	OPEN	NONE	FULL_WANTED	NA	0	NA	NA	NA	0	1	0	1	0	1	0	1	1	G06C	1	1	1	0	0
G740-C0062	G739-N00926	G739-D0128	G738-P0128	f80v	f80v.6	3	pcheol	H1	MIDDLE	AXIS+CARRIER	L	-2	2	1	tcheol	kalt-trockener Drogenstoff	COLD|DRY|MATERIAL	NONE	0	1	0	kedy	1	0	0	STATE	NA	DRY	QUALITY_STATE_DRY_LOCAL	QUALITY_STATE	MATERIAL	COLD|DRY	MATERIAL	NONE	NONE	STATE:DRY	1	0	1	0	READER_VARIANT	HOT	NONE	QUALITY_DEGREE	CLOSE	NONE	CLOSE	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0063	G739-N00944	G739-D0131	G738-P0131	f103r	f103r.8	5	rain	H3	MIDDLE	AXIS+CARRIER	L	-1	1	4	okey	heißer Ansatz in der Mitte des Grades	HOT|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0064	G739-N00964	G739-D0134	G738-P0134	f114v	f114v.30	11	rain	H3	LAST	CARRIER	L	-2	2	9	oteeo	zweiter Kaltansatz	COLD|PREPARATION|PASS	PROCESS_PASS	1	1	1	teey	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	COLD	PREPARATION	PROCESS_PASS	PASS	NONE	1	1	1	1	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0065	G739-N00965	G739-D0134	G738-P0134	f114v	f114v.30	11	rain	H3	LAST	AXIS	L	-1	1	10	teey	kalt am Ende des Grades	COLD|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0066	G739-N00971	G739-D0135	G738-P0135	f115r	f115r.11	8	rain	H3	MIDDLE	CARRIER	R	1	1	9	cheo	trocken angesetzte Zubereitung	DRY|PREPARATION	NONE	0	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0067	G739-N00972	G739-D0135	G738-P0135	f115r	f115r.11	8	rain	H3	MIDDLE	AXIS	R	2	2	10	chkain	trocken-heiß, Stufe II	HOT|DRY|VALUE	QUALITY_DEGREE	0	1	1	cheo	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	DRY|HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:DRY|HOT	0	1	1	1	NONE	DRY	PREPARATION	NONE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0068	G739-N00980	G739-D0136	G738-P0136	f115v	f115v.35	10	rain	H3	MIDDLE	AXIS+CARRIER	R	1	1	11	checthey	Krautdroge mäßig trocknen, nochmals mäßig trocknen und abschließen	DRY|MATERIAL|PROCESS|PASS	PROCESS_PASS	0	1	1	NONE	0	0	0	SCALAR	II	OPEN	PROCESS_PASS	NOT_APPLICABLE	MATERIAL	DRY	MATERIAL	PROCESS_PASS	PASS|PROCESS	PROCESS_PASS	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0069	G739-N00988	G739-D0137	G738-P0137	f116r	f116r.10	7	rain	H3	MIDDLE	CARRIER	R	2	2	9	cphol	zusammengesetzter Drogenstoff	MATERIAL	NONE	0	1	1	sheedy	1	0	0	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL	NONE	MATERIAL	NONE	NONE	NONE	1	1	1	0	BELOW_W2_OR_NA	MOIST	NONE	QUALITY_DEGREE	CLOSE	NONE	CLOSE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0070	G739-N00997	G739-D0138	G738-P0138	f116r	f116r.19	9	rain	H3	MIDDLE	AXIS+CARRIER	R	1	1	10	otey	kalter Ansatz in der Mitte des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	0	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0071	G739-N01003	G739-D0139	G738-P0139	f116r	f116r.31	4	rain	H3	MIDDLE	CARRIER	L	-1	1	3	ckhal	Arzneikompositum, Rohstoffklasse I	VALUE|MATERIAL|PREPARATION	NONE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL|PREPARATION	NONE	MATERIAL|PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0072	G739-N01015	G739-D0141	G738-P0141	f116r	f116r.36	2	rain	H3	MIDDLE	AXIS	L	-1	1	1	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	MOIST	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0073	G739-N01024	G739-D0142	G738-P0142	f116r	f116r.43	7	rain	H3	MIDDLE	AXIS	L	-2	2	5	teey	kalt am Ende des Grades	COLD|VALUE	QUALITY_DEGREE	1	1	1	chcphy	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	NONE	COLD	NONE	QUALITY_DEGREE	NONE	QUALITY:COLD	0	1	1	0	BELOW_W2_OR_NA|COMPOSITION_CREDIT	DRY	PREPARATION	NONE	NONE	NONE	OPEN	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0074	G739-N01034	G739-D0143	G738-P0143	f77v	f77v.33	10	rain	H3	LAST	AXIS+CARRIER	L	-2	2	8	qotal	Rohstoffklasse I, kalt am Gradanfang	COLD|VALUE|MATERIAL	QUALITY_DEGREE	1	1	1	dal	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	COLD	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:COLD	1	1	1	0	BELOW_W2_OR_NA	NONE	MATERIAL	NONE	NONE	NONE	OPEN	NONE	FULL_WANTED	NA	0	NA	NA	NA	0	0	0	1	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0075	G739-N01039	G739-D0144	G738-P0144	f81r	f81r.20	6	rain	H3	MIDDLE	AXIS	L	-2	2	4	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	odaiin	1	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	1	1	1	NONE	NONE	PREPARATION	NONE	NONE	NONE	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0076	G739-N01040	G739-D0144	G738-P0144	f81r	f81r.20	6	rain	H3	MIDDLE	CARRIER	L	-1	1	5	odaiin	Zubereitung, Wertstufe III	VALUE|PREPARATION	NONE	1	1	1	NONE	0	0	0	SCALAR	II	OPEN	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	NONE	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	READER_VARIANT	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0077	G739-N01048	G739-D0145	G738-P0145	f77v	f77v.8	6	rsheedy	H3	MIDDLE	AXIS+CARRIER	R	2	2	8	sheol	feuchtes Material	MOIST|MATERIAL	NONE	0	1	1	taiiin	1	0	0	STATE_RESULT	II	MOIST	PROCESS_RESULT_MOIST_LOCAL	PROCESS_RESULT	MATERIAL	MOIST	MATERIAL	NONE	NONE	STATE:MOIST	1	1	1	0	BELOW_W2_OR_NA	COLD	NONE	QUALITY_DEGREE	NONE	NONE	OPEN	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
