carrier_link_ordinal	layer	source_assignment_ordinal	source_artifact	cohort	event_id	statement_id	physical_page	register	surface	recipe	atom	atom_value_de	atom_position	carrier_envelope	specialized_default_reading_de	specialized_detail	unified_atom_category	unified_atom_value_de	position_and_value_match_unified_card	guard
165	GRADE	165	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
166	GRADE	166	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
167	GRADE	167	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
168	GRADE	168	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2702	G407-S392	f77r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
169	GRADE	169	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2729	G407-S396	f81r	BIOLOGICAL	qotey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
170	GRADE	170	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2756	G407-S397	f81r	BIOLOGICAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
171	GRADE	171	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2763	G407-S397	f81r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
172	GRADE	172	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2768	G407-S398	f81r	BIOLOGICAL	qotey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
173	GRADE	173	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2769	G407-S398	f81r	BIOLOGICAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
174	GRADE	174	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2771	G407-S398	f81r	BIOLOGICAL	qoteesy	OT+EE+S+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
175	GRADE	175	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2772	G407-S398	f81r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
176	GRADE	176	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2777	G407-S400	f81r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
177	GRADE	177	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2781	G407-S401	f81r	BIOLOGICAL	olsheol	OL+K+E+OL	E	GRAD I	3	OL>G<OL	weiter mit geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
178	GRADE	178	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2782	G407-S401	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	E	GRAD I	3	OL>G<DY	weiter mit geben auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
179	GRADE	179	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2784	G407-S403	f81r	BIOLOGICAL	oltedy	OL+T+E+DY	E	GRAD I	3	OL>G<DY	weiter mit einstellen auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
180	GRADE	180	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2793	G407-S407	f81r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
181	GRADE	181	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2798	G407-S409	f81r	BIOLOGICAL	qolsheedy	OL+SH+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit halten auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
182	GRADE	182	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2807	G407-S412	f81r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
183	GRADE	183	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2830	G407-S423	f81r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
184	GRADE	184	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2841	G407-S425	f81r	BIOLOGICAL	olkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
185	GRADE	185	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2842	G407-S425	f81r	BIOLOGICAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
186	GRADE	186	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2843	G407-S425	f81r	BIOLOGICAL	olshey	OL+SH+E+Y	E	GRAD I	3	OL>G<END	weiter mit halten auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
187	GRADE	187	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2844	G407-S425	f81r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
188	GRADE	188	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2866	G407-S426	f81r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
189	GRADE	189	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2878	G407-S429	f81r	BIOLOGICAL	oteol	OT+E+OL	E	GRAD I	2	OT>G<OL	danach Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
190	GRADE	190	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2886	G407-S431	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	E	GRAD I	3	OL>G<DY	weiter mit geben auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
191	GRADE	191	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2894	G407-S433	f81r	BIOLOGICAL	otey	OT+E+Y	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
192	GRADE	192	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2919	G407-S439	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	E	GRAD I	3	OL>G<DY	weiter mit geben auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
193	GRADE	193	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2949	G407-S444	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit geben auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
194	GRADE	194	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E2999	G407-S452	f81v	BIOLOGICAL	qolkeedy	OL+K+EE+D_ADDR+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
195	GRADE	195	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3016	G407-S456	f81v	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
196	GRADE	196	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3095	G407-S477	f81v	BIOLOGICAL	solkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
197	GRADE	197	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3146	G407-S487	f81v	BIOLOGICAL	teol	E+OL	E	GRAD I	1	START>G<OL	Träger auf Grad I; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
198	GRADE	198	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3150	G407-S488	f81v	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
199	GRADE	199	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3162	G407-S489	f81v	BIOLOGICAL	checholtar	CH+E+OL+T+AR	E	GRAD I	2	START>G<OL	nehmen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
200	GRADE	200	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3167	G407-S490	f81v	BIOLOGICAL	olkeol	OL+K+E+OL	E	GRAD I	3	OL>G<OL	weiter mit geben auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
201	GRADE	201	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3168	G407-S490	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit geben auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
202	GRADE	202	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3169	G407-S491	f81v	BIOLOGICAL	okeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
203	GRADE	203	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3170	G407-S491	f81v	BIOLOGICAL	dsheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
204	GRADE	204	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3172	G407-S491	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit geben auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
205	GRADE	205	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3178	G407-S495	f82r	BIOLOGICAL	qokeol	OK+E+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
206	GRADE	206	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3200	G407-S498	f82r	BIOLOGICAL	octheol	O+CH+T+E+OL	E	GRAD I	4	START>G<OL	nehmen und einstellen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
207	GRADE	207	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3203	G407-S499	f82r	BIOLOGICAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
208	GRADE	208	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3213	G407-S500	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
209	GRADE	209	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3228	G407-S504	f82r	BIOLOGICAL	solshedy	OL+SH+E+DY	E	GRAD I	3	OL>G<DY	weiter mit halten auf Grad I; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
210	GRADE	210	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3242	G407-S507	f82r	BIOLOGICAL	qoteor	OT+E+OR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
211	GRADE	211	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3252	G407-S509	f82r	BIOLOGICAL	qotedor	OT+E+D_ADDR+OR	E	GRAD I	2	OT>G<END	danach Träger auf Grad I	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
212	GRADE	212	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3257	G407-S509	f82r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
213	GRADE	213	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3268	G407-S512	f82r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
214	GRADE	214	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3305	G407-S522	f82r	BIOLOGICAL	qoteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
215	GRADE	215	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3333	G407-S529	f82r	BIOLOGICAL	sheol	SH+E+OL	E	GRAD I	2	START>G<OL	halten auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
216	GRADE	216	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3392	G407-S539	f82r	BIOLOGICAL	oteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
217	GRADE	217	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3400	G407-S543	f82r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
218	GRADE	218	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3408	G407-S548	f82r	BIOLOGICAL	qoteeol	OT+EE+OL	EE	GRAD II	2	OT>G<OL	danach Träger auf Grad II; den Träger weiterführen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
219	GRADE	219	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3419	G407-S551	f82r	BIOLOGICAL	qotedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
220	GRADE	220	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3422	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
221	GRADE	221	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3425	G407-S552	f82r	BIOLOGICAL	qoteey	OT+EE+Y	EE	GRAD II	2	OT>G<END	danach Träger auf Grad II	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
222	GRADE	222	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3458	G407-S558	f83r	BIOLOGICAL	chepol	CH+E+P+OL	E	GRAD I	2	START>G<OL	nehmen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
223	GRADE	223	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3468	G407-S559	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
224	GRADE	224	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3473	G407-S560	f83r	BIOLOGICAL	olkeedy	OL+K+EE+DY	EE	GRAD II	3	OL>G<DY	weiter mit geben auf Grad II; den Schritt abschließen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
225	GRADE	225	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3500	G407-S567	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
226	GRADE	226	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3511	G407-S572	f83r	BIOLOGICAL	solshed	S+OL+SH+E	E	GRAD I	4	OL>G<END	weiter mit halten auf Grad I	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
227	GRADE	227	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3519	G407-S573	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
228	GRADE	228	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3520	G407-S574	f83r	BIOLOGICAL	qoteedy	OT+EE+DY	EE	GRAD II	2	OT>G<DY	danach Träger auf Grad II; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
229	GRADE	229	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3522	G407-S575	f83r	BIOLOGICAL	otedy	OT+E+DY	E	GRAD I	2	OT>G<DY	danach Träger auf Grad I; den Schritt abschließen	CONTROL_CARRIED_GRADE_VALUE	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
230	GRADE	230	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3536	G407-S579	f83r	BIOLOGICAL	olkeey	OL+K+EE+Y	EE	GRAD II	3	OL>G<END	weiter mit geben auf Grad II	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD II	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
231	GRADE	231	GDT558_333_GRADE_CARRIER_ASSIGNMENTS	OLD26_GDT407	G407-E3617	G407-S599	f83r	BIOLOGICAL	qokedol	OK+E+D_ADDR+OL	E	GRAD I	2	START>G<OL	setzen auf Grad I; den Träger weiterführen	VISIBLE_SAME_BLOCK_ACTION_CHAIN	GRADE	GRAD I	YES	SOURCE_LINK_ONLY__NO_ATOM_REORDERING_OR_NEW_MEANING
