integration_ordinal	event_id	statement_id	physical_page	register	surface	recipe	grade_link_count	argument_link_count	relation_link_count	total_specialized_link_count	specialized_layers	ordered_all_atom_reading_de	all_atom_default_phrase_de	specialized_readings_de	integration_status
193	G407-E1488	G407-S090	f75r	BIOLOGICAL	qokardy	OK+AR+DY	0	0	1	1	RELATION	SETZEN → AUSGANG → ABSCHLIESSEN	setzen; vom Ausgang; abschließen	RELATION:AUSGANG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
194	G407-E1492	G407-S091	f75r	BIOLOGICAL	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
195	G407-E1504	G407-S096	f75r	BIOLOGICAL	qotar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
196	G407-E1510	G407-S096	f75r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
197	G407-E1512	G407-S097	f75r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
198	G407-E1515	G407-S099	f75r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
199	G407-E1525	G407-S101	f75r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
200	G407-E1532	G407-S101	f75r	BIOLOGICAL	olshedy	OL+SH+E+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	weiter; halten; auf Grad I; abschließen	GRADE:weiter mit halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
201	G407-E1541	G407-S108	f75r	BIOLOGICAL	olshedy	OL+SH+E+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	weiter; halten; auf Grad I; abschließen	GRADE:weiter mit halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
202	G407-E1547	G407-S109	f75r	BIOLOGICAL	olshedy	OL+SH+E+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	weiter; halten; auf Grad I; abschließen	GRADE:weiter mit halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
203	G407-E1551	G407-S110	f75r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
204	G407-E1555	G407-S110	f75r	BIOLOGICAL	qolkeeoly	OL+K+EE+OL+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → FORTSETZEN → POSTEN	weiter; geben; auf Grad II; weiter; den Posten	GRADE:weiter mit geben auf Grad II; den Träger weiterführen || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
205	G407-E1586	G407-S118	f75r	BIOLOGICAL	otain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
206	G407-E1589	G407-S118	f75r	BIOLOGICAL	oly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
207	G407-E1632	G407-S119	f75r	BIOLOGICAL	olkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
208	G407-E1633	G407-S119	f75r	BIOLOGICAL	qolkary	OL+K+AR+Y	0	1	1	2	ARGUMENT|RELATION	FORTSETZEN → GEBEN → AUSGANG → POSTEN	weiter; geben; vom Ausgang; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger || RELATION:FORTSETZEN · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
209	G407-E1644	G407-S121	f75r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
210	G407-E1648	G407-S122	f75r	BIOLOGICAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
211	G407-E1651	G407-S122	f75r	BIOLOGICAL	qoly	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
212	G407-E1656	G407-S122	f75r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
213	G407-E1659	G407-S123	f75r	BIOLOGICAL	okaldy	OK+AL+DY	0	0	1	1	RELATION	SETZEN → ZIELORT → ABSCHLIESSEN	setzen; zum Zielort; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
214	G407-E1661	G407-S124	f75r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
215	G407-E1669	G407-S126	f75r	BIOLOGICAL	oldair	OL+D_ADDR+AIR	0	0	1	1	RELATION	FORTSETZEN → HIER → BAHN	weiter; hier; entlang der Bahn	RELATION:FORTSETZEN · BAHN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
216	G407-E1675	G407-S128	f75r	BIOLOGICAL	lolchedy	L+OL+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; weiter; bearbeiten; abschließen	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
217	G407-E1682	G407-S129	f75r	BIOLOGICAL	okeedyqol	OK+EE+DY+OL	1	0	0	1	GRADE	SETZEN → GRAD II → ABSCHLIESSEN → FORTSETZEN	setzen; auf Grad II; abschließen; weiter	GRADE:setzen auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
218	G407-E1684	G407-S129	f75r	BIOLOGICAL	olchey	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
219	G407-E1698	G407-S130	f75r	BIOLOGICAL	kalol	K+AL+OL	0	0	1	1	RELATION	GEBEN → ZIELORT → FORTSETZEN	geben; zum Zielort; weiter	RELATION:ZIELORT · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
220	G407-E1710	G407-S134	f75r	BIOLOGICAL	daldy	AL+DY	0	0	1	1	RELATION	ZIELORT → ABSCHLIESSEN	zum Zielort; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
221	G407-E1711	G407-S135	f75r	BIOLOGICAL	polshy	P+OL+SH+Y	0	1	0	1	ARGUMENT	EINSETZEN → FORTSETZEN → HALTEN → POSTEN	einsetzen; weiter; halten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
222	G407-E1718	G407-S138	f75r	BIOLOGICAL	qotar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
223	G407-E1720	G407-S139	f75r	BIOLOGICAL	ldy	L+DY	0	0	1	1	RELATION	VERBINDUNG → ABSCHLIESSEN	über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
224	G407-E1729	G407-S142	f75r	BIOLOGICAL	ltedy	L+T+E+DY	0	0	1	1	RELATION	VERBINDUNG → EINSTELLEN → GRAD I → ABSCHLIESSEN	über die Verbindung; einstellen; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
225	G407-E1732	G407-S143	f75r	BIOLOGICAL	olkedy	OL+K+E+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD I → ABSCHLIESSEN	weiter; geben; auf Grad I; abschließen	GRADE:weiter mit geben auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
226	G407-E1735	G407-S144	f75r	BIOLOGICAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
227	G407-E1737	G407-S144	f75r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
228	G407-E1740	G407-S144	f75r	BIOLOGICAL	oltedy	OL+T+E+DY	1	0	0	1	GRADE	FORTSETZEN → EINSTELLEN → GRAD I → ABSCHLIESSEN	weiter; einstellen; auf Grad I; abschließen	GRADE:weiter mit einstellen auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
229	G407-E1754	G407-S149	f75r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
230	G407-E1755	G407-S149	f75r	BIOLOGICAL	dardardy	D_ADDR+AR+D_ADDR+AR+DY	0	0	2	2	RELATION	HIER → AUSGANG → HIER → AUSGANG → ABSCHLIESSEN	hier; vom Ausgang; hier; vom Ausgang; abschließen	RELATION:AUSGANG · ABSCHLIESSEN || RELATION:AUSGANG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
231	G407-E1762	G407-S154	f75r	BIOLOGICAL	lol	L+OL	0	0	1	1	RELATION	VERBINDUNG → FORTSETZEN	über die Verbindung; weiter	RELATION:VERBINDUNG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
232	G407-E1768	G407-S159	f75r	BIOLOGICAL	ldy	L+DY	0	0	1	1	RELATION	VERBINDUNG → ABSCHLIESSEN	über die Verbindung; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
233	G407-E1769	G407-S160	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	0	1	0	1	ARGUMENT	POSTEN → HALTEN → GRAD I → ABSCHLIESSEN	den Posten; halten; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
234	G407-E1772	G407-S163	f75r	BIOLOGICAL	olkeedy	OL+K+EE+DY	1	0	0	1	GRADE	FORTSETZEN → GEBEN → GRAD II → ABSCHLIESSEN	weiter; geben; auf Grad II; abschließen	GRADE:weiter mit geben auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
235	G407-E1773	G407-S164	f75r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
236	G407-E1784	G407-S171	f75r	BIOLOGICAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
237	G407-E1792	G407-S176	f75r	BIOLOGICAL	qoteey	OT+EE+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD II → POSTEN	danach; auf Grad II; den Posten	GRADE:danach Träger auf Grad II || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
238	G407-E1793	G407-S176	f75r	BIOLOGICAL	qoteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
239	G407-E1795	G407-S177	f75r	BIOLOGICAL	yshedy	Y+SH+E+DY	0	1	0	1	ARGUMENT	POSTEN → HALTEN → GRAD I → ABSCHLIESSEN	den Posten; halten; auf Grad I; abschließen	ARGUMENT:den Posten führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
240	G407-E1800	G407-S179	f75r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
241	G407-E1806	G407-S182	f75r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
242	G407-E1808	G407-S184	f75r	BIOLOGICAL	otar	OT+AR	0	0	1	1	RELATION	DANACH → AUSGANG	danach; vom Ausgang	RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
243	G407-E1810	G407-S184	f75r	BIOLOGICAL	olaiin	OL+AIIN	0	1	0	1	ARGUMENT	FORTSETZEN → WERT	weiter; den Wert	ARGUMENT:weiter mit dem Wert als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
244	G407-E1818	G407-S186	f75r	BIOLOGICAL	sarol	S+AR+OL	0	0	1	1	RELATION	WÄHLEN → AUSGANG → FORTSETZEN	wählen; vom Ausgang; weiter	RELATION:AUSGANG · FORTSETZEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
245	G407-E1819	G407-S186	f75r	BIOLOGICAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
246	G407-E1820	G407-S186	f75r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
247	G407-E1821	G407-S187	f75r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
248	G407-E1822	G407-S188	f75r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
249	G407-E1826	G407-S190	f75r	BIOLOGICAL	sheol	SH+E+OL	1	0	0	1	GRADE	HALTEN → GRAD I → FORTSETZEN	halten; auf Grad I; weiter	GRADE:halten auf Grad I; den Träger weiterführen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
250	G407-E1832	G407-S192	f75r	BIOLOGICAL	olor	OL+OR	0	1	0	1	ARGUMENT	FORTSETZEN → EINHEIT	weiter; die Einheit	ARGUMENT:weiter mit der Einheit als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
251	G407-E1833	G407-S193	f76r	BIOLOGICAL	potchokor	P+OT+CH+OK+OR	0	1	0	1	ARGUMENT	EINSETZEN → DANACH → NEHMEN → SETZEN → EINHEIT	einsetzen; danach; nehmen; setzen; die Einheit	ARGUMENT:danach die Einheit als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
252	G407-E1846	G407-S194	f76r	BIOLOGICAL	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	0	1	1	2	ARGUMENT|RELATION	DANACH → HIER → HIER → POSTEN → AUSGANG	danach; hier; hier; den Posten; vom Ausgang	ARGUMENT:danach den Posten als nächsten Träger eröffnen || RELATION:DANACH · AUSGANG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
253	G407-E1863	G407-S196	f76r	BIOLOGICAL	qotedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
254	G407-E1864	G407-S197	f76r	BIOLOGICAL	otedy	OT+E+DY	1	0	0	1	GRADE	DANACH → GRAD I → ABSCHLIESSEN	danach; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
255	G407-E1866	G407-S198	f76r	BIOLOGICAL	qoty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
256	G407-E1876	G407-S200	f76r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
257	G407-E1878	G407-S201	f76r	BIOLOGICAL	lkedy	L+K+E+DY	0	0	1	1	RELATION	VERBINDUNG → GEBEN → GRAD I → ABSCHLIESSEN	über die Verbindung; geben; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
258	G407-E1883	G407-S203	f76r	BIOLOGICAL	solchedy	S+OL+CHD+Y	0	1	0	1	ARGUMENT	WÄHLEN → FORTSETZEN → BEARBEITEN → POSTEN	wählen; weiter; bearbeiten; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
259	G407-E1916	G407-S211	f76r	BIOLOGICAL	olkeey	OL+K+EE+Y	1	1	0	2	ARGUMENT|GRADE	FORTSETZEN → GEBEN → GRAD II → POSTEN	weiter; geben; auf Grad II; den Posten	GRADE:weiter mit geben auf Grad II || ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
260	G407-E1919	G407-S211	f76r	BIOLOGICAL	otchy	OT+CH+Y	0	1	0	1	ARGUMENT	DANACH → NEHMEN → POSTEN	danach; nehmen; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
261	G407-E1924	G407-S212	f76r	BIOLOGICAL	qotedshedy	OT+E+D_ADDR+SH+E+DY	2	0	0	2	GRADE	DANACH → GRAD I → HIER → HALTEN → GRAD I → ABSCHLIESSEN	danach; auf Grad I; hier; halten; auf Grad I; abschließen	GRADE:danach Träger auf Grad I; den Schritt abschließen || GRADE:danach halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
262	G407-E1926	G407-S213	f76r	BIOLOGICAL	oteedy	OT+EE+DY	1	0	0	1	GRADE	DANACH → GRAD II → ABSCHLIESSEN	danach; auf Grad II; abschließen	GRADE:danach Träger auf Grad II; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
263	G407-E1935	G407-S214	f76r	BIOLOGICAL	oty	OT+Y	0	1	0	1	ARGUMENT	DANACH → POSTEN	danach; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
264	G407-E1936	G407-S214	f76r	BIOLOGICAL	solshedy	OL+SH+E+DY	1	0	0	1	GRADE	FORTSETZEN → HALTEN → GRAD I → ABSCHLIESSEN	weiter; halten; auf Grad I; abschließen	GRADE:weiter mit halten auf Grad I; den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
265	G407-E1957	G407-S219	f76r	BIOLOGICAL	otey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
266	G407-E1963	G407-S220	f76r	BIOLOGICAL	chorshedy	CH+OR+SH+E+DY	0	1	0	1	ARGUMENT	NEHMEN → EINHEIT → HALTEN → GRAD I → ABSCHLIESSEN	nehmen; die Einheit; halten; auf Grad I; abschließen	ARGUMENT:die Einheit führen und den Schritt abschließen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
267	G407-E1972	G407-S221	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
268	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	0	0	1	1	RELATION	FORTSETZEN → HIER → BAHN	weiter; hier; entlang der Bahn	RELATION:FORTSETZEN · BAHN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
269	G407-E1976	G407-S223	f76r	BIOLOGICAL	qotes	OT+E+S	1	0	0	1	GRADE	DANACH → GRAD I → WÄHLEN	danach; auf Grad I; wählen	GRADE:danach Träger auf Grad I	EXACT_EVENT_AND_ATOM_POSITION_JOIN
270	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	1	1	0	2	ARGUMENT|GRADE	DANACH → GRAD I → POSTEN	danach; auf Grad I; den Posten	GRADE:danach Träger auf Grad I || ARGUMENT:danach den Posten als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
271	G407-E1985	G407-S224	f76r	BIOLOGICAL	qotain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
272	G407-E2000	G407-S228	f76r	BIOLOGICAL	qolchey	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
273	G407-E2007	G407-S230	f76r	BIOLOGICAL	lshedy	L+SH+E+DY	0	0	1	1	RELATION	VERBINDUNG → HALTEN → GRAD I → ABSCHLIESSEN	über die Verbindung; halten; auf Grad I; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
274	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	1	0	1	2	GRADE|RELATION	DANACH → GRAD I → ABSCHLIESSEN → VERBINDUNG	danach; auf Grad I; abschließen; über die Verbindung	GRADE:danach Träger auf Grad I; den Schritt abschließen || RELATION:ABSCHLIESSEN · VERBINDUNG	EXACT_EVENT_AND_ATOM_POSITION_JOIN
275	G407-E2013	G407-S234	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
276	G407-E2015	G407-S235	f76r	BIOLOGICAL	qolchey	OL+Y	0	1	0	1	ARGUMENT	FORTSETZEN → POSTEN	weiter; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
277	G407-E2016	G407-S235	f76r	BIOLOGICAL	qotain	OT+AIN	0	1	0	1	ARGUMENT	DANACH → ANTEIL	danach; den Anteil	ARGUMENT:danach den Anteil als nächsten Träger eröffnen	EXACT_EVENT_AND_ATOM_POSITION_JOIN
278	G407-E2021	G407-S235	f76r	BIOLOGICAL	alchdy	AL+CHD+DY	0	0	1	1	RELATION	ZIELORT → BEARBEITEN → ABSCHLIESSEN	zum Zielort; bearbeiten; abschließen	RELATION:ZIELORT · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
279	G407-E2024	G407-S237	f76r	BIOLOGICAL	lchedy	L+CHD+DY	0	0	1	1	RELATION	VERBINDUNG → BEARBEITEN → ABSCHLIESSEN	über die Verbindung; bearbeiten; abschließen	RELATION:VERBINDUNG · ABSCHLIESSEN	EXACT_EVENT_AND_ATOM_POSITION_JOIN
280	G407-E2026	G407-S238	f76r	BIOLOGICAL	olain	OL+AIN	0	1	0	1	ARGUMENT	FORTSETZEN → ANTEIL	weiter; den Anteil	ARGUMENT:weiter mit dem Anteil als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
281	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	0	1	1	2	ARGUMENT|RELATION	DANACH → ZIELORT → POSTEN	danach; zum Zielort; den Posten	ARGUMENT:danach den Posten als nächsten Träger eröffnen || RELATION:DANACH · ZIELORT	EXACT_EVENT_AND_ATOM_POSITION_JOIN
282	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	1	0	0	1	GRADE	FORTSETZEN → GRAD III → HIER	weiter; auf Grad III; hier	GRADE:weiter mit Träger auf Grad III	EXACT_EVENT_AND_ATOM_POSITION_JOIN
283	G407-E2040	G407-S243	f76r	BIOLOGICAL	olchy	OL+CH+Y	0	1	0	1	ARGUMENT	FORTSETZEN → NEHMEN → POSTEN	weiter; nehmen; den Posten	ARGUMENT:weiter mit dem Posten als aktuellem Träger	EXACT_EVENT_AND_ATOM_POSITION_JOIN
