locus	page	physical_folio	group_index	token	family_surface	record_state	source_family_roles	residual_host_roles	union_roles	source_family_features	residual_host_features	claim_state
f114v.22	f114v	f114	8	ykedckhy	AQJBUA	ED_MEDIUM	FIGURE|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	WATER_OR_APPARATUS	FIGURE|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB|F3:QJB|F3:UA$	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.23	f114v	f114	1	pshedy	PLJBA	DY_RESOLUTION	WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP|REL_EXPLICIT_ATTACHMENT	REL_ARRAY_OR_GROUP|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB	H2:sh|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.23	f114v	f114	4	qotchedy	DAQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.23	f114v	f114	5	qotchdar	DAQKBAC	AR_REFERENCE	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.23	f114v	f114	8	otoydy	AQAABA	DY_RESOLUTION	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.24	f114v	f114	5	sheoeed	LJAKB	ED_MEDIUM	REL_PROXIMITY	WATER_OR_APPARATUS	REL_PROXIMITY|WATER_OR_APPARATUS	F2:KB	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.24	f114v	f114	6	qodeedy	DABKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.24	f114v	f114	7	yteedy	AQKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.24	f114v	f114	8	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.25	f114v	f114	2	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.25	f114v	f114	3	otchedy	AQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.25	f114v	f114	5	alkain	ABQAF	AL_STATE	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY	F2:BQ|F3:ABQ	H2:lk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.28	f114v	f114	1	tchedy	QKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.28	f114v	f114	3	qotched	DAQKJB	ED_MEDIUM	STAR_OR_SKY|WATER_OR_APPARATUS	WATER_OR_APPARATUS	STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.28	f114v	f114	6	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.29	f114v	f114	1	pchdair	PKBAF	OTHER	REL_PROXIMITY	REL_ENCLOSURE	REL_ENCLOSURE|REL_PROXIMITY	F2:KB|F3:KBA	H3:air|H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.29	f114v	f114	4	otcheed	AQKKB	ED_MEDIUM	REL_PROXIMITY	WATER_OR_APPARATUS	REL_PROXIMITY|WATER_OR_APPARATUS	F2:KB	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.29	f114v	f114	5	chedy	KJBA	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS		STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.31	f114v	f114	4	lkchedy	BQKJBA	DY_RESOLUTION	FIGURE|REL_PROXIMITY|STAR_OR_SKY|WATER_OR_APPARATUS	FIGURE|REL_EXPLICIT_ATTACHMENT|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_EXPLICIT_ATTACHMENT|REL_PROXIMITY|STAR_OR_SKY|WATER_OR_APPARATUS	F2:BQ|F2:JB|F3:BQK|F3:KJB	H2:^l|H2:lk|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.31	f114v	f114	9	qotar	DAQAC	OT_AR_LOCAL		REL_ENCLOSURE	REL_ENCLOSURE		H3:tar	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.33	f114v	f114	1	kaiin	QAG	OTHER	PLANT		PLANT	F3:^QA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.33	f114v	f114	3	oaiin	AAG	OTHER	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	1	olkeechy	ABQKKA	OL_STATE	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_EXPLICIT_ATTACHMENT|REL_PROXIMITY	FIGURE|REL_EXPLICIT_ATTACHMENT|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ|F3:ABQ|F3:BQK	H2:ec|H2:lk|H3:olk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	3	oaiin	AAG	OTHER	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	4	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	5	chocthey	KAUJA	CARRIER_STATE		STAR_OR_SKY	STAR_OR_SKY		H3:oct	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	6	qotedal	DAQJBAB	AL_STATE	FIGURE|WATER_OR_APPARATUS	WATER_OR_APPARATUS	FIGURE|WATER_OR_APPARATUS	F2:JB|F3:QJB	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	7	octhy	AUA	OTHER	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:oct|H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.34	f114v	f114	10	air	AF	OTHER		REL_ENCLOSURE	REL_ENCLOSURE		H3:air	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.35	f114v	f114	1	yshey	ALJA	OTHER		REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP		H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.35	f114v	f114	2	kair	QAF	OTHER	PLANT	REL_ENCLOSURE	PLANT|REL_ENCLOSURE	F3:^QA	H3:air	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.35	f114v	f114	5	chckhy	KUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.35	f114v	f114	6	chodaiin	KABAG	CARRIER_STATE		REL_ENCLOSURE	REL_ENCLOSURE		H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.35	f114v	f114	7	olkaim	ABQAEB	OL_STATE	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY	F2:BQ|F3:ABQ	H2:lk|H3:olk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.37	f114v	f114	3	cheodaiiin	KJABAH	CARRIER_STATE		REL_ENCLOSURE	REL_ENCLOSURE		H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.38	f114v	f114	2	okedaiin	AQJBAG	ED_MEDIUM	FIGURE|WATER_OR_APPARATUS	REL_ENCLOSURE|WATER_OR_APPARATUS	FIGURE|REL_ENCLOSURE|WATER_OR_APPARATUS	F2:JB|F3:QJB	H2:ed|H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.38	f114v	f114	7	okal	AQAB	AL_STATE		FIGURE|REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS	FIGURE|REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS		H3:kal|HOST_EXACT:okal	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.5	f114v	f114	1	chedy	KJBA	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS		STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.5	f114v	f114	2	qokeedy	DAQKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.5	f114v	f114	3	okaly	AQABA	AL_STATE		FIGURE|REL_ARRAY_OR_GROUP	FIGURE|REL_ARRAY_OR_GROUP		H3:kal	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.5	f114v	f114	4	cheedain	KKBAF	ED_MEDIUM	REL_PROXIMITY	REL_ENCLOSURE|WATER_OR_APPARATUS	REL_ENCLOSURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:KB|F3:KBA	H2:ed|H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.5	f114v	f114	5	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	1	tedcheo	QJBKJA	ED_MEDIUM	FIGURE|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	WATER_OR_APPARATUS	FIGURE|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB|F3:BKJ|F3:QJB	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	3	cthedy	UJBA	DY_RESOLUTION	WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	4	qotchedy	DAQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	6	opchedy	APKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	7	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	9	chedar	KJBAC	AR_REFERENCE	STAR_OR_SKY|WATER_OR_APPARATUS		STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.6	f114v	f114	10	dairy	BAFA	ENTRY_STATE		REL_ENCLOSURE	REL_ENCLOSURE		H3:air	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	1	pchedchdy	PKJBKBA	DY_RESOLUTION	REL_PROXIMITY|STAR_OR_SKY|WATER_OR_APPARATUS	REL_PROXIMITY|WATER_OR_APPARATUS	REL_PROXIMITY|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F2:KB|F3:KBA|F3:KJB	H2:ed|H2:h$|H3:ch$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	2	qoteedy	DAQKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	3	qokedain	DAQJBAF	ED_MEDIUM	FIGURE|WATER_OR_APPARATUS	REL_ENCLOSURE|WATER_OR_APPARATUS	FIGURE|REL_ENCLOSURE|WATER_OR_APPARATUS	F2:JB|F3:QJB	H2:ed|H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	4	chdaiin	KBAG	CARRIER_STATE	REL_PROXIMITY	REL_ENCLOSURE	REL_ENCLOSURE|REL_PROXIMITY	F2:KB|F3:KBA	H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	5	qokedy	DAQJBA	DY_RESOLUTION	FIGURE|WATER_OR_APPARATUS		FIGURE|WATER_OR_APPARATUS	F2:JB|F3:QJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	6	chedain	KJBAF	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS	REL_ENCLOSURE	REL_ENCLOSURE|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.8	f114v	f114	7	qoeedy	DAKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	3	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	4	olkeey	ABQKA	OL_STATE	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ|F3:ABQ|F3:BQK	H2:lk|H3:olk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	6	qotcheedy	DAQKKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	7	qockhed	DAUJB	ED_MEDIUM	WATER_OR_APPARATUS	WATER_OR_APPARATUS	WATER_OR_APPARATUS	F2:JB	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	8	skaiin	CQAG	ENTRY_STATE	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:CQ		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	9	sheedy	LKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f114v.9	f114v	f114	11	chedy	KJBA	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS		STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	1	tchedy	QKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	2	kechedy	QJKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H2:ec|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	4	keedy	QKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	6	chedaiin	KJBAG	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS	REL_ENCLOSURE	REL_ENCLOSURE|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	7	dair	BAF	ENTRY_STATE		REL_ENCLOSURE	REL_ENCLOSURE		H3:air	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	8	qotchedy	DAQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.10	f115r	f115	9	qotcheedy	DAQKKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.13	f115r	f115	1	tchedy	QKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.13	f115r	f115	2	qoolkeedy	DAABQKBA	DY_RESOLUTION	FIGURE|REL_PROXIMITY|STAR_OR_SKY|WATER_OR_APPARATUS	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY|STAR_OR_SKY|WATER_OR_APPARATUS	F2:AA|F2:BQ|F2:KB|F3:ABQ|F3:BQK|F3:KBA|F3:QKB	H2:lk|H3:olk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.13	f115r	f115	3	qokchedy	DAQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.13	f115r	f115	4	qotchd	DAQKB	Q_OUTER_STATE	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.13	f115r	f115	5	lpchedy	BPKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H2:^l|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.13	f115r	f115	7	lar	BAC	AR_REFERENCE		WATER_OR_APPARATUS	WATER_OR_APPARATUS		H2:^l	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	1	dshedy	BLJBA	DY_RESOLUTION	WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP|REL_EXPLICIT_ATTACHMENT	REL_ARRAY_OR_GROUP|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB	H2:sh|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	2	qotshedy	DAQLJBA	DY_RESOLUTION	REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP|REL_EXPLICIT_ATTACHMENT	REL_ARRAY_OR_GROUP|REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB|F2:QL	H2:sh|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	4	oltedy	ABQJBA	DY_RESOLUTION	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS		FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ|F2:JB|F3:ABQ|F3:QJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	7	cheocthy	KJAUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:oct|H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	8	chdy	KBA	CARRIER_STATE	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	10	otchdy	AQKBA	DY_RESOLUTION	REL_PROXIMITY	REL_PROXIMITY	REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB	H2:h$|H3:ch$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.16	f115r	f115	11	qotolchd	DAQABKB	OT_OL_LOCAL	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|REL_PROXIMITY	F2:KB	H3:olc	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.17	f115r	f115	4	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.17	f115r	f115	5	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.17	f115r	f115	6	cheocthy	KJAUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:oct|H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.17	f115r	f115	7	dolkeedy	BABQKBA	DY_RESOLUTION	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ|F2:KB|F3:ABQ|F3:BQK|F3:KBA|F3:QKB	H2:lk|H3:olk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.17	f115r	f115	10	oteeedchey	AQMBKJA	ED_MEDIUM	REL_EXPLICIT_ATTACHMENT	WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F3:BKJ	H2:ed	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.17	f115r	f115	11	okeedain	AQKBAF	ED_MEDIUM	REL_PROXIMITY	REL_ENCLOSURE|WATER_OR_APPARATUS	REL_ENCLOSURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:KB|F3:KBA|F3:QKB	H2:ed|H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.19	f115r	f115	1	pcheodain	PKJABAF	OTHER		REL_ENCLOSURE	REL_ENCLOSURE		H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.19	f115r	f115	3	qotchedy	DAQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.19	f115r	f115	4	darailchedy	BACAEBKJBA	DY_RESOLUTION	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:BKJ|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.19	f115r	f115	5	polchedy	PABKJBA	DY_RESOLUTION	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:BKJ|F3:KJB	H3:he$|H3:olc	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f115r.19	f115r	f115	8	qotchedy	DAQKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
