page	physical_folio	currier	hand	illustration_profile	catalogue_prose_lines	paragraph_starts	catalogue_label_presence	formal_lines	formal_groups	DAISY_CUP	BROAD_CALYX	GRASS	ROOT_PLATFORM	LEAVES_ONE_SIDE	FUSED_PARALLEL_LEAVES	BULB_OR_TUBER_ROOT	LARGE_OR_EXTENSIVE_ROOT	MULTIPLE_PLANTS	BLUE_FLOWERS_OR_BUDS	FINGERED_OR_FRILLED_LEAVES	MULTIPLE_STEMS_OR_STALKS	illustrations_sha256	source_url	provenance	semantic_role
f53v	f53	A	1	ALPHA	13	1	0	7	30	0	0	0	0	0	0	0	0	0	1	0	0	1c77886e662ca65066a5c1bd5b0ec9064cd64b5dbead08755927bb54fb22f07d	https://www.voynich.nu/q07/index.html#f53v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f54r	f54	A	1	ALPHA	12	2	0	5	32	0	0	0	0	0	0	0	0	0	0	0	0	78c056b345fd8b9c11c82193d242f27e25977c0d39df2acbaa836d7609b9444e	https://www.voynich.nu/q07/index.html#f54r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f54v	f54	A	1	ALPHA	16	1	0	6	26	0	0	0	0	0	0	1	0	0	1	0	0	e657b7a83035823eaa3449381e5081e2ae1e8dcca4c82d016818c437a78091ef	https://www.voynich.nu/q07/index.html#f54v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f55r	f55	B	2	BETA	13	2	0	7	54	0	0	1	1	1	1	0	0	0	1	0	1	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f55v	f55	B	2	ALPHA	12	2	0	5	39	0	0	0	0	0	0	0	0	0	0	0	0	46d6033cefe459ef0898985a3461b58506f74a1c8e6e23137d8b7b8772d4d147	https://www.voynich.nu/q07/index.html#f55v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f56r	f56	A	1	ALPHA	19	2	0	11	38	0	0	0	0	0	0	0	0	0	1	0	0	006467bbfe8318b3f78a8feebcc37425eb585699b793edccfc4be8bf9e488e20	https://www.voynich.nu/q07/index.html#f56r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f56v	f56	A	1	ALPHA	16	2	0	11	48	0	0	0	0	0	0	0	0	0	0	0	0	c27641cb22bd84a1ad8d138fccf95cbcd09469927fe7b4a1006e1d9135ae3df4	https://www.voynich.nu/q07/index.html#f56v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f57r	f57	B	5	UNCLASSIFIED	11	2	0	1	7	0	0	0	0	0	0	1	0	0	1	1	1	5ebd70da463f2098a15d228ae02ba48ce8788083d981128ad1b39f9b37de01c0	https://www.voynich.nu/q08/index.html#f57r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f5r	f5	A	1	ALPHA	7	2	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	1e6851d6f403e2bc757d1c01d15c5fcfc022bf4710d8ba3eac41f3832e4bc45f	https://www.voynich.nu/q01/index.html#f5r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f5v	f5	A	1	ALPHA	6	1	0	4	26	0	0	0	0	0	0	0	0	0	0	0	0	b0c500640cecf3169e8e6d59ced839aa79eaeddb514cf3ee29f71a9be2029468	https://www.voynich.nu/q01/index.html#f5v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f66v	f66	B	5	UNCLASSIFIED	13	3	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	7447e696a5c75ff369e36461e922db5b0df4122d15fec9fce48807621c43e014	https://www.voynich.nu/q08/index.html#f66v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f6r	f6	A	1	ALPHA	14	1	0	9	43	0	0	0	0	0	0	0	0	0	0	0	0	e9f67dd003d19a02671163d0ed37e89a4adb30443255ef575ffb056a972987ba	https://www.voynich.nu/q01/index.html#f6r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f6v	f6	A	1	ALPHA	21	2	0	10	37	0	0	0	0	0	0	0	0	0	0	0	0	e95e91475dc72d28aa2399e551d28ddf33decfc76407568c99dc17fc381632ef	https://www.voynich.nu/q01/index.html#f6v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f7r	f7	A	1	ALPHA	10	2	0	8	39	0	0	0	0	0	0	0	0	0	0	0	0	8034eba05d5aee78ffb0cbe8faccb5baab66db7d064a74e8c4dcf1dee17d5894	https://www.voynich.nu/q01/index.html#f7r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f7v	f7	A	1	ALPHA	9	2	0	6	37	0	0	0	0	0	0	0	0	0	0	0	0	a1ec5d4c71936c60cea4736a3c0b0281ae7d49ece7b100eff8984fb7c926226e	https://www.voynich.nu/q01/index.html#f7v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f87r	f87	A	1	ALPHA	16	2	0	11	56	0	0	0	0	0	0	0	0	0	1	0	0	80610c9ab6eee9ab7716ddc2f17cfec205c2590cc2b4c7b39cc018777e6350e5	https://www.voynich.nu/q15/index.html#f87r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f87v	f87	A	1	ALPHA	16	2	0	9	34	0	0	0	0	0	0	0	0	0	0	0	0	2c1f890bc19766212ed9344f7c567e7c308c6158f70f2aa89d0ef79ccd662055	https://www.voynich.nu/q15/index.html#f87v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f8r	f8	A	1	ALPHA	21	3	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	1a8462aa8f7a5b7b1dd0a4f63917bec2e1028f146bce6394121c7f86c028b362	https://www.voynich.nu/q01/index.html#f8r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f8v	f8	A	1	ALPHA	17	2	0	14	78	0	0	0	0	0	0	0	0	0	1	0	0	3c90619383d840a7718d30670fc5aba03f3869e102a9d635bcef43f59842b21f	https://www.voynich.nu/q01/index.html#f8v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f90r1	f90	A	1	ALPHA	9	1	0	4	28	0	0	0	0	0	0	1	1	0	0	0	0	d011511b5b27fc89a2b4b9ee8dd3db0a3ac221b9a2284f9df7d3e9f3fd94ada0	https://www.voynich.nu/q15/index.html#f90r1	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f90r2	f90	A	1	ALPHA	6	1	0	4	25	0	0	0	0	0	0	1	0	0	0	0	0	067c9d1bc53b19ce2b051b705dad7e554b389e74bb948f01ee2fd8d59ffe3fc4	https://www.voynich.nu/q15/index.html#f90r2	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f90v1	f90	A	1	ALPHA	11	2	0	3	12	0	0	0	0	0	0	0	0	0	1	0	0	4a3b504bf0bd31c209a4a29ca9345c2d536c4e40c84f7dbb339b278d4e910ccc	https://www.voynich.nu/q15/index.html#f90v1	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f90v2	f90	A	1	ALPHA	8	2	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	f5f1d34245d887f944eb29ffef5cb431ec21809bf47942206a66a1d1fa7a8ade	https://www.voynich.nu/q15/index.html#f90v2	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f93r	f93	A	1	UNCLASSIFIED	32	1	0	29	115	0	0	0	0	0	0	0	0	0	0	0	0	14c012c2a9fdc057299010f04e794817212cfec067736db722e146a1f8c1d817	https://www.voynich.nu/q17/index.html#f93r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f93v	f93	A	1	ALPHA	10	1	0	4	31	0	0	0	0	0	0	1	0	0	0	0	0	cad77dedca82511b1f39b82e7ea7a55c5b7a987e822b8702285f772a2984b3b2	https://www.voynich.nu/q17/index.html#f93v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f94r	f94	B	3	BETA	9	1	0	4	20	0	0	0	0	0	1	0	0	0	1	0	1	5a5dc783b0045221be69637f4a2e049f8979b6f1cd5ef1ef805c1b84b1232d6d	https://www.voynich.nu/q17/index.html#f94r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f94v	f94	B	3	BETA	12	3	0	10	66	0	0	1	0	0	0	1	0	0	1	0	0	38f70c4d10e6a2b73989d27fec233670ce23cb28df94983c6669fe2ebb42c33e	https://www.voynich.nu/q17/index.html#f94v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f95r1	f95	B	3	UNCLASSIFIED	11	2	0	7	68	0	0	0	0	0	0	0	0	0	1	0	1	94225167903851010dc5435200f66b2c588e9e65d08aacfa10b20f563a25b982	https://www.voynich.nu/q17/index.html#f95r1	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f95r2	f95	B	3	BETA	9	2	0	8	60	0	0	0	1	0	1	0	0	1	0	0	0	4438e409ac94a8e0d1e67c75bc7064219dab6151a46fb35a5232a0abb028a957	https://www.voynich.nu/q17/index.html#f95r2	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f95v1	f95	B	3	UNCLASSIFIED	13	4	0	8	53	0	0	0	0	0	0	1	0	0	1	0	1	e15ee4074c37ff7844ed137f88c2b38ff73068f7b30a77fcfe5fe94680b2de02	https://www.voynich.nu/q17/index.html#f95v1	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f95v2	f95	B	3	BETA	7	1	0	4	26	0	0	1	0	0	0	0	0	0	0	0	1	9958dc0597abddcf897c38dcd5fbe23805e9b046210b97583b880e5e93b590a5	https://www.voynich.nu/q17/index.html#f95v2	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f96r	f96	A	1	ALPHA	13	1	0	8	55	0	0	0	0	0	0	1	0	0	0	0	0	97c2e89e9ee90741b837c35ebf7c2655fa1c1e3b4fbc622e42be0235cbe9b5bb	https://www.voynich.nu/q17/index.html#f96r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f96v	f96	A	1	ALPHA	13	1	0	7	26	0	0	0	0	0	0	1	0	0	0	0	0	6487573e52b20aaebdab3eb62fd4fe7e5bc59a209cb9e2837269c57628a3cac6	https://www.voynich.nu/q17/index.html#f96v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f9r	f9	A	1	ALPHA	10	2	0	5	38	0	0	0	0	0	0	0	0	0	0	0	0	944f8b89352673b954e45c99f6f6faa175ef1c201c3846e747b6cb5999cb28d1	https://www.voynich.nu/q02/index.html#f9r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f9v	f9	A	1	ALPHA	12	2	0	8	50	0	0	0	0	0	0	0	0	0	0	0	0	246dc3a8b30e956778ad3bc6e78dfeda8848321ba63e0fe6efdd25f1080fa3bd	https://www.voynich.nu/q02/index.html#f9v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
