candidate	candidate_type	external_axis	loci	feature_loci	feature_positive	feature_negative	axis_positive_without_feature	physical_folios	pooled_risk_difference	informative_strata	eligible_feature_loci	conditional_effect	conditional_z	local_two_sided_p	unhedged_loci	unhedged_conditional_effect	unhedged_local_p	lofo_min_effect	lofo_max_effect	lofo_sign_stable	global_exact_host_wrapper_types	label	bonferroni_all_p
SUFFIX_2:la	SUFFIX_2	REL_PROXIMITY	560	6	3	3	272	5	0.00902527075812	2	2	0.345833333333	1.27002803163	0.204074645246	316	0.348214285714	0.204079380552	0.0666666666667	0.625	1	0	NO_SIGNAL	1
SUFFIX_3:ala	SUFFIX_3	REL_PROXIMITY	560	5	3	2	272	5	0.10990990991	2	2	0.345833333333	1.27002803163	0.204074645246	316	0.348214285714	0.204079380552	0.0666666666667	0.625	1	0	NO_SIGNAL	1
NGRAM_2:ta	NGRAM_2	REL_PROXIMITY	560	26	9	17	266	12	-0.15197349467	2	3	-0.222222222222	-1.27000127	0.204084177766	316	-0.202380952381	0.275470716993	-0.8	0.0666666666667	0	0	UNSTABLE	1
NGRAM_3:ota	NGRAM_3	REL_PROXIMITY	560	23	8	15	267	11	-0.149380616954	2	3	-0.222222222222	-1.27000127	0.204084177766	316	-0.202380952381	0.275470716993	-0.8	0.0666666666667	0	0	UNSTABLE	1
PREFIX_3:ota	PREFIX_3	REL_PROXIMITY	560	23	8	15	267	11	-0.149380616954	2	3	-0.222222222222	-1.27000127	0.204084177766	316	-0.202380952381	0.275470716993	-0.8	0.0666666666667	0	0	UNSTABLE	1
NGRAM_3:cho	NGRAM_3	REL_ENCLOSURE	560	23	4	19	58	9	0.0659055946887	3	7	0.189598108747	1.26638183466	0.20537641125	316	0.31	0.114200625276	-0.103703703704	0.409574468085	0	0	UNSTABLE	1
NGRAM_2:lc	NGRAM_2	REL_PROXIMITY	560	12	8	4	267	7	0.179440389294	1	4	0.303191489362	1.26151734663	0.207122514214	316	0.216666666667	0.43866136779	0	0.303191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:lch	NGRAM_3	REL_PROXIMITY	560	12	8	4	267	7	0.179440389294	1	4	0.303191489362	1.26151734663	0.207122514214	316	0.216666666667	0.43866136779	0	0.303191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:or	NGRAM_2	REL_ARRAY_OR_GROUP	560	53	9	44	46	15	0.0790815377172	2	2	0.4375	1.25723711419	0.208667787698	316	0.285714285714	0.527089256866	0.375	0.5	1	0	NO_SIGNAL	1
NGRAM_2:ro	NGRAM_2	REL_ARRAY_OR_GROUP	560	23	4	19	51	10	0.0789409764392	2	2	0.4375	1.25723711419	0.208667787698	316	0.285714285714	0.527089256866	0.375	0.5	1	0	NO_SIGNAL	1
NGRAM_3:oro	NGRAM_3	REL_ARRAY_OR_GROUP	560	7	2	5	53	6	0.189873417722	2	2	0.4375	1.25723711419	0.208667787698	316	0.285714285714	0.527089256866	0.375	0.5	1	0	NO_SIGNAL	1
NGRAM_2:da	NGRAM_2	REL_PROXIMITY	560	14	8	6	267	11	0.0824175824176	3	3	-0.329491725768	-1.2549250228	0.209505979293	316	-0.246323529412	0.396910615877	-0.446808510638	-0.270833333333	1	0	NO_SIGNAL	1
SUFFIX_2:od	SUFFIX_2	REL_PROXIMITY	560	17	9	8	266	7	0.0395406781497	3	4	0.307845744681	1.25159046705	0.210719130026	316	0.525	0.0637759163919	0.0531914893617	0.5625	1	0	NO_SIGNAL	1
NGRAM_2:ar	NGRAM_2	STAR_OR_SKY	560	79	31	48	269	18	-0.16684649596	4	6	-0.175	-1.24734135139	0.212272361249	316	-0.172222222222	0.235035689308	-0.26	0.0416666666667	0	0	UNSTABLE	1
NGRAM_2:ke	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	65	2	63	100	13	-0.171250971251	7	12	-0.120946321791	-1.2421885373	0.21416700791	316	-0.366666666667	0.0624727681964	-0.232890070922	-0.0621568627451	1	0	NO_SIGNAL	1
NGRAM_2:al	NGRAM_2	REL_ARRAY_OR_GROUP	560	80	5	75	50	18	-0.0416666666667	1	8	-0.105263157895	-1.24101045599	0.214601886292	316	0	1	-0.105263157895	0	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:ain	NGRAM_3	REL_ENCLOSURE	560	6	1	5	61	3	0.0565583634176	2	3	0.217864923747	1.2380637956	0.215692406845	316	0	1	-0.235294117647	0.444444444444	0	0	UNSTABLE	1
PREFIX_3:ain	PREFIX_3	REL_ENCLOSURE	560	5	1	4	61	3	0.0900900900901	2	3	0.217864923747	1.2380637956	0.215692406845	316	0	1	-0.235294117647	0.444444444444	0	0	UNSTABLE	1
NGRAM_3:dor	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	5	2	3	100	5	0.21981981982	3	3	0.3	1.23109403199	0.218287697383	316	0.583333333333	0.0895550744136	0.116666666667	0.5	1	0	NO_SIGNAL	1
NGRAM_3:lsy	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	5	0	5	102	5	-0.183783783784	3	3	-0.3	-1.23109403199	0.218287697383	316	0	1	-0.416666666667	-0.2	1	0	NO_SIGNAL	1
SUFFIX_3:lsy	SUFFIX_3	REL_EXPLICIT_ATTACHMENT	560	5	0	5	102	5	-0.183783783784	3	3	-0.3	-1.23109403199	0.218287697383	316	0	1	-0.416666666667	-0.2	1	0	NO_SIGNAL	1
NGRAM_2:ok	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	129	18	111	84	18	-0.0553607079264	15	41	-0.0623945582384	-1.22817246212	0.21938223386	316	-0.072619047619	0.447759755734	-0.0927623990773	-0.0410046549415	1	0	NO_SIGNAL	1
NGRAM_2:ot	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	83	16	67	86	17	0.0124775832891	13	32	0.0707309918648	1.22302324779	0.221320915737	316	0.0891774891775	0.418234191607	0.00560556464812	0.146705882353	1	0	NO_SIGNAL	1
PREFIX_2:ot	PREFIX_2	REL_EXPLICIT_ATTACHMENT	560	82	16	66	86	17	0.0152056332279	13	32	0.0707309918648	1.22302324779	0.221320915737	316	0.0891774891775	0.418234191607	0.00560556464812	0.146705882353	1	0	NO_SIGNAL	1
NGRAM_2:hd	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	6	2	4	100	6	0.152827918171	2	2	0.326470588235	1.22214385086	0.22165323288	316	0	1	-0.2	0.852941176471	0	0	UNSTABLE	1
NGRAM_3:chd	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	6	2	4	100	6	0.152827918171	2	2	0.326470588235	1.22214385086	0.22165323288	316	0	1	-0.2	0.852941176471	0	0	UNSTABLE	1
LENGTH_BUCKET:3	LENGTH_BUCKET	STAR_OR_SKY	560	118	70	48	230	18	0.0728583480328	2	3	-0.237037037037	-1.22176567731	0.221796251543	316	-0.203703703704	0.300765613612	-0.237037037037	0	1	0	NO_SIGNAL	1
PREFIX_1:c	PREFIX_1	REL_EXPLICIT_ATTACHMENT	560	25	7	18	95	12	0.102429906542	6	13	-0.105644074324	-1.22151766153	0.22189008269	316	-0.17	0.23841572105	-0.161519607843	-0.0936144138506	1	0	NO_SIGNAL	1
PREFIX_3:che	PREFIX_3	REL_ENCLOSURE	560	7	2	5	60	3	0.177215189873	1	3	0.326241134752	1.21929542336	0.222732085065	316	0	1	0	0.326241134752	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:kee	NGRAM_3	REL_PROXIMITY	560	25	10	15	265	11	-0.0953271028037	3	4	0.251595744681	1.21621750658	0.223902076505	316	0.263445378151	0.192026262442	-0.05	0.391016548463	0	0	UNSTABLE	1
PREFIX_2:ko	PREFIX_2	REL_EXPLICIT_ATTACHMENT	560	8	2	6	100	5	0.0688405797101	3	3	0.322222222222	1.21574324364	0.224082745466	316	0.0833333333333	0.808365155915	0.0833333333333	0.733333333333	1	0	NO_SIGNAL	1
NGRAM_2:op	NGRAM_2	REL_ARRAY_OR_GROUP	560	23	3	20	52	13	0.0336005181767	2	2	0.322368421053	1.21479306389	0.224445026952	316	0	1	-0.105263157895	0.75	0	0	UNSTABLE	1
PREFIX_2:op	PREFIX_2	REL_ARRAY_OR_GROUP	560	22	3	19	52	13	0.0397093612707	2	2	0.322368421053	1.21479306389	0.224445026952	316	0	1	-0.105263157895	0.75	0	0	UNSTABLE	1
GROUP_COUNT:1	GROUP_COUNT	REL_PROXIMITY	560	481	238	243	37	20	0.0264480644227	4	54	-0.0311597058051	-1.21462595595	0.224508784592	316	-0.0504201680672	0.0957629210792	-0.0420466058764	0.00694444444444	0	0	UNSTABLE	1
NGRAM_2:hd	NGRAM_2	WATER_OR_APPARATUS	560	6	0	6	47	6	-0.0848375451264	2	2	-0.416666666667	-1.21267812518	0.225252906361	316	-0.5	0.317310507863	-0.5	-0.333333333333	1	0	NO_SIGNAL	1
NGRAM_2:rc	NGRAM_2	WATER_OR_APPARATUS	560	6	0	6	47	6	-0.0848375451264	2	2	-0.416666666667	-1.21267812518	0.225252906361	316	0	1	-0.5	-0.333333333333	1	0	NO_SIGNAL	1
NGRAM_3:chd	NGRAM_3	WATER_OR_APPARATUS	560	6	0	6	47	6	-0.0848375451264	2	2	-0.416666666667	-1.21267812518	0.225252906361	316	-0.5	0.317310507863	-0.5	-0.333333333333	1	0	NO_SIGNAL	1
NGRAM_3:rch	NGRAM_3	WATER_OR_APPARATUS	560	5	0	5	47	5	-0.0846846846847	2	2	-0.416666666667	-1.21267812518	0.225252906361	316	0	1	-0.5	-0.333333333333	1	0	NO_SIGNAL	1
PREFIX_1:a	PREFIX_1	WATER_OR_APPARATUS	560	96	7	89	40	17	-0.0132902298851	2	2	-0.416666666667	-1.21267812518	0.225252906361	316	0	1	-0.5	-0.333333333333	1	0	NO_SIGNAL	1
PREFIX_2:ar	PREFIX_2	WATER_OR_APPARATUS	560	47	4	43	43	15	0.00128572021069	2	2	-0.416666666667	-1.21267812518	0.225252906361	316	0	1	-0.5	-0.333333333333	1	0	NO_SIGNAL	1
SUFFIX_2:os	SUFFIX_2	REL_PROXIMITY	560	16	7	9	268	9	-0.0551470588235	2	4	-0.23670212766	-1.20750507164	0.22723769309	316	-0.200735294118	0.265498756685	-0.446808510638	-0.166666666667	1	0	NO_SIGNAL	1
SUFFIX_3:iin	SUFFIX_3	REL_ENCLOSURE	560	11	0	11	62	3	-0.112932604736	3	9	-0.107178726495	-1.20376754302	0.228679437902	316	-0.3	0.512690760262	-0.287859824781	-0.078022875817	1	0	NO_SIGNAL	1
PREFIX_2:ch	PREFIX_2	REL_ENCLOSURE	560	18	3	15	59	10	0.0578105781058	2	6	0.207052797478	1.19679213961	0.231387582783	316	0.2	0.531786062941	-0.0555555555556	0.259574468085	0	0	UNSTABLE	1
NGRAM_2:ky	NGRAM_2	REL_PROXIMITY	560	22	13	9	262	11	0.103920243325	3	4	0.220833333333	1.18779157249	0.234915535457	316	0.223214285714	0.232796967157	0.127777777778	0.375	1	0	NO_SIGNAL	1
NGRAM_2:es	NGRAM_2	REL_ENCLOSURE	560	11	1	10	61	6	-0.020202020202	4	9	-0.160036906804	-1.18644789246	0.235445467866	316	0.7	0.126630457948	-0.262488328665	-0.0561018733735	1	0	NO_SIGNAL	1
NGRAM_3:oct	NGRAM_3	REL_ENCLOSURE	560	9	0	9	62	5	-0.112522686025	3	4	-0.242925184258	-1.18560983904	0.235776414877	316	-0.3	0.348284066145	-0.305381727159	-0.145424836601	1	0	NO_SIGNAL	1
NGRAM_2:ck	NGRAM_2	REL_PROXIMITY	560	6	2	4	273	6	-0.15944645006	2	2	-0.410904255319	-1.18427318406	0.236304940334	316	-0.4125	0.234649879152	-0.446808510638	-0.375	1	0	NO_SIGNAL	1
NGRAM_2:kh	NGRAM_2	REL_PROXIMITY	560	6	2	4	273	6	-0.15944645006	2	2	-0.410904255319	-1.18427318406	0.236304940334	316	-0.4125	0.234649879152	-0.446808510638	-0.375	1	0	NO_SIGNAL	1
NGRAM_3:ckh	NGRAM_3	REL_PROXIMITY	560	6	2	4	273	6	-0.15944645006	2	2	-0.410904255319	-1.18427318406	0.236304940334	316	-0.4125	0.234649879152	-0.446808510638	-0.375	1	0	NO_SIGNAL	1
NGRAM_3:dar	NGRAM_3	REL_PROXIMITY	560	5	3	2	272	4	0.10990990991	2	2	-0.410904255319	-1.18427318406	0.236304940334	316	-0.375	0.438578026081	-0.446808510638	-0.375	1	0	NO_SIGNAL	1
NGRAM_3:ock	NGRAM_3	REL_PROXIMITY	560	5	2	3	273	5	-0.0918918918919	2	2	-0.410904255319	-1.18427318406	0.236304940334	316	-0.4125	0.234649879152	-0.446808510638	-0.375	1	0	NO_SIGNAL	1
PREFIX_3:och	PREFIX_3	REL_PROXIMITY	560	5	2	3	273	4	-0.0918918918919	2	2	-0.410904255319	-1.18427318406	0.236304940334	316	-0.4125	0.234649879152	-0.446808510638	-0.375	1	0	NO_SIGNAL	1
NGRAM_3:thy	NGRAM_3	REL_PROXIMITY	560	6	4	2	271	4	0.177496991576	2	4	0.289893617021	1.18393451687	0.236438985335	316	0.2625	0.279940368013	0.219858156028	0.5	1	0	NO_SIGNAL	1
NGRAM_2:ho	NGRAM_2	REL_ENCLOSURE	560	36	6	30	56	10	0.059796437659	4	13	0.128818073874	1.1836252224	0.236561451534	316	0.261111111111	0.06039197418	-0.120392156863	0.226811291893	0	0	UNSTABLE	1
EXACT:o	EXACT	REL_PROXIMITY	560	10	7	3	268	6	0.212727272727	3	3	0.31865642238	1.18175433967	0.23730319006	316	0.317592592593	0.23899089081	0.16548463357	0.589095744681	1	8	NO_SIGNAL	1
NGRAM_3:oke	NGRAM_3	REL_ENCLOSURE	560	42	6	36	56	12	0.034749034749	3	14	-0.131559006581	-1.17425953257	0.240291087008	316	-0.3	0.512690760262	-0.159912191827	-0.115492350786	1	0	NO_SIGNAL	1
PREFIX_3:oke	PREFIX_3	REL_ENCLOSURE	560	41	6	35	56	12	0.0384416560929	3	14	-0.131559006581	-1.17425953257	0.240291087008	316	-0.3	0.512690760262	-0.159912191827	-0.115492350786	1	0	NO_SIGNAL	1
PREFIX_2:eo	PREFIX_2	REL_ENCLOSURE	560	11	1	10	61	7	-0.020202020202	3	3	-0.271553065671	-1.17362047376	0.240547076801	316	0	1	-0.379551820728	-0.145424836601	1	0	NO_SIGNAL	1
NGRAM_2:of	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	10	3	7	99	6	0.12	4	4	0.234511889862	1.16553256778	0.24380348526	316	-0.2	0.492716677227	0.0283687943262	0.534904742039	1	0	NO_SIGNAL	1
PREFIX_2:of	PREFIX_2	REL_EXPLICIT_ATTACHMENT	560	9	3	6	99	6	0.153660012099	4	4	0.234511889862	1.16553256778	0.24380348526	316	-0.2	0.492716677227	0.0283687943262	0.534904742039	1	0	NO_SIGNAL	1
NGRAM_2:ty	NGRAM_2	REL_ENCLOSURE	560	8	0	8	62	4	-0.11231884058	2	3	-0.305381727159	-1.16421899713	0.244335273453	316	-0.3	0.512690760262	-0.340425531915	-0.235294117647	1	0	NO_SIGNAL	1
SUFFIX_2:ee	SUFFIX_2	REL_ENCLOSURE	560	7	0	7	62	4	-0.112115732369	2	2	-0.379551820728	-1.15847938505	0.246668459604	316	0	1	-0.52380952381	-0.235294117647	1	0	NO_SIGNAL	1
NGRAM_3:ain	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	6	1	5	101	3	-0.0156438026474	2	3	0.213071895425	1.15651764598	0.247469486029	316	0	1	-0.0666666666667	0.352941176471	0	0	UNSTABLE	1
NGRAM_2:hy	NGRAM_2	REL_ARRAY_OR_GROUP	560	39	5	34	50	14	0.0322358383779	2	4	-0.203947368421	-1.15237123605	0.249168555588	316	0	1	-0.5	-0.105263157895	1	0	NO_SIGNAL	1
SUFFIX_2:hy	SUFFIX_2	REL_ARRAY_OR_GROUP	560	35	5	30	50	14	0.047619047619	2	4	-0.203947368421	-1.15237123605	0.249168555588	316	0	1	-0.5	-0.105263157895	1	0	NO_SIGNAL	1
NGRAM_2:da	NGRAM_2	REL_ENCLOSURE	560	14	2	12	60	11	0.032967032967	2	2	0.302009456265	1.14764253218	0.251116164017	316	0	1	-0.0555555555556	0.659574468085	0	0	UNSTABLE	1
NGRAM_2:op	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	23	2	21	100	13	-0.0992632175532	6	6	-0.188103184536	-1.14727622734	0.25126747588	316	0.1	0.738882680364	-0.242745098039	-0.148821443471	1	0	NO_SIGNAL	1
PREFIX_2:op	PREFIX_2	REL_EXPLICIT_ATTACHMENT	560	22	2	20	100	13	-0.0949645150389	6	6	-0.188103184536	-1.14727622734	0.25126747588	316	0.1	0.738882680364	-0.242745098039	-0.148821443471	1	0	NO_SIGNAL	1
EXACT:y	EXACT	REL_EXPLICIT_ATTACHMENT	560	15	3	12	99	8	0.0183486238532	3	3	0.228368794326	1.13820165605	0.255036287344	316	0.1	0.738882680364	0.00921985815603	0.375886524823	1	8	NO_SIGNAL	1
PREFIX_2:ot	PREFIX_2	REL_ENCLOSURE	560	82	13	69	49	17	0.0560261251148	6	22	0.100782182634	1.13679131831	0.255625533506	316	0.135714285714	0.402176349567	0.0173581173998	0.173345782758	1	0	NO_SIGNAL	1
NGRAM_3:che	NGRAM_3	REL_PROXIMITY	560	23	12	11	263	9	0.0319812160959	2	11	0.149580915538	1.13567092481	0.256094313388	316	0.216386554622	0.184896342396	-0.166666666667	0.219858156028	0	0	UNSTABLE	1
LENGTH_BUCKET:2	LENGTH_BUCKET	FIGURE	560	229	100	129	135	19	0.0288262378132	2	3	-0.25	-1.13389341903	0.256839257958	316	-0.25	0.563702861651	-0.25	-0.25	1	0	NO_SIGNAL	1
NGRAM_2:hy	NGRAM_2	REL_PROXIMITY	560	39	23	16	252	14	0.106058369014	5	11	0.155061250806	1.13249312965	0.257427171186	316	0.238235294118	0.091847861084	-0.138888888889	0.245567375887	0	0	UNSTABLE	1
NGRAM_2:fa	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	6	2	4	100	4	0.152827918171	3	3	0.28431372549	1.12987012987	0.258530952015	316	-0.5	0.317310507863	0	0.759803921569	1	0	NO_SIGNAL	1
NGRAM_3:ote	NGRAM_3	REL_ENCLOSURE	560	15	5	10	57	6	0.22874617737	3	10	0.157124977651	1.12795770499	0.259337781748	316	0.2	0.531786062941	0.0203826211336	0.349544072948	1	0	NO_SIGNAL	1
PREFIX_3:ote	PREFIX_3	REL_ENCLOSURE	560	15	5	10	57	6	0.22874617737	3	10	0.157124977651	1.12795770499	0.259337781748	316	0.2	0.531786062941	0.0203826211336	0.349544072948	1	0	NO_SIGNAL	1
NGRAM_2:ys	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	6	2	4	100	5	0.152827918171	2	3	-0.209929078014	-1.12688398528	0.259791535223	316	-0.9	0.00269979606326	-0.414893617021	0.2	0	0	UNSTABLE	1
SUFFIX_2:ys	SUFFIX_2	REL_EXPLICIT_ATTACHMENT	560	5	2	3	100	4	0.21981981982	2	3	-0.209929078014	-1.12688398528	0.259791535223	316	-0.9	0.00269979606326	-0.414893617021	0.2	0	0	UNSTABLE	1
NGRAM_3:olo	NGRAM_3	WATER_OR_APPARATUS	560	10	2	8	45	9	0.118181818182	3	3	-0.263888888889	-1.12153453859	0.262060398309	316	-0.154761904762	0.544866511254	-0.333333333333	-0.145833333333	1	0	NO_SIGNAL	1
EXACT:ol	EXACT	REL_PROXIMITY	560	5	5	0	270	4	0.513513513514	2	2	0.309929078014	1.11438987358	0.265111965699	316	0.55	0.268924980512	0.0666666666667	0.553191489362	1	5	NO_SIGNAL	1
EXACT:ch	EXACT	REL_PROXIMITY	560	5	5	0	270	4	0.513513513514	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	8	LIKELY_PAGE_CONFOUND	1
NGRAM_2:hs	NGRAM_2	REL_PROXIMITY	560	5	3	2	272	4	0.10990990991	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:tc	NGRAM_2	REL_PROXIMITY	560	6	3	3	272	5	0.00902527075812	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:yp	NGRAM_2	REL_PROXIMITY	560	5	3	2	272	4	0.10990990991	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:eeo	NGRAM_3	REL_PROXIMITY	560	20	8	12	267	9	-0.0944444444444	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:eor	NGRAM_3	REL_PROXIMITY	560	8	5	3	270	7	0.135869565217	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:oke	NGRAM_3	REL_PROXIMITY	560	42	15	27	260	12	-0.144787644788	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:tch	NGRAM_3	REL_PROXIMITY	560	5	2	3	273	4	-0.0918918918919	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_2:yp	PREFIX_2	REL_PROXIMITY	560	5	3	2	272	4	0.10990990991	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_3:oke	PREFIX_3	REL_PROXIMITY	560	41	14	27	261	12	-0.161426758776	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_3:ykc	PREFIX_3	REL_PROXIMITY	560	5	5	0	270	3	0.513513513514	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_1:t	SUFFIX_1	REL_PROXIMITY	560	14	7	7	268	11	0.00915750915751	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_2:ho	SUFFIX_2	REL_PROXIMITY	560	6	4	2	271	5	0.177496991576	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_3:eor	SUFFIX_3	REL_PROXIMITY	560	6	5	1	270	6	0.345968712395	1	1	0.553191489362	1.11269728053	0.265838463903	316	0.55	0.268924980512	0	0.553191489362	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:yd	NGRAM_2	REL_PROXIMITY	560	6	4	2	271	5	0.177496991576	3	3	0.295508274232	1.11158329122	0.266317359915	316	0.310784313725	0.229226251689	0.166666666667	0.526595744681	1	0	NO_SIGNAL	1
PREFIX_3:aro	PREFIX_3	REL_EXPLICIT_ATTACHMENT	560	7	1	6	101	6	-0.0397830018083	4	4	-0.197916666667	-1.1068232423	0.268370357303	316	0	1	-0.3125	-0.0972222222222	1	0	NO_SIGNAL	1
PREFIX_2:ok	PREFIX_2	REL_EXPLICIT_ATTACHMENT	560	123	18	105	84	18	-0.0458782162192	14	38	-0.0589871110818	-1.10611524453	0.268676641221	316	-0.072619047619	0.447759755734	-0.0915243516762	-0.0354717206031	1	0	NO_SIGNAL	1
SUFFIX_3:kol	SUFFIX_3	REL_EXPLICIT_ATTACHMENT	560	10	3	7	99	7	0.12	5	6	0.154462174941	1.10115798306	0.270827904943	316	0.1	0.738882680364	0.0253546099291	0.304609929078	1	0	NO_SIGNAL	1
NGRAM_2:os	NGRAM_2	STAR_OR_SKY	560	28	15	13	285	11	0	2	3	0.203703703704	1.09454090923	0.273717815554	316	0.192592592593	0.316593557568	-0.111111111111	0.833333333333	0	0	UNSTABLE	1
NGRAM_2:es	NGRAM_2	REL_PROXIMITY	560	11	2	9	273	6	-0.315449577745	2	3	-0.260047281324	-1.0939103564	0.273994296176	316	-0.228431372549	0.302718868714	-0.446808510638	-0.166666666667	1	0	NO_SIGNAL	1
NGRAM_2:oi	NGRAM_2	REL_PROXIMITY	560	6	2	4	273	5	-0.15944645006	2	3	-0.260047281324	-1.0939103564	0.273994296176	316	-0.228431372549	0.302718868714	-0.446808510638	-0.166666666667	1	0	NO_SIGNAL	1
NGRAM_3:oii	NGRAM_3	REL_PROXIMITY	560	5	1	4	274	4	-0.293693693694	2	3	-0.260047281324	-1.0939103564	0.273994296176	316	-0.228431372549	0.302718868714	-0.446808510638	-0.166666666667	1	0	NO_SIGNAL	1
PREFIX_2:oi	PREFIX_2	REL_PROXIMITY	560	5	1	4	274	4	-0.293693693694	2	3	-0.260047281324	-1.0939103564	0.273994296176	316	-0.228431372549	0.302718868714	-0.446808510638	-0.166666666667	1	0	NO_SIGNAL	1
EXACT:e	EXACT	REL_EXPLICIT_ATTACHMENT	560	9	2	7	100	6	0.0407340189554	3	4	0.23125	1.0933137305	0.274256076389	316	0.404761904762	0.0939225046117	0.1	0.375	1	7	NO_SIGNAL	1
NGRAM_3:rol	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	11	3	8	99	8	0.0923994038748	7	7	-0.16641337386	-1.09111484967	0.275222349439	316	-0.2	0.492716677227	-0.208333333333	-0.124556737589	1	0	NO_SIGNAL	1
LENGTH_BUCKET:3	LENGTH_BUCKET	REL_EXPLICIT_ATTACHMENT	560	118	22	96	80	18	0.00544520285298	14	40	-0.0543549228202	-1.08221528315	0.279156879035	316	-0.0383333333333	0.576429951797	-0.0968189403421	-0.0317350516975	1	0	NO_SIGNAL	1
NGRAM_3:eod	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	15	3	12	99	8	0.0183486238532	3	4	0.184219858156	1.08112005274	0.279643714507	316	0.383333333333	0.170043213743	0.0234042553191	0.283333333333	1	0	NO_SIGNAL	1
PREFIX_1:k	PREFIX_1	REL_EXPLICIT_ATTACHMENT	560	12	2	10	100	8	-0.0158150851582	4	4	0.225	1.08	0.280142180178	316	0.0833333333333	0.808365155915	0.0333333333333	0.733333333333	1	0	NO_SIGNAL	1
NGRAM_2:ko	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	39	9	30	93	12	0.0522663516905	9	15	0.0960283687943	1.07715899512	0.281409240683	316	-0.00654761904762	0.958403708306	0.0457446808511	0.133237861429	1	0	NO_SIGNAL	1
NGRAM_2:or	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	53	16	37	86	15	0.132261545905	13	29	0.068795405176	1.07078750334	0.284264987149	316	0.106507936508	0.245331072557	0.0516691388928	0.0847846073023	1	0	NO_SIGNAL	1
NGRAM_2:oe	NGRAM_2	REL_PROXIMITY	560	16	6	10	269	6	-0.119485294118	2	2	-0.333333333333	-1.06904496765	0.285049407403	316	-0.358823529412	0.22098133669	-0.333333333333	0	1	0	NO_SIGNAL	1
NGRAM_3:tol	NGRAM_3	REL_PROXIMITY	560	9	4	5	271	7	-0.0473885864086	2	2	-0.333333333333	-1.06904496765	0.285049407403	316	-0.358823529412	0.22098133669	-0.333333333333	0	1	0	NO_SIGNAL	1
NGRAM_3:tal	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	19	1	18	101	8	-0.134059733437	4	6	-0.147630718954	-1.06603780402	0.286406553061	316	0	1	-0.188112745098	-0.110490196078	1	0	NO_SIGNAL	1
