page	unit	unit_description	locus_a	locus_b	family_expression_a	family_expression_b	family_length_a	family_length_b	leading_common_family_length	trailing_common_family_length	normalized_edit_similarity	exact_family_equal	certainty_a	certainty_b	local_relation_a	local_relation_b	local_comment_a	local_comment_b	claim_state
f82v	X2	Non-nymph labels at bottom of page.	f82v.42	f82v.48	AQAAQA	AQKBA	6	5	2	1	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label near West end of upper curved channel.	Label below the lower curved channel	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.43	f82v.45	AQJBAC	AQABBA	6	6	2	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	Label above upper curved channel.	"Label on pool with ""waterfall"", East of nymphs."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.47	f82v.45	AQJBAB	AQABBA	6	6	2	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	Label between the two curved channels.	"Label on pool with ""waterfall"", East of nymphs."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N2	Labels above the lower pond.	f75v.50	f75v.53	AQAB|APAB	AQJBA	9	5	2	0	0.444444444444	0	HEDGED	HEDGED	REL_ARRAY_OR_GROUP;REL_PROXIMITY		"In some transcriptions, including the EVMT files, these labels were entered as part of lines <f75v.P3.24> through <f75v.P3.32>. These labels are delimited by a narrow channel on the left and separated by nymph heads ""<!hd>"" intruding from the pond below. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Line 1, label 1. May be words 1 and 2 of <f75v.P3.24>. May be two separate labels."	Line 2, label 1. May be word 1 of <f75v.P3.25>.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.39	f82r.45	AQAFABA	AQKAC	7	5	2	0	0.428571428571	0	HEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	Bottom row, below nymph 7. Grove's #10.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.22	BAQAB	BABBA	5	5	2	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L3, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.32	BAQAB	BABBA	5	5	2	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.22	BACAB	BABBA	5	5	2	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L3, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.32	BACAB	BABBA	5	5	2	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	V1	Labels between openings in tube at top of page.	f77r.3	f77r.4	AQJBA	AQACQ	5	5	2	0	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	label 2, between side branches 1 and 2. Grove's #3.	Label 3, between side branches 2 and 3. Grove's #4.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f78r	X1	Labels on illustrations.	f78r.1	f78r.47	AQKBBBBA	AQACAB	8	6	2	0	0.375000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Original line numbers by Stolfi were changed to Grove's. Label near the Northwest ""grapes""."	Label in right margin, next to bottom pond, near inflowind stream.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.47	f75r.51	CAB|AQKBA	CAFA	9	4	2	1	0.333333333333	0	HEDGED	UNHEDGED			"They may be nymph names. ""V"" transcription posted by John Grove to the Voynich list on 1998-may-02"		EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.48	f75r.53	BABA|AKJA	BAFA	9	4	2	1	0.333333333333	0	UNHEDGED	UNHEDGED					EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.49	f75r.51	CABC|BACA	CAFA	9	4	2	1	0.333333333333	0	UNHEDGED	UNHEDGED					EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.23	f75v.30	BAB|LB	BACA	6	4	2	0	0.333333333333	0	UNHEDGED	UNHEDGED			Label L3, line 2.	Label L7, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.37	f82r.45	AQABBA	AQKAC	6	5	2	0	0.333333333333	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near to nymph 3. Grove's #6.	Bottom row, below nymph 7. Grove's #10.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.42	f82v.43	AQAAQA	AQJBAC	6	6	2	0	0.333333333333	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label near West end of upper curved channel.	Label above upper curved channel.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.42	f82v.47	AQAAQA	AQJBAB	6	6	2	0	0.333333333333	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label near West end of upper curved channel.	Label between the two curved channels.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.14	f76r.31	C	C	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED		REL_PROXIMITY		Line <f76r.K1.24;E> was labeled <e76r.S2> in Rene's EVMT file; correct is <e76r.S8>. A bit above the baseline.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.14	f76r.37	C	C	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED		REL_PROXIMITY		Bogus label <f76r.K1.26;F> deleted [JS]. Noticeably above the baseline:	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.31	f76r.37	C	C	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Line <f76r.K1.24;E> was labeled <e76r.S2> in Rene's EVMT file; correct is <e76r.S8>. A bit above the baseline.	Bogus label <f76r.K1.26;F> deleted [JS]. Noticeably above the baseline:	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.4	f76r.14	C	C	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED			"The text on this page is a sequence of paragraphs, some of which have one-letter labels at the left margin. This text unit contains the labels only; the text proper is unit f76r.P1. Entry entry ""f76.L1.n"" is the label for line ""f76.R1.n""."		EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.4	f76r.31	C	C	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED		REL_PROXIMITY	"The text on this page is a sequence of paragraphs, some of which have one-letter labels at the left margin. This text unit contains the labels only; the text proper is unit f76r.P1. Entry entry ""f76.L1.n"" is the label for line ""f76.R1.n""."	Line <f76r.K1.24;E> was labeled <e76r.S2> in Rene's EVMT file; correct is <e76r.S8>. A bit above the baseline.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.4	f76r.37	C	C	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED		REL_PROXIMITY	"The text on this page is a sequence of paragraphs, some of which have one-letter labels at the left margin. This text unit contains the labels only; the text proper is unit f76r.P1. Entry entry ""f76.L1.n"" is the label for line ""f76.R1.n""."	Bogus label <f76r.K1.26;F> deleted [JS]. Noticeably above the baseline:	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f76r	K1	letter labels	f76r.7	f76r.22	B	B	1	1	1	1	1.000000000000	1	UNHEDGED	UNHEDGED				<f76r.K1.15;F> bogus label deleted -JS	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	N3	Labels of nymphs at bottom of page.	f82v.46	f82v.44	ABQAB	AQAB	5	4	1	3	0.800000000000	0	UNHEDGED	HEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	Label next to nymph 2.	Label next to nymph 3 (in barrel). This label may be attached to the East end of the upper channel.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.6	f80r.9	APAC	AQAC	4	4	1	2	0.750000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label high up between nymphs 5 and 6 (in tub).	Label between nymphs 8 and 9, top.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.26	f75v.29	BBA	BKA	3	3	1	1	0.666666666667	0	UNHEDGED	UNHEDGED			Label L5, line 1.	Label L6, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.27	f75v.28	ACA	AQA	3	3	1	1	0.666666666667	0	UNHEDGED	UNHEDGED			Label L5, line 2.	Label L6, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.18	f75v.36	AQLA	ABQKA	4	5	1	1	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY		Label numbers 1-20 below are assigned column by column, top to bottom then left to right. In the EVMT files, each label was entered as a single line (L1-L10). Label L1, line 1.	Label L10, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.19	f75v.34	CACAB	CQAB	5	4	1	2	0.600000000000	0	UNHEDGED	UNHEDGED			Label L1, line 2.	Label L9, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.22	f75v.26	BABBA	BBA	5	3	1	3	0.600000000000	0	UNHEDGED	UNHEDGED			Label L3, line 1.	Label L5, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.26	f75v.32	BBA	BABBA	3	5	1	3	0.600000000000	0	UNHEDGED	UNHEDGED			Label L5, line 1.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.28	f75v.36	AQA	ABQKA	3	5	1	1	0.600000000000	0	UNHEDGED	UNHEDGED			Label L6, line 1.	Label L10, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.2	f80r.3	ABKBA	AQABA	5	5	1	2	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 2.	Label above nymph 3.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.2	f80r.4	ABKBA	AQABA	5	5	1	2	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 2.	Label high up between nymphs 3 and 4.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.5	f80r.6	AQACA	APAC	5	4	1	0	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label high up between nymphs 4 and 5.	Label high up between nymphs 5 and 6 (in tub).	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	N3	Labels of nymphs at bottom of page.	f82v.41	f82v.46	AQAF	ABQAB	4	5	1	0	0.600000000000	0	HEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	nymph? - in a barrel Label above nymphs 1 (in barrel) and 2.	Label next to nymph 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77v	N1	Labels near nymphs.	f77v.3	f77v.44	ABQKBAB	AQABA	7	5	1	0	0.571428571429	0	HEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Label in top margin, near North nymph. Grove's #2. Rene's reading in ""outg.txt"" was numbered <f77v.L3;R>, should have been <f77v.L3;R>. May be associated with the leftmost end of right double-""Y""-tube."	"Label in right margin, above East nymph. Grove's #8. Rene's reading in ""outg.txt"" was numbered <e77v.L7;R>, should have been <e77v.L8;R>."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77v	N1	Labels near nymphs.	f77v.3	f77v.5	ABQKBAB	ACKJBAB	7	7	1	3	0.571428571429	0	HEDGED	HEDGED	REL_PROXIMITY	REL_PROXIMITY	"Label in top margin, near North nymph. Grove's #2. Rene's reading in ""outg.txt"" was numbered <f77v.L3;R>, should have been <f77v.L3;R>. May be associated with the leftmost end of right double-""Y""-tube."	"Label in top margin, near Northeast nymph. Grove's #3. Rene's reading in ""outg.txt"" was numbered <f77v.L5;R>, should have been <f77v.L3;R>. May be associated with the rightmost end of right double-""Y""-tube."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.18	f75v.27	AQLA	ACA	4	3	1	1	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY		Label numbers 1-20 below are assigned column by column, top to bottom then left to right. In the EVMT files, each label was entered as a single line (L1-L10). Label L1, line 1.	Label L5, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.24	f75v.26	BABQAC	BBA	6	3	1	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L4, line 1.	Label L5, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.26	f75v.30	BBA	BACA	3	4	1	1	0.500000000000	0	UNHEDGED	UNHEDGED			Label L5, line 1.	Label L7, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.29	f75v.30	BKA	BACA	3	4	1	1	0.500000000000	0	UNHEDGED	UNHEDGED			Label L6, line 2.	Label L7, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N2	Labels above the lower pond.	f75v.51	f75v.52	AQKA|BAB	ABAB	8	4	1	3	0.500000000000	0	HEDGED	HEDGED			Line 1, label 2. May be words 3 and 4 of <f75v.P3.24>. May be two labels.	Line 1, label 3. May be word 5 of <f75v.P3.24>.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.2	f80r.8	ABKBA	AQABLJBA	5	8	1	2	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 2.	Label above nymph 8.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.7	f80r.9	ABQA	AQAC	4	4	1	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Label above nymph 7 (with ""towel"")."	Label between nymphs 8 and 9, top.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.34	f82r.41	AQAC	ABQAQA	4	6	1	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 1. Grove's #8.	Bottom row, below nymph 2. Grove's #9.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.34	f82r.44	AQAC	ABAG	4	4	1	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 1. Grove's #8.	Bottom row, below nymph 6. Grove's #1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.36	f82r.41	AQAB	ABQAQA	4	6	1	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, between nymph 2 and waterfall. Grove's #7.	Bottom row, below nymph 2. Grove's #9.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.36	f82r.44	AQAB	ABAG	4	4	1	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, between nymph 2 and waterfall. Grove's #7.	Bottom row, below nymph 6. Grove's #1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.37	f82r.41	AQABBA	ABQAQA	6	6	1	1	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near to nymph 3. Grove's #6.	Bottom row, below nymph 2. Grove's #9.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	N2	Labels of nymphs in lateral margings.	f82v.40	f82v.39	AQABKA	ABQKBA	6	6	1	1	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label next to West nymph.	Label above East nymph.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N2	Labels above the lower pond.	f75v.50	f75v.52	AQAB|APAB	ABAB	9	4	1	2	0.444444444444	0	HEDGED	HEDGED	REL_ARRAY_OR_GROUP;REL_PROXIMITY		"In some transcriptions, including the EVMT files, these labels were entered as part of lines <f75v.P3.24> through <f75v.P3.32>. These labels are delimited by a narrow channel on the left and separated by nymph heads ""<!hd>"" intruding from the pond below. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Line 1, label 1. May be words 1 and 2 of <f75v.P3.24>. May be two separate labels."	Line 1, label 3. May be word 5 of <f75v.P3.24>.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77v	N1	Labels near nymphs.	f77v.5	f77v.44	ACKJBAB	AQABA	7	5	1	0	0.428571428571	0	HEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Label in top margin, near Northeast nymph. Grove's #3. Rene's reading in ""outg.txt"" was numbered <f77v.L5;R>, should have been <f77v.L3;R>. May be associated with the rightmost end of right double-""Y""-tube."	"Label in right margin, above East nymph. Grove's #8. Rene's reading in ""outg.txt"" was numbered <e77v.L7;R>, should have been <e77v.L8;R>."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.39	f82r.41	AQAFABA	ABQAQA	7	6	1	1	0.428571428571	0	HEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	Bottom row, below nymph 2. Grove's #9.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f83v	N1	Labels in middle figure.	f83v.9	f83v.10	ABABACA	AQACKA	7	6	1	1	0.428571428571	0	HEDGED	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY		These labels may be attached to the nymphs or to the large round objects between them. Left label.	Right label.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.26	BAQAB	BBA	5	3	1	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L5, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.29	BAQAB	BKA	5	3	1	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L6, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.26	BACAB	BBA	5	3	1	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L5, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.29	BACAB	BKA	5	3	1	0	0.400000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L6, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.22	f75v.29	BABBA	BKA	5	3	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L3, line 1.	Label L6, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.27	f75v.35	ACA	AQJBA	3	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L5, line 2.	Label L9, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.27	f75v.36	ACA	ABQKA	3	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L5, line 2.	Label L10, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.27	f75v.37	ACA	AQABA	3	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L5, line 2.	Label L10, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.29	f75v.32	BKA	BABBA	3	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L6, line 2.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.35	f75v.36	AQJBA	ABQKA	5	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L9, line 2.	Label L10, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.36	f75v.37	ABQKA	AQABA	5	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED			Label L10, line 1.	Label L10, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N2	Labels above the lower pond.	f75v.52	f75v.53	ABAB	AQJBA	4	5	1	0	0.400000000000	0	HEDGED	HEDGED			Line 1, label 3. May be word 5 of <f75v.P3.24>.	Line 2, label 1. May be word 1 of <f75v.P3.25>.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	V1	Labels between openings in tube at top of page.	f77r.2	f77r.4	ABQKC	AQACQ	5	5	1	0	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label 1, between left end of tube and side branch 1. Grove's #2.	Label 3, between side branches 2 and 3. Grove's #4.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	V1	Labels between openings in tube at top of page.	f77r.2	f77r.5	ABQKC	AQAB	5	4	1	0	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label 1, between left end of tube and side branch 1. Grove's #2.	Label 4, between side branches 3 and 4. Grove's #5.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.2	f80r.5	ABKBA	AQACA	5	5	1	1	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 2.	Label high up between nymphs 4 and 5.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.3	f80r.6	AQABA	APAC	5	4	1	0	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 3.	Label high up between nymphs 5 and 6 (in tub).	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.3	f80r.7	AQABA	ABQA	5	4	1	1	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 3.	"Label above nymph 7 (with ""towel"")."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.4	f80r.6	AQABA	APAC	5	4	1	0	0.400000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label high up between nymphs 3 and 4.	Label high up between nymphs 5 and 6 (in tub).	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
