evidence_record_id	folio	panel_id	visual_unit_id	provenance	annotation_source	source_sha256	source_locator	confidence	unit_type	repetition_group	ordinal_in_group	x_order	y_order	relative_position	inside_outside	left_right	upper_lower	mirror_role	contained_in	connected_to	connection_type	endpoint_role	repeated_shape_class	visible_color_state	visible_pose_class	local_text_loci	ownership_evidence	prior_ai_visual_state	prior_ai_visual_source	raw_source_description	neutral_description	interpretation_excluded
HUMAN_LOCUS_f82r.43	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.43	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.43;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.43	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_BOTTOM_ROW	5	5	LOWER_2	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.43	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Bottom row, below nymph 5. Grove's #4.	Bottom row, below figure 5. Grove's #4.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.44	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.44	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.44;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.44	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_BOTTOM_ROW	6	6	LOWER_2	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.44	PROXIMITY_ONLY			Labels near nymphs at bottom of page. | Bottom row, below nymph 6. Grove's #1.	Bottom row, below figure 6. Grove's #1.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.45	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.45	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.45;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.45	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_BOTTOM_ROW	7	7	LOWER_2	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.45	PROXIMITY_ONLY			Labels near nymphs at bottom of page. | Bottom row, below nymph 7. Grove's #10.	Bottom row, below figure 7. Grove's #10.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_BOTTOM_ROUND_REGION	f84r	f84r_PAGE	f84r:PAGE_BOTTOM_ROUND_REGION	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	BOUNDED_REGION					LOWER	UNKNOWN		LOWER					UNKNOWN		FAINT_BLUE			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	A round faint-blue bottom region contains many closely packed figures.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_LEFT_CONNECTOR_MIDDLE_BOTTOM	f84r	f84r_PAGE	f84r:PAGE_LEFT_CONNECTOR_MIDDLE_BOTTOM	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	LINEAR_CONNECTOR	F84_LEFT_CONNECTORS				LEFT_LOWER	UNKNOWN	LEFT	LOWER			f84r:PAGE_BOTTOM_ROUND_REGION	DRAWN_LINEAR_CONNECTION	TERMINATES_AT_DRAWN_UNIT	F84_LEFT_CONNECTORS	BLUE			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	A further thin blue linear element connects toward a round bottom region.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_LEFT_CONNECTOR_UPPER_MIDDLE	f84r	f84r_PAGE	f84r:PAGE_LEFT_CONNECTOR_UPPER_MIDDLE	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	LINEAR_CONNECTOR	F84_LEFT_CONNECTORS				LEFT	UNKNOWN	LEFT				f84r:PAGE_MIDDLE_GREEN_REGION	DRAWN_LINEAR_CONNECTION	TERMINATES_AT_DRAWN_UNIT	F84_LEFT_CONNECTORS	BLUE			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	A thin blue left-margin linear element connects toward a middle bounded region.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_MIDDLE_GREEN_REGION	f84r	f84r_PAGE	f84r:PAGE_MIDDLE_GREEN_REGION	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	BOUNDED_REGION					MIDDLE	UNKNOWN							UNKNOWN		GREEN			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	A middle green bounded region contains several figures.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_RED_CONTAINER	f84r	f84r_PAGE	f84r:PAGE_RED_CONTAINER	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	COLORED_BOUNDED_OBJECT					MIDDLE	UNKNOWN							UNKNOWN		RED			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	One small red bounded object is visible.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_SEPARATE_SMALL_BLUE_REGION	f84r	f84r_PAGE	f84r:PAGE_SEPARATE_SMALL_BLUE_REGION	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	BOUNDED_REGION					MIDDLE	UNKNOWN							UNKNOWN		BLUE			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	A separate small blue bounded region is visible.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f84r_PAGE_TOP_ROOFED_GREEN_REGION	f84r	f84r_PAGE	f84r:PAGE_TOP_ROOFED_GREEN_REGION	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f84r	SOURCE_ASSERTED	BOUNDED_REGION					UPPER	UNKNOWN		UPPER					UNKNOWN		GREEN			UNKNOWN			There is a green pool with a roof accross the full width of the top of the page. It is populated by female figures that are standing mostly in pairs. Some of these may have crowns, or perhaps complicated hair-do's. A thin blue tube along the left margin leads to another pool in the middle, with green water and more nymphs. There is a separate small blue pool and one red bucket. A further thin blue tube leads to a round pool at the bottom, with faint blue water and many nymphs closely packed together.	A roofed green bounded region spans the upper page and contains figures, mostly paired.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.1	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.1	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.1;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.1	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	1	1	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.1	PROXIMITY_ONLY			"Labels near ten nymphs in top figure. | Label at left of funnel and nymph 1. The ""<!V>"" comment indicates the binding gutter."	"Label at left of funnel and figure 1. The ""<!V>"" comment indicates the binding gutter."	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.2	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.2	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.2;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.2	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	2	2	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.2	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near ten nymphs in top figure. | Label above nymphs 2 and 3. ??? The @'she' could be @'sho'.	Label above figures 2 and 3. ??? The @'she' could be @'sho'.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.3	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.3	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.3;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.3	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	3	3	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.3	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near ten nymphs in top figure. | Label at the right of nymph 3. This label could be attached to nymph 4.	Label at the right of figure 3. This label could be attached to figure 4.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.4	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.4	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.4;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.4	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	4	4	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.4	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL;RRA001:PROXIMITY_OR_GROUP_ONLY	bfe001_bio_figure_enclosure_capacity.json;rra001_recurrent_label_owner_atlas_result.json	Labels near ten nymphs in top figure. | Label(s) above nymphs 4 and 5. This locus could be two labels, one for each nymph, or a single label for nymph 5.	Label(s) above figures 4 and 5. This locus could be two labels, one for each figure, or a single label for figure 5.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_CROSSWALK_GAP_f84r.5	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.5	EXISTING_HUMAN_ANNOTATION	existing_human_current_locus_crosswalk.tsv	4a128ed3d4b87a9d804a336a6c22ced65839fa39c83f3ecf45092bbc64f2eabc	STOLFI_BEST_0950	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION_UNRESOLVED	F84_TOP_TEXT_POSITIONS	5	5	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.5	UNKNOWN			#5, in vat below grapes?	Legacy hedged figure-associated position; no exact local human description is available.	FIGURE_IDENTITY;OWNER;APPARATUS_FUNCTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.6	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.6	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.6;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.6	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	6	6	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.6	PROXIMITY_ONLY			Labels near ten nymphs in top figure. | Label(s) above nymphs 6 and 7.	Label(s) above figures 6 and 7.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_CROSSWALK_GAP_f84r.7	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.7	EXISTING_HUMAN_ANNOTATION	existing_human_current_locus_crosswalk.tsv	4a128ed3d4b87a9d804a336a6c22ced65839fa39c83f3ecf45092bbc64f2eabc	STOLFI_BEST_0952	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION_UNRESOLVED	F84_TOP_TEXT_POSITIONS	7	7	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.7	UNKNOWN			#7, in vat below grapes?	Legacy hedged figure-associated position; no exact local human description is available.	FIGURE_IDENTITY;OWNER;APPARATUS_FUNCTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.8	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.8	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.8;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.8	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	8	8	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.8	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near ten nymphs in top figure. | Label(s) above nymphs 8 and 9.	Label(s) above figures 8 and 9.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_CROSSWALK_GAP_f84r.9	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.9	EXISTING_HUMAN_ANNOTATION	existing_human_current_locus_crosswalk.tsv	4a128ed3d4b87a9d804a336a6c22ced65839fa39c83f3ecf45092bbc64f2eabc	STOLFI_BEST_0954	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION_UNRESOLVED	F84_TOP_TEXT_POSITIONS	9	9	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.9	UNKNOWN			#9, in vat below grapes?	Legacy hedged figure-associated position; no exact local human description is available.	FIGURE_IDENTITY;OWNER;APPARATUS_FUNCTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.10	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.10	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.10;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.10	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	10	10	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.10	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL;RRA001:SINGULAR_COMMON_CLASS_OWNED	bfe001_bio_figure_enclosure_capacity.json;rra001_recurrent_label_owner_atlas_result.json	Labels near ten nymphs in top figure. | Label above nymph 10.	Label above figure 10.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.11	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.11	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.11;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.11	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	11	11	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.11	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL;RRA001:SINGULAR_COMMON_CLASS_OWNED	bfe001_bio_figure_enclosure_capacity.json;rra001_recurrent_label_owner_atlas_result.json	Labels near ten nymphs in top figure. | Label above nymph 11.	Label above figure 11.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.12	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.12	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.12;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.12	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F84_TOP_TEXT_POSITIONS	12	12	UPPER	UPPER	UNKNOWN		UPPER					UNKNOWN				f84r.12	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near ten nymphs in top figure. | Label above nymph 12, near right edge.	Label above figure 12, near right edge.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.13	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.13	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.13;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.13	UNHEDGED	TEXT_BLOCK_POSITION	F84_PROSE_ABOVE_MIDDLE_REGION	13		MIDDLE	MIDDLE	UNKNOWN							UNKNOWN				f84r.13	UNKNOWN			Top text block, above middle pond.	Top text block, above middle bounded region.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.17	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.17	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.17;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.17	UNHEDGED	TEXT_BLOCK_POSITION	F84_PROSE_ABOVE_MIDDLE_REGION	17		MIDDLE	MIDDLE	UNKNOWN							UNKNOWN				f84r.17	UNKNOWN			Top text block, above middle pond.	Top text block, above middle bounded region.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.20	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.20	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.20;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.20	UNHEDGED	TEXT_BLOCK_POSITION	F84_PROSE_ABOVE_MIDDLE_REGION	20		MIDDLE	MIDDLE	UNKNOWN							UNKNOWN				f84r.20	UNKNOWN			Top text block, above middle pond.	Top text block, above middle bounded region.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.24	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.24	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.24;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.24	UNHEDGED	TEXT_BLOCK_POSITION	F84_PROSE_ABOVE_MIDDLE_REGION	24		MIDDLE	MIDDLE	UNKNOWN							UNKNOWN				f84r.24	UNKNOWN			Top text block, above middle pond.	Top text block, above middle bounded region.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.25	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.25	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.25;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.25	UNHEDGED	TEXT_BLOCK_POSITION	F84_PROSE_ABOVE_MIDDLE_REGION	25		MIDDLE	MIDDLE	UNKNOWN							UNKNOWN				f84r.25	UNKNOWN			Top text block, above middle pond.	Top text block, above middle bounded region.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.27	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.27	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.27;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.27	HEDGED	TEXT_BLOCK_POSITION	F84_HEDGED_TEN_GROUP_ROW	1		MIDDLE_LOWER	MIDDLE_LOWER	UNKNOWN		LOWER					UNKNOWN				f84r.27	PROXIMITY_ONLY			Middle text block, between middle and bottom ponds | The 10 words of this line may be 10 labels for the 10 nymphs in the pond above it. The word spaces are wider than usual.	The 10 words of this line may be 10 labels for the 10 figures in the bounded region above it. The word spaces are wider than usual.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f84r.47	f84r	f84r_TEXT_ASSOCIATED	f84r:f84r.47	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f84r.47;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f84r.47	UNHEDGED	APPARATUS_ASSOCIATED_TEXT_POSITION	F84_LEFT_MARGIN_TEXT_POSITION	1	LEFT	LOWER	LOWER	UNKNOWN		LOWER					UNKNOWN				f84r.47	PROXIMITY_ONLY			Labels in left margin. | Label between narrow channel and bottom text block.	Label between narrow channel and bottom text block.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
