locus	physical_folio	register	length_bucket	paragraph_start	group_count	b3_close	opening_member	closing_member	internal_dy_count	any_internal_dy	two_plus_internal_dy	three_plus_internal_dy
f9v.2	f9	HA	10PLUS	0	11	0	B1	A2	0	0	0	0
f9v.3	f9	HA	9	0	9	0	A2	G1	0	0	0	0
f9v.8	f9	HA	5	0	5	0	C2	A2	0	0	0	0
f90r1.2	f90	HA	6	0	6	0	A2	A3	0	0	0	0
f90r1.8	f90	HA	10PLUS	0	10	0	Q1	A2	0	0	0	0
f93r.15	f93	HA	4	0	4	1	A1	B3	0	0	0	0
f93r.16	f93	HA	3	0	3	0	K1	C2	0	0	0	0
f93r.18	f93	HA	3	0	3	0	A1	A2	0	0	0	0
f93r.2	f93	HA	10PLUS	0	11	0	A2	B2	0	0	0	0
f93r.20	f93	HA	3	0	3	0	A2	C2	0	0	0	0
f93r.21	f93	HA	4	0	4	0	B1	A2	0	0	0	0
f93r.23	f93	HA	4	0	4	0	A1	C2	1	1	0	0
f93r.25	f93	HA	3	0	3	0	A2	A2	0	0	0	0
f93r.27	f93	HA	4	0	4	0	D1	A2	0	0	0	0
f93r.3	f93	HA	10PLUS	0	10	0	B1	B1	2	1	1	0
f93r.30	f93	HA	3	0	3	0	L1	B2	0	0	0	0
f93r.31	f93	HA	4	0	4	0	A1	B1	0	0	0	0
f93r.32	f93	HA	3	0	3	0	B1	C2	0	0	0	0
f93r.5	f93	HA	7	0	7	0	A1	F1	1	1	0	0
f93r.7	f93	HA	5	0	5	0	L1	C2	1	1	0	0
f93v.1	f93	HA	9	1	9	0	P1	G1	2	1	1	0
f96r.1	f96	HA	7	1	7	0	Q2	C1	0	0	0	0
f96r.11	f96	HA	7	0	7	0	Q2	A2	1	1	0	0
f96r.2	f96	HA	7	0	7	0	A2	A2	2	1	1	0
f96r.4	f96	HA	8	0	8	0	A1	A2	0	0	0	0
f96r.5	f96	HA	7	0	7	0	B1	B2	0	0	0	0
f96r.7	f96	HA	7	0	7	0	A1	A2	0	0	0	0
f96r.9	f96	HA	6	0	6	0	Q2	A2	1	1	0	0
f96v.11	f96	HA	4	0	4	0	C2	W2	0	0	0	0
f96v.12	f96	HA	3	0	3	0	C2	F1	0	0	0	0
f26r.10	f26	HB	5	0	5	0	L1	B2	1	1	0	0
f26r.4	f26	HB	10PLUS	0	10	0	D1	A2	5	1	1	1
f26v.3	f26	HB	10PLUS	0	12	0	P1	B4	5	1	1	1
f26v.7	f26	HB	10PLUS	0	10	0	P1	A2	1	1	0	0
f31r.10	f31	HB	8	1	8	0	Q2	A2	4	1	1	1
f31r.12	f31	HB	6	0	6	0	D1	C1	1	1	0	0
f31r.16	f31	HB	2	0	2	0	A1	A2	0	0	0	0
f31r.8	f31	HB	7	0	7	0	L1	A2	3	1	1	1
f31r.9	f31	HB	4	0	4	0	B1	B2	0	0	0	0
f33r.7	f33	HB	9	0	9	0	B1	A2	0	0	0	0
f33v.11	f33	HB	4	0	4	1	Q2	B3	0	0	0	0
f33v.2	f33	HB	10PLUS	0	10	1	Q1	B3	1	1	0	0
f34r.1	f34	HB	9	1	9	0	P1	A2	3	1	1	1
f34r.13	f34	HB	10PLUS	0	11	0	A2	A2	2	1	1	0
f34r.15	f34	HB	8	0	8	0	C2	A2	2	1	1	0
f34r.3	f34	HB	10PLUS	0	11	1	D1	B3	5	1	1	1
f34r.4	f34	HB	10PLUS	0	10	0	A2	A2	3	1	1	1
f34v.2	f34	HB	10PLUS	0	11	1	Q2	B3	2	1	1	0
f34v.4	f34	HB	10PLUS	0	10	1	Q2	B3	1	1	0	0
f34v.9	f34	HB	10PLUS	0	11	0	B2	G1	4	1	1	1
f39r.14	f39	HB	10PLUS	0	11	1	B1	B3	0	0	0	0
f39r.16	f39	HB	5	0	5	0	A1	A2	0	0	0	0
f39r.9	f39	HB	5	0	5	0	Q2	G1	1	1	0	0
f39v.10	f39	HB	10PLUS	0	11	0	B1	P2	1	1	0	0
f39v.14	f39	HB	4	0	4	0	Q2	A2	0	0	0	0
f39v.7	f39	HB	8	1	8	0	P1	C1	3	1	1	1
f40r.11	f40	HB	4	0	4	0	Q2	B2	0	0	0	0
f40r.7	f40	HB	4	0	4	0	A2	A2	0	0	0	0
f40r.9	f40	HB	9	0	9	1	Q2	B3	0	0	0	0
f40v.1	f40	HB	3	1	3	0	P1	A2	0	0	0	0
f40v.10	f40	HB	4	0	4	0	Q2	G1	1	1	0	0
f40v.12	f40	HB	3	0	3	0	A2	G1	0	0	0	0
f40v.13	f40	HB	7	1	7	0	Q2	F1	3	1	1	1
f40v.18	f40	HB	8	0	8	0	C2	A2	0	0	0	0
f40v.19	f40	HB	4	0	4	0	P1	A2	1	1	0	0
f40v.3	f40	HB	5	0	5	1	C2	B3	0	0	0	0
f40v.5	f40	HB	4	0	4	0	C2	A2	0	0	0	0
f40v.7	f40	HB	5	0	5	0	L1	C1	1	1	0	0
f41r.11	f41	HB	4	0	4	0	A2	B1	2	1	1	0
f41v.2	f41	HB	9	1	9	0	P1	C1	5	1	1	1
f43r.10	f43	HB	10PLUS	1	11	0	P1	C1	7	1	1	1
f43r.6	f43	HB	5	0	5	0	Q1	A2	2	1	1	0
f43r.9	f43	HB	5	0	5	0	B1	F1	2	1	1	0
f43v.16	f43	HB	7	0	7	0	A1	A2	0	0	0	0
f43v.3	f43	HB	10PLUS	0	12	0	Q2	A2	4	1	1	1
f43v.7	f43	HB	10PLUS	0	10	0	A2	C2	4	1	1	1
f43v.8	f43	HB	9	0	9	0	L1	P2	4	1	1	1
f46r.12	f46	HB	10PLUS	0	12	1	Q2	B3	0	0	0	0
f46r.4	f46	HB	10PLUS	0	10	0	Q2	A2	2	1	1	0
f46v.11	f46	HB	5	0	5	1	Q2	B3	1	1	0	0
f46v.12	f46	HB	5	0	5	1	B1	B3	0	0	0	0
f46v.13	f46	HB	2	0	2	0	A2	A2	0	0	0	0
f46v.5	f46	HB	10PLUS	0	13	0	B2	A2	4	1	1	1
f48r.1	f48	HB	10PLUS	1	10	0	P1	A2	2	1	1	0
f48r.3	f48	HB	10PLUS	0	13	0	L1	A2	3	1	1	1
f48v.10	f48	HB	10PLUS	0	13	0	Q2	A2	1	1	0	0
f48v.5	f48	HB	10PLUS	0	10	1	B2	B3	2	1	1	0
f48v.9	f48	HB	10PLUS	0	12	0	Q2	A2	5	1	1	1
f50r.2	f50	HB	10PLUS	0	12	1	C2	B3	1	1	0	0
f50r.3	f50	HB	10PLUS	0	10	1	Q2	B3	6	1	1	1
f50r.5	f50	HB	10PLUS	0	11	0	C2	F1	3	1	1	1
f50v.1	f50	HB	10PLUS	1	10	1	Q2	B3	3	1	1	1
f50v.11	f50	HB	4	0	4	0	B2	A2	0	0	0	0
f50v.3	f50	HB	9	0	9	0	P1	B2	3	1	1	1
f55r.12	f55	HB	10PLUS	0	10	0	A1	C1	0	0	0	0
f55r.13	f55	HB	7	0	7	0	B2	F1	0	0	0	0
f55v.11	f55	HB	10PLUS	0	10	0	A2	F1	1	1	0	0
f55v.5	f55	HB	8	0	8	1	D1	B3	1	1	0	0
f66v.5	f66	HB	5	0	5	0	L1	B2	1	1	0	0
f94r.9	f94	HB	3	0	3	0	A1	A2	0	0	0	0
f94v.11	f94	HB	10PLUS	0	10	0	Q2	A2	1	1	0	0
f94v.12	f94	HB	5	0	5	0	B1	G1	0	0	0	0
f94v.4	f94	HB	7	0	7	0	B1	A2	3	1	1	1
f94v.5	f94	HB	8	1	8	1	Q2	B3	1	1	0	0
f94v.9	f94	HB	10PLUS	0	11	0	A2	A2	2	1	1	0
f95r1.1	f95	HB	9	1	9	0	Q1	F1	1	1	0	0
f95r1.2	f95	HB	10PLUS	0	12	0	A1	E2	0	0	0	0
f95r1.3	f95	HB	8	0	8	0	Q2	G1	1	1	0	0
f95r1.4	f95	HB	10PLUS	0	11	0	A2	A2	0	0	0	0
f95r1.7	f95	HB	9	0	9	1	A2	B3	2	1	1	0
f95r1.9	f95	HB	10PLUS	0	10	0	Q2	C1	3	1	1	1
f95r2.2	f95	HB	10PLUS	0	10	1	B1	B3	2	1	1	0
f95r2.3	f95	HB	10PLUS	0	10	1	Q2	B3	0	0	0	0
f95r2.4	f95	HB	6	0	6	0	B1	A2	1	1	0	0
f95r2.5	f95	HB	9	1	9	0	Q2	A2	3	1	1	1
f95r2.6	f95	HB	10PLUS	0	11	0	A2	A2	0	0	0	0
f95v1.13	f95	HB	5	0	5	0	B2	A2	1	1	0	0
f95v1.2	f95	HB	10PLUS	0	11	1	A1	B3	2	1	1	0
f95v1.5	f95	HB	4	0	4	0	A1	A2	1	1	0	0
f95v2.5	f95	HB	9	0	9	0	Q2	C1	0	0	0	0
f95v2.6	f95	HB	8	0	8	0	B1	A2	0	0	0	0
f1r.20	f1	OA	5	0	5	0	L1	A2	0	0	0	0
f1r.21	f1	OA	2	0	2	0	A1	H1	0	0	0	0
f1r.28	f1	OA	1	0	1	0	B1	G1	0	0	0	0
f1r.6	f1	OA	1	0	1	0	A2	A2	0	0	0	0
f1r.9	f1	OA	4	0	4	0	B1	A2	0	0	0	0
f100r.25	f100	OA	10PLUS	0	10	0	L1	B2	1	1	0	0
f100r.27	f100	OA	5	0	5	0	K1	A2	1	1	0	0
f100v.21	f100	OA	10PLUS	0	10	0	C2	A2	0	0	0	0
f100v.22	f100	OA	3	0	3	0	B1	A2	0	0	0	0
f102r1.11	f102	OA	8	0	8	0	B1	B2	1	1	0	0
f102r1.17	f102	OA	6	0	6	0	A2	A2	2	1	1	0
f102r1.3	f102	OA	7	1	7	0	P1	G1	0	0	0	0
f102r1.5	f102	OA	10PLUS	0	10	0	A2	F1	0	0	0	0
f102r1.8	f102	OA	8	1	8	0	P1	A2	0	0	0	0
f102v1.24	f102	OA	4	0	4	0	A2	B2	0	0	0	0
f102v2.39	f102	OA	4	0	4	0	A2	F1	0	0	0	0
f58r.12	f58	OA	9	0	9	0	L1	C1	2	1	1	0
f58r.13	f58	OA	10PLUS	0	10	0	A2	A2	2	1	1	0
f58r.18	f58	OA	10PLUS	0	10	0	B1	B2	0	0	0	0
f58r.25	f58	OA	7	0	7	0	A1	C1	0	0	0	0
f58r.28	f58	OA	9	0	9	0	A2	A2	1	1	0	0
f58r.3	f58	OA	8	0	8	0	A2	C2	0	0	0	0
f58r.30	f58	OA	10PLUS	0	10	0	A2	A2	1	1	0	0
f58r.33	f58	OA	8	0	8	0	C2	A2	1	1	0	0
f58r.36	f58	OA	7	0	7	0	C2	C1	0	0	0	0
f58r.39	f58	OA	9	0	9	1	B1	B3	0	0	0	0
f58r.7	f58	OA	10PLUS	0	10	0	C2	A2	1	1	0	0
f58v.12	f58	OA	10PLUS	0	10	0	A1	A2	0	0	0	0
f58v.18	f58	OA	10PLUS	0	10	0	Q2	B2	0	0	0	0
f58v.22	f58	OA	3	0	3	0	A1	A2	0	0	0	0
f58v.32	f58	OA	10PLUS	0	10	0	P1	A2	0	0	0	0
f58v.37	f58	OA	9	0	9	0	A1	C1	0	0	0	0
f58v.7	f58	OA	10PLUS	0	10	0	A2	A2	1	1	0	0
f58v.8	f58	OA	10PLUS	0	11	1	Q2	B3	1	1	0	0
f58v.9	f58	OA	8	0	8	0	C2	A2	0	0	0	0
f88r.22	f88	OA	6	0	6	0	A2	B2	0	0	0	0
f88r.28	f88	OA	10PLUS	0	10	0	A2	A2	0	0	0	0
f88r.30	f88	OA	7	0	7	0	A2	B2	0	0	0	0
f88r.31	f88	OA	6	0	6	1	B1	B3	0	0	0	0
f88r.9	f88	OA	10PLUS	0	11	0	A1	A2	1	1	0	0
f88v.10	f88	OA	4	0	4	0	B1	A2	0	0	0	0
f88v.16	f88	OA	9	0	9	0	A2	B2	4	1	1	1
f88v.26	f88	OA	4	0	4	0	C2	A2	0	0	0	0
f88v.8	f88	OA	9	0	9	1	D1	B3	1	1	0	0
f89r1.10	f89	OA	10PLUS	0	10	0	Q2	G1	1	1	0	0
f89r1.6	f89	OA	10PLUS	1	10	0	D1	F1	0	0	0	0
f89r1.7	f89	OA	9	0	9	0	B1	B2	2	1	1	0
f89r1.8	f89	OA	9	0	9	1	D1	B3	2	1	1	0
f89v1.12	f89	OA	2	0	2	0	D1	G1	0	0	0	0
f89v1.15	f89	OA	10PLUS	0	10	0	B1	A2	1	1	0	0
f89v1.6	f89	OA	10PLUS	0	10	0	B1	B2	1	1	0	0
f99r.18	f99	OA	10PLUS	0	10	0	D1	A2	1	1	0	0
f99r.30	f99	OA	9	0	9	0	Q2	B1	2	1	1	0
f99r.31	f99	OA	7	0	7	0	K1	B2	0	0	0	0
f99r.50	f99	OA	9	0	9	0	D1	B2	0	0	0	0
f99v.21	f99	OA	10PLUS	1	10	0	B1	B2	1	1	0	0
f99v.23	f99	OA	9	0	9	1	D1	B3	1	1	0	0
f99v.40	f99	OA	7	0	7	0	A1	A2	1	1	0	0
f99v.43	f99	OA	2	0	2	0	A2	A2	0	0	0	0
f66r.54	f66	OB	8	0	8	0	D1	A2	5	1	1	1
f66r.56	f66	OB	3	0	3	0	B1	G1	0	0	0	0
f66r.69	f66	OB	9	0	9	0	Q2	A2	1	1	0	0
f66r.70	f66	OB	10PLUS	1	11	0	Q2	A2	4	1	1	1
f66r.76	f66	OB	9	0	9	0	B1	A2	2	1	1	0
f66r.77	f66	OB	10PLUS	0	10	0	D1	A2	3	1	1	1
f66r.78	f66	OB	9	0	9	0	B1	G1	3	1	1	1
f66r.80	f66	OB	9	0	9	0	B1	C1	1	1	0	0
f66r.81	f66	OB	5	0	5	0	B2	C1	1	1	0	0
f75r.10	f75	OB	10PLUS	0	10	0	B1	A2	1	1	0	0
f75r.13	f75	OB	8	0	8	0	P1	A2	6	1	1	1
f75r.17	f75	OB	9	0	9	1	P1	B3	1	1	0	0
f75r.18	f75	OB	9	0	9	0	C2	A2	2	1	1	0
f75r.24	f75	OB	7	0	7	0	D1	B2	0	0	0	0
f75r.3	f75	OB	9	0	9	0	D1	C1	0	0	0	0
f75r.31	f75	OB	9	0	9	0	B1	A2	3	1	1	1
f75r.38	f75	OB	6	0	6	0	D1	A2	5	1	1	1
f75r.40	f75	OB	7	0	7	0	B1	A2	3	1	1	1
f75r.43	f75	OB	7	0	7	0	A2	A2	2	1	1	0
f75r.47	f75	OB	2	1	2	0	C2	A2	0	0	0	0
f75r.48	f75	OB	2	0	2	0	B1	A2	0	0	0	0
f75r.50	f75	OB	1	0	1	0	A2	A2	0	0	0	0
f75r.51	f75	OB	1	0	1	0	C2	A1	0	0	0	0
f75r.52	f75	OB	1	0	1	0	C2	A2	0	0	0	0
f75r.53	f75	OB	1	0	1	0	B1	A2	0	0	0	0
f75r.7	f75	OB	9	0	9	0	P1	A2	2	1	1	0
f75r.9	f75	OB	9	0	9	0	D1	B2	3	1	1	1
f75v.14	f75	OB	10PLUS	0	10	0	D1	A2	2	1	1	0
f75v.39	f75	OB	10PLUS	0	12	0	D1	G1	2	1	1	0
f75v.45	f75	OB	10PLUS	0	12	0	A2	A2	2	1	1	0
f75v.46	f75	OB	10PLUS	0	10	0	A2	A2	2	1	1	0
f75v.60	f75	OB	6	1	6	0	Q1	B2	4	1	1	1
f75v.67	f75	OB	4	0	4	0	A2	A2	1	1	0	0
f75v.69	f75	OB	5	0	5	0	A1	A2	2	1	1	0
f75v.70	f75	OB	4	0	4	0	D1	B2	1	1	0	0
f76r.17	f76	OB	10PLUS	0	12	0	K1	A1	2	1	1	0
f76r.19	f76	OB	10PLUS	0	11	0	B1	B2	5	1	1	1
f76r.3	f76	OB	10PLUS	0	13	0	A2	A2	3	1	1	1
f76r.30	f76	OB	10PLUS	0	12	0	B1	A2	0	0	0	0
f76r.38	f76	OB	6	0	6	0	A1	B2	0	0	0	0
f76r.48	f76	OB	10PLUS	0	10	0	C2	B2	3	1	1	1
f76r.56	f76	OB	6	0	6	0	D1	A2	1	1	0	0
f76v.11	f76	OB	10PLUS	0	10	1	K1	B3	6	1	1	1
f76v.13	f76	OB	10PLUS	0	11	0	C2	A1	7	1	1	1
f76v.14	f76	OB	10PLUS	0	10	0	D1	A2	8	1	1	1
f76v.15	f76	OB	5	0	5	0	Q2	A2	2	1	1	0
f76v.18	f76	OB	9	0	9	0	B2	A2	3	1	1	1
f76v.22	f76	OB	10PLUS	0	12	0	C2	A2	3	1	1	1
f76v.24	f76	OB	5	0	5	0	D1	A2	1	1	0	0
f76v.30	f76	OB	10PLUS	0	11	0	Q2	E2	2	1	1	0
f76v.31	f76	OB	10PLUS	0	10	0	C2	A2	1	1	0	0
f76v.32	f76	OB	10PLUS	0	10	0	Q2	A2	1	1	0	0
f76v.33	f76	OB	3	0	3	0	C2	A2	0	0	0	0
f76v.36	f76	OB	6	0	6	0	B1	A2	0	0	0	0
f76v.40	f76	OB	10PLUS	0	11	0	C2	G1	3	1	1	1
f76v.41	f76	OB	9	0	9	0	C2	A2	1	1	0	0
f76v.6	f76	OB	10PLUS	0	10	0	D1	A2	3	1	1	1
f76v.9	f76	OB	7	0	7	0	L1	A2	0	0	0	0
f77r.11	f77	OB	9	0	9	1	D1	B3	5	1	1	1
f77r.14	f77	OB	8	0	8	0	C2	A2	3	1	1	1
f77r.16	f77	OB	8	0	8	0	C2	B2	4	1	1	1
f77r.19	f77	OB	9	0	9	0	D1	A2	3	1	1	1
f77r.20	f77	OB	8	0	8	0	D1	A2	2	1	1	0
f77r.21	f77	OB	8	0	8	0	K1	A2	3	1	1	1
f77r.22	f77	OB	10PLUS	0	10	0	D1	A2	3	1	1	1
f77r.26	f77	OB	6	0	6	0	D1	A2	3	1	1	1
f77r.27	f77	OB	6	0	6	0	C2	A2	3	1	1	1
f77r.28	f77	OB	6	0	6	1	A1	B3	1	1	0	0
f77r.29	f77	OB	5	0	5	0	C2	B2	2	1	1	0
f77r.31	f77	OB	6	0	6	0	D1	A2	2	1	1	0
f77r.37	f77	OB	7	0	7	0	Q2	A2	2	1	1	0
f77r.38	f77	OB	9	1	9	0	P1	B2	3	1	1	1
f77r.39	f77	OB	7	0	7	0	A1	G1	1	1	0	0
f77r.40	f77	OB	8	0	8	0	B1	A2	2	1	1	0
f77r.44	f77	OB	8	0	8	0	L1	A2	2	1	1	0
f77r.48	f77	OB	2	0	2	0	C2	A2	0	0	0	0
f77v.12	f77	OB	10PLUS	0	11	1	B2	B3	3	1	1	1
f77v.13	f77	OB	10PLUS	0	12	0	C2	B2	3	1	1	1
f77v.15	f77	OB	3	0	3	0	D1	A2	0	0	0	0
f77v.16	f77	OB	8	1	8	0	Q2	A2	3	1	1	1
f77v.17	f77	OB	7	0	7	0	A1	B2	3	1	1	1
f77v.18	f77	OB	7	0	7	0	D1	A2	1	1	0	0
f77v.19	f77	OB	7	0	7	0	D1	B2	0	0	0	0
f77v.27	f77	OB	9	0	9	0	Q2	B2	2	1	1	0
f77v.30	f77	OB	9	0	9	0	L1	A2	2	1	1	0
f77v.34	f77	OB	8	0	8	0	C2	B1	3	1	1	1
f77v.6	f77	OB	10PLUS	1	11	0	D1	B2	6	1	1	1
f77v.8	f77	OB	10PLUS	0	10	0	D1	A2	5	1	1	1
f78r.11	f78	OB	8	0	8	0	D1	C1	3	1	1	1
f78r.12	f78	OB	8	0	8	0	B1	A2	4	1	1	1
f78r.22	f78	OB	5	0	5	0	A2	C1	1	1	0	0
f78r.24	f78	OB	5	0	5	0	D1	B2	3	1	1	1
f78r.31	f78	OB	8	0	8	0	C2	A2	4	1	1	1
f78r.32	f78	OB	9	0	9	0	D1	A2	3	1	1	1
f78r.4	f78	OB	7	0	7	1	D1	B3	5	1	1	1
f78r.8	f78	OB	8	0	8	0	B1	A2	6	1	1	1
f78r.9	f78	OB	8	0	8	0	C2	A2	4	1	1	1
f78v.11	f78	OB	10PLUS	0	10	0	D1	G1	0	0	0	0
f78v.12	f78	OB	8	0	8	0	L1	F1	0	0	0	0
f78v.14	f78	OB	8	0	8	0	D1	B2	3	1	1	1
f78v.18	f78	OB	9	0	9	0	K1	C1	2	1	1	0
f78v.19	f78	OB	7	0	7	0	B2	F1	3	1	1	1
f78v.2	f78	OB	10PLUS	0	11	0	A1	B2	6	1	1	1
f78v.21	f78	OB	8	0	8	0	K1	A2	3	1	1	1
f78v.24	f78	OB	9	0	9	0	A2	A2	4	1	1	1
f78v.25	f78	OB	9	0	9	1	Q2	B3	1	1	0	0
f78v.26	f78	OB	9	0	9	0	D1	A2	3	1	1	1
f78v.27	f78	OB	10PLUS	0	11	0	B2	G1	0	0	0	0
f78v.28	f78	OB	10PLUS	0	10	0	A1	B1	1	1	0	0
f78v.30	f78	OB	10PLUS	0	10	0	C2	A2	0	0	0	0
f78v.32	f78	OB	6	0	6	0	B2	C1	0	0	0	0
f78v.8	f78	OB	9	0	9	0	D1	F1	6	1	1	1
f79r.14	f79	OB	10PLUS	0	10	0	C2	B2	0	0	0	0
f79r.16	f79	OB	9	0	9	1	L1	B3	1	1	0	0
f79r.17	f79	OB	10PLUS	0	11	0	D1	B2	0	0	0	0
f79r.18	f79	OB	10PLUS	0	10	1	C2	B3	0	0	0	0
f79r.24	f79	OB	8	0	8	0	D1	A2	3	1	1	1
f79r.25	f79	OB	8	0	8	0	K1	A2	1	1	0	0
f79r.26	f79	OB	8	1	8	0	P1	A2	4	1	1	1
f79r.29	f79	OB	9	0	9	0	B2	A2	1	1	0	0
f79r.34	f79	OB	6	0	6	0	B2	A2	1	1	0	0
f79r.38	f79	OB	4	0	4	0	P1	A2	0	0	0	0
f79r.4	f79	OB	10PLUS	0	11	0	Q2	B2	0	0	0	0
f79r.41	f79	OB	9	0	9	0	D1	A2	2	1	1	0
f79r.7	f79	OB	10PLUS	1	10	0	P1	C1	1	1	0	0
f79r.8	f79	OB	9	0	9	0	D1	A1	2	1	1	0
f79r.9	f79	OB	9	0	9	1	C2	B3	2	1	1	0
f79v.10	f79	OB	7	1	7	0	P1	A2	3	1	1	1
f79v.12	f79	OB	8	1	8	0	P1	A2	7	1	1	1
f79v.13	f79	OB	9	0	9	0	B1	C1	2	1	1	0
f79v.15	f79	OB	8	0	8	0	A2	F1	2	1	1	0
f79v.16	f79	OB	9	0	9	0	B1	A2	2	1	1	0
f79v.17	f79	OB	10PLUS	0	10	1	D1	B3	0	0	0	0
f79v.2	f79	OB	7	0	7	0	D1	A2	1	1	0	0
f79v.21	f79	OB	9	0	9	0	B1	C1	2	1	1	0
f79v.25	f79	OB	9	0	9	0	D1	B2	2	1	1	0
f79v.26	f79	OB	9	0	9	0	A2	A2	2	1	1	0
f79v.28	f79	OB	8	1	8	0	P1	A2	2	1	1	0
f79v.35	f79	OB	10PLUS	0	11	0	D1	E2	1	1	0	0
f79v.36	f79	OB	5	0	5	0	A2	A2	0	0	0	0
f79v.39	f79	OB	10PLUS	0	10	0	D1	A2	1	1	0	0
f79v.40	f79	OB	10PLUS	0	10	0	D1	B2	1	1	0	0
f79v.8	f79	OB	8	0	8	0	A2	B2	4	1	1	1
f80r.14	f80	OB	10PLUS	0	12	0	C2	B2	0	0	0	0
f80r.15	f80	OB	10PLUS	0	10	0	D1	A2	3	1	1	1
f80r.16	f80	OB	10PLUS	0	11	0	C2	A2	3	1	1	1
f80r.18	f80	OB	10PLUS	0	11	1	P1	B3	1	1	0	0
f80r.20	f80	OB	10PLUS	0	11	1	D1	B3	2	1	1	0
f80r.21	f80	OB	10PLUS	0	11	0	L1	A2	1	1	0	0
f80r.27	f80	OB	10PLUS	0	10	0	B2	C1	0	0	0	0
f80r.31	f80	OB	8	0	8	0	D1	A2	1	1	0	0
f80r.33	f80	OB	8	0	8	0	C2	B2	0	0	0	0
f80r.36	f80	OB	10PLUS	0	11	1	D1	B3	0	0	0	0
f80r.40	f80	OB	7	1	7	0	Q2	A2	2	1	1	0
f80r.43	f80	OB	8	0	8	0	C2	A2	0	0	0	0
f80r.45	f80	OB	8	0	8	1	A1	B3	1	1	0	0
f80r.51	f80	OB	10PLUS	0	11	1	Q2	B3	0	0	0	0
f80v.16	f80	OB	10PLUS	0	11	0	K1	B2	2	1	1	0
f80v.18	f80	OB	6	0	6	0	A2	F1	2	1	1	0
f80v.22	f80	OB	8	0	8	0	B1	A2	2	1	1	0
f80v.24	f80	OB	10PLUS	0	10	0	A2	G1	1	1	0	0
f80v.25	f80	OB	10PLUS	0	10	0	B2	C1	1	1	0	0
f80v.29	f80	OB	5	0	5	0	D1	B2	0	0	0	0
f80v.3	f80	OB	7	0	7	0	C2	B2	2	1	1	0
f80v.33	f80	OB	8	0	8	1	D1	B3	2	1	1	0
f80v.34	f80	OB	9	0	9	0	B1	A2	1	1	0	0
f80v.35	f80	OB	10PLUS	0	12	0	Q2	A2	0	0	0	0
f80v.37	f80	OB	4	0	4	0	P1	A2	2	1	1	0
f80v.44	f80	OB	2	0	2	0	D1	B2	0	0	0	0
f80v.6	f80	OB	9	0	9	0	Q2	A2	3	1	1	1
f80v.7	f80	OB	8	1	8	0	P1	A2	1	1	0	0
f81r.10	f81	OB	6	0	6	0	K1	A2	1	1	0	0
f81r.12	f81	OB	6	0	6	0	A2	A2	3	1	1	1
f81r.15	f81	OB	5	0	5	0	C2	A2	2	1	1	0
f81r.20	f81	OB	7	0	7	0	D1	A2	1	1	0	0
f81r.21	f81	OB	7	0	7	0	B1	B2	1	1	0	0
f81r.22	f81	OB	9	0	9	0	D1	A2	0	0	0	0
f81r.28	f81	OB	7	0	7	0	D1	B2	1	1	0	0
f81r.31	f81	OB	10PLUS	0	11	0	C2	H1	4	1	1	1
f81r.4	f81	OB	7	0	7	0	B1	B2	2	1	1	0
f81r.6	f81	OB	7	0	7	0	C2	B2	0	0	0	0
f81r.8	f81	OB	6	0	6	0	P1	A2	1	1	0	0
f81r.9	f81	OB	4	0	4	0	D1	A2	2	1	1	0
f81v.17	f81	OB	9	0	9	0	C2	B2	3	1	1	1
f81v.18	f81	OB	10PLUS	0	10	0	D1	A2	4	1	1	1
f81v.2	f81	OB	10PLUS	0	12	0	D1	B2	1	1	0	0
f81v.21	f81	OB	9	0	9	0	B2	C1	2	1	1	0
f81v.24	f81	OB	10PLUS	0	10	0	A2	A2	3	1	1	1
f81v.27	f81	OB	7	0	7	0	B1	B2	3	1	1	1
f81v.7	f81	OB	9	0	9	0	A1	B2	1	1	0	0
f82r.19	f82	OB	5	0	5	0	A1	A2	1	1	0	0
f82r.2	f82	OB	8	0	8	0	B1	B1	3	1	1	1
f82r.23	f82	OB	9	0	9	0	K1	C1	2	1	1	0
f82r.26	f82	OB	9	0	9	0	Q2	A2	1	1	0	0
f82r.27	f82	OB	8	0	8	0	P1	A2	6	1	1	1
f82r.3	f82	OB	6	0	6	0	D1	G1	1	1	0	0
f82r.4	f82	OB	8	0	8	0	D1	A2	1	1	0	0
f82r.7	f82	OB	9	0	9	0	B1	A2	3	1	1	1
f82v.13	f82	OB	8	0	8	0	Q2	A2	2	1	1	0
f82v.18	f82	OB	10PLUS	0	10	0	A2	A2	5	1	1	1
f82v.25	f82	OB	8	0	8	0	D1	B2	1	1	0	0
f82v.27	f82	OB	6	0	6	0	D1	A2	1	1	0	0
f82v.28	f82	OB	8	1	8	0	Q2	A2	0	0	0	0
f82v.29	f82	OB	8	0	8	0	B1	C1	3	1	1	1
f82v.34	f82	OB	9	0	9	0	A2	F1	0	0	0	0
f82v.35	f82	OB	10PLUS	0	10	1	U2	B3	1	1	0	0
f82v.38	f82	OB	4	0	4	0	P1	A2	1	1	0	0
f82v.5	f82	OB	9	1	9	0	Q2	A2	2	1	1	0
f82v.8	f82	OB	10PLUS	0	10	0	D1	A2	2	1	1	0
f82v.9	f82	OB	9	0	9	0	C2	A2	4	1	1	1
f83r.11	f83	OB	10PLUS	0	10	0	C2	A1	4	1	1	1
f83r.14	f83	OB	10PLUS	0	10	0	D1	A2	5	1	1	1
