locus	physical_folio	register	hand	group_index	group_count	token	wrapper	residual_host	base_host	inner_d	field_position	late_half	field_start	preclose_or_close	after_dy	before_dy	physical_line_end
f105r.18	f105	SB	3	7	12	chdaiin	ch	daiin	aiin	1	PRECLOSE	1	0	1	0	1	0
f105r.18	f105	SB	3	9	12	cheoty	che	oty	oty	0	FIELD_START	1	1	0	1	1	0
f105r.21	f105	SB	3	8	11	shody	sh	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f105r.21	f105	SB	3	11	11	chekaim	che	kaim	kaim	0	OPEN_FIELD_END	1	0	0	0	0	1
f105r.24	f105	SB	3	8	13	chpaiikey	ch	paiikey	paiikey	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.24	f105	SB	3	9	13	sheo	sh	eo	eo	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.25	f105	SB	3	2	6	cheodkedy	che	odke	odke	0	SINGLE	0	0	0	1	0	0
f105r.27	f105	SB	3	2	7	cho	ch	o	o	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.27	f105	SB	3	6	7	cheesy	che	esy	esy	0	PRECLOSE	1	0	1	0	1	0
f105r.34	f105	SB	3	3	11	cheky	che	ky	ky	0	FIELD_INTERNAL	0	0	0	0	0	0
f105r.8	f105	SB	3	1	11	sheey	sh	eey	eey	0	FIELD_START	0	1	0	0	0	0
f105v.16	f105	SB	3	2	12	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.16	f105	SB	3	4	12	chl	ch	l	l	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.16	f105	SB	3	10	12	chodaiin	ch	odaiin	odaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.18	f105	SB	3	2	10	chedaiin	che	daiin	aiin	1	FIELD_INTERNAL	0	0	0	0	0	0
f105v.18	f105	SB	3	4	10	cholkal	ch	olkal	olkal	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.22	f105	SB	3	2	6	cheodaiin	che	odaiin	odaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.22	f105	SB	3	3	6	chedal	che	dal	al	1	FIELD_INTERNAL	0	0	0	0	0	0
f105v.22	f105	SB	3	6	6	cheey	che	ey	ey	0	OPEN_FIELD_END	1	0	0	0	0	1
f105v.26	f105	SB	3	2	12	sheeodees	sh	eeodees	eeodees	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.26	f105	SB	3	8	12	chedor	che	dor	or	1	FIELD_INTERNAL	1	0	0	0	0	0
f105v.26	f105	SB	3	10	12	chs	ch	s	s	0	FIELD_INTERNAL	1	0	0	0	0	0
f105v.37	f105	SB	3	3	12	sheo	sh	eo	eo	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.37	f105	SB	3	6	12	chs	ch	s	s	0	FIELD_INTERNAL	0	0	0	0	0	0
f105v.37	f105	SB	3	9	12	sheeey	sh	eeey	eeey	0	FIELD_START	1	1	0	1	0	0
f105v.4	f105	SB	3	4	8	chdor	ch	dor	or	1	FIELD_START	0	1	0	1	0	0
f105v.4	f105	SB	3	8	8	chedaiin	che	daiin	aiin	1	OPEN_FIELD_END	1	0	0	0	0	1
f106r.10	f106	SB	3	4	9	cheoly	che	oly	oly	0	PRECLOSE	0	0	1	0	1	0
f106r.11	f106	SB	3	3	12	cheol	che	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.11	f106	SB	3	5	12	cheokey	che	okey	okey	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.11	f106	SB	3	7	12	chokar	ch	okar	okar	0	FIELD_INTERNAL	1	0	0	0	0	0
f106r.11	f106	SB	3	8	12	cholky	ch	olky	olky	0	FIELD_INTERNAL	1	0	0	0	0	0
f106r.18	f106	SB	3	7	11	sheopchy	sh	eopchy	eopchy	0	FIELD_INTERNAL	1	0	0	0	0	0
f106r.20	f106	SB	3	2	10	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.20	f106	SB	3	4	10	shaiin	sh	aiin	aiin	0	PRECLOSE	0	0	1	0	1	0
f106r.20	f106	SB	3	8	10	cheodal	che	odal	odal	0	PRECLOSE	1	0	1	0	1	0
f106r.23	f106	SB	3	6	10	shecphy	sh	ecphy	ecphy	0	FIELD_START	1	1	0	1	0	0
f106r.33	f106	SB	3	2	9	chokaiin	ch	okaiin	okaiin	0	PRECLOSE	0	0	1	0	1	0
f106r.33	f106	SB	3	3	9	sheody	sh	eo	eo	0	FIELD_CLOSE	0	0	1	0	1	0
f106r.33	f106	SB	3	4	9	chody	ch	o	o	0	SINGLE	0	0	0	1	0	0
f106r.35	f106	SB	3	2	5	choky	ch	oky	oky	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.36	f106	SB	3	3	10	sheodal	sh	eodal	eodal	0	PRECLOSE	0	0	1	0	1	0
f106r.36	f106	SB	3	10	10	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	1
f106r.40	f106	SB	3	1	11	shaiin	sh	aiin	aiin	0	FIELD_START	0	1	0	0	0	0
f106r.40	f106	SB	3	4	11	sheey	sh	eey	eey	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.40	f106	SB	3	6	11	sheedy	sh	ee	ee	0	FIELD_CLOSE	1	0	1	0	1	0
f106r.40	f106	SB	3	7	11	shedy	sh	e	e	0	SINGLE	1	0	0	1	0	0
f106r.40	f106	SB	3	11	11	chdaldy	ch	dal	al	1	FIELD_CLOSE	1	0	1	0	0	1
f106r.44	f106	SB	3	5	10	chealol	che	alol	alol	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.44	f106	SB	3	6	10	chlchd	ch	lchd	lchd	0	FIELD_INTERNAL	1	0	0	0	0	0
f106r.9	f106	SB	3	2	7	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.9	f106	SB	3	4	7	chocphol	ch	ocphol	ocphol	0	PRECLOSE	1	0	1	0	1	0
f106v.10	f106	SB	3	2	7	cheol	che	ol	ol	0	FIELD_START	0	1	0	1	0	0
f106v.18	f106	SB	3	7	10	shdar	sh	dar	ar	1	PRECLOSE	1	0	1	0	1	0
f106v.25	f106	SB	3	2	6	sheol	sh	eol	eol	0	FIELD_INTERNAL	0	0	0	0	0	0
f106v.25	f106	SB	3	3	6	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f106v.25	f106	SB	3	4	6	shar	sh	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.25	f106	SB	3	5	6	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.34	f106	SB	3	5	12	shcthy	sh	cthy	cthy	0	FIELD_INTERNAL	0	0	0	0	0	0
f106v.36	f106	SB	3	2	4	sheedy	sh	ee	ee	0	FIELD_CLOSE	0	0	1	0	0	0
f106v.36	f106	SB	3	4	4	cholkaiin	ch	olkaiin	olkaiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f106v.4	f106	SB	3	4	8	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	0	0	0	0	0	0
f106v.4	f106	SB	3	6	8	chdal	ch	dal	al	1	FIELD_INTERNAL	1	0	0	0	0	0
f106v.4	f106	SB	3	7	8	chdam	ch	dam	am	1	FIELD_INTERNAL	1	0	0	0	0	0
f106v.4	f106	SB	3	8	8	charam	ch	aram	aram	0	OPEN_FIELD_END	1	0	0	0	0	1
f106v.46	f106	SB	3	3	11	cheokaiin	che	okaiin	okaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f106v.46	f106	SB	3	6	11	chkaiin	ch	kaiin	kaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.46	f106	SB	3	10	11	cheoar	che	oar	oar	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.46	f106	SB	3	11	11	chos	ch	os	os	0	OPEN_FIELD_END	1	0	0	0	0	1
f106v.5	f106	SB	3	4	12	shypchedy	sh	ypche	ypche	0	FIELD_CLOSE	0	0	1	0	0	0
f106v.5	f106	SB	3	8	12	chepar	che	par	par	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.8	f106	SB	3	2	5	cheo	che	o	o	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.13	f107	SB	3	3	10	sheky	sh	eky	eky	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.13	f107	SB	3	6	10	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f107r.13	f107	SB	3	9	10	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f107r.19	f107	SB	3	4	12	sheey	sh	eey	eey	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.19	f107	SB	3	7	12	cholal	ch	olal	olal	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.19	f107	SB	3	9	12	cheeody	che	eo	eo	0	FIELD_CLOSE	1	0	1	0	0	0
f107r.19	f107	SB	3	11	12	cheodaiin	che	odaiin	odaiin	0	PRECLOSE	1	0	1	0	1	0
f107r.2	f107	SB	3	4	13	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f107r.2	f107	SB	3	8	13	cheockhy	che	ockhy	ockhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.23	f107	SB	3	1	3	chodaiin	ch	odaiin	odaiin	0	FIELD_START	0	1	0	0	0	0
f107r.23	f107	SB	3	2	3	shar	sh	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.23	f107	SB	3	3	3	chodaiin	ch	odaiin	odaiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f107r.25	f107	SB	3	2	11	chal	ch	al	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.25	f107	SB	3	6	11	chody	ch	o	o	0	FIELD_CLOSE	1	0	1	0	1	0
f107r.25	f107	SB	3	9	11	char	ch	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.25	f107	SB	3	10	11	chdalal	ch	dalal	alal	1	FIELD_INTERNAL	1	0	0	0	0	0
f107r.33	f107	SB	3	2	11	chekain	che	kain	kain	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.33	f107	SB	3	3	11	cheo	che	o	o	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.33	f107	SB	3	8	11	chky	ch	ky	ky	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.35	f107	SB	3	2	11	shl	sh	l	l	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.46	f107	SB	3	2	12	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.46	f107	SB	3	6	12	cheor	che	or	or	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.5	f107	SB	3	8	10	chokchedy	ch	okche	okche	0	FIELD_CLOSE	1	0	1	0	0	0
f107r.7	f107	SB	3	2	6	cheotchey	che	otchey	otchey	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.7	f107	SB	3	4	6	chckhy	ch	ckhy	ckhy	0	PRECLOSE	1	0	1	0	1	0
f107v.11	f107	SB	3	3	10	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f107v.11	f107	SB	3	5	10	chky	ch	ky	ky	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.12	f107	SB	3	3	11	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.12	f107	SB	3	6	11	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f107v.12	f107	SB	3	9	11	choty	ch	oty	oty	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.15	f107	SB	3	6	9	chkal	ch	kal	kal	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.15	f107	SB	3	8	9	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.17	f107	SB	3	4	11	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.17	f107	SB	3	8	11	cheol	che	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.18	f107	SB	3	6	10	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.2	f107	SB	3	5	13	chkal	ch	kal	kal	0	PRECLOSE	0	0	1	0	1	0
f107v.20	f107	SB	3	6	10	chpal	ch	pal	pal	0	PRECLOSE	1	0	1	0	1	0
f107v.20	f107	SB	3	7	10	cheody	che	o	o	0	FIELD_CLOSE	1	0	1	0	1	0
f107v.24	f107	SB	3	3	5	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.35	f107	SB	3	4	10	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.35	f107	SB	3	6	10	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f107v.4	f107	SB	3	2	7	cheky	che	ky	ky	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.4	f107	SB	3	5	7	shocthy	sh	octhy	octhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.40	f107	SB	3	1	6	chokeey	ch	okeey	okeey	0	FIELD_START	0	1	0	0	0	0
f107v.7	f107	SB	3	2	4	cheockhy	che	ockhy	ockhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.7	f107	SB	3	3	4	chain	ch	ain	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f108r.22	f108	SB	3	2	12	shol	sh	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.22	f108	SB	3	7	12	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f108r.26	f108	SB	3	11	11	chalkeedy	ch	alkee	alkee	0	FIELD_CLOSE	1	0	1	0	0	1
f108r.30	f108	SB	3	2	8	chedal	che	dal	al	1	PRECLOSE	0	0	1	0	1	0
f108r.30	f108	SB	3	3	8	chokedy	ch	oke	oke	0	FIELD_CLOSE	0	0	1	0	0	0
f108r.34	f108	SB	3	2	4	chckhy	ch	ckhy	ckhy	0	PRECLOSE	0	0	1	0	1	0
f108r.35	f108	SB	3	4	10	chdar	ch	dar	ar	1	PRECLOSE	0	0	1	0	1	0
f108r.35	f108	SB	3	5	10	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	1	0
f108r.35	f108	SB	3	8	10	cheedy	che	e	e	0	FIELD_CLOSE	1	0	1	0	1	0
f108r.36	f108	SB	3	4	9	cheedar	che	edar	edar	0	FIELD_START	0	1	0	1	1	0
f108r.36	f108	SB	3	8	9	chedal	che	dal	al	1	FIELD_INTERNAL	1	0	0	0	0	0
f108r.38	f108	SB	3	2	6	cheedy	che	e	e	0	SINGLE	0	0	0	1	1	0
f108r.44	f108	SB	3	4	6	charam	ch	aram	aram	0	FIELD_INTERNAL	1	0	0	0	0	0
f108r.44	f108	SB	3	6	6	cheody	che	o	o	0	FIELD_CLOSE	1	0	1	0	0	1
f108r.6	f108	SB	3	2	13	cheol	che	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.6	f108	SB	3	7	13	sheoky	sh	eoky	eoky	0	FIELD_START	1	1	0	1	1	0
f108r.6	f108	SB	3	11	13	chdar	ch	dar	ar	1	FIELD_INTERNAL	1	0	0	0	0	0
f108r.8	f108	SB	3	3	12	shokeedar	sh	okeedar	okeedar	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.8	f108	SB	3	6	12	chokchy	ch	okchy	okchy	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.12	f108	SB	3	2	12	sheckhy	sh	eckhy	eckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.12	f108	SB	3	4	12	sheey	sh	eey	eey	0	PRECLOSE	0	0	1	0	1	0
f108v.12	f108	SB	3	8	12	shok	sh	ok	ok	0	FIELD_START	1	1	0	1	0	0
f108v.17	f108	SB	3	5	11	sheol	sh	eol	eol	0	PRECLOSE	0	0	1	0	1	0
f108v.24	f108	SB	3	2	12	chekeek	che	keek	keek	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.24	f108	SB	3	3	12	checkhy	che	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.24	f108	SB	3	8	12	sheey	sh	eey	eey	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.37	f108	SB	3	2	11	sheor	sh	eor	eor	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.37	f108	SB	3	3	11	sheey	sh	eey	eey	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.37	f108	SB	3	4	11	sheckhey	sh	eckhey	eckhey	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.37	f108	SB	3	7	11	shey	sh	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.37	f108	SB	3	9	11	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f108v.38	f108	SB	3	7	10	sheckhy	sh	eckhy	eckhy	0	FIELD_START	1	1	0	1	1	0
f108v.40	f108	SB	3	2	10	sheeal	sh	eeal	eeal	0	PRECLOSE	0	0	1	0	1	0
f108v.43	f108	SB	3	1	9	shodain	sh	odain	odain	0	FIELD_START	0	1	0	0	0	0
f108v.43	f108	SB	3	2	9	cheal	che	al	al	0	PRECLOSE	0	0	1	0	1	0
f108v.43	f108	SB	3	3	9	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f108v.43	f108	SB	3	6	9	cheolkeedy	che	olkee	olkee	0	FIELD_CLOSE	1	0	1	0	0	0
f108v.43	f108	SB	3	7	9	cheol	che	ol	ol	0	FIELD_START	1	1	0	1	0	0
f108v.43	f108	SB	3	8	9	chedytey	che	dytey	ytey	1	FIELD_INTERNAL	1	0	0	0	0	0
f108v.47	f108	SB	3	3	10	shedain	sh	edain	edain	0	PRECLOSE	0	0	1	0	1	0
f108v.49	f108	SB	3	3	12	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.49	f108	SB	3	5	12	cheal	che	al	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.49	f108	SB	3	6	12	cheol	che	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.49	f108	SB	3	10	12	checkhedy	che	ckhe	ckhe	0	FIELD_CLOSE	1	0	1	0	0	0
f108v.50	f108	SB	3	3	12	cheol	che	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.50	f108	SB	3	7	12	checkhy	che	ckhy	ckhy	0	FIELD_START	1	1	0	1	0	0
f108v.52	f108	SB	3	2	11	cheol	che	ol	ol	0	PRECLOSE	0	0	1	0	1	0
f108v.52	f108	SB	3	7	11	cheal	che	al	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.1	f111	SB	3	2	11	shar	sh	ar	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f111r.1	f111	SB	3	4	11	chepchedy	che	pche	pche	0	FIELD_CLOSE	0	0	1	0	0	0
f111r.1	f111	SB	3	5	11	chetalshy	che	talshy	talshy	0	FIELD_START	0	1	0	1	0	0
f111r.1	f111	SB	3	6	11	sheek	sh	eek	eek	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.1	f111	SB	3	7	11	shear	sh	ear	ear	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.1	f111	SB	3	8	11	shey	sh	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.1	f111	SB	3	11	11	shey	sh	ey	ey	0	OPEN_FIELD_END	1	0	0	0	0	1
f111r.10	f111	SB	3	2	12	shekain	sh	ekain	ekain	0	PRECLOSE	0	0	1	0	1	0
f111r.10	f111	SB	3	3	12	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f111r.12	f111	SB	3	10	11	shedam	sh	edam	edam	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.12	f111	SB	3	11	11	cheam	che	am	am	0	OPEN_FIELD_END	1	0	0	0	0	1
f111r.17	f111	SB	3	9	12	chekeedy	che	kee	kee	0	FIELD_CLOSE	1	0	1	0	0	0
f111r.23	f111	SB	3	2	10	sheeckhy	sh	eeckhy	eeckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f111r.23	f111	SB	3	8	10	shekal	sh	ekal	ekal	0	PRECLOSE	1	0	1	0	1	0
f111r.29	f111	SB	3	3	13	chckhy	ch	ckhy	ckhy	0	FIELD_START	0	1	0	1	0	0
f111r.29	f111	SB	3	7	13	chr	ch	r	r	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.41	f111	SB	3	3	10	cheody	che	o	o	0	FIELD_CLOSE	0	0	1	0	0	0
f111r.48	f111	SB	3	4	10	shecthy	sh	ecthy	ecthy	0	PRECLOSE	0	0	1	0	1	0
f111r.48	f111	SB	3	6	10	chckhy	ch	ckhy	ckhy	0	FIELD_START	1	1	0	1	0	0
f111r.48	f111	SB	3	8	10	cheal	che	al	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.48	f111	SB	3	9	10	chepcham	che	pcham	pcham	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.5	f111	SB	3	2	7	sheekshy	sh	eekshy	eekshy	0	FIELD_INTERNAL	0	0	0	0	0	0
f111r.5	f111	SB	3	4	7	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f111r.5	f111	SB	3	5	7	chokchey	ch	okchey	okchey	0	FIELD_START	1	1	0	1	0	0
f111r.54	f111	SB	3	2	6	chckhaiin	ch	ckhaiin	ckhaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f111r.6	f111	SB	3	2	13	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f111r.6	f111	SB	3	6	13	shed	sh	ed	ed	0	PRECLOSE	0	0	1	0	1	0
f111r.7	f111	SB	3	3	13	checthey	che	cthey	cthey	0	PRECLOSE	0	0	1	0	1	0
f111r.7	f111	SB	3	6	13	chol	ch	ol	ol	0	FIELD_START	0	1	0	1	0	0
f111r.7	f111	SB	3	7	13	sheeol	sh	eeol	eeol	0	PRECLOSE	1	0	1	0	1	0
f111r.8	f111	SB	3	3	12	chedain	che	dain	ain	1	FIELD_INTERNAL	0	0	0	0	0	0
f111r.8	f111	SB	3	5	12	cheedy	che	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f111r.8	f111	SB	3	8	12	chckhhy	ch	ckhhy	ckhhy	0	FIELD_START	1	1	0	1	1	0
f111v.17	f111	SB	3	2	12	shey	sh	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.17	f111	SB	3	4	12	sheey	sh	eey	eey	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.17	f111	SB	3	6	12	chkal	ch	kal	kal	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.17	f111	SB	3	7	12	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.17	f111	SB	3	11	12	she	sh	e	e	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.19	f111	SB	3	2	11	cheal	che	al	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.19	f111	SB	3	5	11	shey	sh	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.19	f111	SB	3	7	11	char	ch	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.19	f111	SB	3	8	11	shcthey	sh	cthey	cthey	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.20	f111	SB	3	1	11	shain	sh	ain	ain	0	FIELD_START	0	1	0	0	0	0
f111v.20	f111	SB	3	3	11	shar	sh	ar	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.20	f111	SB	3	8	11	shcthy	sh	cthy	cthy	0	PRECLOSE	1	0	1	0	1	0
f111v.21	f111	SB	3	7	15	cheey	che	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.21	f111	SB	3	10	15	cheokain	che	okain	okain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.21	f111	SB	3	11	15	sheo	sh	eo	eo	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.21	f111	SB	3	14	15	chear	che	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.24	f111	SB	3	1	11	cheodain	che	odain	odain	0	FIELD_START	0	1	0	0	0	0
f111v.24	f111	SB	3	7	11	shckhy	sh	ckhy	ckhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.24	f111	SB	3	11	11	chctham	ch	ctham	ctham	0	OPEN_FIELD_END	1	0	0	0	0	1
f111v.30	f111	SB	3	1	11	shokar	sh	okar	okar	0	FIELD_START	0	1	0	0	0	0
f111v.30	f111	SB	3	3	11	sheekain	sh	eekain	eekain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.30	f111	SB	3	5	11	chechey	che	chey	chey	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.31	f111	SB	3	3	12	chekain	che	kain	kain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.31	f111	SB	3	4	12	cheal	che	al	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.31	f111	SB	3	10	12	chal	ch	al	al	0	PRECLOSE	1	0	1	0	1	0
f111v.35	f111	SB	3	3	12	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.35	f111	SB	3	8	12	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f111v.35	f111	SB	3	9	12	chkeey	ch	keey	keey	0	FIELD_START	1	1	0	1	0	0
f111v.39	f111	SB	3	4	11	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.39	f111	SB	3	8	11	shey	sh	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.40	f111	SB	3	3	9	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.40	f111	SB	3	4	9	chokain	ch	okain	okain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.40	f111	SB	3	5	9	chckhal	ch	ckhal	ckhal	0	PRECLOSE	1	0	1	0	1	0
f111v.40	f111	SB	3	6	9	sheckhedy	sh	eckhe	eckhe	0	FIELD_CLOSE	1	0	1	0	0	0
f111v.44	f111	SB	3	3	5	cheeal	che	eal	eal	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.5	f111	SB	3	10	12	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f111v.50	f111	SB	3	1	12	shaiin	sh	aiin	aiin	0	FIELD_START	0	1	0	0	0	0
f111v.50	f111	SB	3	7	12	chees	che	es	es	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.11	f112	SB	3	8	8	chotyr	ch	otyr	otyr	0	SINGLE	1	0	0	1	0	1
f112r.13	f112	SB	3	4	10	ches	che	s	s	0	FIELD_INTERNAL	0	0	0	0	0	0
f112r.13	f112	SB	3	8	10	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.18	f112	SB	3	8	10	chody	ch	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f112r.18	f112	SB	3	10	10	cham	ch	am	am	0	OPEN_FIELD_END	1	0	0	0	0	1
f112r.2	f112	SB	3	7	8	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.20	f112	SB	3	4	11	cheol	che	ol	ol	0	PRECLOSE	0	0	1	0	1	0
f112r.25	f112	SB	3	2	11	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f112r.25	f112	SB	3	7	11	chor	ch	or	or	0	FIELD_START	1	1	0	1	0	0
f112r.25	f112	SB	3	9	11	cheety	che	ety	ety	0	FIELD_INTERNAL	1	0	0	0	0	0
