page	physical_folio	feature	feature_class	source_field	matched_rule	source_field_sha256	source_url	raw_human_description	provenance	claim_state
f43v	f43	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43v	f43	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43v	f43	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43v	f43	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: explicitly multiple plants	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43v	f43	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	BROAD_CALYX	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta broad-many-fingered-calyx tag	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta root-platform tag	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta all-leaves-one-side tag	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46r	f46	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	de302cde879feffc5aa057cba1d2ff05ff816a180b2e43fa3e4691852b7bf0ac	https://www.voynich.nu/q06/index.html#f46r	This page has 15 text items (loci), as follows: 15 lines of standard text in paragraphs; || There are 15 lines of text in four paragraphs in tiny writing, all above the plant drawings. || Currier language: B RZ language: C (page) / Bs (folio) / Bs (bifolio) LFD hand: 2 || Browse interlinear transliteration of f46r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46v	f46	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	2e23289bb2a06dc2cf7f54d4316f42e7c196d4c63e2af45507f15a6907cf2b6c	https://www.voynich.nu/q06/index.html#f46v	Root shapped like a heraldic eagle. Four large green leaves, and an array of flower along a spiralling stem. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46v	f46	BROAD_CALYX	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta broad-many-fingered-calyx tag	2e23289bb2a06dc2cf7f54d4316f42e7c196d4c63e2af45507f15a6907cf2b6c	https://www.voynich.nu/q06/index.html#f46v	Root shapped like a heraldic eagle. Four large green leaves, and an array of flower along a spiralling stem. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f46v	f46	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	2e23289bb2a06dc2cf7f54d4316f42e7c196d4c63e2af45507f15a6907cf2b6c	https://www.voynich.nu/q06/index.html#f46v	Root shapped like a heraldic eagle. Four large green leaves, and an array of flower along a spiralling stem. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48r	f48	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	0c5cc0d0763853553f3a9b98448185394352abc883a92cb666a50bfe4bc49dcc	https://www.voynich.nu/q06/index.html#f48r	Plant drawing, with only the leaves painted green. Looks unfinished. || This appears to be the same plant as shown in fragment 61 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48r	f48	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	0c5cc0d0763853553f3a9b98448185394352abc883a92cb666a50bfe4bc49dcc	https://www.voynich.nu/q06/index.html#f48r	Plant drawing, with only the leaves painted green. Looks unfinished. || This appears to be the same plant as shown in fragment 61 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48r	f48	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	0c5cc0d0763853553f3a9b98448185394352abc883a92cb666a50bfe4bc49dcc	https://www.voynich.nu/q06/index.html#f48r	Plant drawing, with only the leaves painted green. Looks unfinished. || This appears to be the same plant as shown in fragment 61 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48r	f48	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	d04964ba7b264e665f539bcf3e73fdfb0d1cfd2566d20919a0d0a81fdb9a7b41	https://www.voynich.nu/q06/index.html#f48r	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs, of which 1 is centred and 1 is right-justified; || There are 9 lines of text in a single paragraph, above the plant drawing. || Currier language: B RZ language: Bs (page) / B (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f48r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48v	f48	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	103aed6a95c966099adcf6ce84eb874160aea618ab95f757986081f8edf240e6	https://www.voynich.nu/q06/index.html#f48v	Two of the same plants crossing at the root. Leaves painted green, and flowers blue and yellow. || This appears to be the same plant as shown in fragment 54 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48v	f48	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	103aed6a95c966099adcf6ce84eb874160aea618ab95f757986081f8edf240e6	https://www.voynich.nu/q06/index.html#f48v	Two of the same plants crossing at the root. Leaves painted green, and flowers blue and yellow. || This appears to be the same plant as shown in fragment 54 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48v	f48	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: explicitly multiple plants	103aed6a95c966099adcf6ce84eb874160aea618ab95f757986081f8edf240e6	https://www.voynich.nu/q06/index.html#f48v	Two of the same plants crossing at the root. Leaves painted green, and flowers blue and yellow. || This appears to be the same plant as shown in fragment 54 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48v	f48	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	103aed6a95c966099adcf6ce84eb874160aea618ab95f757986081f8edf240e6	https://www.voynich.nu/q06/index.html#f48v	Two of the same plants crossing at the root. Leaves painted green, and flowers blue and yellow. || This appears to be the same plant as shown in fragment 54 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup'	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f48v	f48	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	text_description	LITERAL: avoid	8da39d3b1397d6c4413fe736b48895111b0cf9b02b258b36a6a5afde725bdc8c	https://www.voynich.nu/q06/index.html#f48v	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs, near the top of the page, carefully avoiding the drawing. || Currier language: B RZ language: B- (page) / B (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f48v	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f50r	f50	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	d6e3ee2d7897137a5bc5df602999dd2d9afcc158fe3bd985fdc6bc50cea17e64	https://www.voynich.nu/q07/index.html#f50r	Plant drawing with leaves painted green around blue centres, and an over-sized flower. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f50r	f50	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	0cbaba3b4e06f3cc938eafac81416e662d44e71fdc4d28bc75f13ff61c596ddb	https://www.voynich.nu/q07/index.html#f50r	This page has 10 text items (loci), as follows: 10 lines of standard text in paragraphs. || The text is in a single paragraph, all above the dawing. || Currier language: B RZ language: C (page) / Bs (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f50r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f50v	f50	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	dae34ff9b3c712c673689b7862fc406b05287cab57c4011e5e612fbff35ca02d	https://www.voynich.nu/q07/index.html#f50v	Plant drawing with unusual root (brown), simple oval leaves, and several blue flowers on a stem that have been merged into a single larger flower. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	Plant drawing with a brown root system, three stems going up with green leaves, and three identical flowers consisting of a red-brown bud with small blue and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta root-platform tag	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	Plant drawing with a brown root system, three stems going up with green leaves, and three identical flowers consisting of a red-brown bud with small blue and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta all-leaves-one-side tag	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	Plant drawing with a brown root system, three stems going up with green leaves, and three identical flowers consisting of a red-brown bud with small blue and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	Plant drawing with a brown root system, three stems going up with green leaves, and three identical flowers consisting of a red-brown bud with small blue and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	Plant drawing with a brown root system, three stems going up with green leaves, and three identical flowers consisting of a red-brown bud with small blue and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	324c8feefa0eb5bee3a4274f837d67715e040d53068718351955e9a0b613e5d4	https://www.voynich.nu/q07/index.html#f55r	Plant drawing with a brown root system, three stems going up with green leaves, and three identical flowers consisting of a red-brown bud with small blue and white flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55r	f55	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	4c713fc003b31e6a4c92037c27fe94b8cf3f519e528202dbe1bae3db697c003f	https://www.voynich.nu/q07/index.html#f55r	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs. || The text is in two paragraphs, all above the plant drawing. || Currier language: B RZ language: C (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f55r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f55v	f55	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	text_description	LITERAL: avoid	2b68cea5f426da8387357a59f023fae96a989da1e6adb1ad5c3098a62985a389	https://www.voynich.nu/q07/index.html#f55v	This page has 12 text items (loci), as follows: 12 lines of standard text in paragraphs. || There are 12 lines of text in two paragraphs, one at the top, and one below the middle of the page, carefully avoiding the drawing. || Currier language: B RZ language: C (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f55v	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f57r	f57	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	illustrations	REGEX: bulb or tuber	5ebd70da463f2098a15d228ae02ba48ce8788083d981128ad1b39f9b37de01c0	https://www.voynich.nu/q08/index.html#f57r	Very large drawing of a plant, with a bulbous root from which three stems go up. Those on the left and right are very small, and the middle one develops the main part of the plant. The small ones do have faint blue flowers. All leaves are similar, with many fingers and frills. Several flowers, all blue. || This plant shows some similarity with plant fragment #25 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f57r	f57	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	5ebd70da463f2098a15d228ae02ba48ce8788083d981128ad1b39f9b37de01c0	https://www.voynich.nu/q08/index.html#f57r	Very large drawing of a plant, with a bulbous root from which three stems go up. Those on the left and right are very small, and the middle one develops the main part of the plant. The small ones do have faint blue flowers. All leaves are similar, with many fingers and frills. Several flowers, all blue. || This plant shows some similarity with plant fragment #25 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f57r	f57	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	STRICT REGEX: fingered/frilled leaves	5ebd70da463f2098a15d228ae02ba48ce8788083d981128ad1b39f9b37de01c0	https://www.voynich.nu/q08/index.html#f57r	Very large drawing of a plant, with a bulbous root from which three stems go up. Those on the left and right are very small, and the middle one develops the main part of the plant. The small ones do have faint blue flowers. All leaves are similar, with many fingers and frills. Several flowers, all blue. || This plant shows some similarity with plant fragment #25 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f57r	f57	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	5ebd70da463f2098a15d228ae02ba48ce8788083d981128ad1b39f9b37de01c0	https://www.voynich.nu/q08/index.html#f57r	Very large drawing of a plant, with a bulbous root from which three stems go up. Those on the left and right are very small, and the middle one develops the main part of the plant. The small ones do have faint blue flowers. All leaves are similar, with many fingers and frills. Several flowers, all blue. || This plant shows some similarity with plant fragment #25 on f89r1 . || Herbal drawing characterisation (Gheuens/Rapaport): (none)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f57r	f57	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	text_description	LITERAL: avoid	a0da28ce63377a8e4c658aa82b32e5838bb8c1450985e2e65a80344c714762ff	https://www.voynich.nu/q08/index.html#f57r	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in two paragraphs, the second carefully avoiding the plant. || Currier language: B RZ language: B (page) / C- (folio) / C (bifolio) LFD hand: 5 || Browse interlinear transliteration of f57r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f66v	f66	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	text_description	REGEX: above plant/drawing	247d3e12ce4097ffd22f08b12056172220951ff16ec825da1f2478c2c72c64a8	https://www.voynich.nu/q08/index.html#f66v	This page has 13 text items (loci), as follows: 13 lines of standard text in paragraphs. || The text is in three paragraphs, above the drawing. || There is an unreadable signature, not more than some scribbles, in the lower-left corner. || Currier language: B RZ language: C (page) / B (folio) / C (bifolio) LFD hand: 5 || Browse interlinear transliteration of f66v	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f94r	f94	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	5a5dc783b0045221be69637f4a2e049f8979b6f1cd5ef1ef805c1b84b1232d6d	https://www.voynich.nu/q17/index.html#f94r	A plant drawing with brown roots with 'thorns', and four stems with small leaves that appear to have different colours on the two sides of each leaf. At the top there are six small buds in dark blue with faded yellow. || Herbal drawing characterisation (Gheuens/Rapaport): β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f94r	f94	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	5a5dc783b0045221be69637f4a2e049f8979b6f1cd5ef1ef805c1b84b1232d6d	https://www.voynich.nu/q17/index.html#f94r	A plant drawing with brown roots with 'thorns', and four stems with small leaves that appear to have different colours on the two sides of each leaf. At the top there are six small buds in dark blue with faded yellow. || Herbal drawing characterisation (Gheuens/Rapaport): β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f94r	f94	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: numbered/several stems or stalks	5a5dc783b0045221be69637f4a2e049f8979b6f1cd5ef1ef805c1b84b1232d6d	https://www.voynich.nu/q17/index.html#f94r	A plant drawing with brown roots with 'thorns', and four stems with small leaves that appear to have different colours on the two sides of each leaf. At the top there are six small buds in dark blue with faded yellow. || Herbal drawing characterisation (Gheuens/Rapaport): β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
