world	flip_bits	STRUCTURE_ONLY	WRAPPER	RIGHT	COMPILER	RAW_EXACT	PAGE_HOST_EXACT	RAW_CHAR3	PAGE_HOST_CHAR3	max_standardized_correct
475	111011011	23	13	45	23	40	34	25	26	2.121320343560
476	111011100	30	12	34	25	33	35	30	23	-0.235702260396
477	111011101	27	12	33	24	35	26	29	17	-0.235702260396
478	111011110	25	12	30	20	30	28	20	15	-1.414213562373
479	111011111	20	12	38	19	24	25	19	15	0.471404520791
480	111100000	44	22	33	33	35	41	39	39	1.885618083164
481	111100001	38	17	32	32	32	32	40	33	0.942809041582
482	111100010	26	13	42	20	27	38	22	30	1.414213562373
483	111100011	21	9	42	22	28	33	21	27	1.414213562373
484	111100100	38	10	35	21	22	31	24	26	0.471404520791
485	111100101	34	8	38	21	24	23	26	22	0.471404520791
486	111100110	23	11	39	17	19	30	17	23	0.707106781187
487	111100111	19	8	49	16	18	25	17	22	3.064129385142
488	111101000	33	11	32	23	32	35	27	31	-0.235702260396
489	111101001	27	12	39	21	35	30	24	28	0.707106781187
490	111101010	24	10	43	17	25	37	24	27	1.649915822769
491	111101011	24	11	43	20	25	25	20	22	1.649915822769
492	111101100	26	9	35	15	18	23	19	19	-0.235702260396
493	111101101	25	8	41	15	21	20	19	18	1.178511301978
494	111101110	24	9	39	14	18	30	18	19	0.707106781187
495	111101111	23	8	48	15	16	19	20	20	2.828427124746
496	111110000	38	10	32	27	39	43	30	34	1.649915822769
497	111110001	36	10	34	28	41	31	29	29	1.178511301978
498	111110010	25	10	35	19	34	40	22	27	0.942809041582
499	111110011	23	10	39	17	30	33	21	25	0.707106781187
500	111110100	37	9	32	20	31	29	25	20	0.235702260396
501	111110101	35	9	36	18	30	22	25	16	0.000000000000
502	111110110	23	8	32	14	28	25	15	19	-0.942809041582
503	111110111	21	8	42	11	25	27	15	20	1.414213562373
504	111111000	38	11	34	18	40	33	28	27	0.942809041582
505	111111001	35	11	36	14	40	27	22	20	0.942809041582
506	111111010	29	12	40	16	33	36	22	22	0.942809041582
507	111111011	25	11	38	15	29	24	21	21	0.471404520791
508	111111100	33	9	33	18	25	23	21	16	-0.707106781187
509	111111101	30	9	37	12	26	21	20	14	0.235702260396
510	111111110	25	11	35	11	24	18	15	17	-0.235702260396
511	111111111	23	10	40	14	22	20	19	13	0.942809041582
