site_id	corpus	record_id	line_id	site_index_in_record	surface_span_bare	surface_span_marked	source_element
AS35A419D53621BB	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0014	27	rehte	rehte¤	expan
AS5C791DCD971ECC	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0014	28	vſagt	vſagt¤	expan
AS56C14F9D291091	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	29	Dar	Dar¤	expan
ASB2DD2DD7BF9F59	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	30	Ro	Ro¤	expan
AS3BCDDD085C18FF	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	31	eg	eg¤	expan
ASCC36B5CDB9E0D0	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	32	fricʒe	fricʒe¤	expan
AS20D21B4DE81D39	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	33	Mülln	Mülln¤	expan
AS13C4AB38F7C440	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	34	vnſs	vnſs¤	expan
AS26D13DB67AB028	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0015	35	burgs	burgs¤	expan
AS153005D57D6F8D	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0018	36	obgent	obgent¤	expan
AS99DAC280C53E8E	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0019	37	geiſtliche	geiſtliche¤	expan
AS8418AFE4FF58FE	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0019	38	rehte	rehte¤	expan
AS06BECC672BAB86	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0019	39	wölle	wölle¤	expan
AS30E5CBC1F07BF6	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0019	40	dan	dan¤	expan
ASE82AC47273C928	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0020	41	vorg	vorg¤	expan
AS440887F8C98D20	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0020	42	vnſs	vnſs¤	expan
ASB1EF1362B29177	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0020	43	burgs	burgs¤	expan
AS17E1A3D53AAE69	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0020	44	ʒeſpr	ʒeſpr¤	expan
AS1FDF0978B62370	NUREMBERG	NB_B3_R000567	NB_B3_R000567_L0020	45	ſup	ſup¤	expan
AS660A60080407F8	NUREMBERG	NB_B3_R000568	NB_B3_R000568_L0001	1	Burgmeiſte	Burgmeiſte¤	expan
AS111AF563F8AA05	NUREMBERG	NB_B3_R000568	NB_B3_R000568_L0002	2	Rec	Rec¤	expan
AS35F981E2C6AACA	NUREMBERG	NB_B3_R000568	NB_B3_R000568_L0002	3	T	T¤	expan
AS426BBE6109E86F	NUREMBERG	NB_B3_R000568	NB_B3_R000568_L0003	4	qrta	qrta¤	expan
AS017E0F998C8D66	NUREMBERG	NB_B3_R000568	NB_B3_R000568_L0003	5	an	an¤	expan
ASC98BEBC1D85A0B	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0001	1	Rotembg	Rotembg¤	expan
AS5A031424431BB6	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0002	2	L	L¤	expan
ASEB77DCC85DA5F5	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0002	3	ewn	ewn¤	expan
ASE137769484ACB7	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0002	4	freunde	freunde¤	expan
ASDF24863429E70E	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0004	5	bite	bite¤	expan
ASA0B8357B3664C3	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0004	6	vnſs	vnſs¤	expan
ASF8D2CBB41429BC	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0004	7	burgs	burgs¤	expan
ASD7567F7C542FAD	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0005	8	lenge	lenge¤	expan
ASDA0F80E1E64803	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0005	9	dan	dan¤	expan
ASC46CB94BBDE6E8	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0005	10	dieſelbn	dieſelbn¤	expan
AS031BD9A12CAA07	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0005	11	ew	ew¤	expan
ASF6D8AC7B768946	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0006	12	müge	müge¤	expan
AS7B2362B2A40600	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0006	13	habn	habn¤	expan
AS4D885E2B1BEC37	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0006	14	Ro	Ro¤	expan
AS059B267FD8BC30	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0006	15	demſelbn	demſelbn¤	expan
AS90FD8FD8EB043E	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0006	16	vnſm	vnſm¤	expan
ASDCA6E552EBD4BE	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0006	17	dıeſelbn	dıeſelbn¤	expan
AS1E390D4A88C168	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0007	18	vnſn	vnſn¤	expan
AS1111BFB5DE986E	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0007	19	günſtiklichn	günſtiklichn¤	expan
ASB937F45F996330	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0008	20	wölle	wölle¤	expan
AS0688B63772654A	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0008	21	Antvvt	Antvvt¤	expan
ASAEBFEF0F91D5AE	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0008	22	Dat	Dat¤	expan
ASC364A35107BBC7	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0008	23	fea	fea¤	expan
AS85F387D1AD8F62	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0008	24	an	an¤	expan
AS1C9BFC63B7185A	NUREMBERG	NB_B3_R000569	NB_B3_R000569_L0008	25	katheıne	katheıne¤	expan
ASC4562995185B70	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0001	1	Newembg	Newembg¤	expan
AS244B6D71B6EC8F	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0001	2	d	d¤	expan
ASF176F175C18668	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0002	3	Lıebn	Lıebn¤	expan
AS972BD1B93A44AA	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0002	4	fr	fr¤	expan
ASB832587ABB3C1F	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0002	5	vſchr	vſchr¤	expan
AS3C2134EDE0CEEA	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0002	6	vo	vo¤	expan
AS2045EC786DAA38	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0002	7	Ebleins	Ebleins¤	expan
AS9533A24D2E7260	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0002	8	ews	ews¤	expan
AS01DF07532F7A48	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0003	9	mitburgs	mitburgs¤	expan
ASDF3994E381C77A	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0003	10	weg	weg¤	expan
AS4042FF49249571	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0003	11	habn	habn¤	expan
AS1AC90B94DDCD2C	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0004	12	vnſn	vnſn¤	expan
AS3A7E3994CCBBA5	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0004	13	ſecʒe	ſecʒe¤	expan
AS99ECB07EF0B1B5	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0004	14	ſoltn	ſoltn¤	expan
ASD76365039C6B3D	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0005	15	wiſſe	wiſſe¤	expan
ASF9B0C001D36BD9	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0005	16	d	d¤	expan
ASDA3C60771B918C	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0006	17	vnſn	vnſn¤	expan
AS8264B02BF67F2E	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0006	18	Burg	Burg¤	expan
ASC57227B8DEF6D2	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0006	19	ewre	ewre¤	expan
ASEC67722BE05A7B	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0006	20	vſteen	vſteen¤	expan
AS826AB2EA20BD61	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0007	21	od	od¤	expan
ASAC3647CDBF5BDE	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0007	22	vnſr	vnſr¤	expan
ASCD816194852D64	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0007	23	B	B¤	expan
ASACACCFD6949FD9	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0007	24	vnſ	vnſ¤	expan
AS8D76F24807109D	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0007	25	Bg	Bg¤	expan
AS0815C0FFB202E3	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0008	26	ewn	ewn¤	expan
AS999A186F12D876	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0008	27	möchte	möchte¤	expan
ASA55CC1487D82DB	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0008	28	od	od¤	expan
ASA9E81B8D7AA1AE	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0008	29	ſcheinbotn	ſcheinbotn¤	expan
AS294A6B1D56BBE5	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0008	30	ire	ire¤	expan
ASDE99258200392D	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0008	31	volle	volle¤	expan
AS8C7E36D61C0741	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0009	32	de	de¤	expan
AS98E5A9685262D2	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0009	33	rechtn	rechtn¤	expan
ASB1842B214B3AF0	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0009	34	dan	dan¤	expan
AS7F352BA2F8427B	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	35	vnſn	vnſn¤	expan
ASA21FF24485AACA	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	36	vo	vo¤	expan
ASA0C39BD662ACAA	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	37	weg	weg¤	expan
ASDB883D10D51621	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	38	ſoltn	ſoltn¤	expan
AS4B6384822E61A8	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	39	Darynen	Darynen¤	expan
ASA851AF084B47A2	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	40	woltn	woltn¤	expan
ASB5DEFE8D770EEA	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0010	41	ewn	ewn¤	expan
AS10DDD0DACC1748	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	42	gn	gn¤	expan
ASBEC1006262E9F9	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	43	fürderl	fürderl¤	expan
AS21B8C0B2CDB014	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	44	habn	habn¤	expan
ASA76CE61E9DEB6C	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	45	de	de¤	expan
ASB1E891D7C7D0B4	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	46	ewn	ewn¤	expan
AS43FC8724CD8685	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	47	d	d¤	expan
AS41CA3F08C38147	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0011	48	ewn	ewn¤	expan
AS7AE728EB73A56A	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0012	49	Dat	Dat¤	expan
ASD04468D473206B	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0012	50	fıa	fıa¤	expan
ASD48C93A6F3AF70	NUREMBERG	NB_B3_R000570	NB_B3_R000570_L0012	51	ı	ı¤	expan
AS08EAC5E2CA2109	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0002	1	hre	hre¤	expan
ASEAEC2D3382914B	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0002	2	ew	ew¤	expan
AS0139EFFCCE1903	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0002	3	geſchrıbn	geſchrıbn¤	expan
AS765063823A9A22	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0003	4	ÿetʒund	ÿetʒund¤	expan
AS4032EC37FBC1B4	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0004	5	ewn	ewn¤	expan
AS7418D5DA415D39	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0005	6	ÿetʒund	ÿetʒund¤	expan
AS2AEC1B10330C0B	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0006	7	vſteen	vſteen¤	expan
AS57A8FD36036DA7	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0007	8	od	od¤	expan
AS7E1C502A2BD15A	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0008	9	maine	maine¤	expan
AS3E620AF8C28F3F	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0008	10	ew	ew¤	expan
ASE3D912D79287A8	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0008	11	ew	ew¤	expan
ASFFE15688455726	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0009	12	grüntlich	grüntlich¤	expan
ASEE15EB5229C09D	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0009	13	vſteen	vſteen¤	expan
AS98B6A70B782A90	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0010	14	künne	künne¤	expan
ASBF8C9864800B8D	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0011	15	d	d¤	expan
AS756424EA331B71	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0011	16	Nürembg	Nürembg¤	expan
ASB8A498EF92AD3E	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0011	17	beſunde	beſunde¤	expan
AS500D78F1FB8241	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0011	18	vverug	vverug¤	expan
ASABA5C5DF724CA6	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0012	19	ew	ew¤	expan
AS740FB8254DD9B5	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0012	20	durchleuhtık	durchleuhtık¤	expan
ASAB49BEC762F5A8	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0013	21	ewn	ewn¤	expan
AS6BE925A0EC56F2	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0013	22	küniglıchn	küniglıchn¤	expan
AS6C983B0DBC621B	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0013	23	gnade	gnade¤	expan
AS452D04DB4E0802	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0014	24	w	w¤	expan
AS5F9F714E882E29	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0014	25	wn	wn¤	expan
AS1EC374F0E7E314	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0015	26	gn	gn¤	expan
AS0E8CDB11D9AE71	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0015	27	möhte	möhte¤	expan
AS184162EA36B378	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0015	28	Scpt	Scpt¤	expan
ASE25C99579DEC44	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0015	29	p	p¤	expan
AS5EAE39CE6867A6	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0015	30	Kathıne	Kathıne¤	expan
AS9DA71EF63EFB81	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0018	31	gnedig	gnedig¤	expan
AS98734788796B83	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0018	32	hre	hre¤	expan
ASABF859656CC8B6	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0018	33	ew	ew¤	expan
AS4E1D61612195D6	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0018	34	durchl	durchl¤	expan
ASF2568FE8117505	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0018	35	geſchr	geſchr¤	expan
ASEFE35CA95964B3	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0019	36	vnſm	vnſm¤	expan
AS4A1F1492B73516	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0019	37	hren	hren¤	expan
ASA05965B9C6EE9E	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0019	38	Öſtreich	Öſtreich¤	expan
AS40883D58A7D380	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0019	39	vnſer	vnſer¤	expan
ASFCB78AFD8B398B	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0019	40	Burge	Burge¤	expan
AS58E54A88BDAF7A	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0019	41	wege	wege¤	expan
AS457EB10872ABEB	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0020	42	ew	ew¤	expan
AS0AF4BE6DC346E7	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0020	43	antvvt	antvvt¤	expan
AS6272262CC6059D	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0021	44	dieſelbn	dieſelbn¤	expan
AS751A4DA0B6E159	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0021	45	d	d¤	expan
AS804B58460A9181	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0021	46	vnſn	vnſn¤	expan
ASE743201CE5B60B	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0021	47	vveg	vveg¤	expan
AS538FAE5559C48F	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0021	48	gnediglıch	gnediglıch¤	expan
ASD745A5522964F5	NUREMBERG	NB_B3_R000571	NB_B3_R000571_L0021	49	beuolhe	beuolhe¤	expan
AS52E3A193BD9E8A	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0001	1	Reg	Reg¤	expan
ASBC3B8CD633F81E	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0002	2	Lıebn	Lıebn¤	expan
AS42753382ACBF20	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0002	3	fr	fr¤	expan
AS2C30942684CE6D	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0002	4	VVolcʒhof	VVolcʒhof¤	expan
AS41158A25905C60	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0002	5	vnſm	vnſm¤	expan
AS8C88AE5F60BA24	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0003	6	Burg	Burg¤	expan
ASE0880F8E1BCFED	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0003	7	ſein	ſein¤	expan
AS53E93AF547FFC2	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0003	8	elıchn	elıchn¤	expan
ASC011398B36F554	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0003	9	miteinand	miteinand¤	expan
AS57DA9C9159AB9F	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0005	10	gn	gn¤	expan
AS9BBAA6F4BA1788	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0005	11	ſehn	ſehn¤	expan
AS0787EED45B6671	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0005	12	beyeinand	beyeinand¤	expan
ASAD2FB7E31399A0	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0006	13	habn	habn¤	expan
ASE9DA0DED9A990E	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0006	14	cʒwiſchn	cʒwiſchn¤	expan
AS1B4FC9C63B3FD2	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0006	15	yetweds	yetweds¤	expan
ASB880408D21F1A4	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0007	16	leipg	leipg¤	expan
AS3179407EC72899	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0007	17	habn	habn¤	expan
AS460D77B39D16F5	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0007	18	habn	habn¤	expan
ASB32BCDA105B76A	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0007	19	Davo	Davo¤	expan
ASCA0BDA20943FC7	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0008	20	Ro	Ro¤	expan
ASD4807175206568	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0008	21	leipg	leipg¤	expan
ASC664D36F2F141D	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0009	22	yetwedm	yetwedm¤	expan
ASAB1BEEF5074706	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0009	23	gebn	gebn¤	expan
ASB71A824C888172	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0009	24	dan	dan¤	expan
AS530D36D1A1E4F4	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0010	25	Dat	Dat¤	expan
AS921179A7718259	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0010	26	fıa	fıa¤	expan
AS9C8C1471F87C88	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0010	27	an	an¤	expan
AS48561D323A4AE6	NUREMBERG	NB_B3_R000572	NB_B3_R000572_L0010	28	Aplj	Aplj¤	expan
AS75F52434BBFBA4	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0003	1	L	L¤	expan
AS6EA1268D66480A	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0003	2	fr	fr¤	expan
AS8FAC8E6887EF48	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0003	3	fürgel	fürgel¤	expan
AS61306CD5AFB9F4	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0003	4	Pet	Pet¤	expan
ASB241F42A846E30	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0003	5	vnſ	vnſ¤	expan
AS14D22FCF910564	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0003	6	Bg	Bg¤	expan
AS1FDE2FFD2B5AEA	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0004	7	Cʒolln	Cʒolln¤	expan
AS6CEF06ABFE243B	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0004	8	gelawbn	gelawbn¤	expan
AS494A73E950B16C	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0004	9	Burg	Burg¤	expan
AS02C7DD3F665011	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0005	10	dan	dan¤	expan
AS5966EB8EA4B4E8	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0005	11	vo	vo¤	expan
AS1B2AA8A51AB311	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0006	12	geweſ	geweſ¤	expan
ASD4BBCAC977864B	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0006	13	Ro	Ro¤	expan
AS2C61E46D720AA3	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0006	14	dh	dh¤	expan
AS12131B2A82E93B	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0006	15	vnſn	vnſn¤	expan
AS30228075FC1482	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0006	16	Cʒolln	Cʒolln¤	expan
ASCD245FAA3AC541	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0007	17	vntweiſen	vntweiſen¤	expan
AS4289189D6A9762	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0007	18	vnſn	vnſn¤	expan
AS6A0851DCE05192	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0007	19	beleibn	beleibn¤	expan
AS5E0B0C655E7BD8	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0008	20	herkume	herkume¤	expan
AS3CD4D849D4D844	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0008	21	de	de¤	expan
ASB3CD592D3C7D6F	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0008	22	eg	eg¤	expan
AS55F47329AF270B	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0008	23	vnſm	vnſm¤	expan
AS81F9439729F5A4	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0009	24	B	B¤	expan
AS49E825A794D107	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0009	25	vo	vo¤	expan
AS5F2715BD9309A4	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0009	26	weg	weg¤	expan
ASF949CD00CA6030	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0010	27	wıd	wıd¤	expan
ASBF127C989FC537	NUREMBERG	NB_B3_R000574	NB_B3_R000574_L0010	28	wölle	wölle¤	expan
ASDA28DD62B51E03	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0001	1	Schenck	Schenck¤	expan
AS32E668F40BD098	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0001	2	Lÿmpg	Lÿmpg¤	expan
AS3FFDA63C40DBB1	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0002	3	hr	hr¤	expan
AS363D96CCB11612	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0002	4	Habeltʒheim	Habeltʒheim¤	expan
AS3895B75B7CA7EF	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0003	5	vkünden	vkünden¤	expan
ASB5C3A8C3CDF10F	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0003	6	vnſm	vnſm¤	expan
AS3FD78AEBEF3FDE	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0003	7	hren	hren¤	expan
ASEEDB08EE89A725	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0003	8	Römiſche	Römiſche¤	expan
ASBD7A824A3B7D09	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0005	9	hren	hren¤	expan
ASB6CDAA18E1AE96	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0006	10	manug	manug¤	expan
AS797161DFAA11EF	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0006	11	cʒeſame	cʒeſame¤	expan
ASA428C4A59109F4	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0006	12	od	od¤	expan
AS5E2BCC16843063	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0009	13	Dat	Dat¤	expan
AS50CB93F990605E	NUREMBERG	NB_B3_R000575	NB_B3_R000575_L0009	14	an	an¤	expan
AS5EC9AF81D56017	NUREMBERG	NB_B3_R000576	NB_B3_R000576_L0002	1	Lıebn	Lıebn¤	expan
AS4A7A297ED938E8	NUREMBERG	NB_B3_R000576	NB_B3_R000576_L0002	2	habn	habn¤	expan
ASA44F8E7247AAB8	NUREMBERG	NB_B3_R000576	NB_B3_R000576_L0002	3	vnome	vnome¤	expan
AS8B5AC54B7441DC	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0001	1	Vlr	Vlr¤	expan
ASB43049943C8530	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0001	2	Pet	Pet¤	expan
AS54552127A7D3E0	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0001	3	Hllr	Hllr¤	expan
AS12F03243C6D0E8	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0002	4	Vlr	Vlr¤	expan
AS4D764D6ABB473E	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0002	5	vvege	vvege¤	expan
AS887429459C6482	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0003	6	vſchraib	vſchraib¤	expan
AS0B1CE22F9DE021	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0003	7	kürcʒlichn	kürcʒlichn¤	expan
ASB13F1E7ABEA516	NUREMBERG	NB_B3_R000577	NB_B3_R000577_L0003	8	tage	tage¤	expan
