pair_rule	left_form	right_form	proposed_segmentation	editions_present	alternate_readings_not_replications	left_physical_folios	right_physical_folios	left_loci_count	right_loci_count	same_locus_count	same_page_count	representative_left_loci	representative_right_loci	ranking_score	evidence_ceiling
Q_OUTER_INSERTION	okchedy	qokchedy	q+okchedy	IT2a;RF1b;ZL3b	1	19	16	27	37	0	7	f104v.40;f106r.4;f107r.4;f107r.5;f108r.15;f108r.30;f111v.48;f112r.40	f104r.43;f104v.16;f104v.22;f104v.27;f105r.17;f106r.21;f106r.24;f106v.21	407	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chedal	chedar	che+dal/dar	IT2a;RF1b;ZL3b	1	16	17	27	36	0	11	f103r.25;f104r.10;f104r.4;f104r.8;f104v.5;f105v.22;f108r.30;f108r.36	f103r.4;f104r.28;f104r.31;f104v.13;f106r.16;f106r.24;f106v.44;f108r.43	407	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeeo	qokeeo	q+okeeo	IT2a;RF1b;ZL3b	1	13	13	21	21	1	5	f102v2.38;f103r.47;f104r.30;f106v.44;f107r.21;f107v.41;f111r.29;f111r.40	f102r2.17;f102v2.17;f104r.30;f104r.31;f104v.14;f106r.12;f106r.6;f107r.24	406	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otchdy	qotchdy	q+otchdy	IT2a;RF1b;ZL3b	1	20	16	36	24	0	10	f104r.6;f104v.41;f105r.2;f105r.5;f113r.21;f113v.13;f114r.40;f115r.16	f104r.38;f104v.15;f104v.17;f104v.29;f105r.12;f106v.11;f106v.16;f111r.8	404	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	oteody	oteeody	o+te/tee+ody	IT2a;RF1b;ZL3b	1	21	10	39	12	2	5	f102v1.22;f104r.37;f105v.6;f106v.28;f111r.15;f111r.18;f112r.42;f112v.31	f102r1.9;f106v.11;f108r.11;f108r.4;f113r.2;f57v.5;f68r3.1;f70v1.1	402	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeeody	qokeeody	q+okeeody	IT2a;RF1b;ZL3b	1	15	13	20	15	1	4	f101v.20;f103r.7;f104r.13;f105r.19;f105r.9;f105v.36;f107v.32;f113r.41	f100r.15;f105r.14;f106v.41;f107r.44;f112v.18;f113r.46;f113r.50;f113v.19	400	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeor	qokeor	q+okeor	IT2a;RF1b;ZL3b	1	18	15	26	23	0	2	f100v.16;f101r.3;f102v2.18;f102v2.22;f103v.9;f106r.14;f106v.16;f15v.3	f101v.24;f102v1.8;f102v2.20;f102v2.33;f102v2.36;f102v2.38;f104r.41;f107v.25	398	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	al	aldy	al+∅/dy	IT2a;RF1b;ZL3b	1	59	12	299	16	1	8	f100r.26;f100v.15;f101r.10;f101r.8;f102v2.33;f103r.10;f103v.18;f103v.41	f107r.19;f107v.33;f26r.4;f35r.11;f51r.15;f55v.7;f58r.10;f67r1.6	396	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	shee	sheedy	shee+∅/dy	IT2a;RF1b;ZL3b	1	12	30	15	86	1	5	f101v.19;f108v.10;f112v.32;f113r.40;f115v.35;f31r.1;f43v.12;f46r.1	f103r.43;f103v.12;f104r.4;f104v.17;f104v.19;f104v.21;f104v.35;f106r.40	395	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otchey	qotchey	q+otchey	IT2a;RF1b;ZL3b	1	26	15	33	19	0	4	f105v.9;f106r.13;f106v.38;f107v.32;f111v.29;f111v.8;f113v.1;f113v.26	f10v.4;f111r.30;f113r.40;f114r.42;f114v.22;f114v.38;f115v.11;f115v.3	394	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chodar	chody	cho+dar/dy	IT2a;RF1b;ZL3b	1	12	48	14	98	1	10	f104v.26;f106r.17;f106v.7;f114r.15;f115r.16;f1v.10;f34r.8;f68r2.28	f102r2.19;f104r.15;f104v.28;f106r.33;f106v.12;f106v.6;f107r.25;f107v.1	394	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	otodar	otody	oto+dar/dy	IT2a;RF1b;ZL3b	1	5	15	7	23	3	2	f57v.5;f85r2.1;f86v3.26;f93r.5;fRos.102;fRos.87;fRos.94	f104r.3;f107v.1;f112r.5;f114r.1;f114v.18;f16r.2;f29v.11;f33v.4	392	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	ockhy	qockhy	q+ockhy	IT2a;RF1b;ZL3b	1	15	15	16	19	0	2	f102r2.12;f111r.25;f113r.35;f14r.6;f39v.12;f40v.15;f43v.9;f55r.13	f101v.23;f102r1.11;f102v2.22;f105r.29;f107r.45;f22r.13;f44r.11;f45v.4	391	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	okedal	okedy	oke+dal/dy	IT2a;RF1b;ZL3b	1	8	38	11	109	2	7	f108r.3;f111r.4;f112v.27;f43v.6;f72r2.6;f73r.16;f73v.5;f76r.54	f103r.21;f103r.4;f103v.35;f105r.17;f107v.32;f108r.20;f108r.27;f108r.29	391	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chdal	chdar	ch+dal/dar	IT2a;RF1b;ZL3b	1	14	16	19	26	0	5	f105v.36;f106v.24;f106v.4;f108r.27;f112v.46;f114v.16;f115v.33;f33r.3	f103r.4;f104r.19;f104v.20;f107v.22;f108r.24;f108r.35;f108r.50;f108r.6	389	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okaly	qokaly	q+okaly	IT2a;RF1b;ZL3b	1	16	10	26	18	1	4	f103r.21;f106r.33;f114v.5;f116r.30;f33v.10;f34r.13;f41v.3;f46v.2	f103r.27;f103r.33;f103r.47;f107v.12;f50v.2;f58r.33;f58r.34;f58r.39	388	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	qokeo	qokeody	qokeo+∅/dy	IT2a;RF1b;ZL3b	1	11	17	13	31	1	4	f102r1.14;f106r.5;f108r.48;f108r.49;f111r.42;f115r.2;f86v4.7;f88v.22	f100r.14;f101v.26;f102r1.15;f102r2.6;f102v1.20;f102v1.7;f102v2.20;f107v.16	388	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	shedar	shedy	she+dar/dy	IT2a;RF1b;ZL3b	1	8	43	8	387	2	7	f103r.45;f113r.37;f114r.19;f115r.44;f66v.13;f77r.25;f85r1.9;f95v1.6	f103r.1;f103r.10;f103r.11;f103r.20;f103r.22;f103r.24;f103r.30;f103r.32	388	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	qo	qody	qo+∅/dy	IT2a;RF1b;ZL3b	1	41	14	67	17	0	4	f102r2.5;f108r.6;f111r.22;f111r.49;f111v.14;f111v.21;f111v.28;f112r.12	f105r.2;f105r.6;f106v.30;f106v.40;f108r.2;f17r.5;f40v.15;f42r.18	387	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	ochedy	otchedy	o/ot+chedy	IT2a;RF1b;ZL3b	1	11	18	11	34	1	4	f104v.7;f105r.4;f107v.3;f114v.12;f43v.8;f55v.4;f57r.8;f76v.8	f104r.7;f105v.9;f106r.1;f106r.19;f108v.5;f112r.12;f112v.10;f112v.13	386	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	keo	keody	keo+∅/dy	IT2a;RF1b;ZL3b	1	11	22	11	24	1	1	f101v.24;f102v2.22;f111r.22;f115r.20;f31v.3;f38v.2;f58v.34;f67r1.2	f100v.19;f102v2.35;f112r.20;f113r.11;f115v.42;f20v.9;f26v.6;f26v.8	386	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	ot	qot	q+ot	IT2a;RF1b;ZL3b	1	14	15	18	15	0	2	f103r.3;f105r.13;f105r.33;f105v.15;f113v.5;f115r.8;f116r.19;f25r.7	f10v.2;f113v.43;f115v.27;f11v.6;f16v.8;f19v.5;f30r.4;f32r.14	385	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	okeeo	okeeody	okeeo+∅/dy	IT2a;RF1b;ZL3b	1	13	15	21	20	0	5	f102v2.38;f103r.47;f104r.30;f106v.44;f107r.21;f107v.41;f111r.29;f111r.40	f101v.20;f103r.7;f104r.13;f105r.19;f105r.9;f105v.36;f107v.32;f113r.41	385	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otchedy	qotchedy	q+otchedy	IT2a;RF1b;ZL3b	1	18	12	34	24	0	8	f104r.7;f105v.9;f106r.1;f106r.19;f108v.5;f112r.12;f112v.10;f112v.13	f103v.9;f104r.12;f104v.20;f104v.8;f111r.6;f112r.8;f114v.23;f114v.3	384	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oteol	qoteol	q+oteol	IT2a;RF1b;ZL3b	1	33	10	42	14	1	5	f100r.20;f101r.5;f101r.8;f102r1.8;f102v1.14;f103r.19;f104r.43;f105r.19	f100r.14;f100r.26;f102r1.14;f102r1.3;f102r1.8;f102v1.19;f108v.7;f111v.10	384	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okair	qokair	q+okair	IT2a;RF1b;ZL3b	1	16	12	23	22	0	5	f104r.25;f105r.29;f105v.16;f105v.3;f107r.22;f107r.49;f108v.8;f114r.30	f104r.11;f104v.31;f105r.35;f107v.1;f107v.10;f107v.13;f107v.8;f111v.2	382	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	otol	otoldy	otol+∅/dy	IT2a;RF1b;ZL3b	1	53	10	90	12	1	5	f101r.3;f101v.3;f102r2.18;f102v2.7;f104r.15;f105r.21;f106r.18;f106v.44	f22r.11;f28r.7;f44v.1;f48v.9;f53v.13;f79r.28;f82v.45;f89r1.4	382	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	okeo	okeody	okeo+∅/dy	IT2a;RF1b;ZL3b	1	12	26	21	42	0	7	f101v.26;f102r2.19;f102v2.23;f102v2.37;f26v.4;f31v.10;f67r1.6;f67r2.27	f102r1.11;f102r2.12;f102r2.9;f102v1.2;f102v1.21;f102v1.3;f102v2.22;f104r.30	381	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	qokeedar	qokeedy	qokee+dar/dy	IT2a;RF1b;ZL3b	1	3	33	6	262	3	2	f108v.1;f108v.2;f108v.33;f108v.48;f39r.3;f66r.51	f103r.21;f103r.22;f103r.35;f103r.36;f103r.37;f103r.41;f103r.45;f103r.49	381	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	ytedy	yteedy	y+te/tee+dy	IT2a;RF1b;ZL3b	1	12	20	21	31	0	10	f105r.36;f116r.20;f26r.2;f26r.4;f26r.8;f26v.3;f34r.4;f41r.4	f103r.33;f104r.16;f104r.29;f104r.41;f105r.5;f106r.1;f107r.10;f108r.46	381	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okchol	qokchol	q+okchol	IT2a;RF1b;ZL3b	1	13	13	15	18	0	1	f101r.9;f102v2.34;f11r.7;f23r.2;f42r.23;f45v.2;f52r.3;f52r.6	f104r.38;f106v.35;f10r.7;f112v.44;f113r.17;f14r.5;f18r.10;f18r.2	380	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	qokeeo	qokeeody	qokeeo+∅/dy	IT2a;RF1b;ZL3b	1	13	13	21	15	0	3	f102r2.17;f102v2.17;f104r.30;f104r.31;f104v.14;f106r.12;f106r.6;f107r.24	f100r.15;f105r.14;f106v.41;f107r.44;f112v.18;f113r.46;f113r.50;f113v.19	380	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	ok	qok	q+ok	IT2a;RF1b;ZL3b	1	13	14	14	18	0	1	f104r.31;f105r.4;f105v.19;f1r.26;f23r.9;f24v.12;f26r.8;f48v.6	f101r.2;f101v.23;f103v.3;f103v.34;f106r.5;f107r.45;f108v.51;f111r.6	379	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	keeo	keeody	keeo+∅/dy	IT2a;RF1b;ZL3b	1	13	15	14	15	0	3	f101r.5;f103r.41;f104r.30;f105v.32;f113v.42;f115v.38;f27v.5;f58v.29	f102r2.19;f104r.23;f105r.14;f106r.32;f112v.3;f115v.19;f31v.2;f54v.6	379	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	opchy	qopchy	q+opchy	IT2a;RF1b;ZL3b	1	11	9	15	13	1	3	f102v2.13;f103r.22;f103v.43;f106r.38;f106v.11;f111v.48;f112v.43;f13r.1	f106r.18;f106v.9;f113r.8;f13r.1;f13r.5;f44r.8;f53v.1;f66r.60	378	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	ch	chdal	ch+∅/dal	IT2a;RF1b;ZL3b	1	13	14	13	19	0	1	f100r.12;f102v2.17;f103v.15;f108r.8;f116r.50;f16v.6;f30r.4;f55v.7	f105v.36;f106v.24;f106v.4;f108r.27;f112v.46;f114v.16;f115v.33;f33r.3	378	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	ch	chdar	ch+∅/dar	IT2a;RF1b;ZL3b	1	13	16	13	26	0	1	f100r.12;f102v2.17;f103v.15;f108r.8;f116r.50;f16v.6;f30r.4;f55v.7	f103r.4;f104r.19;f104v.20;f107v.22;f108r.24;f108r.35;f108r.50;f108r.6	378	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	ch	chdy	ch+∅/dy	IT2a;RF1b;ZL3b	1	13	49	13	144	0	5	f100r.12;f102v2.17;f103v.15;f108r.8;f116r.50;f16v.6;f30r.4;f55v.7	f103v.43;f103v.46;f104r.13;f104v.16;f105r.18;f106r.18;f106r.2;f106r.35	378	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	cheeo	cheeody	cheeo+∅/dy	IT2a;RF1b;ZL3b	1	9	9	19	13	1	5	f104r.28;f104r.6;f104r.9;f104v.10;f104v.44;f105r.3;f105v.19;f106r.25	f101v.24;f104r.6;f104v.30;f104v.8;f107r.19;f113r.4;f113r.46;f113r.50	378	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	ytey	yteey	y+te/tee+y	IT2a;RF1b;ZL3b	1	13	21	13	33	0	2	f10v.3;f34r.1;f41r.6;f43r.4;f44r.5;f46r.5;f68v3.3;f69r.13	f103v.26;f103v.40;f105r.3;f105r.30;f105r.4;f106r.38;f114r.33;f1v.2	378	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	odar	qodar	q+odar	IT2a;RF1b;ZL3b	1	21	9	29	11	1	3	f101r.9;f101v.23;f104r.8;f104v.33;f105r.2;f105r.20;f105v.10;f105v.14	f101r.9;f17r.2;f24r.5;f3v.4;f41r.8;f85r2.10;f86v6.10;f86v6.25	376	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	opchdy	qopchdy	q+opchdy	IT2a;RF1b;ZL3b	1	13	12	21	16	0	3	f104r.5;f105v.15;f106r.38;f106v.18;f106v.26;f108r.14;f108r.35;f112v.30	f103v.5;f105r.26;f105r.32;f105v.5;f106r.4;f106v.9;f107v.5;f108v.17	376	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	oteo	oteodal	oteo+∅/dal	IT2a;RF1b;ZL3b	1	15	6	22	6	2	2	f102v2.21;f102v2.23;f104r.43;f106v.1;f108v.1;f111r.15;f111r.24;f113v.33	f67r1.7;f71r.12;f72v3.1;f73r.33;f87r.1;f93r.2	376	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	oteodal	oteody	oteo+dal/dy	IT2a;RF1b;ZL3b	1	6	21	6	39	2	3	f67r1.7;f71r.12;f72v3.1;f73r.33;f87r.1;f93r.2	f102v1.22;f104r.37;f105v.6;f106v.28;f111r.15;f111r.18;f112r.42;f112v.31	376	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	tedy	teedy	+te/tee+dy	IT2a;RF1b;ZL3b	1	23	12	37	16	0	5	f103v.15;f107r.5;f108v.17;f108v.41;f111v.13;f113r.45;f114r.43;f115v.7	f105r.4;f108r.29;f111r.20;f111r.34;f111r.6;f111v.42;f112r.23;f112r.9	376	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	opchey	qopchey	q+opchey	IT2a;RF1b;ZL3b	1	23	9	30	10	1	5	f103v.33;f104r.12;f104r.16;f105r.23;f105r.28;f105v.25;f107v.25;f107v.43	f103r.52;f111r.36;f111v.26;f113v.25;f114v.29;f16r.1;f25v.1;f73v.5	375	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otchol	qotchol	q+otchol	IT2a;RF1b;ZL3b	1	24	12	30	14	0	3	f13r.5;f13v.2;f15v.9;f17r.11;f17r.2;f19v.14;f1r.8;f23r.1	f10r.5;f13r.6;f18v.5;f20r.1;f21r.10;f21r.2;f32r.2;f3v.2	374	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	cho	chodar	cho+∅/dar	IT2a;RF1b;ZL3b	1	49	12	94	14	0	6	f100r.27;f101r.5;f101v.24;f102v2.20;f105r.27;f106r.24;f106r.30;f106v.3	f104v.26;f106r.17;f106v.7;f114r.15;f115r.16;f1v.10;f34r.8;f68r2.28	374	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	oteodar	oteody	oteo+dar/dy	IT2a;RF1b;ZL3b	1	5	21	8	39	2	4	f105r.36;f41v.5;f70r1.3;f70r2.16;f71v.1;f72r1.12;f72r3.14;f72v2.11	f102v1.22;f104r.37;f105v.6;f106v.28;f111r.15;f111r.18;f112r.42;f112v.31	373	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oar	qoar	q+oar	IT2a;RF1b;ZL3b	1	13	12	18	12	0	3	f104r.2;f112r.2;f112v.2;f112v.47;f114r.35;f114r.9;f58r.25;f5r.1	f103v.41;f104r.39;f106v.41;f32r.8;f58r.9;f6v.1;f77v.31;f85r1.9	372	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dary	sary	d/s+ary	IT2a;RF1b;ZL3b	1	19	11	26	14	0	1	f111r.6;f114r.6;f114v.20;f115v.45;f18r.8;f29v.2;f32r.9;f43v.15	f47v.1;f47v.5;f48v.11;f67v2.20;f68v2.6;f68v2.8;f71r.10;f72v2.33	369	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otchor	qotchor	q+otchor	IT2a;RF1b;ZL3b	1	15	11	17	14	0	3	f104r.23;f11v.3;f13r.4;f15r.2;f15v.5;f16v.1;f23v.4;f28r.2	f10r.8;f11v.6;f14r.10;f15r.15;f19r.9;f30r.11;f30v.2;f30v.9	369	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	oteo	oteeo	o+te/tee+o	IT2a;RF1b;ZL3b	1	15	11	22	14	0	5	f102v2.21;f102v2.23;f104r.43;f106v.1;f108v.1;f111r.15;f111r.24;f113v.33	f104r.1;f105v.33;f106r.15;f111v.3;f113r.26;f113v.11;f114v.30;f114v.38	369	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	oteol	oteeol	o+te/tee+ol	IT2a;RF1b;ZL3b	1	33	8	42	9	1	4	f100r.20;f101r.5;f101r.8;f102r1.8;f102v1.14;f103r.19;f104r.43;f105r.19	f105r.15;f107r.8;f111r.44;f115v.42;f38v.5;f68v1.2;f71r.15;f71r.18	369	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dam	sam	d/s+am	IT2a;RF1b;ZL3b	1	52	11	95	13	0	5	f102v1.20;f104r.22;f104r.9;f104v.1;f105r.20;f105r.24;f108v.5;f111r.35	f102v1.21;f103r.48;f111v.34;f24r.20;f3r.17;f68v1.10;f68v3.3;f70r1.11	368	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeo	qokeo	q+okeo	IT2a;RF1b;ZL3b	1	12	11	21	13	0	1	f101v.26;f102r2.19;f102v2.23;f102v2.37;f26v.4;f31v.10;f67r1.6;f67r2.27	f102r1.14;f106r.5;f108r.48;f108r.49;f111r.42;f115r.2;f86v4.7;f88v.22	368	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otam	qotam	q+otam	IT2a;RF1b;ZL3b	1	31	11	48	13	0	4	f103r.40;f103v.14;f103v.21;f104r.28;f104v.20;f105r.36;f106v.12;f107r.41	f104r.12;f105r.4;f106v.16;f112v.18;f112v.3;f113v.25;f113v.39;f115v.11	368	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	shol	sholdy	shol+∅/dy	IT2a;RF1b;ZL3b	1	69	8	181	8	1	5	f100r.15;f100r.23;f101r.6;f101v.26;f103r.15;f103r.23;f103r.45;f103v.39	f102r1.10;f18r.7;f1r.1;f66r.60;f77v.39;f82v.38;f83v.14;f89r2.22	368	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	oteey	oteeey	o+te/tee+ey	IT2a;RF1b;ZL3b	1	48	7	142	11	1	7	f100r.13;f100v.14;f101r.8;f102v2.30;f103r.11;f103r.12;f103r.18;f103r.24	f104v.12;f107r.5;f111r.25;f112r.43;f112v.11;f113v.37;f113v.39;f113v.42	366	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okaldy	qokaldy	q+okaldy	IT2a;RF1b;ZL3b	1	8	7	11	10	1	1	f18r.8;f33r.2;f43r.2;f43v.2;f58v.10;f58v.28;f72r2.27;f72v3.18	f107v.6;f33r.2;f46r.4;f46v.6;f58r.19;f58r.32;f66r.67;f66r.69	365	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	olkeedy	qolkeedy	q+olkeedy	IT2a;RF1b;ZL3b	1	22	7	46	9	1	4	f104r.11;f105r.29;f105r.4;f105v.5;f106r.21;f106v.28;f107r.16;f107v.36	f103r.52;f115v.26;f76v.18;f79r.24;f79v.11;f79v.5;f81v.8;f83v.18	364	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	cheol	cheoldy	cheol+∅/dy	IT2a;RF1b;ZL3b	1	60	7	179	9	1	7	f100r.24;f100r.25;f100r.27;f100v.15;f101r.1;f101r.5;f101r.6;f101r.7	f30v.5;f58r.13;f58v.19;f72v2.19;f72v2.9;f7v.3;f80v.17;f89r2.8	364	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	tey	teey	+te/tee+y	IT2a;RF1b;ZL3b	1	10	14	14	25	0	2	f104r.16;f111r.16;f116r.13;f20v.7;f38v.6;f69r.2;f69v.1;f72r2.22	f105r.30;f111r.13;f111r.18;f111r.21;f111r.44;f111r.9;f112r.17;f112r.45	364	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	kol	koldy	kol+∅/dy	IT2a;RF1b;ZL3b	1	34	7	43	8	1	3	f101r.2;f101v.26;f105r.17;f105r.35;f105v.27;f114r.16;f115v.13;f14r.4	f35r.12;f54r.10;f67v1.18;f75r.39;f80v.13;f84v.17;f84v.18;f93v.7	363	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otody	qotody	q+otody	IT2a;RF1b;ZL3b	1	15	10	23	12	0	2	f104r.3;f107v.1;f112r.5;f114r.1;f114v.18;f16r.2;f29v.11;f33v.4	f104v.6;f113r.45;f113v.26;f114v.15;f116r.8;f43r.5;f49r.7;f85r1.34	362	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	oteeo	oteeody	oteeo+∅/dy	IT2a;RF1b;ZL3b	1	11	10	14	12	0	2	f104r.1;f105v.33;f106r.15;f111v.3;f113r.26;f113v.11;f114v.30;f114v.38	f102r1.9;f106v.11;f108r.11;f108r.4;f113r.2;f57v.5;f68r3.1;f70v1.1	362	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okchor	qokchor	q+okchor	IT2a;RF1b;ZL3b	1	18	10	20	11	0	2	f111v.6;f115r.41;f13r.6;f13r.7;f14v.2;f14v.5;f18v.9;f19v.11	f101r.2;f115r.23;f11v.4;f15r.2;f16r.13;f18r.3;f18r.8;f32r.3	361	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	oto	otody	oto+∅/dy	IT2a;RF1b;ZL3b	1	10	15	11	23	0	3	f105v.24;f112r.40;f39v.5;f67r1.7;f69r.7;f71r.1;f71v.12;f72v1.1	f104r.3;f107v.1;f112r.5;f114r.1;f114v.18;f16r.2;f29v.11;f33v.4	361	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	odain	qodain	q+odain	IT2a;RF1b;ZL3b	1	15	6	21	10	1	1	f102r2.8;f102v1.23;f104v.40;f106r.22;f107v.33;f107v.36;f107v.47;f114r.33	f104r.13;f104r.7;f112r.10;f115r.36;f115r.39;f115r.5;f49r.4;f85r2.16	360	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	oees	otees	o/ot+ees	IT2a;RF1b;ZL3b	1	10	9	13	13	0	0	f105r.29;f105r.34;f112v.7;f24r.13;f69r.43;f6v.13;f6v.2;f72v1.8	f113v.5;f114r.40;f48v.6;f68v2.6;f70v2.1;f72r2.32;f72r2.6;f72r3.14	358	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	daly	saly	d/s+aly	IT2a;RF1b;ZL3b	1	23	6	34	7	1	3	f106v.3;f16r.10;f34r.13;f41r.3;f43r.6;f43v.1;f44v.2;f46r.1	f116r.3;f57v.2;f66r.6;f73v.22;f80v.15;f80v.7;f88r.18	357	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	oain	otain	o/ot+ain	IT2a;RF1b;ZL3b	1	9	29	12	97	0	6	f103r.10;f103r.12;f107v.39;f111r.45;f111v.35;f112r.5;f112v.41;f116r.2	f103r.11;f103r.28;f103r.9;f103v.15;f103v.16;f103v.24;f104r.25;f104r.45	357	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	oy	oty	o/ot+y	IT2a;RF1b;ZL3b	1	6	59	7	120	1	5	f105r.4;f112r.5;f112v.13;f114r.35;f14v.7;f17v.12;f68v3.5	f103r.17;f103r.24;f103v.25;f103v.35;f103v.39;f106r.44;f106v.28;f106v.38	357	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	ofchedy	qofchedy	q+ofchedy	IT2a;RF1b;ZL3b	1	6	8	7	8	1	1	f107r.27;f114r.11;f78r.28;f78v.1;f79v.28;f84v.21;f86v6.25	f106v.32;f107r.27;f111r.36;f113r.16;f115r.19;f31r.1;f39r.6;f81v.15	357	FORMAL_MINIMAL_PAIR_NO_MEANING
