host_a	host_b	length	position	glyph_a	glyph_b	substitution_class	count_a	count_b	folios_a	folios_b	pages_a	pages_b	sections_a	sections_b	context_cosine	context_js	claim_state
arl	aro	3	3	l	o	L3:P3:l>o	2	6	2	6	2	6	H|S	H|P|S	0.916172629527	0.048396401117	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
arl	ary	3	3	l	y	L3:P3:l>y	2	26	2	20	2	22	H|S	B|C|H|S|T	0.953788700942	0.092337693191	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
arl	orl	3	1	a	o	L3:P1:a>o	2	1	2	1	2	1	H|S	H	0.965522631333	0.028377401170	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aro	ary	3	3	o	y	L3:P3:o>y	6	26	6	20	6	22	H|P|S	B|C|H|S|T	0.891902827214	0.103965489448	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aro	oro	3	1	a	o	L3:P1:a>o	6	3	6	3	6	3	H|P|S	H	0.960815799990	0.029297471862	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ary	asy	3	2	r	s	L3:P2:r>s	26	1	20	1	22	1	B|C|H|S|T	B	0.916018407746	0.136464061877	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ary	ory	3	1	a	o	L3:P1:a>o	26	18	20	14	22	16	B|C|H|S|T	B|H|P|S	0.992463638266	0.016881053452	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ary	yry	3	1	a	y	L3:P1:a>y	26	1	20	1	22	1	B|C|H|S|T	B	0.914177789070	0.138209395964	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
asy	esy	3	1	a	e	L3:P1:a>e	1	1	1	1	1	1	B	S	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
asy	osy	3	1	a	o	L3:P1:a>o	1	1	1	1	1	1	B	H	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
at	et	2	1	a	e	L2:P1:a>e	1	5	1	5	1	5	H	B|H|S	0.940091928960	0.061891798835	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
at	lt	2	1	a	l	L2:P1:a>l	1	6	1	6	1	6	H	B|S|T	0.890418163451	0.106076380692	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
at	ot	2	1	a	o	L2:P1:a>o	1	431	1	61	1	99	H	B|C|H|P|S|T	0.878668780525	0.203586653560	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
at	yt	2	1	a	y	L2:P1:a>y	1	55	1	28	1	32	H	B|C|H|S|T	0.845977249944	0.205555443411	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ch	co	2	2	h	o	L2:P2:h>o	68	1	44	1	54	1	B|C|H|S|T	H	0.853747359201	0.125716472236	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ch	sh	2	1	c	s	L2:P1:c>s	68	10	44	9	54	10	B|C|H|S|T	B|H|S	0.972332877916	0.029164393997	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ch	yh	2	1	c	y	L2:P1:c>y	68	1	44	1	54	1	B|C|H|S|T	S	0.853747359201	0.125716472236	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chd	che	3	3	d	e	L3:P3:d>e	3	84	3	33	3	43	H|S|T	B|C|H|S|T	0.694100018263	0.245707738206	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chd	chk	3	3	d	k	L3:P3:d>k	3	1	3	1	3	1	H|S|T	H	0.961574453825	0.033819014273	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chd	cho	3	3	d	o	L3:P3:d>o	3	31	3	22	3	24	H|S|T	H|S|T	0.816883251169	0.151604747139	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chd	chs	3	3	d	s	L3:P3:d>s	3	1	3	1	3	1	H|S|T	S	0.938316913742	0.056920451973	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chd	chy	3	3	d	y	L3:P3:d>y	3	100	3	46	3	61	H|S|T	B|H|P|S|T	0.782559768410	0.215323595943	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
che	chk	3	3	e	k	L3:P3:e>k	84	1	33	1	43	1	B|C|H|S|T	H	0.728010425001	0.227099835676	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
che	cho	3	3	e	o	L3:P3:e>o	84	31	33	22	43	24	B|C|H|S|T	H|S|T	0.921654888041	0.059134468405	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
che	chs	3	3	e	s	L3:P3:e>s	84	1	33	1	43	1	B|C|H|S|T	S	0.775041076314	0.206146493521	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
che	chy	3	3	e	y	L3:P3:e>y	84	100	33	46	43	61	B|C|H|S|T	B|H|P|S|T	0.782852533640	0.162325623080	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
che	she	3	1	c	s	L3:P1:c>s	84	42	33	24	43	31	B|C|H|S|T	B|C|H|S|T	0.981695078041	0.020580322414	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chk	cho	3	3	k	o	L3:P3:k>o	1	31	1	22	1	24	H	H|S|T	0.839104147375	0.134777859047	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chk	chs	3	3	k	s	L3:P3:k>s	1	1	1	1	1	1	H	S	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chk	chy	3	3	k	y	L3:P3:k>y	1	100	1	46	1	61	H	B|H|P|S|T	0.790258861225	0.216995977613	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
cho	chs	3	3	o	s	L3:P3:o>s	31	1	22	1	24	1	H|S|T	S	0.893062792163	0.107078612539	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
cho	chy	3	3	o	y	L3:P3:o>y	31	100	22	46	24	61	H|S|T	B|H|P|S|T	0.954834064532	0.057249011919	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
cho	sho	3	1	c	s	L3:P1:c>s	31	12	22	12	24	12	H|S|T	H|P|S	0.903163503165	0.095040724654	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chs	chy	3	3	s	y	L3:P3:s>y	1	100	1	46	1	61	S	B|H|P|S|T	0.853986057554	0.176489972059	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
chy	shy	3	1	c	s	L3:P1:c>s	100	15	46	14	61	14	B|H|P|S|T	B|H|S	0.972511726024	0.038176879863	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ckh	cph	3	2	k	p	L3:P2:k>p	21	9	17	8	19	8	B|H|S|T	B|H|S|T	0.901987801953	0.084115247919	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ckh	cth	3	2	k	t	L3:P2:k>t	21	33	17	25	19	26	B|H|S|T	B|H|S|T	0.950488304866	0.040396774633	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	eo	2	1	c	e	L2:P1:c>e	1	90	1	34	1	48	H	C|H|P|S|T	0.801140302148	0.191185787703	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	ko	2	1	c	k	L2:P1:c>k	1	8	1	8	1	8	H	H|S|T	0.887283854851	0.095673789180	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	lo	2	1	c	l	L2:P1:c>l	1	10	1	9	1	10	H	B|S	0.876372155721	0.112734737618	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	po	2	1	c	p	L2:P1:c>p	1	2	1	2	1	2	H	H|S	0.942875802705	0.033832570111	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	ro	2	1	c	r	L2:P1:c>r	1	4	1	3	1	3	H	H|S	0.914506427697	0.065761701972	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	so	2	1	c	s	L2:P1:c>s	1	1	1	1	1	1	H	H	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
co	to	2	1	c	t	L2:P1:c>t	1	1	1	1	1	1	H	H	0.869141531323	0.059761927255	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
cph	cth	3	2	p	t	L3:P2:p>t	9	33	8	25	8	26	B|H|S|T	B|H|S|T	0.967964443961	0.043191338982	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
da	dy	2	2	a	y	L2:P2:a>y	6	1	5	1	5	1	H|S|T	H	0.799716247731	0.109868650025	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
da	ea	2	1	d	e	L2:P1:d>e	6	1	5	1	5	1	H|S|T	H	0.901168855631	0.065213852431	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
da	ka	2	1	d	k	L2:P1:d>k	6	6	5	6	5	6	H|S|T	B|H	0.889879890733	0.076096716576	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
da	la	2	1	d	l	L2:P1:d>l	6	3	5	3	5	3	H|S|T	B|S|T	0.900870538562	0.065112280396	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
da	ra	2	1	d	r	L2:P1:d>r	6	2	5	2	5	2	H|S|T	S	0.911623177476	0.052926506686	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
da	ta	2	1	d	t	L2:P1:d>t	6	1	5	1	5	1	H|S|T	S	0.901168855631	0.065213852431	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dol	eol	3	1	d	e	L3:P1:d>e	1	91	1	41	1	55	S	B|H|P|S|T	0.886927173181	0.169676995634	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dol	kol	3	1	d	k	L3:P1:d>k	1	16	1	15	1	15	S	B|H|P|S	0.884225616724	0.140042158663	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dol	lol	3	1	d	l	L3:P1:d>l	1	23	1	16	1	19	S	B|H|S|T	0.861532258116	0.177541519846	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dol	pol	3	1	d	p	L3:P1:d>p	1	17	1	12	1	13	S	B|H|P|S	0.875169440679	0.146634644719	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dol	rol	3	1	d	r	L3:P1:d>r	1	8	1	7	1	7	S	B|H|S	0.893937421848	0.115924460568	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dol	tol	3	1	d	t	L3:P1:d>t	1	3	1	3	1	3	S	H	0.945646112529	0.047456460530	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	ey	2	1	d	e	L2:P1:d>e	1	195	1	51	1	80	H	B|H|P|S|T	0.865910719456	0.251442530918	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	ky	2	1	d	k	L2:P1:d>k	1	53	1	37	1	42	H	B|H|P|S|T	0.881749276144	0.196051496726	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	ly	2	1	d	l	L2:P1:d>l	1	7	1	5	1	7	H	B|H|P	0.900401049332	0.105551307458	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	py	2	1	d	p	L2:P1:d>p	1	5	1	5	1	5	H	H|P|S|T	0.928988917930	0.073556318079	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	ry	2	1	d	r	L2:P1:d>r	1	4	1	4	1	4	H	H|S	0.941346440178	0.058411542570	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	sy	2	1	d	s	L2:P1:d>s	1	1	1	1	1	1	H	B	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	ty	2	1	d	t	L2:P1:d>t	1	21	1	18	1	20	H	B|H|P|S|T	0.890584399898	0.165823380636	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
dy	yy	2	1	d	y	L2:P1:d>y	1	1	1	1	1	1	H	C	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ed	2	2	a	d	L2:P2:a>d	1	61	1	24	1	33	H	B|C|H|S	0.792407418478	0.161032630498	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ee	2	2	a	e	L2:P2:a>e	1	173	1	34	1	54	H	B|C|H|P|S|T	0.620977792073	0.277967170252	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ek	2	2	a	k	L2:P2:a>k	1	11	1	9	1	10	H	B|H|S|T	0.799096972105	0.143682003970	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	eo	2	2	a	o	L2:P2:a>o	1	90	1	34	1	48	H	C|H|P|S|T	0.743914645805	0.195480938864	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	es	2	2	a	s	L2:P2:a>s	1	23	1	16	1	18	H	B|H|P|S	0.755817486351	0.204756343192	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	et	2	2	a	t	L2:P2:a>t	1	5	1	5	1	5	H	B|H|S	0.807150496773	0.116866188002	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ey	2	2	a	y	L2:P2:a>y	1	195	1	51	1	80	H	B|H|P|S|T	0.767518874165	0.285286589037	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ka	2	1	e	k	L2:P1:e>k	1	6	1	6	1	6	H	B|H	0.929424051974	0.073099089490	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	la	2	1	e	l	L2:P1:e>l	1	3	1	3	1	3	H	B|S|T	0.956449488797	0.041450036442	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ra	2	1	e	r	L2:P1:e>r	1	2	1	2	1	2	H	S	0.965522631333	0.028377401170	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ea	ta	2	1	e	t	L2:P1:e>t	1	1	1	1	1	1	H	S	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	ee	2	2	d	e	L2:P2:d>e	61	173	24	34	33	54	B|C|H|S	B|C|H|P|S|T	0.682950966377	0.239475939577	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	ek	2	2	d	k	L2:P2:d>k	61	11	24	9	33	10	B|C|H|S	B|H|S|T	0.988472387458	0.023233031875	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	eo	2	2	d	o	L2:P2:d>o	61	90	24	34	33	48	B|C|H|S	C|H|P|S|T	0.842725447827	0.132174089080	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	es	2	2	d	s	L2:P2:d>s	61	23	24	16	33	18	B|C|H|S	B|H|P|S	0.874474392047	0.128762033382	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	et	2	2	d	t	L2:P2:d>t	61	5	24	5	33	5	B|C|H|S	B|H|S	0.957612725283	0.059625907613	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	ey	2	2	d	y	L2:P2:d>y	61	195	24	51	33	80	B|C|H|S	B|H|P|S|T	0.905517989844	0.147215391306	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	ld	2	1	e	l	L2:P1:e>l	61	4	24	4	33	4	B|C|H|S	B|H|T	0.929202488043	0.096021888029	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	pd	2	1	e	p	L2:P1:e>p	61	3	24	3	33	3	B|C|H|S	T	0.930695417173	0.090272869669	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	sd	2	1	e	s	L2:P1:e>s	61	1	24	1	33	1	B|C|H|S	S	0.910824397838	0.124597383388	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ed	yd	2	1	e	y	L2:P1:e>y	61	15	24	13	33	14	B|C|H|S	H|P|S|T	0.890817732499	0.113515982837	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eda	eds	3	3	a	s	L3:P3:a>s	4	1	3	1	4	1	B|S	B	0.835860625763	0.092762154066	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eda	eta	3	2	d	t	L3:P2:d>t	4	3	3	3	4	3	B|S	H|S|T	0.983748767345	0.022969144289	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eda	yda	3	1	e	y	L3:P1:e>y	4	1	3	1	4	1	B|S	H	0.945205659993	0.056855128534	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eds	ees	3	2	d	e	L3:P2:d>e	1	15	1	14	1	14	B	B|C|H|P|S	0.898477264907	0.102932165436	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eds	eos	3	2	d	o	L3:P2:d>o	1	11	1	9	1	11	B	C|H|P|S	0.939542390292	0.085258515723	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eds	ets	3	2	d	t	L3:P2:d>t	1	1	1	1	1	1	B	B	1.000000000000	0.000000000000	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	ek	2	2	e	k	L2:P2:e>k	173	11	34	9	54	10	B|C|H|P|S|T	B|H|S|T	0.647463537652	0.282927551726	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	eo	2	2	e	o	L2:P2:e>o	173	90	34	34	54	48	B|C|H|P|S|T	C|H|P|S|T	0.938432749370	0.056551630615	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	es	2	2	e	s	L2:P2:e>s	173	23	34	16	54	18	B|C|H|P|S|T	B|H|P|S	0.711939592640	0.245012320313	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	et	2	2	e	t	L2:P2:e>t	173	5	34	5	54	5	B|C|H|P|S|T	B|H|S	0.674014219230	0.257577791428	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	ey	2	2	e	y	L2:P2:e>y	173	195	34	51	54	80	B|C|H|P|S|T	B|H|P|S|T	0.718672559367	0.284653694423	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	ke	2	1	e	k	L2:P1:e>k	173	25	34	18	54	20	B|C|H|P|S|T	B|H|S|T	0.899609131522	0.123172549246	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ee	te	2	1	e	t	L2:P1:e>t	173	1	34	1	54	1	B|C|H|P|S|T	B	0.871834545281	0.174658522032	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	eee	3	3	d	e	L3:P3:d>e	18	10	14	8	17	8	B|H|S	B|S|T	0.746890110778	0.166408449589	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	eek	3	3	d	k	L3:P3:d>k	18	2	14	1	17	2	B|H|S	S	0.911800196343	0.086183857183	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	eeo	3	3	d	o	L3:P3:d>o	18	21	14	15	17	19	B|H|S	B|C|H|P|S	0.897183078185	0.069277359154	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	ees	3	3	d	s	L3:P3:d>s	18	15	14	14	17	14	B|H|S	B|C|H|P|S	0.939553054704	0.061120031553	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	eet	3	3	d	t	L3:P3:d>t	18	1	14	1	17	1	B|H|S	S	0.920645800074	0.084349302998	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	eey	3	3	d	y	L3:P3:d>y	18	173	14	49	17	72	B|H|S	B|C|H|P|S|T	0.936783617114	0.084418673073	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	eod	3	2	e	o	L3:P2:e>o	18	13	14	13	17	13	B|H|S	H|P|S|T	0.886250273941	0.108395926910	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eed	ked	3	1	e	k	L3:P1:e>k	18	4	14	3	17	4	B|H|S	H|S	0.917952365042	0.072670094140	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	eek	3	3	e	k	L3:P3:e>k	10	2	8	1	8	2	B|S|T	S	0.712464627416	0.189707841583	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	eeo	3	3	e	o	L3:P3:e>o	10	21	8	15	8	19	B|S|T	B|C|H|P|S	0.939419681553	0.060497652294	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	ees	3	3	e	s	L3:P3:e>s	10	15	8	14	8	14	B|S|T	B|C|H|P|S	0.765192886388	0.161158063673	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	eet	3	3	e	t	L3:P3:e>t	10	1	8	1	8	1	B|S|T	S	0.766750505449	0.156480792677	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	eey	3	3	e	y	L3:P3:e>y	10	173	8	49	8	72	B|S|T	B|C|H|P|S|T	0.743626385110	0.223390407997	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	eke	3	2	e	k	L3:P2:e>k	10	2	8	2	8	2	B|S|T	B	0.925897879933	0.075449525327	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	eoe	3	2	e	o	L3:P2:e>o	10	1	8	1	8	1	B|S|T	S	0.766750505449	0.156480792677	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	ese	3	2	e	s	L3:P2:e>s	10	1	8	1	8	1	B|S|T	H	0.766750505449	0.156480792677	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	ete	3	2	e	t	L3:P2:e>t	10	1	8	1	8	1	B|S|T	B	0.931272902657	0.069981843426	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eee	kee	3	1	e	k	L3:P1:e>k	10	25	8	17	8	21	B|S|T	B|H|S	0.878874318845	0.133710059990	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	eeo	3	3	k	o	L3:P3:k>o	2	21	1	15	2	19	S	B|C|H|P|S	0.831553970296	0.131628346119	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	ees	3	3	k	s	L3:P3:k>s	2	15	1	14	2	14	S	B|C|H|P|S	0.876565340462	0.109654979444	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	eet	3	3	k	t	L3:P3:k>t	2	1	1	1	2	1	S	S	0.983380980594	0.012985436105	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	eey	3	3	k	y	L3:P3:k>y	2	173	1	49	2	72	S	B|C|H|P|S|T	0.894189196036	0.150038768258	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	eok	3	2	e	o	L3:P2:e>o	2	3	1	3	2	3	S	S|T	0.975260739813	0.023640804851	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	eyk	3	2	e	y	L3:P2:e>y	2	1	1	1	2	1	S	S	0.966243220766	0.026972512177	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eek	oek	3	1	e	o	L3:P1:e>o	2	4	1	4	2	4	S	H|S	0.956977340906	0.044854900310	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eeo	ees	3	3	o	s	L3:P3:o>s	21	15	15	14	19	14	B|C|H|P|S	B|C|H|P|S	0.913404110853	0.065924082899	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eeo	eet	3	3	o	t	L3:P3:o>t	21	1	15	1	19	1	B|C|H|P|S	S	0.869503077549	0.113685717880	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eeo	eey	3	3	o	y	L3:P3:o>y	21	173	15	49	19	72	B|C|H|P|S	B|C|H|P|S|T	0.913732292165	0.086751921032	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
eeo	keo	3	1	e	k	L3:P1:e>k	21	11	15	9	19	9	B|C|H|P|S	H|P|S|T	0.888291484319	0.105965286680	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ees	eet	3	3	s	t	L3:P3:s>t	15	1	14	1	14	1	B|C|H|P|S	S	0.898477264907	0.102932165436	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
