fold	training_books	surface_group	surface_without_marker	outer_left	local_left	page_host	right_outer	right_inner	abbreviation_marker	operation_count	host_training_occurrences	host_envelope_types
Band3	Band2;Band4;Band5	cristtag	cristtag	NONE	NONE	cristtag	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	crist¤	crist	NONE	NONE	crist	NONE	NONE	1	0	1	10
Band3	Band2;Band4;Band5	croacia	croacia	NONE	NONE	croacia	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cruc¤	cruc	NONE	NONE	cruc	NONE	NONE	1	0	11	1
Band3	Band2;Band4;Band5	cstio¤	cstio	NONE	NONE	cstio	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cun	cun	NONE	NONE	cu	n	NONE	0	1	2	8
Band3	Band2;Band4;Band5	cuncʒ	cuncʒ	NONE	NONE	cuncʒ	NONE	NONE	0	0	13	4
Band3	Band2;Band4;Band5	cuncʒen	cuncʒen	NONE	NONE	cuncʒ	en	NONE	0	1	13	4
Band3	Band2;Band4;Band5	cuncʒe¤	cuncʒe	NONE	NONE	cuncʒ	e	NONE	1	1	13	4
Band3	Band2;Band4;Band5	cunrad¤	cunrad	NONE	NONE	cunrad	NONE	NONE	1	0	7	0
Band3	Band2;Band4;Band5	cunr¤	cunr	NONE	NONE	cunr	NONE	NONE	1	0	4	1
Band3	Band2;Band4;Band5	cuntʒe¤	cuntʒe	NONE	NONE	cuntʒ	e	NONE	1	1	5	1
Band3	Band2;Band4;Band5	custer	custer	NONE	NONE	custer	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	custerding¤	custerding	NONE	NONE	custerding	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cust¤	cust	NONE	NONE	cu	st	NONE	1	1	2	8
Band3	Band2;Band4;Band5	cut¤	cut	c	NONE	ut	NONE	NONE	1	1	383	15
Band3	Band2;Band4;Band5	cu¤	cu	NONE	NONE	cu	NONE	NONE	1	0	2	8
Band3	Band2;Band4;Band5	c¤	c	NONE	NONE	c	NONE	NONE	1	0	153	77
Band3	Band2;Band4;Band5	cölen	cölen	NONE	NONE	cölen	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cöler	cöler	NONE	NONE	cöler	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cölers	cölers	NONE	NONE	cöler	s	NONE	0	1	1	0
Band3	Band2;Band4;Band5	cöllen	cöllen	NONE	NONE	cöllen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cölln¤	cölln	NONE	NONE	cölln	NONE	NONE	1	0	1	1
Band3	Band2;Band4;Band5	cöln	cöln	NONE	NONE	cöln	NONE	NONE	0	0	38	1
Band3	Band2;Band4;Band5	cüncʒell	cüncʒell	NONE	NONE	cüncʒel	l	NONE	0	1	3	0
Band3	Band2;Band4;Band5	cüsterding¤	cüsterding	NONE	NONE	cüsterding	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒ	cʒ	NONE	NONE	cʒ	NONE	NONE	0	0	12	89
Band3	Band2;Band4;Band5	cʒabelstein	cʒabelstein	NONE	NONE	cʒabelstein	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒachares	cʒachares	c	NONE	ʒachares	NONE	NONE	0	1	1	0
Band3	Band2;Band4;Band5	cʒal	cʒal	NONE	NONE	cʒal	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒappffendoꝛff	cʒappffendoꝛff	NONE	NONE	cʒappffendoꝛff	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒe	cʒe	c	NONE	ʒe	NONE	NONE	0	1	137	47
Band3	Band2;Band4;Band5	cʒeantwtn¤	cʒeantwtn	NONE	NONE	cʒeantwtn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒeantwurtn¤	cʒeantwurtn	cʒe	NONE	antwurt	n	NONE	1	2	164	6
Band3	Band2;Band4;Band5	cʒebehabn¤	cʒebehabn	cʒe	be	habn	NONE	NONE	1	2	2536	6
Band3	Band2;Band4;Band5	cʒebiten	cʒebiten	cʒe	NONE	biten	NONE	NONE	0	1	96	2
Band3	Band2;Band4;Band5	cʒebitten	cʒebitten	cʒe	NONE	bitt	en	NONE	0	2	356	5
Band3	Band2;Band4;Band5	cʒebringen	cʒebringen	cʒe	NONE	bring	en	NONE	0	2	38	8
Band3	Band2;Band4;Band5	cʒebringe¤	cʒebringe	cʒe	NONE	bring	e	NONE	1	2	38	8
Band3	Band2;Band4;Band5	cʒecʒiehen	cʒecʒiehen	cʒe	c	ʒiehen	NONE	NONE	0	2	18	5
Band3	Band2;Band4;Band5	cʒecʒiehn¤	cʒecʒiehn	cʒe	NONE	cʒiehn	NONE	NONE	1	1	8	7
Band3	Band2;Band4;Band5	cʒecʒollen	cʒecʒollen	NONE	NONE	cʒecʒollen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒedel	cʒedel	NONE	NONE	cʒedel	NONE	NONE	0	0	1	1
Band3	Band2;Band4;Band5	cʒedeln	cʒedeln	NONE	NONE	cʒedeln	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	cʒedringen	cʒedringen	cʒe	NONE	dringen	NONE	NONE	0	1	3	2
Band3	Band2;Band4;Band5	cʒeeren	cʒeeren	cʒe	NONE	er	en	NONE	0	2	1888	166
Band3	Band2;Band4;Band5	cʒeflüchtsal	cʒeflüchtsal	NONE	NONE	cʒeflüchtsal	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒefragen	cʒefragen	cʒe	NONE	fragen	NONE	NONE	0	1	5	0
Band3	Band2;Band4;Band5	cʒefürdrung	cʒefürdrung	cʒe	NONE	fürdrung	NONE	NONE	0	1	9	1
Band3	Band2;Band4;Band5	cʒefüren	cʒefüren	cʒe	NONE	für	en	NONE	0	2	628	36
Band3	Band2;Band4;Band5	cʒegeben	cʒegeben	cʒe	ge	b	en	NONE	0	3	1260	142
Band3	Band2;Band4;Band5	cʒegebn¤	cʒegebn	cʒe	ge	b	n	NONE	1	3	1260	142
Band3	Band2;Band4;Band5	cʒegeen	cʒegeen	cʒe	NONE	ge	en	NONE	0	2	130	154
Band3	Band2;Band4;Band5	cʒegewalt	cʒegewalt	cʒe	NONE	gewalt	NONE	NONE	0	1	73	4
Band3	Band2;Band4;Band5	cʒehabn¤	cʒehabn	cʒe	NONE	habn	NONE	NONE	1	1	2536	6
Band3	Band2;Band4;Band5	cʒehadeln¤	cʒehadeln	NONE	NONE	cʒehadeln	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒehalten	cʒehalten	cʒe	NONE	halte	n	NONE	0	2	59	9
Band3	Band2;Band4;Band5	cʒehaltn¤	cʒehaltn	cʒe	NONE	halt	n	NONE	1	2	11	15
Band3	Band2;Band4;Band5	cʒehandeln	cʒehandeln	cʒe	NONE	handeln	NONE	NONE	0	1	25	7
Band3	Band2;Band4;Band5	cʒehen	cʒehen	cʒe	NONE	h	en	NONE	0	2	225	181
Band3	Band2;Band4;Band5	cʒehenden	cʒehenden	NONE	NONE	cʒehend	en	NONE	0	1	11	1
Band3	Band2;Band4;Band5	cʒehend¤	cʒehend	NONE	NONE	cʒehend	NONE	NONE	1	0	11	1
Band3	Band2;Band4;Band5	cʒehilff	cʒehilff	cʒe	NONE	hilff	NONE	NONE	0	1	66	4
Band3	Band2;Band4;Band5	cʒeichen	cʒeichen	NONE	NONE	cʒeichen	NONE	NONE	0	0	3	1
Band3	Band2;Band4;Band5	cʒeichnüsse	cʒeichnüsse	NONE	NONE	cʒeichnüsse	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒeidler	cʒeidler	c	NONE	ʒeidler	NONE	NONE	0	1	1	1
Band3	Band2;Band4;Band5	cʒeidlers	cʒeidlers	c	NONE	ʒeidler	s	NONE	0	2	1	1
Band3	Band2;Band4;Band5	cʒeig	cʒeig	cʒe	NONE	ig	NONE	NONE	0	1	1	25
Band3	Band2;Band4;Band5	cʒeiger	cʒeiger	NONE	NONE	cʒeiger	NONE	NONE	0	0	7	1
Band3	Band2;Band4;Band5	cʒeig¤	cʒeig	cʒe	NONE	ig	NONE	NONE	1	1	1	25
Band3	Band2;Band4;Band5	cʒeihen	cʒeihen	NONE	NONE	cʒeihen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒeil	cʒeil	c	NONE	ʒeil	NONE	NONE	0	1	3	1
Band3	Band2;Band4;Band5	cʒeit	cʒeit	c	NONE	ʒeit	NONE	NONE	0	1	331	9
Band3	Band2;Band4;Band5	cʒeite	cʒeite	c	NONE	ʒeit	e	NONE	0	2	331	9
Band3	Band2;Band4;Band5	cʒeiten	cʒeiten	c	NONE	ʒeit	en	NONE	0	2	331	9
Band3	Band2;Band4;Band5	cʒeite¤	cʒeite	c	NONE	ʒeit	e	NONE	1	2	331	9
Band3	Band2;Band4;Band5	cʒeitlich	cʒeitlich	c	NONE	ʒeitlich	NONE	NONE	0	1	10	3
Band3	Band2;Band4;Band5	cʒeitlichen	cʒeitlichen	NONE	NONE	cʒeitlichen	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cʒeitlichn¤	cʒeitlichn	c	NONE	ʒeitlich	n	NONE	1	2	10	3
Band3	Band2;Band4;Band5	cʒeitlichst	cʒeitlichst	c	NONE	ʒeitlich	st	NONE	0	2	10	3
Band3	Band2;Band4;Band5	cʒeitn¤	cʒeitn	c	NONE	ʒeit	n	NONE	1	2	331	9
Band3	Band2;Band4;Band5	cʒekan	cʒekan	cʒe	NONE	kan	NONE	NONE	0	1	8	2
Band3	Band2;Band4;Band5	cʒeklagen	cʒeklagen	cʒe	NONE	klag	en	NONE	0	2	104	13
Band3	Band2;Band4;Band5	cʒeklein	cʒeklein	cʒe	NONE	klein	NONE	NONE	0	1	7	3
Band3	Band2;Band4;Band5	cʒekome¤	cʒekome	cʒe	NONE	kome	NONE	NONE	1	1	412	14
Band3	Band2;Band4;Band5	cʒekumen	cʒekumen	cʒe	NONE	kume	n	NONE	0	2	130	11
Band3	Band2;Band4;Band5	cʒekume¤	cʒekume	cʒe	NONE	kume	NONE	NONE	1	1	130	11
Band3	Band2;Band4;Band5	cʒekurcʒ	cʒekurcʒ	cʒe	NONE	kurcʒ	NONE	NONE	0	1	5	5
Band3	Band2;Band4;Band5	cʒek¤	cʒek	cʒe	NONE	k	NONE	NONE	1	1	55	118
Band3	Band2;Band4;Band5	cʒekümen	cʒekümen	NONE	NONE	cʒekümen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒekürtʒ	cʒekürtʒ	NONE	NONE	cʒekürtʒ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒelanck	cʒelanck	NONE	NONE	cʒelanck	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒeland	cʒeland	cʒe	NONE	land	NONE	NONE	0	1	30	11
Band3	Band2;Band4;Band5	cʒelangk	cʒelangk	NONE	NONE	cʒelangk	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒelecʒste	cʒelecʒste	NONE	NONE	cʒelecʒste	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒelecʒt	cʒelecʒt	NONE	NONE	cʒelecʒt	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cʒelehn¤	cʒelehn	cʒe	NONE	lehn	NONE	NONE	1	1	5	2
Band3	Band2;Band4;Band5	cʒeleihn¤	cʒeleihn	cʒe	NONE	leihn	NONE	NONE	1	1	6	3
Band3	Band2;Band4;Band5	cʒeliechtmesʒ	cʒeliechtmesʒ	NONE	NONE	cʒeliechtmesʒ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒelle	cʒelle	cʒe	NONE	l	e	l	0	3	1083	176
Band3	Band2;Band4;Band5	cʒeller	cʒeller	cʒe	NONE	l	er	l	0	3	1083	176
Band3	Band2;Band4;Band5	cʒellmülln¤	cʒellmülln	NONE	NONE	cʒellmülln	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒemachn¤	cʒemachn	cʒe	NONE	machn	NONE	NONE	1	1	19	1
Band3	Band2;Band4;Band5	cʒemal	cʒemal	cʒe	NONE	mal	NONE	NONE	0	1	95	10
Band3	Band2;Band4;Band5	cʒemals	cʒemals	cʒe	NONE	mal	s	NONE	0	2	95	10
Band3	Band2;Band4;Band5	cʒen	cʒen	cʒe	NONE	n	NONE	NONE	0	1	95	287
Band3	Band2;Band4;Band5	cʒenacht	cʒenacht	cʒe	NONE	nach	t	NONE	0	2	453	14
Band3	Band2;Band4;Band5	cʒenehst	cʒenehst	cʒe	NONE	nehst	NONE	NONE	0	1	469	8
Band3	Band2;Band4;Band5	cʒenemen	cʒenemen	cʒe	NONE	neme	n	NONE	0	2	53	11
Band3	Band2;Band4;Band5	cʒeneme¤	cʒeneme	cʒe	NONE	neme	NONE	NONE	1	1	53	11
Band3	Band2;Band4;Band5	cʒengs¤	cʒengs	NONE	NONE	cʒengs	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒeng¤	cʒeng	NONE	NONE	cʒeng	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒeniesse¤	cʒeniesse	NONE	NONE	cʒeniesse	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒenko	cʒenko	NONE	NONE	cʒenko	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒentgrefen	cʒentgrefen	NONE	NONE	cʒentgrefen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒenöten	cʒenöten	cʒe	NONE	nöten	NONE	NONE	0	1	2	1
Band3	Band2;Band4;Band5	cʒepfand	cʒepfand	cʒe	NONE	pfand	NONE	NONE	0	1	4	1
Band3	Band2;Band4;Band5	cʒer	cʒer	c	NONE	ʒe	r	NONE	0	2	137	47
Band3	Band2;Band4;Band5	cʒerat	cʒerat	cʒe	NONE	rat	NONE	NONE	0	1	100	10
Band3	Band2;Band4;Band5	cʒerdn¤	cʒerdn	NONE	NONE	cʒerdn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒerecht	cʒerecht	cʒe	NONE	recht	NONE	NONE	0	1	418	18
Band3	Band2;Band4;Band5	cʒerechten	cʒerechten	cʒe	NONE	recht	en	NONE	0	2	418	18
Band3	Band2;Band4;Band5	cʒerechtn¤	cʒerechtn	cʒe	NONE	recht	n	NONE	1	2	418	18
Band3	Band2;Band4;Band5	cʒered	cʒered	cʒe	NONE	red	NONE	NONE	0	1	105	13
Band3	Band2;Band4;Band5	cʒerede	cʒerede	cʒe	NONE	rede	NONE	NONE	0	1	231	9
Band3	Band2;Band4;Band5	cʒereden	cʒereden	cʒe	NONE	rede	n	NONE	0	2	231	9
Band3	Band2;Band4;Band5	cʒeredn¤	cʒeredn	cʒe	NONE	red	n	NONE	1	2	105	13
Band3	Band2;Band4;Band5	cʒeredt	cʒeredt	cʒe	NONE	red	t	NONE	0	2	105	13
Band3	Band2;Band4;Band5	cʒereiten	cʒereiten	cʒe	NONE	reiten	NONE	NONE	0	1	20	6
Band3	Band2;Band4;Band5	cʒeren	cʒeren	cʒe	NONE	r	en	NONE	0	2	72	217
Band3	Band2;Band4;Band5	cʒerichten	cʒerichten	cʒe	NONE	richt	en	NONE	0	2	136	20
Band3	Band2;Band4;Band5	cʒerichtn¤	cʒerichtn	cʒe	NONE	richt	n	NONE	1	2	136	20
Band3	Band2;Band4;Band5	cʒerslage¤	cʒerslage	NONE	NONE	cʒerslage	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒeruck	cʒeruck	cʒe	NONE	ruck	NONE	NONE	0	1	3	5
Band3	Band2;Band4;Band5	cʒerung	cʒerung	c	NONE	ʒerung	NONE	NONE	0	1	3	0
Band3	Band2;Band4;Band5	cʒerÿnnen	cʒerÿnnen	NONE	NONE	cʒerÿnnen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒerÿnne¤	cʒerÿnne	NONE	NONE	cʒerÿnne	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒesagen	cʒesagen	cʒe	NONE	sag	en	NONE	0	2	51	12
Band3	Band2;Band4;Band5	cʒesamen	cʒesamen	NONE	NONE	cʒesamen	NONE	NONE	0	0	3	0
Band3	Band2;Band4;Band5	cʒesamen¤	cʒesamen	NONE	NONE	cʒesamen	NONE	NONE	1	0	3	0
Band3	Band2;Band4;Band5	cʒesame¤	cʒesame	cʒe	NONE	same	NONE	NONE	1	1	2	3
Band3	Band2;Band4;Band5	cʒeschaden	cʒeschaden	cʒe	NONE	schaden	NONE	NONE	0	1	36	3
Band3	Band2;Band4;Band5	cʒeschade¤	cʒeschade	cʒe	NONE	schade	NONE	NONE	1	1	18	4
Band3	Band2;Band4;Band5	cʒeschaffen	cʒeschaffen	cʒe	NONE	schaff	en	NONE	0	2	11	6
Band3	Band2;Band4;Band5	cʒeschaffe¤	cʒeschaffe	cʒe	NONE	schaff	e	NONE	1	2	11	6
Band3	Band2;Band4;Band5	cʒeschicken	cʒeschicken	cʒe	NONE	schicken	NONE	NONE	0	1	118	4
Band3	Band2;Band4;Band5	cʒeschicke¤	cʒeschicke	cʒe	NONE	schicke	NONE	NONE	1	1	53	5
Band3	Band2;Band4;Band5	cʒeschickn¤	cʒeschickn	cʒe	NONE	schick	n	NONE	1	2	4	7
Band3	Band2;Band4;Band5	cʒeschick¤	cʒeschick	cʒe	NONE	schick	NONE	NONE	1	1	4	7
Band3	Band2;Band4;Band5	cʒeschike¤	cʒeschike	cʒe	NONE	schik	e	NONE	1	2	265	12
Band3	Band2;Band4;Band5	cʒeschreiben	cʒeschreiben	cʒe	NONE	schreibe	n	NONE	0	2	39	14
Band3	Band2;Band4;Band5	cʒeschreibn¤	cʒeschreibn	cʒe	NONE	schreib	n	NONE	1	2	20	16
Band3	Band2;Band4;Band5	cʒesecʒen	cʒesecʒen	cʒe	NONE	secʒen	NONE	NONE	0	1	30	2
Band3	Band2;Band4;Band5	cʒesehen	cʒesehen	cʒe	NONE	sehen	NONE	NONE	0	1	59	8
Band3	Band2;Band4;Band5	cʒesein	cʒesein	cʒe	NONE	sein	NONE	NONE	0	1	2005	15
Band3	Band2;Band4;Band5	cʒesel	cʒesel	cʒe	NONE	s	l	e	0	3	444	292
Band3	Band2;Band4;Band5	cʒesell	cʒesell	cʒe	s	e	l	l	0	4	28	331
Band3	Band2;Band4;Band5	cʒesells	cʒesells	c	NONE	ʒesel	s	l	0	3	39	2
Band3	Band2;Band4;Band5	cʒesels	cʒesels	cʒe	s	e	s	l	0	4	28	331
Band3	Band2;Band4;Band5	cʒesicʒen	cʒesicʒen	cʒe	NONE	sicʒe	n	NONE	0	2	11	4
Band3	Band2;Band4;Band5	cʒespate	cʒespate	NONE	NONE	cʒespate	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒesprec	cʒesprec	NONE	NONE	cʒesprec	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒesprechen	cʒesprechen	cʒe	NONE	spreche	n	NONE	0	2	61	9
Band3	Band2;Band4;Band5	cʒespreche¤	cʒespreche	cʒe	NONE	spreche	NONE	NONE	1	1	61	9
Band3	Band2;Band4;Band5	cʒesprechn¤	cʒesprechn	NONE	NONE	cʒesprechn	NONE	NONE	1	0	37	0
Band3	Band2;Band4;Band5	cʒesprochn¤	cʒesprochn	NONE	NONE	cʒesprochn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒespr¤	cʒespr	c	NONE	ʒespr	NONE	NONE	1	1	1	2
Band3	Band2;Band4;Band5	cʒest	cʒest	cʒe	NONE	s	t	NONE	0	2	444	292
Band3	Band2;Band4;Band5	cʒestewren	cʒestewren	cʒe	NONE	stewr	en	NONE	0	2	5	2
Band3	Band2;Band4;Band5	cʒestund	cʒestund	cʒe	NONE	stund	NONE	NONE	0	1	5	7
Band3	Band2;Band4;Band5	cʒestunde	cʒestunde	cʒe	NONE	stund	e	NONE	0	2	5	7
Band3	Band2;Band4;Band5	cʒestund¤	cʒestund	cʒe	NONE	stund	NONE	NONE	1	1	5	7
Band3	Band2;Band4;Band5	cʒestümeln	cʒestümeln	NONE	NONE	cʒestümeln	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒesuchen	cʒesuchen	cʒe	NONE	suchen	NONE	NONE	0	1	14	6
Band3	Band2;Band4;Band5	cʒesuchn¤	cʒesuchn	cʒe	NONE	such	n	NONE	1	2	1	6
Band3	Band2;Band4;Band5	cʒesynne	cʒesynne	cʒe	s	ynn	e	NONE	0	3	7	5
Band3	Band2;Band4;Band5	cʒesüchen	cʒesüchen	cʒe	NONE	süchen	NONE	NONE	0	1	5	2
Band3	Band2;Band4;Band5	cʒesüche¤	cʒesüche	NONE	NONE	cʒesüche	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒesüchn¤	cʒesüchn	NONE	NONE	cʒesüchn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒesẏnne	cʒesẏnne	NONE	NONE	cʒesẏnne	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒetagen	cʒetagen	cʒe	NONE	tag	en	NONE	0	2	682	12
Band3	Band2;Band4;Band5	cʒetaten	cʒetaten	cʒe	NONE	tat	en	NONE	0	2	42	8
Band3	Band2;Band4;Band5	cʒeteil	cʒeteil	cʒe	NONE	teil	NONE	NONE	0	1	60	11
Band3	Band2;Band4;Band5	cʒetel	cʒetel	NONE	NONE	cʒetel	NONE	NONE	0	0	1	2
Band3	Band2;Band4;Band5	cʒetele	cʒetele	NONE	NONE	cʒetel	e	NONE	0	1	1	2
Band3	Band2;Band4;Band5	cʒeteln	cʒeteln	NONE	NONE	cʒeteln	NONE	NONE	0	0	5	0
Band3	Band2;Band4;Band5	cʒetmesstorf	cʒetmesstorf	NONE	NONE	cʒetmesstorf	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒetreiben	cʒetreiben	NONE	NONE	cʒetreiben	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒetteln	cʒetteln	c	NONE	ʒettel	n	NONE	0	2	18	1
Band3	Band2;Band4;Band5	cʒetun	cʒetun	cʒe	NONE	tun	NONE	NONE	0	1	540	8
Band3	Band2;Band4;Band5	cʒetün	cʒetün	cʒe	NONE	tün	NONE	NONE	0	1	41	6
Band3	Band2;Band4;Band5	cʒeug¤	cʒeug	NONE	NONE	cʒeug	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒeuoꝛ	cʒeuoꝛ	NONE	NONE	cʒeuoꝛ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒevanknüʒʒ	cʒevanknüʒʒ	NONE	NONE	cʒevanknüʒʒ	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒeverre	cʒeverre	cʒe	v	er	e	r	0	4	1888	166
Band3	Band2;Band4;Band5	cʒeversprechn¤	cʒeversprechn	cʒe	ver	sprech	n	NONE	1	3	34	8
Band3	Band2;Band4;Band5	cʒevntervvinden	cʒevntervvinden	cʒe	NONE	vntervvinde	n	NONE	0	2	3	1
Band3	Band2;Band4;Band5	cʒevor	cʒevor	cʒe	NONE	vor	NONE	NONE	0	1	758	21
Band3	Band2;Band4;Band5	cʒevorderst	cʒevorderst	cʒe	NONE	vorder	st	NONE	0	2	6	6
Band3	Band2;Band4;Band5	cʒevordn¤	cʒevordn	cʒe	NONE	vordn	NONE	NONE	1	1	31	3
Band3	Band2;Band4;Band5	cʒevormundn¤	cʒevormundn	NONE	NONE	cʒevormundn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒevormündn¤	cʒevormündn	NONE	NONE	cʒevormündn	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒevvartn¤	cʒevvartn	cʒe	NONE	vvartn	NONE	NONE	1	1	1	1
Band3	Band2;Band4;Band5	cʒevvenig	cʒevvenig	NONE	NONE	cʒevvenig	NONE	NONE	0	0	1	0
Band3	Band2;Band4;Band5	cʒevveren	cʒevveren	cʒe	v	ver	en	NONE	0	3	95	18
Band3	Band2;Band4;Band5	cʒevvern	cʒevvern	cʒe	v	ver	n	NONE	0	3	95	18
Band3	Band2;Band4;Band5	cʒevvisen	cʒevvisen	NONE	NONE	cʒevvisen	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒevvissen	cʒevvissen	cʒe	NONE	vvissen	NONE	NONE	0	1	115	6
Band3	Band2;Band4;Band5	cʒevvissen¤	cʒevvissen	cʒe	NONE	vvissen	NONE	NONE	1	1	115	6
Band3	Band2;Band4;Band5	cʒevvisse¤	cʒevvisse	cʒe	NONE	vvisse	NONE	NONE	1	1	10	6
Band3	Band2;Band4;Band5	cʒevvisʒen	cʒevvisʒen	cʒe	NONE	vvisʒ	en	NONE	0	2	13	4
Band3	Band2;Band4;Band5	cʒevvisʒe¤	cʒevvisʒe	cʒe	NONE	vvisʒ	e	NONE	1	2	13	4
Band3	Band2;Band4;Band5	cʒevörderst	cʒevörderst	NONE	NONE	cʒevörderst	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒewarten	cʒewarten	cʒe	NONE	war	en	t	0	3	5	21
Band3	Band2;Band4;Band5	cʒeweisen	cʒeweisen	cʒe	NONE	weisen	NONE	NONE	0	1	47	6
Band3	Band2;Band4;Band5	cʒewerd¤	cʒewerd	cʒe	NONE	werd	NONE	NONE	1	1	17	8
Band3	Band2;Band4;Band5	cʒewgen	cʒewgen	NONE	NONE	cʒewgen	NONE	NONE	0	0	7	0
Band3	Band2;Band4;Band5	cʒewgs	cʒewgs	NONE	NONE	cʒewgs	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒewissen	cʒewissen	cʒe	NONE	wiss	en	NONE	0	2	529	11
Band3	Band2;Band4;Band5	cʒewisse¤	cʒewisse	cʒe	NONE	wiss	e	NONE	1	2	529	11
Band3	Band2;Band4;Band5	cʒewiss¤	cʒewiss	cʒe	NONE	wiss	NONE	NONE	1	1	529	11
Band3	Band2;Band4;Band5	cʒewisʒen	cʒewisʒen	cʒe	NONE	wisʒen	NONE	NONE	0	1	25	2
Band3	Band2;Band4;Band5	cʒeʒiehen	cʒeʒiehen	cʒe	NONE	ʒiehen	NONE	NONE	0	1	18	5
Band3	Band2;Band4;Band5	cʒieh	cʒieh	NONE	NONE	cʒieh	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒiehe	cʒiehe	c	NONE	ʒiehe	NONE	NONE	0	1	7	5
Band3	Band2;Band4;Band5	cʒiehen	cʒiehen	c	NONE	ʒiehen	NONE	NONE	0	1	18	5
Band3	Band2;Band4;Band5	cʒiehens	cʒiehens	c	NONE	ʒiehen	s	NONE	0	2	18	5
Band3	Band2;Band4;Band5	cʒiehent	cʒiehent	c	NONE	ʒiehen	t	NONE	0	2	18	5
Band3	Band2;Band4;Band5	cʒiehet	cʒiehet	c	NONE	ʒiehe	t	NONE	0	2	7	5
Band3	Band2;Band4;Band5	cʒiehn¤	cʒiehn	NONE	NONE	cʒiehn	NONE	NONE	1	0	8	7
Band3	Band2;Band4;Band5	cʒieling¤	cʒieling	NONE	NONE	cʒieling	NONE	NONE	1	0	0	0
Band3	Band2;Band4;Band5	cʒil	cʒil	NONE	NONE	cʒil	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒilhorn	cʒilhorn	NONE	NONE	cʒilhorn	NONE	NONE	0	0	0	0
Band3	Band2;Band4;Band5	cʒiling	cʒiling	NONE	NONE	cʒiling	NONE	NONE	0	0	0	0
