host	visual_feature	feature_class	additional_feature_pages	additional_effect	additional_z	additional_local_p	additional_maxT_p	additional_lofo_min	additional_lofo_max	full_b_feature_pages	full_b_host_pages	full_b_hit_pages	full_b_counterexample_pages	full_b_feature_precision	full_b_hit_folios	full_b_effect	full_b_z	full_b_local_p	full_b_maxT_p	full_b_lofo_min	full_b_lofo_max	token_variants	prefix_variants	closing_fraction	label_rows	label	claim_state
ol	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.035859728507	0.000000000000	1.000000000000	1.000000000000	-0.050874125874	-0.002334087481	13	19	10	9	0.526315789474	7	0.012048849109	1.217409556054	0.215978402160	1.000000000000	0.006032057605	0.016623198294	5	4	0.142857142857	5	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	0.090625000000	1.021020891133	0.489651034897	1.000000000000	-0.034375000000	0.212500000000	3	8	2	6	0.250000000000	2	0.045267660181	1.212954660829	0.330866913309	1.000000000000	0.000173865088	0.070748371998	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	-0.081942777111	1.004409722733	0.497850214979	1.000000000000	-0.098392857143	-0.033686974790	5	13	3	10	0.230769230769	3	0.014105408028	1.201871325837	0.322967703230	1.000000000000	0.005610402282	0.032276139735	2	2	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	0.027686451835	-1.103935975951	0.304669533047	1.000000000000	0.009420318244	0.060316269659	7	8	4	4	0.500000000000	4	0.019251045014	1.182903871077	0.240475952405	1.000000000000	0.013295358118	0.023238285843	2	2	1.000000000000	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	GRASS	VISIBLE_PLANT_FEATURE	5	-0.009376244670	-0.735314777760	0.556644335566	1.000000000000	-0.018264959441	0.006638459580	7	8	2	6	0.250000000000	2	-0.003236664675	-1.159132809402	0.269673032697	1.000000000000	-0.004168096056	-0.001114341501	2	2	1.000000000000	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.046460423634	-0.908130074421	0.773822617738	1.000000000000	-0.053429487179	-0.023504273504	5	6	0	6	0.000000000000	0	-0.007865994130	-1.158559201001	0.465453454655	1.000000000000	-0.008509355428	-0.003617224880	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	0.027510071628	0.317905671325	0.902009799020	1.000000000000	-0.051561396830	0.102284757016	3	8	1	7	0.125000000000	1	0.006322396227	1.155615813629	0.173282671733	1.000000000000	-0.007079623457	0.012901343595	2	2	1.000000000000	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	0.027510071628	0.317905671325	0.902009799020	1.000000000000	-0.051561396830	0.104433148551	3	8	1	7	0.125000000000	1	0.006322396227	1.155615813629	0.173282671733	1.000000000000	-0.007079623457	0.012657218648	2	2	1.000000000000	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.008622517833	0.905901423314	0.768723127687	1.000000000000	-0.033012820513	0.020092652446	7	6	2	4	0.333333333333	2	-0.000548133082	1.152563109410	0.467553244676	1.000000000000	-0.004845389064	0.004166542839	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	0.023695164485	0.924682806974	0.436156384362	1.000000000000	0.002068180358	0.049204684205	8	19	7	12	0.368421052632	6	0.008851292660	1.145493308264	0.271272872713	1.000000000000	0.004962797560	0.013369663457	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.059825319608	-1.270431343308	0.464353564644	1.000000000000	-0.068799117549	-0.051917526918	5	19	2	17	0.105263157895	2	-0.011010622760	-1.144448246312	0.283571642836	1.000000000000	-0.017082530342	-0.002739017822	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	0.116444709028	0.601141436075	0.562843715628	1.000000000000	-0.022444179861	0.240929569539	5	18	3	15	0.166666666667	2	0.028058641521	1.125857179291	0.336366363364	1.000000000000	-0.013278070547	0.041525026331	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.049795700179	-0.653888264108	0.604239576042	1.000000000000	-0.101227293206	-0.017893959873	5	18	2	16	0.111111111111	2	-0.015826121713	-1.117383585897	0.272072792721	1.000000000000	-0.026303486620	-0.009169584484	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.002857905983	0.999595635650	0.199280071993	1.000000000000	-0.043115942029	0.033807134894	3	6	1	5	0.166666666667	1	-0.002483826356	1.111908141642	0.166483351665	1.000000000000	-0.007115140957	0.001524012050	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.065951163074	-0.487532257372	0.804019598040	1.000000000000	-0.089448051948	-0.026480592237	5	13	2	11	0.153846153846	2	0.002481476404	1.105914696741	0.501449855014	1.000000000000	-0.005927195344	0.009116929456	2	2	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.031732874968	0.990445640787	1.000000000000	1.000000000000	-0.057987861811	0.060267673503	11	13	3	10	0.230769230769	2	-0.009136498763	-1.105607985616	0.338466153385	1.000000000000	-0.013075276787	-0.005329399465	2	2	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	-0.017283906570	-0.189541170770	1.000000000000	1.000000000000	-0.035465724751	0.001573426573	5	22	3	19	0.136363636364	3	-0.022723429480	-1.101055096883	0.278072192781	1.000000000000	-0.030819635442	-0.015366481753	3	3	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.011126373626	-0.196072798796	1.000000000000	1.000000000000	-0.035465724751	0.010206876457	5	22	3	19	0.136363636364	3	-0.016620268073	-1.085612660039	0.290470952905	1.000000000000	-0.027753594375	-0.007856732365	3	3	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.019922299922	0.189905995500	1.000000000000	1.000000000000	-0.022165242165	0.037529137529	11	13	6	7	0.461538461538	5	0.011907828937	1.065306027505	0.317268273173	1.000000000000	0.005926524197	0.017037635308	4	4	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	0.078864734300	0.290429489947	0.945705429457	1.000000000000	-0.033712121212	0.140530303030	5	8	2	6	0.250000000000	2	0.043763784227	1.061738157835	0.461653834617	1.000000000000	0.020192355655	0.056490962741	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.010727293540	-0.139943784174	0.904609539046	1.000000000000	-0.013509176009	0.042333777334	12	24	10	14	0.416666666667	8	0.021407804779	1.059511724194	0.302169783022	1.000000000000	0.013570485437	0.029153998234	2	2	0.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	-0.028857906799	-0.337760264737	1.000000000000	1.000000000000	-0.031481352872	-0.016653934301	3	7	0	7	0.000000000000	0	-0.007136714769	-1.053908006178	0.497050294971	1.000000000000	-0.007665360307	-0.005407470455	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	0.086111111111	1.433777632729	0.173382661734	1.000000000000	0.057196969697	0.149621212121	5	6	2	4	0.333333333333	2	0.006477375380	1.051726908044	0.413458654135	1.000000000000	0.002942890443	0.010001989880	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	0.092629876517	1.323807023405	0.299370062994	1.000000000000	-0.077402098792	0.176094404704	5	14	1	13	0.071428571429	1	-0.011817379093	-1.051496582093	0.352264773523	1.000000000000	-0.017464201366	-0.008484045760	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	0.027923392397	1.135362472107	0.417758224178	1.000000000000	0.008942373416	0.044734952547	7	22	5	17	0.227272727273	5	0.019257683652	1.050898195317	0.313568643136	1.000000000000	0.007786149453	0.030587143666	3	3	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	GRASS	VISIBLE_PLANT_FEATURE	5	-0.051905983839	-0.750341664760	0.479052094791	1.000000000000	-0.074757693287	-0.019043407573	7	18	4	14	0.222222222222	4	-0.019512208620	-1.011056331252	0.369163083692	1.000000000000	-0.022126174727	-0.012432969381	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.013919584252	1.004409722733	0.497850214979	1.000000000000	-0.055550510096	0.011632158691	5	8	1	7	0.125000000000	1	-0.003022428890	0.993620349553	1.000000000000	1.000000000000	-0.008204342196	-0.000338140573	2	2	1.000000000000	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.021206863312	-1.548383196220	0.179782021798	1.000000000000	-0.045075295075	0.008726567550	7	14	5	9	0.357142857143	4	0.012914733198	0.992568582650	0.344865513449	1.000000000000	0.007078468479	0.018023211958	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	0.007742747449	0.411669724952	0.758124187581	1.000000000000	-0.015043192102	0.033033730975	9	25	8	17	0.320000000000	6	0.001529565940	0.989766123299	0.342665733427	1.000000000000	-0.009441532743	0.008188900128	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	0.006846278721	0.610183054445	0.305069493051	1.000000000000	-0.032989836251	0.043933240672	3	22	2	20	0.090909090909	2	0.008435914957	0.988991433478	0.412258774123	1.000000000000	-0.009414800007	0.031397731263	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	0.132558760684	1.339191843526	0.093790620938	1.000000000000	0.046020299145	0.217753623188	3	6	2	4	0.333333333333	2	0.008662115824	0.986184790229	0.383861613839	1.000000000000	0.000546057494	0.015874529835	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	0.081080307325	-0.990445640787	1.000000000000	1.000000000000	0.058075094840	0.097820183382	13	8	7	1	0.875000000000	6	0.016485486780	0.980800121946	0.386461353865	1.000000000000	0.012078650289	0.019615756040	2	2	1.000000000000	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.037932140099	-0.532580513908	0.623837616238	1.000000000000	-0.065171756348	-0.007380739215	8	8	1	7	0.125000000000	1	-0.004853792491	-0.980104769998	0.372062793721	1.000000000000	-0.009017396117	-0.001870846096	2	2	1.000000000000	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	-0.010965994790	-0.421281594549	0.703829617038	1.000000000000	-0.024672202797	-0.002689565337	12	25	8	17	0.320000000000	6	-0.023076633233	-0.976267088392	0.338066193381	1.000000000000	-0.027966345742	-0.015845133621	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	-0.044750394330	-0.694107495438	0.536946305369	1.000000000000	-0.054050851110	-0.017245808887	9	8	1	7	0.125000000000	1	-0.007180034032	-0.964556533038	0.375462453755	1.000000000000	-0.008079806196	-0.005948613566	2	2	1.000000000000	6	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	0.132887402453	1.436761029380	0.299370062994	1.000000000000	-0.035314685315	0.218181818182	5	13	3	10	0.230769230769	3	0.020022387012	0.960973398556	0.354764523548	1.000000000000	0.009807835640	0.041464723657	4	4	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.005872069107	-0.473937084075	1.000000000000	1.000000000000	-0.006925590749	0.013416447806	11	17	3	14	0.176470588235	3	-0.007833709009	-0.950338354350	0.360163983602	1.000000000000	-0.012429568047	-0.004096234714	5	5	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	0.041644385027	0.658346880832	0.851414858514	1.000000000000	-0.035857843137	0.067436974790	5	19	4	15	0.210526315789	4	0.012100075963	0.946161422366	0.426757324268	1.000000000000	0.004741545543	0.020771271093	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.038582708851	-1.370879087056	0.342665733427	1.000000000000	-0.044370115179	-0.031245559254	5	25	4	21	0.160000000000	4	0.019277808381	0.943889956408	0.399960004000	1.000000000000	0.015472349479	0.023582848918	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.044791666667	-0.339411517825	1.000000000000	1.000000000000	-0.051190476190	-0.032246376812	3	8	1	7	0.125000000000	1	0.039694689091	0.930018354626	0.676932306769	1.000000000000	-0.007924358528	0.066792628668	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.088116550968	0.000000000000	1.000000000000	1.000000000000	-0.096508603441	-0.048889555822	5	13	1	12	0.076923076923	1	-0.000639815968	0.919811946674	0.726627337266	1.000000000000	-0.016049039659	0.009236727242	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.014404304845	-0.537618382227	0.741425857414	1.000000000000	-0.078484349875	0.057024266583	3	14	1	13	0.071428571429	1	-0.009579702548	-0.916888320280	0.491950804920	1.000000000000	-0.015776973500	-0.005216084557	4	2	0.500000000000	10	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	-0.007694228848	0.000000000000	1.000000000000	1.000000000000	-0.020731541186	0.015794782141	13	22	10	12	0.454545454545	8	-0.002105927975	-0.903261800978	0.409459054095	1.000000000000	-0.009611871559	0.002395277223	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	0.020929038282	0.248658233990	1.000000000000	1.000000000000	0.003725490196	0.034975490196	9	19	6	13	0.315789473684	5	-0.007382643885	-0.896733690974	0.399360063994	1.000000000000	-0.009949806413	-0.004095811923	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	-0.054286858974	-1.294732020321	0.367663233677	1.000000000000	-0.063141025641	-0.022069597070	12	6	2	4	0.333333333333	2	-0.006642483889	-0.888047506719	0.417858214179	1.000000000000	-0.009542491288	-0.000881623250	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.045814561256	-0.108673831560	0.897410258974	1.000000000000	-0.120827680418	0.033018473428	3	18	1	17	0.055555555556	1	-0.018781114219	-0.875307602803	0.364563543646	1.000000000000	-0.027666001192	-0.012564905521	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.037847222222	-0.659674828561	1.000000000000	1.000000000000	-0.043253968254	-0.028623188406	3	6	0	6	0.000000000000	0	-0.006039579988	-0.870069402760	0.834116588341	1.000000000000	-0.007005912786	-0.004469564988	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	0.048523045582	-1.016130072975	0.492050794921	1.000000000000	-0.015896937287	0.119951617010	3	7	1	6	0.142857142857	1	-0.000196788505	-0.868944186641	0.568643135686	1.000000000000	-0.006668881593	0.004501933558	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	0.006850175968	0.680890524408	0.692830716928	1.000000000000	-0.005171299289	0.015296631473	12	17	9	8	0.529411764706	6	0.009548213520	0.860738274205	0.394260573943	1.000000000000	0.006042732292	0.012135286130	5	5	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	-0.046739130435	-0.504839174932	1.000000000000	1.000000000000	-0.053750000000	-0.035317460317	3	8	0	8	0.000000000000	0	-0.012850466902	-0.853968818047	0.721227877212	1.000000000000	-0.014906541607	-0.008207371332	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.018680390817	0.654809544343	1.000000000000	1.000000000000	-0.033426704015	-0.003189457601	7	7	1	6	0.142857142857	1	-0.002564303417	0.843301098041	1.000000000000	1.000000000000	-0.007321447012	-0.000542346483	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.030112598399	-0.662769263993	1.000000000000	1.000000000000	-0.032980464913	-0.017486631016	5	7	0	7	0.000000000000	0	-0.007665360307	-0.838449327750	1.000000000000	1.000000000000	-0.008278589132	-0.005823429721	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	0.012179487179	0.000000000000	1.000000000000	1.000000000000	0.001456876457	0.030608974359	13	6	3	3	0.500000000000	3	0.001106328417	0.834675128976	0.736826317368	1.000000000000	-0.001187176644	0.003456455071	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	-0.044474301694	0.284513439516	0.819118088191	1.000000000000	-0.086903945727	0.016519405454	11	14	5	9	0.357142857143	5	-0.007433761246	0.830040803276	0.443055694431	1.000000000000	-0.009278631671	-0.004493942675	4	2	0.500000000000	10	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.017339603356	0.144723430135	0.865113488651	1.000000000000	0.004925042278	0.028601930772	11	25	9	16	0.360000000000	6	-0.011845986620	-0.824864643965	0.454754524548	1.000000000000	-0.017598876276	-0.003155105553	3	3	0.000000000000	2	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	0.054286236639	0.370174078217	0.982501749825	1.000000000000	-0.042285165815	0.105333881804	9	14	3	11	0.214285714286	3	-0.006318113695	-0.810244723180	0.447655234477	1.000000000000	-0.012025659934	-0.002736423227	4	2	0.500000000000	10	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	0.008432793407	1.534097147406	0.298270172983	1.000000000000	-0.047122762148	0.034068627451	5	19	4	15	0.210526315789	4	0.008168882326	0.792801284437	0.457754224578	1.000000000000	-0.000958434200	0.012545043937	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	2	-0.028857906799	-0.337760264737	1.000000000000	1.000000000000	-0.031481352872	-0.016653934301	3	7	0	7	0.000000000000	0	-0.007136714769	-0.767024903764	0.946805319468	1.000000000000	-0.007665360307	-0.005407470455	2	2	1.000000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	3	-0.036334317856	-1.117216776230	0.426257374263	1.000000000000	-0.039794729080	-0.024641608392	5	22	3	19	0.136363636364	2	-0.005290963990	-0.764854886428	0.474352564744	1.000000000000	-0.026759618792	0.004695006795	3	3	0.000000000000	4	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	-0.008333333333	-1.505857744005	0.198980101990	1.000000000000	-0.015130718954	0.003851540616	12	19	7	12	0.368421052632	6	-0.002542838871	-0.750966280503	0.449355064494	1.000000000000	-0.006749617877	0.002113521511	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	GRASS	VISIBLE_PLANT_FEATURE	5	-0.002407116693	-0.285152625260	0.860913908609	1.000000000000	-0.029120879121	0.017032967033	7	14	3	11	0.214285714286	3	0.002452262860	0.750217803110	0.469353064694	1.000000000000	-0.002631190607	0.005444066132	3	2	0.900000000000	1	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.017481203008	0.656992562298	1.000000000000	1.000000000000	-0.046052631579	-0.003291316527	7	8	1	7	0.125000000000	1	-0.010335113035	-0.742121104080	0.516848315168	1.000000000000	-0.013906541607	-0.004962171316	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	GRASS	VISIBLE_PLANT_FEATURE	5	-0.061134453782	-0.990445640787	1.000000000000	1.000000000000	-0.094191176471	-0.017945599292	7	13	4	9	0.307692307692	4	0.008773904220	0.739339934089	0.526647335266	1.000000000000	-0.000430036424	0.011915642588	2	2	0.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.003094362745	0.646286922468	0.751324867513	1.000000000000	-0.020802209773	0.015594362745	12	19	11	8	0.578947368421	8	0.013778884862	0.731048137251	0.505949405059	1.000000000000	0.011175943802	0.018178075137	5	4	0.142857142857	5	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	3	0.023309178744	0.549380447707	1.000000000000	1.000000000000	-0.032246376812	0.049621212121	3	6	1	5	0.166666666667	1	0.002931544206	0.730211928182	1.000000000000	1.000000000000	-0.005198537095	0.006810922817	2	2	1.000000000000	0	NO_SIGNAL	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
