field_id	page	physical_folio	locus	additional_field_index	groups	tokens	residual_hosts	record_states	closer_host	singleton	claim_state
HBF149	f95r1	f95	f95r1.9	1	6	tchor|chol|tar|chdy|okol|ykoldy	chor|ol|ar|dy|okol|ykol	ENTRY_STATE|OL_STATE|AR_REFERENCE|CARRIER_STATE|OL_STATE|DY_RESOLUTION	ykol	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF150	f95r1	f95	f95r1.9	2	1	olkeedy	olkee	DY_RESOLUTION	olkee	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF151	f95r2	f95	f95r2.2	1	6	chkain|chol|chckhy|otain|oty|oteedy	kain|ol|ckhy|otain|oty|otee	CARRIER_STATE|OL_STATE|CARRIER_STATE|OTHER|OTHER|DY_RESOLUTION	otee	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF152	f95r2	f95	f95r2.5	1	4	chcfhol|okal|chedy|dalshdy	cfhol|okal|dy|alsh	OL_STATE|AL_STATE|CARRIER_STATE|DY_RESOLUTION	alsh	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF153	f95r2	f95	f95r2.5	2	1	qopchdy	opch	DY_RESOLUTION	opch	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF154	f95v1	f95	f95v1.2	1	2	otal|ytchdy	otal|ytch	OT_AL_LOCAL|DY_RESOLUTION	ytch	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF155	f95v1	f95	f95v1.4	1	4	qokal|oty|shekshey|otaldy	okal|oty|ekshey|otal	AL_STATE|OTHER|CARRIER_STATE|DY_RESOLUTION	otal	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF156	f95v1	f95	f95v1.4	2	2	okshey|ytshedy	okshey|ytshe	OTHER|DY_RESOLUTION	ytshe	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF157	f95v1	f95	f95v1.6	1	1	shedy	e	DY_RESOLUTION	e	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF158	f95v1	f95	f95v1.6	2	2	chefar|otchdy	far|otch	AR_REFERENCE|DY_RESOLUTION	otch	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF159	f95v1	f95	f95v1.8	1	6	sheos|qodaiin|fchodaiin|chtal|dar|okedy	eos|odaiin|fchodaiin|tal|ar|oke	CARRIER_STATE|Q_OUTER_STATE|OTHER|AL_STATE|AR_REFERENCE|DY_RESOLUTION	oke	0	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
HBF160	f95v1	f95	f95v1.8	2	1	okchedy	okche	DY_RESOLUTION	okche	1	FORMAL_ADDITIONAL_FIELD_NOT_SEMANTICS
