core	global_rank	rank_score	classification	formal_function_hint	ha_count	ha_folios	ha_wrapper_forms	ha_states	hb_count	hb_folios	hb_wrapper_forms	hb_states	sb_count	sb_folios	sb_wrapper_forms	sb_states	ob_count	ob_folios	ob_wrapper_forms	ob_states	sa_count	sa_folios	sa_wrapper_forms	sa_states	other_count	other_folios	other_wrapper_forms	other_states	target_wrapper_variety	target_wrappers
okchy	271	0.696576973	SHARED_NOT_ENRICHED	PREDOMINANT_Q_OUTER_STATE	46	22	q:24;NONE:9;ch:9;sh:3;s:1	Q_OUTER_STATE:24;CARRIER_STATE:12;OTHER:9;ENTRY_STATE:1	4	3	NONE:2;q:2	OTHER:2;Q_OUTER_STATE:2	10	7	q:8;NONE:1;ch:1	Q_OUTER_STATE:8;CARRIER_STATE:1;OTHER:1	3	3	q:2;NONE:1	Q_OUTER_STATE:2;OTHER:1	1	1	sh:1	CARRIER_STATE:1	0	0			3	NONE;ch;q
olkain	280	0.420667240	GENERIC_CURRIER_B_NOT_BS_SPECIFIC	PREDOMINANT_OL_STATE	0	0			3	2	NONE:2;t:1	OL_STATE:3	3	2	NONE:2;s:1	OL_STATE:3	21	8	NONE:16;ch:1;che:1;q:1;s:1;t:1	OL_STATE:21	0	0			0	0			3	NONE;s;t
okey	283	0.347178645	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	7	6	NONE:2;ch:2;q:2;sh:1	CARRIER_STATE:3;OTHER:2;Q_OUTER_STATE:2	3	3	NONE:2;q:1	OTHER:2;Q_OUTER_STATE:1	24	6	q:13;NONE:8;che:2;sh:1	Q_OUTER_STATE:13;OTHER:8;CARRIER_STATE:3	37	10	q:29;NONE:8	Q_OUTER_STATE:29;OTHER:8	4	1	q:2;NONE:1;ch:1	Q_OUTER_STATE:2;CARRIER_STATE:1;OTHER:1	4	2	q:3;NONE:1	Q_OUTER_STATE:3;OTHER:1	4	NONE;che;q;sh
od	284	0.329918811	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	13	11	ch:4;q:3;NONE:2;sh:2;che:1;t:1	CARRIER_STATE:7;Q_OUTER_STATE:3;OTHER:2;ENTRY_STATE:1	3	3	che:1;q:1;sh:1	CARRIER_STATE:2;Q_OUTER_STATE:1	5	4	q:2;sh:2;ch:1	CARRIER_STATE:2;Q_OUTER_STATE:2;DY_RESOLUTION:1	3	2	ch:1;che:1;sh:1	CARRIER_STATE:3	0	0			1	1	sh:1	CARRIER_STATE:1	4	ch;che;q;sh
cthy	287	0.272213862	SHARED_NOT_ENRICHED	PREDOMINANT_CARRIER_STATE	68	28	NONE:50;ch:12;sh:4;che:1;d:1	OTHER:50;CARRIER_STATE:17;ENTRY_STATE:1	9	7	ch:5;NONE:2;che:2	CARRIER_STATE:7;OTHER:2	24	9	ch:12;sh:7;che:3;NONE:1;q:1	CARRIER_STATE:22;OTHER:1;Q_OUTER_STATE:1	36	12	ch:15;sh:10;che:9;NONE:2	CARRIER_STATE:34;OTHER:2	1	1	ch:1	CARRIER_STATE:1	0	0			5	NONE;ch;che;q;sh
okol	292	0.013754357	SHARED_NOT_ENRICHED	PREDOMINANT_OL_STATE	28	20	q:16;NONE:10;ch:2	OL_STATE:26;DY_RESOLUTION:2	7	4	q:4;NONE:3	OL_STATE:6;DY_RESOLUTION:1	15	8	q:8;NONE:7	OL_STATE:14;DY_RESOLUTION:1	23	10	q:16;NONE:5;s:1;t:1	OL_STATE:21;DY_RESOLUTION:2	0	0			20	4	q:12;NONE:7;ch:1	OL_STATE:18;DY_RESOLUTION:2	2	NONE;q
okeey	296	-0.072830533	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	16	11	q:7;NONE:6;ch:2;che:1	Q_OUTER_STATE:7;OTHER:6;CARRIER_STATE:3	6	5	q:4;NONE:2	Q_OUTER_STATE:4;OTHER:2	120	11	q:79;NONE:36;che:3;ch:2	Q_OUTER_STATE:79;OTHER:36;CARRIER_STATE:5	72	12	q:66;NONE:6	Q_OUTER_STATE:66;OTHER:6	4	1	q:3;NONE:1	Q_OUTER_STATE:3;OTHER:1	12	4	q:8;NONE:4	Q_OUTER_STATE:8;OTHER:4	4	NONE;ch;che;q
oky	300	-0.253124340	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	49	32	NONE:22;ch:13;q:12;che:1;d:1	OTHER:22;CARRIER_STATE:14;Q_OUTER_STATE:12;ENTRY_STATE:1	15	9	NONE:10;q:4;ch:1	OTHER:10;Q_OUTER_STATE:4;CARRIER_STATE:1	22	10	q:14;NONE:4;ch:3;t:1	Q_OUTER_STATE:14;OTHER:4;CARRIER_STATE:3;ENTRY_STATE:1	57	12	q:42;NONE:10;che:3;ch:1;sh:1	Q_OUTER_STATE:40;OTHER:10;CARRIER_STATE:5;DY_RESOLUTION:2	6	1	q:4;ch:1;sh:1	Q_OUTER_STATE:4;CARRIER_STATE:2	10	4	q:3;NONE:2;ch:2;che:2;sh:1	CARRIER_STATE:5;Q_OUTER_STATE:3;OTHER:2	4	NONE;ch;q;t
eol	302	-0.265817282	SHARED_NOT_ENRICHED	PREDOMINANT_OL_STATE	16	11	sh:10;t:3;che:2;d:1	OL_STATE:15;DY_RESOLUTION:1	3	3	che:1;sh:1;t:1	OL_STATE:3	20	9	sh:17;che:2;q:1	OL_STATE:19;DY_RESOLUTION:1	28	10	sh:23;t:4;che:1	OL_STATE:27;DY_RESOLUTION:1	1	1	sh:1	OL_STATE:1	6	3	sh:6	OL_STATE:6	4	che;q;sh;t
or	305	-0.344823978	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	211	43	ch:90;sh:36;NONE:29;d:24;che:14;s:8;q:5;t:5	CARRIER_STATE:138;ENTRY_STATE:37;OTHER:29;Q_OUTER_STATE:5;DY_RESOLUTION:2	44	11	NONE:29;ch:5;t:3;d:2;s:2;sh:2;che:1	OTHER:28;CARRIER_STATE:8;ENTRY_STATE:7;DY_RESOLUTION:1	51	11	NONE:25;ch:7;s:5;che:4;q:4;sh:4;d:2	OTHER:25;CARRIER_STATE:15;ENTRY_STATE:7;Q_OUTER_STATE:4	80	12	NONE:42;s:11;sh:10;d:5;ch:4;che:4;q:4	OTHER:42;CARRIER_STATE:18;ENTRY_STATE:16;Q_OUTER_STATE:4	6	1	NONE:3;ch:1;che:1;q:1	OTHER:3;CARRIER_STATE:2;Q_OUTER_STATE:1	30	6	NONE:10;che:8;ch:4;d:4;sh:2;s:1;t:1	CARRIER_STATE:14;OTHER:10;ENTRY_STATE:6	8	NONE;ch;che;d;q;s;sh;t
eey	311	-0.575681242	SHARED_NOT_ENRICHED	PREDOMINANT_CARRIER_STATE	16	13	sh:13;d:2;t:1	CARRIER_STATE:13;ENTRY_STATE:3	3	3	sh:3	CARRIER_STATE:3	31	11	sh:26;che:3;t:2	CARRIER_STATE:29;ENTRY_STATE:2	28	9	sh:23;t:4;q:1	CARRIER_STATE:23;ENTRY_STATE:4;Q_OUTER_STATE:1	2	1	sh:2	CARRIER_STATE:2	7	3	sh:7	CARRIER_STATE:7	3	che;sh;t
ey	312	-0.581073412	SHARED_NOT_ENRICHED	PREDOMINANT_CARRIER_STATE	31	17	sh:18;che:11;t:2	CARRIER_STATE:29;ENTRY_STATE:2	6	6	sh:4;che:2	CARRIER_STATE:6	62	11	sh:32;che:30	CARRIER_STATE:62	87	13	sh:63;che:22;q:1;t:1	CARRIER_STATE:85;ENTRY_STATE:1;Q_OUTER_STATE:1	0	0			14	5	sh:8;che:6	CARRIER_STATE:14	2	che;sh
otaiin	317	-0.712075925	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	21	15	NONE:10;q:6;ch:4;sh:1	OTHER:10;Q_OUTER_STATE:6;CARRIER_STATE:5	4	3	NONE:3;q:1	OTHER:3;Q_OUTER_STATE:1	73	10	NONE:48;q:24;che:1	OTHER:48;Q_OUTER_STATE:24;CARRIER_STATE:1	29	9	NONE:18;q:10;s:1	OTHER:18;Q_OUTER_STATE:10;ENTRY_STATE:1	2	1	NONE:2	OTHER:2	0	0			3	NONE;che;q
otol	320	-0.900391790	SHARED_NOT_ENRICHED	PREDOMINANT_OT_OL_LOCAL	38	22	NONE:21;q:11;ch:2;che:2;sh:2	OT_OL_LOCAL:36;DY_RESOLUTION:2	3	3	NONE:2;q:1	OT_OL_LOCAL:2;DY_RESOLUTION:1	10	7	NONE:6;q:4	OT_OL_LOCAL:10	14	7	NONE:7;q:7	OT_OL_LOCAL:14	1	1	NONE:1	OT_OL_LOCAL:1	3	2	q:2;NONE:1	OT_OL_LOCAL:3	2	NONE;q
ykaiin	321	-0.990533670	SHARED_NOT_ENRICHED	PREDOMINANT_OTHER	7	7	NONE:4;d:2;s:1	OTHER:4;ENTRY_STATE:3	5	4	NONE:5	OTHER:5	4	4	NONE:3;che:1	OTHER:3;CARRIER_STATE:1	9	4	NONE:7;d:1;q:1	OTHER:7;ENTRY_STATE:1;Q_OUTER_STATE:1	1	1	NONE:1	OTHER:1	1	1	NONE:1	OTHER:1	2	NONE;che
oty	322	-1.002252433	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	56	29	NONE:20;q:16;ch:14;sh:4;d:1;s:1	OTHER:19;CARRIER_STATE:18;Q_OUTER_STATE:16;ENTRY_STATE:2;DY_RESOLUTION:1	8	4	NONE:6;q:2	OTHER:6;Q_OUTER_STATE:2	17	10	NONE:10;q:4;ch:2;che:1	OTHER:10;Q_OUTER_STATE:4;CARRIER_STATE:3	30	9	q:15;NONE:14;ch:1	Q_OUTER_STATE:15;OTHER:14;CARRIER_STATE:1	5	1	NONE:2;ch:1;q:1;sh:1	CARRIER_STATE:2;OTHER:2;Q_OUTER_STATE:1	0	0			4	NONE;ch;che;q
s	325	-1.229583372	SHARED_NOT_ENRICHED	MIXED_NONCLOSURE_HOST_CANDIDATE	68	30	NONE:63;ch:3;che:1;d:1	OTHER:63;CARRIER_STATE:4;ENTRY_STATE:1	14	9	NONE:10;che:2;sh:2	OTHER:10;CARRIER_STATE:3;DY_RESOLUTION:1	13	6	NONE:5;che:5;ch:3	CARRIER_STATE:8;OTHER:5	16	10	che:9;NONE:6;ch:1	CARRIER_STATE:9;OTHER:6;DY_RESOLUTION:1	3	1	NONE:3	OTHER:3	7	3	NONE:6;ch:1	OTHER:6;CARRIER_STATE:1	4	NONE;ch;che;sh
eky	330	-1.654208871	SHARED_NOT_ENRICHED	PREDOMINANT_CARRIER_STATE	2	2	che:1;sh:1	CARRIER_STATE:2	8	5	sh:5;che:3	CARRIER_STATE:7;DY_RESOLUTION:1	3	3	sh:2;che:1	CARRIER_STATE:3	15	10	sh:8;che:7	CARRIER_STATE:15	1	1	che:1	CARRIER_STATE:1	2	2	sh:2	CARRIER_STATE:2	2	che;sh
ty	333	-1.860427137	SHARED_NOT_ENRICHED	PREDOMINANT_CARRIER_STATE	9	8	ch:5;che:4	CARRIER_STATE:9	3	3	che:2;ch:1	CARRIER_STATE:3	3	2	ch:1;che:1;sh:1	CARRIER_STATE:3	5	4	che:4;ch:1	CARRIER_STATE:5	0	0			1	1	ch:1	CARRIER_STATE:1	3	ch;che;sh
oly	340	-2.752670957	SHARED_NOT_ENRICHED	PREDOMINANT_OL_STATE	9	9	ch:4;NONE:3;s:1;sh:1	OL_STATE:9	4	4	NONE:4	OL_STATE:4	4	3	NONE:2;che:2	OL_STATE:4	22	9	NONE:14;q:5;ch:1;che:1;s:1	OL_STATE:22	3	1	NONE:1;che:1;sh:1	OL_STATE:3	2	1	NONE:1;d:1	OL_STATE:2	2	NONE;che
