page_host	raw_token	surface_sha256	renderer_tuple	events	folios	sections	hands	registers	first	middle	last	preferred_physical_role	role_likelihood_ratio	lofo_gain_bits	lofo_gain_bits_per_event	powered_section_hand_strata	positive_role_strata	classification
ol	qotol	56ae7113914904e87850d969de24683ad04f608fc6c5af9fe17210223c45d8b3	q|OT|0|NONE|0|0	20	16	5	3	5	5	15	0	FIRST	1.327796234773	0.391578899145	0.019578944957	6	2	PROVISIONAL
ol	otol	fd31e54ce733c6b94fcf2e0a884958423ccac5f202f36a9943c23eb02167d950	NONE|OT|0|NONE|0|0	27	22	4	3	5	5	21	1	LAST	1.912280701754	-2.889346849139	-0.107012846264	6	2	COUNTEREXAMPLE
or	oraiin	28707aa5958961f29701d6d2ea6934b7725677cca2987dce783b6ebc26b88eb4	NONE|NONE|0|aiin|0|0	8	7	5	2	3	1	5	2	LAST	4.202551834131	-0.260654161965	-0.032581770246	3	3	COUNTEREXAMPLE
or	sor	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	s|NONE|0|NONE|0|0	13	13	3	3	4	9	4	0	FIRST	3.288341543514	8.333093654171	0.641007204167	6	6	STABLE_POSITIONAL_ALTERNANT
or	chor	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	ch|NONE|0|NONE|0|0	65	35	4	4	5	3	59	3	MIDDLE	1.212149912055	7.119523018081	0.109531123355	6	6	WEAK
or	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	NONE|NONE|0|NONE|0|0	65	36	6	3	5	12	48	5	LAST	1.320802005013	-2.621980719810	-0.040338164920	9	3	COUNTEREXAMPLE
or	cheor	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	che|NONE|0|NONE|0|0	21	17	4	3	4	1	20	0	MIDDLE	1.234333047701	3.309548084418	0.157597527829	7	7	WEAK
or	shor	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	sh|NONE|0|NONE|0|0	33	21	5	3	4	7	26	0	FIRST	1.091097308489	1.266147663155	0.038368111005	6	3	WEAK
or	dor	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	d|NONE|0|NONE|0|0	15	13	5	4	5	6	9	0	FIRST	1.977200577201	1.614586011939	0.107639067463	4	4	STABLE_POSITIONAL_ALTERNANT
ot	otal	143a2289a4ba21be4771b82687af1a3225c77fe181aa8f84b9defa4ed3a67817	NONE|NONE|0|al|0|0	37	21	4	3	5	1	29	7	LAST	1.358148893360	-2.351333915215	-0.063549565276	7	4	COUNTEREXAMPLE
ot	qotain	16ac4a6fab74d11ee99ae584c566771a320b927414ba4f29600c8c407ca9e9fa	q|NONE|0|ain|0|0	20	13	2	2	2	2	18	0	FIRST	3.029375764994	2.120730903916	0.106036545196	4	2	PROVISIONAL
ot	qotar	3b973755ee947c3dd673d5428f2cba526e02c838c42a2f81f0565c5dd711d306	q|NONE|0|ar|0|0	15	10	3	3	3	0	11	4	LAST	1.901408450704	0.032444977501	0.002162998500	5	5	STABLE_POSITIONAL_ALTERNANT
ot	qotal	3e724d2ca74a30c6dbf343cdce95488ce3b761f548fcd491daff5d751978736e	q|NONE|0|al|0|0	21	15	4	3	3	1	18	2	FIRST	1.736842105263	-2.571639768598	-0.122459036600	5	2	COUNTEREXAMPLE
ot	otar	407336096d733147f92f275f75ae09064a33ef0b737607a0bacd5294a761c578	NONE|NONE|0|ar|0|0	34	22	5	4	5	1	31	2	FIRST	1.100815418829	-1.069819654659	-0.031465283961	7	2	COUNTEREXAMPLE
ot	qotaiin	af94e325250665492485e2c5c224ac0734bd7bd841184a37b09bb4cc71220750	q|NONE|0|aiin|0|0	26	16	5	4	4	2	19	5	FIRST	2.368421052632	-1.239765080075	-0.047683272311	6	2	COUNTEREXAMPLE
ot	otaiin	f858814c2e3c4ec31576d2206d07a1ead2fd9ac2a179341ec9edf30a7e0d7943	NONE|NONE|0|aiin|0|0	44	23	5	3	5	1	37	6	MIDDLE	1.007326007326	-2.509517399449	-0.057034486351	7	5	COUNTEREXAMPLE
ot	otain	fed467040cb2fca3f4d06f931a71e9fdab3dc6c865e25e9528f7a152f294b264	NONE|NONE|0|ain|0|0	31	15	4	3	4	1	27	3	FIRST	1.202429149798	-2.845356814771	-0.091785703702	5	1	COUNTEREXAMPLE
otey	otey	18298b6fdbad02f9c22f3bfbed2cde1a1bc23ba32a678fd3e3cc1a785d037682	NONE|NONE|0|NONE|0|0	15	10	3	3	4	0	15	0	FIRST	1.545454545455	0.900072445037	0.060004829669	4	0	PROVISIONAL
otey	qotey	5e903a74e8c8028616341c022bd435c3a41d8e23e3d6a7065bc49f77c5d2ad7b	q|NONE|0|NONE|0|0	9	7	3	2	2	0	9	0	FIRST	2.428571428571	0.408463852571	0.045384872508	4	0	PROVISIONAL
r	r	454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1	NONE|NONE|0|NONE|0|0	19	14	3	3	4	0	18	1	FIRST	1.926829268293	-0.309171288069	-0.016272173056	6	0	COUNTEREXAMPLE
r	raiin	8195f072b0560abcfded0235aa4fbe3eaaa3e36b822e8dddb6a996a9edcb8264	NONE|NONE|0|aiin|0|0	9	7	4	4	3	0	9	0	FIRST	3.761904761905	0.626598582343	0.069622064705	2	0	PROVISIONAL
y	choty	1591f44d58cfc41a2657a9e1d57d0600ceb166614347f58508fc1831b74f6c92	ch|OT|0|NONE|0|0	14	11	3	3	4	1	11	2	FIRST	2.212303075769	-2.518116010903	-0.179865429350	4	2	COUNTEREXAMPLE
y	chy	4bb780f4353af3b6584c15c9104b8dcb5a0452df09cb821a6e83fba6cbc9dd26	ch|NONE|0|NONE|0|0	41	29	5	3	5	0	38	3	MIDDLE	1.128621486617	2.931009773146	0.071488043247	8	5	WEAK
y	chedy	8d9b8d07470d75f6ab1c244a1cc85fecdb989ba228dc95a009f3755f721e10ed	che|NONE|1|NONE|0|0	132	34	6	4	4	3	118	11	MIDDLE	1.105894248159	2.327555474388	0.017632996018	7	6	WEAK
y	sy	8ff5d4f4e62aec1b3c0c12373c825c090a388e183635cfcea8b398cfe845bed0	s|NONE|0|NONE|0|0	8	8	2	2	2	0	3	5	LAST	3.768909027536	4.036901515875	0.504612689484	4	4	STABLE_POSITIONAL_ALTERNANT
y	shy	9807eb6ec753a5173bda500e52497ef0c62b0dd7d51891731b39d6dafd9315ae	sh|NONE|0|NONE|0|0	23	17	4	3	5	1	17	5	LAST	1.461413704555	-2.026137001721	-0.088092913118	4	2	COUNTEREXAMPLE
y	y	a1fce4363854ff888cff4b8e7875d600c2682390412a8cf79b37d0b11148b0fa	NONE|NONE|0|NONE|0|0	26	22	3	4	5	7	15	4	FIRST	6.234672304440	7.998716246935	0.307642932574	6	5	PROVISIONAL
y	dy	aa1be933fec0f68c7d1ef42b15259b73f88c582d5f535753d9ad647394deefe8	d|NONE|0|NONE|0|0	47	29	4	4	5	1	28	18	LAST	2.483170615143	7.932767089802	0.168782278506	7	7	STABLE_POSITIONAL_ALTERNANT
y	qoty	b289d2f40f17bfe72d4613371c90a7ceecc4bee51644ec97aed6b6d815a600de	q|OT|0|NONE|0|0	25	19	5	3	5	1	18	6	LAST	1.596776208922	-2.415872126404	-0.096634885056	7	4	COUNTEREXAMPLE
y	oty	bc64217e0168531a856d8d60de3e0bcf16c62e4719b06e5cdd948216b8182c96	NONE|OT|0|NONE|0|0	27	20	3	3	4	2	18	7	FIRST	2.005303957568	-0.539807946708	-0.019992886915	6	2	COUNTEREXAMPLE
y	shdy	d1e472e554ff4dce41936f4c65b5dc4953087f33c862c5640bf9aa73c21ba5e0	sh|NONE|1|NONE|0|0	11	8	4	3	3	1	9	1	FIRST	2.743255813953	-2.025238167237	-0.184112560658	6	1	COUNTEREXAMPLE
y	chey	d9cf33379ae991a11828881bac1da6fbbd9c9fcd6ee27f8a7620b1d0dda843f1	che|NONE|0|NONE|0|0	81	40	6	4	5	1	73	7	MIDDLE	1.109966586012	1.873070327000	0.023124325025	7	6	WEAK
y	chdy	feb878cc8539343c8a0b4707d2a7cad6039a485ac15b3a92fee982f32214d674	ch|NONE|1|NONE|0|0	43	23	4	4	5	0	40	3	MIDDLE	1.133891570898	3.134192117231	0.072888188773	7	6	WEAK
yk	ykar	4e7ba8b1b532aa0a962d86e0b15682e6a89ead82f6dbbd21704ffe940419d11f	NONE|NONE|0|ar|0|0	8	8	4	3	4	3	4	1	LAST	2.473684210526	-0.266629932080	-0.033328741510	3	2	COUNTEREXAMPLE
yk	ykaiin	e3544300d051f419e1978fddeeacaefd2a70b9f0b66f37dbadbe226461007494	NONE|NONE|0|aiin|0|0	8	7	3	3	5	1	7	0	MIDDLE	1.060150375940	-0.333816449011	-0.041727056126	3	2	COUNTEREXAMPLE
