host	register	wrapper	frame	right_family	b3_absent_unit	b3_present_unit	context_similarity	matched_control_similarity	gain_vs_control	control_units
o	STARS_RECIPE_B	che	NONE	NONE	f105r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.290322580645	0.278169014085	0.0121535665607	1
o	STARS_RECIPE_B	che	NONE	NONE	f105v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.238562091503	0.232258064516	0.00630402698714	1
o	STARS_RECIPE_B	che	NONE	NONE	f106r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.301204819277	0.294642857143	0.00656196213425	1
o	STARS_RECIPE_B	che	NONE	NONE	f106v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.30258302583	0.289855072464	0.0127279533665	1
o	STARS_RECIPE_B	che	NONE	NONE	f107r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.356401384083	0.352739726027	0.00366165805565	1
o	STARS_RECIPE_B	che	NONE	NONE	f107v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.301994301994	0.295774647887	0.00621965410698	1
o	STARS_RECIPE_B	che	NONE	NONE	f108r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.349397590361	0.342261904762	0.00713568559954	1
o	STARS_RECIPE_B	che	NONE	NONE	f111r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.329512893983	0.315492957746	0.0140199362363	1
o	STARS_RECIPE_B	che	NONE	NONE	f111v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.285714285714	0.283333333333	0.00238095238095	1
o	STARS_RECIPE_B	che	NONE	NONE	f113r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.326732673267	0.323529411765	0.00320326150262	1
o	STARS_RECIPE_B	che	NONE	NONE	f113v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.272997032641	0.266862170088	0.00613486255297	1
o	STARS_RECIPE_B	che	NONE	NONE	f114r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.246794871795	0.244444444444	0.00235042735043	1
o	STARS_RECIPE_B	che	NONE	NONE	f114v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.28338762215	0.268370607029	0.0150170151211	1
o	STARS_RECIPE_B	che	NONE	NONE	f115r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.249158249158	0.246666666667	0.00249158249158	1
o	STARS_RECIPE_B	che	NONE	NONE	f115v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.283783783784	0.276666666667	0.00711711711712	1
okeeo	STARS_RECIPE_B	NONE	NONE	NONE	f105r|okeeo|0|NONE|NONE|NONE	f108r|okeeo|1|NONE|NONE|NONE	0.239884393064	0.246801214853	-0.00691682178897	5
okeeo	STARS_RECIPE_B	NONE	NONE	NONE	f105v|okeeo|0|NONE|NONE|NONE	f108r|okeeo|1|NONE|NONE|NONE	0.205405405405	0.208926618702	-0.00352121329631	5
okeeo	STARS_RECIPE_B	NONE	NONE	NONE	f107v|okeeo|0|NONE|NONE|NONE	f108r|okeeo|1|NONE|NONE|NONE	0.282238442822	0.260478463875	0.0217599789476	4
okeeo	STARS_RECIPE_B	NONE	NONE	NONE	f111r|okeeo|0|NONE|NONE|NONE	f108r|okeeo|1|NONE|NONE|NONE	0.340101522843	0.307194118677	0.0329074041659	3
okeeo	STARS_RECIPE_B	NONE	NONE	NONE	f113r|okeeo|0|NONE|NONE|NONE	f108r|okeeo|1|NONE|NONE|NONE	0.238845144357	0.231784517034	0.00706062732257	5
okeo	HERBAL_A	q	NONE	NONE	f90r2|okeo|0|q|NONE|NONE	f3r|okeo|1|q|NONE|NONE	0.104166666667	0.103092783505	0.00107388316151	1
okeo	HERBAL_A	q	NONE	NONE	f96r|okeo|0|q|NONE|NONE	f3r|okeo|1|q|NONE|NONE	0.214285714286	0.212389380531	0.00189633375474	1
oko	HERBAL_A	NONE	NONE	NONE	f13v|oko|0|NONE|NONE|NONE	f6r|oko|1|NONE|NONE|NONE	0.136363636364	0.153835467117	-0.0174718307533	5
oko	HERBAL_A	NONE	NONE	NONE	f90r1|oko|0|NONE|NONE|NONE	f6r|oko|1|NONE|NONE|NONE	0.112903225806	0.0867600012281	0.0261432245784	5
oko	HERBAL_A	q	NONE	NONE	f30r|oko|0|q|NONE|NONE	f45v|oko|1|q|NONE|NONE	0.138888888889	0.17199017199	-0.0331012831013	2
oko	HERBAL_A	q	NONE	NONE	f30r|oko|0|q|NONE|NONE	f6v|oko|1|q|NONE|NONE	0.186666666667	0.17199017199	0.0146764946765	2
olo	HERBAL_A	NONE	NONE	NONE	f17v|olo|0|NONE|NONE|NONE	f24v|olo|1|NONE|NONE|NONE	0.178217821782	0.153086872246	0.0251309495361	5
oro	HERBAL_A	NONE	NONE	NONE	f24v|oro|0|NONE|NONE|NONE	f16r|oro|1|NONE|NONE|NONE	0.0952380952381	0.19259029501	-0.0973521997716	4
y	OTHER_B	d	NONE	NONE	f66r|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.224264705882	0.171821305842	0.0524434000404	1
y	OTHER_B	d	NONE	NONE	f75r|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.374074074074	0.306896551724	0.0671775223499	1
y	OTHER_B	d	NONE	NONE	f75v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.311787072243	0.337121212121	-0.0253341398779	1
y	OTHER_B	d	NONE	NONE	f76r|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.319078947368	0.278125	0.0409539473684	1
y	OTHER_B	d	NONE	NONE	f76v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.240740740741	0.205882352941	0.0348583877996	1
y	OTHER_B	d	NONE	NONE	f77r|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.315018315018	0.26116838488	0.0538499301386	1
y	OTHER_B	d	NONE	NONE	f77v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.340823970037	0.27972027972	0.0611036903172	1
y	OTHER_B	d	NONE	NONE	f78r|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.279835390947	0.190298507463	0.0895368834838	1
y	OTHER_B	d	NONE	NONE	f78v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.3074204947	0.277027027027	0.0303934676726	1
y	OTHER_B	d	NONE	NONE	f80r|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.346863468635	0.346570397112	0.000293071522773	1
y	OTHER_B	d	NONE	NONE	f80v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.391304347826	0.351724137931	0.0395802098951	1
y	OTHER_B	d	NONE	NONE	f81v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.269058295964	0.248927038627	0.0201312573375	1
y	OTHER_B	d	NONE	NONE	f83v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.394957983193	0.328125	0.0668329831933	1
y	OTHER_B	d	NONE	NONE	f84v|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.289473684211	0.277955271565	0.011518412645	1
y	OTHER_B	d	NONE	NONE	f85r1|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.212686567164	0.17667844523	0.0360081219345	1
y	OTHER_B	d	NONE	NONE	f86v5|y|0|d|NONE|NONE	f82v|y|1|d|NONE|NONE	0.156441717791	0.163141993958	-0.00670027616629	1
ycho	HERBAL_A	NONE	NONE	NONE	f23v|ycho|0|NONE|NONE|NONE	f29r|ycho|1|NONE|NONE|NONE	0.128571428571	0.200675822023	-0.0721043934512	9
ycho	HERBAL_A	NONE	NONE	NONE	f30r|ycho|0|NONE|NONE|NONE	f29r|ycho|1|NONE|NONE|NONE	0.157894736842	0.176450649136	-0.0185559122934	9
