line_id	book	record_id	page_id	line_index	group_count	generated_map	generated_sampled	map_exact_lexicon_groups	map_productive_groups	map_identity_groups	sampled_exact_lexicon_groups	sampled_productive_groups	sampled_identity_groups
NB_B3_R000476_L0001	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	1	1	vorcheim	vorcheim	1	0	0	1	0	0
NB_B3_R000476_L0002	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	2	13	l fr es ist ein cuncʒ achtoler genant hie beẏ vns in venknüsʒe	l freunde es ist ein cuncʒ achtoler genant hie beẏ vns in venknüsʒe	12	0	1	12	0	1
NB_B3_R000476_L0003	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	3	13	kume der hat gesagt wie daʒ er dem schücʒen bey ew cʒu vorcheim	kume der hat gesagt wie daʒ er dem schücʒen bey ew cʒu vorcheim	13	0	0	13	0	0
NB_B3_R000476_L0004	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	4	9	ein truhen aufgeprochn hab vnd darausʒ genome ein pewtell	ein truhen aufgeprochen hab vnd darausʒ genomen ein pewtell	8	0	1	8	0	1
NB_B3_R000476_L0005	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	5	13	vnd dreẏ guld darẏnnen cʒwen ringe der seẏ ein guld vnd der and	vnd dreẏ guld darẏnnen cʒwen ringe der seẏ einer guld vnd der ander	12	0	1	12	0	1
NB_B3_R000476_L0006	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	6	10	silbr gewes ein beslage h löffel vnd silbreine spenglech daʒ	silbrein gewes einen beslagen h löffel vnd silbreine spenglh daʒ	6	2	2	6	2	2
NB_B3_R000476_L0007	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	7	14	mügt jr jm wol cʒewisʒen tun vnd wil er dem dan mit dem rehten	mügt jr jm wol cʒewisʒen tun vnd wil er dem dan mit dem rehten	14	0	0	14	0	0
NB_B3_R000476_L0008	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	8	13	nachkome so schickt jn auf den montag frẅ schirst cʒu vns herein so	nachkome so schickt jn auf den montag frẅ schirst cʒu vns herein so	11	1	1	11	1	1
NB_B3_R000476_L0009	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	9	12	wölle wir jm vnuʒogens slewnigs rehten also daʒ er jn nicht vber	wölle wir jm vnuʒogens slewnigs rehte also daʒ er jn nicht vber	12	0	0	12	0	0
NB_B3_R000476_L0010	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	10	10	siben bedarff wan er des vnbetwungenlchn bekant hat auch sol	siben bedarff wan er des vnbetwungenlichen bekant hat auch sol	9	1	0	9	0	1
NB_B3_R000476_L0011	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	11	13	es jn vmb die acʒung noch gen dem cʒüchtig nichts kosten ewr verschr	es jn vmb die acʒung noch gen dem cʒüchtig nichts kosten ew verschr	12	1	0	12	1	0
NB_B3_R000476_L0012	Band3	NB_B3_R000476	Rst Nbg-Briefbücher-Nr 3_0006_left.png	12	8	antvvurtt etc dat in vigi bartholomeẏ anno ixo	antvvurtt etc dat in vigi bartholomẏ anno ixo	7	0	1	7	1	0
NB_B3_R000477_L0001	Band3	NB_B3_R000477	Rst Nbg-Briefbücher-Nr 3_0006_right.png	1	1	lawffe	lawffe	1	0	0	1	0	0
NB_B3_R000477_L0002	Band3	NB_B3_R000477	Rst Nbg-Briefbücher-Nr 3_0006_right.png	2	13	l fr eʒ ist ein cuncʒ achtoler genant hie bey vns in venknüsse	lieben fr eʒ ist ein cuncʒ achtler genant hie bey vns in venknüsse	12	0	1	12	1	0
NB_B3_R000477_L0003	Band3	NB_B3_R000477	Rst Nbg-Briefbücher-Nr 3_0006_right.png	3	13	kume der sa hat gesagt vvie daʒ er dem clasen möler ewm mitburg	kume der sa hat gesagt vvie daʒ er dem clasen möler ewm mitburg	12	0	1	12	0	1
NB_B3_R000477_L0004	Band3	NB_B3_R000477	Rst Nbg-Briefbücher-Nr 3_0006_right.png	4	11	ein pancʒer vnd cʒwu silbreẏn spange gestolen hab etc vt s	ein pancʒer vnd cʒwu silbreẏn spangen gestolen hab etc vt sup	8	1	2	8	1	2
NB_B3_R000478_L0001	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	1	1	prage	prage	1	0	0	1	0	0
NB_B3_R000478_L0002	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	2	13	l fr es ist ein hie bey vns mit den rechte verderbt vvorden	l fr es ist einer hie bey vns mit den rechte verderbt vvordn	13	0	0	13	0	0
NB_B3_R000478_L0003	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	3	12	genant chuncʒ achtoler vnd der hat in der vanknuʒʒ bekant daʒ er	genant chuncʒ achtoler vnd der hat in der vanknuʒʒ bekant daʒ er	10	0	2	10	1	1
NB_B3_R000478_L0004	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	4	14	beÿ ew cʒü prag gestolen hab als jr an d vindet an der cʒedeln	beÿ ew cʒü prag gestolen hab als jr an d vindet an der cʒedeln	14	0	0	14	0	0
NB_B3_R000478_L0005	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	5	13	die wir ew senden versloʒʒen in disem briefe vnd hat an seine ende	die wir ew senden vsloʒʒe in disem briefe vnd hat an seine ende	13	0	0	13	0	0
NB_B3_R000478_L0006	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	6	11	begert daʒ vvir ew das verschr vvolten auf das daʒ man	begert daʒ vvir ew das verschr vvolte auf das daʒ man	11	0	0	11	0	0
NB_B3_R000478_L0007	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	7	12	weste daʒ er das getan het vnd daʒ süst nyemat ands daran	weste daʒ er das getan het vnd daʒ süst nyemat anders daran	12	0	0	12	0	0
NB_B3_R000478_L0008	Band3	NB_B3_R000478	Rst Nbg-Briefbücher-Nr 3_0006_right.png	8	10	beschuldigt od vdacht würde dat fia iij an egidij ixo	beschuldigt od verdacht würde dat fea iij an egidij ixo	10	0	0	10	0	0
NB_B3_R000479_L0001	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	1	1	künig	künig	1	0	0	1	0	0
NB_B3_R000479_L0002	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	2	11	gnedig fürst vnd hre vns habn etliche vns b vnd kawflewt	gnedig fürst vnd hre vns habn etliche vns b vnd kawflewt	11	0	0	11	0	0
NB_B3_R000479_L0003	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	3	12	fürbraht vvie jn hr vlr von vveispriach von seine vnd hn fridr	fürbr vvie jn her vlr von vveispriach von seine vnd hn fridr	11	0	1	11	0	1
NB_B3_R000479_L0004	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	4	1	weg	weg	1	0	0	1	0	0
NB_B3_R000479_L0005	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	5	9	von flednicʒ vvegen aufgehalten hab vj pallen mit kawfmanscha	von flednicʒ vvege aufgehalte hab vj pallen mit kawfmanscha	8	0	1	8	1	0
NB_B3_R000479_L0006	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	6	12	vnd das sei etlich der vnsn dabeÿ gevange vnd hab das getan	vnd das sei etlich der vnsn dabeÿ gevange vnd hab das getan	12	0	0	12	0	0
NB_B3_R000479_L0007	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	7	11	von schulde weg als sie mainen das jn jn ewr duchlewhtik	von schulde weg als sie mainen das jn jn ewr duchlewhtikt	10	1	0	10	1	0
NB_B3_R000479_L0008	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	8	11	beleibe sülle vnd das seÿ geschehn vmb jnsprügk vnd habn die	beleibe sülle vnd das seÿ geschehe vmb jnsprügk vnd habn die	10	0	1	10	0	1
NB_B3_R000479_L0009	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	9	9	vnsn vernom daʒ das geschehn sülle sein mit vrhengnüʒʒ	vnsn vernom daʒ das geschehen sülle sein mit vrhengnüʒʒ	8	1	0	8	1	0
NB_B3_R000479_L0010	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	10	10	hn hercʒog fridrichs von österrich bitt wir ewr künglich hr	hn hcʒog fridrichs von österrich bitt wir ew künglich her	10	0	0	10	0	0
NB_B3_R000479_L0011	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	11	12	diemütiklich vnd mit alle fleiʒʒe daʒ jr ewr gnade hillffe vnd fü	diemütiklich vnd mit alle fleiʒʒe daʒ jr ewr gnade hillffe vnd fü	10	0	2	10	0	2
NB_B3_R000479_L0012	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	12	3	mit ernst lich	mit ernst lich	3	0	0	3	0	0
NB_B3_R000479_L0013	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	13	14	dar cʒü vvenden vnd tün vvöllet daʒ den vnsn das jr wid vnd an	dar cʒü vvenden vnd tün vvöllet daʒ den vnsn das jr wid vnd an	14	0	0	14	0	0
NB_B3_R000479_L0014	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	14	9	die gevange ledig wden als vvir ewn fürstenl gnad	die gevange ledig wden als vvir ewn fürstenl gnad	9	0	0	9	0	0
NB_B3_R000479_L0015	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	15	9	vvol getrawen vnd das vmb vmb ewr künglich durchlewhtikeit	vvol getrawe vnd das vmb vmb ewr künglich durchlewhtikeit	9	0	0	9	0	0
NB_B3_R000479_L0016	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	16	10	allen cʒeitn vvilleklich vnd gne vdienen vvölle dat fia iiij	alln cʒeiten vvilleklich vnd gerne vdienen vvölle dat fia iiij	10	0	0	10	0	0
NB_B3_R000479_L0017	Band3	NB_B3_R000479	Rst Nbg-Briefbücher-Nr 3_0006_right.png	17	1	egidij	egidij	1	0	0	1	0	0
NB_B3_R000480_L0001	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	1	3	byschof cʒü speyr	byschof cʒü speyr	3	0	0	3	0	0
NB_B3_R000480_L0002	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	2	10	gnedig hr vns habn etliche vns b vnd kauflewt fürbraht	gnedig hr vns habe etliche vns b vnd kauflewt fürbraht	10	0	0	10	0	0
NB_B3_R000480_L0003	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	3	11	wie jn hr vlr von vveicʒpriach von seine vnd hn fridrichs	wie jn her vlr von vveicʒpriach von seinen vnd hn fridrichs	10	0	1	10	0	1
NB_B3_R000480_L0004	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	4	1	weg	weg	1	0	0	1	0	0
NB_B3_R000480_L0005	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	5	9	von flednicʒ vvegen aufgehalten hab vj pallen mit kawfman	von flednicʒ vvegen aufgehalte hab vj pallen mit kawfman	8	0	1	8	0	1
NB_B3_R000480_L0006	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	6	11	schaft vnd etlich der vnsn dabey gevange vnd hab das getan	schaft vnd etlich der vnsn dabey gevange vnd hab das getan	11	0	0	11	0	0
NB_B3_R000480_L0007	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	7	12	von schulde vvegen als sie mainen daʒ jn vns gnedig hre der	vo schulde vvegen als sie mainen daʒ jn vns gnediger hre der	12	0	0	12	0	0
NB_B3_R000480_L0008	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	8	10	römisch künig beleibe sülle vnd das seÿ geschehn vmb jnsprucke	r künig beleibn sülle vnd das seÿ geschehn vmb jnspruke	9	0	1	9	1	0
NB_B3_R000480_L0009	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	9	11	vnd habn die vnsn vernom daʒ das geschehn sülle sein mit	vnd habn die vnsn vernom daʒ das geschehe sülle sein mit	11	0	0	11	0	0
NB_B3_R000480_L0010	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	10	8	vrhengnüʒʒ vnss hren hercʒog fridrichs von österrich bitt	vrhennüʒʒ vnss hren hercʒ fridrichs von österrich bitten	7	1	0	7	1	0
NB_B3_R000480_L0011	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	11	11	wir ewr hoch mit alle fleiʒʒ daʒ jr durch vnsr vvillige	wir ew hoch mit allem fleiʒʒ daʒ jr durch vnser vvillige	11	0	0	11	0	0
NB_B3_R000480_L0012	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	12	2	dem egen	dem eg	2	0	0	2	0	0
NB_B3_R000480_L0013	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	13	10	dienst vville den vnsn darynne gen vnsm hren dem künig	dienst vvillen den vnsn darynne gen vnsm hren dem künig	10	0	0	10	0	0
NB_B3_R000480_L0014	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	14	1	jn	jn	1	0	0	1	0	0
NB_B3_R000480_L0015	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	15	10	gnad fürderlich vnd beholffen sein wöllet daʒ den vnsn von	gnad fürderlich vnd beholffen sein wöllet daʒ den vnsn von	9	1	0	9	0	1
NB_B3_R000480_L0016	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	16	2	mit ernst	mit ernst	2	0	0	2	0	0
NB_B3_R000480_L0017	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	17	9	seine künglichen gnad geholff vnd dar cʒü getan vverde	sein künglichen gnaden geholffen vnd dar cʒü getan vverde	9	0	0	9	0	0
NB_B3_R000480_L0018	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	18	11	daʒ den vnsn das jr wid werde vnd die gevange ledig	daʒ den vnsn das jr wid wde vnd die gevangen ledig	11	0	0	11	0	0
NB_B3_R000480_L0019	Band3	NB_B3_R000480	Rst Nbg-Briefbücher-Nr 3_0007_left.png	19	6	wden als etc das wölle etc	wden als etc das wöllen etc	6	0	0	6	0	0
NB_B3_R000481_L0001	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	1	4	conr michelsperg cʒüm bodenstein	conr michelsperg cʒüm bodenstei	2	1	1	2	2	0
NB_B3_R000481_L0002	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	2	3	pfleg cʒü lengfeld	pfleger cʒü lengfeld	2	0	1	2	0	1
NB_B3_R000481_L0003	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	3	11	l conr als jr vns geschribn habt wie etliche die vnsn	l conr als jr vns geschribn habt wie etliche die vnsn	11	0	0	11	0	0
NB_B3_R000481_L0004	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	4	11	die yecʒund von deʒ lantfrids weg auf dem veld gewes sind	die yecʒund von deʒ lantfrids wegen auf dem veld gewesen sind	11	0	0	11	0	0
NB_B3_R000481_L0005	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	5	11	vber ew geloffen sein vnd wolte ew erslag habn etc habn	vb ew geloffen sein vnd wolten ew erslag habn etc haben	10	0	1	10	1	0
NB_B3_R000481_L0006	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	6	12	vvir ewn brief vvol vernom vnd heten ew die vnsn iht vnʒeitlich	vvir ewn brief vvol vernom vnd heten ew die vnsn iht vnʒeitlich	11	0	1	11	0	1
NB_B3_R000481_L0007	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	7	2	nicht lieb	nicht lieb	2	0	0	2	0	0
NB_B3_R000481_L0008	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	8	11	getan od vbervaren das wer vns ʒemal leide nu hat vns	getan od vbervaren das wer vns ʒemal leide nu hat vns	11	0	0	11	0	0
NB_B3_R000481_L0009	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	9	11	vns gnedig hr hercʒog joh von andr sache weg ein tag	vnsr gnediger h hercʒog johans von andr sache weg ein tag	11	0	0	11	0	0
NB_B3_R000481_L0010	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	10	10	beschieden gen amberg auf den nehst montag dar cʒü etlich	beschieden gen amberg auf den nehsten montag dar cʒü etlich	10	0	0	10	0	0
NB_B3_R000481_L0011	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	11	11	vnss rats kume süllen vnd den vvölle wir also empfelhe mit	vnss rats kume sülln vnd den vvölle wir also empfelhe mit	11	0	0	11	0	0
NB_B3_R000481_L0012	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	12	11	vnss hren des hercʒog gnad vnd auch mit ew selber davon	vnss hren des hercʒogen gnad vnd auch mit ew selber davon	11	0	0	11	0	0
NB_B3_R000481_L0013	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	13	11	cʒereden vnd vvo wir ew lieb vnd dinst beweisen möhten das	cʒerede vnd vvo wir ew lieb vnd dinst beweisen möht das	11	0	0	11	0	0
NB_B3_R000481_L0014	Band3	NB_B3_R000481	Rst Nbg-Briefbücher-Nr 3_0007_left.png	14	9	teten vvir allcʒeit gne dat fia iiij an egidij	teten vvir allcʒ gne dat fia iiij an egidij	9	0	0	9	0	0
NB_B3_R000482_L0001	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	1	8	hn heinr rewssen von plawen hren cʒu greucʒ	hn heinr rewssen von plawen hren cʒu greucʒ	7	0	1	7	0	1
NB_B3_R000482_L0002	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	2	4	vnd hauptman cʒu pernaw	vnd hauptman cʒu pernaw	4	0	0	4	0	0
NB_B3_R000482_L0003	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	3	9	edler hre vns hat fürgelegt burkhart sebach vns b	edler herre vns hat fürgelegt burkhart sebach vns burg	9	0	0	9	0	0
NB_B3_R000482_L0004	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	4	12	vvie daʒ jr jm ein tag auf den sunntag nach vnsr frauntag	vvie daʒ jr jm ein tag auf den sunntag nach vnsr frauntag	11	0	1	11	0	1
NB_B3_R000482_L0005	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	5	10	schies für ew gen pernaw bescheiden habt von habe vvegen	schies für ew gen pernaw bescheide habt von habe vvege	9	1	0	9	1	0
NB_B3_R000482_L0006	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	6	2	jn pernaw	jn pernaw	2	0	0	2	0	0
NB_B3_R000482_L0007	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	7	11	die er mit den rehten bekümert hab nu spricht der eg	die er mit den rehte bekümert hab nu spricht der eg	11	0	0	11	0	0
NB_B3_R000482_L0008	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	8	11	vns b daʒ e jm der eg tag cʒesuchn cʒukürcʒ seẏ	vns burg daʒ e jm der eg tag cʒesuchn cʒukürcʒ seẏ	10	0	1	10	0	1
NB_B3_R000482_L0009	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	9	10	vnd von des von nötlich sache weg niht gesuchen müg	vnd von des von nötlicher sache wegen niht gesuchen müg	10	0	0	10	0	0
NB_B3_R000482_L0010	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	10	2	ew das	ew das	2	0	0	2	0	0
NB_B3_R000482_L0011	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	11	11	vnd hat vns gebeten daʒ vvir das ewr edel also verschr	vnd hat vns gebeten daʒ vvir das ewr edel also verschr	11	0	0	11	0	0
NB_B3_R000482_L0012	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	12	11	vo vnd bit vnd ewr edell von seine weg biten vvölle	vo vnd bit vnd ew edell von seine weg biten vvölle	11	0	0	11	0	0
NB_B3_R000482_L0013	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	13	10	daʒ jr jm dens tag xiiij tag erlengn wöllet daʒ	daʒ jr jm denselbn tag xiiij tag erlengn wöllet daʒ	10	0	0	10	0	0
NB_B3_R000482_L0014	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	14	12	er den gesuchen müg vnd also biten wir ewr edell mit alle	er den gesuche müg vnd also bite wir ewr edell mit allem	12	0	0	12	0	0
NB_B3_R000482_L0015	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	15	11	fleisse daʒ jr jm dens tag also xiiij tag durch vnsn	fleisse daʒ jr jm dens tag also xiiij tag durch vnsn	11	0	0	11	0	0
NB_B3_R000482_L0016	Band3	NB_B3_R000482	Rst Nbg-Briefbücher-Nr 3_0007_right.png	16	9	wille erlengn wöllet als etc das wölle etc dat	wille erlengn wöllet als etc das wölle etc dat	9	0	0	9	0	0
NB_B3_R000483_L0001	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	1	3	daʒ vvir ew	daʒ vvir ew	3	0	0	3	0	0
NB_B3_R000483_L0002	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	2	2	des gepetn	des gepetn	2	0	0	2	0	0
NB_B3_R000483_L0003	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	3	2	habn vnd	habn vnd	2	0	0	2	0	0
NB_B3_R000483_L0004	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	4	4	sweinfürt winsheim vnd vveissembg	sweinfürt winsh vnd vveissembg	4	0	0	4	0	0
NB_B3_R000483_L0005	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	5	10	l fr vns habn die von rotembg ein brief gesant	l fr vns habe die von rotembg eine br gesant	10	0	0	10	0	0
NB_B3_R000483_L0006	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	6	11	vnd auch ein abschr domit als vvir ew das der abschrifte	vnd auch ein abschr domit als vvir ew das der abschrifte	11	0	0	11	0	0
NB_B3_R000483_L0007	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	7	9	senden versloʒʒen in disem briefe vnd bitt ewr ersamk	senden versloʒʒen in disem briefe vnd bitt ew ersamk	9	0	0	9	0	0
NB_B3_R000483_L0008	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	8	10	daʒ jr ewr erber botsch darvmb cʒü vns schicken vvöllet	daʒ jr ewr erber botsch darvmb cʒü vns schicken vvöllet	10	0	0	10	0	0
NB_B3_R000483_L0009	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	9	12	also daʒ die auf den freÿtag als von hewte vber acht tag	also daʒ die auf den freÿtag als von hewte vber acht tag	11	0	1	11	0	1
NB_B3_R000483_L0010	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	10	12	cʒü ratcʒeit beÿ vns seÿ vnd das habn wir den von vvinsheim	cʒü ratcʒeit beÿ vns seÿ vnd das habn wir den von vvinsheim	12	0	0	12	0	0
NB_B3_R000483_L0011	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	11	9	vnd weissembg auch also verschr vnd den von rotembg	vnd weissembg auch also verschr vnd den von rotembg	9	0	0	9	0	0
NB_B3_R000483_L0012	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	12	12	geantwt daʒ sie die jren auch also hr cʒü vns schicken dat	geantwt daʒ sie die jren auch also her cʒü vns schicke dat	12	0	0	12	0	0
NB_B3_R000483_L0013	Band3	NB_B3_R000483	Rst Nbg-Briefbücher-Nr 3_0007_right.png	13	5	fia vj an egidij ixo	fea vj an egidij ixo	5	0	0	5	0	0
NB_B3_R000484_L0001	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	1	7	hercʒog fridr von osterreich hercʒog leupold silr	hercʒog f von osterr hercʒog leupold silr	7	0	0	7	0	0
NB_B3_R000484_L0002	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	2	10	gnedig hre vns habn etlich vns b vnd kauffleute fürbraht	gnediger hre vns habe etlich vns b vnd kauffleute fürbr	10	0	0	10	0	0
NB_B3_R000484_L0003	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	3	11	vvie daʒ jn etwieuil habe vnd kauffmanschaft in ewren lande herschäft	vvie daʒ jn etwieuil habe vnd kauffmanschaft in ewrn land herschäft	11	0	0	11	0	0
NB_B3_R000484_L0004	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	4	4	etlich die vnsn dabey	etlich die vnsn dabey	4	0	0	4	0	0
NB_B3_R000484_L0005	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	5	10	vnd gepieten aufgehalten vnd bekumert seẏ word darümb so senden	vnd gepieten aufgehalten vnd bekumert seẏ word darümb so senden	10	0	0	10	0	0
NB_B3_R000484_L0006	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	6	10	wir cʒu ewr durchl vnsn l b vnd ratgeselln vvilhelm	wir cʒu ewr durchleuhtikeit vnsn l b vnd ratges vvilhelm	10	0	0	10	0	0
NB_B3_R000484_L0007	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	7	10	mendell mit ewn fürstenl gnad dauon cʒureden vnd ro vvaʒ	mendell mit ewn fürstenl gnad dauo cʒureden vnd ro vvaʒ	10	0	0	10	0	0
NB_B3_R000484_L0008	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	8	11	ders vns b vnd ratgesell darümb cʒu disem mal an ewr	derselb vns b vnd ratgesell darümb cʒu disem mal an ewr	11	0	0	11	0	0
NB_B3_R000484_L0009	Band3	NB_B3_R000484	Rst Nbg-Briefbücher-Nr 3_0008_left.png	9	11	durchl werb von vnsn vvegen daʒ jn ewr gnade darẏnne gütlichn	durchl werb von vnsn vvege daʒ jn ewr gnade darẏnne gütlichn	11	0	0	11	0	0
