locus	page	physical_folio	section	family_surface	stable_prefix	relation_class	source_relation_tags	certainty	claim_state
f78r.45	f78r	f78	B	BKJBABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f78r.47	f78r	f78	B	AQACAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.2	f80r	f80	B	ABKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.3	f80r	f80	B	AQABA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.4	f80r	f80	B	AQABA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.5	f80r	f80	B	AQACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.6	f80r	f80	B	APAC	APAC	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.7	f80r	f80	B	ABQA	ABQA	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.8	f80r	f80	B	AQABLJBA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f80r.9	f80r	f80	B	AQAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f81v.28	f81v	f81	B	AQAF	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.10	f82r	f82	B	ACAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.34	f82r	f82	B	AQAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.35	f82r	f82	B	BACAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.36	f82r	f82	B	AQAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.37	f82r	f82	B	AQABBA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.38	f82r	f82	B	BACACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.39	f82r	f82	B	AQAFABA	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.40	f82r	f82	B	CACACB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.41	f82r	f82	B	ABQAQA	ABQA	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.42	f82r	f82	B	CAQABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.43	f82r	f82	B	BABAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.44	f82r	f82	B	ABAG	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82r.45	f82r	f82	B	AQKAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.1	f82v	f82	B	AQJKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.2	f82v	f82	B	AQJBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.3	f82v	f82	B	BAG	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.39	f82v	f82	B	ABQKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.4	f82v	f82	B	AQJBAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.40	f82v	f82	B	AQABKA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.41	f82v	f82	B	AQAF	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.42	f82v	f82	B	AQAAQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.43	f82v	f82	B	AQJBAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.44	f82v	f82	B	AQAB	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.45	f82v	f82	B	AQABBA	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.46	f82v	f82	B	ABQAB	ABQA	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.47	f82v	f82	B	AQJBAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f82v.48	f82v	f82	B	AQKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83r.45	f83r	f83	B	KQACAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83r.46	f83r	f83	B	ABCAG	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83r.50	f83r	f83	B	CACABBAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83r.51	f83r	f83	B	BACABCA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83v.34	f83v	f83	B	AQKBA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83v.35	f83v	f83	B	AQAG	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f83v.9	f83v	f83	B	ABABACA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.1	f88r	f88	P	AQACKJQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.12	f88r	f88	P	AQABBA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.13	f88r	f88	P	ACAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.14	f88r	f88	P	BACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.15	f88r	f88	P	AQAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.16	f88r	f88	P	CACACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.2	f88r	f88	P	ACAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.23	f88r	f88	P	APACQABAB	APAC	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.24	f88r	f88	P	AQAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.25	f88r	f88	P	APABBA	APAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.3	f88r	f88	P	ACABB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.4	f88r	f88	P	ABBAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.5	f88r	f88	P	AQAQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88r.6	f88r	f88	P	AQABA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.1	f88v	f88	P	AQABAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.11	f88v	f88	P	AQACAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.12	f88v	f88	P	AQACA	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.13	f88v	f88	P	KJACBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.14	f88v	f88	P	AQAG	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.2	f88v	f88	P	KJAUA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.28	f88v	f88	P	AQABACA	AQAB	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.29	f88v	f88	P	AQBACBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.3	f88v	f88	P	TJAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.4	f88v	f88	P	AQAC	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f88v.5	f88v	f88	P	AQAQAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.1	f89r1	f89	P	AQKLA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.11	f89r1	f89	P	AQAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.12	f89r1	f89	P	KAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.13	f89r1	f89	P	AQACAF	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.14	f89r1	f89	P	AQAG	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.2	f89r1	f89	P	DQAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.24	f89r1	f89	P	AQATA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.25	f89r1	f89	P	CABBAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.26	f89r1	f89	P	CABACACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.27	f89r1	f89	P	ABTBA	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.3	f89r1	f89	P	ABBAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.4	f89r1	f89	P	AQABBA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r1.5	f89r1	f89	P	ACACKABAG	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.1	f89r2	f89	P	ABACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.10	f89r2	f89	P	AQAB	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.11	f89r2	f89	P	APKACAG	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.16	f89r2	f89	P	QACAFA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.17	f89r2	f89	P	CABAC	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.18	f89r2	f89	P	KJAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.19	f89r2	f89	P	KJABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.2	f89r2	f89	P	BABA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.20	f89r2	f89	P	APACAF	APAC	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.21	f89r2	f89	P	AQLB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.29	f89r2	f89	P	AQAF	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.3	f89r2	f89	P	APKACAB	APK	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.30	f89r2	f89	P	AACAF	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.31	f89r2	f89	P	APAQAB	APA	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.32	f89r2	f89	P	AQABCA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.33	f89r2	f89	P	AQACJB	NONE	ENCLOSURE_OR_CONTACT	REL_OVERLAP_OR_CONTACT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.34	f89r2	f89	P	AQABACAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.4	f89r2	f89	P	CABAGLJAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89r2.5	f89r2	f89	P	APKJAC	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v1.1	f89v1	f89	P	AQACABBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v1.21	f89v1	f89	P	QAKACAF	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v1.23	f89v1	f89	P	APAB	APAB	ENCLOSURE_OR_CONTACT	REL_ENCLOSURE;REL_OVERLAP_OR_CONTACT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v1.24	f89v1	f89	P	APABBAG	APAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v1.3	f89v1	f89	P	AQKAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v1.4	f89v1	f89	P	BACLABA	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.1	f89v2	f89	P	KAKCA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.11	f89v2	f89	P	AQACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.12	f89v2	f89	P	AQAF	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.23	f89v2	f89	P	APABAGA	APAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.24	f89v2	f89	P	AQACAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.3	f89v2	f89	P	BACKJAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.4	f89v2	f89	P	KAQACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.5	f89v2	f89	P	LJAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f89v2.6	f89v2	f89	P	KAQAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.10	f99r	f99	P	CQKAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.11	f99r	f99	P	AQACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.12	f99r	f99	P	AQABA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.13	f99r	f99	P	AQABAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.14	f99r	f99	P	AQABBA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.2	f99r	f99	P	AQACA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.20	f99r	f99	P	AACA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.21	f99r	f99	P	ABABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.23	f99r	f99	P	KAQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.24	f99r	f99	P	AQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.25	f99r	f99	P	AQJABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.26	f99r	f99	P	AQJABB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.27	f99r	f99	P	KJAQKA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.3	f99r	f99	P	BACAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.33	f99r	f99	P	AQAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.34	f99r	f99	P	AJQJA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.35	f99r	f99	P	BAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.38	f99r	f99	P	CAGA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.39	f99r	f99	P	CACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.4	f99r	f99	P	AQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.40	f99r	f99	P	BAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.46	f99r	f99	P	QABCACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.5	f99r	f99	P	CABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.6	f99r	f99	P	ACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.7	f99r	f99	P	AF	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.8	f99r	f99	P	AQAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99r.9	f99r	f99	P	CABAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99v.15	f99v	f99	P	AMCACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99v.16	f99v	f99	P	BAHJ	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99v.17	f99v	f99	P	CACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99v.18	f99v	f99	P	CAGA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99v.19	f99v	f99	P	AQABCAC	AQAB	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f99v.2	f99v	f99	P	AQABBA	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
