locus	page	physical_folio	group_index	previous_dy_token	target_token	target_family	record_state	matching_figure_features	claim_state
f113v.18	f113v	f113	8	qokody	lkeshdy	BQJLBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113v.4	f113v	f113	4	oteedy	rchedy	CKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113v.7	f113v	f113	3	teody	lkeeody	BQKABA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114r.15	f114r	f114	9	oeedy	qokolkchdy	DAQABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114r.20	f114r	f114	8	oteedy	qoted	DAQJB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114r.7	f114r	f114	3	dchedy	dkchs	BQKC	ENTRY_STATE	SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114v.1	f114v	f114	9	otdady	qotedar	DAQJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114v.11	f114v	f114	5	qotedy	tedaiin	QJBAG	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114v.21	f114v	f114	8	qokchdy	otedal	AQJBAB	AL_STATE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114v.31	f114v	f114	4	otcheody	lkchedy	BQKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114v.5	f114v	f114	3	qokeedy	okaly	AQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f114v.8	f114v	f114	3	qoteedy	qokedain	DAQJBAF	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115r.13	f115r	f115	2	tchedy	qoolkeedy	DAABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115r.29	f115r	f115	2	fshedy	shdalky	LBABQA	AL_STATE	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115r.4	f115r	f115	3	qokeedy	olkeechdy	ABQKKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115r.40	f115r	f115	2	paiinody	lkcheo	BQKJA	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115r.5	f115r	f115	7	qoteedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.12	f115v	f115	3	lchedy	lkchedy	BQKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.21	f115v	f115	2	tshedy	sheolkeedy	LJABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.21	f115v	f115	3	sheolkeedy	lkeeshdy	BQKLBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.21	f115v	f115	10	qopcheddy	lky	BQA	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.3	f115v	f115	7	qotedy	lkedain	BQJBAF	ED_MEDIUM	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.30	f115v	f115	5	lkchedy	rchedar	CKJBAC	AR_REFERENCE	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.39	f115v	f115	4	ykeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.6	f115v	f115	9	oteody	solkaiin	CABQAG	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.7	f115v	f115	2	dchedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f115v.8	f115v	f115	9	lpchedy	lkechedy	BQJKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f1v.10	f1v	f1	5	chody	schody	CKABA	DY_RESOLUTION	SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f26r.4	f26r	f26	4	ytedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f26r.4	f26r	f26	5	qokedy	ytedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f26r.4	f26r	f26	6	ytedy	chekedy	KJQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f26r.6	f26r	f26	2	rchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f26v.3	f26v	f26	6	ofchdy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f31r.10	f31r	f31	4	okedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f31r.10	f31r	f31	5	okedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f31r.13	f31r	f31	4	qoekedy	ykedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f31r.8	f31r	f31	2	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f33r.2	f33r	f33	5	okaldy	qokaldy	DAQABBA	DY_RESOLUTION	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f33v.7	f33v	f33	4	shckhdy	oltedy	ABQJBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f34r.1	f34r	f34	5	yfody	okedody	AQJBABA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f34r.14	f34r	f34	9	chody	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f34r.15	f34r	f34	6	cholchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f34r.4	f34r	f34	8	oltchedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f34v.4	f34v	f34	4	shedy	qokedar	DAQJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f39r.13	f39r	f39	8	sheolkedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f39r.13	f39r	f39	9	otedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f39v.13	f39v	f39	3	ockhedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f39v.13	f39v	f39	4	otedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f39v.2	f39v	f39	7	kchdy	olky	ABQA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f39v.9	f39v	f39	9	shody	okal	AQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f40v.13	f40v	f40	5	olfchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f41r.11	f41r	f41	4	chekeedy	cheked	KJQJB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f41r.9	f41r	f41	2	qokeedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f41r.9	f41r	f41	3	okedy	chekedy	KJQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f43r.10	f43r	f43	4	ody	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f43r.2	f43r	f43	3	yteody	ytedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f43r.6	f43r	f43	5	cheody	cheolkeepchy	KJABQKPKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f43r.9	f43r	f43	2	dshedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f43v.13	f43v	f43	2	dshedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f43v.13	f43v	f43	7	keody	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f46r.4	f46r	f46	6	qokaldy	chekal	KJQAB	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f46v.5	f46v	f46	3	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f46v.5	f46v	f46	6	okedy	dykaly	BAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f48r.7	f48r	f48	4	yteedy	lolkeol	BABQJAB	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f48v.8	f48v	f48	5	okedy	ykedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f48v.9	f48v	f48	3	shody	okal	AQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f50r.3	f50r	f50	5	okeody	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f50v.2	f50v	f50	5	shedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f58r.12	f58r	f58	7	choldy	okalys	AQABAC	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f58r.28	f58r	f58	9	olaldy	okalody	AQABABA	DY_RESOLUTION	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f58r.33	f58r	f58	6	oekeody	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f58v.7	f58v	f58	6	lchedy	qokalor	DAQABAC	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f66r.51	f66r	f66	7	qokeedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f66r.54	f66r	f66	7	qokeeody	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f66r.76	f66r	f66	4	qocthedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f66v.5	f66v	f66	4	qokedy	chokal	KAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.13	f75r	f75	3	keedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.13	f75r	f75	4	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.13	f75r	f75	5	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.13	f75r	f75	6	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.38	f75r	f75	3	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.38	f75r	f75	4	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.39	f75r	f75	4	qokeedy	olkeedy	ABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.44	f75r	f75	4	okedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.44	f75r	f75	5	qokedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.45	f75r	f75	8	otedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75r.45	f75r	f75	9	qotedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.1	f75v	f75	3	opchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.13	f75v	f75	3	cheedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.14	f75v	f75	4	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.14	f75v	f75	5	qokedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.39	f75v	f75	7	sheedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.46	f75v	f75	5	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.47	f75v	f75	7	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.60	f75v	f75	2	kolkedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f75v.69	f75v	f75	3	olkedy	olkedy	ABQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.19	f76r	f76	11	qolchedy	otedyl	AQJBAB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.3	f76r	f76	8	qotedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.33	f76r	f76	2	qokedy	lkey	BQJA	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.46	f76r	f76	4	okedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.46	f76r	f76	5	otedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.48	f76r	f76	8	oteedy	okedor	AQJBAC	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.48	f76r	f76	10	shedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.52	f76r	f76	4	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.52	f76r	f76	5	qokedy	lkedy	BQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76r.6	f76r	f76	7	shedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f76v.1	f76v	f76	8	lshedy	lkodol	BQABAB	OL_STATE	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
