locus	page	physical_folio	register	section	currier	hand	group_index	group_count	token	frozen_wrapper	frozen_residual_host	base_host	outer_carrier	inner_d	cell	record_state	retained_line_complete	field_position	previous_state	following_state
f107v.2	f107v	f107	SB	S	B	3	4	13	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OL_STATE	AL_STATE
f107v.2	f107v	f107	SB	S	B	3	10	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OT_AR_LOCAL
f107v.21	f107v	f107	SB	S	B	3	1	12	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	OL_STATE
f107v.33	f107v	f107	SB	S	B	3	5	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	OTHER
f107v.40	f107v	f107	SB	S	B	3	5	6	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OTHER
f107v.45	f107v	f107	SB	S	B	3	9	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	AL_STATE
f107v.46	f107v	f107	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	ENTRY_STATE	CARRIER_STATE
f107v.6	f107v	f107	SB	S	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	AL_STATE	DY_RESOLUTION
f107v.7	f107v	f107	SB	S	B	3	1	4	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f107v.9	f107v	f107	SB	S	B	3	1	11	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	SINGLE	BOS	EOS
f108r.10	f108r	f108	SB	S	B	3	1	11	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f108r.22	f108r	f108	SB	S	B	3	11	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OTHER
f108r.30	f108r	f108	SB	S	B	3	7	8	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	AL_STATE
f108r.40	f108r	f108	SB	S	B	3	2	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_START	BOS	DY_RESOLUTION
f108r.40	f108r	f108	SB	S	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	Q_OUTER_STATE	CARRIER_STATE
f108r.41	f108r	f108	SB	S	B	3	6	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	OTHER	CARRIER_STATE
f108r.6	f108r	f108	SB	S	B	3	12	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	OTHER
f108r.8	f108r	f108	SB	S	B	3	10	12	qaiin	q	aiin	aiin	0	0	C0D0	Q_OUTER_STATE	1	PRECLOSE	OTHER	DY_RESOLUTION
f108v.1	f108v	f108	SB	S	B	3	7	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AL_STATE	OTHER
f108v.12	f108v	f108	SB	S	B	3	10	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	OTHER
f108v.21	f108v	f108	SB	S	B	3	1	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	OL_STATE
f108v.24	f108v	f108	SB	S	B	3	1	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f108v.24	f108v	f108	SB	S	B	3	9	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	AR_REFERENCE
f108v.35	f108v	f108	SB	S	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f108v.36	f108v	f108	SB	S	B	3	1	14	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f108v.40	f108v	f108	SB	S	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	AL_STATE
f108v.46	f108v	f108	SB	S	B	3	1	12	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f108v.49	f108v	f108	SB	S	B	3	1	12	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	OTHER
f108v.50	f108v	f108	SB	S	B	3	9	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OTHER
f108v.52	f108v	f108	SB	S	B	3	1	11	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	OL_STATE
f108v.52	f108v	f108	SB	S	B	3	9	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OTHER
f111r.14	f111r	f111	SB	S	B	3	5	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	AR_REFERENCE
f111r.15	f111r	f111	SB	S	B	3	2	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	CARRIER_STATE
f111r.18	f111r	f111	SB	S	B	3	1	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f111r.19	f111r	f111	SB	S	B	3	1	11	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	OTHER
f111r.27	f111r	f111	SB	S	B	3	9	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	OTHER	AR_REFERENCE
f111r.39	f111r	f111	SB	S	B	3	1	10	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f111r.40	f111r	f111	SB	S	B	3	1	12	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	AL_STATE
f111r.41	f111r	f111	SB	S	B	3	9	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	AL_STATE	OT_AR_LOCAL
f111r.5	f111r	f111	SB	S	B	3	1	7	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f111r.53	f111r	f111	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	OTHER	DY_RESOLUTION
f111r.53	f111r	f111	SB	S	B	3	6	10	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	0	OPEN_FIELD_END	OTHER	EOS
f111r.7	f111r	f111	SB	S	B	3	12	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OT_AR_LOCAL	OTHER
f111r.8	f111r	f111	SB	S	B	3	1	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	OTHER
f111r.8	f111r	f111	SB	S	B	3	4	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	PRECLOSE	CARRIER_STATE	DY_RESOLUTION
f111v.17	f111v	f111	SB	S	B	3	8	12	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	AR_REFERENCE
f111v.22	f111v	f111	SB	S	B	3	1	12	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	AR_REFERENCE
f111v.23	f111v	f111	SB	S	B	3	10	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	OPEN_FIELD_END	OL_STATE	EOS
f111v.4	f111v	f111	SB	S	B	3	1	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f111v.5	f111v	f111	SB	S	B	3	3	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	OTHER	DY_RESOLUTION
f111v.50	f111v	f111	SB	S	B	3	1	12	shaiin	sh	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	FIELD_START	BOS	Q_OUTER_STATE
f112r.13	f112r	f112	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	ENTRY_STATE	CARRIER_STATE
f112r.18	f112r	f112	SB	S	B	3	1	10	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	AL_STATE
f112r.18	f112r	f112	SB	S	B	3	6	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AL_STATE	AL_STATE
f112r.2	f112r	f112	SB	S	B	3	1	8	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	O_AR_LOCAL
f112r.20	f112r	f112	SB	S	B	3	3	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OL_STATE
f112r.20	f112r	f112	SB	S	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	AL_STATE	DY_RESOLUTION
f112r.25	f112r	f112	SB	S	B	3	8	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE
f112r.29	f112r	f112	SB	S	B	3	2	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	AR_REFERENCE	DY_RESOLUTION
f112r.39	f112r	f112	SB	S	B	3	5	9	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AL_STATE	OTHER
f112r.7	f112r	f112	SB	S	B	3	1	7	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f112v.11	f112v	f112	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	ENTRY_STATE	DY_RESOLUTION
f112v.11	f112v	f112	SB	S	B	3	9	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	OPEN_FIELD_END	OTHER	EOS
f112v.12	f112v	f112	SB	S	B	3	1	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	AL_STATE
f112v.13	f112v	f112	SB	S	B	3	5	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	AL_STATE
f112v.18	f112v	f112	SB	S	B	3	1	10	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	OTHER
f112v.18	f112v	f112	SB	S	B	3	3	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	CARRIER_STATE
f112v.21	f112v	f112	SB	S	B	3	1	10	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f112v.27	f112v	f112	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_START	BOS	DY_RESOLUTION
f112v.28	f112v	f112	SB	S	B	3	3	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	AL_STATE	DY_RESOLUTION
f112v.31	f112v	f112	SB	S	B	3	2	5	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	AR_REFERENCE
f112v.33	f112v	f112	SB	S	B	3	6	10	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_START	DY_RESOLUTION	DY_RESOLUTION
f112v.34	f112v	f112	SB	S	B	3	1	8	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f112v.34	f112v	f112	SB	S	B	3	2	8	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_INTERNAL	ENTRY_STATE	CARRIER_STATE
f112v.39	f112v	f112	SB	S	B	3	4	9	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	FIELD_INTERNAL	OTHER	OTHER
f112v.40	f112v	f112	SB	S	B	3	7	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	OL_STATE
f112v.40	f112v	f112	SB	S	B	3	11	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	CARRIER_STATE	EOS
f112v.46	f112v	f112	SB	S	B	3	3	11	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	0	FIELD_INTERNAL	OTHER	CARRIER_STATE
f112v.5	f112v	f112	SB	S	B	3	4	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OT_AL_LOCAL
f113r.15	f113r	f113	SB	S	B	3	4	5	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	CARRIER_STATE
f113r.16	f113r	f113	SB	S	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	AR_REFERENCE
f113r.3	f113r	f113	SB	S	B	3	4	5	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	OTHER
f113r.40	f113r	f113	SB	S	B	3	6	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	OTHER
f113r.6	f113r	f113	SB	S	B	3	5	16	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OTHER
f113r.6	f113r	f113	SB	S	B	3	9	16	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	AL_STATE
f113v.19	f113v	f113	SB	S	B	3	1	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f113v.3	f113v	f113	SB	S	B	3	2	7	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	OT_AR_LOCAL
f113v.34	f113v	f113	SB	S	B	3	1	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f113v.34	f113v	f113	SB	S	B	3	2	9	cheaiin	che	aiin	aiin	1	0	C1D0	CARRIER_STATE	0	FIELD_INTERNAL	ENTRY_STATE	OTHER
f113v.37	f113v	f113	SB	S	B	3	2	7	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OL_STATE	OL_STATE
f113v.41	f113v	f113	SB	S	B	3	2	6	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	ENTRY_STATE	OTHER
f113v.44	f113v	f113	SB	S	B	3	1	6	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	AL_STATE
f114r.10	f114r	f114	SB	S	B	3	4	5	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	0	OPEN_FIELD_END	ED_MEDIUM	EOS
f114r.13	f114r	f114	SB	S	B	3	2	3	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	DY_RESOLUTION
f114r.19	f114r	f114	SB	S	B	3	7	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	ED_MEDIUM
f114r.20	f114r	f114	SB	S	B	3	2	13	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	PRECLOSE	ENTRY_STATE	DY_RESOLUTION
f114r.20	f114r	f114	SB	S	B	3	6	13	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_START	DY_RESOLUTION	DY_RESOLUTION
f114r.20	f114r	f114	SB	S	B	3	9	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	ED_MEDIUM	OT_AR_LOCAL
f114r.27	f114r	f114	SB	S	B	3	2	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	PRECLOSE	CARRIER_STATE	DY_RESOLUTION
f114r.32	f114r	f114	SB	S	B	3	2	10	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	FIELD_INTERNAL	ENTRY_STATE	Q_OUTER_STATE
f114r.37	f114r	f114	SB	S	B	3	3	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	OTHER	DY_RESOLUTION
f114r.6	f114r	f114	SB	S	B	3	5	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	PRECLOSE	CARRIER_STATE	DY_RESOLUTION
f114r.6	f114r	f114	SB	S	B	3	9	11	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	0	FIELD_INTERNAL	OL_STATE	AR_REFERENCE
f114r.7	f114r	f114	SB	S	B	3	4	8	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	ENTRY_STATE	DY_RESOLUTION
f114r.9	f114r	f114	SB	S	B	3	3	13	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	Q_OUTER_STATE	CARRIER_STATE
f114v.1	f114v	f114	SB	S	B	3	10	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	AR_REFERENCE	EOS
f114v.10	f114v	f114	SB	S	B	3	2	7	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	0	FIELD_INTERNAL	OL_STATE	Q_OUTER_STATE
f114v.15	f114v	f114	SB	S	B	3	4	11	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	FIELD_INTERNAL	AL_STATE	Q_OUTER_STATE
f114v.16	f114v	f114	SB	S	B	3	5	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OL_STATE	AR_REFERENCE
f114v.16	f114v	f114	SB	S	B	3	7	12	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_INTERNAL	AR_REFERENCE	AL_STATE
f114v.20	f114v	f114	SB	S	B	3	6	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	AR_REFERENCE
f114v.21	f114v	f114	SB	S	B	3	4	10	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	PRECLOSE	CARRIER_STATE	DY_RESOLUTION
f114v.24	f114v	f114	SB	S	B	3	8	9	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_START	DY_RESOLUTION	OTHER
f114v.25	f114v	f114	SB	S	B	3	2	6	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	ENTRY_STATE	DY_RESOLUTION
f114v.28	f114v	f114	SB	S	B	3	6	7	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	CARRIER_STATE
f114v.34	f114v	f114	SB	S	B	3	4	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	CARRIER_STATE
f114v.8	f114v	f114	SB	S	B	3	4	9	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	PRECLOSE	ED_MEDIUM	DY_RESOLUTION
f114v.9	f114v	f114	SB	S	B	3	3	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OL_STATE
f115r.10	f115r	f115	SB	S	B	@	6	10	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_INTERNAL	Q_OUTER_STATE	ENTRY_STATE
f115r.17	f115r	f115	SB	S	B	@	4	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	Q_OUTER_STATE	ENTRY_STATE
f115r.17	f115r	f115	SB	S	B	@	5	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	ENTRY_STATE	CARRIER_STATE
f115r.24	f115r	f115	SB	S	B	@	5	14	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	CARRIER_STATE
f115r.28	f115r	f115	SB	S	B	@	4	7	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	PRECLOSE	AL_STATE	DY_RESOLUTION
f115v.10	f115v	f115	SB	S	B	3	1	7	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f115v.15	f115v	f115	SB	S	B	3	1	12	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	OL_STATE
f115v.21	f115v	f115	SB	S	B	3	7	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	OTHER	DY_RESOLUTION
f115v.25	f115v	f115	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	OTHER	DY_RESOLUTION
f115v.36	f115v	f115	SB	S	B	3	2	4	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	Q_OUTER_STATE
f115v.9	f115v	f115	SB	S	B	3	2	10	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_INTERNAL	OTHER	CARRIER_STATE
f116r.15	f116r	f116	SB	S	B	3	6	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	PRECLOSE	OL_STATE	DY_RESOLUTION
f10r.12	f10r	f10	HA	H	A	1	2	4	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	Q_OUTER_STATE
f10r.2	f10r	f10	HA	H	A	1	9	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OTHER
f10r.6	f10r	f10	HA	H	A	1	8	9	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE
f10r.8	f10r	f10	HA	H	A	1	7	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OL_STATE	AR_REFERENCE
f10v.1	f10v	f10	HA	H	A	1	2	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	CARRIER_STATE
f10v.1	f10v	f10	HA	H	A	1	6	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	Q_OUTER_STATE	OTHER
f10v.2	f10v	f10	HA	H	A	1	2	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	ENTRY_STATE	OTHER
f10v.2	f10v	f10	HA	H	A	1	9	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	OTHER	EOS
f10v.5	f10v	f10	HA	H	A	1	3	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	OTHER	Q_OUTER_STATE
f10v.5	f10v	f10	HA	H	A	1	7	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	OPEN_FIELD_END	OL_STATE	EOS
f11r.4	f11r	f11	HA	H	A	1	5	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	ENTRY_STATE	EOS
f11v.2	f11v	f11	HA	H	A	1	5	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	CARRIER_STATE	ENTRY_STATE
f13r.6	f13r	f13	HA	H	A	1	3	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	ENTRY_STATE	OL_STATE
f13v.5	f13v	f13	HA	H	A	1	2	2	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	Q_OUTER_STATE	EOS
f13v.8	f13v	f13	HA	H	A	1	2	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	OPEN_FIELD_END	OTHER	EOS
f14r.3	f14r	f14	HA	H	A	1	4	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OL_STATE
f14v.1	f14v	f14	HA	H	A	1	6	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OL_STATE
f14v.5	f14v	f14	HA	H	A	1	2	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OTHER
f14v.5	f14v	f14	HA	H	A	1	6	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	Q_OUTER_STATE	OTHER
f14v.8	f14v	f14	HA	H	A	1	2	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	PRECLOSE	CARRIER_STATE	DY_RESOLUTION
f14v.8	f14v	f14	HA	H	A	1	4	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	OL_STATE
f15r.1	f15r	f15	HA	H	A	1	7	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	CARRIER_STATE	EOS
f15r.14	f15r	f15	HA	H	A	1	4	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OL_STATE	AR_REFERENCE
f15r.15	f15r	f15	HA	H	A	1	2	5	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	0	OPEN_FIELD_END	Q_OUTER_STATE	EOS
f15r.5	f15r	f15	HA	H	A	1	5	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	OTHER
f15r.7	f15r	f15	HA	H	A	1	1	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f15v.12	f15v	f15	HA	H	A	1	1	4	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	OTHER
f15v.3	f15v	f15	HA	H	A	1	2	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	Q_OUTER_STATE
f15v.6	f15v	f15	HA	H	A	1	6	6	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	OPEN_FIELD_END	OTHER	EOS
f15v.8	f15v	f15	HA	H	A	1	7	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	OPEN_FIELD_END	OL_STATE	EOS
f16r.1	f16r	f16	HA	H	A	1	7	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	ENTRY_STATE
