rank	feature_family	feature_value	denominator	ha_count	ha_folios	ha_rate_per_1000	hb_count	hb_folios	hb_rate_per_1000	sb_count	sb_folios	sb_rate_per_1000	ob_count	ob_folios	ob_rate_per_1000	sa_count	sa_folios	sa_rate_per_1000	other_count	other_folios	other_rate_per_1000	shared_a_enrichment_log2	shared_other_b_specificity_log2	hb_sb_abs_log2_rate_difference	minimum_target_folio_support	same_hand3_support	hb_hand3_count	hb_hand3_folios	sb_hand3_count	sb_hand3_folios	hb_nonhand3_count	hb_nonhand3_folios	cross_hand_target_support	sa_cross_currier_sensitivity	lofo_min_a_enrichment_log2	lofo_min_other_b_specificity_log2	family_selector_bits	rank_score	formal_function_hint	classification
129	STATE_TRANSITION	CARRIER_STATE>AL_STATE	TRANSITION	21	14	6.888817687	17	11	15.404929577	46	12	11.087267525	45	9	11.821252273	5	1	21.235521236	4	2	7.922535211	0.686575552	-0.092479019	0.474488232	11	YES	2	2	44	12	15	9	YES	PRESENT	0.600652870	-0.178401701	6.000000000	3.941814917	FORMAL_PATTERN	SHARED_NOT_ENRICHED
130	STATE_TRANSITION	AL_STATE>DY_RESOLUTION	TRANSITION	5	5	1.762255687	9	7	8.362676056	55	10	13.233190272	63	11	16.497791634	5	1	21.235521236	2	1	4.401408451	2.246541417	-0.980236337	0.662124326	7	YES	2	2	55	10	7	5	YES	PRESENT	1.837573486	-1.389204268	6.000000000	3.935242917	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
131	WRAPPER_TRANSITION	NONE>q	TRANSITION	70	38	22.588913810	54	15	47.975352113	305	12	72.842155460	274	13	71.317225253	13	1	52.123552124	31	5	55.457746479	1.086678495	-0.571957178	0.602480218	12	YES	16	2	292	12	38	13	YES	PRESENT	0.982814462	-0.675821210	5.491853096	3.913920926	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
132	STATE_TRANSITION	AR_REFERENCE>AR_REFERENCE	TRANSITION	14	9	4.645946812	17	8	15.404929577	31	12	7.510729614	19	7	5.066250974	5	1	21.235521236	3	2	6.161971831	0.692980424	0.568034514	1.036367120	8	YES	3	2	31	12	14	6	YES	PRESENT	0.618197315	0.493251405	6.000000000	3.912756380	FORMAL_PATTERN	SHARED_NOT_ENRICHED
133	FIELD_TEMPLATE	OTHER>OTHER>DY_RESOLUTION	FIELD	2	2	2.765486726	4	4	9.782608696	9	4	6.270627063	6	5	3.810082063	0	0	8.620689655	1	1	8.426966292	1.181076303	0.718787648	0.641609515	4	NO	0	0	8	4	4	4	YES	ABSENT	0.788239234	0.325950580	4.169925001	3.900987288	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
134	STATE_TRANSITION	AR_REFERENCE>AL_STATE	TRANSITION	4	3	1.441845562	5	4	4.841549296	33	11	7.987601335	16	9	4.286827747	11	1	44.401544402	3	3	6.161971831	1.747552140	0.175558336	0.722293545	4	YES	1	1	33	11	4	3	YES	PRESENT	1.202195279	-0.369798525	6.000000000	3.883891797	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
136	CLOSED_FIELD_CLOSER	she	FIELD	0	0	0.553097345	4	3	9.782608696	8	6	5.610561056	20	11	12.016412661	0	0	8.620689655	0	0	2.808988764	3.342539725	-1.098789310	0.802074188	3	NO	0	0	7	6	4	3	YES	ABSENT	3.094353926	-1.346975110	4.000000000	3.842713321	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
137	WRAPPER_TRANSITION	t>q	TRANSITION	12	9	4.005126562	8	5	7.482394366	27	10	6.556986171	16	8	4.286827747	1	1	5.791505792	1	1	2.640845070	0.711185020	0.613122404	0.190467154	5	YES	4	1	26	10	4	4	YES	PRESENT	0.232994646	0.134932030	5.491853096	3.814036347	FORMAL_PATTERN	SHARED_NOT_ENRICHED
138	FIELD_SHAPE	CLOSED|LEN_3|OTHER>DY_RESOLUTION	FIELD	11	8	12.721238938	9	9	20.652173913	25	9	16.831683168	24	9	14.361078546	0	0	8.620689655	2	2	14.044943820	0.403940270	0.229015351	0.295114199	9	YES	2	2	23	9	7	7	YES	ABSENT	0.222671407	0.047746488	5.129283017	3.807326616	FORMAL_PATTERN	SHARED_NOT_ENRICHED
139	CLOSED_FIELD_CLOSER	okch	FIELD	0	0	0.553097345	10	5	22.826086957	7	5	4.950495050	15	9	9.085580305	0	0	8.620689655	0	0	2.808988764	3.161967480	-0.876005862	2.205038855	5	YES	3	2	7	5	7	3	YES	ABSENT	2.830461936	-1.207511406	4.000000000	3.768404691	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
141	WRAPPER_TRANSITION	NONE>ch	TRANSITION	213	46	68.407561679	47	13	41.813380282	152	12	36.361468765	68	13	17.796830346	11	1	44.401544402	15	6	27.288732394	-0.911745331	1.030790159	0.201554202	12	YES	11	2	146	12	36	11	YES	PRESENT	-0.999773249	0.942762241	5.491853096	3.718707445	FORMAL_PATTERN	SHARED_NOT_ENRICHED
142	STATE_TRANSITION	AR_REFERENCE>CARRIER_STATE	TRANSITION	30	20	9.772508811	26	10	23.327464789	55	11	13.233190272	44	13	11.561444531	5	1	21.235521236	4	3	7.922535211	0.437360025	0.194839245	0.817868615	10	YES	4	2	53	11	22	8	YES	PRESENT	0.336642957	0.094122177	6.000000000	3.682696581	FORMAL_PATTERN	SHARED_NOT_ENRICHED
143	STATE_TRANSITION	CARRIER_STATE>AR_REFERENCE	TRANSITION	21	15	6.888817687	18	11	16.285211268	43	11	10.371959943	45	13	11.821252273	3	1	13.513513514	3	2	6.161971831	0.590360237	-0.188694335	0.650873896	11	YES	4	2	42	10	14	9	YES	PRESENT	0.461084490	-0.317970081	6.000000000	3.661191455	FORMAL_PATTERN	SHARED_NOT_ENRICHED
144	WRAPPER_TRANSITION	ch>NONE	TRANSITION	187	45	60.076898430	55	13	48.855633803	143	12	34.215546018	64	12	16.757599376	14	1	55.984555985	14	5	25.528169014	-0.812158363	1.029836481	0.513872966	12	YES	10	2	137	12	45	11	YES	PRESENT	-0.854121698	0.987873146	5.491853096	3.661181353	FORMAL_PATTERN	SHARED_NOT_ENRICHED
147	STATE_TRANSITION	OT_AR_LOCAL>OTHER	TRANSITION	1	1	0.480615187	5	4	4.841549296	7	6	1.788268956	6	4	1.688750325	0	0	1.930501931	0	0	0.880281690	1.895609591	0.082607687	1.436905050	4	YES	2	2	7	6	3	2	YES	ABSENT	1.576122764	-0.236879140	6.000000000	3.581692848	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
148	WRAPPER_TRANSITION	ch>q	TRANSITION	39	23	12.656199936	16	7	14.524647887	53	12	12.756318550	31	12	8.183943882	2	1	9.652509653	6	3	11.443661972	0.011367734	0.640343873	0.187291160	7	YES	7	2	51	12	9	5	YES	PRESENT	-0.163312566	0.465663572	5.491853096	3.558066027	FORMAL_PATTERN	SHARED_NOT_ENRICHED
151	CLOSED_FIELD_CLOSER	ke	FIELD	0	0	0.553097345	9	8	20.652173913	6	3	4.290429043	9	6	5.568581477	0	0	8.620689655	0	0	2.808988764	2.955516602	-0.376187942	2.267099823	3	YES	1	1	6	3	8	7	YES	ABSENT	2.196036280	-1.135668264	4.000000000	3.445778748	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
152	STATE_TRANSITION	OTHER>AL_STATE	TRANSITION	33	22	10.733739186	13	10	11.883802817	81	12	19.432522651	40	11	10.522213562	8	1	32.818532819	9	4	16.725352113	0.146843834	0.175558336	0.709476625	10	YES	2	2	81	12	11	8	YES	PRESENT	-0.081394178	-0.052679677	6.000000000	3.427095476	FORMAL_PATTERN	SHARED_NOT_ENRICHED
153	WRAPPER_TRANSITION	q>NONE	TRANSITION	98	37	31.560397309	61	13	54.137323944	338	12	80.710538865	354	13	92.101844635	12	1	48.262548263	27	5	48.415492958	0.778508208	-0.766606476	0.576133492	12	YES	26	2	323	12	35	11	YES	PRESENT	0.560607445	-0.984507238	5.491853096	3.424274705	FORMAL_PATTERN	SHARED_NOT_ENRICHED
155	STATE_TRANSITION	CARRIER_STATE>OTHER	TRANSITION	179	45	57.513617430	36	14	32.130281690	149	12	35.646161183	82	13	21.434138737	8	1	32.818532819	24	6	43.133802817	-0.839969953	0.584023181	0.149813089	12	YES	5	2	145	12	31	12	YES	PRESENT	-1.012819395	0.411173739	6.000000000	3.369586402	FORMAL_PATTERN	SHARED_NOT_ENRICHED
157	STATE_TRANSITION	AL_STATE>OTHER	TRANSITION	17	13	5.607177187	9	7	8.362676056	64	11	15.379113019	27	11	7.144712912	5	1	21.235521236	3	3	6.161971831	0.576690019	0.227088636	0.878935715	7	YES	1	1	64	11	8	6	YES	PRESENT	0.331474339	-0.018127044	6.000000000	3.364310797	FORMAL_PATTERN	SHARED_NOT_ENRICHED
158	STATE_TRANSITION	Q_OUTER_STATE>AR_REFERENCE	TRANSITION	9	7	3.043896187	6	5	5.721830986	34	11	8.226037196	20	9	5.326058717	8	1	32.818532819	1	1	2.640845070	0.910557727	0.103408550	0.523720712	5	YES	3	2	33	10	3	3	YES	PRESENT	0.628923322	-0.178225855	6.000000000	3.337068422	FORMAL_PATTERN	SHARED_NOT_ENRICHED
159	CLOSED_FIELD_CLOSER	okee	FIELD	0	0	0.553097345	6	6	14.130434783	108	12	71.617161716	119	13	70.046893318	0	0	8.620689655	1	1	8.426966292	4.675128630	-2.309515209	2.341499487	6	YES	1	1	105	12	5	5	YES	ABSENT	4.504823521	-2.479820318	4.000000000	3.327089969	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
161	RECORD_STATE	CARRIER_STATE	GROUP	809	47	206.927402863	236	16	178.625377644	751	12	154.757001647	632	13	139.933628319	28	1	94.370860927	125	6	183.479532164	-0.419120028	0.145261975	0.206932379	12	YES	54	2	726	12	182	14	YES	PRESENT	-0.486986759	0.077395244	3.584962501	3.323115476	FORMAL_PATTERN	SHARED_NOT_ENRICHED
162	FIELD_SHAPE	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION	FIELD	1	1	1.659292035	5	4	11.956521739	34	12	22.772277228	53	13	31.359906213	0	0	8.620689655	1	1	8.426966292	2.849158029	-1.391123487	0.929480811	4	YES	1	1	31	12	4	3	YES	ABSENT	2.267784324	-1.972497193	5.129283017	3.315222232	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
163	FIELD_TEMPLATE	Q_OUTER_STATE>DY_RESOLUTION	FIELD	1	1	1.659292035	5	4	11.956521739	34	12	22.772277228	53	13	31.359906213	0	0	8.620689655	1	1	8.426966292	2.849158029	-1.391123487	0.929480811	4	YES	1	1	31	12	4	3	YES	ABSENT	2.267784324	-1.972497193	4.169925001	3.315222232	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
166	STATE_TRANSITION	AL_STATE>AR_REFERENCE	TRANSITION	9	9	3.043896187	6	5	5.721830986	22	10	5.364806867	22	9	5.845674201	8	1	32.818532819	1	1	2.640845070	0.817607079	-0.123843190	0.092950648	5	YES	1	1	21	10	5	4	YES	PRESENT	0.514375078	-0.427075191	6.000000000	3.232251065	FORMAL_PATTERN	SHARED_NOT_ENRICHED
167	CLOSED_FIELD_CLOSER	o	FIELD	44	23	49.225663717	27	12	59.782608696	35	11	23.432343234	15	5	9.085580305	2	1	43.103448276	16	5	92.696629213	-1.070909427	1.366850662	1.351224621	11	YES	4	1	33	11	23	11	YES	PRESENT	-1.259375997	1.178384093	4.000000000	3.205291425	FORMAL_PATTERN	SHARED_NOT_ENRICHED
168	FIELD_SHAPE	CLOSED|LEN_4PLUS|OL_STATE>DY_RESOLUTION	FIELD	9	8	10.508849558	8	5	18.478260870	31	12	20.792079208	34	12	20.222743259	1	1	25.862068966	8	4	47.752808989	0.814224239	-0.130149735	0.170205055	5	YES	1	1	30	12	7	4	YES	PRESENT	0.341685096	-0.602688878	5.129283017	3.183934477	FORMAL_PATTERN	SHARED_NOT_ENRICHED
169	WRAPPER_TRANSITION	d>che	TRANSITION	19	15	6.247997437	15	8	13.644366197	35	12	8.464473057	34	11	8.963367108	0	0	1.930501931	12	4	22.007042254	0.438026396	-0.082620528	0.688813217	8	NO	0	0	34	12	15	8	YES	ABSENT	0.316320419	-0.204326505	5.491853096	3.180924262	FORMAL_PATTERN	SHARED_NOT_ENRICHED
170	FIELD_TEMPLATE	AR_REFERENCE>CARRIER_STATE>DY_RESOLUTION	FIELD	1	1	1.659292035	3	3	7.608695652	4	3	2.970297030	2	2	1.465416178	0	0	8.620689655	0	0	2.808988764	0.840039385	1.019296760	1.357041948	3	NO	0	0	4	3	3	3	YES	ABSENT	0.127737815	0.306995190	4.169925001	3.180815170	FORMAL_PATTERN	SHARED_NOT_ENRICHED
171	WRAPPER_TRANSITION	che>t	TRANSITION	6	6	2.082665812	3	3	3.080985915	14	7	3.457319981	7	3	1.948558067	0	0	1.930501931	0	0	0.880281690	0.564960726	0.660985163	0.166262046	3	NO	0	0	14	7	3	3	YES	ABSENT	0.171289296	0.267313732	5.491853096	3.142814866	FORMAL_PATTERN	SHARED_NOT_ENRICHED
173	FIELD_SHAPE	OPEN|LEN_4PLUS|CARRIER_STATE>OTHER	FIELD	10	7	11.615044248	5	4	11.956521739	16	7	10.891089109	9	6	5.568581477	0	0	8.620689655	2	2	14.044943820	-0.092846419	0.967766459	0.134649527	4	NO	0	0	16	7	5	4	YES	ABSENT	-0.454781510	0.605831369	5.129283017	3.129523371	FORMAL_PATTERN	SHARED_NOT_ENRICHED
175	STATE_TRANSITION	OTHER>CARRIER_STATE	TRANSITION	179	46	57.513617430	33	12	29.489436620	177	12	42.322365284	73	13	19.095869057	6	1	25.096525097	21	6	37.852112676	-0.963705321	0.626937682	0.521221997	12	YES	6	1	173	12	27	11	YES	PRESENT	-1.114591738	0.476051264	6.000000000	3.103061080	FORMAL_PATTERN	SHARED_NOT_ENRICHED
177	STATE_TRANSITION	Q_OUTER_STATE>DY_RESOLUTION	TRANSITION	10	10	3.364306312	11	7	10.123239437	78	12	18.717215069	87	13	22.733177449	1	1	5.791505792	3	3	6.161971831	1.589290056	-1.167128319	0.886694766	7	YES	4	2	70	12	7	5	YES	PRESENT	1.352267062	-1.404151313	6.000000000	2.978814353	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
178	FIELD_SHAPE	OPEN|LEN_2|OTHER>CARRIER_STATE	FIELD	6	6	7.190265487	3	2	7.608695652	8	7	5.610561056	2	2	1.465416178	0	0	8.620689655	0	0	2.808988764	-0.357899993	1.936834599	0.439504108	2	YES	2	1	8	7	1	1	YES	ABSENT	-0.939154445	1.355580147	5.129283017	2.944145053	FORMAL_PATTERN	SHARED_NOT_ENRICHED
179	FIELD_TEMPLATE	OTHER>CARRIER_STATE>OPEN	FIELD	6	6	7.190265487	3	2	7.608695652	8	7	5.610561056	2	2	1.465416178	0	0	8.620689655	0	0	2.808988764	-0.357899993	1.936834599	0.439504108	2	YES	2	1	8	7	1	1	YES	ABSENT	-0.939154445	1.355580147	4.169925001	2.944145053	FORMAL_PATTERN	SHARED_NOT_ENRICHED
180	WRAPPER_TRANSITION	NONE>sh	TRANSITION	124	42	39.891060558	36	15	32.130281690	136	12	32.546494993	169	13	44.037412315	13	1	52.123552124	26	6	46.654929577	-0.312131851	-0.454796068	0.018568555	12	YES	8	2	133	12	28	13	YES	PRESENT	-0.436887005	-0.579551222	5.491853096	2.924227522	FORMAL_PATTERN	SHARED_NOT_ENRICHED
181	STATE_TRANSITION	DY_RESOLUTION>OL_STATE	TRANSITION	17	12	5.607177187	21	10	18.926056338	48	11	11.564139247	106	13	27.669524552	2	1	9.652509653	16	4	29.049295775	1.044311321	-1.258639968	0.710715939	10	YES	3	2	46	11	18	8	YES	PRESENT	0.892805188	-1.410146101	6.000000000	2.889745002	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
183	STATE_TRANSITION	ENTRY_STATE>DY_RESOLUTION	TRANSITION	18	13	5.927587312	12	8	11.003521127	31	12	7.510729614	37	13	9.742790335	1	1	5.791505792	10	5	18.485915493	0.341508054	-0.375381957	0.550940293	8	YES	4	2	28	11	8	6	YES	PRESENT	0.217867110	-0.499022901	6.000000000	2.860580951	FORMAL_PATTERN	SHARED_NOT_ENRICHED
184	WRAPPER_TRANSITION	sh>NONE	TRANSITION	126	44	40.531880807	37	14	33.010563380	121	12	28.969957082	135	13	35.203949078	10	1	40.540540541	28	5	50.176056338	-0.484499575	-0.281179728	0.188370213	12	YES	5	2	121	12	32	12	YES	PRESENT	-0.649703681	-0.446383834	5.491853096	2.840575308	FORMAL_PATTERN	SHARED_NOT_ENRICHED
186	WRAPPER_TRANSITION	q>che	TRANSITION	18	11	5.927587312	13	11	11.883802817	99	12	23.724368145	114	12	29.747986490	2	1	9.652509653	9	3	16.725352113	1.003479659	-1.323795450	0.997373092	11	YES	1	1	94	11	12	10	YES	PRESENT	0.817302479	-1.509972630	5.491853096	2.765960164	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
187	WRAPPER_TRANSITION	q>ch	TRANSITION	67	31	21.627683435	17	9	15.404929577	79	12	18.955650930	56	12	14.679137438	5	1	21.235521236	18	5	32.570422535	-0.489487058	0.069624891	0.299235912	9	YES	5	2	74	12	12	7	YES	PRESENT	-0.725362708	-0.166250760	5.491853096	2.752447972	FORMAL_PATTERN	SHARED_NOT_ENRICHED
188	FIELD_SHAPE	CLOSED|LEN_3|OL_STATE>DY_RESOLUTION	FIELD	3	3	3.871681416	6	4	14.130434783	16	9	10.891089109	34	13	20.222743259	2	1	43.103448276	2	2	14.044943820	1.492116081	-0.892830484	0.375657626	4	NO	0	0	16	9	6	4	YES	PRESENT	1.346263320	-1.038683245	5.129283017	2.733384879	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
189	STATE_TRANSITION	OL_STATE>DY_RESOLUTION	TRANSITION	24	15	7.850048062	16	8	14.524647887	73	12	17.525035765	131	13	34.164718109	3	1	13.513513514	21	5	37.852112676	0.887729798	-1.234004034	0.270914199	8	YES	3	2	70	12	13	6	YES	PRESENT	0.392461884	-1.729271947	6.000000000	2.688193666	FORMAL_PATTERN	SHARED_NOT_ENRICHED
190	WRAPPER_TRANSITION	che>sh	TRANSITION	7	7	2.403075937	7	6	6.602112676	17	7	4.172627563	24	8	6.365289686	0	0	1.930501931	1	1	2.640845070	0.796073917	-0.609270017	0.661971605	6	YES	1	1	17	7	6	5	YES	ABSENT	0.549650552	-0.855693382	5.491853096	2.663173019	FORMAL_PATTERN	SHARED_NOT_ENRICHED
196	STATE_TRANSITION	AR_REFERENCE>OL_STATE	TRANSITION	15	13	4.966356937	7	6	6.602112676	26	10	6.318550310	35	13	9.223174851	3	1	13.513513514	6	3	11.443661972	0.347405640	-0.545669855	0.063334168	6	YES	2	1	23	9	5	5	YES	PRESENT	0.118226113	-0.774849383	6.000000000	2.577423623	FORMAL_PATTERN	SHARED_NOT_ENRICHED
198	FIELD_SHAPE	OPEN|LEN_1|OTHER>OTHER	FIELD	25	21	28.207964602	9	9	20.652173913	44	12	29.372937294	39	12	23.153575615	2	1	43.103448276	5	4	30.898876404	-0.449808917	-0.164941354	0.508193890	9	YES	1	1	41	12	8	8	YES	PRESENT	-0.536273008	-0.251405445	5.129283017	2.453080878	FORMAL_PATTERN	SHARED_NOT_ENRICHED
199	FIELD_TEMPLATE	OTHER>OPEN	FIELD	25	21	28.207964602	9	9	20.652173913	44	12	29.372937294	39	12	23.153575615	2	1	43.103448276	5	4	30.898876404	-0.449808917	-0.164941354	0.508193890	9	YES	1	1	41	12	8	8	YES	PRESENT	-0.536273008	-0.251405445	4.169925001	2.453080878	FORMAL_PATTERN	SHARED_NOT_ENRICHED
201	FIELD_SHAPE	CLOSED|LEN_4PLUS|AL_STATE>DY_RESOLUTION	FIELD	4	3	4.977876106	4	3	9.782608696	13	8	8.910891089	19	9	11.430246190	1	1	25.862068966	1	1	8.426966292	0.840039385	-0.359214864	0.134649527	3	YES	3	2	13	8	1	1	YES	PRESENT	0.328325866	-0.870928382	5.129283017	2.413499758	FORMAL_PATTERN	SHARED_NOT_ENRICHED
204	STATE_TRANSITION	ENTRY_STATE>AL_STATE	TRANSITION	17	15	5.607177187	7	3	6.602112676	22	9	5.364806867	13	8	3.507404521	6	1	25.096525097	1	1	2.640845070	-0.063748425	0.613122404	0.299401526	3	YES	4	1	22	9	3	2	YES	PRESENT	-0.615002261	0.061868568	6.000000000	2.399673216	FORMAL_PATTERN	SHARED_NOT_ENRICHED
205	STATE_TRANSITION	Q_OUTER_STATE>OTHER	TRANSITION	47	28	15.219480936	15	7	13.644366197	84	12	20.147830234	59	11	15.458560665	4	1	17.374517375	7	3	13.204225352	-0.157613776	-0.180100617	0.562319099	7	YES	9	2	83	12	6	5	YES	PRESENT	-0.615002261	-0.637489102	6.000000000	2.381126058	FORMAL_PATTERN	SHARED_NOT_ENRICHED
211	WRAPPER_TRANSITION	t>sh	TRANSITION	20	14	6.568407562	7	6	6.602112676	18	9	4.411063424	14	9	3.767212263	1	1	5.791505792	1	1	2.640845070	-0.574417143	0.227629180	0.581801257	6	YES	1	1	18	9	6	5	YES	PRESENT	-0.721117492	0.080928831	5.491853096	2.169666331	FORMAL_PATTERN	SHARED_NOT_ENRICHED
213	FIELD_SHAPE	CLOSED|LEN_2|OL_STATE>DY_RESOLUTION	FIELD	5	5	6.084070796	6	4	14.130434783	27	11	18.151815182	57	11	33.704572098	0	0	8.620689655	6	2	36.516853933	1.215697011	-1.254138452	0.361307968	4	YES	1	1	26	11	5	3	YES	ABSENT	0.478104294	-1.991731169	5.129283017	2.102832669	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
214	FIELD_TEMPLATE	OL_STATE>DY_RESOLUTION	FIELD	5	5	6.084070796	6	4	14.130434783	27	11	18.151815182	57	11	33.704572098	0	0	8.620689655	6	2	36.516853933	1.215697011	-1.254138452	0.361307968	4	YES	1	1	26	11	5	3	YES	ABSENT	0.478104294	-1.991731169	4.169925001	2.102832669	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
215	WRAPPER_TRANSITION	sh>sh	TRANSITION	50	24	16.180711310	11	8	10.123239437	41	9	9.895088221	48	12	12.600675500	3	1	13.513513514	6	4	11.443661972	-0.709490556	-0.348716601	0.032886551	8	YES	1	1	41	9	10	7	YES	PRESENT	-0.953605468	-0.592831513	5.491853096	2.095274569	FORMAL_PATTERN	SHARED_NOT_ENRICHED
217	STATE_TRANSITION	OL_STATE>OTHER	TRANSITION	98	43	31.560397309	19	10	17.165492958	96	12	23.009060563	80	13	20.914523253	6	1	25.096525097	13	3	23.767605634	-0.878604078	-0.284993823	0.422690792	10	YES	4	2	92	12	15	8	YES	PRESENT	-1.012892342	-0.419282087	6.000000000	2.084488322	FORMAL_PATTERN	SHARED_NOT_ENRICHED
218	WRAPPER_TRANSITION	sh>q	TRANSITION	38	24	12.335789811	20	12	18.045774648	147	12	35.169289461	223	13	58.067030398	5	1	21.235521236	24	5	43.133802817	0.548810986	-1.686058180	0.962655113	12	YES	7	2	141	12	13	10	YES	PRESENT	0.415006683	-1.819862484	5.491853096	2.081864968	FORMAL_PATTERN	SHARED_NOT_ENRICHED
219	CLOSED_FIELD_CLOSER	ch	FIELD	0	0	0.553097345	6	5	14.130434783	3	3	2.310231023	6	4	3.810082063	0	0	8.620689655	0	0	2.808988764	2.062431806	-0.721784943	2.612696823	3	YES	3	2	3	3	3	3	YES	ABSENT	1.678582684	-1.105634065	4.000000000	2.034298451	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
221	STATE_TRANSITION	OL_STATE>Q_OUTER_STATE	TRANSITION	14	11	4.645946812	6	5	5.721830986	27	9	6.556986171	37	10	9.742790335	3	1	13.513513514	18	5	32.570422535	0.300504245	-0.767858136	0.196555969	5	YES	3	2	27	9	3	3	YES	PRESENT	0.018869840	-1.049492541	6.000000000	2.019330626	FORMAL_PATTERN	SHARED_NOT_ENRICHED
223	STATE_TRANSITION	OL_STATE>AR_REFERENCE	TRANSITION	21	13	6.888817687	8	5	7.482394366	24	8	5.841678588	25	11	6.625097428	1	1	5.791505792	2	2	4.401408451	-0.237873415	-0.181558688	0.357117024	5	YES	3	1	24	8	5	4	YES	PRESENT	-0.501940971	-0.445626244	6.000000000	1.986971886	FORMAL_PATTERN	SHARED_NOT_ENRICHED
224	WRAPPER_TRANSITION	ch>ch	TRANSITION	130	31	41.813521307	28	8	25.088028169	29	9	7.033857892	5	4	1.428942582	2	1	9.652509653	6	4	11.443661972	-2.571581451	2.299368240	1.834610991	8	YES	11	2	29	9	17	6	YES	PRESENT	-2.715671466	2.155278225	5.491853096	1.980406295	FORMAL_PATTERN	SHARED_NOT_ENRICHED
225	STATE_TRANSITION	ENTRY_STATE>CARRIER_STATE	TRANSITION	122	40	39.250240308	24	12	21.566901408	63	12	15.140677158	62	12	16.237983892	2	1	9.652509653	25	6	44.894366197	-1.374271756	-0.100942788	0.510389184	12	YES	4	2	61	12	20	10	YES	PRESENT	-1.420195759	-0.146866790	6.000000000	1.970030582	FORMAL_PATTERN	SHARED_NOT_ENRICHED
227	WRAPPER_TRANSITION	che>d	TRANSITION	15	10	4.966356937	10	7	9.242957746	19	7	4.649499285	25	11	6.625097428	2	1	9.652509653	8	5	14.964788732	-0.095112596	-0.510866313	0.991279231	7	YES	2	2	17	6	8	5	YES	PRESENT	-0.394561670	-0.810315387	5.491853096	1.898381476	FORMAL_PATTERN	SHARED_NOT_ENRICHED
230	STATE_TRANSITION	CARRIER_STATE>CARRIER_STATE	TRANSITION	150	36	48.221723806	43	13	38.292253521	70	12	16.809728183	55	12	14.419329696	1	1	5.791505792	15	6	27.288732394	-1.520386829	0.221292296	1.187756170	12	YES	13	2	65	12	30	11	YES	PRESENT	-1.626199584	0.115479541	6.000000000	1.807467100	FORMAL_PATTERN	SHARED_NOT_ENRICHED
231	FIELD_SHAPE	CLOSED|LEN_3|CARRIER_STATE>DY_RESOLUTION	FIELD	4	4	4.977876106	4	3	9.782608696	11	8	7.590759076	20	9	12.016412661	0	0	8.620689655	1	1	8.426966292	0.608713839	-0.662690196	0.365975073	3	NO	0	0	10	7	4	3	YES	ABSENT	0.268278482	-1.003125552	5.129283017	1.763036107	FORMAL_PATTERN	SHARED_NOT_ENRICHED
233	RECORD_STATE	OL_STATE	GROUP	636	47	162.704498978	102	14	77.416918429	396	12	81.651565074	650	13	143.915929204	33	1	110.927152318	167	7	244.883040936	-1.071533356	-0.894505497	0.076831657	12	YES	29	2	382	12	73	12	YES	PRESENT	-1.198615133	-1.021587274	3.584962501	1.695985037	FORMAL_PATTERN	SHARED_NOT_ENRICHED
234	STATE_TRANSITION	ENTRY_STATE>AR_REFERENCE	TRANSITION	24	19	7.850048062	7	5	6.602112676	18	8	4.411063424	14	7	3.767212263	1	1	5.791505792	0	0	0.880281690	-0.831574983	0.227629180	0.581801257	5	NO	0	0	18	8	7	5	YES	PRESENT	-1.008470993	0.050733169	6.000000000	1.690116070	FORMAL_PATTERN	SHARED_NOT_ENRICHED
237	WRAPPER_TRANSITION	sh>che	TRANSITION	11	7	3.684716437	6	5	5.721830986	17	10	4.172627563	30	10	7.924136139	1	1	5.791505792	1	1	2.640845070	0.179402557	-0.925297511	0.455520728	5	YES	2	1	16	9	4	4	YES	PRESENT	-0.086436252	-1.191136319	5.491853096	1.611307183	FORMAL_PATTERN	SHARED_NOT_ENRICHED
