page_host_submotif	external_axis	feature_support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	label	semantic_role	obvious_confounds
ara	REL_EXPLICIT_ATTACHMENT	13	4	9	98	1.01019963824	0.318536292741	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.186441;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.923913;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.181818;f89:0.454545;f99:0.000000	f100:1.010200;f102:1.010200;f57:1.010200;f65:1.010200;f67:1.010200;f68:1.196640;f69:1.010200;f70:1.010200;f71:1.010200;f72:0.086287;f73:1.010200;f75:1.010200;f76:1.010200;f77:1.010200;f78:1.010200;f80:1.010200;f82:1.010200;f83:1.010200;f88:1.192018;f89:0.555654;f99:1.010200	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
alo	PLANT	8	4	4	138	0.983333333333	0.267146570686	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.590909;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.242424;f99:0.150000	f100:0.983333;f102:0.983333;f57:0.983333;f65:0.983333;f67:0.983333;f68:0.983333;f69:0.392424;f70:0.983333;f71:0.983333;f72:0.983333;f73:0.983333;f75:0.983333;f76:0.983333;f77:0.983333;f78:0.983333;f80:0.983333;f82:0.983333;f83:0.983333;f88:0.983333;f89:0.740909;f99:0.833333	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kal	FIGURE	13	13	0	222	0.97887630662	0.30673865227	1	5	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.487805;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.428571;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.978876;f102:0.978876;f57:0.978876;f65:0.978876;f67:0.978876;f68:0.978876;f69:0.978876;f70:0.491071;f71:0.978876;f72:0.978876;f73:0.978876;f75:0.978876;f76:0.978876;f77:0.550305;f78:0.978876;f80:0.978876;f82:0.916376;f83:0.978876;f88:0.978876;f89:0.978876;f99:0.978876	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
lol	REL_PROXIMITY	9	7	2	268	0.976134515891	0.312337532494	1	4	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.000000;f69:0.477273;f70:0.512195;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.166667;f88:0.000000;f89:0.000000;f99:0.100000	f100:0.976135;f102:0.976135;f57:0.976135;f65:0.976135;f67:1.256135;f68:0.976135;f69:0.498862;f70:0.463939;f71:0.976135;f72:0.976135;f73:0.976135;f75:0.976135;f76:0.976135;f77:0.976135;f78:0.976135;f80:0.976135;f82:0.976135;f83:0.809468;f88:0.976135;f89:0.976135;f99:0.876135	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^y$	FIGURE	15	5	10	230	0.971707317073	0.318336332733	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.731707;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.240000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.971707;f102:0.971707;f57:0.971707;f65:0.971707;f67:0.971707;f68:0.971707;f69:0.971707;f70:0.240000;f71:0.971707;f72:0.971707;f73:0.971707;f75:0.731707;f76:0.971707;f77:0.971707;f78:0.971707;f80:0.971707;f82:0.971707;f83:0.971707;f88:0.971707;f89:0.971707;f99:0.971707	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
aly	REL_ENCLOSURE	22	4	18	58	0.960541620103	0.325134973005	1	2	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.220000;f68:-0.338983;f69:0.000000;f70:-0.243902;f71:0.000000;f72:1.086957;f73:0.676471;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.960542;f102:0.960542;f57:0.960542;f65:0.960542;f67:1.180542;f68:1.299525;f69:0.960542;f70:1.204444;f71:0.960542;f72:-0.126415;f73:0.284071;f75:0.960542;f76:0.960542;f77:0.960542;f78:0.960542;f80:0.960542;f82:0.960542;f83:0.960542;f88:0.960542;f89:0.960542;f99:0.960542	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kol	PLANT	18	6	12	136	0.958495976716	0.350529894021	1	5	6	f100:0.000000;f102:0.055556;f57:0.000000;f65:0.000000;f67:0.000000;f68:-0.050847;f69:0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.454545;f89:0.242424;f99:0.075000	f100:0.958496;f102:0.902940;f57:0.958496;f65:0.958496;f67:0.958496;f68:1.009343;f69:0.776678;f70:0.958496;f71:0.958496;f72:0.958496;f73:0.958496;f75:0.958496;f76:0.958496;f77:0.958496;f78:0.958496;f80:0.958496;f82:0.958496;f83:0.958496;f88:0.503951;f89:0.716072;f99:0.883496	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^op	REL_ARRAY_OR_GROUP	22	3	19	52	0.951681448633	0.305338932214	1	3	6	f100:-0.090909;f102:-0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.097561;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.200000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.181818;f99:0.925000	f100:1.042591;f102:1.118348;f57:0.951681;f65:0.951681;f67:0.951681;f68:0.951681;f69:0.951681;f70:1.049242;f71:0.951681;f72:0.951681;f73:0.951681;f75:0.751681;f76:0.951681;f77:0.951681;f78:0.951681;f80:0.951681;f82:0.951681;f83:0.951681;f88:0.951681;f89:0.769863;f99:0.026681	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
cth	REL_PROXIMITY	13	6	7	269	0.928828967643	0.367526494701	1	4	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.440000;f68:-0.033898;f69:0.477273;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.045455;f89:0.000000;f99:0.000000	f100:0.928829;f102:0.928829;f57:0.928829;f65:0.928829;f67:0.488829;f68:0.962727;f69:0.451556;f70:0.928829;f71:0.928829;f72:0.928829;f73:0.928829;f75:0.928829;f76:0.928829;f77:0.928829;f78:0.928829;f80:0.928829;f82:0.928829;f83:0.928829;f88:0.883374;f89:0.928829;f99:0.928829	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
och	REL_EXPLICIT_ATTACHMENT	9	3	6	99	0.92873651772	0.296340731854	1	2	3	f100:0.727273;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.542373;f69:-0.340909;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.201464;f102:0.928737;f57:0.928737;f65:0.928737;f67:0.928737;f68:0.386364;f69:1.269646;f70:0.928737;f71:0.928737;f72:0.928737;f73:0.928737;f75:0.928737;f76:0.928737;f77:0.928737;f78:0.928737;f80:0.928737;f82:0.928737;f83:0.928737;f88:0.928737;f89:0.928737;f99:0.928737	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
kol	FIGURE	18	8	10	227	0.919207317073	0.337932413517	1	4	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.731707;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.187500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.919207;f102:0.919207;f57:0.919207;f65:0.919207;f67:0.919207;f68:0.919207;f69:0.919207;f70:0.187500;f71:0.919207;f72:0.919207;f73:0.919207;f75:0.919207;f76:0.919207;f77:0.919207;f78:0.919207;f80:0.919207;f82:0.731707;f83:0.919207;f88:0.919207;f89:0.919207;f99:0.919207	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ch$	REL_PROXIMITY	13	12	1	263	0.906440677966	0.297540491902	1	5	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:1.186441;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.906441;f102:0.906441;f57:0.906441;f65:0.906441;f67:1.186441;f68:-0.280000;f69:0.906441;f70:0.906441;f71:0.906441;f72:0.906441;f73:0.906441;f75:0.906441;f76:0.906441;f77:0.906441;f78:0.906441;f80:0.906441;f82:0.906441;f83:0.906441;f88:0.906441;f89:0.906441;f99:0.906441	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
eey	REL_ENCLOSURE	16	3	13	59	0.887908765749	0.345930813837	1	2	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:1.340000;f68:-0.677966;f69:0.000000;f70:-0.121951;f71:0.000000;f72:0.347826;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.887909;f102:0.887909;f57:0.887909;f65:0.887909;f67:-0.452091;f68:1.565875;f69:0.887909;f70:1.009860;f71:0.887909;f72:0.540083;f73:0.887909;f75:0.887909;f76:0.887909;f77:0.887909;f78:0.887909;f80:0.887909;f82:0.887909;f83:0.887909;f88:0.887909;f89:0.887909;f99:0.887909	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
lch	REL_PROXIMITY	12	8	4	267	0.885076477883	0.346330733853	1	2	2	f100:-0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:1.372881;f69:0.000000;f70:-0.487805;f71:0.000000;f72:0.000000;f73:0.000000;f75:-0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.885076;f102:0.885076;f57:0.885076;f65:0.885076;f67:0.885076;f68:-0.487805;f69:0.885076;f70:1.372881;f71:0.885076;f72:0.885076;f73:0.885076;f75:0.885076;f76:0.885076;f77:0.885076;f78:0.885076;f80:0.885076;f82:0.885076;f83:0.885076;f88:0.885076;f89:0.885076;f99:0.885076	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
olo	STAR_OR_SKY	10	5	5	295	0.875849524597	0.340331933613	1	4	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.033898;f69:0.000000;f70:0.121951;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.875850;f102:0.875850;f57:0.875850;f65:0.875850;f67:0.155850;f68:0.841951;f69:0.875850;f70:0.753898;f71:0.875850;f72:0.875850;f73:0.875850;f75:0.875850;f76:0.875850;f77:0.875850;f78:0.875850;f80:0.875850;f82:0.875850;f83:0.875850;f88:0.875850;f89:0.875850;f99:0.875850	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oko	FIGURE	23	7	16	228	0.856707317073	0.372525494901	1	4	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.731707;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.125000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.856707;f102:0.856707;f57:0.856707;f65:0.856707;f67:0.856707;f68:0.856707;f69:0.856707;f70:0.125000;f71:0.856707;f72:0.856707;f73:0.856707;f75:0.856707;f76:0.856707;f77:0.856707;f78:0.856707;f80:0.856707;f82:0.731707;f83:0.856707;f88:0.856707;f89:0.856707;f99:0.856707	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
key	PLANT	7	3	4	139	0.847727272727	0.338732253549	1	2	2	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.772727;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.075000	f100:0.847727;f102:0.847727;f57:0.847727;f65:0.847727;f67:0.847727;f68:0.847727;f69:0.075000;f70:0.847727;f71:0.847727;f72:0.847727;f73:0.847727;f75:0.847727;f76:0.847727;f77:0.847727;f78:0.847727;f80:0.847727;f82:0.847727;f83:0.847727;f88:0.847727;f89:0.847727;f99:0.772727	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ys$	STAR_OR_SKY	5	4	1	296	0.83688751926	0.352529494101	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.360000;f68:0.067797;f69:0.409091;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.836888;f102:0.836888;f57:0.836888;f65:0.836888;f67:0.476888;f68:0.769091;f69:0.427797;f70:0.836888;f71:0.836888;f72:0.836888;f73:0.836888;f75:0.836888;f76:0.836888;f77:0.836888;f78:0.836888;f80:0.836888;f82:0.836888;f83:0.836888;f88:0.836888;f89:0.836888;f99:0.836888	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^or	PLANT	19	8	11	134	0.836455230269	0.381723655269	1	5	6	f100:0.000000;f102:0.111111;f57:0.000000;f65:0.000000;f67:-0.240000;f68:-0.033898;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.681818;f89:0.242424;f99:0.075000	f100:0.836455;f102:0.725344;f57:0.836455;f65:0.836455;f67:1.076455;f68:0.870354;f69:0.836455;f70:0.836455;f71:0.836455;f72:0.836455;f73:0.836455;f75:0.836455;f76:0.836455;f77:0.836455;f78:0.836455;f80:0.836455;f82:0.836455;f83:0.836455;f88:0.154637;f89:0.594031;f99:0.761455	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
heo	REL_EXPLICIT_ATTACHMENT	11	5	6	97	0.825299792323	0.406918616277	1	1	4	f100:-0.272727;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:1.355932;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.076087;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.181818;f89:0.000000;f99:0.000000	f100:1.098027;f102:0.825300;f57:0.825300;f65:0.825300;f67:0.825300;f68:-0.530632;f69:0.825300;f70:0.825300;f71:0.825300;f72:0.901387;f73:0.825300;f75:0.825300;f76:0.825300;f77:0.825300;f78:0.825300;f80:0.825300;f82:0.825300;f83:0.825300;f88:1.007118;f89:0.825300;f99:0.825300	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oko	REL_EXPLICIT_ATTACHMENT	23	7	16	95	0.814291217257	0.410717856429	1	4	6	f100:0.000000;f102:-0.500000;f57:0.000000;f65:0.000000;f67:0.000000;f68:1.084746;f69:-0.681818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.375000;f83:0.000000;f88:-0.363636;f89:0.000000;f99:0.900000	f100:0.814291;f102:1.314291;f57:0.814291;f65:0.814291;f67:0.814291;f68:-0.270455;f69:1.496109;f70:0.814291;f71:0.814291;f72:0.814291;f73:0.814291;f75:0.814291;f76:0.814291;f77:0.814291;f78:0.814291;f80:0.814291;f82:0.439291;f83:0.814291;f88:1.177928;f89:0.814291;f99:-0.085709	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^a$	REL_PROXIMITY	8	4	4	271	0.809467849224	0.347330533893	1	3	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.280000;f68:0.000000;f69:0.477273;f70:0.512195;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.100000	f100:0.809468;f102:0.809468;f57:0.809468;f65:0.809468;f67:1.089468;f68:0.809468;f69:0.332195;f70:0.297273;f71:0.809468;f72:0.809468;f73:0.809468;f75:0.809468;f76:0.809468;f77:0.809468;f78:0.809468;f80:0.809468;f82:0.809468;f83:0.809468;f88:0.809468;f89:0.809468;f99:0.709468	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
sho	REL_EXPLICIT_ATTACHMENT	7	3	4	99	0.790528349077	0.365526894621	1	2	6	f100:0.863636;f102:-0.166667;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.542373;f69:0.000000;f70:0.000000;f71:0.000000;f72:-0.076087;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:-0.272727;f99:-0.100000	f100:-0.073108;f102:0.957195;f57:0.790528;f65:0.790528;f67:0.790528;f68:0.248155;f69:0.790528;f70:0.790528;f71:0.790528;f72:0.866615;f73:0.790528;f75:0.790528;f76:0.790528;f77:0.790528;f78:0.790528;f80:0.790528;f82:0.790528;f83:0.790528;f88:0.790528;f89:1.063256;f99:0.890528	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oly	FIGURE	15	9	6	226	0.790304878049	0.408318336333	1	4	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.487805;f71:0.000000;f72:0.000000;f73:-0.000000;f75:0.240000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.790305;f102:0.790305;f57:0.790305;f65:0.790305;f67:0.790305;f68:0.790305;f69:0.790305;f70:0.302500;f71:0.790305;f72:0.790305;f73:0.790305;f75:0.550305;f76:0.790305;f77:0.790305;f78:0.790305;f80:0.790305;f82:0.727805;f83:0.790305;f88:0.790305;f89:0.790305;f99:0.790305	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
lch	FIGURE	12	6	6	229	0.790304878049	0.412917416517	1	5	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:0.487805;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.240000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.790305;f102:0.790305;f57:0.790305;f65:0.790305;f67:0.790305;f68:0.790305;f69:0.790305;f70:0.302500;f71:0.790305;f72:0.790305;f73:0.790305;f75:0.550305;f76:0.790305;f77:0.790305;f78:0.790305;f80:0.790305;f82:0.727805;f83:0.790305;f88:0.790305;f89:0.790305;f99:0.790305	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
^l$	PLANT	12	5	7	137	0.790192604006	0.394521095781	1	3	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.160000;f68:-0.033898;f69:0.181818;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.727273;f99:0.075000	f100:0.790193;f102:0.790193;f57:0.790193;f65:0.790193;f67:0.950193;f68:0.824091;f69:0.608374;f70:0.790193;f71:0.790193;f72:0.790193;f73:0.790193;f75:0.790193;f76:0.790193;f77:0.790193;f78:0.790193;f80:0.790193;f82:0.790193;f83:0.790193;f88:0.790193;f89:0.062920;f99:0.715193	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ota	PLANT	23	6	17	136	0.782121212121	0.402519496101	1	3	4	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:-0.080000;f68:0.000000;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.227273;f89:0.484848;f99:0.150000	f100:0.782121;f102:0.782121;f57:0.782121;f65:0.782121;f67:0.862121;f68:0.782121;f69:0.782121;f70:0.782121;f71:0.782121;f72:0.782121;f73:0.782121;f75:0.782121;f76:0.782121;f77:0.782121;f78:0.782121;f80:0.782121;f82:0.782121;f83:0.782121;f88:0.554848;f89:0.297273;f99:0.632121	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
olc	REL_PROXIMITY	6	4	2	271	0.779661016949	0.352929414117	1	3	1	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.779661;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.779661;f102:0.779661;f57:0.779661;f65:0.779661;f67:0.779661;f68:-0.000000;f69:0.779661;f70:0.779661;f71:0.779661;f72:0.779661;f73:0.779661;f75:0.779661;f76:0.779661;f77:0.779661;f78:0.779661;f80:0.779661;f82:0.779661;f83:0.779661;f88:0.779661;f89:0.779661;f99:0.779661	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
oct	STAR_OR_SKY	9	7	2	293	0.7762403698	0.379924015197	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.720000;f68:0.101695;f69:0.000000;f70:0.000000;f71:0.000000;f72:0.000000;f73:0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.045455;f89:0.000000;f99:0.000000	f100:0.776240;f102:0.776240;f57:0.776240;f65:0.776240;f67:0.056240;f68:0.674545;f69:0.776240;f70:0.776240;f71:0.776240;f72:0.776240;f73:0.776240;f75:0.776240;f76:0.776240;f77:0.776240;f78:0.776240;f80:0.776240;f82:0.776240;f83:0.776240;f88:0.821695;f89:0.776240;f99:0.776240	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
ol$	STAR_OR_SKY	51	22	29	278	0.765350821151	0.435112977405	1	5	5	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.080000;f68:0.305085;f69:0.227273;f70:0.243902;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.000000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.000000;f83:0.000000;f88:-0.090909;f89:0.000000;f99:0.000000	f100:0.765351;f102:0.765351;f57:0.765351;f65:0.765351;f67:0.685351;f68:0.460266;f69:0.538078;f70:0.521448;f71:0.765351;f72:0.765351;f73:0.765351;f75:0.765351;f76:0.765351;f77:0.765351;f78:0.765351;f80:0.765351;f82:0.765351;f83:0.765351;f88:0.856260;f89:0.765351;f99:0.765351	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
hy$	FIGURE	35	14	21	221	0.758109756098	0.441711657668	1	3	3	f100:0.000000;f102:0.000000;f57:0.000000;f65:0.000000;f67:0.000000;f68:0.000000;f69:0.000000;f70:-0.024390;f71:0.000000;f72:-0.000000;f73:-0.000000;f75:0.720000;f76:0.000000;f77:0.000000;f78:0.000000;f80:0.000000;f82:0.062500;f83:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.758110;f102:0.758110;f57:0.758110;f65:0.758110;f67:0.758110;f68:0.758110;f69:0.758110;f70:0.782500;f71:0.758110;f72:0.758110;f73:0.758110;f75:0.038110;f76:0.758110;f77:0.758110;f78:0.758110;f80:0.758110;f82:0.695610;f83:0.758110;f88:0.758110;f89:0.758110;f99:0.758110	NO_SIGNAL	UNASSIGNED	ARCHIVED_AXIS;SECTION_PAGE_ECOLOGY;POSTSELECTED_SUBMOTIF
