fold	left_operation	right_operation	complete_4_of_4_hosts	partial_3_of_4_hosts	partial_2_of_4_hosts	singleton_hosts	example_complete_hosts
Band5	vn	e	11	22	1163	15094	schuld;b;pillich;g;frid
Band5	vn	en	6	35	1124	15125	schedlich;pillich;geuerlich;füglich;billich
Band5	vn	s	7	20	887	15376	willen;recht;gelimpf;fride;frid
Band5	vn	t	0	21	672	15597	NONE
Band5	vn	er	3	11	518	15758	sich;d;s
Band5	vn	r	1	15	371	15903	se
Band5	vn	l	1	12	285	15992	recht
Band5	vn	et	0	7	290	15993	NONE
Band5	vn	st	0	7	262	16021	NONE
Band5	vn	es	1	9	222	16058	frid
Band5	vn	m	0	9	226	16055	NONE
Band5	c	n	8	25	1696	14561	ʒeite;ʒurichte;ʒewge;ʒurede;ʒeschicke
Band5	c	e	4	12	1182	15092	ʒeit;ʒured;ʒ;ʒwisch
Band5	c	en	5	12	1157	15116	ʒeit;ʒured;h;ʒwey;ʒewiss
Band5	c	s	0	12	897	15381	NONE
Band5	c	t	1	4	675	15610	u
Band5	c	er	2	7	511	15770	ʒolln;ʒwey
Band5	c	r	1	8	367	15914	ʒu
Band5	c	l	0	7	274	16009	NONE
Band5	c	et	0	1	281	16008	NONE
Band5	c	st	0	5	252	16033	NONE
Band5	c	es	0	2	219	16069	NONE
Band5	c	m	2	2	215	16071	ʒü;ʒu
Band5	s	n	12	28	1669	14581	i;tet;eine;ende;ynne
Band5	s	e	10	30	1141	15109	ach;ein;i;tet;er
Band5	s	en	6	29	1124	15131	ein;tet;end;ant;wer
Band5	s	s	1	25	865	15399	ein
Band5	s	t	5	24	639	15622	a;tet;in;u;wer
Band5	s	er	2	19	489	15780	ein;und
Band5	s	r	6	16	342	15926	ein;pey;l;e;eine
Band5	s	l	2	12	262	16014	a;e
Band5	s	et	1	5	272	16012	t
Band5	s	st	1	8	240	16041	we
Band5	s	es	0	6	209	16075	NONE
Band5	s	m	2	13	195	16080	eine;u
Band5	an	n	10	30	1669	14581	slahe;ge;d;lige;de
Band5	an	e	6	25	1150	15109	ge;d;gefang;nem;t
Band5	an	en	9	11	1137	15133	ge;d;treff;gefang;köm
Band5	an	s	2	10	881	15397	d;der
Band5	an	t	3	22	637	15628	nem;neme;gee
Band5	an	er	1	3	509	15777	d
Band5	an	r	2	11	351	15926	de;der
Band5	an	l	0	4	272	16014	NONE
Band5	an	et	2	7	263	16018	ge;nem
Band5	an	st	1	8	234	16047	neme
Band5	an	es	0	2	212	16076	NONE
Band5	an	m	2	5	203	16080	d;ne
Band5	h	n	12	28	1668	14582	ma;i;a;re;eẏde
Band5	h	e	8	28	1131	15123	i;er;ab;cʒog;all
Band5	h	en	7	22	1118	15143	off;cʒog;and;eyd;r
Band5	h	s	6	23	850	15411	a;e;all;aw;al
Band5	h	t	8	22	632	15628	es;off;a;an;ab
Band5	h	er	1	17	483	15789	all
Band5	h	r	4	19	326	15941	ein;alle;e;o
Band5	h	l	4	8	252	16026	a;l;e;al
Band5	h	et	0	9	259	16022	NONE
Band5	h	st	2	8	230	16050	e;abe
Band5	h	es	0	5	202	16083	NONE
Band5	h	m	1	13	184	16092	a
Band5	er	n	11	23	1663	14593	lange;lasse;leng;b;funde
Band5	er	e	5	23	1132	15130	für;b;var;lang;lass
Band5	er	en	6	15	1116	15153	für;b;var;lang;st
Band5	er	s	1	9	869	15411	tag
Band5	er	t	7	23	624	15636	für;b;var;füre;mane
Band5	er	er	0	11	479	15800	NONE
Band5	er	r	1	12	334	15943	b
Band5	er	l	0	9	245	16036	NONE
Band5	er	et	1	9	245	16035	für
Band5	er	st	0	10	215	16065	NONE
Band5	er	es	0	4	190	16096	NONE
Band5	er	m	0	1	198	16091	NONE
ALL_NUREMBERG	ge	n	67	111	2270	18558	tü;lasse;wisʒe;nome;re
ALL_NUREMBERG	ge	e	36	108	1684	19178	l;secʒ;bott;heiss;weis
ALL_NUREMBERG	ge	en	41	108	1627	19230	rit;vvart;wes;secʒ;bott
ALL_NUREMBERG	ge	s	6	49	1502	19449	bott;s;we;walt;kaufft
ALL_NUREMBERG	ge	t	47	126	1040	19793	rit;wisʒe;re;wes;l
ALL_NUREMBERG	ge	er	3	31	957	20015	brüd;w;mein
ALL_NUREMBERG	ge	r	5	27	756	20218	ta;we;meine;sch;brüde
ALL_NUREMBERG	ge	l	0	20	671	20315	NONE
ALL_NUREMBERG	ge	et	11	45	645	20305	secʒ;weis;main;kauff;richt
ALL_NUREMBERG	ge	st	3	25	617	20361	we;warte;be
ALL_NUREMBERG	ge	m	0	10	619	20377	NONE
ALL_NUREMBERG	ge	ten	7	37	557	20405	antw;s;ra;war;be
ALL_NUREMBERG	v	n	46	93	2213	18654	alle;nome;re;pürge;süche
ALL_NUREMBERG	v	e	24	75	1623	19284	sloss;sorg;künd;voll;such
ALL_NUREMBERG	v	en	32	73	1581	19320	pott;sloss;künd;erlass;bott
ALL_NUREMBERG	v	s	8	38	1375	19585	handeln;as;a;er;va
ALL_NUREMBERG	v	t	20	93	956	19937	sorg;dien;ver;schrib;antwt
ALL_NUREMBERG	v	er	3	33	824	20146	v;at;erb
ALL_NUREMBERG	v	r	7	34	607	20358	l;o;a;e;sch
ALL_NUREMBERG	v	l	4	14	543	20445	l;vi;vo;vol
ALL_NUREMBERG	v	et	3	28	534	20441	künd;richt;schreib
ALL_NUREMBERG	v	st	5	19	493	20489	neme;e;schreib;ve;schreibe
ALL_NUREMBERG	v	m	2	20	463	20521	o;no
ALL_NUREMBERG	v	ten	4	19	458	20525	s;pot;ers;antvvurt
ALL_NUREMBERG	be	n	37	66	2150	18753	cʒal;hab;halte;slosse;weise
ALL_NUREMBERG	be	e	19	53	1566	19368	sloss;sorg;secʒ;dörfft;weis
ALL_NUREMBERG	be	en	19	54	1515	19418	cʒal;sloss;sorg;secʒ;hab
ALL_NUREMBERG	be	s	5	22	1294	19685	sunder;s;d;sund;der
ALL_NUREMBERG	be	t	22	56	873	20055	cʒal;sorg;hab;s;weis
ALL_NUREMBERG	be	er	3	20	736	20247	d;g;sund
ALL_NUREMBERG	be	r	1	26	524	20455	de
ALL_NUREMBERG	be	l	1	10	448	20547	sunder
ALL_NUREMBERG	be	et	6	19	421	20560	weis;richt;ger;t;g
ALL_NUREMBERG	be	st	1	25	382	20598	klag
ALL_NUREMBERG	be	m	0	13	376	20617	NONE
ALL_NUREMBERG	be	ten	1	19	355	20631	s
ALL_NUREMBERG	ʒu	n	23	82	2090	18811	finde;halte;sprech;kome;sehe
ALL_NUREMBERG	ʒu	e	14	58	1506	19428	gesproch;schik;stund;weis;sprech
ALL_NUREMBERG	ʒu	en	10	62	1458	19476	schik;sprech;gang;beweis;richt
ALL_NUREMBERG	ʒu	s	0	33	1226	19747	NONE
ALL_NUREMBERG	ʒu	t	2	55	820	20129	sprech;stee
ALL_NUREMBERG	ʒu	er	1	14	693	20298	u
ALL_NUREMBERG	ʒu	r	0	12	494	20500	NONE
ALL_NUREMBERG	ʒu	l	0	9	392	20605	NONE
ALL_NUREMBERG	ʒu	et	0	14	377	20615	NONE
ALL_NUREMBERG	ʒu	st	0	21	332	20653	NONE
ALL_NUREMBERG	ʒu	m	0	2	338	20666	NONE
ALL_NUREMBERG	ʒu	ten	0	10	312	20684	NONE
ALL_NUREMBERG	c	n	18	36	2186	18766	ʒollner;ʒurede;ʒwisch;o;ʒewge
ALL_NUREMBERG	c	e	7	21	1583	19395	ʒwisch;ʒoll;ʒeit;ʒugriff;ʒured
ALL_NUREMBERG	c	en	6	27	1529	19444	ʒewiss;ʒwisch;ʒwey;ʒeit;ʒured
ALL_NUREMBERG	c	s	6	15	1255	19730	ʒollner;ʒoll;ʒugriff;ʒolln;ʒolle
ALL_NUREMBERG	c	t	2	6	910	20088	u;ʒiehe
ALL_NUREMBERG	c	er	2	12	705	20287	ʒwey;ʒolln
ALL_NUREMBERG	c	r	1	10	501	20494	ʒu
ALL_NUREMBERG	c	l	0	10	392	20604	NONE
ALL_NUREMBERG	c	et	0	3	396	20607	NONE
ALL_NUREMBERG	c	st	2	4	362	20638	o;ʒeitlich
ALL_NUREMBERG	c	m	2	5	327	20672	ʒü;ʒu
ALL_NUREMBERG	c	ten	0	2	322	20682	NONE
ALL_NUREMBERG	cʒu	n	14	96	2094	18802	hab;schade;kume;beweise;gebe
ALL_NUREMBERG	cʒu	e	4	47	1537	19418	mal;g;gehör;red
ALL_NUREMBERG	cʒu	en	6	62	1472	19466	sein;ge;hab;antvvt;gehör
ALL_NUREMBERG	cʒu	s	0	16	1247	19743	NONE
ALL_NUREMBERG	cʒu	t	0	35	850	20121	NONE
ALL_NUREMBERG	cʒu	er	1	10	691	20304	einand
ALL_NUREMBERG	cʒu	r	0	15	477	20514	NONE
ALL_NUREMBERG	cʒu	l	0	12	375	20619	NONE
ALL_NUREMBERG	cʒu	et	1	6	380	20619	ge
ALL_NUREMBERG	cʒu	st	0	10	341	20655	NONE
ALL_NUREMBERG	cʒu	m	0	0	331	20675	NONE
ALL_NUREMBERG	cʒu	ten	0	8	305	20693	NONE
ALL_NUREMBERG	cʒe	n	22	84	2107	18793	schaffe;süche;same;schade;kume
ALL_NUREMBERG	cʒe	e	6	42	1531	19427	stund;hilff;wiss;schick;red
ALL_NUREMBERG	cʒe	en	6	70	1456	19474	klag;wiss;schick;recht;r
ALL_NUREMBERG	cʒe	s	1	21	1235	19749	mal
ALL_NUREMBERG	cʒe	t	1	33	850	20122	red
ALL_NUREMBERG	cʒe	er	0	10	693	20303	NONE
ALL_NUREMBERG	cʒe	r	0	8	490	20508	NONE
ALL_NUREMBERG	cʒe	l	1	9	383	20613	l
ALL_NUREMBERG	cʒe	et	0	7	378	20621	NONE
ALL_NUREMBERG	cʒe	st	0	12	338	20656	NONE
ALL_NUREMBERG	cʒe	m	0	1	328	20677	NONE
ALL_NUREMBERG	cʒe	ten	0	14	297	20695	NONE
ALL_NUREMBERG	ver	n	21	67	2120	18798	nome;diene;such;cʒoge;schribe
ALL_NUREMBERG	ver	e	10	36	1534	19426	künd;dien;gang;cʒog;schrib
ALL_NUREMBERG	ver	en	18	44	1466	19478	sloss;künd;hört;such;sagt
ALL_NUREMBERG	ver	s	2	14	1249	19741	cʒiehen;schreiben
ALL_NUREMBERG	ver	t	10	35	859	20102	dien;schrib;vvisʒe;schreib;b
ALL_NUREMBERG	ver	er	0	15	687	20304	NONE
ALL_NUREMBERG	ver	r	0	8	493	20505	NONE
ALL_NUREMBERG	ver	l	0	2	393	20611	NONE
ALL_NUREMBERG	ver	et	3	16	370	20617	künd;richt;schreib
ALL_NUREMBERG	ver	st	0	8	346	20652	NONE
ALL_NUREMBERG	ver	m	0	4	324	20678	NONE
ALL_NUREMBERG	ver	ten	2	9	296	20699	s;antvvurt
ALL_NUREMBERG	vn	n	16	49	2131	18810	schedlich;s;vville;fridlich;freuntlich
ALL_NUREMBERG	vn	e	12	37	1520	19437	s;gn;t;gern;schuld
ALL_NUREMBERG	vn	en	8	46	1457	19495	schedlich;stat;billich;pillich;geuerlich
ALL_NUREMBERG	vn	s	10	28	1209	19759	gelimpf;fride;s;gleich;freuntlich
ALL_NUREMBERG	vn	t	1	32	859	20114	schul
ALL_NUREMBERG	vn	er	6	18	663	20319	sich;s;u;fridlich;d
ALL_NUREMBERG	vn	r	1	17	470	20518	se
ALL_NUREMBERG	vn	l	3	15	365	20623	gut;güt;recht
ALL_NUREMBERG	vn	et	0	7	377	20622	NONE
ALL_NUREMBERG	vn	st	0	11	335	20660	NONE
ALL_NUREMBERG	vn	m	2	11	303	20690	o;gehorsa
ALL_NUREMBERG	vn	ten	0	6	303	20697	NONE
ALL_NUREMBERG	an	n	16	45	2118	18827	slahe;ge;lige;d;lasʒe
ALL_NUREMBERG	an	e	11	30	1512	19453	ge;treff;d;t;gefang
ALL_NUREMBERG	an	en	12	19	1475	19500	ge;treff;köm;d;geslag
ALL_NUREMBERG	an	s	2	13	1217	19774	d;der
ALL_NUREMBERG	an	t	6	33	818	20149	rüre;neme;rür;stee;nem
ALL_NUREMBERG	an	er	2	4	669	20331	d;klag
ALL_NUREMBERG	an	r	2	14	447	20543	de;der
ALL_NUREMBERG	an	l	0	4	360	20642	NONE
ALL_NUREMBERG	an	et	3	8	345	20650	ge;rür;nem
ALL_NUREMBERG	an	st	1	11	309	20685	neme
ALL_NUREMBERG	an	m	2	7	284	20713	d;ne
ALL_NUREMBERG	an	ten	0	6	276	20724	NONE
ALL_NUREMBERG	s	n	14	41	2116	18835	we;ich;tet;prech;eine
ALL_NUREMBERG	s	e	14	33	1495	19464	ein;l;wein;ach;tet
ALL_NUREMBERG	s	en	13	29	1456	19508	ein;p;tet;end;eck
ALL_NUREMBERG	s	s	1	36	1176	19793	ein
ALL_NUREMBERG	s	t	7	30	820	20149	ta;u;ich;tet;a
ALL_NUREMBERG	s	er	3	22	634	20347	ein;eg;und
ALL_NUREMBERG	s	r	6	22	421	20557	ein;l;we;e;eine
ALL_NUREMBERG	s	l	2	15	332	20657	a;e
ALL_NUREMBERG	s	et	1	5	343	20657	t
ALL_NUREMBERG	s	st	1	10	304	20691	we
ALL_NUREMBERG	s	m	2	16	262	20726	u;eine
ALL_NUREMBERG	s	ten	2	11	259	20734	ta;tet
ALL_NUREMBERG	er	n	16	34	2129	18827	lasse;far;same;vare;lange
ALL_NUREMBERG	er	e	10	33	1494	19469	bott;weis;gang;k;var
ALL_NUREMBERG	er	en	11	31	1447	19517	bott;far;klagt;wirdig;gang
ALL_NUREMBERG	er	s	1	21	1195	19789	tag
ALL_NUREMBERG	er	t	12	30	812	20152	far;s;weise;var;füre
ALL_NUREMBERG	er	er	0	17	639	20350	NONE
ALL_NUREMBERG	er	r	1	16	434	20555	b
ALL_NUREMBERG	er	l	0	11	335	20660	NONE
ALL_NUREMBERG	er	et	2	11	330	20663	weis;für
ALL_NUREMBERG	er	st	1	13	294	20698	lang
ALL_NUREMBERG	er	m	0	3	284	20719	NONE
ALL_NUREMBERG	er	ten	3	9	252	20742	s;klag;bot
