host	register	wrapper	frame	different_right_pairs	same_right_pairs	different_right_mean_similarity	matched_control_mean_similarity	same_right_mean_similarity	different_minus_control	different_minus_same	same_right_available
o	HERBAL_A	NONE	NONE	50	31	0.142757658466	0.15964713527	0.152310044017	-0.0168894768034	-0.00955238555068	1
eed	STARS_RECIPE_B	q	OT	1	1	0.231638418079	0.248796755464	0.282467532468	-0.0171583373848	-0.0508291143884	1
op	OTHER_B	q	NONE	5	1	0.196167871814	0.213794134538	0.229323308271	-0.0176262627242	-0.0331554364565	1
ckh	HERBAL_A	NONE	NONE	2	1	0.104776579353	0.122787329765	0.280898876404	-0.0180107504124	-0.176122297052	1
ch	HERBAL_A	s	NONE	1	0	0.0857142857143	0.105026028676	0	-0.019311742962	0	0
okal	STARS_RECIPE_B	NONE	NONE	2	1	0.248136123136	0.26792067707	0.241847826087	-0.019784553934	0.00628829704917	1
old	HERBAL_B	NONE	NONE	1	1	0.153846153846	0.173671641825	0.153846153846	-0.0198254879787	0	1
ar	OTHER_B	s	NONE	14	35	0.276970508762	0.29692867667	0.295609728892	-0.0199581679083	-0.0186392201305	1
or	HERBAL_A	NONE	NONE	59	187	0.106374737328	0.126668871644	0.129806394832	-0.0202941343159	-0.0234316575041	1
sh	HERBAL_A	t	NONE	1	0	0.191011235955	0.211387790436	0	-0.0203765544811	0	0
pchd	STARS_RECIPE_B	NONE	NONE	4	1	0.265692195604	0.286526884589	0.288401253918	-0.0208346889859	-0.0227090583149	1
pchod	STARS_RECIPE_B	NONE	NONE	2	0	0.240801828515	0.262354260397	0	-0.0215524318819	0	0
ok	STARS_RECIPE_B	che	NONE	4	1	0.219232700031	0.242560455477	0.274725274725	-0.0233277554464	-0.0554925746944	1
ch	HERBAL_A	q	OT	1	0	0.0862068965517	0.111111111111	0	-0.0249042145594	0	0
okeed	STARS_RECIPE_B	NONE	NONE	7	2	0.240638761499	0.265971562874	0.249368100691	-0.0253328013756	-0.00872933919256	1
os	STARS_RECIPE_B	che	NONE	4	6	0.223134284814	0.250314548528	0.254091218195	-0.0271802637136	-0.0309569333814	1
ytch	HERBAL_A	NONE	NONE	1	0	0.125	0.152670517758	0	-0.0276705177578	0	0
o	HERBAL_B	che	NONE	3	3	0.0967594073127	0.12532451594	0.139263706245	-0.0285651086276	-0.0425042989322	1
ch	OTHER_B	t	NONE	2	1	0.280531084036	0.309586498833	0.156996587031	-0.0290554147969	0.123534497006	1
lt	OTHER_B	NONE	NONE	3	0	0.295048332771	0.326589397365	0	-0.0315410645944	0	0
ed	STARS_RECIPE_B	NONE	OT	4	0	0.246255131174	0.277917813435	0	-0.0316626822609	0	0
os	HERBAL_A	q	NONE	1	0	0.0849056603774	0.116783958774	0	-0.0318782983969	0	0
lk	OTHER_B	NONE	NONE	39	17	0.237879002133	0.270039229527	0.265900603006	-0.0321602273941	-0.028021600873	1
op	OTHER_A	NONE	NONE	2	0	0.116279069767	0.150263570657	0	-0.0339845008897	0	0
eol	STARS_RECIPE_B	NONE	OT	2	2	0.214530112882	0.249626276396	0.238418716911	-0.0350961635131	-0.0238886040282	1
ror	STARS_RECIPE_B	NONE	NONE	5	9	0.233717884382	0.269298296028	0.260105552039	-0.0355804116464	-0.0263876676567	1
lch	STARS_RECIPE_B	NONE	NONE	6	5	0.218121226898	0.254011019446	0.22915383059	-0.0358897925485	-0.0110326036924	1
ee	STARS_RECIPE_B	t	NONE	3	3	0.214923622976	0.251422087229	0.255496087102	-0.0364984642529	-0.0405724641259	1
ed	STARS_RECIPE_B	q	OT	1	0	0.204663212435	0.24131921708	0	-0.0366560046446	0	0
ch	STARS_RECIPE_B	NONE	OT	4	9	0.217500124212	0.254867755296	0.227059381503	-0.0373676310843	-0.0095592572916	1
os	OTHER_B	NONE	NONE	3	0	0.1893851335	0.229699519446	0	-0.0403143859457	0	0
ols	HERBAL_A	NONE	NONE	1	0	0.135922330097	0.178650274653	0	-0.0427279445557	0	0
p	STARS_RECIPE_B	che	NONE	1	0	0.224561403509	0.26823980482	0	-0.0436784013108	0	0
rshe	OTHER_B	NONE	NONE	2	5	0.268670029528	0.313562453806	0.332657733091	-0.0448924242788	-0.0639877035631	1
d	OTHER_B	ch	NONE	1	0	0.405594405594	0.450909090909	0	-0.0453146853147	0	0
okeed	STARS_RECIPE_B	q	NONE	8	10	0.228900368466	0.274328912904	0.260570787803	-0.0454285444389	-0.0316704193372	1
opchd	STARS_RECIPE_B	NONE	NONE	1	0	0.165374677003	0.210897970148	0	-0.045523293145	0	0
ko	HERBAL_A	NONE	NONE	3	0	0.0997872561229	0.145729073376	0	-0.0459418172531	0	0
or	HERBAL_A	s	NONE	9	28	0.0981494403963	0.144192411533	0.129610379599	-0.0460429711364	-0.0314609392025	1
cth	STARS_RECIPE_B	ch	NONE	1	0	0.253776435045	0.302176857907	0	-0.0484004228618	0	0
yt	OTHER_B	NONE	NONE	64	16	0.222510006065	0.271109541358	0.227588231629	-0.0485995352929	-0.00507822556369	1
eo	STARS_RECIPE_B	sh	NONE	12	62	0.256015238826	0.310331834199	0.251832637689	-0.0543165953732	0.00418260113654	1
ytod	HERBAL_A	NONE	NONE	1	0	0.115384615385	0.170135781339	0	-0.0547511659545	0	0
d	HERBAL_A	q	O	10	0	0.0925423822091	0.148311052856	0	-0.0557686706472	0	0
o	HERBAL_B	t	NONE	1	0	0.102941176471	0.158771988162	0	-0.0558308116916	0	0
o	OTHER_B	NONE	NONE	1	1	0.204787234043	0.260826928174	0.204787234043	-0.0560396941313	0	1
op	STARS_RECIPE_B	q	NONE	1	0	0.253968253968	0.310714705052	0	-0.0567464510837	0	0
yk	OTHER_B	NONE	NONE	16	5	0.218460705871	0.277154387062	0.181958370278	-0.0586936811907	0.0365023355932	1
lched	STARS_RECIPE_B	NONE	NONE	1	1	0.194736842105	0.254877168152	0.222222222222	-0.0601403260466	-0.027485380117	1
eed	STARS_RECIPE_B	sh	NONE	1	0	0.21270718232	0.272934411888	0	-0.0602272295678	0	0
ar	OTHER_B	NONE	NONE	7	41	0.18605788303	0.246841235449	0.24555134557	-0.060783352419	-0.0594934625396	1
pshd	HERBAL_B	NONE	NONE	1	0	0.0810810810811	0.14425108982	0	-0.0631700087388	0	0
d	STARS_RECIPE_B	q	O	5	1	0.21565430686	0.28001030451	0.182278481013	-0.0643559976494	0.0333758258475	1
os	HERBAL_A	sh	NONE	2	1	0.137751436782	0.202883819448	0.123595505618	-0.0651323826667	0.0141559311636	1
e	OTHER_B	che	NONE	7	27	0.223489435036	0.289926334637	0.290247654843	-0.0664368996009	-0.0667582198075	1
op	HERBAL_B	NONE	NONE	1	0	0.0519480519481	0.119590422254	0	-0.067642370306	0	0
ke	HERBAL_A	ch	NONE	1	0	0.117647058824	0.186057692308	0	-0.0684106334842	0	0
ek	STARS_RECIPE_B	sh	NONE	2	0	0.220623501199	0.303659765277	0	-0.0830362640778	0	0
cheod	HERBAL_A	d	NONE	1	0	0.0757575757576	0.169014084507	0	-0.0932565087495	0	0
k	OTHER_B	ch	NONE	6	1	0.311532442995	0.41480359147	0.382671480144	-0.103271148475	-0.0711390371494	1
p	HERBAL_B	NONE	NONE	1	1	0.184210526316	0.289255319149	0.184210526316	-0.105044792833	0	1
os	HERBAL_A	s	NONE	1	0	0.0821917808219	0.298701298701	0	-0.216509517879	0	0
