left_operation	right_operation	selected_folds	semantic_eligible_folds	graph_eligible_folds	null_expected_eligible_folds	graph_excess_eligible_folds	semantic_triplets	semantic_complete_rectangles	graph_triplets	graph_complete_rectangles	mean_left_operation_support	mean_right_operation_support	excess_rank
PREFIX_ADD:q	SUFFIX_REPLACE:hdy>hol	12	12	12	0.423828125	11.576171875	55	35	55	35	206.58333333333334	25.666666666666668	446
PREFIX_ADD:qo	SUFFIX_REPLACE:eo>ol	12	12	12	0.4248046875	11.5751953125	65	53	65	53	176.58333333333334	31.25	447
PREFIX_REPLACE:k>yk	SUFFIX_REPLACE:edy>ol	12	12	12	0.4267578125	11.5732421875	36	36	36	36	34.333333333333336	79.58333333333333	448
PREFIX_REPLACE:ch>ot	SUFFIX_REPLACE:iin>in	12	12	12	0.4296875	11.5703125	36	12	36	12	64.75	64.66666666666667	449
PREFIX_REPLACE:ch>o	SUFFIX_REPLACE:iin>in	12	12	12	0.431640625	11.568359375	46	46	46	46	73.83333333333333	64.66666666666667	450
PREFIX_REPLACE:ot>t	SUFFIX_REPLACE:ody>or	12	12	12	0.431640625	11.568359375	55	32	55	32	54.333333333333336	54.75	451
PREFIX_ADD:qop	SUFFIX_REPLACE:dy>ey	12	12	12	0.4326171875	11.5673828125	45	24	45	24	22.833333333333332	107.5	452
PREFIX_ADD:d	SUFFIX_REPLACE:dy>eey	12	12	12	0.43359375	11.56640625	98	22	98	22	123.58333333333333	46.333333333333336	453
PREFIX_ADD:ot	SUFFIX_REPLACE:hey>hy	12	12	12	0.43359375	11.56640625	45	24	45	24	83.5	62.083333333333336	454
PREFIX_ADD:d	SUFFIX_ADD:ody	12	12	12	0.4345703125	11.5654296875	79	22	79	22	123.58333333333333	33.0	455
PREFIX_ADD:ok	SUFFIX_REPLACE:hey>hy	12	12	12	0.4345703125	11.5654296875	46	34	46	34	71.83333333333333	62.083333333333336	456
PREFIX_REPLACE:t>yk	SUFFIX_REPLACE:edy>ey	12	12	12	0.4365234375	11.5634765625	36	36	36	36	33.25	109.08333333333333	457
PREFIX_ADD:ch	SUFFIX_ADD:m	12	12	12	0.4375	11.5625	67	12	67	12	190.91666666666666	20.833333333333332	458
PREFIX_ADD:ch	SUFFIX_REPLACE:eey>eol	12	12	12	0.4384765625	11.5615234375	87	22	87	22	190.91666666666666	42.083333333333336	459
PREFIX_ADD:o	SUFFIX_ADD:kar	12	12	12	0.4404296875	11.5595703125	76	23	76	23	263.5833333333333	15.0	460
PREFIX_ADD:p	SUFFIX_REPLACE:edy>or	12	12	12	0.4404296875	11.5595703125	56	21	56	21	68.16666666666667	63.416666666666664	461
PREFIX_ADD:o	SUFFIX_REPLACE:ain>edy	12	12	12	0.44140625	11.55859375	67	35	67	35	263.5833333333333	24.0	462
PREFIX_ADD:a	SUFFIX_REPLACE:ar>ol	12	12	12	0.4423828125	11.5576171875	56	24	56	24	41.083333333333336	63.833333333333336	463
PREFIX_ADD:l	SUFFIX_REPLACE:dy>ody	12	12	12	0.4423828125	11.5576171875	171	46	171	46	113.08333333333333	69.91666666666667	464
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:edy>eol	12	12	12	0.4443359375	11.5556640625	44	24	44	24	122.16666666666667	46.25	465
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:edy>eol	12	12	12	0.4443359375	11.5556640625	44	24	44	24	121.33333333333333	46.25	466
PREFIX_REPLACE:t>yt	SUFFIX_REPLACE:edy>ey	12	12	12	0.4443359375	11.5556640625	46	36	46	36	29.5	109.08333333333333	467
PREFIX_ADD:sh	SUFFIX_REPLACE:hey>hy	12	12	12	0.4453125	11.5546875	46	35	46	35	99.83333333333333	62.083333333333336	468
PREFIX_REPLACE:ch>o	SUFFIX_REPLACE:al>ol	12	12	12	0.4453125	11.5546875	66	34	66	34	73.83333333333333	60.833333333333336	469
PREFIX_ADD:p	SUFFIX_REPLACE:ey>ody	12	12	12	0.4462890625	11.5537109375	45	35	45	35	68.16666666666667	73.58333333333333	470
PREFIX_REPLACE:o>ol	SUFFIX_ADD:am	12	12	12	0.4462890625	11.5537109375	79	23	79	23	70.33333333333333	41.166666666666664	471
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:hdy>hor	12	12	12	0.44921875	11.55078125	45	24	45	24	193.0	24.5	472
PREFIX_ADD:qo	SUFFIX_REPLACE:ain>eey	12	12	12	0.4501953125	11.5498046875	46	34	46	34	176.58333333333334	31.25	473
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:chy>ody	12	12	12	0.4501953125	11.5498046875	46	46	46	46	193.0	26.416666666666668	474
PREFIX_ADD:l	SUFFIX_REPLACE:ar>eey	12	12	12	0.453125	11.546875	57	33	57	33	113.08333333333333	39.583333333333336	475
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:eey>ody	12	12	12	0.453125	11.546875	36	24	36	24	96.16666666666667	36.0	476
PREFIX_ADD:q	SUFFIX_REPLACE:hdy>hor	12	12	12	0.4541015625	11.5458984375	45	24	45	24	206.58333333333334	24.5	477
PREFIX_REPLACE:d>y	SUFFIX_REPLACE:dy>or	12	12	12	0.4541015625	11.5458984375	44	34	44	34	28.083333333333332	78.66666666666667	478
PREFIX_REPLACE:l>y	SUFFIX_REPLACE:ey>ody	12	12	12	0.455078125	11.544921875	55	33	55	33	54.916666666666664	73.58333333333333	479
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:eey>or	12	12	12	0.4560546875	11.5439453125	56	12	56	12	70.33333333333333	46.416666666666664	480
PREFIX_ADD:she	SUFFIX_ADD:ky	12	12	12	0.45703125	11.54296875	90	12	90	12	60.583333333333336	29.25	481
PREFIX_ADD:y	SUFFIX_REPLACE:ain>eey	12	12	12	0.45703125	11.54296875	55	34	55	34	136.75	31.25	482
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:eey>ey	12	12	12	0.4580078125	11.5419921875	46	46	46	46	55.0	64.75	483
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:hey>hor	12	12	12	0.4599609375	11.5400390625	46	44	46	44	114.25	33.083333333333336	484
PREFIX_ADD:q	SUFFIX_REPLACE:chy>ody	12	12	12	0.4619140625	11.5380859375	46	46	46	46	206.58333333333334	26.416666666666668	485
PREFIX_ADD:qo	SUFFIX_ADD:ody	12	12	12	0.462890625	11.537109375	77	22	77	22	176.58333333333334	33.0	486
PREFIX_ADD:cho	SUFFIX_ADD:ain	12	12	12	0.4638671875	11.5361328125	79	12	79	12	96.91666666666667	48.666666666666664	487
PREFIX_ADD:l	SUFFIX_REPLACE:dy>eey	12	12	12	0.4638671875	11.5361328125	89	34	89	34	113.08333333333333	46.333333333333336	488
PREFIX_ADD:ch	SUFFIX_ADD:ly	12	12	12	0.4658203125	11.5341796875	78	12	78	12	190.91666666666666	24.583333333333332	489
PREFIX_ADD:o	SUFFIX_REPLACE:eol>eor	12	12	12	0.466796875	11.533203125	62	49	62	49	263.5833333333333	26.25	490
PREFIX_ADD:ch	SUFFIX_REPLACE:al>ody	12	12	12	0.4677734375	11.5322265625	77	30	77	30	190.91666666666666	36.5	491
PREFIX_ADD:y	SUFFIX_REPLACE:hey>hol	12	12	12	0.4677734375	11.5322265625	69	36	69	36	136.75	37.916666666666664	492
PREFIX_ADD:o	SUFFIX_REPLACE:hdy>hol	12	12	12	0.4697265625	11.5302734375	79	34	79	34	263.5833333333333	25.666666666666668	493
PREFIX_REPLACE:l>o	SUFFIX_REPLACE:edy>eey	12	12	12	0.470703125	11.529296875	36	36	36	36	62.583333333333336	65.41666666666667	494
PREFIX_REPLACE:ol>y	SUFFIX_REPLACE:edy>eol	12	12	12	0.470703125	11.529296875	46	45	46	45	58.25	46.25	495
PREFIX_ADD:cho	SUFFIX_REPLACE:hol>hy	12	12	12	0.4736328125	11.5263671875	55	52	55	52	96.91666666666667	40.75	496
PREFIX_ADD:che	SUFFIX_REPLACE:al>ar	12	12	12	0.474609375	11.525390625	36	35	36	35	102.83333333333333	69.83333333333333	497
PREFIX_REPLACE:ok>yt	SUFFIX_REPLACE:ody>ol	12	12	12	0.474609375	11.525390625	47	35	47	35	34.666666666666664	68.16666666666667	498
PREFIX_ADD:d	SUFFIX_ADD:ty	12	12	12	0.478515625	11.521484375	101	44	101	44	123.58333333333333	18.833333333333332	499
PREFIX_REPLACE:ot>sh	SUFFIX_REPLACE:ey>ody	12	12	12	0.478515625	11.521484375	36	24	36	24	49.583333333333336	73.58333333333333	500
PREFIX_REPLACE:d>l	SUFFIX_REPLACE:dy>or	12	12	12	0.4794921875	11.5205078125	46	22	46	22	39.416666666666664	78.66666666666667	501
PREFIX_REPLACE:d>t	SUFFIX_REPLACE:dy>edy	12	12	12	0.4794921875	11.5205078125	54	23	54	23	41.25	88.91666666666667	502
PREFIX_ADD:cho	SUFFIX_REPLACE:dy>edy	12	12	12	0.48046875	11.51953125	66	20	66	20	96.91666666666667	88.91666666666667	503
PREFIX_ADD:ch	SUFFIX_ADD:dar	12	12	12	0.4814453125	11.5185546875	101	23	101	23	190.91666666666666	25.5	504
PREFIX_ADD:y	SUFFIX_REPLACE:hey>hor	12	12	12	0.4814453125	11.5185546875	48	46	48	46	136.75	33.083333333333336	505
PREFIX_REPLACE:ch>ok	SUFFIX_REPLACE:iin>in	12	12	12	0.482421875	11.517578125	44	23	44	23	63.583333333333336	64.66666666666667	506
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:dy>eol	12	12	12	0.482421875	11.517578125	67	23	67	23	96.16666666666667	32.666666666666664	507
PREFIX_REPLACE:c>yc	SUFFIX_ADD:r	12	12	12	0.4833984375	11.5166015625	36	24	36	24	33.916666666666664	67.25	508
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:al>ar	12	12	12	0.4833984375	11.5166015625	45	23	45	23	57.833333333333336	69.83333333333333	509
PREFIX_ADD:ch	SUFFIX_ADD:dal	12	12	12	0.484375	11.515625	78	22	78	22	190.91666666666666	23.583333333333332	510
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:ody>ol	12	12	12	0.4853515625	11.5146484375	57	57	57	57	45.5	68.16666666666667	511
PREFIX_ADD:t	SUFFIX_REPLACE:ain>ol	12	12	12	0.486328125	11.513671875	42	21	42	21	89.08333333333333	38.75	512
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ol>os	12	12	12	0.4873046875	11.5126953125	78	42	78	42	193.0	33.666666666666664	513
PREFIX_REPLACE:o>y	SUFFIX_ADD:chy	12	12	12	0.4892578125	11.5107421875	55	12	55	12	114.25	51.833333333333336	514
PREFIX_REPLACE:ok>yt	SUFFIX_REPLACE:ey>ody	12	12	12	0.4912109375	11.5087890625	57	47	57	47	34.666666666666664	73.58333333333333	515
PREFIX_REPLACE:ch>qo	SUFFIX_REPLACE:ar>ol	12	12	12	0.4921875	11.5078125	68	65	68	65	75.0	63.833333333333336	516
PREFIX_REPLACE:ot>yt	SUFFIX_REPLACE:ody>ol	12	12	12	0.4951171875	11.5048828125	45	34	45	34	36.083333333333336	68.16666666666667	517
PREFIX_ADD:che	SUFFIX_REPLACE:ain>ar	12	12	12	0.49609375	11.50390625	57	45	57	45	102.83333333333333	47.333333333333336	518
PREFIX_REPLACE:yk>yt	SUFFIX_REPLACE:edy>ol	12	12	12	0.49609375	11.50390625	47	35	47	35	28.833333333333332	79.58333333333333	519
PREFIX_ADD:cho	SUFFIX_REPLACE:al>or	12	12	12	0.498046875	11.501953125	46	23	46	23	96.91666666666667	55.583333333333336	520
PREFIX_ADD:qok	SUFFIX_REPLACE:dy>ol	12	12	12	0.4990234375	11.5009765625	79	22	79	22	57.5	91.16666666666667	521
PREFIX_REPLACE:t>yk	SUFFIX_REPLACE:ey>ol	12	12	12	0.4990234375	11.5009765625	36	36	36	36	33.25	95.08333333333333	522
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:eo>ol	12	12	12	0.5029296875	11.4970703125	46	46	46	46	193.0	31.25	523
PREFIX_REPLACE:ch>qo	SUFFIX_REPLACE:al>ol	12	12	12	0.50390625	11.49609375	47	45	47	45	75.0	60.833333333333336	524
PREFIX_ADD:ch	SUFFIX_REPLACE:am>or	12	12	12	0.5048828125	11.4951171875	67	45	67	45	190.91666666666666	37.916666666666664	525
PREFIX_ADD:che	SUFFIX_ADD:dar	12	12	12	0.5048828125	11.4951171875	45	12	45	12	102.83333333333333	25.5	526
PREFIX_ADD:ol	SUFFIX_REPLACE:al>chy	12	12	12	0.5048828125	11.4951171875	45	23	45	23	90.83333333333333	43.583333333333336	527
PREFIX_ADD:s	SUFFIX_REPLACE:edy>ey	12	12	12	0.5048828125	11.4951171875	68	34	68	34	70.66666666666667	109.08333333333333	528
PREFIX_ADD:cho	SUFFIX_REPLACE:ey>ody	12	12	12	0.505859375	11.494140625	112	33	112	33	96.91666666666667	73.58333333333333	529
PREFIX_ADD:q	SUFFIX_REPLACE:ol>os	12	12	12	0.5068359375	11.4931640625	90	42	90	42	206.58333333333334	33.666666666666664	530
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:al>eey	12	12	12	0.5078125	11.4921875	55	33	55	33	122.16666666666667	38.666666666666664	531
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:al>eey	12	12	12	0.5078125	11.4921875	55	33	55	33	121.33333333333333	38.666666666666664	532
PREFIX_ADD:q	SUFFIX_REPLACE:eo>ol	12	12	12	0.5087890625	11.4912109375	46	46	46	46	206.58333333333334	31.25	533
PREFIX_ADD:sho	SUFFIX_ADD:chy	12	12	12	0.5087890625	11.4912109375	101	22	101	22	43.583333333333336	51.833333333333336	534
PREFIX_ADD:o	SUFFIX_REPLACE:hol>hor	12	12	12	0.509765625	11.490234375	80	66	80	66	263.5833333333333	25.833333333333332	535
PREFIX_ADD:qot	SUFFIX_REPLACE:dy>ey	12	12	12	0.509765625	11.490234375	58	24	58	24	47.583333333333336	107.5	536
PREFIX_REPLACE:ch>d	SUFFIX_ADD:s	12	12	12	0.509765625	11.490234375	46	12	46	12	46.833333333333336	54.083333333333336	537
PREFIX_ADD:ot	SUFFIX_ADD:d	12	12	12	0.5107421875	11.4892578125	90	12	90	12	83.5	44.666666666666664	538
PREFIX_REPLACE:t>yk	SUFFIX_REPLACE:dy>ol	12	12	12	0.5107421875	11.4892578125	48	36	48	36	33.25	91.16666666666667	539
PREFIX_ADD:k	SUFFIX_REPLACE:dy>or	12	12	12	0.51171875	11.48828125	47	34	47	34	66.5	78.66666666666667	540
PREFIX_ADD:qok	SUFFIX_REPLACE:dy>ey	12	12	12	0.51171875	11.48828125	66	23	66	23	57.5	107.5	541
PREFIX_REPLACE:ot>yk	SUFFIX_REPLACE:edy>or	12	12	12	0.513671875	11.486328125	46	44	46	44	41.75	63.416666666666664	542
PREFIX_ADD:d	SUFFIX_ADD:ly	12	12	12	0.5146484375	11.4853515625	78	33	78	33	123.58333333333333	24.583333333333332	543
PREFIX_ADD:o	SUFFIX_ADD:od	12	12	12	0.515625	11.484375	95	19	95	19	263.5833333333333	15.5	544
PREFIX_ADD:ol	SUFFIX_REPLACE:eey>or	12	12	12	0.51953125	11.48046875	58	12	58	12	90.83333333333333	46.416666666666664	545
PREFIX_REPLACE:ch>o	SUFFIX_REPLACE:al>ar	12	12	12	0.51953125	11.48046875	55	46	55	46	73.83333333333333	69.83333333333333	546
PREFIX_ADD:cho	SUFFIX_REPLACE:chy>or	12	12	12	0.5205078125	11.4794921875	56	24	56	24	96.91666666666667	35.166666666666664	547
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:eol>eor	12	12	12	0.5205078125	11.4794921875	56	24	56	24	193.0	26.25	548
PREFIX_ADD:qo	SUFFIX_REPLACE:eo>ey	12	12	12	0.521484375	11.478515625	65	54	65	54	176.58333333333334	36.166666666666664	549
PREFIX_REPLACE:ot>yk	SUFFIX_REPLACE:dy>ody	12	12	12	0.521484375	11.478515625	57	45	57	45	41.75	69.91666666666667	550
PREFIX_ADD:qo	SUFFIX_REPLACE:ar>ody	12	12	12	0.5224609375	11.4775390625	46	24	46	24	176.58333333333334	32.083333333333336	551
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:ain>ol	12	12	12	0.5244140625	11.4755859375	36	34	36	34	122.16666666666667	38.75	552
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:ain>ol	12	12	12	0.5244140625	11.4755859375	36	34	36	34	121.33333333333333	38.75	553
PREFIX_REPLACE:d>ol	SUFFIX_REPLACE:ey>or	12	12	12	0.5244140625	11.4755859375	46	21	46	21	41.5	75.91666666666667	554
PREFIX_REPLACE:ot>t	SUFFIX_REPLACE:dy>ody	12	12	12	0.5244140625	11.4755859375	46	44	46	44	54.333333333333336	69.91666666666667	555
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dy>eor	12	12	12	0.5263671875	11.4736328125	58	12	58	12	193.0	23.916666666666668	556
PREFIX_ADD:qo	SUFFIX_REPLACE:ain>chy	12	12	12	0.52734375	11.47265625	56	44	56	44	176.58333333333334	32.916666666666664	557
PREFIX_ADD:qo	SUFFIX_REPLACE:od>ol	12	12	12	0.52734375	11.47265625	43	43	43	43	176.58333333333334	31.0	558
PREFIX_REPLACE:lk>ot	SUFFIX_REPLACE:edy>ey	12	12	12	0.52734375	11.47265625	45	45	45	45	28.0	109.08333333333333	559
PREFIX_ADD:ch	SUFFIX_REPLACE:am>ol	12	12	12	0.5283203125	11.4716796875	57	32	57	32	190.91666666666666	37.666666666666664	560
PREFIX_ADD:che	SUFFIX_ADD:d	12	12	12	0.5283203125	11.4716796875	88	12	88	12	102.83333333333333	44.666666666666664	561
PREFIX_REPLACE:ok>t	SUFFIX_REPLACE:ody>or	12	12	12	0.5283203125	11.4716796875	57	33	57	33	54.333333333333336	54.75	562
PREFIX_ADD:q	SUFFIX_REPLACE:dy>eor	12	12	12	0.529296875	11.470703125	58	12	58	12	206.58333333333334	23.916666666666668	563
PREFIX_ADD:q	SUFFIX_REPLACE:eol>eor	12	12	12	0.529296875	11.470703125	56	24	56	24	206.58333333333334	26.25	564
PREFIX_ADD:t	SUFFIX_REPLACE:iin>in	12	12	12	0.529296875	11.470703125	112	32	112	32	89.08333333333333	64.66666666666667	565
PREFIX_ADD:sh	SUFFIX_ADD:ky	12	12	12	0.53125	11.46875	125	22	125	22	99.83333333333333	29.25	566
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:hey>hol	12	12	12	0.5322265625	11.4677734375	47	36	47	36	114.25	37.916666666666664	567
PREFIX_ADD:qot	SUFFIX_ADD:r	12	12	12	0.5341796875	11.4658203125	56	24	56	24	47.583333333333336	67.25	568
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:edy>ey	12	12	12	0.5341796875	11.4658203125	36	36	36	36	45.5	109.08333333333333	569
PREFIX_REPLACE:l>qo	SUFFIX_REPLACE:dy>edy	12	12	12	0.5341796875	11.4658203125	66	55	66	55	59.833333333333336	88.91666666666667	570
PREFIX_ADD:ol	SUFFIX_REPLACE:ar>ey	12	12	12	0.53515625	11.46484375	55	24	55	24	90.83333333333333	49.833333333333336	571
PREFIX_ADD:qo	SUFFIX_REPLACE:eey>ody	12	12	12	0.5361328125	11.4638671875	92	36	92	36	176.58333333333334	36.0	572
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:al>edy	12	12	12	0.537109375	11.462890625	45	34	45	34	122.16666666666667	41.5	573
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:al>edy	12	12	12	0.537109375	11.462890625	45	34	45	34	121.33333333333333	41.5	574
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dar>edy	12	12	12	0.537109375	11.462890625	43	42	43	42	193.0	24.333333333333332	575
PREFIX_REPLACE:l>qo	SUFFIX_REPLACE:ar>ol	12	12	12	0.5380859375	11.4619140625	53	41	53	41	59.833333333333336	63.833333333333336	576
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:chy>eey	12	12	12	0.5380859375	11.4619140625	67	46	67	46	193.0	28.25	577
PREFIX_ADD:ot	SUFFIX_REPLACE:edy>ol	12	12	12	0.5400390625	11.4599609375	56	32	56	32	83.5	79.58333333333333	578
PREFIX_ADD:q	SUFFIX_REPLACE:dar>edy	12	12	12	0.5400390625	11.4599609375	43	42	43	42	206.58333333333334	24.333333333333332	579
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:in>ir	12	12	12	0.541015625	11.458984375	58	34	58	34	114.25	36.75	580
PREFIX_ADD:q	SUFFIX_REPLACE:chy>eey	12	12	12	0.5419921875	11.4580078125	67	46	67	46	206.58333333333334	28.25	581
PREFIX_ADD:qot	SUFFIX_ADD:dy	12	12	12	0.54296875	11.45703125	134	23	134	23	47.583333333333336	133.0	582
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:edy>eey	12	12	12	0.54296875	11.45703125	47	47	47	47	55.0	65.41666666666667	583
PREFIX_REPLACE:ok>ot	SUFFIX_REPLACE:al>am	12	12	12	0.54296875	11.45703125	43	22	43	22	75.41666666666667	44.666666666666664	584
PREFIX_REPLACE:sh>yk	SUFFIX_REPLACE:ey>or	12	12	12	0.548828125	11.451171875	36	35	36	35	29.583333333333332	75.91666666666667	585
PREFIX_REPLACE:l>y	SUFFIX_REPLACE:dy>edy	12	12	12	0.5498046875	11.4501953125	89	89	89	89	54.916666666666664	88.91666666666667	586
PREFIX_REPLACE:o>qo	SUFFIX_ADD:aly	12	12	12	0.55078125	11.44921875	87	22	87	22	193.0	22.583333333333332	587
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:am>edy	12	12	12	0.55078125	11.44921875	44	43	44	43	193.0	26.333333333333332	588
PREFIX_ADD:q	SUFFIX_REPLACE:am>edy	12	12	12	0.5517578125	11.4482421875	44	43	44	43	206.58333333333334	26.333333333333332	589
PREFIX_ADD:qo	SUFFIX_REPLACE:edy>eo	12	12	12	0.5537109375	11.4462890625	68	43	68	43	176.58333333333334	31.333333333333332	590
PREFIX_REPLACE:ok>yt	SUFFIX_REPLACE:dy>edy	12	12	12	0.5537109375	11.4462890625	36	35	36	35	34.666666666666664	88.91666666666667	591
PREFIX_REPLACE:k>yk	SUFFIX_REPLACE:edy>ey	12	12	12	0.5546875	11.4453125	36	36	36	36	34.333333333333336	109.08333333333333	592
PREFIX_ADD:qot	SUFFIX_REPLACE:dy>ol	12	12	12	0.5556640625	11.4443359375	69	33	69	33	47.583333333333336	91.16666666666667	593
PREFIX_REPLACE:ch>qo	SUFFIX_ADD:ol	12	12	12	0.5576171875	11.4423828125	53	20	53	20	75.0	66.75	594
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:eo>ody	12	12	12	0.5595703125	11.4404296875	46	46	46	46	193.0	24.5	595
PREFIX_REPLACE:c>dc	SUFFIX_REPLACE:dy>or	12	12	12	0.560546875	11.439453125	55	24	55	24	33.833333333333336	78.66666666666667	596
PREFIX_REPLACE:ol>qo	SUFFIX_REPLACE:al>ar	12	12	12	0.560546875	11.439453125	46	46	46	46	68.91666666666667	69.83333333333333	597
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:eo>eol	12	12	12	0.5615234375	11.4384765625	45	44	45	44	193.0	23.75	598
PREFIX_REPLACE:t>yt	SUFFIX_REPLACE:dy>ol	12	12	12	0.5615234375	11.4384765625	48	23	48	23	29.5	91.16666666666667	599
PREFIX_ADD:q	SUFFIX_REPLACE:eo>ody	12	12	12	0.5634765625	11.4365234375	46	46	46	46	206.58333333333334	24.5	600
PREFIX_REPLACE:ch>qo	SUFFIX_REPLACE:al>ar	12	12	12	0.564453125	11.435546875	47	47	47	47	75.0	69.83333333333333	601
PREFIX_REPLACE:ot>t	SUFFIX_REPLACE:edy>or	12	12	12	0.564453125	11.435546875	47	35	47	35	54.333333333333336	63.416666666666664	602
PREFIX_ADD:ol	SUFFIX_REPLACE:edy>eey	12	12	12	0.5654296875	11.4345703125	124	59	124	59	90.83333333333333	65.41666666666667	603
PREFIX_ADD:she	SUFFIX_ADD:ain	12	12	12	0.56640625	11.43359375	105	23	105	23	60.583333333333336	48.666666666666664	604
PREFIX_ADD:t	SUFFIX_REPLACE:ey>ody	12	12	12	0.5673828125	11.4326171875	46	23	46	23	89.08333333333333	73.58333333333333	605
PREFIX_REPLACE:ok>yk	SUFFIX_REPLACE:edy>or	12	12	12	0.5673828125	11.4326171875	48	46	48	46	44.0	63.416666666666664	606
PREFIX_ADD:q	SUFFIX_REPLACE:eo>eol	12	12	12	0.568359375	11.431640625	45	44	45	44	206.58333333333334	23.75	607
PREFIX_REPLACE:ol>ot	SUFFIX_REPLACE:edy>ey	12	12	12	0.5703125	11.4296875	53	43	53	43	32.333333333333336	109.08333333333333	608
PREFIX_ADD:p	SUFFIX_REPLACE:ar>ol	12	12	12	0.5712890625	11.4287109375	109	19	109	19	68.16666666666667	63.833333333333336	609
PREFIX_ADD:ch	SUFFIX_REPLACE:ar>eey	12	12	12	0.572265625	11.427734375	47	33	47	33	190.91666666666666	39.583333333333336	610
PREFIX_REPLACE:o>qo	SUFFIX_ADD:shy	12	12	12	0.5732421875	11.4267578125	67	32	67	32	193.0	20.416666666666668	611
PREFIX_ADD:so	SUFFIX_ADD:al	12	12	12	0.57421875	11.42578125	46	12	46	12	34.25	74.66666666666667	612
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:eey>ody	12	12	12	0.5751953125	11.4248046875	68	55	68	55	114.25	36.0	613
PREFIX_REPLACE:ok>t	SUFFIX_REPLACE:edy>eey	12	12	12	0.576171875	11.423828125	44	23	44	23	54.333333333333336	65.41666666666667	614
PREFIX_REPLACE:lk>ot	SUFFIX_REPLACE:ey>ol	12	12	12	0.578125	11.421875	44	43	44	43	28.0	95.08333333333333	615
PREFIX_ADD:d	SUFFIX_REPLACE:edy>ody	12	12	12	0.5791015625	11.4208984375	68	22	68	22	123.58333333333333	59.083333333333336	616
PREFIX_ADD:o	SUFFIX_REPLACE:ar>eol	12	12	12	0.5791015625	11.4208984375	47	47	47	47	263.5833333333333	27.833333333333332	617
PREFIX_REPLACE:ch>ot	SUFFIX_REPLACE:ody>ol	12	12	12	0.5791015625	11.4208984375	36	35	36	35	64.75	68.16666666666667	618
PREFIX_REPLACE:yk>yt	SUFFIX_REPLACE:dy>edy	12	12	12	0.5791015625	11.4208984375	36	35	36	35	28.833333333333332	88.91666666666667	619
PREFIX_REPLACE:d>p	SUFFIX_REPLACE:dy>ey	12	12	12	0.580078125	11.419921875	56	34	56	34	27.333333333333332	107.5	620
PREFIX_ADD:ch	SUFFIX_REPLACE:al>edy	12	12	12	0.5810546875	11.4189453125	90	43	90	43	190.91666666666666	41.5	621
PREFIX_ADD:o	SUFFIX_REPLACE:eey>eor	12	12	12	0.5810546875	11.4189453125	76	51	76	51	263.5833333333333	29.25	622
PREFIX_REPLACE:o>y	SUFFIX_ADD:or	12	12	12	0.5810546875	11.4189453125	56	12	56	12	114.25	54.75	623
PREFIX_ADD:k	SUFFIX_REPLACE:ey>or	12	12	12	0.583984375	11.416015625	36	35	36	35	66.5	75.91666666666667	624
PREFIX_ADD:qo	SUFFIX_REPLACE:hey>hor	12	12	12	0.5859375	11.4140625	114	35	114	35	176.58333333333334	33.083333333333336	625
PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:ain>eey	12	12	12	0.587890625	11.412109375	57	46	57	46	193.0	31.25	626
PREFIX_ADD:k	SUFFIX_ADD:d	12	12	12	0.5888671875	11.4111328125	102	12	102	12	66.5	44.666666666666664	627
PREFIX_ADD:l	SUFFIX_REPLACE:eol>ol	12	12	12	0.5888671875	11.4111328125	46	34	46	34	113.08333333333333	40.583333333333336	628
PREFIX_REPLACE:ch>o	SUFFIX_REPLACE:ar>ol	12	12	12	0.5888671875	11.4111328125	46	23	46	23	73.83333333333333	63.833333333333336	629
